Yrs;Knr2017;Kname;County;Totalarea;Landarea;Seaarea;TroutProd(kg);SalmoProd(kg);AvgBMTrout(kg);AvgBMSalmo(kg);DbmTrout(kg);DbmSalmo(kg);FeedUsed(kg);Total Production;eFCR;MealIndex;OilIndex;FFDRmeal;FFDRoil ;Forage fish used in feed (oil);LandIndex;LandAreaUse in feed;PlantIndex;Plant (soy and rapeseed) used in feed;Protein retention ratio;SustFoodProd;SustFoodProdIndex;Diss nitrogen;Part. nitrogen;Diss phosphorus;Part phosphorus;Diss nitrogen;Part. nitrogen;Diss phosphorus;Part phosphorus
2010;1815;Vega;Nordland;2921.38;164.94;2756.44;0;3390778;0;1592881;0;-711353;3328000;2679425;1.242057531;0.816506022;2.056816327;1.014147453;2.554684209;6845.084737;2.419659221;8.052625886;0.70078125;2332.2;0.301022467;806.5671244;0.292611892;14.18;23.5;2.22;3.82;13.78381046;22.84340943;2.157973147;3.713269108
2011;1815;Vega;Nordland;2921.38;164.94;2756.44;0;140849;0;430677;0;1599156;1451236;1740005;0.834041281;0.691270989;1.748833963;0.576548541;1.45859972;2537.970805;2.673479922;3.879850308;0.77984375;1131.737324;0.448283833;780.0161107;0.282979535;16.12;24;2.48;3.88;10.17576316;15.15001959;1.565502024;2.449253167
2012;1815;Vega;Nordland;2921.38;164.94;2756.44;0;6215889;0;2825767;0;-1113580;6259611;5102309;1.226819269;0.566035955;1.440851599;0.694423817;1.767664506;9019.17052;2.927300623;18.32376318;0.85890625;5376.41901;0.304761452;1554.987102;0.564128768;18.06;24.5;2.74;3.94;33.42996784;45.35073156;5.071877734;7.293138055
2013;1815;Vega;Nordland;2921.38;164.94;2756.44;0;837433;0;1057297;0;3506708;3370264;4344141;0.77581828;0.568884788;1.296435192;0.441351218;1.005798121;4369.328855;2.998573074;10.10598288;0.88140625;2970.571754;0.481926286;2093.555738;0.759514351;20;25;3;4;31.51993876;39.39992345;4.727990814;6.303987752
2014;1815;Vega;Nordland;2921.38;164.94;2756.44;0;9150144;0;3968134;0;-2865002;8128364;6285142;1.293266564;0.568884788;1.296435192;0.735719676;1.676636286;10537.89714;3.069845525;24.95282185;0.90390625;7347.279022;0.289102984;1817.053305;0.659202923;20;25;3;4;45.60332893;57.00416116;6.84049934;9.120665786
2015;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1816;Vevelstad;Nordland;661.11;538.9;122.2;459792;1527293;324981;502097;224419;-1093543;1661570;1117961;1.486250415;1.106169678;3.577588491;1.644045142;5.31719238;5944.41371;1.761663003;2.927126396;0.504875;838.8851538;0.251564083;281.2388336;2.30146345;14.09285714;22.73571429;2.321428571;3.742857143;128.9301527;208.0003427;21.23786094;34.24196657
2006;1816;Vevelstad;Nordland;661.11;538.9;122.2;1105024;281901;605906;1409058;58420;3337877;5216731;4783222;1.090631169;1.048236946;3.273434059;1.143239886;3.570109213;17076.62493;1.842876583;9.613791401;0.52815;2755.216478;0.342817291;1639.771207;13.41874965;12.82857143;22.65714286;2.114285714;3.728571429;502.1432495;886.8587903;82.75857564;145.9458665
2007;1816;Vevelstad;Nordland;661.11;538.9;122.2;1164973;7373667;863362;2665782;6963;-3338977;6804301;5206626;1.306854189;0.990304215;2.969279626;1.294183212;3.880415518;20203.87233;1.961993249;13.34999263;0.563390625;3833.479393;0.286097122;1489.600714;12.18985854;11.56428571;22.57857143;1.907142857;3.714285714;492.7243099;962.0145421;81.25842542;158.2561094
2008;1816;Vevelstad;Nordland;661.11;538.9;122.2;1448410;0;640828;1376900;-218653;3557468;5327425;4787225;1.112841991;0.932371484;2.665125193;1.037582139;2.965863226;14198.25458;2.114548573;11.26509893;0.6091875;3245.400717;0.335975121;1608.388498;13.16193534;10.3;22.5;1.7;3.7;403.5058715;881.444865;66.59805646;144.9487111
2009;1816;Vevelstad;Nordland;661.11;538.9;122.2;949863;6012979;320193;3144145;-584597;-1654647;6282812;4723598;1.330090325;0.874438753;2.36097076;1.163082525;3.140304366;14833.53542;2.267103897;14.24378757;0.654984375;4115.143691;0.281099122;1327.79925;10.86578764;12.24;23;1.96;3.76;473.132893;889.0569067;75.76311031;145.3414769
2010;1816;Vevelstad;Nordland;661.11;538.9;122.2;0;2220024;0;1846575;0;1736084;4009000;3956108;1.013369706;0.816506022;2.056816327;0.827422467;2.084315356;8245.776656;2.419659221;9.700413815;0.70078125;2809.432031;0.368954411;1459.623495;11.94454579;14.18;23.5;2.22;3.82;459.0639234;760.79;71.87037447;123.6688426
2011;1816;Vevelstad;Nordland;661.11;538.9;122.2;0;6896770;0;4252010;0;-410546;8077763;6486224;1.245372192;0.691270989;1.748833963;0.860889666;2.177949186;14126.66628;2.673479922;21.59573719;0.77984375;6299.39299;0.300221271;1947.302414;15.93537164;16.12;24;2.48;3.88;855.6295489;1273.890147;131.6353152;205.9455738
2012;1816;Vevelstad;Nordland;661.11;538.9;122.2;0;6693262;18426;1908483;105671;-3766702;3902322;3032231;1.286947465;0.566035955;1.440851599;0.728458538;1.854300314;5622.666894;2.927300623;11.42326962;0.85890625;3351.728755;0.290522521;880.9313954;7.208931223;18.06;24.5;2.74;3.94;448.1349579;607.9350205;67.98946759;97.76587676
2013;1816;Vevelstad;Nordland;661.11;538.9;122.2;0;0;547686;2563606;1181067;5579064;7903120;6760131;1.169077937;0.568884788;1.296435192;0.665070655;1.515633779;10245.88289;2.998573074;23.69808283;0.88140625;6965.859363;0.31981377;2161.982982;17.69216843;20;25;3;4;1106.404419;1383.005524;165.9606628;221.2808838
2014;1816;Vevelstad;Nordland;661.11;538.9;122.2;1453742;9756533;315728;2828314;-1428836;-5702424;5589771;4079015;1.370372749;0.568884788;1.296435192;0.779584212;1.776599458;7246.775838;3.069845525;17.15973349;0.90390625;5052.628943;0.272836148;1112.902741;9.107223739;20;25;3;4;667.596563;834.4957038;100.1394845;133.5193126
2015;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1816;Vevelstad;Nordland;661.11;538.9;122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;2354355;0;1426183;0;1884788;3376002;4239143;0.796387855;1.106169678;3.577588491;0.880940097;2.849148024;12077.9459;1.761663003;5.947377821;0.504875;1704.45901;0.46947881;1990.187812;0.905565202;14.09285714;22.73571429;2.321428571;3.742857143;27.18333767;43.85431516;4.477741888;7.219497689
2006;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;5328286;0;3769673;0;872371;7911931;6200657;1.27598269;1.048236946;3.273434059;1.337532199;4.176845196;25899.1844;1.842876583;14.58071237;0.52815;4178.686358;0.29301904;1816.910559;0.826721462;12.82857143;22.65714286;2.114285714;3.728571429;36.1944239;63.92467294;5.965227992;10.51976017
2007;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;4325064;0;1926064;0;-410207;3981401;3914857;1.016997811;0.990304215;2.969279626;1.007137219;3.01975088;11821.89287;1.961993249;7.811481883;0.563390625;2243.083998;0.367638178;1439.250895;0.65488067;11.56428571;22.57857143;1.907142857;3.714285714;20.59967552;40.21962589;3.397228761;6.616325676
2008;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;4465203;0;3146133;0;1471291;6969246;5936494;1.173966654;0.932371484;2.665125193;1.094573032;3.128768106;18573.91309;2.114548573;14.73680918;0.6091875;4245.577548;0.318481978;1890.666353;0.860281451;10.3;22.5;1.7;3.7;27.82229309;60.77685384;4.592028957;9.994415966
2009;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;5135969;0;2172749;0;225596;5630120;5361565;1.05008892;0.874438753;2.36097076;0.918238446;2.479229235;13292.5487;2.267103897;12.76406699;0.654984375;3687.640629;0.356052916;1909.000855;0.868623923;12.24;23;1.96;3.76;29.86060872;56.11062096;4.781600743;9.172866731
2010;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;5575269;0;3142947;0;-2125082;6582445;3450187;1.907851661;0.816506022;2.056816327;1.55777237;3.924100447;13538.88035;2.419659221;15.92727374;0.70078125;4612.854035;0.1959729;676.1431513;0.30765524;14.18;23.5;2.22;3.82;22.26099278;36.89233641;3.485148376;5.996967025
2011;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;3089579;0;2501445;0;3754658;6822166;6844237;0.996775243;0.691270989;1.748833963;0.689041808;1.743194399;11930.8356;2.673479922;18.23892383;0.77984375;5320.223517;0.375096819;2567.251524;1.168137817;16.12;24;2.48;3.88;50.20138982;74.7415233;7.723290741;12.08321293
2012;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;6136536;0;5711911;0;694259;11954577;6830795;1.750100391;0.566035955;1.440851599;0.990619747;2.521634947;17224.77139;2.927300623;34.9946407;0.85890625;10267.8609;0.213637586;1459.314553;0.664009934;18.06;24.5;2.74;3.94;56.13253571;76.14878875;8.516231885;12.24596848
2013;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;7986201;0;3906814;0;459273;9896954;8445474;1.171864836;0.568884788;1.296435192;0.666656079;1.519246813;12830.75946;2.998573074;29.67673978;0.88140625;8723.237112;0.319053197;2694.555482;1.22606302;20;25;3;4;76.85633813;96.07042266;11.52845072;15.37126763
2014;1818;Heroy;Nordland;2262.1;64.37;2197.73;0;10179079;0;5189548;0;-581715;11310273;9597364;1.178477028;0.568884788;1.296435192;0.670417655;1.527819091;14663.03595;3.069845525;34.72079096;0.90390625;10223.42645;0.317263055;3044.889026;1.38547002;20;25;3;4;87.33888148;109.1736019;13.10083222;17.4677763
2015;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1818;Heroy;Nordland;2262.1;64.37;2197.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;6042713;0;2638649;0;-1912924;5291750;4129789;1.281360864;1.106169678;3.577588491;1.417402533;4.584181879;18931.7039;1.761663003;9.322280196;0.504875;2671.672281;0.29178917;1205.027703;3.030677557;14.09285714;22.73571429;2.321428571;3.742857143;146.3759121;236.1452246;24.11159221;38.87530559
2006;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;1113624;0;1113143;0;2036859;2690900;3150483;0.854123003;1.048236946;3.273434059;0.895323288;2.795915327;8808.483708;1.842876583;4.958996598;0.52815;1421.198835;0.437744003;1379.105041;3.46848681;12.82857143;22.65714286;2.114285714;3.728571429;101.6478363;179.5250205;16.75265008;29.54352481
2007;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;5454847;0;2192349;0;-1889769;4419500;3565078;1.239664322;0.990304215;2.969279626;1.227644803;3.680910013;13122.73131;1.961993249;8.671029164;0.563390625;2489.904867;0.3016036;1075.24036;2.704258847;11.56428571;22.57857143;1.907142857;3.714285714;103.6884902;202.4455327;17.09995484;33.30328283
2008;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;491896;0;2786902;0;5621499;6619678;6113395;1.082815359;0.932371484;2.665125193;1.009586163;2.885838492;17642.27061;2.114548573;13.99763067;0.6091875;4032.625092;0.345291761;2110.904928;5.308983496;10.3;22.5;1.7;3.7;158.3661591;345.9454931;26.13810392;56.88881442
2009;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;10592682;0;5566962;0;-3339352;10947412;7253330;1.509294627;0.874438753;2.36097076;1.319785712;3.563400484;25846.51963;2.267103897;24.8189204;0.654984375;7170.383807;0.247723152;1796.81777;4.519045724;12.24;23;1.96;3.76;223.286032;419.5734262;35.75495284;68.59113403
2010;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;6137168;0;3715633;0;3050071;8043951;9187239;0.875556955;0.816506022;2.056816327;0.714897526;1.80085984;16544.92975;2.419659221;19.46362021;0.70078125;5637.050037;0.427027871;3923.207113;9.866972946;14.18;23.5;2.22;3.82;327.6453032;542.9946845;51.29566807;88.26551893
2011;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;9633908;0;3896310;0;-2708535;8057122;6925373;1.163420656;0.691270989;1.748833963;0.804238947;2.034629557;14090.5686;2.673479922;21.5405539;0.77984375;6283.296235;0.321368905;2225.599539;5.597443572;16.12;24;2.48;3.88;280.7701334;418.0200498;43.19540515;67.57990805
2012;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;7460817;0;3212229;0;4330241;8208776;11791058;0.696186551;0.566035955;1.440851599;0.394066619;1.003101505;11827.62803;2.927300623;24.0295551;0.85890625;7050.569011;0.537050338;6332.391685;15.92613789;18.06;24.5;2.74;3.94;535.5662772;726.5433993;81.25424139;116.8400405
2013;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;9086339;0;3186296;0;-2553513;7159576;6532826;1.095938572;0.568884788;1.296435192;0.623462783;1.420813333;9281.926285;2.998573074;21.46851182;0.88140625;6310.495034;0.341157098;2228.719957;5.60529151;20;25;3;4;328.6047132;410.7558915;49.29070697;65.72094263
2014;1820;Alstahaug;Nordland;585.22;187.61;397.61;0;4705971;0;3318199;0;2641690;8035446;7347661;1.093605979;0.568884788;1.296435192;0.622135806;1.417789277;10417.43498;3.069845525;24.66757794;0.90390625;7263.289861;0.341884764;2512.05335;6.317882725;20;25;3;4;369.5913584;461.989198;55.43870375;73.91827167
2015;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1820;Alstahaug;Nordland;585.22;187.61;397.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;0;0;0;0;0;0;1.106169678;3.577588491;0;0;0;1.761663003;0;0.504875;0;0;0;0;14.09285714;22.73571429;2.321428571;3.742857143;0;0;0;0
2006;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;0;0;0;0;0;0;1.048236946;3.273434059;0;0;0;1.842876583;0;0.52815;0;0;0;0;12.82857143;22.65714286;2.114285714;3.728571429;0;0;0;0
2007;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;0;0;0;0;0;0;0.990304215;2.969279626;0;0;0;1.961993249;0;0.563390625;0;0;0;0;11.56428571;22.57857143;1.907142857;3.714285714;0;0;0;0
2008;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;0;0;0;0;0;0;0.932371484;2.665125193;0;0;0;2.114548573;0;0.6091875;0;0;0;0;10.3;22.5;1.7;3.7;0;0;0;0
2009;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;0;0;0;0;0;0;0.874438753;2.36097076;0;0;0;2.267103897;0;0.654984375;0;0;0;0;12.24;23;1.96;3.76;0;0;0;0
2010;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;0;0;0;0;0;0;0.816506022;2.056816327;0;0;0;2.419659221;0;0.70078125;0;0;0;0;14.18;23.5;2.22;3.82;0;0;0;0
2011;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;109264;0;367236;310971;367236;0.846787897;0.691270989;1.748833963;0.585359906;1.480891433;543.8366464;2.673479922;0.831374725;0.77984375;242.5087908;0.44153586;162.1478632;1.23824256;16.12;24;2.48;3.88;45.20690584;67.30556701;6.954908591;10.88106667
2012;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;883351;0;831869;0;362579;1333500;1245930;1.070284847;0.566035955;1.440851599;0.605819706;1.542121634;1921.375608;2.927300623;3.903555381;0.85890625;1145.351484;0.349334314;435.2461013;3.323757933;18.06;24.5;2.74;3.94;171.8327285;233.1064147;26.06986025;37.4873173
2013;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;764570;0;319017;0;-806381;490886;-41811;0;0.568884788;1.296435192;0;0;636.4018856;2.998573074;1.471957542;0.88140625;432.6699884;0;0;0;20;25;3;4;-6.385796105;-7.982245132;-0.957869416;-1.277159221
2014;1822;Leirfjord;Nordland;596.17;465.22;130.95;0;0;0;0;0;0;0;0;0;0.568884788;1.296435192;0;0;0;3.069845525;0;0.90390625;0;0;0;0;20;25;3;4;0;0;0;0
2015;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1822;Leirfjord;Nordland;596.17;465.22;130.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;508761;0;562182;0;1406457;1665500;1915218;0.869613799;1.106169678;3.577588491;0.961940415;3.111120318;5958.473633;1.761663003;2.934049731;0.504875;840.8693125;0.429946285;823.440865;8.113517243;14.09285714;22.73571429;2.321428571;3.742857143;265.9463363;429.0457113;43.80768337;70.63146489
2006;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;3316793;0;1342889;0;-1883705;2491000;1433088;1.738204493;1.048236946;3.273434059;1.82205017;5.689897787;8154.12424;1.842876583;4.590605569;0.52815;1315.62165;0.215099676;308.2567639;3.037311695;12.82857143;22.65714286;2.114285714;3.728571429;181.1456476;319.9298408;29.85473924;52.6492361
2007;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;0;0;505842;0;1331629;1528000;1331629;1.147466749;0.990304215;2.969279626;1.136341159;3.40714964;4537.059268;1.961993249;2.997925684;0.563390625;860.860875;0.325837087;433.8941137;4.27524006;11.56428571;22.57857143;1.907142857;3.714285714;151.732567;296.2486993;25.02322136;48.7343637
2008;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;3153320;0;1851856;0;-879657;3250500;2273663;1.429631392;0.932371484;2.665125193;1.332947543;3.81014664;8662.98944;2.114548573;6.873340136;0.6091875;1980.163969;0.261527009;594.6242847;5.858944573;10.3;22.5;1.7;3.7;230.749127;504.063627;38.08480737;82.8904631
2009;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;662663;0;509660;0;1481091;1350000;2143754;0.629736434;0.874438753;2.36097076;0.550665942;1.486789308;3187.310526;2.267103897;3.060590261;0.654984375;884.2289063;0.593720169;1272.789988;12.54103841;12.24;23;1.96;3.76;258.543196;485.824633;41.40070785;79.42176609
2010;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;3850615;0;2026704;0;-1306049;3496500;2544566;1.374104661;0.816506022;2.056816327;1.12196473;2.826280901;7191.658288;2.419659221;8.460338465;0.70078125;2450.281641;0.272095156;692.3640836;6.821993138;14.18;23.5;2.22;3.82;355.5221783;589.1940191;55.66003074;95.77536821
2011;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;323189;0;295688;0;1092565;1003000;1415754;0.708456413;0.691270989;1.748833963;0.489735365;1.238972636;1754.080465;2.673479922;2.681500362;0.77984375;782.1832813;0.527749084;747.162876;7.361935915;16.12;24;2.48;3.88;224.8689967;334.792551;34.59523027;54.12479574
2012;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;2356694;0;2073390;0;743370;4229750;3100064;1.364407315;0.566035955;1.440851599;0.772303598;1.965908462;6094.442052;2.927300623;12.38174981;0.85890625;3632.958711;0.274029037;849.507552;8.370357198;18.06;24.5;2.74;3.94;551.6519444;748.3650409;83.69470253;120.3493168
2013;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;1911150;0;585939;0;601525;1592750;2512675;0.633886197;0.568884788;1.296435192;0.360608215;0.821792373;2064.897152;2.998573074;4.775977264;0.88140625;1403.859805;0.589833355;1482.059526;14.60301041;20;25;3;4;495.1571583;618.9464479;74.27357375;99.03143167
2014;1824;Vefsn;Nordland;2030.3;1928.81;101.49;0;4278929;0;1731749;0;-1806396;3576999;2472533;1.446694139;0.568884788;1.296435192;0.823002289;1.875545194;4637.347385;3.069845525;10.98083437;0.90390625;3233.271752;0.258442481;639.0075627;6.296261333;20;25;3;4;487.2466253;609.0582816;73.08699379;97.44932506
2015;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1824;Vefsn;Nordland;2030.3;1928.81;101.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1827;Donna;Nordland;759.31;191.94;567.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1827;Donna;Nordland;759.31;191.94;567.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1827;Donna;Nordland;759.31;191.94;567.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1827;Donna;Nordland;759.31;191.94;567.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1827;Donna;Nordland;759.31;191.94;567.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1827;Donna;Nordland;759.31;191.94;567.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1827;Donna;Nordland;759.31;191.94;567.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
