Yrs;Knr2017;Kname;County;Totalarea;Landarea;Seaarea;TroutProd(kg);SalmoProd(kg);AvgBMTrout(kg);AvgBMSalmo(kg);DbmTrout(kg);DbmSalmo(kg);FeedUsed(kg);Total Production;eFCR;MealIndex;OilIndex;FFDRmeal;FFDRoil ;Forage fish used in feed (oil);LandIndex;LandAreaUse in feed;PlantIndex;Plant (soy and rapeseed) used in feed;Protein retention ratio;SustFoodProd;SustFoodProdIndex;Diss nitrogen;Part. nitrogen;Diss phosphorus;Part phosphorus;Diss nitrogen;Part. nitrogen;Diss phosphorus;Part phosphorus
1994;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;407784;0;200967;0;-24654;425852;383130;1.111507843;1.106169678;3.577588491;1.229516273;3.976517668;1523.523214;1.761663003;0.750207713;0.504875;215.0020285;0.336378393;128.8766538;0.037557491;14.09285714;22.73571429;2.321428571;3.742857143;1.573502851;2.538499531;0.259193323;0.417899389
2006;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;1171124;0;813016;0;340199;1739372;1511323;1.150893621;1.048236946;3.273434059;1.206409215;3.767374377;5693.719545;1.842876583;3.205447928;0.52815;918.6493218;0.324866882;490.9787911;0.143082018;12.82857143;22.65714286;2.114285714;3.728571429;5.650123142;9.978948;0.931200696;1.642185011
2007;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;907738;0;958822;0;-1203269;1615891;-295531;0;0.990304215;2.969279626;0;0;4798.032224;1.961993249;3.170367233;0.563390625;910.3778404;0;0;0;11.56428571;22.57857143;1.907142857;3.714285714;-0.99596524;-1.944562151;-0.164251216;-0.319890009
2008;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;0;0;25966;0;0;59185;0;0;0.932371484;2.665125193;0;0;157.7354345;2.114548573;0.125149557;0.6091875;36.05476219;0;0;0;10.3;22.5;1.7;3.7;0;0;0;0
2009;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;0;93265;84906;0;757502;344639;757502;0.454967776;0.874438753;2.36097076;0.397841454;1.074165615;813.6826018;2.267103897;0.78133242;0.654984375;225.73316;0.821788361;622.5063267;0.181412035;12.24;23;1.96;3.76;2.702013574;5.077313089;0.432675376;0.830030314
2010;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;604949;0;994708;0;1251181;2374241;1856130;1.279135082;0.816506022;2.056816327;1.044421497;2.630945922;4883.377654;2.419659221;5.744854127;0.70078125;1663.823576;0.292296903;542.5410498;0.158108394;14.18;23.5;2.22;3.82;7.670204549;12.71155197;1.200835973;2.066303341
2011;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;1666657;0;828221;0;-1911281;772045;-244624;0;0.691270989;1.748833963;0;0;1350.178517;2.673479922;2.064046806;0.77984375;602.074468;0;0;0;16.12;24;2.48;3.88;-1.149175678;-1.71093153;-0.176796258;-0.276600597
2012;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;0;0;264673;0;1024401;817942;1024401;0.798458807;0.566035955;1.440851599;0.451956393;1.150460648;1178.533039;2.927300623;2.394362126;0.85890625;702.5354959;0.468261129;479.6871691;0.139791391;18.06;24.5;2.74;3.94;5.391505649;7.314058051;0.81798037;1.176219948
2013;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;1145302;0;1603093;0;2308104;3997971;3453406;1.157689249;0.568884788;1.296435192;0.658591804;1.500869084;5183.1103;2.998573074;11.98820819;0.88140625;3523.836627;0.322959916;1115.311711;0.325026362;20;25;3;4;20.12796923;25.15996153;3.019195384;4.025593845
2014;1804;Bodo;Nordland;4826.7;1395.25;3431.45;0;2661836;0;703720;0;-727955;1517740;1933881;0.784815612;0.568884788;1.296435192;0.446469663;1.017462578;1967.651548;3.069845525;4.659227347;0.90390625;1371.894672;0.476401357;921.3035328;0.268488112;20;25;3;4;11.27150913;14.08938641;1.690726369;2.254301826
2015;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1804;Bodo;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;0;0;0;0;0;0;1.106169678;3.577588491;0;0;0;1.761663003;0;0.504875;0;0;0;0;14.09285714;22.73571429;2.321428571;3.742857143;0;0;0;0
2006;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;0;0;0;0;0;0;1.048236946;3.273434059;0;0;0;1.842876583;0;0.52815;0;0;0;0;12.82857143;22.65714286;2.114285714;3.728571429;0;0;0;0
2007;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;0;0;0;0;0;0;0.990304215;2.969279626;0;0;0;1.961993249;0;0.563390625;0;0;0;0;11.56428571;22.57857143;1.907142857;3.714285714;0;0;0;0
2008;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;0;0;0;0;0;0;0.932371484;2.665125193;0;0;0;2.114548573;0;0.6091875;0;0;0;0;10.3;22.5;1.7;3.7;0;0;0;0
2009;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;0;0;0;0;0;0;0.874438753;2.36097076;0;0;0;2.267103897;0;0.654984375;0;0;0;0;12.24;23;1.96;3.76;0;0;0;0
2010;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;0;0;0;0;0;0;0.816506022;2.056816327;0;0;0;2.419659221;0;0.70078125;0;0;0;0;14.18;23.5;2.22;3.82;0;0;0;0
2011;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;152027;0;716692;312503;716692;0.436035284;0.691270989;1.748833963;0.301418542;0.762553314;546.51586;2.673479922;0.835470496;0.77984375;243.7035114;0.857470108;614.5419669;3.063366566;16.12;24;2.48;3.88;57.58972653;85.74152834;8.859957928;13.86154708
2012;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;2877215;0;1664471;0;756700;4598218;3633915;1.265362013;0.566035955;1.440851599;0.716240396;1.82319888;6625.349759;2.927300623;13.46036642;0.85890625;3949.438179;0.295478463;1073.743618;5.352393291;18.06;24.5;2.74;3.94;327.1447331;443.8009945;49.63325408;71.37044564
2013;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;1903281;0;312853;0;-1351278;379804;552003;0.688046985;0.568884788;1.296435192;0.391419464;0.892008325;492.3912716;2.998573074;1.138870048;0.88140625;334.7616194;0.54340362;299.9604284;1.495241655;20;25;3;4;55.03245102;68.79056378;8.254867654;11.0064902
2014;1805;Narvik;Nordland;2223.59;2022.98;200.61;0;0;0;587272;0;1982272;1887047;1982272;0.951961688;0.568884788;1.296435192;0.541556524;1.234156634;2446.434139;3.069845525;5.792942788;0.90390625;1705.713577;0.392754485;778.5462181;3.880894363;20;25;3;4;197.6244454;247.0305568;29.64366682;39.52488909
2015;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1805;Narvik;Nordland;2223.59;2022.98;200.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;2331758;0;1657623;0;-487116;3554451;1844642;1.9269056;1.106169678;3.577588491;2.131484546;6.893675299;12716.36299;1.761663003;6.261744822;0.504875;1794.553449;0.194035049;357.9252008;0.558133139;14.09285714;22.73571429;2.321428571;3.742857143;40.5374732;65.39826517;6.677485448;10.76616115
2006;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;3654817;0;1636298;0;1414513;4124646;5069330;0.813647168;1.048236946;3.273434059;0.852895023;2.663420353;13501.7567;1.842876583;7.601213528;0.52815;2178.431785;0.459520093;2329.458993;3.632458004;12.82857143;22.65714286;2.114285714;3.728571429;101.4085079;179.1023312;16.71320619;29.47396498
2007;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;3863579;0;2135960;0;232986;4797859;4096565;1.171190742;0.990304215;2.969279626;1.159835128;3.477592807;14246.18498;1.961993249;9.413366967;0.563390625;2703.068781;0.319236832;1307.774434;2.039287116;11.56428571;22.57857143;1.907142857;3.714285714;73.87273793;144.232072;12.18284189;23.72688309
2008;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;5387505;0;2445713;0;379113;5964456;5766618;1.034307457;0.932371484;2.665125193;0.964358779;2.756558861;15896.02195;2.114548573;12.61213192;0.6091875;3633.47204;0.361485572;2084.549205;3.25055623;10.3;22.5;1.7;3.7;92.61982161;202.324853;15.28676667;33.27119805
2009;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;3921657;0;2446422;0;504320;6486560;4425977;1.465565682;0.874438753;2.36097076;1.281547427;3.460157722;15314.57849;2.267103897;14.70570545;0.654984375;4248.595448;0.255114613;1129.131412;1.760718882;12.24;23;1.96;3.76;84.4765371;158.738591;13.52728862;25.95030878
2010;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;5777090;0;2844997;0;-31873;9546322;5745217;1.661612085;0.816506022;2.056816327;1.356716273;3.417630867;19635.03095;2.419659221;23.09884605;0.70078125;6689.883464;0.225014747;1292.758548;2.015871989;14.18;23.5;2.22;3.82;127.0364064;210.5328315;19.88863344;34.22278367
2011;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;4226375;0;2646913;0;294894;7890825;4521269;1.745267756;0.691270989;1.748833963;1.206452967;3.052183526;13799.74276;2.673479922;21.09596221;0.77984375;6153.610559;0.214229147;968.587601;1.510373779;16.12;24;2.48;3.88;113.6503864;169.2065306;17.48467483;27.35505578
2012;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;8035536;0;3623682;0;-836983;8579202;7198553;1.191795351;0.566035955;1.440851599;0.67459902;1.717200238;12361.35692;2.927300623;25.11390336;0.85890625;7368.730218;0.313717638;2258.313044;3.521516075;18.06;24.5;2.74;3.94;202.7255488;275.0152794;30.75681083;44.22694697
2013;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;4447631;0;2912899;0;375044;6396605;4822675;1.326360371;0.568884788;1.296435192;0.754546239;1.719540261;8292.78383;2.998573074;19.18068752;0.88140625;5638.007626;0.281889621;1359.462029;2.119886524;20;25;3;4;150.4054328;188.006791;22.56081492;30.08108656
2014;1811;Bindal;Nordland;1905.54;1264.25;641.29;0;6034883;0;3490765;0;-861117;8265640;5173766;1.597606077;0.568884788;1.296435192;0.908853795;2.07119274;10715.86658;3.069845525;25.37423797;0.90390625;7471.363656;0.23402967;1210.814748;1.888092358;20;25;3;4;161.3549564;201.6936955;24.20324346;32.27099128
2015;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1811;Bindal;Nordland;1905.54;1264.25;641.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1812;Somna;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1812;Somna;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1812;Somna;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1812;Somna;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1812;Somna;Nordland;4826.7;1395.25;3431.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1812;Somna;Nordland;790.1;195.26;594.84;0;5261384;0;2574373;0;-886564;5298452;4374820;1.211124572;1.106169678;3.577588491;1.339709277;4.33290533;18955.6809;1.761663003;9.334086861;0.504875;2675.055954;0.308710789;1350.554135;2.270449423;14.09285714;22.73571429;2.321428571;3.742857143;103.6475578;167.2124564;17.07321657;27.5272784
2006;1812;Somna;Nordland;790.1;195.26;594.84;0;486726;0;1662093;0;3435186;4093839;3921912;1.043837547;1.048236946;3.273434059;1.094189082;3.416933377;13400.91201;1.842876583;7.544440029;0.52815;2162.161068;0.358185259;1404.771067;2.361594828;12.82857143;22.65714286;2.114285714;3.728571429;84.58161561;149.3835661;13.93995447;24.58329808
2007;1812;Somna;Nordland;790.1;195.26;594.84;0;6364690;0;2016164;0;-3864064;3415278;2500626;1.365769211;0.990304215;2.969279626;1.352527007;4.055350693;10140.91538;1.961993249;6.700752379;0.563390625;1924.135607;0.273755785;684.5608334;1.150831877;11.56428571;22.57857143;1.907142857;3.714285714;48.61467542;94.91722607;8.01736772;15.61434912
2008;1812;Somna;Nordland;790.1;195.26;594.84;0;0;0;2165417;0;5195940;5954146;5195940;1.145922778;0.932371484;2.665125193;1.068425721;3.054027665;15868.54451;2.114548573;12.59033093;0.6091875;3627.191316;0.326276107;1695.311073;2.850028702;10.3;22.5;1.7;3.7;89.97071818;196.5379766;14.84953601;32.31957837
2009;1812;Somna;Nordland;790.1;195.26;594.84;0;8697517;0;5212502;0;154239;10336393;8851756;1.167722314;0.874438753;2.36097076;1.021101644;2.756958239;24403.92164;2.267103897;23.43367685;0.654984375;6770.175909;0.320185046;2834.199899;4.764642424;12.24;23;1.96;3.76;182.1422457;342.2607558;29.16656876;55.95219313
2010;1812;Somna;Nordland;790.1;195.26;594.84;0;8279298;0;2085857;0;-2768115;5416887;5511183;0.982890062;0.816506022;2.056816327;0.802535654;2.021624327;11141.54162;2.419659221;13.10702058;0.70078125;3796.052843;0.380395771;2096.430704;3.524360675;14.18;23.5;2.22;3.82;131.3774712;217.7271207;20.56826417;35.39223835
2011;1812;Somna;Nordland;790.1;195.26;594.84;0;2261304;0;737860;0;-1969808;1024254;291496;3.513784066;0.691270989;1.748833963;2.428976985;6.145024913;1791.250182;2.673479922;2.738322504;0.77984375;798.7580803;0.106405862;31.01688316;0.052143237;16.12;24;2.48;3.88;7.899461233;11.76098447;1.215301728;1.901359155
2012;1812;Somna;Nordland;790.1;195.26;594.84;0;0;0;141066;0;659206;520688;659206;0.789871451;0.566035955;1.440851599;0.447095642;1.138087544;750.2341375;2.927300623;1.524210307;0.85890625;447.2221775;0.473351989;312.0364712;0.524572105;18.06;24.5;2.74;3.94;20.01422292;27.1510776;3.036487862;4.366336561
2013;1812;Somna;Nordland;790.1;195.26;594.84;0;1891367;0;2710757;0;3968029;7117775;5859396;1.21476258;0.568884788;1.296435192;0.691059953;1.574860958;9227.733997;2.998573074;21.34316846;0.88140625;6273.651371;0.307786253;1803.441539;3.031809459;20;25;3;4;197.0074642;246.2593302;29.55111963;39.40149284
2014;1812;Somna;Nordland;790.1;195.26;594.84;0;6341816;0;1856358;0;-5355844;2708777;985972;2.747316354;0.568884788;1.296435192;1.562906483;3.561717604;3511.75383;3.069845525;8.315526952;0.90390625;2448.48046;0.136091798;134.1827023;0.225577806;20;25;3;4;33.15083048;41.43853809;4.972624571;6.630166095
2015;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1812;Somna;Nordland;790.1;195.26;594.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;4899383;0;2500021;0;-535264;4910265;4364119;1.125144617;1.106169678;3.577588491;1.244600858;4.025304432;17566.90755;1.761663003;8.650232185;0.504875;2479.070042;0.332301481;1450.203207;1.377459567;14.09285714;22.73571429;2.321428571;3.742857143;58.41785851;94.24432015;9.622809943;15.51493049
2006;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;3164181;0;1597714;0;1235731;3555140;4399912;0.808002524;1.048236946;3.273434059;0.846978098;2.64494298;11637.51636;1.842876583;6.551684256;0.52815;1877.647191;0.462730266;2035.972449;1.93384604;12.82857143;22.65714286;2.114285714;3.728571429;53.61326865;94.68891323;8.836039823;15.58247563
2007;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;3541038;0;2150501;0;1136830;5345480;4677868;1.142717152;0.990304215;2.969279626;1.131637613;3.393046758;15872.22485;1.961993249;10.48779567;0.563390625;3011.593318;0.327191398;1530.55817;1.453783845;11.56428571;22.57857143;1.907142857;3.714285714;51.38268262;100.3215934;8.473858097;16.50339405
2008;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;5409491;0;2883851;0;-1165567;6000699;4243924;1.413950627;0.932371484;2.665125193;1.318327244;3.768355437;15992.61408;2.114548573;12.68876951;0.6091875;3655.550822;0.264427354;1122.209593;1.06591844;10.3;22.5;1.7;3.7;41.51975874;90.6985021;6.852775715;14.91486479
2009;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;5027756;0;3342554;0;614573;7230474;5642329;1.281469762;0.874438753;2.36097076;1.12056682;3.025512638;17070.9377;2.267103897;16.39223578;0.654984375;4735.847494;0.291764374;1646.230587;1.563654018;12.24;23;1.96;3.76;65.59788277;123.2639954;10.50423613;20.1509836
2010;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;8144723;0;3430080;0;-4112968;7303390;4031755;1.811466719;0.816506022;2.056816327;1.479073484;3.725854323;15021.7318;2.419659221;17.67171495;0.70078125;5118.078773;0.206400271;832.1553265;0.790413585;14.18;23.5;2.22;3.82;54.30256732;89.99367645;8.501530286;14.62875932
2011;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;280078;0;4823334;0;10638848;12415471;10918926;1.137059725;0.691270989;1.748833963;0.7860164;1.988528666;21712.59735;2.673479922;33.19251244;0.77984375;9682.127463;0.328819335;3590.353983;3.410258245;16.12;24;2.48;3.88;167.1840951;248.9093227;25.72063001;40.2403405
2012;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;15984989;0;5041997;0;-10401866;9427190;5583123;1.688515549;0.566035955;1.440851599;0.955760512;2.43290033;13583.18179;2.927300623;27.59621916;0.85890625;8097.072411;0.221429541;1236.268361;1.174255907;18.06;24.5;2.74;3.94;95.77340772;129.9251655;14.53040627;20.89408784
2013;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;4825063;0;5991897;0;6627988;14459294;11453051;1.262484032;0.568884788;1.296435192;0.718207961;1.636728728;18745.53759;2.998573074;43.35724966;0.88140625;12744.5121;0.296152041;3391.844428;3.221706127;20;25;3;4;217.5710907;271.9638634;32.63566361;43.51421814
2014;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;0;10534942;0;3381522;0;-5222879;7412062;5312063;1.395326449;0.568884788;1.296435192;0.793779992;1.808950312;9609.258021;3.069845525;22.75388536;0.90390625;6699.809167;0.267956809;1423.40345;1.352004113;20;25;3;4;100.9120924;126.1401155;15.13681386;20.18241848
2015;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1813;Bronnoy;Nordland;2099.21;1046.4;1052.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1815;Vega;Nordland;2921.38;164.94;2756.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1815;Vega;Nordland;2921.38;164.94;2756.44;0;561812;0;240324;0;212247;712805;774059;0.920866497;1.106169678;3.577588491;1.018634596;3.294481383;2550.122965;1.761663003;1.255722197;0.504875;359.8774244;0.40601675;314.2809196;0.114016964;14.09285714;22.73571429;2.321428571;3.742857143;3.957533234;6.384606327;0.651899798;1.051063059
2006;1815;Vega;Nordland;2921.38;164.94;2756.44;0;2250513;0;917133;0;-613716;2003500;1636797;1.224036945;1.048236946;3.273434059;1.28308075;4.006804226;6558.325136;1.842876583;3.692203235;0.52815;1058.148525;0.305454197;499.9665136;0.181381243;12.82857143;22.65714286;2.114285714;3.728571429;7.617712422;13.45399989;1.255480444;2.214056728
2007;1815;Vega;Nordland;2921.38;164.94;2756.44;0;162038;0;436067;0;1287051;1179000;1449089;0.813614623;0.990304215;2.969279626;0.80572599;2.415849322;3500.780679;1.961993249;2.313190041;0.563390625;664.2375469;0.459538474;665.9121484;0.241584126;11.56428571;22.57857143;1.907142857;3.714285714;6.079464534;11.86978838;1.002604713;1.952638393
2008;1815;Vega;Nordland;2921.38;164.94;2756.44;0;3482593;0;2377504;0;105737;4660000;3588330;1.298654249;0.932371484;2.665125193;1.210828189;3.461076155;12419.4834;2.114548573;9.853796349;0.6091875;2838.81375;0.287903592;1033.093095;0.37479252;10.3;22.5;1.7;3.7;13.40852658;29.29047068;2.213057785;4.816655178
2009;1815;Vega;Nordland;2921.38;164.94;2756.44;0;1637603;0;358635;0;-575413;854000;1062190;0.803999284;0.874438753;2.36097076;0.703048132;1.898218802;2016.269029;2.267103897;1.936106728;0.654984375;559.3566563;0.465034273;493.9547541;0.179200256;12.24;23;1.96;3.76;4.716665554;8.863015339;0.755283046;1.448910334
