"","year","county","municip_number","municip","production_final","feed_kg","efcr_region","reference_efcr","efcr_score","prop_below_lice","lice_score","proportion_biomass_bad_momb","momb_score","mean_sustain_score","seaarea","prod_area","maxprod_area","prod_prop_area","aqua_score_area"
"439",2006,"Finnmark",2019,"Nordkapp",99961.98976,123468,1.42949957428834,1.2919824295079,0.903800499661639,NA,0.991856646965006,NA,0.746855953891621,0.874821492606508,3172.78,31.5061207395407,107012.283562146,0.000294415927693423,0.025756138131189
"440",2007,"Finnmark",2019,"Nordkapp",822503.0628,1146273,1.46161742250782,1.37651251017426,0.94177346888248,1,1,NA,0.746855953891621,0.889326225920122,3172.78,259.237344789112,135874.461723506,0.00190791809955163,0.169676160283894
"441",2008,"Finnmark",2019,"Nordkapp",2933190.83656,3824147,1.45203399100122,1.28814565946673,0.887131890472144,1,1,NA,0.746855953891621,0.871782900481268,3172.78,924.486045852533,164736.639884867,0.00561190301379613,0.489236108658676
"442",2009,"Finnmark",2019,"Nordkapp",4028537.062,7145946,1.43970962301793,1.24147946044329,0.862312400080298,1,1,NA,0.746855953891621,0.86357585836588,3172.78,1269.71837379207,181971.835391191,0.00697755436198418,0.602564749744508
"443",2010,"Finnmark",2019,"Nordkapp",2306110.686,2900965,1.57584376801058,1.27685660916767,0.810268527304348,1,1,0.279503105590062,0.746855953891621,0.845840753180381,3172.78,726.842291618076,88338.494172657,0.00822792258828261,0.695951223918283
"444",2011,"Finnmark",2019,"Nordkapp",1633030.7384,2092582,1.41253067887937,1.29053062695158,0.913630157736056,1,1,0,0.906832298136646,0.939216691486974,3172.78,514.700274963912,121986.97818055,0.00421930506551378,0.396284174400609
"445",2012,"Finnmark",2019,"Nordkapp",3947599.622,5625932,1.39510669059345,1.26235960493737,0.904848076099748,NA,0.991856646965006,0,0.793226381461676,0.892909084912522,3172.78,1244.20842983125,125686.780826335,0.00989927836206107,0.883915558356227
"446",2013,"Finnmark",2019,"Nordkapp",5659616.33272,7414668,1.38646851850045,1.19861379343724,0.864508481399644,1,1,0.620320855614973,0.589203392955928,0.79862855154651,3172.78,1783.80358320463,188225.773299608,0.0094769358729916,0.756855156934644
"447",2014,"Finnmark",2019,"Nordkapp",4566995.27088,4630811,1.32227547107863,1.15775147187438,0.875575095505591,0.98989898989899,0.98989898989899,0.612068965517241,0.589203392955928,0.799312319770745,3172.78,1439.43017507675,113206.377398058,0.0127150979314124,1.01633344236695
"448",2015,"Finnmark",2019,"Nordkapp",3376741.48232,5715692,1.53737600516952,1.26086687479015,0.820142158164566,1,1,0,0.6993236346669,0.830849662158323,3172.78,1064.28478568322,134594.780267383,0.0079073258529709,0.656979901351665
"449",2016,"Finnmark",2019,"Nordkapp",5383485.88432,7583389,1.3295319373519,1.20884798699381,0.90922824268632,1,1,NA,0.746855953891621,0.878961639630116,3172.78,1696.7725100133,181158.02372089,0.0093662564603129,0.823258013555279
"450",2017,"Finnmark",2019,"Nordkapp",6338559.93752,10569232,1.36427577657528,1.18855767041856,0.871200449957546,0.969384244926041,0.969384244926041,0.289960130482059,0.903346623172647,0.913740394370998,3172.78,1997.79371324832,213718.888359355,0.00934776391822307,0.854142948912413
"451",2018,"Finnmark",2019,"Nordkapp",4136698.1088,6207462,1.40866664437296,1.15415056810372,0.819321287058278,1,1,0,0.746855953891621,0.848979158040035,3172.78,1303.80868159784,127051.292751092,0.0102620654490478,0.871227968468438
"452",2005,"Finnmark",2019,"Nordkapp",202032.16,25304,1.17623110307944,1.17623110307944,1,NA,0.991856646965006,NA,0.746855953891621,0.904819431102332,3172.78,63.6766999287691,53364.7520671726,0.00119323518731271,0.107966238335557
"453",2006,"Troms",1942,"Nordreisa",4267807.95552,6297215,1.42578423069247,1.2919824295079,0.906155645220182,0.841750841750842,0.841750841750842,NA,0.579256762279064,0.761644816447359,243.72,17511.1109286066,107012.283562146,0.163636456916063,12.4632859191931
"454",2007,"Troms",1942,"Nordreisa",4147402.09992,5793586,1.38309255533183,1.37651251017426,0.995242512778917,0.9375,0.9375,NA,0.579256762279064,0.814561293446721,243.72,17017.0773835549,135874.461723506,0.125241176065766,10.2016614368919
"455",2008,"Troms",1942,"Nordreisa",4631584.74416,6873456,1.38507178070716,1.28814565946673,0.930020867805897,1,1,NA,0.579256762279064,0.813681799826556,243.72,19003.7122278024,164736.639884867,0.115358139155223,9.38648182924644
"456",2009,"Troms",1942,"Nordreisa",4932062.916,7031097,1.37566470803413,1.24147946044329,0.902457883227525,1,1,NA,0.579256762279064,0.80556270548921,243.72,20236.5949286066,181971.835391191,0.111207291420144,8.95844465465382
"457",2010,"Troms",1942,"Nordreisa",5196990.17112,6516617,1.27685660916767,1.27685660916767,1,0.925925925925926,0.925925925925926,0.241286863270777,0.579256762279064,0.812485811614753,243.72,21323.6097616937,88338.494172657,0.241385252956847,19.6122093160476
"458",2011,"Troms",1942,"Nordreisa",1306053.24824,1827092,1.29053062695158,1.29053062695158,1,1,1,NA,0.579256762279064,0.833598716926393,243.72,5358.82672017069,121986.97818055,0.0439294980505152,3.66195732101299
"459",2012,"Troms",1942,"Nordreisa",7400412.7356,8499392,1.26235960493737,1.26235960493737,1,1,1,0,0.75173887774424,0.909261921245759,243.72,30364.4047907435,125686.780826335,0.241587894853467,21.9666673424182
"460",2013,"Troms",1942,"Nordreisa",5414529.69464,8519212,1.19861379343724,1.19861379343724,1,0.882251082251082,0.882251082251082,0.503496503496504,0.664335664335664,0.836873705416068,243.72,22216.1894577384,188225.773299608,0.118029476347938,9.87757652196171
"461",2014,"Troms",1942,"Nordreisa",2255153.9112,3130493,1.15775147187438,1.15775147187438,1,1,1,0.503496503496504,0.414335664335664,0.745505363665005,243.72,9253.05231905465,113206.377398058,0.0817361400631955,6.09347308223863
"462",2015,"Troms",1942,"Nordreisa",9519373.95816,12110553,1.2839955626662,1.26086687479015,0.981986940961054,1,1,0.75,0.582167832167832,0.829948808298874,243.72,39058.6490979813,134594.780267383,0.290194382132711,24.0846481626071
"463",2016,"Troms",1942,"Nordreisa",635427.05072,1031582,1.22930794511588,1.20884798699381,0.983356523315933,NA,0.976450216450216,NA,0.579256762279064,0.82238921680564,243.72,2607.20109437059,181158.02372089,0.0143918609886554,1.1835711286836
"464",2017,"Troms",1942,"Nordreisa",2599977.89744,3530498,1.19277276120228,1.18855767041856,0.996466140977705,1,1,0,0.483705772811918,0.784057546016844,243.72,10667.8889604464,213718.888359355,0.0499155177267675,3.91366383370096
"465",2018,"Troms",1942,"Nordreisa",6450896.88144,8899699,1.18247659218115,1.15415056810372,0.976045171409957,1,1,0.798882681564246,0.579256762279064,0.826888610292884,243.72,26468.475633678,127051.292751092,0.208329054042235,17.2264921980615
"466",2005,"Troms",1942,"Nordreisa",2824532.74528,4675202,1.3283143565941,1.17623110307944,0.885506580005196,0.96969696969697,0.96969696969697,NA,0.579256762279064,0.792318228886913,243.72,11589.2530169046,53364.7520671726,0.217170558617357,17.2068192370086
"467",2006,"Nordland",1868,"Oksnes",5918049.7844,10403192,1.2919824295079,1.2919824295079,1,0.854978354978355,0.854978354978355,NA,0.908370331253626,0.919191543838614,1495.68,3956.76199748609,107012.283562146,0.036974839390174,3.39869597022389
"468",2007,"Nordland",1868,"Oksnes",7296587.88864,11477917,1.37651251017426,1.37651251017426,1,0.9502442002442,0.9502442002442,NA,0.908370331253626,0.952136884691755,1495.68,4878.44183825417,135874.461723506,0.035904038009596,3.41855588983111
"469",2008,"Nordland",1868,"Oksnes",8688305.84432,12166894,1.28814565946673,1.28814565946673,1,0.901785714285714,0.901785714285714,NA,0.908370331253626,0.935668690729254,1495.68,5808.93362505349,164736.639884867,0.0352619406897779,3.29934938777771
"470",2009,"Nordland",1868,"Oksnes",9323243.63176,12746870,1.24147946044329,1.24147946044329,1,0.914880952380952,0.914880952380952,NA,0.908370331253626,0.940176032285383,1495.68,6233.44808499144,181971.835391191,0.034255015736865,3.22057447813591
"471",2010,"Nordland",1868,"Oksnes",8468932.40544,11759696,1.35130646069935,1.27685660916767,0.944905279670493,0.987012987012987,0.987012987012987,0,0.908370331253626,0.94621833955099,1495.68,5662.26225224647,88338.494172657,0.064097337239863,6.0650076012743
"472",2011,"Nordland",1868,"Oksnes",9671245.96016,13638303,1.31299138677918,1.29053062695158,0.982893444653356,0.930047225501771,0.930047225501771,0.266666666666667,0.867632850241546,0.925654980752109,1495.68,6466.11973160034,121986.97818055,0.0530066391351216,4.9065859528355
"473",2012,"Nordland",1868,"Oksnes",7564343.1052,11217280,1.26483352852117,1.26235960493737,0.998044071786511,0.913888888888889,0.913888888888889,0.130434782608696,0.867632850241546,0.92496727493856,1495.68,5057.46089083226,125686.780826335,0.0402386063003737,3.72193940169823
"474",2013,"Nordland",1868,"Oksnes",7988469.23536,11648992,1.29737123355564,1.19861379343724,0.923878811581367,0.947704517704518,0.947704517704518,0,0.956521739130435,0.942600359183946,1495.68,5341.02831846384,188225.773299608,0.0283756481635609,2.67468961510498
"475",2014,"Nordland",1868,"Oksnes",6696500.33816,11204963,1.2706993399476,1.15775147187438,0.9111136171064,0.903476541189307,0.903476541189307,0,1,0.937194661348732,1495.68,4477.22797534232,113206.377398058,0.0395492557773438,3.70653513748421
"476",2015,"Nordland",1868,"Oksnes",5713957.0244,7983674,1.26086687479015,1.26086687479015,1,1,1,0,0.923076923076923,0.973671888167438,1495.68,3820.30716757595,134594.780267383,0.028383769117841,2.76364780702769
"477",2016,"Nordland",1868,"Oksnes",7225399.06272,9771825,1.20884798699381,1.20884798699381,1,0.979520697167756,0.979520697167756,NA,0.908370331253626,0.961816417812085,1495.68,4830.8455436457,181158.02372089,0.0266664729743828,2.56482515119036
"478",2017,"Nordland",1868,"Oksnes",8761947.688,11670849,1.18855767041856,1.18855767041856,1,0.949458334466288,0.949458334466288,0.230769230769231,0.835357624831309,0.925655638084875,1495.68,5858.16998823278,213718.888359355,0.0274106328794984,2.53728068683824
"479",2018,"Nordland",1868,"Oksnes",9318586.83264,13146192,1.15415056810372,1.15415056810372,1,0.963958758726201,0.963958758726201,0.263157894736842,0.908370331253626,0.956695647814465,1495.68,6230.33458536585,127051.292751092,0.0490379471980014,4.69143906620835
"480",2005,"Nordland",1868,"Oksnes",8336878.2604,11016155,1.40553419138664,1.17623110307944,0.836856983122572,0.986111111111111,0.986111111111111,NA,0.908370331253626,0.908406038768426,1495.68,5573.97187927899,53364.7520671726,0.104450440850222,9.48834112203662
"481",2006,"Nordland",1833,"Rana",746864.63056,1127500,1.2919824295079,1.2919824295079,1,NA,0.945753070458953,NA,1,0.981580495104295,128.29,5821.69015948242,107012.283562146,0.0544020739086609,5.34000146419638
"482",2007,"Nordland",1833,"Rana",2541162.90824,3528000,1.37651251017426,1.37651251017426,1,NA,0.945753070458953,NA,1,0.981580495104295,128.29,19807.9578161977,135874.461723506,0.145781315818607,14.3096096158184
"483",2008,"Nordland",1833,"Rana",144967.07656,195635,1.28814565946673,1.28814565946673,1,NA,0.945753070458953,NA,1,0.981580495104295,128.29,1129.99514038507,164736.639884867,0.00685940384103263,0.673305701840111
"484",2009,"Nordland",1833,"Rana",2862531.0428,3569432,1.24147946044329,1.24147946044329,1,NA,0.945753070458953,NA,1,0.981580495104295,128.29,22312.970947073,181971.835391191,0.122617716632391,12.035915900058
"485",2010,"Nordland",1833,"Rana",760337.06584,1185366,1.35130646069935,1.27685660916767,0.944905279670493,NA,0.945753070458953,0,1,0.963212282396872,128.29,5926.70563442201,88338.494172657,0.067090861010584,6.46227413619759
"486",2011,"Nordland",1833,"Rana",2904816.32232,3604704,1.31299138677918,1.29053062695158,0.982893444653356,NA,0.945753070458953,0,1,0.975951118587516,128.29,22642.577927508,121986.97818055,0.185614712858903,18.1150886640947
"487",2012,"Nordland",1833,"Rana",1645980.6948,1973057,1.26483352852117,1.26235960493737,0.998044071786511,NA,0.945753070458953,0,1,0.98094011041242,128.29,12830.1558562632,125686.780826335,0.102080392002329,10.0134751001708
"488",2013,"Nordland",1833,"Rana",4624543.4004,5685427,1.29737123355564,1.19861379343724,0.923878811581367,0.852941176470588,0.852941176470588,NA,1,0.923658354163658,128.29,36047.5750284512,188225.773299608,0.19151242891202,17.6892054890761
"489",2014,"Nordland",1833,"Rana",1282145.41296,1282470,1.2706993399476,1.15775147187438,0.9111136171064,NA,0.945753070458953,0,1,0.951590503138018,128.29,9994.11811489594,113206.377398058,0.0882822889010435,8.40085877135198
"490",2015,"Nordland",1833,"Rana",3375670.17568,4209007,1.26086687479015,1.26086687479015,1,0.961538461538462,0.961538461538462,NA,1,0.987011516874286,128.29,26312.8082912152,134594.780267383,0.195496498741948,19.2957295766902
"491",2016,"Nordland",1833,"Rana",2505378.89232,2608686,1.20884798699381,1.20884798699381,1,0.914285714285714,0.914285714285714,NA,1,0.970571001281035,128.29,19529.0271441266,181158.02372089,0.107801060880499,10.4628583597944
"492",2017,"Nordland",1833,"Rana",6284954.84936,8142254,1.18855767041856,1.18855767041856,1,1,1,0,1,1,128.29,48990.2163018162,213718.888359355,0.229227358788439,22.9227358788439
"493",2018,"Nordland",1833,"Rana",4130902.83496,4229532,1.15415056810372,1.15415056810372,1,1,1,NA,1,1,128.29,32199.7258941461,127051.292751092,0.253438789932103,25.3438789932103
"494",2005,"Nordland",1833,"Rana",2213665.87112,3016500,1.40553419138664,1.17623110307944,0.836856983122572,NA,0.945753070458953,NA,1,0.925002702236348,128.29,17255.170871619,53364.7520671726,0.323343971501997,29.909404739118
"495",2006,"Nordland",1836,"Rodoy",11853991.4692,15691520,1.2919824295079,1.2919824295079,1,0.707551707551707,0.707551707551707,NA,0.888431964116904,0.856631656511222,2391.77,4956.15860605326,107012.283562146,0.0463139224869923,3.96739721395646
"496",2007,"Nordland",1836,"Rodoy",8313294.31728,10459464,1.37651251017426,1.37651251017426,1,0.8125,0.8125,NA,0.888431964116904,0.89704834296571,2391.77,3475.79170124218,135874.461723506,0.0255809050291962,2.29473084680037
"497",2008,"Nordland",1836,"Rodoy",11068686.02672,17302653,1.28814565946673,1.28814565946673,1,0.975,0.975,NA,0.888431964116904,0.953256108623573,2391.77,4627.8220843643,164736.639884867,0.0280922452199987,2.67791043609151
"498",2009,"Nordland",1836,"Rodoy",8120992.34352,10137821,1.24147946044329,1.24147946044329,1,0.90625,0.90625,NA,0.888431964116904,0.93030223632627,2391.77,3395.39016858644,181971.835391191,0.0186588774097226,1.73583953816026
"499",2010,"Nordland",1836,"Rodoy",12649327.97448,16943547,1.35130646069935,1.27685660916767,0.944905279670493,0.840972222222222,0.840972222222222,0,0.888431964116904,0.890426412680595,2391.77,5288.68911913771,88338.494172657,0.0598684545018506,5.33084531748142
"500",2011,"Nordland",1836,"Rodoy",10109872.6292,13163485,1.31299138677918,1.29053062695158,0.982893444653356,0.950877825877826,0.950877825877826,0.375,0.763275015346839,0.893519568875533,2391.77,4226.94181681349,121986.97818055,0.0346507625638313,3.0961134427243
"501",2012,"Nordland",1836,"Rodoy",23416029.30928,27512273,1.26483352852117,1.26235960493737,0.998044071786511,0.893917378917379,0.893917378917379,0.335174953959484,0.763275015346839,0.879783978441342,2391.77,9790.25128222195,125686.780826335,0.0778940411859971,6.85299294514903
"502",2013,"Nordland",1836,"Rodoy",16459279.22432,21492650,1.29737123355564,1.19861379343724,0.923878811581367,0.928707198238448,0.928707198238448,0,0.888275015346839,0.913440833281233,2391.77,6881.63127069911,188225.773299608,0.0365605153325379,3.33958675905447
"503",2014,"Nordland",1836,"Rodoy",23737752.56344,30094033,1.2706993399476,1.15775147187438,0.9111136171064,0.937496519075466,0.937496519075466,0,1,0.948813234428542,2391.77,9924.7639043219,113206.377398058,0.0876696537106234,8.31821276984067
"504",2015,"Nordland",1836,"Rodoy",20733657.11744,27137914,1.26086687479015,1.26086687479015,1,0.928819597069597,0.928819597069597,0,1,0.975686861028162,2391.77,8668.75038880829,134594.780267383,0.0644062895424854,6.28403704741786
"505",2016,"Nordland",1836,"Rodoy",8380603.33672,14757621,1.20884798699381,1.20884798699381,1,0.981628787878788,0.981628787878788,NA,0.888431964116904,0.955411550021214,2391.77,3503.93362937072,181158.02372089,0.0193418627417201,1.84794390623643
"506",2017,"Nordland",1836,"Rodoy",11247430.0876,14753962,1.18855767041856,1.18855767041856,1,0.966153846153846,0.966153846153846,0,0.915766738660907,0.960012860337341,2391.77,4702.55504818607,213718.888359355,0.0220034601727809,2.11236047377902
"507",2018,"Nordland",1836,"Rodoy",29380473.10128,40212446,1.15415056810372,1.15415056810372,1,0.969810178957238,0.969810178957238,0.252699784017279,0.888431964116904,0.951561738531776,2391.77,12283.9876331253,127051.292751092,0.0966852628346807,9.20019967933704
"508",2005,"Nordland",1836,"Rodoy",10843342.46408,14143170,1.40553419138664,1.17623110307944,0.836856983122572,0.753168044077135,0.753168044077135,NA,0.888431964116904,0.824243950412628,2391.77,4533.60585009428,53364.7520671726,0.0849550625549169,7.00236963678166
"509",2006,"Nordland",1840,"Saltdal",204918.62056,305514,1.2919824295079,1.2919824295079,1,1,1,NA,1,1,29.77,6883.39336781995,107012.283562146,0.0643233948355334,6.43233948355334
"510",2007,"Nordland",1840,"Saltdal",2929813.57304,2692144,1.37651251017426,1.37651251017426,1,0.944444444444444,0.944444444444444,NA,1,0.981127552813889,29.77,98414.9671830702,135874.461723506,0.724308055647255,71.0638590120577
"511",2008,"Nordland",1840,"Saltdal",2173963.56848,4169200,1.28814565946673,1.28814565946673,1,1,1,NA,1,1,29.77,73025.3130157877,164736.639884867,0.443285191848179,44.3285191848179
"512",2009,"Nordland",1840,"Saltdal",1121870.67408,1678200,1.24147946044329,1.24147946044329,1,1,1,NA,1,1,29.77,37684.6044366812,181971.835391191,0.207090313485433,20.7090313485433
"513",2010,"Nordland",1840,"Saltdal",2629836.97152,3426250,1.35130646069935,1.27685660916767,0.944905279670493,1,1,NA,1,0.981287105032103,29.77,88338.494172657,88338.494172657,1,98.1287105032103
"514",2011,"Nordland",1840,"Saltdal",886598.89392,1679616,1.31299138677918,1.29053062695158,0.982893444653356,1,1,NA,1,0.994264987390381,29.77,29781.6222344642,121986.97818055,0.24413771599773,24.2737583117999
"515",2012,"Nordland",1840,"Saltdal",3741695.4652,4113487,1.26483352852117,1.26235960493737,0.998044071786511,NA,0.988888888888889,0,1,0.995632517268061,29.77,125686.780826335,125686.780826335,1,99.5632517268061
"516",2013,"Nordland",1840,"Saltdal",1163297.94584,2365000,1.29737123355564,1.19861379343724,0.923878811581367,NA,0.988888888888889,0,1,0.970333074214368,29.77,39076.1822586496,188225.773299608,0.20760271865878,20.1443784211434
"517",2014,"Nordland",1840,"Saltdal",958065.14216,3610554,1.2706993399476,1.15775147187438,0.9111136171064,NA,0.988888888888889,0,1,0.965843314990303,29.77,32182.2352085993,113206.377398058,0.284279348463201,27.4569308302982
"518",2015,"Nordland",1840,"Saltdal",4006886.60856,2572936,1.26086687479015,1.26086687479015,1,NA,0.988888888888889,0,1,0.996282493567352,29.77,134594.780267383,134594.780267383,1,99.6282493567352
"519",2016,"Nordland",1840,"Saltdal",4140669.5264,5037132,1.20884798699381,1.20884798699381,1,NA,0.988888888888889,NA,1,0.996282493567352,29.77,139088.66397044,181158.02372089,0.767775343943551,76.4921134163612
"520",2017,"Nordland",1840,"Saltdal",1960886.30192,3532567,1.18855767041856,1.18855767041856,1,NA,0.988888888888889,0,1,0.996282493567352,29.77,65867.8636855895,213718.888359355,0.308198607017069,30.705287671295
"521",2018,"Nordland",1840,"Saltdal",3782316.9852,4926147,1.15415056810372,1.15415056810372,1,NA,0.988888888888889,NA,1,0.996282493567352,29.77,127051.292751092,127051.292751092,1,99.6282493567352
"522",2005,"Nordland",1840,"Saltdal",718322.10648,1115320,1.40553419138664,1.17623110307944,0.836856983122572,1,1,NA,1,0.942360516381353,29.77,24129.0596734968,53364.7520671726,0.452153504678978,42.609161015292
"523",2006,"Troms",1913,"Skanland",5453629.4608,8432735,1.42578423069247,1.2919824295079,0.906155645220182,1,1,NA,0.899328859060403,0.934057854502871,85.75,63599.1773854227,107012.283562146,0.594316608041436,55.5126095802607
"524",2007,"Troms",1913,"Skanland",5008334.576,6554603,1.38309255533183,1.37651251017426,0.995242512778917,0.955,0.955,NA,0.899328859060403,0.949038010278603,85.75,58406.234122449,135874.461723506,0.429854391926137,40.79481568231
"525",2008,"Troms",1913,"Skanland",3276819.2468,4606944,1.38507178070716,1.28814565946673,0.930020867805897,1,1,NA,0.899328859060403,0.942186927872341,85.75,38213.6355311953,164736.639884867,0.231968040369784,21.8557255320574
"526",2009,"Troms",1913,"Skanland",1764429.412,2248663,1.37566470803413,1.24147946044329,0.902457883227525,1,1,NA,0.899328859060403,0.932785581360178,85.75,20576.4362915452,181971.835391191,0.113074840660432,10.547458098265
"527",2010,"Troms",1913,"Skanland",4592019.2276,6919361,1.27685660916767,1.27685660916767,1,0.954545454545455,0.954545454545455,NA,0.899328859060403,0.950396980739807,85.75,53551.2446367347,88338.494172657,0.606205088034092,57.613548537671
"528",2011,"Troms",1913,"Skanland",1312260.5584,1815472,1.29053062695158,1.29053062695158,1,0.979166666666667,0.979166666666667,NA,0.899328859060403,0.958499116358278,85.75,15303.3301271137,121986.97818055,0.125450522304632,12.0244214775674
"529",2012,"Troms",1913,"Skanland",2534992.2368,3547117,1.26235960493737,1.26235960493737,1,NA,0.976290681922722,0,0.899328859060403,0.957559769243516,85.75,29562.5916827988,125686.780826335,0.235208440286543,22.5226139804909
"530",2013,"Troms",1913,"Skanland",4634014.924,6453582,1.19861379343724,1.19861379343724,1,1,1,0,0.899328859060403,0.965249332535913,85.75,54040.9903673469,188225.773299608,0.287107283025091,27.7130113306168
"531",2014,"Troms",1913,"Skanland",3156532.53728,4106141,1.15775147187438,1.15775147187438,1,1,1,NA,0.899328859060403,0.965249332535913,85.75,36810.8750703207,113206.377398058,0.325166089723776,31.3866351069188
"532",2015,"Troms",1913,"Skanland",9940427.61976,14088294,1.2839955626662,1.26086687479015,0.981986940961054,0.971631205673759,0.971631205673759,0.302013422818792,0.899328859060403,0.950258797349845,85.75,115923.354166297,134594.780267383,0.861276744432484,81.8435803349802
"533",2016,"Troms",1913,"Skanland",3409422.40248,5382072,1.22930794511588,1.20884798699381,0.983356523315933,0.982905982905983,0.982905982905983,NA,0.899328859060403,0.954363535173874,85.75,39760.0280172595,181158.02372089,0.219477046617145,20.9460890099059
"534",2017,"Troms",1913,"Skanland",11027479.8524,14847599,1.19277276120228,1.18855767041856,0.996466140977705,0.926916221033868,0.926916221033868,0,0.899328859060403,0.940027414986165,85.75,128600.348132945,213718.888359355,0.60172663782862,56.5639535886354
"535",2018,"Troms",1913,"Skanland",3216492.74216,4181092,1.18247659218115,1.15415056810372,0.976045171409957,1,1,0,0.899328859060403,0.957479495781461,85.75,37510.1194420991,127051.292751092,0.295236031290023,28.268244637609
"536",2005,"Troms",1913,"Skanland",2030020.0316,2185223,1.3283143565941,1.17623110307944,0.885506580005196,0.964285714285714,0.964285714285714,NA,0.899328859060403,0.915739649291457,85.75,23673.7029924198,53364.7520671726,0.443620593657414,40.6240966854308
"537",2006,"Troms",1941,"Skjervoy",8433260.29208,9411090,1.42578423069247,1.2919824295079,0.906155645220182,0.937373737373737,0.937373737373737,NA,0.923183340614533,0.922149171206406,1088,7751.15835669118,107012.283562146,0.0724324170896682,6.67934933877143
"538",2007,"Troms",1941,"Skjervoy",6424503.16536,5899888,1.38309255533183,1.37651251017426,0.995242512778917,0.94,0.94,NA,0.923183340614533,0.952317087872323,1088,5904.87423286765,135874.461723506,0.0434583081910094,4.138608950032
"539",2008,"Troms",1941,"Skjervoy",7408804.99072,9297623,1.38507178070716,1.28814565946673,0.930020867805897,0.958333333333333,0.958333333333333,NA,0.923183340614533,0.937056438013604,1088,6809.56341058824,164736.639884867,0.0413360586651966,3.87342198943305
"540",2009,"Troms",1941,"Skjervoy",6035612.05256,6236358,1.37566470803413,1.24147946044329,0.902457883227525,1,1,NA,0.923183340614533,0.940961022357003,1088,5547.43754830882,181971.835391191,0.0304851436838197,2.86853319674271
"541",2010,"Troms",1941,"Skjervoy",9427791.8568,11668810,1.27685660916767,1.27685660916767,1,1,1,0,0.923183340614533,0.973709303533605,1088,8665.24986838235,88338.494172657,0.0980914373686988,9.55125451628859
"542",2011,"Troms",1941,"Skjervoy",6359669.86984,7202664,1.29053062695158,1.29053062695158,1,1,1,0,1,1,1088,5845.28480683824,121986.97818055,0.0479172850579739,4.79172850579739
"543",2012,"Troms",1941,"Skjervoy",12144524.37488,14242757,1.26235960493737,1.26235960493737,1,1,1,0,0.893985728848114,0.963333941016435,1088,11162.2466680882,125686.780826335,0.0888100291430919,8.55537153761991
"544",2013,"Troms",1941,"Skjervoy",10737430.20584,12513237,1.19861379343724,1.19861379343724,1,0.98042328042328,0.98042328042328,0.318042813455657,0.893985728848114,0.957006161066539,1088,9868.96158625,188225.773299608,0.0524315103784492,5.01772784662001
"545",2014,"Troms",1941,"Skjervoy",11609967.26,12965070,1.15775147187438,1.15775147187438,1,1,1,0,0.893985728848114,0.963333941016435,1088,10670.9257904412,113206.377398058,0.0942608184777425,9.08046457475984
"546",2015,"Troms",1941,"Skjervoy",6174973.22904,7894308,1.2839955626662,1.26086687479015,0.981986940961054,1,1,0,1,0.993959229557207,1088,5675.52686492647,134594.780267383,0.042167510906824,4.1912786653292
"547",2016,"Troms",1941,"Skjervoy",18881165.35264,23898603,1.22930794511588,1.20884798699381,0.983356523315933,0.996212121212121,0.996212121212121,NA,0.923183340614533,0.967052965782391,1088,17354.0122726471,181158.02372089,0.0957948862336034,9.2638728838993
"548",2017,"Troms",1941,"Skjervoy",16152639.99248,17576525,1.19277276120228,1.18855767041856,0.996466140977705,0.976799242424242,0.976799242424242,0,0.857142857142857,0.941398908168513,1088,14846.1764636765,213718.888359355,0.069465907190728,6.53951291842866
"549",2018,"Troms",1941,"Skjervoy",23702599.416,24006539,1.18247659218115,1.15415056810372,0.976045171409957,0.982972582972583,0.982972582972583,0.428571428571429,0.923183340614533,0.960357856457681,1088,21785.4774044118,127051.292751092,0.17146993889383,16.4672502963008
"550",2005,"Troms",1941,"Skjervoy",5742368.988,5409717,1.3283143565941,1.17623110307944,0.885506580005196,0.949206349206349,0.949206349206349,NA,0.923183340614533,0.918925130539472,1088,5277.91267279412,53364.7520671726,0.0989025989692704,9.08840836685299
"551",2006,"Nordland",1812,"Somna",3239827.67688,4093839,1.2919824295079,1.2919824295079,1,0.95,0.95,NA,0.833333333333333,0.925083183818591,594.84,5446.5531519064,107012.283562146,0.0508965230028326,4.70835175447566
"552",2007,"Nordland",1812,"Somna",2294003.38832,3415278,1.37651251017426,1.37651251017426,1,0.888888888888889,0.888888888888889,NA,0.833333333333333,0.904805872198302,594.84,3856.50492287001,135874.461723506,0.0283828533629645,2.56809723925536
"553",2008,"Nordland",1812,"Somna",5772980.51776,5954146,1.28814565946673,1.28814565946673,1,1,1,NA,0.833333333333333,0.941036028881028,594.84,9705.09803940556,164736.639884867,0.0589128080200517,5.54390749094198
"554",2009,"Nordland",1812,"Somna",9068757.4484,10336393,1.24147946044329,1.24147946044329,1,0.84375,0.84375,NA,0.833333333333333,0.889223326122516,594.84,15245.7088433865,181971.835391191,0.0837805961049537,7.4499660332974
"555",2010,"Nordland",1812,"Somna",6275747.17264,5416887,1.35130646069935,1.27685660916767,0.944905279670493,0.886363636363636,0.886363636363636,0,0.833333333333333,0.887032747393854,594.84,10550.3112982315,88338.494172657,0.119430508715837,10.5938772268855
"556",2011,"Nordland",1812,"Somna",398191.88376,1024254,1.31299138677918,1.29053062695158,0.982893444653356,0.838293650793651,0.838293650793651,1,0.666666666666667,0.818974636830832,594.84,669.410066169054,121986.97818055,0.00548755347622661,0.449416711528246
