"","year","county","municip_number","municip","production_final","feed_kg","efcr_region","reference_efcr","efcr_score","prop_below_lice","lice_score","proportion_biomass_bad_momb","momb_score","mean_sustain_score","seaarea","prod_area","maxprod_area","prod_prop_area","aqua_score_area"
"209",2018,"Troms",1903,"Harstad",17475779.23888,22498817,1.18247659218115,1.15415056810372,0.976045171409957,0.979281537176274,0.979281537176274,0,0.686447094453909,0.868950128309164,1075.25,16252.7591154429,127051.292751092,0.127922815766101,11.1158547173623
"210",2005,"Troms",1903,"Harstad",3602967.4884,5235541,1.3283143565941,1.17623110307944,0.885506580005196,NA,0.979664383156811,NA,0.686447094453909,0.841315184992192,1075.25,3350.81840353406,53364.7520671726,0.062790854894561,5.28268997014355
"211",2015,"Finnmark",2015,"Hasvik",5747612.60304,7328816,1.53737600516952,1.26086687479015,0.820142158164566,1,1,0,1,0.936044248068218,2212.36,2597.95539742176,134594.780267383,0.0193020516268217,1.80675744012023
"212",2016,"Finnmark",2015,"Hasvik",2926896.412,4898272,1.3295319373519,1.20884798699381,0.90922824268632,1,1,NA,0.63986013986014,0.834806825658799,2212.36,1322.97474732864,181158.02372089,0.00730287690357537,0.609649148605072
"213",2017,"Finnmark",2015,"Hasvik",2679547.27896,3630918,1.36427577657528,1.18855767041856,0.871200449957546,1,1,NA,0.63986013986014,0.823002300577211,2212.36,1211.17145444683,213718.888359355,0.00566712406069756,0.466405613961056
"214",2018,"Finnmark",2015,"Hasvik",8570897.00544,10131798,1.40866664437296,1.15415056810372,0.819321287058278,0.975297619047619,0.975297619047619,0.72027972027972,0.27972027972028,0.606883204851777,2212.36,3874.09689446564,127051.292751092,0.0304923846942309,1.85053161468081
"215",2014,"Finnmark",2015,"Hasvik",533889.05008,962076,1.32227547107863,1.15775147187438,0.875575095505591,NA,0.995059523809524,NA,0.63986013986014,0.823017694617356,2212.36,241.321055379775,113206.377398058,0.00213169134925357,0.175441969989843
"216",2006,"Nordland",1818,"Heroy",6680206.08696,7911931,1.2919824295079,1.2919824295079,1,0.832539682539682,0.832539682539682,NA,0.961,0.928345087440063,2197.73,3039.59362021722,107012.283562146,0.0284041562242902,2.63688588936999
"217",2007,"Nordland",1818,"Heroy",2800050.1004,3981401,1.37651251017426,1.37651251017426,1,0.892857142857143,0.892857142857143,NA,0.961,0.950243968471815,2197.73,1274.06464870571,135874.461723506,0.00937677789147993,0.891022663507867
"218",2008,"Nordland",1818,"Heroy",5230036.25976,6969246,1.28814565946673,1.28814565946673,1,1,1,NA,0.961,0.986827240321897,2197.73,2379.7446728033,164736.639884867,0.0144457521682273,1.42554617465458
"219",2009,"Nordland",1818,"Heroy",4369376.64744,5630120,1.24147946044329,1.24147946044329,1,0.755100108225108,0.755100108225108,NA,0.961,0.898619779056403,2197.73,1988.13168471104,181971.835391191,0.0109254911917391,0.981786248080323
"220",2010,"Nordland",1818,"Heroy",5919321.78088,6582445,1.35130646069935,1.27685660916767,0.944905279670493,0.808874458874459,0.808874458874459,0,0.961,0.902258388591253,2197.73,2693.37988782972,88338.494172657,0.0304893117440458,2.75092372834392
"221",2011,"Nordland",1818,"Heroy",5228481.72168,6822166,1.31299138677918,1.29053062695158,0.982893444653356,0.814814814814815,0.814814814814815,0,1,0.92865653325381,2197.73,2379.03733474085,121986.97818055,0.0195023876337005,1.81110196900843
"222",2012,"Nordland",1818,"Heroy",8342523.65488,11954577,1.26483352852117,1.26235960493737,0.998044071786511,0.859084323384526,0.859084323384526,0,1,0.950010716820435,2197.73,3795.97296068216,125686.780826335,0.0302018472883569,2.86920785917132
"223",2013,"Nordland",1818,"Heroy",6802906.57592,9896954,1.29737123355564,1.19861379343724,0.923878811581367,0.970770243581303,0.970770243581303,0,1,0.964370286890532,2197.73,3095.42417672781,188225.773299608,0.0164452727300032,1.58593323806263
"224",2014,"Nordland",1818,"Heroy",8092439.31584,11310273,1.2706993399476,1.15775147187438,0.9111136171064,0.816471253474632,0.816471253474632,0,1,0.906089599382301,2197.73,3682.18084834807,113206.377398058,0.0325262669204644,2.94717121633654
"225",2015,"Nordland",1818,"Heroy",10328009.5128,12012105,1.26086687479015,1.26086687479015,1,0.951012987012987,0.951012987012987,0,0.883,0.943443109853244,2197.73,4699.39870357141,134594.780267383,0.0349151630860846,3.29404700429689
"226",2016,"Nordland",1818,"Heroy",16070394.15136,16344916,1.20884798699381,1.20884798699381,1,0.911836122135578,0.911836122135578,NA,0.961,0.956929757782928,2197.73,7312.26954692342,181158.02372089,0.0403640390678441,3.86255501283327
"227",2017,"Nordland",1818,"Heroy",13464591.20928,17704210,1.18855767041856,1.18855767041856,1,0.959581268404798,0.959581268404798,0.351,0.883,0.946268002859607,2197.73,6126.5902587124,213718.888359355,0.0286665830322444,2.7126270274731
"228",2018,"Nordland",1818,"Heroy",17221006.26344,21952216,1.15415056810372,1.15415056810372,1,0.982843137254902,0.982843137254902,0,0.961,0.981151033678365,2197.73,7835.81525639637,127051.292751092,0.0616744236656265,6.05119245310469
"229",2005,"Nordland",1818,"Heroy",2923917.5276,3376002,1.40553419138664,1.17623110307944,0.836856983122572,0.751428571428571,0.751428571428571,NA,0.961,0.845449059620976,2197.73,1330.426179558,53364.7520671726,0.024930804098618,2.10777248807713
"230",2006,"Troms",1917,"Ibestad",3955807.76528,5193959,1.42578423069247,1.2919824295079,0.906155645220182,1,1,NA,1,0.96768557409815,351.66,11248.9557108571,107012.283562146,0.105118359653772,10.1721520209816
"231",2007,"Troms",1917,"Ibestad",1515787.91216,2054797,1.38309255533183,1.37651251017426,0.995242512778917,1,1,NA,1,0.998411649404419,351.66,4310.37909389751,135874.461723506,0.0317232468796733,3.16728592415982
"232",2008,"Troms",1917,"Ibestad",5149808.54552,7472909,1.38507178070716,1.28814565946673,0.930020867805897,0.928571428571429,0.928571428571429,NA,1,0.952290247420912,351.66,14644.2829594495,164736.639884867,0.0888951175019973,8.46539534404881
"233",2009,"Troms",1917,"Ibestad",4870427.87792,7714524,1.37566470803413,1.24147946044329,0.902457883227525,1,1,NA,1,0.966367496892802,351.66,13849.8205025309,181971.835391191,0.0761096928695447,7.35499333876218
"234",2010,"Troms",1917,"Ibestad",5818514.75768,7379674,1.27685660916767,1.27685660916767,1,0.966666666666667,0.966666666666667,NA,1,0.98876309378165,351.66,16545.8532607632,88338.494172657,0.187300603386158,18.5195924071267
"235",2011,"Troms",1917,"Ibestad",8828318.71424,12311979,1.29053062695158,1.29053062695158,1,1,1,0,1,1,351.66,25104.6997504408,121986.97818055,0.205798193584925,20.5798193584925
"236",2012,"Troms",1917,"Ibestad",8837150.00536,12530918,1.26235960493737,1.26235960493737,1,0.879310344827586,0.879310344827586,0,1,0.958033570572463,351.66,25129.8129026901,125686.780826335,0.199939983644045,19.1549216430704
"237",2013,"Troms",1917,"Ibestad",8743962.0136,13714834,1.19861379343724,1.19861379343724,1,1,1,0,1,1,351.66,24864.8183290678,188225.773299608,0.132101028956802,13.2101028956802
"238",2014,"Troms",1917,"Ibestad",13942747.7296,19120345,1.15775147187438,1.15775147187438,1,0.994186046511628,0.994186046511628,0,1,0.998058247541663,351.66,39648.3755036114,113206.377398058,0.350230935879161,34.9550874098432
"239",2015,"Troms",1917,"Ibestad",8337453.06432,10479383,1.2839955626662,1.26086687479015,0.981986940961054,0.992248062015504,0.992248062015504,0,1,0.991384194109728,351.66,23708.8467961099,134594.780267383,0.176149823559356,17.4632150871963
