"","year","kommunenr","kommune","biomchange_salmon","biomchange_trout","feed_used_kg","uttak_laks_kg","uttak_regnb_kg","lost_final_kg","production_final","efcr","county"
"482",2013,2018,"Masoy",0,0,6157892,8724836.997,0,63930,8660906.997,0.710998513450496,"Finnmark"
"483",2013,2019,"Nordkapp",3448936.399,0,7414668,889710.75,2760762.65,32712,7066697.799,1.04924084924775,"Finnmark"
"484",2013,2022,"Lebesby",4048252.965,0,8285045,5157523.125,0,61902,9143874.09,0.906076015313986,"Finnmark"
"485",2013,2027,"Nesseby",0,0,5895820,6925280.625,0,66450,6858830.625,0.859595508673171,"Finnmark"
"486",2013,2030,"Sor-Varanger",5557038.495,0,13382570,4964010.75,0,14922,10506127.245,1.27378716133187,"Finnmark"
"487",2013,1902,"Tromso",0,0,15028995,14396384,0,76674,14319710,1.04953207851276,"Troms"
"488",2013,1903,"Harstad",0,0,16187716,20236576.292,0,46224,20190352.292,0.80175500486012,"Troms"
"489",2013,1911,"Kvaefjord",0,0,5407194,8147916,3379663.395,0,11527579.395,0.469065864976417,"Troms"
"490",2013,1913,"Skanland",0,0,6453582,6145922.25,0,0,6145922.25,1.05005916727957,"Troms"
"491",2013,1917,"Ibestad",7675480.537,0,13714834,4053508.875,0,0,11728989.412,1.16931080063627,"Troms"
"492",2013,1919,"Gratangen",331331.345,0,292112,972070.875,0,0,1303402.22,0.22411500879598,"Troms"
"493",2013,1920,"Lavangen",634012.171,0,5976917,1700536,0,0,2334548.171,2.56020290103493,"Troms"
"494",2013,1923,"Salangen",0,0,1652991,8905460.75,0,31038,8874422.75,0.186264622113027,"Troms"
"495",2013,1925,"Sorreisa",1564189.597,0,2282545,0,0,0,1564189.597,1.45925085064992,"Troms"
"496",2013,1926,"Dyroy",9692757.191,0,10452883,1553098.25,0,2130,11243725.441,0.929663664845798,"Troms"
"497",2013,1927,"Tranoy",5880958.858,0,19595538,9047535.234,0,37998,14890496.092,1.31597616888854,"Troms"
"498",2013,1928,"Torsken",3659565.095,0,11120968,7179884,0,6054,10833395.095,1.02654503989545,"Troms"
"499",2013,1929,"Berg",2020879.501,0,8118693,2571769.449,0,2916,4589732.95,1.76888134635371,"Troms"
"500",2013,1931,"Lenvik",0,0,8822258,8407254.75,0,10596,8396658.75,1.05068673893648,"Troms"
"501",2013,1936,"Karlsoy",0,0,8371690,7835466.375,0,35208,7800258.375,1.07325803807108,"Troms"
"502",2013,1938,"Lyngen",2637769.422,0,4803047,837968.625,0,1776,3473962.047,1.38258476489337,"Troms"
"503",2013,1940,"Kafjord",1656683.654,0,4572174,4535175.375,0,22668,6169191.029,0.741130235472888,"Troms"
"504",2013,1941,"Skjervoy",886919.681,0,12513237,11066741.625,0,10104,11943557.306,1.04769765651929,"Troms"
"505",2013,1942,"Nordreisa",0,0,8519212,11273657.5,0,16530,11257127.5,0.756783824292654,"Troms"
"506",2013,1943,"Kvaenangen",735362.862,0,9242326,8029935,0,0,8765297.862,1.05442235341118,"Troms"
"507",2013,1804,"Bodo",2308103.974,0,3997971,1145301.75,0,966,3452439.724,1.15801326586752,"Nordland"
"508",2013,1805,"Narvik",0,0,379804,1903280.625,0,12978,1890302.625,0.200922325863035,"Nordland"
"509",2013,1811,"Bindal",375043.813,0,6396605,4447631.25,0,0,4822675.063,1.32636035321462,"Nordland"
"510",2013,1812,"Somna",3968028.783,0,7117775,1891366.875,0,5940,5853455.658,1.21599537365112,"Nordland"
"511",2013,1813,"Bronnoy",6627987.784,0,14459294,4825062.5,0,3228,11449822.284,1.2628400372821,"Nordland"
"512",2013,1815,"Vega",3506708.061,0,3370264,837433.125,0,720,4343421.186,0.775946852877924,"Nordland"
"513",2013,1816,"Vevelstad",5579063.827,1181066.093,7903120,0,0,0,6760129.92,1.16907812327962,"Nordland"
"514",2013,1818,"Heroy",459273.154999999,0,9896954,7986200.625,0,40776,8404697.78,1.17755025332987,"Nordland"
"515",2013,1820,"Alstahaug",0,0,7159576,9086339.25,0,99090,8987249.25,0.796637080027573,"Nordland"
"516",2013,1822,"Leirfjord",0,0,490886,764570.25,0,2112,762458.25,0.643820169825692,"Nordland"
"517",2013,1824,"Vefsn",601525.401,0,1592750,1911150,0,2520,2510155.401,0.634522467957752,"Nordland"
"518",2013,1827,"Donna",0,0,10714242,8890209,54588.96,29664,8915133.96,1.20180381451049,"Nordland"
"519",2013,1828,"Nesna",0,0,5302652,6669055.125,0,22920,6646135.125,0.797854978911522,"Nordland"
"520",2013,1833,"Rana",3616509.058,0,5685427,1562324.625,0,1488,5177345.683,1.09813548256364,"Nordland"
"521",2013,1834,"Luroy",0,0,15905140,17911983.375,0,38478,17873505.375,0.889872448985123,"Nordland"
"522",2013,1835,"Traena",0,0,1469500,3481032.5,0,6648,3474384.5,0.4229526121821,"Nordland"
"523",2013,1836,"Rodoy",6447950.061,0,21492650,15093080.25,0,55680,21485350.311,1.00033975191907,"Nordland"
"524",2013,1837,"Meloy",0,0,6242292,11988263.25,0,46656,11941607.25,0.522734659524161,"Nordland"
"525",2013,1838,"Gildeskal",0,0,16394493,14588504.625,0,95454,14493050.625,1.13119683524186,"Nordland"
"526",2013,1840,"Saltdal",0,0,2365000,4207344.75,0,3804,4203540.75,0.562620928558858,"Nordland"
"527",2013,1841,"Fauske",893400.325,0,2053515,774699.75,0,1764,1666336.075,1.23235344346728,"Nordland"
"528",2013,1845,"Sorfold",0,0,15747480,18067276.125,0,103422,17963854.125,0.876620344967314,"Nordland"
"529",2013,1848,"Steigen",0,0,19408371,18602605.632,0,160068,18442537.632,1.05236987378159,"Nordland"
"530",2013,1849,"Hamaroy",2542865.573,0,3696250,0,0,0,2542865.573,1.45357664174094,"Nordland"
"531",2013,1850,"Tysfjord",0,0,17906533,17311427.5,0,0,17311427.5,1.03437645451249,"Nordland"
"532",2013,1851,"Lodingen",1903695.283,0,5904705,4243349.25,0,0,6147044.533,0.960576252262528,"Nordland"
"533",2013,1854,"Ballangen",740647.931,0,5629523,3931579.125,0,5118,4667109.056,1.20621201100127,"Nordland"
"534",2013,1859,"Flakstad",1202976.334,0,1207938,0,0,0,1202976.334,1.00412449177907,"Nordland"
"535",2013,1860,"Vestvagoy",0,0,5455650,4877100.625,177552.59,0,5054653.215,1.07933220498886,"Nordland"
"536",2013,1865,"Vagan",1857420.43,358209.7,7530128,4180334.625,0,0,6395964.755,1.17732481157176,"Nordland"
"537",2013,1866,"Hadsel",866019.27,1252239.152,20829754,9929954.125,3614359.83,0,15662572.377,1.32990632053441,"Nordland"
"538",2013,1867,"Bo",287545.791,0,8142300,6085159,0,73236,6299468.791,1.2925375567592,"Nordland"
"539",2013,1868,"Oksnes",0,0,11648992,9573978.102,638667.905,9372,10203274.007,1.1416915778218,"Nordland"
"540",2013,1870,"Sortland",0,0,7296319,6544237.25,153525.775,0,6697763.025,1.08936655011021,"Nordland"
"541",2014,2004,"Hammerfest",0,0,15127665,23620324.5,0,264570,23355754.5,0.647706114568039,"Finnmark"
"542",2014,2012,"Alta",0,0,29915733,24690273.75,0,299532,24390741.75,1.22652001758003,"Finnmark"
"543",2014,2014,"Loppa",12760.6779999994,0,13966832,10612296,0,36204,10588852.678,1.31901277926156,"Finnmark"
"544",2014,2015,"Hasvik",924725.642,0,962076,0,0,0,924725.642,1.0403907454315,"Finnmark"
"545",2014,2017,"Kvalsund",2440009.906,0,15741414,9082419.75,0,406098,11116331.656,1.41606192466412,"Finnmark"
"546",2014,2018,"Masoy",10664009.754,0,14881075,1359325.125,0,5622,12017712.879,1.23826181818701,"Finnmark"
"547",2014,2019,"Nordkapp",0,0,4630811,4465225.125,1963535.245,104130,6324630.37,0.732186820271048,"Finnmark"
"548",2014,2022,"Lebesby",422148.879,0,13709732,11133367.037,0,54876,11500639.916,1.19208427532164,"Finnmark"
"549",2014,2027,"Nesseby",0,0,2060481,3151102.5,0,21816,3129286.5,0.65845073629404,"Finnmark"
"550",2014,2030,"Sor-Varanger",0,0,8631847,12865880.25,0,84576,12781304.25,0.675349465998355,"Finnmark"
"551",2014,1902,"Tromso",7473931.876,0,13323579,5870337.375,0,7374,13336895.251,0.999001547905312,"Troms"
"552",2014,1903,"Harstad",6991547.589,0,22284894,10634722.875,0,0,17626270.464,1.26430001431754,"Troms"
"553",2014,1911,"Kvaefjord",5345649.744,1196928.198,7758987,0,0,0,6542577.942,1.18592198194404,"Troms"
"554",2014,1913,"Skanland",2941179.781,0,4106141,2102812.875,0,0,5043992.656,0.814065618258902,"Troms"
"555",2014,1917,"Ibestad",0,0,19120345,17892789.75,0,30258,17862531.75,1.07041629191226,"Troms"
"556",2014,1919,"Gratangen",0,0,982174,1355308.875,0,0,1355308.875,0.72468646676574,"Troms"
"557",2014,1920,"Lavangen",0,0,1070921,701238,0,0,701238,1.52718620496893,"Troms"
"558",2014,1923,"Salangen",1763115.417,0,1879899,3940972.75,0,0,5704088.167,0.329570466823396,"Troms"
"559",2014,1925,"Sorreisa",0,0,4138110,194474,0,23436,171038,24.194097218162,"Troms"
"560",2014,1926,"Dyroy",0,0,17150433,18368214.57,0,28644,18339570.57,0.935160010128852,"Troms"
"561",2014,1927,"Tranoy",0,0,13365515,21243955.926,0,68658,21175297.926,0.63118427172584,"Troms"
"562",2014,1928,"Torsken",2907677.112,0,21081355,16478404.25,0,0,19386081.362,1.0874479791116,"Troms"
"563",2014,1929,"Berg",323622.343,0,2714257,3610890.714,0,6774,3927739.057,0.691048198622732,"Troms"
"564",2014,1931,"Lenvik",4196904.561,0,10846978,4160155.75,0,3384,8353676.311,1.29846759632245,"Troms"
"565",2014,1936,"Karlsoy",3313080.806,0,16356752,8686563.75,0,78792,11920852.556,1.37211260043371,"Troms"
"566",2014,1938,"Lyngen",0,0,1182236,4167329.625,0,11202,4156127.625,0.284456134813714,"Troms"
"567",2014,1940,"Kafjord",0,0,1653975,3626106.75,0,16410,3609696.75,0.458203310291924,"Troms"
"568",2014,1941,"Skjervoy",0,0,12965070,13209300,0,199164,13010136,0.99653608540295,"Troms"
"569",2014,1942,"Nordreisa",2881225.24,0,3130493,0,0,0,2881225.24,1.08651449964391,"Troms"
"570",2014,1943,"Kvaenangen",9625917.735,0,13570362,8580142.125,0,540,18205519.86,0.745398214626979,"Troms"
"571",2014,1804,"Bodo",0,0,1517740,2661835.5,0,13044,2648791.5,0.572993382076317,"Nordland"
"572",2014,1805,"Narvik",1982271.981,0,1887047,0,0,0,1982271.981,0.951961697530547,"Nordland"
"573",2014,1811,"Bindal",0,0,8265640,6034882.5,0,0,6034882.5,1.36964389944626,"Nordland"
"574",2014,1812,"Somna",0,0,2708777,6341816.25,0,14802,6327014.25,0.42812879708624,"Nordland"
"575",2014,1813,"Bronnoy",0,0,7412062,10534942.25,0,23952,10510990.25,0.705172569254357,"Nordland"
"576",2014,1815,"Vega",0,0,8128364,9150143.625,0,14472,9135671.625,0.889739072686952,"Nordland"
"577",2014,1816,"Vevelstad",0,0,5589771,9756533.25,1453742.05,76452,11133823.3,0.502053144673133,"Nordland"
"578",2014,1818,"Heroy",0,0,11310273,10179078.75,0,427860,9751218.75,1.15988301462317,"Nordland"
"579",2014,1820,"Alstahaug",2641689.971,0,8035446,4705970.625,0,6756,7340904.596,1.09461250925103,"Nordland"
"580",2014,1824,"Vefsn",0,0,3576999,4278928.5,0,24966,4253962.5,0.840862842585002,"Nordland"
"581",2014,1827,"Donna",4882015.377,13536.86,8637276,3212856,0,8430,8099978.237,1.06633323538398,"Nordland"
"582",2014,1828,"Nesna",3746519.381,0,3948329,1013167.125,0,7056,4752630.506,0.830767086777606,"Nordland"
"583",2014,1833,"Rana",0,0,1282470,5463903.375,0,19002,5444901.375,0.235535946691045,"Nordland"
"584",2014,1834,"Luroy",6678135.883,0,12958970,3673327.5,0,993048,9358415.383,1.38473977373783,"Nordland"
"585",2014,1835,"Traena",2021357.579,0,3041500,625953.375,0,540,2646770.954,1.14913608047703,"Nordland"
"586",2014,1836,"Rodoy",0,0,30094033,27790359.75,0,77070,27713289.75,1.08590619415726,"Nordland"
"587",2014,1837,"Meloy",9539700.799,0,14434958,2521849.5,0,3966,12057584.299,1.19716832510117,"Nordland"
"588",2014,1838,"Gildeskal",5470913.958,0,20107715,10010425.375,0,27510,15453829.333,1.3011477328187,"Nordland"
"589",2014,1840,"Saltdal",1032974.364,0,3610554,0,0,0,1032974.364,3.49529874683318,"Nordland"
"590",2014,1841,"Fauske",0,0,2649500,3503602.125,0,19602,3484000.125,0.76047643655007,"Nordland"
"591",2014,1845,"Sorfold",110262.612,0,16371273,13590522,0,20622,13680162.612,1.19671625727895,"Nordland"
"592",2014,1848,"Steigen",7175984.13,0,25587002,15215666.125,0,58320,22333330.255,1.1456868146331,"Nordland"
"593",2014,1849,"Hamaroy",0,0,3365250,5433000.75,0,21606,5411394.75,0.62188218665807,"Nordland"
"594",2014,1850,"Tysfjord",4147443.54,0,24198710,14609853.875,0,0,18757297.415,1.29009576724249,"Nordland"
"595",2014,1851,"Lodingen",0,0,7226511,8450499.125,0,29676,8420823.125,0.858171569777509,"Nordland"
"596",2014,1854,"Ballangen",0,0,5715337,4745615.625,0,6648,4738967.625,1.20602997366963,"Nordland"
"597",2014,1859,"Flakstad",0,0,3110485,3844301.625,0,0,3844301.625,0.80911575194103,"Nordland"
"598",2014,1860,"Vestvagoy",0,587634.113,2264160,2696964,0,102600,3181998.113,0.711552904682694,"Nordland"
"599",2014,1865,"Vagan",0,0,10201809,9898123.625,1130113.825,0,11028237.45,0.925062508515357,"Nordland"
"600",2014,1866,"Hadsel",336473.033,1077063.892,17019033,7328521.125,4423470.685,0,13165528.735,1.29269650635114,"Nordland"
"601",2014,1867,"Bo",732229.087,0,5163996,4044527.125,0,57426,4719330.212,1.09422222392265,"Nordland"
"602",2014,1868,"Oksnes",533418.926,0,11204963,7105439.25,0,0,7638858.176,1.46683741756119,"Nordland"
"603",2014,1870,"Sortland",1158822.983,108488.355,9663839,7769993.625,0,0,9037304.963,1.06932753067038,"Nordland"
"604",2014,1874,"Moskenes",220745.84,0,235400,0,0,0,220745.84,1.06638476176946,"Nordland"
"605",2015,2004,"Hammerfest",10808192.743,0,21289982,7590903.75,0,49992,18349104.493,1.16027362578495,"Finnmark"
"606",2015,2012,"Alta",4009942.649,0,34292060,22426470,0,135024,26301388.649,1.30381176665757,"Finnmark"
"607",2015,2014,"Loppa",0,0,15752388,11773024.875,0,68976,11704048.875,1.34589219237176,"Finnmark"
"608",2015,2015,"Hasvik",4392756.202,0,7328816,865918.125,0,9174,5249500.327,1.39609782712182,"Finnmark"
"609",2015,2017,"Kvalsund",0,0,3459880,8175661.875,0,51990,8123671.875,0.425901003048575,"Finnmark"
"610",2015,2018,"Masoy",0,0,7490718,13587199.875,0,118302,13468897.875,0.556149290722868,"Finnmark"
"611",2015,2019,"Nordkapp",0,0,5715692,4931869.5,0,176892,4754977.5,1.20204396340466,"Finnmark"
"612",2015,2022,"Lebesby",495208.387,0,11412365,7820443.125,0,623292,7692359.512,1.48359745565672,"Finnmark"
"613",2015,2027,"Nesseby",1098729.004,0,5034907,1998436.5,0,4062,3093103.504,1.62778484246934,"Finnmark"
"614",2015,2030,"Sor-Varanger",971599.999,0,2994706,4495050,0,25410,5441239.999,0.550371974136478,"Finnmark"
"615",2015,1902,"Tromso",0,0,16333273,20909091.106,0,62760,20846331.106,0.78350827860059,"Troms"
"616",2015,1903,"Harstad",0,0,27718001,23963346.6,0,310824,23652522.6,1.17188350133951,"Troms"
"617",2015,1911,"Kvaefjord",0,0,14046420,12974824.125,3480154.025,0,16454978.15,0.85362738691938,"Troms"
"618",2015,1913,"Skanland",3037461.236,0,14088294,7722274.5,0,41814,10717921.736,1.31446136172831,"Troms"
"619",2015,1917,"Ibestad",3131912.58,0,10479383,7545605,0,29484,10648033.58,0.984161340332663,"Troms"
"620",2015,1919,"Gratangen",0,0,2048093,3909750.75,0,0,3909750.75,0.523842344681435,"Troms"
"621",2015,1920,"Lavangen",1825985.529,0,2005401,0,0,13806,1812179.529,1.10662380184077,"Troms"
"622",2015,1923,"Salangen",447553.037,0,6505293,0,0,60,447493.037,14.5371937932523,"Troms"
"623",2015,1926,"Dyroy",0,0,6183404,4349219.625,0,38112,4311107.625,1.4342959020885,"Troms"
"624",2015,1927,"Tranoy",7787224.521,0,16555724,2491020,0,0,10278244.521,1.61075405106136,"Troms"
"625",2015,1928,"Torsken",0,0,5976835,12654464.25,0,0,12654464.25,0.472310394333762,"Troms"
"626",2015,1929,"Berg",8598172.844,0,15584330,3903585.625,0,918,12500840.469,1.24666257750001,"Troms"
"627",2015,1931,"Lenvik",0,0,19233270,14763225.071,0,60210,14703015.071,1.30811741041709,"Troms"
"628",2015,1936,"Karlsoy",3283384.61,0,14312989,11650668.75,0,32610,14901443.36,0.960510244156644,"Troms"
"629",2015,1938,"Lyngen",2057125.667,0,3914642,1804430.25,0,11868,3849687.917,1.01687255808793,"Troms"
"630",2015,1940,"Kafjord",2502129.447,0,4589825,549851.625,0,792,3051189.072,1.50427419989134,"Troms"
"631",2015,1941,"Skjervoy",1198295.841,0,7894308,6797593.875,0,8454,7987435.716,0.988340724193442,"Troms"
"632",2015,1942,"Nordreisa",1910734.26,0,12110553,7407214.674,0,8802,9309146.934,1.30093048115594,"Troms"
"633",2015,1943,"Kvaenangen",0,0,12472272,10608886.125,0,47346,10561540.125,1.18091413301334,"Troms"
"634",2015,1804,"Bodo",4081729.848,0,5034743,602859.375,0,720,4683869.223,1.07491109599667,"Nordland"
"635",2015,1805,"Narvik",0,0,6079014,2766105,0,7584,2758521,2.20372221201144,"Nordland"
"636",2015,1811,"Bindal",3818942.019,0,14920640,5865940.125,0,0,9684882.144,1.54061141665453,"Nordland"
"637",2015,1813,"Bronnoy",2092970.967,0,14837173,11423031.5,0,8730,13507272.467,1.09845811108417,"Nordland"
"638",2015,1815,"Vega",2266366.765,0,3993259,0,0,0,2266366.765,1.76196503658136,"Nordland"
"639",2015,1816,"Vevelstad",5414168.427,0,7380405,1456248.375,0,3846,6866570.802,1.07483126771959,"Nordland"
"640",2015,1818,"Heroy",1926128.886,0,12012105,9719224.875,0,346212,11299141.761,1.0630988843295,"Nordland"
"641",2015,1820,"Alstahaug",0,0,6493422,9309405.25,0,32316,9277089.25,0.699941740886022,"Nordland"
"642",2015,1822,"Leirfjord",173061.069,0,90692,0,0,0,173061.069,0.524046225555211,"Nordland"
"643",2015,1824,"Vefsn",1551940.339,0,1819499,0,0,0,1551940.339,1.17240267185297,"Nordland"
"644",2015,1827,"Donna",264455.839000001,0,16507438,10952104.5,39200.63,30072,11225688.969,1.47050555610312,"Nordland"
"645",2015,1828,"Nesna",0,0,6008746,9034416,0,28548,9005868,0.667203427809513,"Nordland"
"646",2015,1833,"Rana",3497676.583,0,4209007,282535.875,0,408,3779804.458,1.11355152012999,"Nordland"
"647",2015,1834,"Luroy",0,0,14481880,18120133.866,0,716202,17403931.866,0.83210392407313,"Nordland"
"648",2015,1835,"Traena",0,0,1670000,3572419.5,0,6060,3566359.5,0.468264626715282,"Nordland"
"649",2015,1836,"Rodoy",6654523.254,0,27137914,16427850.75,0,44820,23037554.004,1.17798590923707,"Nordland"
"650",2015,1837,"Meloy",0,0,10300048,19964687.875,0,48420,19916267.875,0.517167577010208,"Nordland"
"651",2015,1838,"Gildeskal",0,0,19882733,20707728.875,0,75888,20631840.875,0.963691660887725,"Nordland"
"652",2015,1840,"Saltdal",0,0,2572936,5639251.5,0,4662,5634589.5,0.456632377567168,"Nordland"
"653",2015,1841,"Fauske",1533285.637,0,1429267,68539.5,0,1386,1600439.137,0.893046768825674,"Nordland"
"654",2015,1845,"Sorfold",0,0,13786991,11869855.875,0,38340,11831515.875,1.16527680355244,"Nordland"
"655",2015,1848,"Steigen",0,0,25027092,25081291.375,0,113268,24968023.375,1.00236577097485,"Nordland"
"656",2015,1849,"Hamaroy",0,0,936271,0,0,0,0,0,"Nordland"
"657",2015,1850,"Tysfjord",0,0,24282013,23441212.125,0,0,23441212.125,1.0358684896718,"Nordland"
"658",2015,1851,"Lodingen",4293349.923,0,8171504,3127069,0,0,7420418.923,1.1012186892403,"Nordland"
"659",2015,1853,"Evenes",505316.564,0,1469155,2616426,0,8316,3113426.564,0.471877196972487,"Nordland"
"660",2015,1854,"Ballangen",0,0,2565634,2171667.375,0,1158,2170509.375,1.18204234893019,"Nordland"
"661",2015,1860,"Vestvagoy",0,0,604152,0,485215.905,0,485215.905,1.24511994304886,"Nordland"
"662",2015,1865,"Vagan",287617.406,245085.048,1247480,1007597.25,0,0,1540299.704,0.809894332096814,"Nordland"
"663",2015,1866,"Hadsel",0,36190.5090000001,12464457,6341501.25,5816136.115,0,12193827.874,1.02219394342748,"Nordland"
"664",2015,1867,"Bo",0,0,6580665,6287637.375,0,6462,6281175.375,1.04768050677139,"Nordland"
"665",2015,1868,"Oksnes",505666.452000001,0,7983674,5923532.25,0,0,6429198.702,1.24178367632601,"Nordland"
"666",2015,1870,"Sortland",0,430471.345,9573828,8092649,271941.46,1470,8793591.805,1.08872781592572,"Nordland"
"667",2015,1874,"Moskenes",0,0,1008750,698537.5,0,0,698537.5,1.44408854213267,"Nordland"
"668",2016,2004,"Hammerfest",0,0,21234758,23857610.625,0,114546,23743064.625,0.894356239827655,"Finnmark"
"669",2016,2012,"Alta",0,0,34464214,28873405.125,0,552576,28320829.125,1.21692108122558,"Finnmark"
"670",2016,2014,"Loppa",0,0,3492166,7375825.125,0,49008,7326817.125,0.476627973705567,"Finnmark"
"671",2016,2015,"Hasvik",0,0,4898272,8833384.125,0,22398,8810986.125,0.555927784984453,"Finnmark"
"672",2016,2017,"Kvalsund",4335952.85,0,8274068,1369530,0,7560,5697922.85,1.45212004757137,"Finnmark"
"673",2016,2018,"Masoy",6665563.236,0,8012747,588449.25,0,23478,7230534.486,1.10818183849542,"Finnmark"
"674",2016,2019,"Nordkapp",4924248.28,0,7583389,2482503.75,0,16944,7389808.03,1.02619566965936,"Finnmark"
"675",2016,2022,"Lebesby",534211.185,0,14925048,12605135.625,0,73566,13065780.81,1.14230050366198,"Finnmark"
"676",2016,2027,"Nesseby",1794928.699,0,6608115,3994743.375,0,10440,5779232.074,1.14342440576647,"Finnmark"
"677",2016,2028,"Batsfjord",1020425.333,0,1112188,0,0,0,1020425.333,1.08992590053622,"Finnmark"
"678",2016,2030,"Sor-Varanger",1513889.261,0,3069190,3017939.625,0,12432,4519396.886,0.679114952153817,"Finnmark"
"679",2016,1902,"Tromso",16282111.462,0,21293228,2885794.5,0,126,19167779.962,1.11088650027357,"Troms"
"680",2016,1903,"Harstad",0,0,21167391,18408310.191,0,32268,18376042.191,1.15190152373328,"Troms"
"681",2016,1911,"Kvaefjord",7982078.452,0,7964791,0,0,0,7982078.452,0.997834216726388,"Troms"
"682",2016,1913,"Skanland",0,0,5382072,7564759.281,0,38664,7526095.281,0.715121427387095,"Troms"
"683",2016,1917,"Ibestad",0,0,16784457,15961285.125,0,41424,15919861.125,1.05430925987428,"Troms"
"684",2016,1919,"Gratangen",721398.123,0,1526714,2797572.375,0,0,3518970.498,0.433852457946921,"Troms"
"685",2016,1920,"Lavangen",0,0,5163760,5811248.875,0,12,5811236.875,0.888581916564879,"Troms"
"686",2016,1923,"Salangen",0,0,999151,1931511.375,0,0,1931511.375,0.517289731208546,"Troms"
"687",2016,1926,"Dyroy",5421319.399,0,21401262,11595868.728,0,5688,17011500.127,1.25804672370032,"Troms"
"688",2016,1927,"Tranoy",0,0,22753828,19792019.454,0,67086,19724933.454,1.1535566420573,"Troms"
"689",2016,1928,"Torsken",6565993.7,0,11333225,5692360.5,0,0,12258354.2,0.924530717182246,"Troms"
"690",2016,1929,"Berg",0,0,7196386,14331589.471,0,48468,14283121.471,0.503838465185031,"Troms"
"691",2016,1931,"Lenvik",2684155.187,0,11707287,8323040.193,0,45834,10961361.38,1.06805045414897,"Troms"
"692",2016,1936,"Karlsoy",0,0,13299613,17804169,0,114780,17689389,0.751841287452043,"Troms"
"693",2016,1938,"Lyngen",0,0,1896117,4276941.75,0,6396,4270545.75,0.443998755896714,"Troms"
"694",2016,1940,"Kafjord",0,0,2643601,3675960,0,16704,3659256,0.722442212296707,"Troms"
"695",2016,1941,"Skjervoy",8259848.35,0,23898603,12470965.5,0,18900,20711913.85,1.15385778316184,"Troms"
"696",2016,1942,"Nordreisa",0,0,1031582,5895481.167,0,57504,5837977.167,0.176701958656359,"Troms"
"697",2016,1943,"Kvaenangen",0,0,13210280,10765417.5,0,67470,10697947.5,1.23484247796131,"Troms"
"698",2016,1804,"Bodo",0,0,7995613,7814306.125,0,11838,7802468.125,1.02475433054076,"Nordland"
"699",2016,1805,"Narvik",0,0,740666,2175860.838,0,27144,2148716.838,0.344701538565409,"Nordland"
"700",2016,1811,"Bindal",658059.151000001,0,15958490,8266060.125,0,0,8924119.276,1.78824257122132,"Nordland"
"701",2016,1812,"Somna",799301.014,0,703893,0,0,0,799301.014,0.880635690023033,"Nordland"
"702",2016,1813,"Bronnoy",0,0,5396515,10211445,0,12408,10199037,0.529120053197179,"Nordland"
"703",2016,1815,"Vega",0,0,7870296,9360807.75,0,29166,9331641.75,0.843398858512759,"Nordland"
"704",2016,1816,"Vevelstad",0,0,6216392,10599646.5,0,32652,10566994.5,0.588283830373906,"Nordland"
"705",2016,1818,"Heroy",1941940.262,0,16344916,12538623.375,0,43356,14437207.637,1.13213832002463,"Nordland"
"706",2016,1820,"Alstahaug",0,0,9889128,12870715.5,0,29274,12841441.5,0.770094852668994,"Nordland"
"707",2016,1822,"Leirfjord",2554906.425,0,2789347,0,0,0,2554906.425,1.09176092427729,"Nordland"
"708",2016,1824,"Vefsn",0,0,3094240,3952389.375,0,10920,3941469.375,0.78504732768601,"Nordland"
"709",2016,1827,"Donna",114167.589,17648.632,17466910,11878085.25,0,33222,11976679.471,1.45841007453643,"Nordland"
"710",2016,1828,"Nesna",2609647.174,0,2330013,0,0,0,2609647.174,0.892845984397429,"Nordland"
"711",2016,1833,"Rana",0,0,2608686,6162009.125,0,14064,6147945.125,0.424318361169497,"Nordland"
"712",2016,1834,"Luroy",7354249.032,0,14239763,5803911,0,294744,12863416.032,1.10699700332914,"Nordland"
"713",2016,1835,"Traena",1224695.578,0,2818624,1246412.25,0,1392,2469715.828,1.14127462279033,"Nordland"
"714",2016,1836,"Rodoy",0,0,14757621,24274886.625,0,445020,23829866.625,0.619290960886777,"Nordland"
"715",2016,1837,"Meloy",10694575,0,15424097,3044731.5,0,3672,13735634.5,1.12292570102968,"Nordland"
"716",2016,1838,"Gildeskal",0,0,19013973,18902176.25,0,55572,18846604.25,1.00888057857956,"Nordland"
"717",2016,1840,"Saltdal",3715670.269,0,5037132,959640.75,0,636,4674675.019,1.07753629493533,"Nordland"
"718",2016,1841,"Fauske",0,0,2440364,3344502.375,0,5010,3339492.375,0.730758967521224,"Nordland"
"719",2016,1845,"Sorfold",7192991.187,0,9717752,956445.75,0,0,8149436.937,1.19244459158639,"Nordland"
"720",2016,1848,"Steigen",0,0,21981266,19998209.172,0,77028,19921181.172,1.10341178116966,"Nordland"
"721",2016,1849,"Hamaroy",3440304.325,0,6096840,1900895.625,0,3108,5338091.95,1.14213843768652,"Nordland"
"722",2016,1850,"Tysfjord",0,0,17259509,16634171.25,0,0,16634171.25,1.03759356210788,"Nordland"
"723",2016,1851,"Lodingen",0,0,8659721,9238464.875,0,1068,9237396.875,0.937463347865521,"Nordland"
"724",2016,1852,"Tjeldsund",1529080.97,0,1653018,0,0,0,1529080.97,1.08105328130531,"Nordland"
"725",2016,1853,"Evenes",0,0,0,464923.125,0,240,464683.125,NA,"Nordland"
"726",2016,1854,"Ballangen",2401765.675,0,7508936,4021993.125,0,3780,6419978.8,1.16962006167372,"Nordland"
