Year,average_prop_locs_below_thr,Komnum_new,Kommune_new,replaced
2012,0.9104166666666667,1837,Meloy,0.9104166666666667
2013,0.8972868217054264,1837,Meloy,0.8972868217054264
2014,0.958843537414966,1837,Meloy,0.958843537414966
2015,0.9413461538461538,1837,Meloy,0.9413461538461538
2016,0.9730769230769231,1837,Meloy,0.9730769230769231
2017,0.9051282051282051,1837,Meloy,0.9051282051282051
2018,0.9833333333333334,1837,Meloy,0.9833333333333334
2019,1,1837,Meloy,1
2004,NA,1837,Meloy,0.9461789551464593
2005,NA,1837,Meloy,0.9461789551464593
2006,NA,1837,Meloy,0.9461789551464593
2007,NA,1837,Meloy,0.9461789551464593
2008,NA,1837,Meloy,0.9461789551464593
2009,NA,1837,Meloy,0.9461789551464593
2010,NA,1837,Meloy,0.9461789551464593
2011,NA,1837,Meloy,0.9461789551464593
2014,1,1874,Moskenes,1
2015,1,1874,Moskenes,1
2004,NA,1874,Moskenes,1
2005,NA,1874,Moskenes,1
2006,NA,1874,Moskenes,1
2007,NA,1874,Moskenes,1
2008,NA,1874,Moskenes,1
2009,NA,1874,Moskenes,1
2010,NA,1874,Moskenes,1
2011,NA,1874,Moskenes,1
2012,NA,1874,Moskenes,1
2013,NA,1874,Moskenes,1
2016,NA,1874,Moskenes,1
2017,NA,1874,Moskenes,1
2018,NA,1874,Moskenes,1
2019,NA,1874,Moskenes,1
2012,1,1805,Narvik,1
2013,1,1805,Narvik,1
2014,1,1805,Narvik,1
2015,0.9777777777777777,1805,Narvik,0.9777777777777777
2016,1,1805,Narvik,1
2018,1,1805,Narvik,1
2019,1,1805,Narvik,1
2004,NA,1805,Narvik,0.9968253968253968
2005,NA,1805,Narvik,0.9968253968253968
2006,NA,1805,Narvik,0.9968253968253968
2007,NA,1805,Narvik,0.9968253968253968
2008,NA,1805,Narvik,0.9968253968253968
2009,NA,1805,Narvik,0.9968253968253968
2010,NA,1805,Narvik,0.9968253968253968
2011,NA,1805,Narvik,0.9968253968253968
2017,NA,1805,Narvik,0.9968253968253968
2012,0.7906976744186046,1828,Nesna,0.7906976744186046
2013,0.8837209302325582,1828,Nesna,0.8837209302325582
2014,0.9131944444444444,1828,Nesna,0.9131944444444444
2015,0.9130434782608695,1828,Nesna,0.9130434782608695
2016,0.9473684210526315,1828,Nesna,0.9473684210526315
2017,0.9516129032258065,1828,Nesna,0.9516129032258065
2018,0.9711538461538461,1828,Nesna,0.9711538461538461
2019,1,1828,Nesna,1
2004,NA,1828,Nesna,0.9213489622235951
2005,NA,1828,Nesna,0.9213489622235951
2006,NA,1828,Nesna,0.9213489622235951
2007,NA,1828,Nesna,0.9213489622235951
2008,NA,1828,Nesna,0.9213489622235951
2009,NA,1828,Nesna,0.9213489622235951
2010,NA,1828,Nesna,0.9213489622235951
2011,NA,1828,Nesna,0.9213489622235951
2012,1,2027,Nesseby,1
2013,1,2027,Nesseby,1
2014,1,2027,Nesseby,1
2015,1,2027,Nesseby,1
2016,0.9893617021276596,2027,Nesseby,0.9893617021276596
2017,1,2027,Nesseby,1
2018,1,2027,Nesseby,1
2019,1,2027,Nesseby,1
2004,NA,2027,Nesseby,0.9986702127659575
2005,NA,2027,Nesseby,0.9986702127659575
2006,NA,2027,Nesseby,0.9986702127659575
2007,NA,2027,Nesseby,0.9986702127659575
2008,NA,2027,Nesseby,0.9986702127659575
2009,NA,2027,Nesseby,0.9986702127659575
2010,NA,2027,Nesseby,0.9986702127659575
2011,NA,2027,Nesseby,0.9986702127659575
2012,1,2019,Nordkapp,1
2013,1,2019,Nordkapp,1
2014,0.9925925925925926,2019,Nordkapp,0.9925925925925926
2015,1,2019,Nordkapp,1
2016,1,2019,Nordkapp,1
2017,0.9711538461538461,2019,Nordkapp,0.9711538461538461
2018,0.9934640522875817,2019,Nordkapp,0.9934640522875817
2019,1,2019,Nordkapp,1
2004,NA,2019,Nordkapp,0.9946513113792526
2005,NA,2019,Nordkapp,0.9946513113792526
2006,NA,2019,Nordkapp,0.9946513113792526
2007,NA,2019,Nordkapp,0.9946513113792526
2008,NA,2019,Nordkapp,0.9946513113792526
2009,NA,2019,Nordkapp,0.9946513113792526
2010,NA,2019,Nordkapp,0.9946513113792526
2011,NA,2019,Nordkapp,0.9946513113792526
2012,1,1942,Nordreisa,1
2013,0.9024390243902439,1942,Nordreisa,0.9024390243902439
2014,1,1942,Nordreisa,1
2015,1,1942,Nordreisa,1
2016,1,1942,Nordreisa,1
2017,1,1942,Nordreisa,1
2018,1,1942,Nordreisa,1
2019,1,1942,Nordreisa,1
2004,NA,1942,Nordreisa,0.9878048780487805
2005,NA,1942,Nordreisa,0.9878048780487805
2006,NA,1942,Nordreisa,0.9878048780487805
2007,NA,1942,Nordreisa,0.9878048780487805
2008,NA,1942,Nordreisa,0.9878048780487805
2009,NA,1942,Nordreisa,0.9878048780487805
2010,NA,1942,Nordreisa,0.9878048780487805
2011,NA,1942,Nordreisa,0.9878048780487805
2012,0.8555555555555555,1868,Oksnes,0.8555555555555555
2013,0.967948717948718,1868,Oksnes,0.967948717948718
2014,0.9139589169000933,1868,Oksnes,0.9139589169000933
2015,1,1868,Oksnes,1
2016,0.985897435897436,1868,Oksnes,0.985897435897436
2017,0.9508241758241758,1868,Oksnes,0.9508241758241758
2018,0.9670787545787546,1868,Oksnes,0.9670787545787546
2019,0.9791666666666666,1868,Oksnes,0.9791666666666666
2004,NA,1868,Oksnes,0.9525537779214249
2005,NA,1868,Oksnes,0.9525537779214249
2006,NA,1868,Oksnes,0.9525537779214249
2007,NA,1868,Oksnes,0.9525537779214249
2008,NA,1868,Oksnes,0.9525537779214249
2009,NA,1868,Oksnes,0.9525537779214249
2010,NA,1868,Oksnes,0.9525537779214249
2011,NA,1868,Oksnes,0.9525537779214249
2012,0.7058823529411765,1833,Rana,0.7058823529411765
2013,0.8529411764705882,1833,Rana,0.8529411764705882
2014,0.5416666666666666,1833,Rana,0.5416666666666666
2015,0.9615384615384616,1833,Rana,0.9615384615384616
2016,0.9142857142857143,1833,Rana,0.9142857142857143
2017,1,1833,Rana,1
2018,1,1833,Rana,1
2019,1,1833,Rana,1
2004,NA,1833,Rana,0.8720392964878259
2005,NA,1833,Rana,0.8720392964878259
2006,NA,1833,Rana,0.8720392964878259
2007,NA,1833,Rana,0.8720392964878259
2008,NA,1833,Rana,0.8720392964878259
2009,NA,1833,Rana,0.8720392964878259
2010,NA,1833,Rana,0.8720392964878259
2011,NA,1833,Rana,0.8720392964878259
2012,0.8861797924297924,1836,Rodoy,0.8861797924297924
2013,0.947542735042735,1836,Rodoy,0.947542735042735
2014,0.9338064713064713,1836,Rodoy,0.9338064713064713
2015,0.9425576519916142,1836,Rodoy,0.9425576519916142
2016,0.964514652014652,1836,Rodoy,0.964514652014652
2017,0.970703601953602,1836,Rodoy,0.970703601953602
2018,0.9720619658119658,1836,Rodoy,0.9720619658119658
2019,1,1836,Rodoy,1
2004,NA,1836,Rodoy,0.9521708588188541
2005,NA,1836,Rodoy,0.9521708588188541
2006,NA,1836,Rodoy,0.9521708588188541
2007,NA,1836,Rodoy,0.9521708588188541
2008,NA,1836,Rodoy,0.9521708588188541
2009,NA,1836,Rodoy,0.9521708588188541
2010,NA,1836,Rodoy,0.9521708588188541
2011,NA,1836,Rodoy,0.9521708588188541
2012,1,1923,Salangen,1
2013,1,1923,Salangen,1
2014,1,1923,Salangen,1
2015,1,1923,Salangen,1
2016,1,1923,Salangen,1
2017,1,1923,Salangen,1
2018,0.9891304347826086,1923,Salangen,0.9891304347826086
2004,NA,1923,Salangen,0.9984472049689441
2005,NA,1923,Salangen,0.9984472049689441
2006,NA,1923,Salangen,0.9984472049689441
2007,NA,1923,Salangen,0.9984472049689441
2008,NA,1923,Salangen,0.9984472049689441
2009,NA,1923,Salangen,0.9984472049689441
2010,NA,1923,Salangen,0.9984472049689441
2011,NA,1923,Salangen,0.9984472049689441
2019,NA,1923,Salangen,0.9984472049689441
2012,1,1840,Saltdal,1
2013,1,1840,Saltdal,1
2014,1,1840,Saltdal,1
2015,1,1840,Saltdal,1
2016,1,1840,Saltdal,1
2017,1,1840,Saltdal,1
2018,0.9705882352941176,1840,Saltdal,0.9705882352941176
2019,1,1840,Saltdal,1
2004,NA,1840,Saltdal,0.9963235294117647
2005,NA,1840,Saltdal,0.9963235294117647
2006,NA,1840,Saltdal,0.9963235294117647
2007,NA,1840,Saltdal,0.9963235294117647
2008,NA,1840,Saltdal,0.9963235294117647
2009,NA,1840,Saltdal,0.9963235294117647
2010,NA,1840,Saltdal,0.9963235294117647
2011,NA,1840,Saltdal,0.9963235294117647
2012,1,1913,Skanland,1
2013,1,1913,Skanland,1
2014,1,1913,Skanland,1
2015,0.9685534591194969,1913,Skanland,0.9685534591194969
2016,0.9777777777777777,1913,Skanland,0.9777777777777777
2017,0.9262820512820513,1913,Skanland,0.9262820512820513
2018,1,1913,Skanland,1
2019,1,1913,Skanland,1
2004,NA,1913,Skanland,0.9840766610224158
2005,NA,1913,Skanland,0.9840766610224158
2006,NA,1913,Skanland,0.9840766610224158
2007,NA,1913,Skanland,0.9840766610224158
2008,NA,1913,Skanland,0.9840766610224158
2009,NA,1913,Skanland,0.9840766610224158
2010,NA,1913,Skanland,0.9840766610224158
2011,NA,1913,Skanland,0.9840766610224158
2012,0.9523809523809523,1941,Skjervoy,0.9523809523809523
2013,0.9843971631205674,1941,Skjervoy,0.9843971631205674
2014,0.995,1941,Skjervoy,0.995
2015,1,1941,Skjervoy,1
2016,0.9951923076923077,1941,Skjervoy,0.9951923076923077
2017,0.9794871794871794,1941,Skjervoy,0.9794871794871794
2018,0.982051282051282,1941,Skjervoy,0.982051282051282
2019,1,1941,Skjervoy,1
2004,NA,1941,Skjervoy,0.9860636105915361
2005,NA,1941,Skjervoy,0.9860636105915361
2006,NA,1941,Skjervoy,0.9860636105915361
2007,NA,1941,Skjervoy,0.9860636105915361
2008,NA,1941,Skjervoy,0.9860636105915361
2009,NA,1941,Skjervoy,0.9860636105915361
2010,NA,1941,Skjervoy,0.9860636105915361
2011,NA,1941,Skjervoy,0.9860636105915361
2012,1,1812,Somna,1
2013,0.7391304347826086,1812,Somna,0.7391304347826086
2014,0.75,1812,Somna,0.75
2016,1,1812,Somna,1
2017,1,1812,Somna,1
2018,1,1812,Somna,1
2019,1,1812,Somna,1
2004,NA,1812,Somna,0.9270186335403726
2005,NA,1812,Somna,0.9270186335403726
2006,NA,1812,Somna,0.9270186335403726
2007,NA,1812,Somna,0.9270186335403726
2008,NA,1812,Somna,0.9270186335403726
2009,NA,1812,Somna,0.9270186335403726
2010,NA,1812,Somna,0.9270186335403726
2011,NA,1812,Somna,0.9270186335403726
2015,NA,1812,Somna,0.9270186335403726
2012,1,2030,Sor-Varanger,1
2013,0.9507575757575758,2030,Sor-Varanger,0.9507575757575758
2014,1,2030,Sor-Varanger,1
2015,1,2030,Sor-Varanger,1
2016,1,2030,Sor-Varanger,1
2017,1,2030,Sor-Varanger,1
2018,1,2030,Sor-Varanger,1
2019,1,2030,Sor-Varanger,1
2004,NA,2030,Sor-Varanger,0.993844696969697
2005,NA,2030,Sor-Varanger,0.993844696969697
2006,NA,2030,Sor-Varanger,0.993844696969697
2007,NA,2030,Sor-Varanger,0.993844696969697
2008,NA,2030,Sor-Varanger,0.993844696969697
2009,NA,2030,Sor-Varanger,0.993844696969697
2010,NA,2030,Sor-Varanger,0.993844696969697
2011,NA,2030,Sor-Varanger,0.993844696969697
2012,0.9307692307692308,1845,Sorfold,0.9307692307692308
2013,0.8830128205128205,1845,Sorfold,0.8830128205128205
2014,0.8612179487179488,1845,Sorfold,0.8612179487179488
2015,0.9839622641509433,1845,Sorfold,0.9839622641509433
2016,0.9951923076923077,1845,Sorfold,0.9951923076923077
2017,0.9711538461538461,1845,Sorfold,0.9711538461538461
2018,0.9673076923076923,1845,Sorfold,0.9673076923076923
2019,1,1845,Sorfold,1
2004,NA,1845,Sorfold,0.9490770137880987
2005,NA,1845,Sorfold,0.9490770137880987
2006,NA,1845,Sorfold,0.9490770137880987
2007,NA,1845,Sorfold,0.9490770137880987
2008,NA,1845,Sorfold,0.9490770137880987
2009,NA,1845,Sorfold,0.9490770137880987
2010,NA,1845,Sorfold,0.9490770137880987
2011,NA,1845,Sorfold,0.9490770137880987
2012,0.8333333333333334,1925,Sorreisa,0.8333333333333334
2013,1,1925,Sorreisa,1
2014,0.9302325581395349,1925,Sorreisa,0.9302325581395349
2004,NA,1925,Sorreisa,0.9211886304909561
2005,NA,1925,Sorreisa,0.9211886304909561
2006,NA,1925,Sorreisa,0.9211886304909561
2007,NA,1925,Sorreisa,0.9211886304909561
2008,NA,1925,Sorreisa,0.9211886304909561
2009,NA,1925,Sorreisa,0.9211886304909561
2010,NA,1925,Sorreisa,0.9211886304909561
2011,NA,1925,Sorreisa,0.9211886304909561
2015,NA,1925,Sorreisa,0.9211886304909561
2016,NA,1925,Sorreisa,0.9211886304909561
2017,NA,1925,Sorreisa,0.9211886304909561
2018,NA,1925,Sorreisa,0.9211886304909561
2019,NA,1925,Sorreisa,0.9211886304909561
2012,0.9267676767676768,1870,Sortland,0.9267676767676768
2013,0.9840425531914894,1870,Sortland,0.9840425531914894
2014,0.9477564102564102,1870,Sortland,0.9477564102564102
2015,0.9134615384615384,1870,Sortland,0.9134615384615384
2016,0.9774305555555556,1870,Sortland,0.9774305555555556
2017,0.9519607843137254,1870,Sortland,0.9519607843137254
2018,0.996,1870,Sortland,0.996
2019,1,1870,Sortland,1
2004,NA,1870,Sortland,0.9621774398182995
2005,NA,1870,Sortland,0.9621774398182995
2006,NA,1870,Sortland,0.9621774398182995
2007,NA,1870,Sortland,0.9621774398182995
2008,NA,1870,Sortland,0.9621774398182995
2009,NA,1870,Sortland,0.9621774398182995
2010,NA,1870,Sortland,0.9621774398182995
2011,NA,1870,Sortland,0.9621774398182995
2012,0.9714285714285714,1848,Steigen,0.9714285714285714
2013,0.9840952380952381,1848,Steigen,0.9840952380952381
2014,0.9741496598639456,1848,Steigen,0.9741496598639456
2015,0.9096361185983828,1848,Steigen,0.9096361185983828
2016,0.9387591575091575,1848,Steigen,0.9387591575091575
2017,0.920260989010989,1848,Steigen,0.920260989010989
2018,0.9502060439560439,1848,Steigen,0.9502060439560439
2019,1,1848,Steigen,1
2004,NA,1848,Steigen,0.956066972307791
2005,NA,1848,Steigen,0.956066972307791
2006,NA,1848,Steigen,0.956066972307791
2007,NA,1848,Steigen,0.956066972307791
2008,NA,1848,Steigen,0.956066972307791
2009,NA,1848,Steigen,0.956066972307791
2010,NA,1848,Steigen,0.956066972307791
2011,NA,1848,Steigen,0.956066972307791
2016,1,1852,Tjeldsund,1
2017,0.925,1852,Tjeldsund,0.925
2018,1,1852,Tjeldsund,1
2019,1,1852,Tjeldsund,1
2004,NA,1852,Tjeldsund,0.98125
2005,NA,1852,Tjeldsund,0.98125
2006,NA,1852,Tjeldsund,0.98125
2007,NA,1852,Tjeldsund,0.98125
2008,NA,1852,Tjeldsund,0.98125
2009,NA,1852,Tjeldsund,0.98125
2010,NA,1852,Tjeldsund,0.98125
2011,NA,1852,Tjeldsund,0.98125
2012,NA,1852,Tjeldsund,0.98125
2013,NA,1852,Tjeldsund,0.98125
2014,NA,1852,Tjeldsund,0.98125
2015,NA,1852,Tjeldsund,0.98125
2012,0.9714285714285714,1928,Torsken,0.9714285714285714
2013,0.8801282051282051,1928,Torsken,0.8801282051282051
2014,0.9302054154995332,1928,Torsken,0.9302054154995332
2015,0.9715686274509804,1928,Torsken,0.9715686274509804
2016,0.9884615384615385,1928,Torsken,0.9884615384615385
2017,0.8868589743589743,1928,Torsken,0.8868589743589743
2018,1,1928,Torsken,1
2019,1,1928,Torsken,1
2004,NA,1928,Torsken,0.9535814165409754
2005,NA,1928,Torsken,0.9535814165409754
2006,NA,1928,Torsken,0.9535814165409754
2007,NA,1928,Torsken,0.9535814165409754
2008,NA,1928,Torsken,0.9535814165409754
2009,NA,1928,Torsken,0.9535814165409754
2010,NA,1928,Torsken,0.9535814165409754
2011,NA,1928,Torsken,0.9535814165409754
2012,0.8382352941176471,1835,Traena,0.8382352941176471
2013,1,1835,Traena,1
2014,0.9791666666666666,1835,Traena,0.9791666666666666
2015,1,1835,Traena,1
2016,1,1835,Traena,1
2017,1,1835,Traena,1
2018,1,1835,Traena,1
2019,1,1835,Traena,1
2004,NA,1835,Traena,0.9771752450980392
2005,NA,1835,Traena,0.9771752450980392
2006,NA,1835,Traena,0.9771752450980392
2007,NA,1835,Traena,0.9771752450980392
2008,NA,1835,Traena,0.9771752450980392
2009,NA,1835,Traena,0.9771752450980392
2010,NA,1835,Traena,0.9771752450980392
2011,NA,1835,Traena,0.9771752450980392
2012,0.944551282051282,1927,Tranoy,0.944551282051282
2013,0.9826923076923076,1927,Tranoy,0.9826923076923076
2014,0.9839743589743589,1927,Tranoy,0.9839743589743589
2015,0.9952830188679245,1927,Tranoy,0.9952830188679245
2016,0.9519230769230769,1927,Tranoy,0.9519230769230769
2017,0.9935897435897436,1927,Tranoy,0.9935897435897436
2018,0.9923076923076923,1927,Tranoy,0.9923076923076923
2019,1,1927,Tranoy,1
2004,NA,1927,Tranoy,0.9805401850507982
2005,NA,1927,Tranoy,0.9805401850507982
2006,NA,1927,Tranoy,0.9805401850507982
2007,NA,1927,Tranoy,0.9805401850507982
2008,NA,1927,Tranoy,0.9805401850507982
2009,NA,1927,Tranoy,0.9805401850507982
2010,NA,1927,Tranoy,0.9805401850507982
2011,NA,1927,Tranoy,0.9805401850507982
2012,0.9811111111111112,1902,Tromso,0.9811111111111112
2013,0.9935897435897436,1902,Tromso,0.9935897435897436
2014,1,1902,Tromso,1
2015,1,1902,Tromso,1
2016,1,1902,Tromso,1
2017,0.9951923076923077,1902,Tromso,0.9951923076923077
2018,1,1902,Tromso,1
2019,0.9914529914529915,1902,Tromso,0.9914529914529915
2004,NA,1902,Tromso,0.9951682692307693
2005,NA,1902,Tromso,0.9951682692307693
2006,NA,1902,Tromso,0.9951682692307693
2007,NA,1902,Tromso,0.9951682692307693
2008,NA,1902,Tromso,0.9951682692307693
2009,NA,1902,Tromso,0.9951682692307693
2010,NA,1902,Tromso,0.9951682692307693
2011,NA,1902,Tromso,0.9951682692307693
2012,0.9790697674418605,1850,Tysfjord,0.9790697674418605
2013,0.9697916666666667,1850,Tysfjord,0.9697916666666667
2014,0.9706043956043956,1850,Tysfjord,0.9706043956043956
2015,0.8834456424079066,1850,Tysfjord,0.8834456424079066
2016,0.9105769230769231,1850,Tysfjord,0.9105769230769231
2017,0.9666666666666667,1850,Tysfjord,0.9666666666666667
2018,0.9935897435897436,1850,Tysfjord,0.9935897435897436
2019,1,1850,Tysfjord,1
2004,NA,1850,Tysfjord,0.9592181006817704
2005,NA,1850,Tysfjord,0.9592181006817704
2006,NA,1850,Tysfjord,0.9592181006817704
2007,NA,1850,Tysfjord,0.9592181006817704
2008,NA,1850,Tysfjord,0.9592181006817704
2009,NA,1850,Tysfjord,0.9592181006817704
2010,NA,1850,Tysfjord,0.9592181006817704
2011,NA,1850,Tysfjord,0.9592181006817704
2012,0.8140740740740741,1865,Vagan,0.8140740740740741
2013,0.9455782312925171,1865,Vagan,0.9455782312925171
2014,0.8156028368794326,1865,Vagan,0.8156028368794326
2015,1,1865,Vagan,1
2016,0.9425925925925925,1865,Vagan,0.9425925925925925
2017,0.9455782312925171,1865,Vagan,0.9455782312925171
2018,0.9444444444444444,1865,Vagan,0.9444444444444444
2019,1,1865,Vagan,1
2004,NA,1865,Vagan,0.9259838013219472
2005,NA,1865,Vagan,0.9259838013219472
2006,NA,1865,Vagan,0.9259838013219472
2007,NA,1865,Vagan,0.9259838013219472
2008,NA,1865,Vagan,0.9259838013219472
2009,NA,1865,Vagan,0.9259838013219472
2010,NA,1865,Vagan,0.9259838013219472
2011,NA,1865,Vagan,0.9259838013219472
2012,0.6774193548387096,1824,Vefsn,0.6774193548387096
2013,0.96875,1824,Vefsn,0.96875
2014,0.6571428571428571,1824,Vefsn,0.6571428571428571
2015,1,1824,Vefsn,1
2016,0.8918918918918919,1824,Vefsn,0.8918918918918919
2017,1,1824,Vefsn,1
2018,1,1824,Vefsn,1
2019,1,1824,Vefsn,1
2004,NA,1824,Vefsn,0.8994005129841823
2005,NA,1824,Vefsn,0.8994005129841823
2006,NA,1824,Vefsn,0.8994005129841823
2007,NA,1824,Vefsn,0.8994005129841823
2008,NA,1824,Vefsn,0.8994005129841823
2009,NA,1824,Vefsn,0.8994005129841823
2010,NA,1824,Vefsn,0.8994005129841823
2011,NA,1824,Vefsn,0.8994005129841823
2012,0.7575757575757576,1815,Vega,0.7575757575757576
2013,0.8833333333333333,1815,Vega,0.8833333333333333
2014,0.7411347517730497,1815,Vega,0.7411347517730497
2015,1,1815,Vega,1
2016,0.85,1815,Vega,0.85
2017,1,1815,Vega,1
2018,0.99,1815,Vega,0.99
2019,1,1815,Vega,1
2004,NA,1815,Vega,0.9027554803352675
2005,NA,1815,Vega,0.9027554803352675
2006,NA,1815,Vega,0.9027554803352675
2007,NA,1815,Vega,0.9027554803352675
2008,NA,1815,Vega,0.9027554803352675
2009,NA,1815,Vega,0.9027554803352675
2010,NA,1815,Vega,0.9027554803352675
2011,NA,1815,Vega,0.9027554803352675
2012,0.7421875,1860,Vestvagoy,0.7421875
2013,0.7952380952380952,1860,Vestvagoy,0.7952380952380952
2014,0.9795454545454545,1860,Vestvagoy,0.9795454545454545
2015,1,1860,Vestvagoy,1
2016,1,1860,Vestvagoy,1
2017,0.8333333333333334,1860,Vestvagoy,0.8333333333333334
2018,0.9927536231884058,1860,Vestvagoy,0.9927536231884058
2019,1,1860,Vestvagoy,1
2004,NA,1860,Vestvagoy,0.9178822507881611
2005,NA,1860,Vestvagoy,0.9178822507881611
2006,NA,1860,Vestvagoy,0.9178822507881611
2007,NA,1860,Vestvagoy,0.9178822507881611
2008,NA,1860,Vestvagoy,0.9178822507881611
2009,NA,1860,Vestvagoy,0.9178822507881611
2010,NA,1860,Vestvagoy,0.9178822507881611
2011,NA,1860,Vestvagoy,0.9178822507881611
2012,0.9651162790697675,1816,Vevelstad,0.9651162790697675
2013,0.8833333333333333,1816,Vevelstad,0.8833333333333333
2014,0.7013071895424836,1816,Vevelstad,0.7013071895424836
2015,0.9937106918238994,1816,Vevelstad,0.9937106918238994
2016,0.9122807017543859,1816,Vevelstad,0.9122807017543859
2017,1,1816,Vevelstad,1
2018,1,1816,Vevelstad,1
2019,1,1816,Vevelstad,1
2004,NA,1816,Vevelstad,0.9319685244404837
2005,NA,1816,Vevelstad,0.9319685244404837
2006,NA,1816,Vevelstad,0.9319685244404837
2007,NA,1816,Vevelstad,0.9319685244404837
2008,NA,1816,Vevelstad,0.9319685244404837
2009,NA,1816,Vevelstad,0.9319685244404837
2010,NA,1816,Vevelstad,0.9319685244404837
2011,NA,1816,Vevelstad,0.9319685244404837
