"year","kommunenr","kommune","production_final_correctweight","county","efcr_region","ref_efcr","efcr_score"
2016,1848,"Steigen",15709398.25644,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1849,"Hamaroy",4642835.47896,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1850,"Tysfjord",11626230.35784,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1851,"Lodingen",5703204.528,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1853,"Evenes",NA,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1854,"Ballangen",5634346.3764,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1859,"Flakstad",1325584.72368,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1860,"Vestvagoy",1519356.41088,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1865,"Vagan",5803785.97428,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1866,"Hadsel",9828804.5478,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1867,"Bo",3319419.74868,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1868,"Oksnes",7075692.61896,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2016,1870,"Sortland",4283567.20848,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
2017,2004,"Hammerfest",14207964.12924,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2012,"Alta",18380017.6938,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2014,"Loppa",15934209.00792,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2015,"Hasvik",2823634.01628,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2017,"Kvalsund",8197701.01668,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2018,"Masoy",9034739.51772,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2019,"Nordkapp",5390470.62036,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2022,"Lebesby",6852448.806,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2027,"Nesseby",7197604.19532,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2028,"Batsfjord",2775428.29032,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,2030,"Sor-Varanger",NA,"Finnmark",1.26178922997172,1.18322856410838,0.937738677746441
2017,1902,"Tromso",14667139.28232,"Troms",1.18322856410838,1.18322856410838,1
2017,1903,"Harstad",23865248.78388,"Troms",1.18322856410838,1.18322856410838,1
2017,1911,"Kvaefjord",3683032.626,"Troms",1.18322856410838,1.18322856410838,1
2017,1913,"Skanland",10526230.7682,"Troms",1.18322856410838,1.18322856410838,1
2017,1917,"Ibestad",13680550.17588,"Troms",1.18322856410838,1.18322856410838,1
2017,1919,"Gratangen",2449439.26668,"Troms",1.18322856410838,1.18322856410838,1
2017,1920,"Lavangen",4677820.74144,"Troms",1.18322856410838,1.18322856410838,1
2017,1923,"Salangen",1557359.43384,"Troms",1.18322856410838,1.18322856410838,1
2017,1926,"Dyroy",5469759.71892,"Troms",1.18322856410838,1.18322856410838,1
2017,1927,"Tranoy",4795620.74796,"Troms",1.18322856410838,1.18322856410838,1
2017,1928,"Torsken",10431637.55424,"Troms",1.18322856410838,1.18322856410838,1
2017,1929,"Berg",13256124.17052,"Troms",1.18322856410838,1.18322856410838,1
2017,1931,"Lenvik",11449130.68236,"Troms",1.18322856410838,1.18322856410838,1
2017,1936,"Karlsoy",19367716.45032,"Troms",1.18322856410838,1.18322856410838,1
2017,1938,"Lyngen",743971.389,"Troms",1.18322856410838,1.18322856410838,1
2017,1940,"Kafjord",NA,"Troms",1.18322856410838,1.18322856410838,1
2017,1941,"Skjervoy",15537290.11464,"Troms",1.18322856410838,1.18322856410838,1
2017,1942,"Nordreisa",2666751.43392,"Troms",1.18322856410838,1.18322856410838,1
2017,1943,"Kvaenangen",8935285.52784,"Troms",1.18322856410838,1.18322856410838,1
2017,1804,"Bodo",9662859.05508,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1811,"Bindal",11783654.76204,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1812,"Somna",4989628.27776,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1813,"Bronnoy",10750538.03292,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1815,"Vega",5573238.86364,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1816,"Vevelstad",4334204.00952,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1818,"Heroy",11347689.40704,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1820,"Alstahaug",3365165.38764,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1822,"Leirfjord",996065.8806,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1824,"Vefsn",2152905.2076,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1827,"Donna",13923645.61056,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1828,"Nesna",1763468.46144,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1833,"Rana",5999275.08348,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1834,"Luroy",14885017.00056,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1835,"Traena",2171064.5376,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1836,"Rodoy",11417396.2518,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1837,"Meloy",9964680.84528,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1838,"Gildeskal",10445349.50592,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1840,"Saltdal",1794022.59456,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1841,"Fauske",1440488.0406,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1845,"Sorfold",7950795.26724,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1848,"Steigen",18937882.85928,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1849,"Hamaroy",876005.8314,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1850,"Tysfjord",6105508.66212,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1851,"Lodingen",6301759.75968,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1852,"Tjeldsund",2342231.5602,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1854,"Ballangen",6272927.41908,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1859,"Flakstad",1713353.1492,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1860,"Vestvagoy",3545614.53036,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1865,"Vagan",5224907.54436,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1866,"Hadsel",11842148.34516,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1867,"Bo",5872980.95664,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1868,"Oksnes",8656452.084,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2017,1870,"Sortland",6698238.17376,"Nordland",1.20375558979949,1.18322856410838,0.982947513710381
2018,2004,"Hammerfest",17523853.95516,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2012,"Alta",21893038.06368,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2014,"Loppa",7584650.69712,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2015,"Hasvik",7052260.89792,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2017,"Kvalsund",11125883.12808,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2018,"Masoy",8385820.23888,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2019,"Nordkapp",4316178.9384,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2022,"Lebesby",2685950.91576,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2027,"Nesseby",2993381.95716,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2028,"Batsfjord",NA,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,2030,"Sor-Varanger",3163268.34348,"Finnmark",1.23882660252615,1.1915026192443,0.961799348524358
2018,1902,"Tromso",13683415.70064,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1903,"Harstad",16423291.68984,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1911,"Kvaefjord",6173485.42272,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1913,"Skanland",3462166.85388,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1917,"Ibestad",14364070.91364,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1919,"Gratangen",1166120.72976,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1920,"Lavangen",300894.65364,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1923,"Salangen",3444938.21616,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1926,"Dyroy",11823330.49632,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1927,"Tranoy",15327940.06884,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1928,"Torsken",4262119.28436,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1929,"Berg",5526556.10304,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1931,"Lenvik",13704012.96936,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1936,"Karlsoy",11626590.04752,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1938,"Lyngen",NA,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1940,"Kafjord",NA,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1941,"Skjervoy",21059601.108,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1942,"Nordreisa",5882196.29592,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1943,"Kvaenangen",8560947.17604,"Troms",1.19533070120827,1.1915026192443,0.996797470390327
2018,1804,"Bodo",8750989.81092,"Nordland",1.1915026192443,1.1915026192443,1
2018,1805,"Narvik",1477908.7974,"Nordland",1.1915026192443,1.1915026192443,1
2018,1811,"Bindal",5640399.744,"Nordland",1.1915026192443,1.1915026192443,1
2018,1812,"Somna",1541402.56872,"Nordland",1.1915026192443,1.1915026192443,1
2018,1813,"Bronnoy",11368493.86428,"Nordland",1.1915026192443,1.1915026192443,1
2018,1815,"Vega",4174954.92372,"Nordland",1.1915026192443,1.1915026192443,1
2018,1816,"Vevelstad",6244587.29916,"Nordland",1.1915026192443,1.1915026192443,1
2018,1818,"Heroy",14520737.83692,"Nordland",1.1915026192443,1.1915026192443,1
2018,1820,"Alstahaug",4877849.21736,"Nordland",1.1915026192443,1.1915026192443,1
2018,1822,"Leirfjord",1558293.33744,"Nordland",1.1915026192443,1.1915026192443,1
2018,1824,"Vefsn",978444.98052,"Nordland",1.1915026192443,1.1915026192443,1
2018,1827,"Donna",10870347.04728,"Nordland",1.1915026192443,1.1915026192443,1
2018,1828,"Nesna",1699992.98532,"Nordland",1.1915026192443,1.1915026192443,1
2018,1833,"Rana",3943134.52428,"Nordland",1.1915026192443,1.1915026192443,1
2018,1834,"Luroy",11415791.5662,"Nordland",1.1915026192443,1.1915026192443,1
2018,1835,"Traena",1611843.84732,"Nordland",1.1915026192443,1.1915026192443,1
2018,1836,"Rodoy",26028821.87304,"Nordland",1.1915026192443,1.1915026192443,1
2018,1837,"Meloy",10563283.37904,"Nordland",1.1915026192443,1.1915026192443,1
2018,1838,"Gildeskal",8734768.31892,"Nordland",1.1915026192443,1.1915026192443,1
2018,1840,"Saltdal",3672530.9586,"Nordland",1.1915026192443,1.1915026192443,1
2018,1841,"Fauske",1604849.42604,"Nordland",1.1915026192443,1.1915026192443,1
2018,1845,"Sorfold",11039161.06104,"Nordland",1.1915026192443,1.1915026192443,1
2018,1848,"Steigen",14151946.6494,"Nordland",1.1915026192443,1.1915026192443,1
2018,1849,"Hamaroy",4376828.38908,"Nordland",1.1915026192443,1.1915026192443,1
2018,1850,"Tysfjord",15304813.24008,"Nordland",1.1915026192443,1.1915026192443,1
2018,1851,"Lodingen",6766919.07612,"Nordland",1.1915026192443,1.1915026192443,1
2018,1852,"Tjeldsund",1304788.75464,"Nordland",1.1915026192443,1.1915026192443,1
2018,1854,"Ballangen",5050735.90308,"Nordland",1.1915026192443,1.1915026192443,1
2018,1859,"Flakstad",1281544.74168,"Nordland",1.1915026192443,1.1915026192443,1
2018,1860,"Vestvagoy",2954241.00132,"Nordland",1.1915026192443,1.1915026192443,1
2018,1865,"Vagan",960293.78844,"Nordland",1.1915026192443,1.1915026192443,1
2018,1866,"Hadsel",5336225.77656,"Nordland",1.1915026192443,1.1915026192443,1
2018,1867,"Bo",5218831.86552,"Nordland",1.1915026192443,1.1915026192443,1
2018,1868,"Oksnes",8502330.37752,"Nordland",1.1915026192443,1.1915026192443,1
2018,1870,"Sortland",8818140.50376,"Nordland",1.1915026192443,1.1915026192443,1
2005,2004,"Hammerfest",3107947.01952,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2012,"Alta",12724087.7778,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2014,"Loppa",4200647.98524,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2017,"Kvalsund",202255.05216,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2019,"Nordkapp",192848.88,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2022,"Lebesby",680900.16456,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2023,"Gamvik",650548.92,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2027,"Nesseby",1350181.20552,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,2030,"Sor-Varanger",279741.84,"Finnmark",1.26717763373476,1.24371094683053,0.981481138650572
2005,1902,"Tromso",3077629.55388,"Troms",1.24371094683053,1.24371094683053,1
2005,1903,"Harstad",3535480.6662,"Troms",1.24371094683053,1.24371094683053,1
2005,1911,"Kvaefjord",3754877.79996,"Troms",1.24371094683053,1.24371094683053,1
2005,1913,"Skanland",2138089.5438,"Troms",1.24371094683053,1.24371094683053,1
2005,1917,"Ibestad",2652609.67608,"Troms",1.24371094683053,1.24371094683053,1
2005,1919,"Gratangen",2475316.32936,"Troms",1.24371094683053,1.24371094683053,1
2005,1920,"Lavangen",421304.42088,"Troms",1.24371094683053,1.24371094683053,1
2005,1923,"Salangen",1794657.40272,"Troms",1.24371094683053,1.24371094683053,1
2005,1926,"Dyroy",3255729.36612,"Troms",1.24371094683053,1.24371094683053,1
2005,1927,"Tranoy",4976206.57044,"Troms",1.24371094683053,1.24371094683053,1
2005,1928,"Torsken",3053645.47824,"Troms",1.24371094683053,1.24371094683053,1
2005,1929,"Berg",2821805.53536,"Troms",1.24371094683053,1.24371094683053,1
2005,1931,"Lenvik",977930.9064,"Troms",1.24371094683053,1.24371094683053,1
2005,1936,"Karlsoy",2011575.92244,"Troms",1.24371094683053,1.24371094683053,1
2005,1938,"Lyngen",2672578.23084,"Troms",1.24371094683053,1.24371094683053,1
2005,1940,"Kafjord",2131966.22856,"Troms",1.24371094683053,1.24371094683053,1
2005,1941,"Skjervoy",5677745.934,"Troms",1.24371094683053,1.24371094683053,1
2005,1942,"Nordreisa",2808273.72504,"Troms",1.24371094683053,1.24371094683053,1
2005,1943,"Kvaenangen",4709745.14472,"Troms",1.24371094683053,1.24371094683053,1
2005,1804,"Bodo",320405.21436,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1811,"Bindal",1549499.5194,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1812,"Somna",3650535.38472,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1813,"Bronnoy",3613754.8734,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1815,"Vega",646576.18452,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1816,"Vevelstad",933047.59632,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1818,"Heroy",3019183.5618,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1820,"Alstahaug",3440416.7826,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1824,"Vefsn",1607720.49144,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1827,"Donna",3246422.8188,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1828,"Nesna",1118066.58348,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1833,"Rana",2113044.69516,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1834,"Luroy",5372801.2338,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1835,"Traena",1485369.102,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1836,"Rodoy",10459600.94844,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1837,"Meloy",6439279.51548,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1838,"Gildeskal",7906106.78172,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1840,"Saltdal",685671.10164,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1841,"Fauske",1214644.9728,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1845,"Sorfold",5015414.84472,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1848,"Steigen",5959185.79116,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1849,"Hamaroy",2154310.12188,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1850,"Tysfjord",165441.71784,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1851,"Lodingen",1530604.7106,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1854,"Ballangen",717131.59308,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1859,"Flakstad",1387762.41996,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1860,"Vestvagoy",977558.72676,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1865,"Vagan",6815332.82472,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1866,"Hadsel",6232394.44884,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1867,"Bo",2928962.84184,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1868,"Oksnes",7532765.9022,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2005,1870,"Sortland",2392711.3602,"Nordland",1.24713399114106,1.24371094683053,0.997255271418428
2008,1933,"Balsfjord",0,"Troms",1.34345670839986,1.23026096907728,0.915742920025014
2010,1939,"Storfjord",0,"Troms",1.27146238686878,1.27146238686878,1
2011,2018,"Masoy",2120399.39244,"Finnmark",1.22138953940473,1.22109308118756,0.99975727791372
2011,1925,"Sorreisa",831405.30984,"Troms",1.22109308118756,1.22109308118756,1
2011,1805,"Narvik",550335.11148,"Nordland",1.24560774076548,1.22109308118756,0.980319117507372
2011,1822,"Leirfjord",295051.21968,"Nordland",1.24560774076548,1.22109308118756,0.980319117507372
2014,2015,"Hasvik",737240.46144,"Finnmark",1.30745612721559,1.1652555862287,0.891238766619472
2014,1874,"Moskenes",155443.3566,"Nordland",1.24984637300257,1.1652555862287,0.932319052484299
2015,1853,"Evenes",1425482.37552,"Nordland",1.2376939554234,1.2376939554234,1
2016,2028,"Batsfjord",822319.83036,"Finnmark",1.25749053352928,1.21346431354868,0.964988825914231
2016,1852,"Tjeldsund",1266971.84292,"Nordland",1.22566969191322,1.21346431354868,0.99004186980793
