"","Kname","Yrs","Knr2017","Protein.retention.ratio","SustFoodProd"
"1378","Storfjord",2014,1939,0,0
"1392","Kafjord",2005,1940,0.169816156,434.3243483
"1393","Kafjord",2006,1940,0.341775556,755.0457741
"1394","Kafjord",2007,1940,0.298781416,1331.707016
"1395","Kafjord",2008,1940,0.389265318,642.1994118
"1396","Kafjord",2009,1940,0.271088371,945.7484414
"1397","Kafjord",2010,1940,0,0
"1398","Kafjord",2011,1940,0.354291814,366.0932744
"1399","Kafjord",2012,1940,0.30638721,1561.168147
"1400","Kafjord",2013,1940,0.506336065,3135.161012
"1401","Kafjord",2014,1940,0.21918509,212.525151
"1415","Skjervoy",2005,1941,0.468008682,3169.142322
"1416","Skjervoy",2006,1941,0.299169371,2252.856651
"1417","Skjervoy",2007,1941,0.377981555,2254.469475
"1418","Skjervoy",2008,1941,0.30255161,2276.303919
"1419","Skjervoy",2009,1941,0.397671823,2637.789019
"1420","Skjervoy",2010,1941,0.323019244,3256.437433
"1421","Skjervoy",2011,1941,0.365145339,2568.52652
"1422","Skjervoy",2012,1941,0.344021044,4508.41057
"1423","Skjervoy",2013,1941,0.357167493,4269.459484
"1424","Skjervoy",2014,1941,0.361259852,4525.573692
"1438","Nordreisa",2005,1942,0.2621967,859.6352155
"1439","Nordreisa",2006,1942,0.311498281,1634.252678
"1440","Nordreisa",2007,1942,0.375124288,2180.505579
"1441","Nordreisa",2008,1942,0.292910679,1577.26601
"1442","Nordreisa",2009,1942,0.348854938,2288.612238
"1443","Nordreisa",2010,1942,0.305021491,1621.595206
"1444","Nordreisa",2011,1942,0.38946057,741.2194102
"1445","Nordreisa",2012,1942,0.316473524,2276.784906
"1446","Nordreisa",2013,1942,0.258306851,1520.304752
"1447","Nordreisa",2014,1942,0.344116154,991.476067
"1461","Kvaenangen",2005,1943,0.350111461,1964.09869
"1462","Kvaenangen",2006,1943,0.252390057,1159.243683
"1463","Kvaenangen",2007,1943,0.350972552,2200.627734
"1464","Kvaenangen",2008,1943,0.323031186,2194.828933
"1465","Kvaenangen",2009,1943,0.312845184,1986.851293
"1466","Kvaenangen",2010,1943,0.324937528,2514.900138
"1467","Kvaenangen",2011,1943,0.342993132,2306.962204
"1468","Kvaenangen",2012,1943,0.301296578,2180.961489
"1469","Kvaenangen",2013,1943,0.354589626,3108.083743
"1470","Kvaenangen",2014,1943,0.501608815,9132.320188
"1484","Vardo",2005,2002,0,0
"1485","Vardo",2006,2002,0,0
"1486","Vardo",2007,2002,0,0
"1487","Vardo",2008,2002,0,0
"1488","Vardo",2009,2002,0,0
"1489","Vardo",2010,2002,0,0
"1490","Vardo",2011,2002,0,0
"1491","Vardo",2012,2002,0,0
"1492","Vardo",2013,2002,0,0
"1493","Vardo",2014,2002,0,0
"1507","Vadso",2005,2003,0,0
"1508","Vadso",2006,2003,0,0
"1509","Vadso",2007,2003,0,0
"1510","Vadso",2008,2003,0,0
"1511","Vadso",2009,2003,0,0
"1512","Vadso",2010,2003,0,0
"1513","Vadso",2011,2003,0,0
"1514","Vadso",2012,2003,0,0
"1515","Vadso",2013,2003,0,0
"1516","Vadso",2014,2003,0,0
"1530","Hammerfest",2005,2004,0.258912746,958.0051233
"1531","Hammerfest",2006,2004,0.43528502,617.2197942
"1532","Hammerfest",2007,2004,0.326026157,2315.731189
"1533","Hammerfest",2008,2004,0.321070521,3593.880085
"1534","Hammerfest",2009,2004,0.303583336,3770.182631
"1535","Hammerfest",2010,2004,0.312203492,3350.722421
"1536","Hammerfest",2011,2004,0.328782547,6515.987428
"1537","Hammerfest",2012,2004,0.286997994,3849.521024
"1538","Hammerfest",2013,2004,0.270302267,5063.845364
"1539","Hammerfest",2014,2004,0.291285481,3432.961637
"1553","Alta",2005,2012,0.255680846,3897.052687
"1554","Alta",2006,2012,0.330120092,5671.716052
"1555","Alta",2007,2012,0.286276201,4059.116549
"1556","Alta",2008,2012,0.398483715,5032.859285
"1557","Alta",2009,2012,0.357440751,5590.702554
"1558","Alta",2010,2012,0.289727317,6622.504153
"1559","Alta",2011,2012,0.313587174,5481.189274
"1560","Alta",2012,2012,0.299996354,6767.055547
"1561","Alta",2013,2012,0.290820199,6670.967209
"1562","Alta",2014,2012,0.271999183,5919.625387
"1576","Loppa",2005,2014,0.516924764,2634.274446
"1577","Loppa",2006,2014,0.275406192,2020.942754
"1578","Loppa",2007,2014,0.250048153,1524.022736
"1579","Loppa",2008,2014,0.297838084,2130.315785
"1580","Loppa",2009,2014,0.275465397,2996.026114
"1581","Loppa",2010,2014,0.28605432,2058.735801
"1582","Loppa",2011,2014,0.312117308,3468.847725
"1583","Loppa",2012,2014,0.319369927,4540.808323
"1584","Loppa",2013,2014,0.221192984,2534.469911
"1585","Loppa",2014,2014,0.284429071,3022.075092
"1599","Hasvik",2005,2015,0,0
"1600","Hasvik",2006,2015,0,0
"1601","Hasvik",2007,2015,0,0
"1602","Hasvik",2008,2015,0,0
"1603","Hasvik",2009,2015,0,0
"1604","Hasvik",2010,2015,0,0
"1605","Hasvik",2011,2015,0,0
"1606","Hasvik",2012,2015,0,0
"1607","Hasvik",2013,2015,0,0
"1608","Hasvik",2014,2015,0,0
"1622","Kvalsund",2005,2017,0.644894223,417.6825107
"1623","Kvalsund",2006,2017,0.329187519,971.4656168
"1624","Kvalsund",2007,2017,0.930797586,2464.257754
"1625","Kvalsund",2008,2017,0.227424156,356.6529297
"1626","Kvalsund",2009,2017,0.41917456,886.3207144
"1627","Kvalsund",2010,2017,0.281833897,770.1798914
"1628","Kvalsund",2011,2017,0.312234828,1919.501701
"1629","Kvalsund",2012,2017,0.359332734,4349.275014
"1630","Kvalsund",2013,2017,0.382833042,2726.278897
"1631","Kvalsund",2014,2017,0.273678676,3153.443392
"1645","Masoy",2005,2018,0,0
"1646","Masoy",2006,2018,0,0
"1647","Masoy",2007,2018,0,0
"1648","Masoy",2008,2018,0,0
"1649","Masoy",2009,2018,0,0
"1650","Masoy",2010,2018,0,0
"1651","Masoy",2011,2018,0.364641375,1001.685173
"1652","Masoy",2012,2018,0.218502996,1210.095154
"1653","Masoy",2013,2018,0.277158206,1265.164295
"1654","Masoy",2014,2018,0.302086464,3632.086756
"1668","Nordkapp",2005,2019,0,0
"1669","Nordkapp",2006,2019,0.391126831,50.51833259
"1670","Nordkapp",2007,2019,0.357175247,391.1201115
"1671","Nordkapp",2008,2019,0.313106584,1002.716947
"1672","Nordkapp",2009,2019,0.252189308,1215.548935
"1673","Nordkapp",2010,2019,0.214891728,358.2954254
"1674","Nordkapp",2011,2019,0.411517117,947.802109
"1675","Nordkapp",2012,2019,0.297910839,1335.446407
"1676","Nordkapp",2013,2019,0.345026677,2360.785005
"1677","Nordkapp",2014,2019,0.410339445,2085.465287
"1691","Porsanger",2005,2020,0,0
"1692","Porsanger",2006,2020,0,0
"1693","Porsanger",2007,2020,0,0
"1694","Porsanger",2008,2020,0,0
"1695","Porsanger",2009,2020,0,0
"1696","Porsanger",2010,2020,0,0
"1697","Porsanger",2011,2020,0,0
"1698","Porsanger",2012,2020,0,0
"1699","Porsanger",2013,2020,0,0
"1700","Porsanger",2014,2020,0,0
"1714","Lebesby",2005,2022,0.19439252,129.5293738
"1715","Lebesby",2006,2022,0,0
"1716","Lebesby",2007,2022,0,0
"1717","Lebesby",2008,2022,0,0
"1718","Lebesby",2009,2022,0.359398671,117.9205009
"1719","Lebesby",2010,2022,0.276433255,471.1815885
"1720","Lebesby",2011,2022,0.324412864,1219.838759
"1721","Lebesby",2012,2022,0.331330759,1953.989685
"1722","Lebesby",2013,2022,0.415437939,3824.428608
"1723","Lebesby",2014,2022,0.315138137,3641.583475
"1737","Gamvik",2005,2023,0,0
"1738","Gamvik",2006,2023,0,0
"1739","Gamvik",2007,2023,0,0
"1740","Gamvik",2008,2023,0,0
"1741","Gamvik",2009,2023,0,0
"1742","Gamvik",2010,2023,0,0
"1743","Gamvik",2011,2023,0,0
"1744","Gamvik",2012,2023,0,0
"1745","Gamvik",2013,2023,0,0
"1746","Gamvik",2014,2023,0,0
"1760","Berlevag",2005,2024,0,0
"1761","Berlevag",2006,2024,0,0
"1762","Berlevag",2007,2024,0,0
"1763","Berlevag",2008,2024,0,0
"1764","Berlevag",2009,2024,0,0
"1765","Berlevag",2010,2024,0,0
"1766","Berlevag",2011,2024,0,0
"1767","Berlevag",2012,2024,0,0
"1768","Berlevag",2013,2024,0,0
"1769","Berlevag",2014,2024,0,0
"1783","Tana",2005,2025,0,0
"1784","Tana",2006,2025,0,0
"1785","Tana",2007,2025,0,0
"1786","Tana",2008,2025,0,0
"1787","Tana",2009,2025,0,0
"1788","Tana",2010,2025,0,0
"1789","Tana",2011,2025,0,0
"1790","Tana",2012,2025,0,0
"1791","Tana",2013,2025,0,0
"1792","Tana",2014,2025,0,0
"1806","Nesseby",2005,2027,0.263433912,423.4328686
"1807","Nesseby",2006,2027,0.225924643,17.87402815
"1808","Nesseby",2007,2027,0.444135754,49.33904087
"1809","Nesseby",2008,2027,0.372698286,753.9067638
"1810","Nesseby",2009,2027,0.30051189,1758.921634
"1811","Nesseby",2010,2027,0.290236886,1189.573029
"1812","Nesseby",2011,2027,0.308064025,1228.441036
"1813","Nesseby",2012,2027,0.301632817,2364.487888
"1814","Nesseby",2013,2027,0.329511111,1712.157526
"1815","Nesseby",2014,2027,0.417658833,961.3274237
"1829","Batsfjord",2005,2028,0,0
"1830","Batsfjord",2006,2028,0,0
"1831","Batsfjord",2007,2028,0,0
"1832","Batsfjord",2008,2028,0,0
"1833","Batsfjord",2009,2028,0,0
"1834","Batsfjord",2010,2028,0,0
"1835","Batsfjord",2011,2028,0,0
"1836","Batsfjord",2012,2028,0,0
"1837","Batsfjord",2013,2028,0,0
"1838","Batsfjord",2014,2028,0,0
"1852","Sor-Varanger",2005,2030,0,0
"1853","Sor-Varanger",2006,2030,0.415140276,350.9907249
"1854","Sor-Varanger",2007,2030,0.342141867,697.8007333
"1855","Sor-Varanger",2008,2030,0.276988892,777.2372016
"1856","Sor-Varanger",2009,2030,0.28354806,1345.734972
"1857","Sor-Varanger",2010,2030,0.300430587,1798.420456
"1858","Sor-Varanger",2011,2030,0.328184537,2385.522859
"1859","Sor-Varanger",2012,2030,0.190960209,503.2049743
"1860","Sor-Varanger",2013,2030,0.293941011,3092.568079
"1861","Sor-Varanger",2014,2030,0.324552639,2431.83106
