"","Kommune","Kommunenummer","Ar","Uke","tot_loc","key"
"1","Alstahaug",1820,2012,1,5,"Alstahaug _ 2012 _ 1"
"2","Alstahaug",1820,2012,2,5,"Alstahaug _ 2012 _ 2"
"3","Alstahaug",1820,2012,3,5,"Alstahaug _ 2012 _ 3"
"4","Alstahaug",1820,2012,4,5,"Alstahaug _ 2012 _ 4"
"5","Alstahaug",1820,2012,5,5,"Alstahaug _ 2012 _ 5"
"6","Alstahaug",1820,2012,6,5,"Alstahaug _ 2012 _ 6"
"7","Alstahaug",1820,2012,7,5,"Alstahaug _ 2012 _ 7"
"8","Alstahaug",1820,2012,8,5,"Alstahaug _ 2012 _ 8"
"9","Alstahaug",1820,2012,9,5,"Alstahaug _ 2012 _ 9"
"10","Alstahaug",1820,2012,10,5,"Alstahaug _ 2012 _ 10"
"11","Alstahaug",1820,2012,11,5,"Alstahaug _ 2012 _ 11"
"12","Alstahaug",1820,2012,12,5,"Alstahaug _ 2012 _ 12"
"13","Alstahaug",1820,2012,13,5,"Alstahaug _ 2012 _ 13"
"14","Alstahaug",1820,2012,14,5,"Alstahaug _ 2012 _ 14"
"15","Alstahaug",1820,2012,15,5,"Alstahaug _ 2012 _ 15"
"16","Alstahaug",1820,2012,16,5,"Alstahaug _ 2012 _ 16"
"17","Alstahaug",1820,2012,17,5,"Alstahaug _ 2012 _ 17"
"18","Alstahaug",1820,2012,18,5,"Alstahaug _ 2012 _ 18"
"19","Alstahaug",1820,2012,19,5,"Alstahaug _ 2012 _ 19"
"20","Alstahaug",1820,2012,20,5,"Alstahaug _ 2012 _ 20"
"21","Alstahaug",1820,2012,21,5,"Alstahaug _ 2012 _ 21"
"22","Alstahaug",1820,2012,22,5,"Alstahaug _ 2012 _ 22"
"23","Alstahaug",1820,2012,23,5,"Alstahaug _ 2012 _ 23"
"24","Alstahaug",1820,2012,24,5,"Alstahaug _ 2012 _ 24"
"25","Alstahaug",1820,2012,25,5,"Alstahaug _ 2012 _ 25"
"26","Alstahaug",1820,2012,26,5,"Alstahaug _ 2012 _ 26"
"27","Alstahaug",1820,2012,27,5,"Alstahaug _ 2012 _ 27"
"28","Alstahaug",1820,2012,28,5,"Alstahaug _ 2012 _ 28"
"29","Alstahaug",1820,2012,29,5,"Alstahaug _ 2012 _ 29"
"30","Alstahaug",1820,2012,30,5,"Alstahaug _ 2012 _ 30"
"31","Alstahaug",1820,2012,31,5,"Alstahaug _ 2012 _ 31"
"32","Alstahaug",1820,2012,32,5,"Alstahaug _ 2012 _ 32"
"33","Alstahaug",1820,2012,33,5,"Alstahaug _ 2012 _ 33"
"34","Alstahaug",1820,2012,34,5,"Alstahaug _ 2012 _ 34"
"35","Alstahaug",1820,2012,35,5,"Alstahaug _ 2012 _ 35"
"36","Alstahaug",1820,2012,36,5,"Alstahaug _ 2012 _ 36"
"37","Alstahaug",1820,2012,37,5,"Alstahaug _ 2012 _ 37"
"38","Alstahaug",1820,2012,38,5,"Alstahaug _ 2012 _ 38"
"39","Alstahaug",1820,2012,39,5,"Alstahaug _ 2012 _ 39"
"40","Alstahaug",1820,2012,40,5,"Alstahaug _ 2012 _ 40"
"41","Alstahaug",1820,2012,41,5,"Alstahaug _ 2012 _ 41"
"42","Alstahaug",1820,2012,42,5,"Alstahaug _ 2012 _ 42"
"43","Alstahaug",1820,2012,43,5,"Alstahaug _ 2012 _ 43"
"44","Alstahaug",1820,2012,44,5,"Alstahaug _ 2012 _ 44"
"45","Alstahaug",1820,2012,45,5,"Alstahaug _ 2012 _ 45"
"46","Alstahaug",1820,2012,46,5,"Alstahaug _ 2012 _ 46"
"47","Alstahaug",1820,2012,47,5,"Alstahaug _ 2012 _ 47"
"48","Alstahaug",1820,2012,48,5,"Alstahaug _ 2012 _ 48"
"49","Alstahaug",1820,2012,49,5,"Alstahaug _ 2012 _ 49"
"50","Alstahaug",1820,2012,50,5,"Alstahaug _ 2012 _ 50"
"51","Alstahaug",1820,2012,51,5,"Alstahaug _ 2012 _ 51"
"52","Alstahaug",1820,2012,52,5,"Alstahaug _ 2012 _ 52"
"53","Alstahaug",1820,2013,1,5,"Alstahaug _ 2013 _ 1"
"54","Alstahaug",1820,2013,2,5,"Alstahaug _ 2013 _ 2"
"55","Alstahaug",1820,2013,3,5,"Alstahaug _ 2013 _ 3"
"56","Alstahaug",1820,2013,4,5,"Alstahaug _ 2013 _ 4"
"57","Alstahaug",1820,2013,5,5,"Alstahaug _ 2013 _ 5"
"58","Alstahaug",1820,2013,6,5,"Alstahaug _ 2013 _ 6"
"59","Alstahaug",1820,2013,7,5,"Alstahaug _ 2013 _ 7"
"60","Alstahaug",1820,2013,8,5,"Alstahaug _ 2013 _ 8"
"61","Alstahaug",1820,2013,9,5,"Alstahaug _ 2013 _ 9"
"62","Alstahaug",1820,2013,10,5,"Alstahaug _ 2013 _ 10"
"63","Alstahaug",1820,2013,11,5,"Alstahaug _ 2013 _ 11"
"64","Alstahaug",1820,2013,12,5,"Alstahaug _ 2013 _ 12"
"65","Alstahaug",1820,2013,13,5,"Alstahaug _ 2013 _ 13"
"66","Alstahaug",1820,2013,14,5,"Alstahaug _ 2013 _ 14"
"67","Alstahaug",1820,2013,15,5,"Alstahaug _ 2013 _ 15"
"68","Alstahaug",1820,2013,16,5,"Alstahaug _ 2013 _ 16"
"69","Alstahaug",1820,2013,17,5,"Alstahaug _ 2013 _ 17"
"70","Alstahaug",1820,2013,18,5,"Alstahaug _ 2013 _ 18"
"71","Alstahaug",1820,2013,19,5,"Alstahaug _ 2013 _ 19"
"72","Alstahaug",1820,2013,20,5,"Alstahaug _ 2013 _ 20"
"73","Alstahaug",1820,2013,21,5,"Alstahaug _ 2013 _ 21"
"74","Alstahaug",1820,2013,22,5,"Alstahaug _ 2013 _ 22"
"75","Alstahaug",1820,2013,23,5,"Alstahaug _ 2013 _ 23"
"76","Alstahaug",1820,2013,24,5,"Alstahaug _ 2013 _ 24"
"77","Alstahaug",1820,2013,25,5,"Alstahaug _ 2013 _ 25"
"78","Alstahaug",1820,2013,26,5,"Alstahaug _ 2013 _ 26"
"79","Alstahaug",1820,2013,27,5,"Alstahaug _ 2013 _ 27"
"80","Alstahaug",1820,2013,28,5,"Alstahaug _ 2013 _ 28"
"81","Alstahaug",1820,2013,29,5,"Alstahaug _ 2013 _ 29"
"82","Alstahaug",1820,2013,30,5,"Alstahaug _ 2013 _ 30"
"83","Alstahaug",1820,2013,31,5,"Alstahaug _ 2013 _ 31"
"84","Alstahaug",1820,2013,32,5,"Alstahaug _ 2013 _ 32"
"85","Alstahaug",1820,2013,33,5,"Alstahaug _ 2013 _ 33"
"86","Alstahaug",1820,2013,34,5,"Alstahaug _ 2013 _ 34"
"87","Alstahaug",1820,2013,35,5,"Alstahaug _ 2013 _ 35"
"88","Alstahaug",1820,2013,36,5,"Alstahaug _ 2013 _ 36"
"89","Alstahaug",1820,2013,37,5,"Alstahaug _ 2013 _ 37"
"90","Alstahaug",1820,2013,38,5,"Alstahaug _ 2013 _ 38"
"91","Alstahaug",1820,2013,39,5,"Alstahaug _ 2013 _ 39"
"92","Alstahaug",1820,2013,40,5,"Alstahaug _ 2013 _ 40"
"93","Alstahaug",1820,2013,41,5,"Alstahaug _ 2013 _ 41"
"94","Alstahaug",1820,2013,42,5,"Alstahaug _ 2013 _ 42"
"95","Alstahaug",1820,2013,43,5,"Alstahaug _ 2013 _ 43"
"96","Alstahaug",1820,2013,44,5,"Alstahaug _ 2013 _ 44"
"97","Alstahaug",1820,2013,45,5,"Alstahaug _ 2013 _ 45"
"98","Alstahaug",1820,2013,46,5,"Alstahaug _ 2013 _ 46"
"99","Alstahaug",1820,2013,47,5,"Alstahaug _ 2013 _ 47"
"100","Alstahaug",1820,2013,48,5,"Alstahaug _ 2013 _ 48"
"101","Alstahaug",1820,2013,49,5,"Alstahaug _ 2013 _ 49"
"102","Alstahaug",1820,2013,50,5,"Alstahaug _ 2013 _ 50"
"103","Alstahaug",1820,2013,51,5,"Alstahaug _ 2013 _ 51"
"104","Alstahaug",1820,2013,52,5,"Alstahaug _ 2013 _ 52"
"105","Alstahaug",1820,2014,1,5,"Alstahaug _ 2014 _ 1"
"106","Alstahaug",1820,2014,2,5,"Alstahaug _ 2014 _ 2"
"107","Alstahaug",1820,2014,3,5,"Alstahaug _ 2014 _ 3"
"108","Alstahaug",1820,2014,4,5,"Alstahaug _ 2014 _ 4"
"109","Alstahaug",1820,2014,5,5,"Alstahaug _ 2014 _ 5"
"110","Alstahaug",1820,2014,6,5,"Alstahaug _ 2014 _ 6"
"111","Alstahaug",1820,2014,7,5,"Alstahaug _ 2014 _ 7"
"112","Alstahaug",1820,2014,8,5,"Alstahaug _ 2014 _ 8"
"113","Alstahaug",1820,2014,9,5,"Alstahaug _ 2014 _ 9"
"114","Alstahaug",1820,2014,10,5,"Alstahaug _ 2014 _ 10"
"115","Alstahaug",1820,2014,11,5,"Alstahaug _ 2014 _ 11"
"116","Alstahaug",1820,2014,12,5,"Alstahaug _ 2014 _ 12"
"117","Alstahaug",1820,2014,13,5,"Alstahaug _ 2014 _ 13"
"118","Alstahaug",1820,2014,14,5,"Alstahaug _ 2014 _ 14"
"119","Alstahaug",1820,2014,15,5,"Alstahaug _ 2014 _ 15"
"120","Alstahaug",1820,2014,16,5,"Alstahaug _ 2014 _ 16"
"121","Alstahaug",1820,2014,17,5,"Alstahaug _ 2014 _ 17"
"122","Alstahaug",1820,2014,18,5,"Alstahaug _ 2014 _ 18"
"123","Alstahaug",1820,2014,19,5,"Alstahaug _ 2014 _ 19"
"124","Alstahaug",1820,2014,20,5,"Alstahaug _ 2014 _ 20"
"125","Alstahaug",1820,2014,21,5,"Alstahaug _ 2014 _ 21"
"126","Alstahaug",1820,2014,22,5,"Alstahaug _ 2014 _ 22"
"127","Alstahaug",1820,2014,23,5,"Alstahaug _ 2014 _ 23"
"128","Alstahaug",1820,2014,24,5,"Alstahaug _ 2014 _ 24"
"129","Alstahaug",1820,2014,25,5,"Alstahaug _ 2014 _ 25"
"130","Alstahaug",1820,2014,26,5,"Alstahaug _ 2014 _ 26"
"131","Alstahaug",1820,2014,27,5,"Alstahaug _ 2014 _ 27"
"132","Alstahaug",1820,2014,28,5,"Alstahaug _ 2014 _ 28"
"133","Alstahaug",1820,2014,29,5,"Alstahaug _ 2014 _ 29"
"134","Alstahaug",1820,2014,30,5,"Alstahaug _ 2014 _ 30"
"135","Alstahaug",1820,2014,31,5,"Alstahaug _ 2014 _ 31"
"136","Alstahaug",1820,2014,32,5,"Alstahaug _ 2014 _ 32"
"137","Alstahaug",1820,2014,33,5,"Alstahaug _ 2014 _ 33"
"138","Alstahaug",1820,2014,34,5,"Alstahaug _ 2014 _ 34"
"139","Alstahaug",1820,2014,35,5,"Alstahaug _ 2014 _ 35"
"140","Alstahaug",1820,2014,36,5,"Alstahaug _ 2014 _ 36"
"141","Alstahaug",1820,2014,37,5,"Alstahaug _ 2014 _ 37"
"142","Alstahaug",1820,2014,38,5,"Alstahaug _ 2014 _ 38"
"143","Alstahaug",1820,2014,39,5,"Alstahaug _ 2014 _ 39"
"144","Alstahaug",1820,2014,40,5,"Alstahaug _ 2014 _ 40"
"145","Alstahaug",1820,2014,41,5,"Alstahaug _ 2014 _ 41"
"146","Alstahaug",1820,2014,42,5,"Alstahaug _ 2014 _ 42"
"147","Alstahaug",1820,2014,43,5,"Alstahaug _ 2014 _ 43"
"148","Alstahaug",1820,2014,44,5,"Alstahaug _ 2014 _ 44"
"149","Alstahaug",1820,2014,45,5,"Alstahaug _ 2014 _ 45"
"150","Alstahaug",1820,2014,46,5,"Alstahaug _ 2014 _ 46"
"151","Alstahaug",1820,2014,47,5,"Alstahaug _ 2014 _ 47"
"152","Alstahaug",1820,2014,48,5,"Alstahaug _ 2014 _ 48"
"153","Alstahaug",1820,2014,49,5,"Alstahaug _ 2014 _ 49"
"154","Alstahaug",1820,2014,50,5,"Alstahaug _ 2014 _ 50"
"155","Alstahaug",1820,2014,51,5,"Alstahaug _ 2014 _ 51"
"156","Alstahaug",1820,2014,52,5,"Alstahaug _ 2014 _ 52"
"157","Alstahaug",1820,2015,1,5,"Alstahaug _ 2015 _ 1"
"158","Alstahaug",1820,2015,2,5,"Alstahaug _ 2015 _ 2"
"159","Alstahaug",1820,2015,3,5,"Alstahaug _ 2015 _ 3"
"160","Alstahaug",1820,2015,4,5,"Alstahaug _ 2015 _ 4"
"161","Alstahaug",1820,2015,5,5,"Alstahaug _ 2015 _ 5"
"162","Alstahaug",1820,2015,6,5,"Alstahaug _ 2015 _ 6"
"163","Alstahaug",1820,2015,7,5,"Alstahaug _ 2015 _ 7"
"164","Alstahaug",1820,2015,8,5,"Alstahaug _ 2015 _ 8"
"165","Alstahaug",1820,2015,9,5,"Alstahaug _ 2015 _ 9"
"166","Alstahaug",1820,2015,10,5,"Alstahaug _ 2015 _ 10"
"167","Alstahaug",1820,2015,11,5,"Alstahaug _ 2015 _ 11"
"168","Alstahaug",1820,2015,12,5,"Alstahaug _ 2015 _ 12"
"169","Alstahaug",1820,2015,13,5,"Alstahaug _ 2015 _ 13"
"170","Alstahaug",1820,2015,14,5,"Alstahaug _ 2015 _ 14"
"171","Alstahaug",1820,2015,15,5,"Alstahaug _ 2015 _ 15"
"172","Alstahaug",1820,2015,16,5,"Alstahaug _ 2015 _ 16"
"173","Alstahaug",1820,2015,17,5,"Alstahaug _ 2015 _ 17"
"174","Alstahaug",1820,2015,18,5,"Alstahaug _ 2015 _ 18"
"175","Alstahaug",1820,2015,19,5,"Alstahaug _ 2015 _ 19"
"176","Alstahaug",1820,2015,20,5,"Alstahaug _ 2015 _ 20"
"177","Alstahaug",1820,2015,21,5,"Alstahaug _ 2015 _ 21"
"178","Alstahaug",1820,2015,22,5,"Alstahaug _ 2015 _ 22"
"179","Alstahaug",1820,2015,23,5,"Alstahaug _ 2015 _ 23"
"180","Alstahaug",1820,2015,24,5,"Alstahaug _ 2015 _ 24"
"181","Alstahaug",1820,2015,25,5,"Alstahaug _ 2015 _ 25"
"182","Alstahaug",1820,2015,26,5,"Alstahaug _ 2015 _ 26"
"183","Alstahaug",1820,2015,27,5,"Alstahaug _ 2015 _ 27"
"184","Alstahaug",1820,2015,28,5,"Alstahaug _ 2015 _ 28"
"185","Alstahaug",1820,2015,29,5,"Alstahaug _ 2015 _ 29"
"186","Alstahaug",1820,2015,30,5,"Alstahaug _ 2015 _ 30"
"187","Alstahaug",1820,2015,31,5,"Alstahaug _ 2015 _ 31"
"188","Alstahaug",1820,2015,32,5,"Alstahaug _ 2015 _ 32"
"189","Alstahaug",1820,2015,33,5,"Alstahaug _ 2015 _ 33"
"190","Alstahaug",1820,2015,34,5,"Alstahaug _ 2015 _ 34"
"191","Alstahaug",1820,2015,35,5,"Alstahaug _ 2015 _ 35"
"192","Alstahaug",1820,2015,36,5,"Alstahaug _ 2015 _ 36"
"193","Alstahaug",1820,2015,37,5,"Alstahaug _ 2015 _ 37"
"194","Alstahaug",1820,2015,38,5,"Alstahaug _ 2015 _ 38"
"195","Alstahaug",1820,2015,39,5,"Alstahaug _ 2015 _ 39"
"196","Alstahaug",1820,2015,40,5,"Alstahaug _ 2015 _ 40"
"197","Alstahaug",1820,2015,41,5,"Alstahaug _ 2015 _ 41"
"198","Alstahaug",1820,2015,42,5,"Alstahaug _ 2015 _ 42"
"199","Alstahaug",1820,2015,43,5,"Alstahaug _ 2015 _ 43"
"200","Alstahaug",1820,2015,44,5,"Alstahaug _ 2015 _ 44"
"201","Alstahaug",1820,2015,45,5,"Alstahaug _ 2015 _ 45"
"202","Alstahaug",1820,2015,46,5,"Alstahaug _ 2015 _ 46"
"203","Alstahaug",1820,2015,47,4,"Alstahaug _ 2015 _ 47"
"204","Alstahaug",1820,2015,48,4,"Alstahaug _ 2015 _ 48"
"205","Alstahaug",1820,2015,49,4,"Alstahaug _ 2015 _ 49"
"206","Alstahaug",1820,2015,50,4,"Alstahaug _ 2015 _ 50"
"207","Alstahaug",1820,2015,51,4,"Alstahaug _ 2015 _ 51"
"208","Alstahaug",1820,2015,52,4,"Alstahaug _ 2015 _ 52"
"209","Alstahaug",1820,2015,53,4,"Alstahaug _ 2015 _ 53"
"210","Alstahaug",1820,2016,1,4,"Alstahaug _ 2016 _ 1"
"211","Alstahaug",1820,2016,2,4,"Alstahaug _ 2016 _ 2"
"212","Alstahaug",1820,2016,3,4,"Alstahaug _ 2016 _ 3"
"213","Alstahaug",1820,2016,4,4,"Alstahaug _ 2016 _ 4"
"214","Alstahaug",1820,2016,5,4,"Alstahaug _ 2016 _ 5"
"215","Alstahaug",1820,2016,6,4,"Alstahaug _ 2016 _ 6"
"216","Alstahaug",1820,2016,7,4,"Alstahaug _ 2016 _ 7"
"217","Alstahaug",1820,2016,8,4,"Alstahaug _ 2016 _ 8"
"218","Alstahaug",1820,2016,9,4,"Alstahaug _ 2016 _ 9"
"219","Alstahaug",1820,2016,10,4,"Alstahaug _ 2016 _ 10"
"220","Alstahaug",1820,2016,11,4,"Alstahaug _ 2016 _ 11"
"221","Alstahaug",1820,2016,12,4,"Alstahaug _ 2016 _ 12"
"222","Alstahaug",1820,2016,13,4,"Alstahaug _ 2016 _ 13"
"223","Alstahaug",1820,2016,14,4,"Alstahaug _ 2016 _ 14"
"224","Alstahaug",1820,2016,15,4,"Alstahaug _ 2016 _ 15"
"225","Alstahaug",1820,2016,16,4,"Alstahaug _ 2016 _ 16"
"226","Alstahaug",1820,2016,17,4,"Alstahaug _ 2016 _ 17"
"227","Alstahaug",1820,2016,18,4,"Alstahaug _ 2016 _ 18"
"228","Alstahaug",1820,2016,19,4,"Alstahaug _ 2016 _ 19"
"229","Alstahaug",1820,2016,20,4,"Alstahaug _ 2016 _ 20"
"230","Alstahaug",1820,2016,21,4,"Alstahaug _ 2016 _ 21"
"231","Alstahaug",1820,2016,22,4,"Alstahaug _ 2016 _ 22"
"232","Alstahaug",1820,2016,23,4,"Alstahaug _ 2016 _ 23"
"233","Alstahaug",1820,2016,24,4,"Alstahaug _ 2016 _ 24"
"234","Alstahaug",1820,2016,25,4,"Alstahaug _ 2016 _ 25"
"235","Alstahaug",1820,2016,26,4,"Alstahaug _ 2016 _ 26"
"236","Alstahaug",1820,2016,27,4,"Alstahaug _ 2016 _ 27"
"237","Alstahaug",1820,2016,28,4,"Alstahaug _ 2016 _ 28"
"238","Alstahaug",1820,2016,29,4,"Alstahaug _ 2016 _ 29"
"239","Alstahaug",1820,2016,30,4,"Alstahaug _ 2016 _ 30"
"240","Alstahaug",1820,2016,31,4,"Alstahaug _ 2016 _ 31"
"241","Alstahaug",1820,2016,32,4,"Alstahaug _ 2016 _ 32"
"242","Alstahaug",1820,2016,33,4,"Alstahaug _ 2016 _ 33"
"243","Alstahaug",1820,2016,34,4,"Alstahaug _ 2016 _ 34"
"244","Alstahaug",1820,2016,35,4,"Alstahaug _ 2016 _ 35"
"245","Alstahaug",1820,2016,36,4,"Alstahaug _ 2016 _ 36"
"246","Alstahaug",1820,2016,37,4,"Alstahaug _ 2016 _ 37"
"247","Alstahaug",1820,2016,38,4,"Alstahaug _ 2016 _ 38"
"248","Alstahaug",1820,2016,39,4,"Alstahaug _ 2016 _ 39"
"249","Alstahaug",1820,2016,40,4,"Alstahaug _ 2016 _ 40"
"250","Alstahaug",1820,2016,41,4,"Alstahaug _ 2016 _ 41"
"251","Alstahaug",1820,2016,42,4,"Alstahaug _ 2016 _ 42"
"252","Alstahaug",1820,2016,43,4,"Alstahaug _ 2016 _ 43"
"253","Alstahaug",1820,2016,44,4,"Alstahaug _ 2016 _ 44"
"254","Alstahaug",1820,2016,45,4,"Alstahaug _ 2016 _ 45"
"255","Alstahaug",1820,2016,46,4,"Alstahaug _ 2016 _ 46"
"256","Alstahaug",1820,2016,47,4,"Alstahaug _ 2016 _ 47"
"257","Alstahaug",1820,2016,48,4,"Alstahaug _ 2016 _ 48"
"258","Alstahaug",1820,2016,49,4,"Alstahaug _ 2016 _ 49"
"259","Alstahaug",1820,2016,50,4,"Alstahaug _ 2016 _ 50"
"260","Alstahaug",1820,2016,51,4,"Alstahaug _ 2016 _ 51"
"261","Alstahaug",1820,2016,52,4,"Alstahaug _ 2016 _ 52"
"262","Alstahaug",1820,2017,1,4,"Alstahaug _ 2017 _ 1"
"263","Alstahaug",1820,2017,2,4,"Alstahaug _ 2017 _ 2"
"264","Alstahaug",1820,2017,3,4,"Alstahaug _ 2017 _ 3"
"265","Alstahaug",1820,2017,4,4,"Alstahaug _ 2017 _ 4"
"266","Alstahaug",1820,2017,5,4,"Alstahaug _ 2017 _ 5"
"267","Alstahaug",1820,2017,6,4,"Alstahaug _ 2017 _ 6"
"268","Alstahaug",1820,2017,7,4,"Alstahaug _ 2017 _ 7"
"269","Alstahaug",1820,2017,8,4,"Alstahaug _ 2017 _ 8"
"270","Alstahaug",1820,2017,9,4,"Alstahaug _ 2017 _ 9"
"271","Alstahaug",1820,2017,10,4,"Alstahaug _ 2017 _ 10"
"272","Alstahaug",1820,2017,11,4,"Alstahaug _ 2017 _ 11"
"273","Alstahaug",1820,2017,12,4,"Alstahaug _ 2017 _ 12"
"274","Alstahaug",1820,2017,13,4,"Alstahaug _ 2017 _ 13"
"275","Alstahaug",1820,2017,14,4,"Alstahaug _ 2017 _ 14"
"276","Alstahaug",1820,2017,15,4,"Alstahaug _ 2017 _ 15"
"277","Alstahaug",1820,2017,16,4,"Alstahaug _ 2017 _ 16"
"278","Alstahaug",1820,2017,17,4,"Alstahaug _ 2017 _ 17"
"279","Alstahaug",1820,2017,18,4,"Alstahaug _ 2017 _ 18"
"280","Alstahaug",1820,2017,19,4,"Alstahaug _ 2017 _ 19"
"281","Alstahaug",1820,2017,20,4,"Alstahaug _ 2017 _ 20"
"282","Alstahaug",1820,2017,21,4,"Alstahaug _ 2017 _ 21"
"283","Alstahaug",1820,2017,22,4,"Alstahaug _ 2017 _ 22"
"284","Alstahaug",1820,2017,23,4,"Alstahaug _ 2017 _ 23"
"285","Alstahaug",1820,2017,24,4,"Alstahaug _ 2017 _ 24"
"286","Alstahaug",1820,2017,25,4,"Alstahaug _ 2017 _ 25"
"287","Alstahaug",1820,2017,26,4,"Alstahaug _ 2017 _ 26"
"288","Alstahaug",1820,2017,27,4,"Alstahaug _ 2017 _ 27"
"289","Alstahaug",1820,2017,28,4,"Alstahaug _ 2017 _ 28"
"290","Alstahaug",1820,2017,29,4,"Alstahaug _ 2017 _ 29"
"291","Alstahaug",1820,2017,30,4,"Alstahaug _ 2017 _ 30"
"292","Alstahaug",1820,2017,31,4,"Alstahaug _ 2017 _ 31"
"293","Alstahaug",1820,2017,32,4,"Alstahaug _ 2017 _ 32"
"294","Alstahaug",1820,2017,33,4,"Alstahaug _ 2017 _ 33"
"295","Alstahaug",1820,2017,34,4,"Alstahaug _ 2017 _ 34"
"296","Alstahaug",1820,2017,35,4,"Alstahaug _ 2017 _ 35"
"297","Alstahaug",1820,2017,36,4,"Alstahaug _ 2017 _ 36"
"298","Alstahaug",1820,2017,37,4,"Alstahaug _ 2017 _ 37"
"299","Alstahaug",1820,2017,38,4,"Alstahaug _ 2017 _ 38"
"300","Alstahaug",1820,2017,39,4,"Alstahaug _ 2017 _ 39"
"301","Alstahaug",1820,2017,40,4,"Alstahaug _ 2017 _ 40"
"302","Alstahaug",1820,2017,41,4,"Alstahaug _ 2017 _ 41"
"303","Alstahaug",1820,2017,42,4,"Alstahaug _ 2017 _ 42"
"304","Alstahaug",1820,2017,43,4,"Alstahaug _ 2017 _ 43"
"305","Alstahaug",1820,2017,44,4,"Alstahaug _ 2017 _ 44"
"306","Alstahaug",1820,2017,45,4,"Alstahaug _ 2017 _ 45"
"307","Alstahaug",1820,2017,46,4,"Alstahaug _ 2017 _ 46"
"308","Alstahaug",1820,2017,47,4,"Alstahaug _ 2017 _ 47"
"309","Alstahaug",1820,2017,48,4,"Alstahaug _ 2017 _ 48"
"310","Alstahaug",1820,2017,49,4,"Alstahaug _ 2017 _ 49"
"311","Alstahaug",1820,2017,50,4,"Alstahaug _ 2017 _ 50"
"312","Alstahaug",1820,2017,51,4,"Alstahaug _ 2017 _ 51"
"313","Alstahaug",1820,2017,52,4,"Alstahaug _ 2017 _ 52"
"314","Alstahaug",1820,2018,1,4,"Alstahaug _ 2018 _ 1"
"315","Alstahaug",1820,2018,2,4,"Alstahaug _ 2018 _ 2"
"316","Alstahaug",1820,2018,3,4,"Alstahaug _ 2018 _ 3"
"317","Alstahaug",1820,2018,4,4,"Alstahaug _ 2018 _ 4"
"318","Alstahaug",1820,2018,5,4,"Alstahaug _ 2018 _ 5"
"319","Alstahaug",1820,2018,6,4,"Alstahaug _ 2018 _ 6"
"320","Alstahaug",1820,2018,7,4,"Alstahaug _ 2018 _ 7"
"321","Alstahaug",1820,2018,8,4,"Alstahaug _ 2018 _ 8"
"322","Alstahaug",1820,2018,9,4,"Alstahaug _ 2018 _ 9"
"323","Alstahaug",1820,2018,10,4,"Alstahaug _ 2018 _ 10"
"324","Alstahaug",1820,2018,11,4,"Alstahaug _ 2018 _ 11"
"325","Alstahaug",1820,2018,12,4,"Alstahaug _ 2018 _ 12"
"326","Alstahaug",1820,2018,13,4,"Alstahaug _ 2018 _ 13"
"327","Alstahaug",1820,2018,14,3,"Alstahaug _ 2018 _ 14"
"328","Alstahaug",1820,2018,15,3,"Alstahaug _ 2018 _ 15"
"329","Alstahaug",1820,2018,16,3,"Alstahaug _ 2018 _ 16"
"330","Alstahaug",1820,2018,17,3,"Alstahaug _ 2018 _ 17"
"331","Alstahaug",1820,2018,18,3,"Alstahaug _ 2018 _ 18"
"332","Alstahaug",1820,2018,19,3,"Alstahaug _ 2018 _ 19"
"333","Alstahaug",1820,2018,20,3,"Alstahaug _ 2018 _ 20"
"334","Alstahaug",1820,2018,21,3,"Alstahaug _ 2018 _ 21"
"335","Alstahaug",1820,2018,22,3,"Alstahaug _ 2018 _ 22"
"336","Alstahaug",1820,2018,23,3,"Alstahaug _ 2018 _ 23"
"337","Alstahaug",1820,2018,24,3,"Alstahaug _ 2018 _ 24"
"338","Alstahaug",1820,2018,25,3,"Alstahaug _ 2018 _ 25"
"339","Alstahaug",1820,2018,26,3,"Alstahaug _ 2018 _ 26"
"340","Alstahaug",1820,2018,27,3,"Alstahaug _ 2018 _ 27"
"341","Alstahaug",1820,2018,28,3,"Alstahaug _ 2018 _ 28"
"342","Alstahaug",1820,2018,29,3,"Alstahaug _ 2018 _ 29"
"343","Alstahaug",1820,2018,30,3,"Alstahaug _ 2018 _ 30"
"344","Alstahaug",1820,2018,31,3,"Alstahaug _ 2018 _ 31"
"345","Alstahaug",1820,2018,32,3,"Alstahaug _ 2018 _ 32"
"346","Alstahaug",1820,2018,33,3,"Alstahaug _ 2018 _ 33"
"347","Alstahaug",1820,2018,34,3,"Alstahaug _ 2018 _ 34"
"348","Alstahaug",1820,2018,35,3,"Alstahaug _ 2018 _ 35"
"349","Alstahaug",1820,2018,36,3,"Alstahaug _ 2018 _ 36"
"350","Alstahaug",1820,2018,37,3,"Alstahaug _ 2018 _ 37"
"351","Alstahaug",1820,2018,38,3,"Alstahaug _ 2018 _ 38"
"352","Alstahaug",1820,2018,39,3,"Alstahaug _ 2018 _ 39"
"353","Alstahaug",1820,2018,40,3,"Alstahaug _ 2018 _ 40"
"354","Alstahaug",1820,2018,41,3,"Alstahaug _ 2018 _ 41"
"355","Alstahaug",1820,2018,42,3,"Alstahaug _ 2018 _ 42"
"356","Alstahaug",1820,2018,43,3,"Alstahaug _ 2018 _ 43"
"357","Alstahaug",1820,2018,44,3,"Alstahaug _ 2018 _ 44"
"358","Alstahaug",1820,2018,45,3,"Alstahaug _ 2018 _ 45"
