"year","county","municip_number","municip","production_final","efcr_region","ref_efcr","efcr_score"
2006,"Finnmark",2004,"Hammerfest",996864.37184,1.42949957428834,1.2919824295079,0.89356113392903
2006,"Finnmark",2012,"Alta",13095054.18224,1.42949957428834,1.2919824295079,0.89356113392903
2006,"Finnmark",2014,"Loppa",7172847.19528,1.42949957428834,1.2919824295079,0.89356113392903
2006,"Finnmark",2017,"Kvalsund",2650313.8552,1.42949957428834,1.2919824295079,0.89356113392903
2006,"Finnmark",2019,"Nordkapp",99961.98976,1.42949957428834,1.2919824295079,0.89356113392903
2006,"Finnmark",2027,"Nesseby",NA,1.42949957428834,1.2919824295079,0.89356113392903
2006,"Finnmark",2030,"Sor-Varanger",695983.09176,1.42949957428834,1.2919824295079,0.89356113392903
2006,"Troms",1902,"Tromso",3973506.41296,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1903,"Harstad",3182648.28,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1911,"Kvaefjord",3804012.60768,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1913,"Skanland",5453629.4608,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1917,"Ibestad",3955807.76528,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1919,"Gratangen",1630754.93312,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1920,"Lavangen",2453791.66208,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1923,"Salangen",450854.60112,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1926,"Dyroy",2629478.7268,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1927,"Tranoy",3738925.298,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1928,"Torsken",7911249.72752,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1929,"Berg",2808754.85816,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1931,"Lenvik",1912726.32144,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1936,"Karlsoy",5162228.40648,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1938,"Lyngen",656093.44296,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1940,"Kafjord",1661153.3848,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1941,"Skjervoy",8433260.29208,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1942,"Nordreisa",4267807.95552,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Troms",1943,"Kvaenangen",4518507.93528,1.42578423069247,1.2919824295079,0.89643682597484
2006,"Nordland",1804,"Bodo",1377272.75928,1.2919824295079,1.2919824295079,1
2006,"Nordland",1811,"Bindal",4001198.72344,1.2919824295079,1.2919824295079,1
2006,"Nordland",1812,"Somna",3239827.67688,1.2919824295079,1.2919824295079,1
2006,"Nordland",1813,"Bronnoy",2603238.87936,1.2919824295079,1.2919824295079,1
2006,"Nordland",1815,"Vega",1501494.16824,1.2919824295079,1.2919824295079,1
2006,"Nordland",1816,"Vevelstad",4176280.70592,1.2919824295079,1.2919824295079,1
2006,"Nordland",1818,"Heroy",6680206.08696,1.2919824295079,1.2919824295079,1
2006,"Nordland",1820,"Alstahaug",2547282.4392,1.2919824295079,1.2919824295079,1
2006,"Nordland",1824,"Vefsn",1515523.44768,1.2919824295079,1.2919824295079,1
2006,"Nordland",1827,"Donna",721073.45664,1.2919824295079,1.2919824295079,1
2006,"Nordland",1828,"Nesna",866454.71992,1.2919824295079,1.2919824295079,1
2006,"Nordland",1833,"Rana",746864.63056,1.2919824295079,1.2919824295079,1
2006,"Nordland",1834,"Luroy",12037893.29208,1.2919824295079,1.2919824295079,1
2006,"Nordland",1835,"Traena",515000.34328,1.2919824295079,1.2919824295079,1
2006,"Nordland",1836,"Rodoy",11853991.4692,1.2919824295079,1.2919824295079,1
2006,"Nordland",1837,"Meloy",5084735.64536,1.2919824295079,1.2919824295079,1
2006,"Nordland",1838,"Gildeskal",7602980.71032,1.2919824295079,1.2919824295079,1
2006,"Nordland",1840,"Saltdal",204918.62056,1.2919824295079,1.2919824295079,1
2006,"Nordland",1841,"Fauske",2003911.38288,1.2919824295079,1.2919824295079,1
2006,"Nordland",1845,"Sorfold",6586442.09216,1.2919824295079,1.2919824295079,1
2006,"Nordland",1848,"Steigen",10522818.44376,1.2919824295079,1.2919824295079,1
2006,"Nordland",1849,"Hamaroy",707026.36224,1.2919824295079,1.2919824295079,1
2006,"Nordland",1850,"Tysfjord",1371265.28928,1.2919824295079,1.2919824295079,1
2006,"Nordland",1851,"Lodingen",4298536.7108,1.2919824295079,1.2919824295079,1
2006,"Nordland",1854,"Ballangen",739661.77248,1.2919824295079,1.2919824295079,1
2006,"Nordland",1859,"Flakstad",2510282.7644,1.2919824295079,1.2919824295079,1
2006,"Nordland",1860,"Vestvagoy",914441.60016,1.2919824295079,1.2919824295079,1
2006,"Nordland",1865,"Vagan",7105063.7248,1.2919824295079,1.2919824295079,1
2006,"Nordland",1866,"Hadsel",5134071.91472,1.2919824295079,1.2919824295079,1
2006,"Nordland",1867,"Bo",3321397.78696,1.2919824295079,1.2919824295079,1
2006,"Nordland",1868,"Oksnes",5918049.7844,1.2919824295079,1.2919824295079,1
2006,"Nordland",1870,"Sortland",3797889.53016,1.2919824295079,1.2919824295079,1
2007,"Finnmark",2004,"Hammerfest",6142081.794,1.46161742250782,1.37651251017426,0.938173527879679
2007,"Finnmark",2012,"Alta",12485901.29744,1.46161742250782,1.37651251017426,0.938173527879679
2007,"Finnmark",2014,"Loppa",5343797.50008,1.46161742250782,1.37651251017426,0.938173527879679
2007,"Finnmark",2017,"Kvalsund",1110143.96656,1.46161742250782,1.37651251017426,0.938173527879679
2007,"Finnmark",2019,"Nordkapp",822503.0628,1.46161742250782,1.37651251017426,0.938173527879679
2007,"Finnmark",2027,"Nesseby",25230.24408,1.46161742250782,1.37651251017426,0.938173527879679
2007,"Finnmark",2030,"Sor-Varanger",1648974.80544,1.46161742250782,1.37651251017426,0.938173527879679
2007,"Troms",1902,"Tromso",6555547.9752,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1903,"Harstad",1258713.9376,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1911,"Kvaefjord",6382082.93944,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1913,"Skanland",5008334.576,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1917,"Ibestad",1515787.91216,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1919,"Gratangen",4321388.53376,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1920,"Lavangen",NA,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1923,"Salangen",NA,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1926,"Dyroy",7185923.9024,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1927,"Tranoy",8740518.24152,1.38309255533183,1.37651251017426,0.99521977090006
2007,"Troms",1928,"Torsken",5811369.03264,1.38309255533183,1.37651251017426,0.99521977090006
