"","Week","Year","Municip_number","Municip_name","locs_above_thr_count","locs_below_thr_count","locs_active","locs_above_thr_prop","locs_below_thr_prop"
"2807",7,2017,1815,"Vega",0,1,1,0,1
"2808",7,2017,1818,"Heroy",0,3,3,0,1
"2809",7,2017,1822,"Leirfjord",1,0,1,1,0
"2810",7,2017,1824,"Vefsn",0,1,1,0,1
"2811",7,2017,1827,"Donna",0,6,6,0,1
"2812",7,2017,1828,"Nesna",0,2,2,0,1
"2813",7,2017,1833,"Rana",0,1,1,0,1
"2814",7,2017,1834,"Luroy",0,8,8,0,1
"2815",7,2017,1835,"Traena",0,1,1,0,1
"2816",7,2017,1836,"Rodoy",0,2,2,0,1
"2817",7,2017,1837,"Meloy",2,4,6,0.333333333333333,0.666666666666667
"2818",7,2017,1838,"Gildeskal",0,6,6,0,1
"2819",7,2017,1845,"Sorfold",0,5,5,0,1
"2820",7,2017,1848,"Steigen",0,7,7,0,1
"2821",7,2017,1849,"Hamaroy",0,2,2,0,1
"2822",7,2017,1850,"Tysfjord",1,1,2,0.5,0.5
"2823",7,2017,1851,"Lodingen",0,3,3,0,1
"2824",7,2017,1852,"Tjeldsund",0,1,1,0,1
"2825",7,2017,1854,"Ballangen",0,1,1,0,1
"2826",7,2017,1859,"Flakstad",0,1,1,0,1
"2827",7,2017,1860,"Vestvagoy",0,1,1,0,1
"2828",7,2017,1865,"Vagan",0,2,2,0,1
"2829",7,2017,1866,"Hadsel",0,3,3,0,1
"2830",7,2017,1867,"Bo",0,4,4,0,1
"2831",7,2017,1868,"Oksnes",1,4,5,0.2,0.8
"2832",7,2017,1870,"Sortland",0,2,2,0,1
"2833",7,2017,1902,"Tromso",0,8,8,0,1
"2834",7,2017,1903,"Harstad",0,6,6,0,1
"2835",7,2017,1911,"Kvaefjord",0,3,3,0,1
"2836",7,2017,1913,"Skanland",0,2,2,0,1
"2837",7,2017,1917,"Ibestad",0,3,3,0,1
"2838",7,2017,1919,"Gratangen",0,1,1,0,1
"2839",7,2017,1920,"Lavangen",0,1,1,0,1
"2840",7,2017,1926,"Dyroy",1,2,3,0.333333333333333,0.666666666666667
"2841",7,2017,1927,"Tranoy",0,3,3,0,1
"2842",7,2017,1928,"Torsken",0,5,5,0,1
"2843",7,2017,1929,"Berg",0,3,3,0,1
"2844",7,2017,1931,"Lenvik",0,5,5,0,1
"2845",7,2017,1936,"Karlsoy",0,2,2,0,1
"2846",7,2017,1938,"Lyngen",0,1,1,0,1
"2847",7,2017,1940,"Kafjord",0,1,1,0,1
"2848",7,2017,1941,"Skjervoy",0,5,5,0,1
"2849",7,2017,1943,"Kvaenangen",0,3,3,0,1
"2850",7,2017,2004,"Hammerfest",0,3,3,0,1
"2851",7,2017,2012,"Alta",0,10,10,0,1
"2852",7,2017,2014,"Loppa",0,4,4,0,1
"2853",7,2017,2017,"Kvalsund",0,5,5,0,1
"2854",7,2017,2018,"Masoy",0,3,3,0,1
"2855",7,2017,2019,"Nordkapp",0,3,3,0,1
"2856",7,2017,2022,"Lebesby",0,2,2,0,1
"2857",7,2017,2028,"Batsfjord",0,1,1,0,1
"2858",7,2018,1804,"Bodo",0,1,1,0,1
"2859",7,2018,1811,"Bindal",0,2,2,0,1
"2860",7,2018,1812,"Somna",0,2,2,0,1
"2861",7,2018,1813,"Bronnoy",0,5,5,0,1
"2862",7,2018,1815,"Vega",0,2,2,0,1
"2863",7,2018,1816,"Vevelstad",0,3,3,0,1
"2864",7,2018,1818,"Heroy",0,4,4,0,1
"2865",7,2018,1820,"Alstahaug",0,1,1,0,1
"2866",7,2018,1824,"Vefsn",0,1,1,0,1
"2867",7,2018,1827,"Donna",0,7,7,0,1
"2868",7,2018,1828,"Nesna",0,1,1,0,1
"2869",7,2018,1833,"Rana",0,1,1,0,1
"2870",7,2018,1834,"Luroy",0,7,7,0,1
"2871",7,2018,1835,"Traena",0,1,1,0,1
"2872",7,2018,1836,"Rodoy",0,10,10,0,1
"2873",7,2018,1837,"Meloy",0,5,5,0,1
"2874",7,2018,1838,"Gildeskal",2,5,7,0.285714285714286,0.714285714285714
"2875",7,2018,1841,"Fauske",0,1,1,0,1
"2876",7,2018,1845,"Sorfold",0,3,3,0,1
"2877",7,2018,1848,"Steigen",0,6,6,0,1
"2878",7,2018,1849,"Hamaroy",0,1,1,0,1
"2879",7,2018,1850,"Tysfjord",0,5,5,0,1
"2880",7,2018,1851,"Lodingen",0,2,2,0,1
"2881",7,2018,1854,"Ballangen",0,2,2,0,1
"2882",7,2018,1859,"Flakstad",0,1,1,0,1
"2883",7,2018,1860,"Vestvagoy",0,1,1,0,1
"2884",7,2018,1865,"Vagan",0,1,1,0,1
"2885",7,2018,1866,"Hadsel",1,3,4,0.25,0.75
"2886",7,2018,1867,"Bo",0,2,2,0,1
"2887",7,2018,1868,"Oksnes",1,3,4,0.25,0.75
"2888",7,2018,1870,"Sortland",0,3,3,0,1
"2889",7,2018,1902,"Tromso",0,3,3,0,1
"2890",7,2018,1903,"Harstad",1,4,5,0.2,0.8
"2891",7,2018,1911,"Kvaefjord",0,1,1,0,1
"2892",7,2018,1917,"Ibestad",0,5,5,0,1
"2893",7,2018,1919,"Gratangen",0,2,2,0,1
"2894",7,2018,1920,"Lavangen",0,1,1,0,1
"2895",7,2018,1923,"Salangen",0,2,2,0,1
"2896",7,2018,1926,"Dyroy",0,3,3,0,1
"2897",7,2018,1927,"Tranoy",0,4,4,0,1
"2898",7,2018,1928,"Torsken",0,2,2,0,1
"2899",7,2018,1929,"Berg",0,4,4,0,1
"2900",7,2018,1931,"Lenvik",0,5,5,0,1
"2901",7,2018,1936,"Karlsoy",0,6,6,0,1
"2902",7,2018,1940,"Kafjord",0,1,1,0,1
"2903",7,2018,1941,"Skjervoy",0,4,4,0,1
"2904",7,2018,1942,"Nordreisa",0,2,2,0,1
"2905",7,2018,1943,"Kvaenangen",0,2,2,0,1
"2906",7,2018,2004,"Hammerfest",0,5,5,0,1
"2907",7,2018,2012,"Alta",0,6,6,0,1
"2908",7,2018,2014,"Loppa",0,5,5,0,1
"2909",7,2018,2015,"Hasvik",0,2,2,0,1
"2910",7,2018,2017,"Kvalsund",0,3,3,0,1
"2911",7,2018,2018,"Masoy",0,4,4,0,1
"2912",7,2018,2019,"Nordkapp",0,1,1,0,1
"2913",7,2018,2027,"Nesseby",0,2,2,0,1
"2914",7,2018,2028,"Batsfjord",0,1,1,0,1
"2915",7,2019,1804,"Bodo",0,3,3,0,1
"2916",7,2019,1805,"Narvik",0,1,1,0,1
"2917",7,2019,1811,"Bindal",0,3,3,0,1
"2918",7,2019,1812,"Somna",0,1,1,0,1
"2919",7,2019,1813,"Bronnoy",1,5,6,0.166666666666667,0.833333333333333
"2920",7,2019,1815,"Vega",0,1,1,0,1
"2921",7,2019,1816,"Vevelstad",0,4,4,0,1
"2922",7,2019,1818,"Heroy",0,5,5,0,1
"2923",7,2019,1822,"Leirfjord",0,1,1,0,1
"2924",7,2019,1824,"Vefsn",0,1,1,0,1
"2925",7,2019,1827,"Donna",0,7,7,0,1
"2926",7,2019,1828,"Nesna",0,1,1,0,1
"2927",7,2019,1833,"Rana",0,1,1,0,1
"2928",7,2019,1834,"Luroy",0,8,8,0,1
"2929",7,2019,1835,"Traena",0,1,1,0,1
"2930",7,2019,1836,"Rodoy",0,6,6,0,1
"2931",7,2019,1837,"Meloy",0,6,6,0,1
"2932",7,2019,1838,"Gildeskal",0,6,6,0,1
"2933",7,2019,1840,"Saltdal",0,2,2,0,1
"2934",7,2019,1845,"Sorfold",0,5,5,0,1
"2935",7,2019,1848,"Steigen",0,5,5,0,1
"2936",7,2019,1849,"Hamaroy",0,2,2,0,1
"2937",7,2019,1850,"Tysfjord",0,2,2,0,1
"2938",7,2019,1851,"Lodingen",0,1,1,0,1
"2939",7,2019,1854,"Ballangen",0,1,1,0,1
"2940",7,2019,1859,"Flakstad",0,1,1,0,1
"2941",7,2019,1860,"Vestvagoy",0,1,1,0,1
"2942",7,2019,1866,"Hadsel",0,5,5,0,1
"2943",7,2019,1867,"Bo",0,4,4,0,1
"2944",7,2019,1868,"Oksnes",0,3,3,0,1
"2945",7,2019,1870,"Sortland",0,3,3,0,1
"2946",7,2019,1902,"Tromso",0,8,8,0,1
"2947",7,2019,1903,"Harstad",0,7,7,0,1
"2948",7,2019,1911,"Kvaefjord",0,2,2,0,1
"2949",7,2019,1913,"Skanland",0,2,2,0,1
"2950",7,2019,1917,"Ibestad",0,5,5,0,1
"2951",7,2019,1919,"Gratangen",0,2,2,0,1
"2952",7,2019,1926,"Dyroy",1,2,3,0.333333333333333,0.666666666666667
"2953",7,2019,1927,"Tranoy",0,3,3,0,1
"2954",7,2019,1928,"Torsken",0,3,3,0,1
"2955",7,2019,1929,"Berg",0,2,2,0,1
"2956",7,2019,1936,"Karlsoy",0,1,1,0,1
"2957",7,2019,1941,"Skjervoy",0,5,5,0,1
"2958",7,2019,2004,"Hammerfest",0,5,5,0,1
"2959",7,2019,2012,"Alta",0,11,11,0,1
"2960",7,2019,2014,"Loppa",0,4,4,0,1
"2961",7,2019,2017,"Kvalsund",0,6,6,0,1
"2962",7,2019,2018,"Masoy",0,2,2,0,1
"2963",7,2019,2019,"Nordkapp",0,3,3,0,1
"2964",7,2019,2022,"Lebesby",0,1,1,0,1
"2965",7,2019,2027,"Nesseby",0,1,1,0,1
"2966",8,2012,1811,"Bindal",0,1,1,0,1
"2967",8,2012,1813,"Bronnoy",0,4,4,0,1
"2968",8,2012,1815,"Vega",0,1,1,0,1
"2969",8,2012,1816,"Vevelstad",0,1,1,0,1
"2970",8,2012,1818,"Heroy",0,2,2,0,1
"2971",8,2012,1820,"Alstahaug",0,1,1,0,1
"2972",8,2012,1833,"Rana",1,0,1,1,0
"2973",8,2012,1834,"Luroy",0,1,1,0,1
"2974",8,2012,1835,"Traena",0,2,2,0,1
"2975",8,2012,1836,"Rodoy",0,5,5,0,1
"2976",8,2012,1838,"Gildeskal",0,4,4,0,1
"2977",8,2012,1840,"Saltdal",0,1,1,0,1
"2978",8,2012,1845,"Sorfold",1,3,4,0.25,0.75
"2979",8,2012,1848,"Steigen",0,1,1,0,1
"2980",8,2012,1865,"Vagan",0,3,3,0,1
"2981",8,2012,1866,"Hadsel",0,1,1,0,1
"2982",8,2012,1868,"Oksnes",1,5,6,0.166666666666667,0.833333333333333
"2983",8,2012,1902,"Tromso",0,2,2,0,1
"2984",8,2012,1903,"Harstad",0,2,2,0,1
"2985",8,2012,1911,"Kvaefjord",0,2,2,0,1
"2986",8,2012,1920,"Lavangen",0,1,1,0,1
"2987",8,2012,1925,"Sorreisa",0,1,1,0,1
"2988",8,2012,1926,"Dyroy",0,3,3,0,1
"2989",8,2012,1927,"Tranoy",0,2,2,0,1
"2990",8,2012,1928,"Torsken",0,1,1,0,1
"2991",8,2012,1929,"Berg",0,1,1,0,1
"2992",8,2012,1931,"Lenvik",0,1,1,0,1
"2993",8,2012,2004,"Hammerfest",2,3,5,0.4,0.6
"2994",8,2012,2012,"Alta",0,5,5,0,1
"2995",8,2012,2014,"Loppa",0,5,5,0,1
"2996",8,2012,2017,"Kvalsund",0,2,2,0,1
"2997",8,2012,2018,"Masoy",0,1,1,0,1
"2998",8,2013,1804,"Bodo",0,1,1,0,1
"2999",8,2013,1811,"Bindal",0,2,2,0,1
"3000",8,2013,1812,"Somna",0,1,1,0,1
"3001",8,2013,1813,"Bronnoy",0,1,1,0,1
"3002",8,2013,1816,"Vevelstad",0,3,3,0,1
"3003",8,2013,1818,"Heroy",0,1,1,0,1
"3004",8,2013,1820,"Alstahaug",0,2,2,0,1
"3005",8,2013,1822,"Leirfjord",0,2,2,0,1
"3006",8,2013,1827,"Donna",0,2,2,0,1
"3007",8,2013,1828,"Nesna",1,0,1,1,0
"3008",8,2013,1834,"Luroy",0,4,4,0,1
"3009",8,2013,1835,"Traena",0,1,1,0,1
"3010",8,2013,1836,"Rodoy",0,2,2,0,1
"3011",8,2013,1838,"Gildeskal",0,3,3,0,1
"3012",8,2013,1840,"Saltdal",0,2,2,0,1
"3013",8,2013,1841,"Fauske",0,2,2,0,1
"3014",8,2013,1845,"Sorfold",0,6,6,0,1
"3015",8,2013,1848,"Steigen",0,2,2,0,1
"3016",8,2013,1849,"Hamaroy",0,2,2,0,1
"3017",8,2013,1850,"Tysfjord",0,5,5,0,1
"3018",8,2013,1851,"Lodingen",0,1,1,0,1
"3019",8,2013,1854,"Ballangen",0,1,1,0,1
"3020",8,2013,1860,"Vestvagoy",0,3,3,0,1
"3021",8,2013,1865,"Vagan",0,1,1,0,1
"3022",8,2013,1866,"Hadsel",0,7,7,0,1
"3023",8,2013,1867,"Bo",0,2,2,0,1
"3024",8,2013,1868,"Oksnes",0,1,1,0,1
"3025",8,2013,1870,"Sortland",0,4,4,0,1
"3026",8,2013,1902,"Tromso",0,3,3,0,1
"3027",8,2013,1903,"Harstad",0,2,2,0,1
"3028",8,2013,1911,"Kvaefjord",0,1,1,0,1
"3029",8,2013,1913,"Skanland",0,1,1,0,1
"3030",8,2013,1917,"Ibestad",0,1,1,0,1
"3031",8,2013,1920,"Lavangen",0,1,1,0,1
"3032",8,2013,1923,"Salangen",0,2,2,0,1
"3033",8,2013,1926,"Dyroy",0,1,1,0,1
"3034",8,2013,1927,"Tranoy",0,2,2,0,1
"3035",8,2013,1928,"Torsken",0,3,3,0,1
"3036",8,2013,1929,"Berg",0,2,2,0,1
"3037",8,2013,1931,"Lenvik",1,3,4,0.25,0.75
"3038",8,2013,1936,"Karlsoy",0,2,2,0,1
"3039",8,2013,1938,"Lyngen",0,1,1,0,1
"3040",8,2013,1941,"Skjervoy",0,1,1,0,1
"3041",8,2013,1942,"Nordreisa",0,2,2,0,1
"3042",8,2013,1943,"Kvaenangen",0,1,1,0,1
"3043",8,2013,2004,"Hammerfest",0,4,4,0,1
"3044",8,2013,2012,"Alta",0,5,5,0,1
"3045",8,2013,2014,"Loppa",0,4,4,0,1
"3046",8,2013,2017,"Kvalsund",0,3,3,0,1
"3047",8,2013,2018,"Masoy",0,1,1,0,1
"3048",8,2013,2019,"Nordkapp",0,2,2,0,1
"3049",8,2013,2027,"Nesseby",0,1,1,0,1
"3050",8,2013,2030,"Sor-Varanger",0,1,1,0,1
"3051",8,2014,1804,"Bodo",0,1,1,0,1
"3052",8,2014,1811,"Bindal",0,2,2,0,1
"3053",8,2014,1812,"Somna",2,0,2,1,0
"3054",8,2014,1813,"Bronnoy",2,1,3,0.666666666666667,0.333333333333333
"3055",8,2014,1815,"Vega",0,2,2,0,1
"3056",8,2014,1816,"Vevelstad",3,1,4,0.75,0.25
"3057",8,2014,1818,"Heroy",0,3,3,0,1
"3058",8,2014,1820,"Alstahaug",0,2,2,0,1
"3059",8,2014,1824,"Vefsn",0,1,1,0,1
"3060",8,2014,1827,"Donna",0,3,3,0,1
"3061",8,2014,1828,"Nesna",0,2,2,0,1
"3062",8,2014,1834,"Luroy",0,4,4,0,1
"3063",8,2014,1835,"Traena",0,1,1,0,1
"3064",8,2014,1836,"Rodoy",1,6,7,0.142857142857143,0.857142857142857
"3065",8,2014,1837,"Meloy",0,3,3,0,1
"3066",8,2014,1838,"Gildeskal",1,3,4,0.25,0.75
"3067",8,2014,1840,"Saltdal",0,1,1,0,1
"3068",8,2014,1841,"Fauske",0,1,1,0,1
"3069",8,2014,1845,"Sorfold",0,3,3,0,1
"3070",8,2014,1848,"Steigen",0,5,5,0,1
"3071",8,2014,1850,"Tysfjord",0,6,6,0,1
"3072",8,2014,1854,"Ballangen",0,2,2,0,1
"3073",8,2014,1859,"Flakstad",1,0,1,1,0
"3074",8,2014,1865,"Vagan",0,1,1,0,1
"3075",8,2014,1866,"Hadsel",0,4,4,0,1
"3076",8,2014,1867,"Bo",0,2,2,0,1
"3077",8,2014,1868,"Oksnes",2,2,4,0.5,0.5
"3078",8,2014,1870,"Sortland",0,2,2,0,1
"3079",8,2014,1902,"Tromso",0,3,3,0,1
"3080",8,2014,1903,"Harstad",0,3,3,0,1
"3081",8,2014,1911,"Kvaefjord",0,1,1,0,1
"3082",8,2014,1913,"Skanland",0,1,1,0,1
"3083",8,2014,1917,"Ibestad",0,4,4,0,1
"3084",8,2014,1919,"Gratangen",0,1,1,0,1
"3085",8,2014,1920,"Lavangen",0,1,1,0,1
"3086",8,2014,1925,"Sorreisa",0,1,1,0,1
"3087",8,2014,1926,"Dyroy",1,3,4,0.25,0.75
"3088",8,2014,1927,"Tranoy",0,5,5,0,1
"3089",8,2014,1928,"Torsken",0,4,4,0,1
"3090",8,2014,1929,"Berg",0,1,1,0,1
"3091",8,2014,1931,"Lenvik",0,3,3,0,1
"3092",8,2014,1936,"Karlsoy",0,3,3,0,1
"3093",8,2014,1938,"Lyngen",0,1,1,0,1
"3094",8,2014,1940,"Kafjord",0,1,1,0,1
"3095",8,2014,1941,"Skjervoy",0,1,1,0,1
"3096",8,2014,1943,"Kvaenangen",0,2,2,0,1
"3097",8,2014,2004,"Hammerfest",0,6,6,0,1
"3098",8,2014,2012,"Alta",0,9,9,0,1
"3099",8,2014,2014,"Loppa",0,4,4,0,1
"3100",8,2014,2017,"Kvalsund",0,2,2,0,1
"3101",8,2014,2018,"Masoy",0,2,2,0,1
"3102",8,2014,2019,"Nordkapp",0,2,2,0,1
"3103",8,2014,2022,"Lebesby",0,2,2,0,1
"3104",8,2014,2030,"Sor-Varanger",0,1,1,0,1
"3105",8,2015,1811,"Bindal",0,3,3,0,1
"3106",8,2015,1813,"Bronnoy",0,4,4,0,1
"3107",8,2015,1815,"Vega",0,1,1,0,1
"3108",8,2015,1816,"Vevelstad",0,2,2,0,1
"3109",8,2015,1818,"Heroy",0,2,2,0,1
"3110",8,2015,1820,"Alstahaug",0,3,3,0,1
"3111",8,2015,1824,"Vefsn",0,1,1,0,1
"3112",8,2015,1827,"Donna",0,6,6,0,1
"3113",8,2015,1828,"Nesna",0,3,3,0,1
"3114",8,2015,1833,"Rana",0,1,1,0,1
"3115",8,2015,1834,"Luroy",0,7,7,0,1
"3116",8,2015,1835,"Traena",0,1,1,0,1
"3117",8,2015,1836,"Rodoy",0,6,6,0,1
"3118",8,2015,1837,"Meloy",0,4,4,0,1
"3119",8,2015,1838,"Gildeskal",0,8,8,0,1
"3120",8,2015,1841,"Fauske",0,1,1,0,1
"3121",8,2015,1845,"Sorfold",0,5,5,0,1
"3122",8,2015,1848,"Steigen",0,5,5,0,1
"3123",8,2015,1849,"Hamaroy",0,1,1,0,1
"3124",8,2015,1850,"Tysfjord",0,4,4,0,1
"3125",8,2015,1851,"Lodingen",0,2,2,0,1
"3126",8,2015,1854,"Ballangen",0,1,1,0,1
"3127",8,2015,1865,"Vagan",0,1,1,0,1
"3128",8,2015,1866,"Hadsel",0,5,5,0,1
"3129",8,2015,1867,"Bo",0,3,3,0,1
"3130",8,2015,1868,"Oksnes",0,2,2,0,1
"3131",8,2015,1870,"Sortland",0,1,1,0,1
"3132",8,2015,1902,"Tromso",0,4,4,0,1
"3133",8,2015,1903,"Harstad",0,5,5,0,1
"3134",8,2015,1911,"Kvaefjord",0,2,2,0,1
"3135",8,2015,1913,"Skanland",0,1,1,0,1
"3136",8,2015,1917,"Ibestad",0,1,1,0,1
"3137",8,2015,1926,"Dyroy",0,2,2,0,1
"3138",8,2015,1927,"Tranoy",0,2,2,0,1
"3139",8,2015,1928,"Torsken",0,2,2,0,1
"3140",8,2015,1929,"Berg",0,3,3,0,1
"3141",8,2015,1931,"Lenvik",0,4,4,0,1
"3142",8,2015,1936,"Karlsoy",0,1,1,0,1
"3143",8,2015,1941,"Skjervoy",0,3,3,0,1
"3144",8,2015,1942,"Nordreisa",0,1,1,0,1
"3145",8,2015,1943,"Kvaenangen",0,2,2,0,1
"3146",8,2015,2004,"Hammerfest",0,4,4,0,1
"3147",8,2015,2012,"Alta",0,5,5,0,1
"3148",8,2015,2014,"Loppa",0,5,5,0,1
"3149",8,2015,2015,"Hasvik",0,2,2,0,1
"3150",8,2015,2017,"Kvalsund",0,2,2,0,1
"3151",8,2015,2018,"Masoy",0,4,4,0,1
"3152",8,2015,2019,"Nordkapp",0,2,2,0,1
"3153",8,2015,2022,"Lebesby",0,3,3,0,1
"3154",8,2015,2027,"Nesseby",0,1,1,0,1
"3155",8,2016,1804,"Bodo",0,2,2,0,1
"3156",8,2016,1805,"Narvik",0,1,1,0,1
"3157",8,2016,1811,"Bindal",0,4,4,0,1
"3158",8,2016,1813,"Bronnoy",0,2,2,0,1
"3159",8,2016,1815,"Vega",0,2,2,0,1
"3160",8,2016,1816,"Vevelstad",0,3,3,0,1
"3161",8,2016,1818,"Heroy",0,3,3,0,1
"3162",8,2016,1820,"Alstahaug",0,2,2,0,1
"3163",8,2016,1822,"Leirfjord",0,1,1,0,1
"3164",8,2016,1824,"Vefsn",0,1,1,0,1
"3165",8,2016,1827,"Donna",0,5,5,0,1
"3166",8,2016,1833,"Rana",0,1,1,0,1
"3167",8,2016,1834,"Luroy",0,4,4,0,1
"3168",8,2016,1835,"Traena",0,1,1,0,1
"3169",8,2016,1836,"Rodoy",0,6,6,0,1
"3170",8,2016,1837,"Meloy",0,3,3,0,1
"3171",8,2016,1838,"Gildeskal",0,7,7,0,1
"3172",8,2016,1845,"Sorfold",0,1,1,0,1
"3173",8,2016,1848,"Steigen",0,4,4,0,1
"3174",8,2016,1849,"Hamaroy",0,1,1,0,1
"3175",8,2016,1850,"Tysfjord",0,4,4,0,1
"3176",8,2016,1851,"Lodingen",0,2,2,0,1
"3177",8,2016,1854,"Ballangen",0,1,1,0,1
"3178",8,2016,1859,"Flakstad",0,1,1,0,1
"3179",8,2016,1866,"Hadsel",0,3,3,0,1
"3180",8,2016,1868,"Oksnes",0,2,2,0,1
"3181",8,2016,1902,"Tromso",0,4,4,0,1
"3182",8,2016,1903,"Harstad",0,4,4,0,1
"3183",8,2016,1911,"Kvaefjord",0,1,1,0,1
"3184",8,2016,1913,"Skanland",0,2,2,0,1
"3185",8,2016,1917,"Ibestad",0,4,4,0,1
"3186",8,2016,1919,"Gratangen",0,1,1,0,1
"3187",8,2016,1920,"Lavangen",0,1,1,0,1
"3188",8,2016,1923,"Salangen",0,1,1,0,1
"3189",8,2016,1926,"Dyroy",0,4,4,0,1
"3190",8,2016,1927,"Tranoy",0,4,4,0,1
"3191",8,2016,1928,"Torsken",0,3,3,0,1
"3192",8,2016,1929,"Berg",0,3,3,0,1
"3193",8,2016,1931,"Lenvik",0,3,3,0,1
"3194",8,2016,1936,"Karlsoy",0,3,3,0,1
"3195",8,2016,1938,"Lyngen",0,1,1,0,1
"3196",8,2016,1940,"Kafjord",0,1,1,0,1
"3197",8,2016,1941,"Skjervoy",0,3,3,0,1
"3198",8,2016,1942,"Nordreisa",0,1,1,0,1
"3199",8,2016,1943,"Kvaenangen",0,2,2,0,1
"3200",8,2016,2004,"Hammerfest",2,4,6,0.333333333333333,0.666666666666667
"3201",8,2016,2012,"Alta",0,10,10,0,1
"3202",8,2016,2014,"Loppa",0,3,3,0,1
"3203",8,2016,2017,"Kvalsund",0,2,2,0,1
"3204",8,2016,2018,"Masoy",0,2,2,0,1
"3205",8,2016,2022,"Lebesby",0,2,2,0,1
"3206",8,2016,2027,"Nesseby",0,1,1,0,1
"3207",8,2017,1804,"Bodo",0,2,2,0,1
"3208",8,2017,1811,"Bindal",0,4,4,0,1
"3209",8,2017,1812,"Somna",0,1,1,0,1
"3210",8,2017,1813,"Bronnoy",0,2,2,0,1
"3211",8,2017,1815,"Vega",0,1,1,0,1
"3212",8,2017,1818,"Heroy",0,2,2,0,1
"3213",8,2017,1822,"Leirfjord",0,1,1,0,1
"3214",8,2017,1824,"Vefsn",0,1,1,0,1
"3215",8,2017,1827,"Donna",0,6,6,0,1
"3216",8,2017,1828,"Nesna",0,2,2,0,1
"3217",8,2017,1833,"Rana",0,1,1,0,1
"3218",8,2017,1834,"Luroy",0,8,8,0,1
"3219",8,2017,1835,"Traena",0,1,1,0,1
"3220",8,2017,1836,"Rodoy",0,2,2,0,1
"3221",8,2017,1837,"Meloy",3,3,6,0.5,0.5
"3222",8,2017,1838,"Gildeskal",0,5,5,0,1
"3223",8,2017,1845,"Sorfold",0,5,5,0,1
"3224",8,2017,1848,"Steigen",0,4,4,0,1
"3225",8,2017,1849,"Hamaroy",0,2,2,0,1
"3226",8,2017,1850,"Tysfjord",1,1,2,0.5,0.5
"3227",8,2017,1851,"Lodingen",0,2,2,0,1
"3228",8,2017,1852,"Tjeldsund",0,1,1,0,1
"3229",8,2017,1854,"Ballangen",0,1,1,0,1
"3230",8,2017,1859,"Flakstad",0,1,1,0,1
"3231",8,2017,1866,"Hadsel",0,3,3,0,1
"3232",8,2017,1867,"Bo",0,2,2,0,1
"3233",8,2017,1868,"Oksnes",0,5,5,0,1
"3234",8,2017,1870,"Sortland",0,2,2,0,1
"3235",8,2017,1902,"Tromso",1,7,8,0.125,0.875
"3236",8,2017,1903,"Harstad",0,6,6,0,1
"3237",8,2017,1911,"Kvaefjord",0,3,3,0,1
"3238",8,2017,1913,"Skanland",0,3,3,0,1
"3239",8,2017,1917,"Ibestad",0,3,3,0,1
"3240",8,2017,1920,"Lavangen",0,1,1,0,1
"3241",8,2017,1926,"Dyroy",0,2,2,0,1
"3242",8,2017,1927,"Tranoy",0,3,3,0,1
"3243",8,2017,1928,"Torsken",0,2,2,0,1
"3244",8,2017,1929,"Berg",0,3,3,0,1
"3245",8,2017,1931,"Lenvik",0,5,5,0,1
"3246",8,2017,1936,"Karlsoy",0,2,2,0,1
"3247",8,2017,1938,"Lyngen",0,1,1,0,1
"3248",8,2017,1941,"Skjervoy",0,4,4,0,1
"3249",8,2017,1943,"Kvaenangen",0,1,1,0,1
"3250",8,2017,2004,"Hammerfest",0,3,3,0,1
"3251",8,2017,2012,"Alta",0,9,9,0,1
"3252",8,2017,2014,"Loppa",0,5,5,0,1
"3253",8,2017,2017,"Kvalsund",0,5,5,0,1
"3254",8,2017,2018,"Masoy",1,2,3,0.333333333333333,0.666666666666667
"3255",8,2017,2019,"Nordkapp",0,3,3,0,1
"3256",8,2017,2022,"Lebesby",0,1,1,0,1
"3257",8,2017,2027,"Nesseby",0,1,1,0,1
"3258",8,2017,2028,"Batsfjord",0,1,1,0,1
"3259",8,2018,1804,"Bodo",0,3,3,0,1
"3260",8,2018,1811,"Bindal",0,2,2,0,1
"3261",8,2018,1812,"Somna",0,2,2,0,1
"3262",8,2018,1813,"Bronnoy",0,4,4,0,1
"3263",8,2018,1815,"Vega",0,2,2,0,1
"3264",8,2018,1816,"Vevelstad",0,3,3,0,1
"3265",8,2018,1818,"Heroy",0,2,2,0,1
"3266",8,2018,1820,"Alstahaug",0,1,1,0,1
"3267",8,2018,1824,"Vefsn",0,1,1,0,1
"3268",8,2018,1827,"Donna",0,4,4,0,1
"3269",8,2018,1828,"Nesna",0,1,1,0,1
"3270",8,2018,1833,"Rana",0,1,1,0,1
"3271",8,2018,1834,"Luroy",1,6,7,0.142857142857143,0.857142857142857
"3272",8,2018,1835,"Traena",0,1,1,0,1
"3273",8,2018,1836,"Rodoy",0,10,10,0,1
"3274",8,2018,1837,"Meloy",0,5,5,0,1
"3275",8,2018,1838,"Gildeskal",1,5,6,0.166666666666667,0.833333333333333
"3276",8,2018,1841,"Fauske",0,1,1,0,1
"3277",8,2018,1845,"Sorfold",0,2,2,0,1
"3278",8,2018,1848,"Steigen",0,5,5,0,1
"3279",8,2018,1849,"Hamaroy",0,1,1,0,1
"3280",8,2018,1850,"Tysfjord",0,4,4,0,1
"3281",8,2018,1851,"Lodingen",0,3,3,0,1
"3282",8,2018,1854,"Ballangen",0,1,1,0,1
"3283",8,2018,1859,"Flakstad",0,1,1,0,1
