yrs,knr2017,kname,county,totalarea,landarea,seaarea,trout_prod_kg,salmo_prod_kg,feed_used_kg,total_prod,protein_eff
1996,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
1997,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
1998,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
1999,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
2000,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
2001,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
2002,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
2003,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
2004,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
2005,1928,Torsken,Troms,1076.1,243.42,832.68,159545,4777962,4219510,4937507,0.3927471337525804
2006,1928,Torsken,Troms,1076.1,243.42,832.68,0,5284974,8518966,5284974,0.20822040676574716
2007,1928,Torsken,Troms,1076.1,243.42,832.68,0,8863553,7316969,8863553,0.4065780712243488
2008,1928,Torsken,Troms,1076.1,243.42,832.68,628790,8797759,9442350,9426549,0.33507340222345466
2009,1928,Torsken,Troms,1076.1,243.42,832.68,931722,7886088,8461468,8817810,0.3497698258360641
2010,1928,Torsken,Troms,1076.1,243.42,832.68,0,8777630,11493670,8777630,0.2563219904491298
2011,1928,Torsken,Troms,1076.1,243.42,832.68,0,14538772,12077677,14538772,0.40402815980035534
2012,1928,Torsken,Troms,1076.1,243.42,832.68,0,10754589,7240945,10754589,0.49850083443611565
2013,1928,Torsken,Troms,1076.1,243.42,832.68,0,7179884,11120968,7179884,0.2166916402730222
2014,1928,Torsken,Troms,1076.1,243.42,832.68,0,16478404,21081355,16478404,0.2623517376244521
2015,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
2016,1928,Torsken,Troms,1076.1,243.42,832.68,NA,NA,NA,0,NA
1994,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
1995,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
1996,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
1997,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
1998,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
1999,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
2000,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
2001,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
2002,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
2003,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
2004,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
2005,1929,Berg,Troms,1130.55,293.89,836.66,0,329625,4605120,329625,0.024024065966180144
2006,1929,Berg,Troms,1130.55,293.89,836.66,0,4876417,6568715,4876417,0.24916540183630398
2007,1929,Berg,Troms,1130.55,293.89,836.66,0,660062,3258979,660062,0.06797832971402848
2008,1929,Berg,Troms,1130.55,293.89,836.66,0,0,3218243,0,NA
2009,1929,Berg,Troms,1130.55,293.89,836.66,38e3,568e3,5125708,606e3,0.039681317464394766
2010,1929,Berg,Troms,1130.55,293.89,836.66,0,5761889,4460042,5761889,0.43360397960321195
2011,1929,Berg,Troms,1130.55,293.89,836.66,0,3938582,5410500,3938582,0.24432607078837984
2012,1929,Berg,Troms,1130.55,293.89,836.66,0,0,5045302,0,NA
2013,1929,Berg,Troms,1130.55,293.89,836.66,0,2571769,8118693,2571769,0.10631955694058504
2014,1929,Berg,Troms,1130.55,293.89,836.66,0,3610891,2714257,3610891,0.446509530064563
2015,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
2016,1929,Berg,Troms,1130.55,293.89,836.66,NA,NA,NA,0,NA
1994,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
1995,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
1996,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
1997,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
1998,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
1999,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
2000,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
2001,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
2002,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
2003,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
2004,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
2005,1931,Lenvik,Troms,1586.68,883.73,702.95,0,932952,1341380,932952,0.2334397415531057
2006,1931,Lenvik,Troms,1586.68,883.73,702.95,0,2317553,1600900,2317553,0.4858842153015224
2007,1931,Lenvik,Troms,1586.68,883.73,702.95,0,2097859,1415500,2097859,0.4974320250075016
2008,1931,Lenvik,Troms,1586.68,883.73,702.95,0,3476782,6117555,3476782,0.19075103293374135
2009,1931,Lenvik,Troms,1586.68,883.73,702.95,456863,8380932,5794339,8837795,0.5119261843934427
2010,1931,Lenvik,Troms,1586.68,883.73,702.95,0,863991,4317062,863991,0.06717199594303272
2011,1931,Lenvik,Troms,1586.68,883.73,702.95,0,6383595,9863448,6383595,0.21722203949654098
2012,1931,Lenvik,Troms,1586.68,883.73,702.95,0,6581508,6372602,6581508,0.34663781492452644
2013,1931,Lenvik,Troms,1586.68,883.73,702.95,0,8407255,8822258,8407255,0.31984663524996415
2014,1931,Lenvik,Troms,1586.68,883.73,702.95,0,4160156,10846978,4160156,0.12872656409844965
2015,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
2016,1931,Lenvik,Troms,1586.68,883.73,702.95,NA,NA,NA,0,NA
1994,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
1995,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
1996,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
1997,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
1998,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
1999,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
2000,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
2001,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
2002,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
2003,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
2004,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
2005,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2006,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2007,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2008,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2009,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2010,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2011,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2012,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2013,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2014,1933,Balsfjord,Troms,1741.71,1496.9,244.81,0,0,0,0,NA
2015,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
2016,1933,Balsfjord,Troms,1741.71,1496.9,244.81,NA,NA,NA,0,NA
1994,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
1995,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
1996,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
1997,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
1998,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
1999,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
2000,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
2001,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
2002,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
2003,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
2004,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
2005,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,350834,4191541,350834,0.028092816138584362
2006,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,5144302,6441723,5144302,0.2680351375833951
2007,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,4163291,5229919,4163291,0.2671831867194626
2008,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,5782106,9703917,5782106,0.199989086304642
2009,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,7224541,7691306,7224541,0.3152662567604932
2010,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,5189379,12485357,5189379,0.139502421290802
2011,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,15112686,12403717,15112686,0.4089376815687396
2012,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,6161918,8948574,6161918,0.23111567472381084
2013,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,7835466,8371690,7835466,0.31413694263260517
2014,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,0,8686564,16356752,8686564,0.1782453771744425
2015,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
2016,1936,Karlsoy,Troms,5888.34,1091.59,4796.75,NA,NA,NA,0,NA
1994,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
1995,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
1996,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
1997,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
1998,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
1999,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
2000,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
2001,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
2002,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
2003,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
2004,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
2005,1938,Lyngen,Troms,1299.64,812.56,487.07,0,2479594,2356582,2479594,0.35315498507517395
2006,1938,Lyngen,Troms,1299.64,812.56,487.07,0,427602,1598630,427602,0.08977575983102493
2007,1938,Lyngen,Troms,1299.64,812.56,487.07,0,1970902,5372027,1970902,0.12313858643710686
2008,1938,Lyngen,Troms,1299.64,812.56,487.07,0,3349988,1367821,3349988,0.8220179566460905
2009,1938,Lyngen,Troms,1299.64,812.56,487.07,0,3344669,5379085,3344669,0.2086950067889457
2010,1938,Lyngen,Troms,1299.64,812.56,487.07,0,2371708,1380697,2371708,0.5765409477619614
2011,1938,Lyngen,Troms,1299.64,812.56,487.07,0,1993452,5441600,1993452,0.12295508337357282
2012,1938,Lyngen,Troms,1299.64,812.56,487.07,0,3815821,1391481,3815821,0.9204030169267607
2013,1938,Lyngen,Troms,1299.64,812.56,487.07,0,837969,4803047,837969,0.058556948457455626
2014,1938,Lyngen,Troms,1299.64,812.56,487.07,0,4167330,1182236,4167330,1.1830988522698713
2015,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
2016,1938,Lyngen,Troms,1299.64,812.56,487.07,NA,NA,NA,0,NA
1994,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
1995,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
1996,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
1997,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
1998,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
1999,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
2000,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
2001,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
2002,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
2003,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
2004,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
2005,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2006,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2007,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2008,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2009,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2010,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2011,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2012,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2013,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2014,1939,Storfjord,Troms,1605.43,1542.83,62.6,0,0,0,0,NA
2015,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
2016,1939,Storfjord,Troms,1605.43,1542.83,62.6,NA,NA,NA,0,NA
1994,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
1995,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
1996,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
1997,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
1998,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
1999,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
2000,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
2001,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
2002,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
2003,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
2004,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
2005,1940,Kafjord,Troms,1115.35,991.18,124.17,0,3609299,5631146,3609299,0.2151262436684973
2006,1940,Kafjord,Troms,1115.35,991.18,124.17,0,2556386,2416751,2556386,0.35502737707285426
2007,1940,Kafjord,Troms,1115.35,991.18,124.17,0,6630993,5577533,6630993,0.39902833987879943
2008,1940,Kafjord,Troms,1115.35,991.18,124.17,0,0,1584598,0,NA
2009,1940,Kafjord,Troms,1115.35,991.18,124.17,0,5319854,4811655,5319854,0.37108427695613955
2010,1940,Kafjord,Troms,1115.35,991.18,124.17,0,0,0,0,NA
2011,1940,Kafjord,Troms,1115.35,991.18,124.17,0,0,1090461,0,NA
2012,1940,Kafjord,Troms,1115.35,991.18,124.17,0,3018399,6217976,3018399,0.1629277001965815
2013,1940,Kafjord,Troms,1115.35,991.18,124.17,0,4535175,4572174,4535175,0.3329190300650459
2014,1940,Kafjord,Troms,1115.35,991.18,124.17,0,3626107,1653975,3626107,0.7358325492331245
2015,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
2016,1940,Kafjord,Troms,1115.35,991.18,124.17,NA,NA,NA,0,NA
1994,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
1995,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
1996,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
1997,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
1998,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
1999,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
2000,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
2001,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
2002,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
2003,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
2004,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
2005,1941,Skjervoy,Troms,1561.7,473.7,1088,178515,4412739,5409717,4591254,0.2848551619058829
2006,1941,Skjervoy,Troms,1561.7,473.7,1088,0,7230400,9411090,7230400,0.2578634077493929
2007,1941,Skjervoy,Troms,1561.7,473.7,1088,291491,5051055,5899888,5342546,0.3039287775326549
2008,1941,Skjervoy,Troms,1561.7,473.7,1088,435671,9142118,9297623,9577789,0.3457487775061945
2009,1941,Skjervoy,Troms,1561.7,473.7,1088,0,3681982,6236358,3681982,0.19816088967262577
2010,1941,Skjervoy,Troms,1561.7,473.7,1088,0,11173942,11668810,11173942,0.32140095639011257
2011,1941,Skjervoy,Troms,1561.7,473.7,1088,0,3704649,7202664,3704649,0.1726319719346457
2012,1941,Skjervoy,Troms,1561.7,473.7,1088,0,13181916,14242757,13181916,0.3106360073377569
2013,1941,Skjervoy,Troms,1561.7,473.7,1088,0,11066742,12513237,11066742,0.29683659116337063
2014,1941,Skjervoy,Troms,1561.7,473.7,1088,0,13209300,12965070,13209300,0.34195759825791394
2015,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
2016,1941,Skjervoy,Troms,1561.7,473.7,1088,NA,NA,NA,0,NA
1994,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
1995,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
1996,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
1997,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
1998,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
1999,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
2000,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
2001,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
2002,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
2003,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
2004,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
2005,1942,Nordreisa,Troms,3681.17,3437.45,243.72,105958,1952600,4675202,2058558,0.1477848952631148
2006,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,3737744,6297215,3737744,0.19921789740613177
2007,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,4383257,5793586,4383257,0.2539316282383798
2008,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,5001448,6873456,5001448,0.2442237645390743
2009,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,5119708,7031097,5119708,0.24439337160513627
2010,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,7027058,6516617,7027058,0.3619250653613287
2011,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,3637254,1827092,3637254,0.6681600951851381
2012,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,3655982,8499392,3655982,0.14437217839067007
2013,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,11273658,8519212,11273658,0.4441531540218034
2014,1942,Nordreisa,Troms,3681.17,3437.45,243.72,0,0,3130493,0,NA
2015,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
2016,1942,Nordreisa,Troms,3681.17,3437.45,243.72,NA,NA,NA,0,NA
1994,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
1995,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
1996,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
1997,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
1998,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
1999,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
2000,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
2001,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
2002,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
2003,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
2004,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
2005,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,4846059,5990889,4846059,0.27149681848066065
2006,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,4777086,6804103,4777086,0.2356456900160656
2007,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,5789995,6679453,5789995,0.29094078802480594
2008,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,6029369,7864161,6029369,0.2573278479743891
2009,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,243211,5825327,7590092,6068538,0.2683517032363257
2010,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,7546025,8905568,7546025,0.28439629609902467
2011,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,6444461,7331794,6444461,0.2950147064404461
2012,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,7463024,8982562,7463024,0.27885724676773754
2013,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,8029935,9242326,8029935,0.2916070820004405
2014,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,0,8580142,13570362,8580142,0.21221220739950586
2015,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
2016,1943,Kvaenangen,Troms,2682.48,2109.47,573.01,NA,NA,NA,0,NA
1994,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
1995,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
1996,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
1997,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
1998,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
1999,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
2000,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
2001,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
2002,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
2003,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
2004,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
2005,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2006,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2007,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2008,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2009,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2010,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2011,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2012,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2013,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2014,2002,Vardo,Finnmark,2487.53,600.62,1886.91,0,0,0,0,NA
2015,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
2016,2002,Vardo,Finnmark,2487.53,600.62,1886.91,NA,NA,NA,0,NA
1994,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
1995,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
1996,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
1997,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
1998,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
1999,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
2000,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
2001,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
2002,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
2003,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
2004,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
2005,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2006,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2007,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2008,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2009,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2010,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2011,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2012,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2013,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2014,2003,Vadso,Finnmark,1962.98,1257.65,705.34,0,0,0,0,NA
2015,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
2016,2003,Vadso,Finnmark,1962.98,1257.65,705.34,NA,NA,NA,0,NA
1994,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
1995,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
1996,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
1997,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
1998,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
