yrs,knr2017,kname,county,totalarea,landarea,seaarea,trout_prod_kg,salmo_prod_kg,feed_used_kg,total_prod,protein_eff
2016,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
1994,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
1995,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
1996,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
1997,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
1998,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
1999,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
2000,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
2001,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
2002,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
2003,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
2004,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
2005,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2006,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2007,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2008,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2009,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2010,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2011,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2012,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2013,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2014,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,0,0,0,0,NA
2015,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
2016,2028,Batsfjord,Finnmark,2814.18,1434.72,1379.46,NA,NA,NA,0,NA
1994,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
1995,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
1996,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
1997,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
1998,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
1999,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
2000,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
2001,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
2002,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
2003,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
2004,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
2005,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,0,333026,0,333026,NA
2006,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,4887,5e3,761459,9887,0.004357980979291351
2007,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,600445,366605,2228741,967050,0.14563194413410346
2008,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,1533889,446922,3787647,1980811,0.1755257601597516
2009,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,887462,2457449,6258162,3344911,0.179392831997293
2010,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,0,6040198,7449782,6040198,0.27212906610142124
2011,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,0,3809975,8281099,3809975,0.15441926099849
2012,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,0,7367480,5159407,7367480,0.47927689985788247
2013,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,0,4964011,13382570,4964011,0.12449747170919852
2014,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,0,12865880,8631847,12865880,0.5002684137161436
2015,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
2016,2030,Sor-Varanger,Finnmark,5107.32,3971.62,1135.7,NA,NA,NA,0,NA
