What,Farmname,Municipality,Location,Latlon,Temperature,Sitting_lice,Moving_lice,Adult_females,Year,Month,Date
Fishfarm:,,1868,13530,"(68.903534,15.037333)",6.42,,0.08,0.08,2011,1,1
Fishfarm:,,1868,13530,"(68.903534,15.037333)",3.88,,0,0,2011,2,1
Fishfarm:,,1868,13530,"(68.903534,15.037333)",2.98,,0.3,0.03,2011,3,1
Fishfarm:,,1868,13530,"(68.903534,15.037333)",2.55,,0.33,0.13,2011,4,1
Fishfarm:,,1868,13530,"(68.903534,15.037333)",3.81,,0.06,0.08,2011,5,1
Fishfarm:,,1868,13530,"(68.903534,15.037333)",6.52,,0.03,0.03,2011,6,1
Fishfarm:,,1868,13530,"(68.903534,15.037333)",8.65,,0,0,2011,7,1
Fishfarm:,,1868,13530,"(68.903534,15.037333)",8.63,,0,0,2011,8,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.3,,0.2,0.2,2005,2,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.6,,0.3,0.1,2005,3,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.46,,0.2,0.1,2005,4,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.7,,0.35,0.15,2005,5,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.41,,0.5,1.25,2005,6,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.24,,0,0,2005,7,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",13.29,,1.4,0.05,2005,8,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",12.6,,0.7,0.35,2005,9,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",11.13,,0.85,0.3,2005,10,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",9.66,,0.85,0.3,2005,11,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",8.44,,0.7,0.2,2005,12,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",,,,,2006,1,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.83,,0.85,0.3,2006,2,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.62,,0.85,0.3,2006,3,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",3.72,,0.8,0.3,2006,4,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.38,,0.85,0.3,2006,5,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.3,,0.85,0.3,2006,6,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.38,,0,0,2007,5,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.07,,0,0,2007,6,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",9.95,,0.1,0.05,2007,7,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",12.25,,0.1,0.05,2007,8,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",12.47,,0.2,0.1,2007,9,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.79,,0.1,0.05,2007,10,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",9.55,,0.2,0.1,2007,11,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.32,,0.1,0.05,2007,12,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.3,,0.15,0.05,2007,12,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",6.41,,0.15,0.1,2008,1,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",6.41,,0.15,0.1,2008,1,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.22,,0.15,0.1,2008,2,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.22,,0.15,0.1,2008,2,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.5,,0.1,0.05,2008,3,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.5,,0.1,0.05,2008,3,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.28,,0.2,0.1,2008,4,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.28,,0.2,0.1,2008,4,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.07,,0.15,0.05,2008,5,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.21,,0.1,0.05,2008,6,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",8.4,,0.05,0.1,2008,7,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.7,,0.1,0.1,2008,8,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",11.27,,0.1,0.1,2008,9,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",9.6,,0.1,0.05,2008,10,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.1,,0.4,0.3,2008,11,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",8.4,,0.2,0.2,2008,12,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",6.44,,0.15,0.15,2009,1,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.8,,0.15,0.15,2009,2,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.1,,0.1,0.1,2009,3,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.9,,0.1,0.1,2009,4,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",8.4,,0.09,0.09,2009,5,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.99,,0,0,2010,10,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",9.82,,0,0,2010,11,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.09,,0.03,0,2010,12,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",5.44,,0.07,0,2011,1,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.05,,0.1,0.07,2011,2,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",,,,,2011,3,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",3.71,,0.07,0,2011,4,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",4.54,,0.07,0,2011,5,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",7.97,,0.66,0,2011,6,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.77,,0.4,0.33,2011,7,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",11.65,,0.45,0.57,2011,8,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.94,,1.7,0.46,2011,9,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",11.14,,2.53,1.75,2011,10,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",10.89,,3.4,1.3,2011,11,1
Fishfarm:,,1860,13765,"(66.46165,12.958033)",9.07,,3.43,1.36,2011,12,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",,,,,2009,7,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",11.88,,0,0,2009,8,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",13.42,,0.2,0,2009,9,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",11.52,,0.48,0.1,2009,10,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",9.41,,0.09,0,2009,11,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",8.33,,0.15,0.01,2009,12,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",7.31,,0.06,0.01,2010,1,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",5.56,,0.05,0,2010,2,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",3.96,,0.1,0,2010,3,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",2.86,,0,0.03,2010,4,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",,,,,2010,5,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",,,,,2010,6,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",10.01,,0,0,2011,7,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",12.01,,0.22,0,2011,8,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",11.31,,0.24,0.12,2011,9,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",11.29,,0.45,0.4,2011,10,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",9.85,,0.91,0.63,2011,11,1
Fishfarm:,,1848,30156,"(68.00592,15.264333)",8.81,,0.01,0.05,2011,12,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",5,,0.1,0,2005,2,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",3.8,,0,0,2005,3,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2005,4,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",4.4,,0,0,2005,5,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.1,,0,0,2005,6,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9,,0,0,2005,7,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",12.3,,0.7,0.1,2005,8,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",12.31,,0.15,0.15,2005,9,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",11.1,,0.3,0.15,2005,10,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9.22,,0,0.05,2005,11,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",7.66,,0,0,2005,12,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2006,1,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",5.65,,0,0,2006,2,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2006,3,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.29,,0,0,2006,6,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9.36,,0,0,2006,7,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",12.13,,0,0,2006,8,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",12.43,,0.1,0.05,2006,9,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",11.11,,0.05,0,2006,10,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.62,,0,0,2006,11,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.56,,0,0,2006,12,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",5.9,,0,0,2007,1,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2007,2,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2007,3,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2007,4,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",3.75,,0.05,0,2007,5,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.44,,0,0,2007,6,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9.94,,0.1,0,2007,7,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9.9,,0.05,0,2007,8,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",12.71,,1,1,2007,9,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",10.82,,0.15,0.05,2007,10,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.93,,0.2,0.1,2007,11,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",7.11,,0.05,0.05,2007,12,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.44,,0.01,0,2008,1,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",5.18,,,0.01,2008,2,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",4.43,,0,0,2008,3,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",3.49,,0,0,2008,4,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",5.05,,0.1,0,2008,5,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2008,6,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2008,7,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",11.53,,0.1,0,2008,8,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",12.28,,0,0,2008,9,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",10.28,,0.13,0.1,2008,10,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.93,,0,0.1,2008,11,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",7.76,,0.1,,2008,12,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.35,,0.1,0,2009,1,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",4.33,,0.1,0,2009,2,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2009,3,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",2.81,,,0.1,2009,4,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",4.16,,0.1,0,2009,5,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.89,,0.15,0,2009,6,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9.55,,0.06,0.05,2009,7,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",11.66,,0.11,0,2009,8,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",13.64,,0.1,0.05,2009,9,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",11.59,,0.1,0.1,2009,10,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9.32,,0,0,2009,11,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.4,,0.6,0.3,2009,12,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",7.83,,0.1,0.1,2010,1,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.83,,0,0,2010,6,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",7.91,,0,0,2010,7,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",10.68,,0,0,2010,8,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",11.36,,0,0,2010,9,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",10.17,,0,0,2010,10,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.27,,0.07,0,2010,11,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",6.8,,0.17,0,2010,12,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",4.97,,0.07,0,2011,1,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",3.94,,0.13,0,2011,2,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2011,3,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",,,,,2011,4,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",2.42,,0,0,2011,5,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",4.8,,0,0,2011,6,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",9.3,,0,0,2011,7,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",12.2,,0.03,0,2011,8,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",10.66,,0.17,0,2011,9,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",10.21,,0.16,0.03,2011,10,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.57,,0.15,0.05,2011,11,1
Fishfarm:,,1868,21957,"(68.40231,16.859266)",8.66,,0.2,0,2011,12,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",8,,0,0,2009,6,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",8.6,,0,0,2009,7,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",11.9,,0.05,0,2009,8,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",12.9,,0.4,0.05,2009,9,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",10.6,,0.05,0,2009,10,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",8.7,,0.18,0.1,2009,11,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",8,,0.15,0,2009,12,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",6.4,,0,0,2010,1,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",4.9,,0.5,0,2010,2,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",3.9,,0,0,2010,3,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",3.6,,0,0,2010,4,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",3.7,,0.03,0,2010,5,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",4.15,,0.02,0,2010,6,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",8.2,,0.11,0.03,2010,7,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",10,,0.2,0.2,2010,8,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",10,,0.2,0.2,2010,9,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",10.47,,0.4,0.31,2010,10,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",9.3,,0.32,0.4,2010,11,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",6.85,,0.1,0.3,2010,12,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",5.9,,0.23,0.1,2011,1,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",4.3,,0.13,0.09,2011,2,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",3.4,,0,0,2011,3,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",2.8,,0,0,2011,4,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",3.6,,0.06,0,2011,5,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",6.3,,0.05,0,2011,6,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",9.7,,0.02,0.05,2011,7,1
Fishfarm:,,1902,30236,"(68.9112,16.289333)",11.6,,0,0,2011,8,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",6.2,,0,0,2009,6,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",7.8,,0,0,2009,7,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",9.6,,0,0,2009,8,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",10.9,,0,0,2009,9,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",9.7,,0,0,2009,10,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",7.8,,0,0,2009,11,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",7,,0,0,2009,12,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",6.3,,0,0,2010,1,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",4,,0,0,2010,2,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",3,,0,0,2010,3,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",3,,0,0,2010,4,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",3.3,,0,0,2010,5,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",5.1,,0,0,2010,6,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",6.8,,0.03,0,2010,7,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",8.9,,0.03,0.03,2010,8,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",10,,0.06,0,2010,9,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",8.9,,0.1,0,2010,10,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",7.6,,0,0.03,2010,11,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",6.3,,0,0,2010,12,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",5.1,,0,0.03,2011,1,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",3.84,,0,0,2011,2,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",2.75,,0,0,2011,3,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",2.48,,0,0,2011,4,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",2.7,,0,0,2011,5,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",4.6,,0,0,2011,6,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",8.2,,0,0,2011,7,1
Fishfarm:,,1941,30117,"(69.96132,20.978268)",10,,0,0,2011,8,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",7.04,,0,0,2009,6,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",9.24,,0.07,0,2009,7,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",8.92,,0.1,0,2009,8,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",12.46,,0.25,0.19,2009,9,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",11.53,,0,0.15,2009,10,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",9.93,,0,1.17,2009,11,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",8.88,,1.24,0.71,2009,12,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",7.36,,0.61,0.52,2010,1,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",5.73,,0.46,0.58,2010,2,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",4.85,,0,0.01,2010,3,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",4.16,,0,0.01,2010,4,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",4.42,,0.06,0,2010,5,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",6.15,,0.07,0.03,2010,6,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",7.83,,0.1,0.5,2010,7,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",10.53,,1.1,0.23,2010,8,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",12.27,,1.13,0.7,2010,9,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",11.28,,0.05,0.03,2010,10,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",9.66,,1.74,0.56,2010,11,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",8.03,,0.25,0,2010,12,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",,,,,2011,1,1
Fishfarm:,,1816,30097,"(66.73299,13.33115)",4.54,,0,0,2011,2,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",4.48,,0,0,2010,5,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",6.69,,0,0,2010,6,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",8.96,,0,0,2010,7,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",10.9,,0.17,0,2010,8,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",12.66,,0.07,0,2010,9,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",11.17,,0.21,0.12,2010,10,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",9.98,,0.17,0,2010,11,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",7.45,,0.13,0.03,2010,12,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",5.16,,0.13,0,2011,1,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",3.96,,0.2,0.03,2011,2,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",3.07,,0.07,0,2011,3,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",2.68,,0.03,0.07,2011,4,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",3.3,,0.33,0.03,2011,5,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",5.79,,0,0,2011,6,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",12.68,,0.5,0.3,2011,8,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",11.61,,0.45,0.25,2011,9,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",11.31,,0.75,0.2,2011,10,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",9.65,,1.03,1.33,2011,11,1
Fishfarm:,,1845,30157,"(67.63265,15.26325)",8.88,,0,0.2,2011,12,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",7,,0,0,2006,6,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",8.5,,0,0,2006,7,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",10.7,,0.05,0.05,2006,8,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11.7,,0.1,0.05,2006,9,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11.7,,0.47,0,2006,10,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",9.3,,0,0,2006,11,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",7.8,,0,0,2006,12,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",6.2,,0,0,2007,1,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",5.1,,0,0,2007,2,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",4.1,,0,0,2007,3,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",3.1,,0,0,2007,4,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",3.1,,0,0,2007,5,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",6.2,,0,0,2007,6,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",10,,0.15,0.1,2007,7,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",13,,0,0,2007,8,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",12.5,,0,0,2007,9,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11.3,,0,0,2007,10,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",8.5,,0,0,2007,11,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11.3,,0,0,2008,8,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11.9,,0.25,0,2008,9,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",10.5,,0,0,2008,10,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",9.1,,0.4,0,2008,11,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",8.1,,0,0,2008,12,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",6.8,,0,0,2009,1,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",4.5,,0,0,2009,2,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",4.2,,0,0,2009,3,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",4,,0,0,2009,4,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",4,,0,0,2009,5,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",6.2,,0,0,2009,6,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",8.7,,0,0,2009,7,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11.9,,0,0,2009,8,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",13.6,,0.1,0.05,2009,9,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11,,0.7,0.3,2009,10,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",9.2,,1.5,1,2009,11,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",8.6,,0.47,0.72,2009,12,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",7,,0.22,0.2,2010,1,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",5.3,,0.27,0.2,2010,2,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",4.9,,0.23,0.28,2010,3,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",3.7,,0,0,2010,4,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",3.9,,0,0,2010,5,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",4.15,,0,0,2010,6,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",11,,0,0,2010,9,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",10.69,,0.16,0.03,2010,10,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",9.4,,0.55,0.04,2010,11,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",7.45,,0.08,0.04,2010,12,1
Fishfarm:,,1902,26055,"(68.863716,16.403032)",5.6,,0.1,0,2011,1,1
