"","Week","Year","Municip_number","Municip_name","locs_above_thr_count","locs_below_thr_count","locs_active","locs_above_thr_prop","locs_below_thr_prop","key","tot_loc"
"1126",3,2016,1931,"Lenvik",0,3,3,0,1,"Lenvik _ 2016 _ 3",10
"1127",3,2016,1936,"Karlsoy",0,4,4,0,1,"Karlsoy _ 2016 _ 3",7
"1128",3,2016,1938,"Lyngen",0,1,1,0,1,"Lyngen _ 2016 _ 3",2
"1129",3,2016,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2016 _ 3",1
"1130",3,2016,1941,"Skjervoy",0,4,4,0,1,"Skjervoy _ 2016 _ 3",14
"1131",3,2016,1942,"Nordreisa",0,2,2,0,1,"Nordreisa _ 2016 _ 3",4
"1132",3,2016,1943,"Kvaenangen",0,2,2,0,1,"Kvaenangen _ 2016 _ 3",9
"1133",3,2016,2004,"Hammerfest",0,5,5,0,1,"Hammerfest _ 2016 _ 3",8
"1134",3,2016,2012,"Alta",0,14,14,0,1,"Alta _ 2016 _ 3",21
"1135",3,2016,2014,"Loppa",0,3,3,0,1,"Loppa _ 2016 _ 3",11
"1136",3,2016,2015,"Hasvik",0,2,2,0,1,"Hasvik _ 2016 _ 3",2
"1137",3,2016,2017,"Kvalsund",0,3,3,0,1,"Kvalsund _ 2016 _ 3",7
"1138",3,2016,2018,"Masoy",0,2,2,0,1,"Masoy _ 2016 _ 3",4
"1139",3,2016,2019,"Nordkapp",0,1,1,0,1,"Nordkapp _ 2016 _ 3",4
"1140",3,2016,2022,"Lebesby",0,3,3,0,1,"Lebesby _ 2016 _ 3",6
"1141",3,2016,2027,"Nesseby",0,1,1,0,1,"Nesseby _ 2016 _ 3",4
"1142",3,2017,1804,"Bodo",0,3,3,0,1,"Bodo _ 2017 _ 3",8
"1143",3,2017,1811,"Bindal",0,4,4,0,1,"Bindal _ 2017 _ 3",6
"1144",3,2017,1812,"Somna",0,1,1,0,1,"Somna _ 2017 _ 3",4
"1145",3,2017,1813,"Bronnoy",0,2,2,0,1,"Bronnoy _ 2017 _ 3",10
"1146",3,2017,1815,"Vega",0,1,1,0,1,"Vega _ 2017 _ 3",3
"1147",3,2017,1818,"Heroy",0,3,3,0,1,"Heroy _ 2017 _ 3",10
"1148",3,2017,1822,"Leirfjord",0,1,1,0,1,"Leirfjord _ 2017 _ 3",1
"1149",3,2017,1824,"Vefsn",0,1,1,0,1,"Vefsn _ 2017 _ 3",1
"1150",3,2017,1827,"Donna",0,6,6,0,1,"Donna _ 2017 _ 3",9
"1151",3,2017,1828,"Nesna",0,2,2,0,1,"Nesna _ 2017 _ 3",3
"1152",3,2017,1833,"Rana",0,1,1,0,1,"Rana _ 2017 _ 3",1
"1153",3,2017,1834,"Luroy",0,8,8,0,1,"Luroy _ 2017 _ 3",13
"1154",3,2017,1835,"Traena",0,1,1,0,1,"Traena _ 2017 _ 3",1
"1155",3,2017,1836,"Rodoy",0,2,2,0,1,"Rodoy _ 2017 _ 3",13
"1156",3,2017,1837,"Meloy",0,6,6,0,1,"Meloy _ 2017 _ 3",8
"1157",3,2017,1838,"Gildeskal",0,6,6,0,1,"Gildeskal _ 2017 _ 3",15
"1158",3,2017,1845,"Sorfold",0,5,5,0,1,"Sorfold _ 2017 _ 3",7
"1159",3,2017,1848,"Steigen",0,6,6,0,1,"Steigen _ 2017 _ 3",12
"1160",3,2017,1849,"Hamaroy",0,2,2,0,1,"Hamaroy _ 2017 _ 3",2
"1161",3,2017,1850,"Tysfjord",0,2,2,0,1,"Tysfjord _ 2017 _ 3",10
"1162",3,2017,1851,"Lodingen",0,2,2,0,1,"Lodingen _ 2017 _ 3",8
"1163",3,2017,1852,"Tjeldsund",0,1,1,0,1,"Tjeldsund _ 2017 _ 3",1
"1164",3,2017,1854,"Ballangen",0,2,2,0,1,"Ballangen _ 2017 _ 3",4
"1165",3,2017,1859,"Flakstad",0,1,1,0,1,"Flakstad _ 2017 _ 3",3
"1166",3,2017,1860,"Vestvagoy",0,1,1,0,1,"Vestvagoy _ 2017 _ 3",11
"1167",3,2017,1866,"Hadsel",0,3,3,0,1,"Hadsel _ 2017 _ 3",14
"1168",3,2017,1867,"Bo",0,4,4,0,1,"Bo _ 2017 _ 3",9
"1169",3,2017,1868,"Oksnes",0,1,1,0,1,"Oksnes _ 2017 _ 3",13
"1170",3,2017,1870,"Sortland",0,4,4,0,1,"Sortland _ 2017 _ 3",9
"1171",3,2017,1902,"Tromso",0,7,7,0,1,"Tromso _ 2017 _ 3",13
"1172",3,2017,1903,"Harstad",0,3,3,0,1,"Harstad _ 2017 _ 3",11
"1173",3,2017,1911,"Kvaefjord",0,3,3,0,1,"Kvaefjord _ 2017 _ 3",5
"1174",3,2017,1913,"Skanland",0,1,1,0,1,"Skanland _ 2017 _ 3",3
"1175",3,2017,1917,"Ibestad",0,3,3,0,1,"Ibestad _ 2017 _ 3",8
"1176",3,2017,1919,"Gratangen",0,1,1,0,1,"Gratangen _ 2017 _ 3",5
"1177",3,2017,1920,"Lavangen",0,1,1,0,1,"Lavangen _ 2017 _ 3",2
"1178",3,2017,1926,"Dyroy",0,2,2,0,1,"Dyroy _ 2017 _ 3",6
"1179",3,2017,1927,"Tranoy",0,3,3,0,1,"Tranoy _ 2017 _ 3",5
"1180",3,2017,1928,"Torsken",0,5,5,0,1,"Torsken _ 2017 _ 3",9
"1181",3,2017,1929,"Berg",0,3,3,0,1,"Berg _ 2017 _ 3",4
"1182",3,2017,1931,"Lenvik",1,5,6,0.166666666666667,0.833333333333333,"Lenvik _ 2017 _ 3",10
"1183",3,2017,1936,"Karlsoy",0,2,2,0,1,"Karlsoy _ 2017 _ 3",10
"1184",3,2017,1938,"Lyngen",0,1,1,0,1,"Lyngen _ 2017 _ 3",1
"1185",3,2017,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2017 _ 3",1
"1186",3,2017,1941,"Skjervoy",0,5,5,0,1,"Skjervoy _ 2017 _ 3",16
"1187",3,2017,1943,"Kvaenangen",0,4,4,0,1,"Kvaenangen _ 2017 _ 3",10
"1188",3,2017,2004,"Hammerfest",0,3,3,0,1,"Hammerfest _ 2017 _ 3",9
"1189",3,2017,2012,"Alta",0,11,11,0,1,"Alta _ 2017 _ 3",21
"1190",3,2017,2014,"Loppa",0,5,5,0,1,"Loppa _ 2017 _ 3",11
"1191",3,2017,2017,"Kvalsund",0,5,5,0,1,"Kvalsund _ 2017 _ 3",8
"1192",3,2017,2018,"Masoy",0,3,3,0,1,"Masoy _ 2017 _ 3",5
"1193",3,2017,2019,"Nordkapp",0,3,3,0,1,"Nordkapp _ 2017 _ 3",4
"1194",3,2017,2022,"Lebesby",0,1,1,0,1,"Lebesby _ 2017 _ 3",6
"1195",3,2017,2027,"Nesseby",0,1,1,0,1,"Nesseby _ 2017 _ 3",4
"1196",3,2017,2028,"Batsfjord",0,1,1,0,1,"Batsfjord _ 2017 _ 3",1
"1197",3,2017,2030,"Sor-Varanger",0,1,1,0,1,"Sor-Varanger _ 2017 _ 3",6
"1198",3,2018,1804,"Bodo",0,1,1,0,1,"Bodo _ 2018 _ 3",8
"1199",3,2018,1811,"Bindal",0,1,1,0,1,"Bindal _ 2018 _ 3",7
"1200",3,2018,1812,"Somna",0,2,2,0,1,"Somna _ 2018 _ 3",3
"1201",3,2018,1813,"Bronnoy",0,5,5,0,1,"Bronnoy _ 2018 _ 3",10
"1202",3,2018,1815,"Vega",0,2,2,0,1,"Vega _ 2018 _ 3",3
"1203",3,2018,1816,"Vevelstad",0,3,3,0,1,"Vevelstad _ 2018 _ 3",7
"1204",3,2018,1818,"Heroy",0,3,3,0,1,"Heroy _ 2018 _ 3",10
"1205",3,2018,1820,"Alstahaug",0,1,1,0,1,"Alstahaug _ 2018 _ 3",4
"1206",3,2018,1824,"Vefsn",0,1,1,0,1,"Vefsn _ 2018 _ 3",1
"1207",3,2018,1827,"Donna",0,7,7,0,1,"Donna _ 2018 _ 3",9
"1208",3,2018,1828,"Nesna",0,1,1,0,1,"Nesna _ 2018 _ 3",3
"1209",3,2018,1833,"Rana",0,1,1,0,1,"Rana _ 2018 _ 3",1
"1210",3,2018,1834,"Luroy",0,7,7,0,1,"Luroy _ 2018 _ 3",12
"1211",3,2018,1835,"Traena",0,1,1,0,1,"Traena _ 2018 _ 3",1
"1212",3,2018,1836,"Rodoy",0,6,6,0,1,"Rodoy _ 2018 _ 3",13
"1213",3,2018,1837,"Meloy",0,5,5,0,1,"Meloy _ 2018 _ 3",8
"1214",3,2018,1838,"Gildeskal",1,6,7,0.142857142857143,0.857142857142857,"Gildeskal _ 2018 _ 3",15
"1215",3,2018,1841,"Fauske",0,1,1,0,1,"Fauske _ 2018 _ 3",3
"1216",3,2018,1845,"Sorfold",0,3,3,0,1,"Sorfold _ 2018 _ 3",7
"1217",3,2018,1848,"Steigen",0,7,7,0,1,"Steigen _ 2018 _ 3",13
"1218",3,2018,1849,"Hamaroy",0,1,1,0,1,"Hamaroy _ 2018 _ 3",2
"1219",3,2018,1850,"Tysfjord",0,5,5,0,1,"Tysfjord _ 2018 _ 3",10
"1220",3,2018,1851,"Lodingen",0,3,3,0,1,"Lodingen _ 2018 _ 3",7
"1221",3,2018,1854,"Ballangen",0,2,2,0,1,"Ballangen _ 2018 _ 3",4
"1222",3,2018,1859,"Flakstad",0,1,1,0,1,"Flakstad _ 2018 _ 3",1
"1223",3,2018,1865,"Vagan",0,2,2,0,1,"Vagan _ 2018 _ 3",10
"1224",3,2018,1866,"Hadsel",1,3,4,0.25,0.75,"Hadsel _ 2018 _ 3",14
"1225",3,2018,1867,"Bo",1,1,2,0.5,0.5,"Bo _ 2018 _ 3",9
"1226",3,2018,1868,"Oksnes",1,4,5,0.2,0.8,"Oksnes _ 2018 _ 3",13
"1227",3,2018,1870,"Sortland",0,3,3,0,1,"Sortland _ 2018 _ 3",9
"1228",3,2018,1902,"Tromso",0,3,3,0,1,"Tromso _ 2018 _ 3",14
"1229",3,2018,1903,"Harstad",0,5,5,0,1,"Harstad _ 2018 _ 3",12
"1230",3,2018,1911,"Kvaefjord",0,1,1,0,1,"Kvaefjord _ 2018 _ 3",5
"1231",3,2018,1913,"Skanland",0,2,2,0,1,"Skanland _ 2018 _ 3",3
"1232",3,2018,1917,"Ibestad",0,4,4,0,1,"Ibestad _ 2018 _ 3",9
"1233",3,2018,1919,"Gratangen",0,1,1,0,1,"Gratangen _ 2018 _ 3",5
"1234",3,2018,1920,"Lavangen",0,1,1,0,1,"Lavangen _ 2018 _ 3",2
"1235",3,2018,1923,"Salangen",0,2,2,0,1,"Salangen _ 2018 _ 3",3
"1236",3,2018,1926,"Dyroy",0,3,3,0,1,"Dyroy _ 2018 _ 3",6
"1237",3,2018,1927,"Tranoy",0,4,4,0,1,"Tranoy _ 2018 _ 3",6
"1238",3,2018,1928,"Torsken",0,3,3,0,1,"Torsken _ 2018 _ 3",9
"1239",3,2018,1929,"Berg",0,4,4,0,1,"Berg _ 2018 _ 3",4
"1240",3,2018,1931,"Lenvik",0,4,4,0,1,"Lenvik _ 2018 _ 3",10
"1241",3,2018,1936,"Karlsoy",0,6,6,0,1,"Karlsoy _ 2018 _ 3",11
"1242",3,2018,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2018 _ 3",1
"1243",3,2018,1941,"Skjervoy",0,5,5,0,1,"Skjervoy _ 2018 _ 3",16
"1244",3,2018,1942,"Nordreisa",0,3,3,0,1,"Nordreisa _ 2018 _ 3",4
"1245",3,2018,1943,"Kvaenangen",0,3,3,0,1,"Kvaenangen _ 2018 _ 3",8
"1246",3,2018,2004,"Hammerfest",0,5,5,0,1,"Hammerfest _ 2018 _ 3",9
"1247",3,2018,2012,"Alta",1,6,7,0.142857142857143,0.857142857142857,"Alta _ 2018 _ 3",22
"1248",3,2018,2014,"Loppa",0,7,7,0,1,"Loppa _ 2018 _ 3",11
"1249",3,2018,2015,"Hasvik",0,2,2,0,1,"Hasvik _ 2018 _ 3",3
"1250",3,2018,2017,"Kvalsund",0,5,5,0,1,"Kvalsund _ 2018 _ 3",8
"1251",3,2018,2018,"Masoy",0,6,6,0,1,"Masoy _ 2018 _ 3",6
"1252",3,2018,2022,"Lebesby",0,2,2,0,1,"Lebesby _ 2018 _ 3",6
"1253",3,2018,2027,"Nesseby",0,2,2,0,1,"Nesseby _ 2018 _ 3",3
"1254",3,2018,2028,"Batsfjord",0,1,1,0,1,"Batsfjord _ 2018 _ 3",1
"1255",3,2019,1804,"Bodo",0,4,4,0,1,"Bodo _ 2019 _ 3",8
"1256",3,2019,1805,"Narvik",0,1,1,0,1,"Narvik _ 2019 _ 3",1
"1257",3,2019,1811,"Bindal",0,4,4,0,1,"Bindal _ 2019 _ 3",7
"1258",3,2019,1812,"Somna",0,1,1,0,1,"Somna _ 2019 _ 3",3
"1259",3,2019,1813,"Bronnoy",1,5,6,0.166666666666667,0.833333333333333,"Bronnoy _ 2019 _ 3",8
"1260",3,2019,1815,"Vega",0,2,2,0,1,"Vega _ 2019 _ 3",2
"1261",3,2019,1816,"Vevelstad",0,4,4,0,1,"Vevelstad _ 2019 _ 3",4
"1262",3,2019,1818,"Heroy",0,4,4,0,1,"Heroy _ 2019 _ 3",12
"1263",3,2019,1822,"Leirfjord",0,1,1,0,1,"Leirfjord _ 2019 _ 3",1
"1264",3,2019,1824,"Vefsn",0,1,1,0,1,"Vefsn _ 2019 _ 3",1
"1265",3,2019,1827,"Donna",0,6,6,0,1,"Donna _ 2019 _ 3",9
"1266",3,2019,1828,"Nesna",0,1,1,0,1,"Nesna _ 2019 _ 3",2
"1267",3,2019,1833,"Rana",0,1,1,0,1,"Rana _ 2019 _ 3",1
"1268",3,2019,1834,"Luroy",0,8,8,0,1,"Luroy _ 2019 _ 3",13
"1269",3,2019,1835,"Traena",0,1,1,0,1,"Traena _ 2019 _ 3",1
"1270",3,2019,1836,"Rodoy",0,6,6,0,1,"Rodoy _ 2019 _ 3",12
"1271",3,2019,1837,"Meloy",0,6,6,0,1,"Meloy _ 2019 _ 3",6
"1272",3,2019,1838,"Gildeskal",0,7,7,0,1,"Gildeskal _ 2019 _ 3",14
"1273",3,2019,1840,"Saltdal",0,2,2,0,1,"Saltdal _ 2019 _ 3",2
"1274",3,2019,1845,"Sorfold",0,3,3,0,1,"Sorfold _ 2019 _ 3",7
"1275",3,2019,1848,"Steigen",0,7,7,0,1,"Steigen _ 2019 _ 3",13
"1276",3,2019,1849,"Hamaroy",0,2,2,0,1,"Hamaroy _ 2019 _ 3",2
"1277",3,2019,1850,"Tysfjord",0,3,3,0,1,"Tysfjord _ 2019 _ 3",9
"1278",3,2019,1851,"Lodingen",0,5,5,0,1,"Lodingen _ 2019 _ 3",7
"1279",3,2019,1852,"Tjeldsund",0,1,1,0,1,"Tjeldsund _ 2019 _ 3",1
"1280",3,2019,1854,"Ballangen",0,1,1,0,1,"Ballangen _ 2019 _ 3",3
"1281",3,2019,1859,"Flakstad",0,1,1,0,1,"Flakstad _ 2019 _ 3",1
"1282",3,2019,1860,"Vestvagoy",0,5,5,0,1,"Vestvagoy _ 2019 _ 3",10
"1283",3,2019,1865,"Vagan",0,2,2,0,1,"Vagan _ 2019 _ 3",7
"1284",3,2019,1866,"Hadsel",0,4,4,0,1,"Hadsel _ 2019 _ 3",13
"1285",3,2019,1867,"Bo",0,3,3,0,1,"Bo _ 2019 _ 3",10
"1286",3,2019,1868,"Oksnes",0,4,4,0,1,"Oksnes _ 2019 _ 3",13
"1287",3,2019,1870,"Sortland",0,5,5,0,1,"Sortland _ 2019 _ 3",9
"1288",3,2019,1902,"Tromso",0,9,9,0,1,"Tromso _ 2019 _ 3",13
"1289",3,2019,1903,"Harstad",0,8,8,0,1,"Harstad _ 2019 _ 3",12
"1290",3,2019,1911,"Kvaefjord",0,2,2,0,1,"Kvaefjord _ 2019 _ 3",5
"1291",3,2019,1913,"Skanland",0,3,3,0,1,"Skanland _ 2019 _ 3",3
"1292",3,2019,1917,"Ibestad",0,5,5,0,1,"Ibestad _ 2019 _ 3",9
"1293",3,2019,1919,"Gratangen",0,2,2,0,1,"Gratangen _ 2019 _ 3",5
"1294",3,2019,1926,"Dyroy",0,3,3,0,1,"Dyroy _ 2019 _ 3",6
"1295",3,2019,1927,"Tranoy",0,5,5,0,1,"Tranoy _ 2019 _ 3",6
"1296",3,2019,1928,"Torsken",0,3,3,0,1,"Torsken _ 2019 _ 3",9
"1297",3,2019,1929,"Berg",0,2,2,0,1,"Berg _ 2019 _ 3",4
"1298",3,2019,1931,"Lenvik",0,4,4,0,1,"Lenvik _ 2019 _ 3",10
"1299",3,2019,1936,"Karlsoy",0,4,4,0,1,"Karlsoy _ 2019 _ 3",11
"1300",3,2019,1941,"Skjervoy",0,5,5,0,1,"Skjervoy _ 2019 _ 3",13
"1301",3,2019,1942,"Nordreisa",0,1,1,0,1,"Nordreisa _ 2019 _ 3",3
"1302",3,2019,1943,"Kvaenangen",0,5,5,0,1,"Kvaenangen _ 2019 _ 3",8
"1303",3,2019,2004,"Hammerfest",0,5,5,0,1,"Hammerfest _ 2019 _ 3",9
"1304",3,2019,2012,"Alta",1,13,14,0.0714285714285714,0.928571428571429,"Alta _ 2019 _ 3",21
"1305",3,2019,2014,"Loppa",0,7,7,0,1,"Loppa _ 2019 _ 3",10
"1306",3,2019,2017,"Kvalsund",0,6,6,0,1,"Kvalsund _ 2019 _ 3",8
"1307",3,2019,2018,"Masoy",0,4,4,0,1,"Masoy _ 2019 _ 3",6
"1308",3,2019,2019,"Nordkapp",0,4,4,0,1,"Nordkapp _ 2019 _ 3",7
"1309",3,2019,2022,"Lebesby",0,2,2,0,1,"Lebesby _ 2019 _ 3",5
"1310",3,2019,2027,"Nesseby",0,2,2,0,1,"Nesseby _ 2019 _ 3",3
"1311",4,2012,1813,"Bronnoy",1,3,4,0.25,0.75,"Bronnoy _ 2012 _ 4",5
"1312",4,2012,1818,"Heroy",0,2,2,0,1,"Heroy _ 2012 _ 4",9
"1313",4,2012,1827,"Donna",0,1,1,0,1,"Donna _ 2012 _ 4",6
"1314",4,2012,1833,"Rana",1,0,1,1,0,"Rana _ 2012 _ 4",1
"1315",4,2012,1834,"Luroy",0,3,3,0,1,"Luroy _ 2012 _ 4",20
"1316",4,2012,1835,"Traena",0,2,2,0,1,"Traena _ 2012 _ 4",3
"1317",4,2012,1836,"Rodoy",0,7,7,0,1,"Rodoy _ 2012 _ 4",12
"1318",4,2012,1838,"Gildeskal",0,4,4,0,1,"Gildeskal _ 2012 _ 4",13
"1319",4,2012,1840,"Saltdal",0,1,1,0,1,"Saltdal _ 2012 _ 4",2
"1320",4,2012,1845,"Sorfold",0,4,4,0,1,"Sorfold _ 2012 _ 4",9
"1321",4,2012,1850,"Tysfjord",0,1,1,0,1,"Tysfjord _ 2012 _ 4",7
"1322",4,2012,1851,"Lodingen",0,2,2,0,1,"Lodingen _ 2012 _ 4",7
"1323",4,2012,1854,"Ballangen",0,1,1,0,1,"Ballangen _ 2012 _ 4",4
"1324",4,2012,1860,"Vestvagoy",0,3,3,0,1,"Vestvagoy _ 2012 _ 4",15
"1325",4,2012,1865,"Vagan",0,4,4,0,1,"Vagan _ 2012 _ 4",11
"1326",4,2012,1866,"Hadsel",0,2,2,0,1,"Hadsel _ 2012 _ 4",12
"1327",4,2012,1867,"Bo",1,2,3,0.333333333333333,0.666666666666667,"Bo _ 2012 _ 4",8
"1328",4,2012,1868,"Oksnes",0,3,3,0,1,"Oksnes _ 2012 _ 4",15
"1329",4,2012,1870,"Sortland",0,1,1,0,1,"Sortland _ 2012 _ 4",6
"1330",4,2012,1902,"Tromso",0,5,5,0,1,"Tromso _ 2012 _ 4",14
"1331",4,2012,1903,"Harstad",0,4,4,0,1,"Harstad _ 2012 _ 4",9
"1332",4,2012,1911,"Kvaefjord",1,1,2,0.5,0.5,"Kvaefjord _ 2012 _ 4",6
"1333",4,2012,1913,"Skanland",0,1,1,0,1,"Skanland _ 2012 _ 4",4
"1334",4,2012,1917,"Ibestad",0,3,3,0,1,"Ibestad _ 2012 _ 4",7
"1335",4,2012,1920,"Lavangen",0,1,1,0,1,"Lavangen _ 2012 _ 4",2
"1336",4,2012,1925,"Sorreisa",0,1,1,0,1,"Sorreisa _ 2012 _ 4",1
"1337",4,2012,1926,"Dyroy",0,3,3,0,1,"Dyroy _ 2012 _ 4",6
"1338",4,2012,1927,"Tranoy",0,4,4,0,1,"Tranoy _ 2012 _ 4",8
"1339",4,2012,1928,"Torsken",0,1,1,0,1,"Torsken _ 2012 _ 4",11
"1340",4,2012,1931,"Lenvik",0,1,1,0,1,"Lenvik _ 2012 _ 4",6
"1341",4,2012,1936,"Karlsoy",0,3,3,0,1,"Karlsoy _ 2012 _ 4",5
"1342",4,2012,1938,"Lyngen",0,1,1,0,1,"Lyngen _ 2012 _ 4",2
"1343",4,2012,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2012 _ 4",1
"1344",4,2012,1941,"Skjervoy",0,1,1,0,1,"Skjervoy _ 2012 _ 4",13
"1345",4,2012,1942,"Nordreisa",0,1,1,0,1,"Nordreisa _ 2012 _ 4",5
"1346",4,2012,1943,"Kvaenangen",0,2,2,0,1,"Kvaenangen _ 2012 _ 4",11
"1347",4,2013,1804,"Bodo",0,1,1,0,1,"Bodo _ 2013 _ 4",4
"1348",4,2013,1811,"Bindal",0,2,2,0,1,"Bindal _ 2013 _ 4",3
"1349",4,2013,1812,"Somna",0,1,1,0,1,"Somna _ 2013 _ 4",4
"1350",4,2013,1813,"Bronnoy",0,2,2,0,1,"Bronnoy _ 2013 _ 4",7
"1351",4,2013,1816,"Vevelstad",0,3,3,0,1,"Vevelstad _ 2013 _ 4",6
"1352",4,2013,1818,"Heroy",0,5,5,0,1,"Heroy _ 2013 _ 4",7
"1353",4,2013,1820,"Alstahaug",0,2,2,0,1,"Alstahaug _ 2013 _ 4",5
"1354",4,2013,1822,"Leirfjord",0,2,2,0,1,"Leirfjord _ 2013 _ 4",2
"1355",4,2013,1827,"Donna",0,2,2,0,1,"Donna _ 2013 _ 4",7
"1356",4,2013,1828,"Nesna",0,2,2,0,1,"Nesna _ 2013 _ 4",4
"1357",4,2013,1833,"Rana",0,1,1,0,1,"Rana _ 2013 _ 4",1
"1358",4,2013,1834,"Luroy",1,3,4,0.25,0.75,"Luroy _ 2013 _ 4",17
"1359",4,2013,1836,"Rodoy",0,5,5,0,1,"Rodoy _ 2013 _ 4",11
"1360",4,2013,1837,"Meloy",1,1,2,0.5,0.5,"Meloy _ 2013 _ 4",8
"1361",4,2013,1838,"Gildeskal",0,7,7,0,1,"Gildeskal _ 2013 _ 4",12
"1362",4,2013,1840,"Saltdal",0,2,2,0,1,"Saltdal _ 2013 _ 4",2
"1363",4,2013,1841,"Fauske",0,2,2,0,1,"Fauske _ 2013 _ 4",3
"1364",4,2013,1845,"Sorfold",0,6,6,0,1,"Sorfold _ 2013 _ 4",8
"1365",4,2013,1848,"Steigen",0,3,3,0,1,"Steigen _ 2013 _ 4",9
"1366",4,2013,1849,"Hamaroy",0,2,2,0,1,"Hamaroy _ 2013 _ 4",2
"1367",4,2013,1850,"Tysfjord",0,5,5,0,1,"Tysfjord _ 2013 _ 4",9
"1368",4,2013,1851,"Lodingen",0,3,3,0,1,"Lodingen _ 2013 _ 4",7
"1369",4,2013,1860,"Vestvagoy",0,2,2,0,1,"Vestvagoy _ 2013 _ 4",14
"1370",4,2013,1865,"Vagan",0,2,2,0,1,"Vagan _ 2013 _ 4",12
"1371",4,2013,1866,"Hadsel",0,3,3,0,1,"Hadsel _ 2013 _ 4",13
"1372",4,2013,1867,"Bo",1,2,3,0.333333333333333,0.666666666666667,"Bo _ 2013 _ 4",8
"1373",4,2013,1868,"Oksnes",0,3,3,0,1,"Oksnes _ 2013 _ 4",13
"1374",4,2013,1902,"Tromso",0,3,3,0,1,"Tromso _ 2013 _ 4",14
"1375",4,2013,1903,"Harstad",0,5,5,0,1,"Harstad _ 2013 _ 4",9
"1376",4,2013,1911,"Kvaefjord",0,2,2,0,1,"Kvaefjord _ 2013 _ 4",6
"1377",4,2013,1913,"Skanland",0,1,1,0,1,"Skanland _ 2013 _ 4",4
"1378",4,2013,1917,"Ibestad",0,3,3,0,1,"Ibestad _ 2013 _ 4",9
"1379",4,2013,1920,"Lavangen",0,2,2,0,1,"Lavangen _ 2013 _ 4",2
"1380",4,2013,1923,"Salangen",0,1,1,0,1,"Salangen _ 2013 _ 4",4
"1381",4,2013,1926,"Dyroy",0,1,1,0,1,"Dyroy _ 2013 _ 4",6
"1382",4,2013,1927,"Tranoy",0,3,3,0,1,"Tranoy _ 2013 _ 4",8
"1383",4,2013,1928,"Torsken",0,3,3,0,1,"Torsken _ 2013 _ 4",11
"1384",4,2013,1929,"Berg",0,2,2,0,1,"Berg _ 2013 _ 4",4
"1385",4,2013,1931,"Lenvik",0,1,1,0,1,"Lenvik _ 2013 _ 4",8
"1386",4,2013,1936,"Karlsoy",0,2,2,0,1,"Karlsoy _ 2013 _ 4",5
"1387",4,2013,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2013 _ 4",1
"1388",4,2013,1941,"Skjervoy",0,3,3,0,1,"Skjervoy _ 2013 _ 4",14
"1389",4,2013,1942,"Nordreisa",0,3,3,0,1,"Nordreisa _ 2013 _ 4",4
"1390",4,2013,1943,"Kvaenangen",0,3,3,0,1,"Kvaenangen _ 2013 _ 4",11
"1391",4,2013,2004,"Hammerfest",0,3,3,0,1,"Hammerfest _ 2013 _ 4",11
"1392",4,2013,2012,"Alta",0,5,5,0,1,"Alta _ 2013 _ 4",21
"1393",4,2013,2014,"Loppa",0,5,5,0,1,"Loppa _ 2013 _ 4",10
"1394",4,2013,2017,"Kvalsund",0,3,3,0,1,"Kvalsund _ 2013 _ 4",6
"1395",4,2013,2018,"Masoy",0,3,3,0,1,"Masoy _ 2013 _ 4",3
"1396",4,2013,2019,"Nordkapp",0,2,2,0,1,"Nordkapp _ 2013 _ 4",5
"1397",4,2013,2022,"Lebesby",0,3,3,0,1,"Lebesby _ 2013 _ 4",4
"1398",4,2013,2027,"Nesseby",0,1,1,0,1,"Nesseby _ 2013 _ 4",3
"1399",4,2014,1804,"Bodo",0,1,1,0,1,"Bodo _ 2014 _ 4",4
"1400",4,2014,1812,"Somna",1,1,2,0.5,0.5,"Somna _ 2014 _ 4",4
"1401",4,2014,1813,"Bronnoy",2,1,3,0.666666666666667,0.333333333333333,"Bronnoy _ 2014 _ 4",7
"1402",4,2014,1816,"Vevelstad",2,2,4,0.5,0.5,"Vevelstad _ 2014 _ 4",6
"1403",4,2014,1818,"Heroy",0,2,2,0,1,"Heroy _ 2014 _ 4",7
"1404",4,2014,1820,"Alstahaug",0,2,2,0,1,"Alstahaug _ 2014 _ 4",5
"1405",4,2014,1824,"Vefsn",1,0,1,1,0,"Vefsn _ 2014 _ 4",1
"1406",4,2014,1827,"Donna",0,1,1,0,1,"Donna _ 2014 _ 4",8
"1407",4,2014,1834,"Luroy",0,4,4,0,1,"Luroy _ 2014 _ 4",11
"1408",4,2014,1835,"Traena",0,1,1,0,1,"Traena _ 2014 _ 4",3
"1409",4,2014,1836,"Rodoy",1,7,8,0.125,0.875,"Rodoy _ 2014 _ 4",11
"1410",4,2014,1838,"Gildeskal",1,4,5,0.2,0.8,"Gildeskal _ 2014 _ 4",12
"1411",4,2014,1840,"Saltdal",0,2,2,0,1,"Saltdal _ 2014 _ 4",2
"1412",4,2014,1841,"Fauske",0,1,1,0,1,"Fauske _ 2014 _ 4",3
"1413",4,2014,1845,"Sorfold",0,4,4,0,1,"Sorfold _ 2014 _ 4",8
"1414",4,2014,1848,"Steigen",0,5,5,0,1,"Steigen _ 2014 _ 4",10
