"year","county","municip_number","municip","production_final","feed_kg","efcr_municip"
2012,"Troms",1936,"Karlsoy",6839744.09904,8948574,1.30832000005029
2012,"Troms",1938,"Lyngen",1021426.18624,1391481,1.36229227206541
2012,"Troms",1940,"Kafjord",4624207.99104,6217976,1.3446575093612
2012,"Troms",1941,"Skjervoy",12144524.37488,14242757,1.17277190611598
2012,"Troms",1942,"Nordreisa",7400412.7356,8499392,1.14850242867041
2012,"Troms",1943,"Kvaenangen",6121205.08008,8982562,1.46744993550888
2012,"Nordland",1804,"Bodo",789140.86512,817942,1.0364968235115
2012,"Nordland",1805,"Narvik",3292636.6396,4598218,1.39651546869703
2012,"Nordland",1811,"Bindal",12062710.83328,8579202,0.711216750411583
2012,"Nordland",1812,"Somna",401133.33856,520688,1.29804219681461
2012,"Nordland",1813,"Bronnoy",5801716.65688,9427190,1.62489665689218
2012,"Nordland",1815,"Vega",4694964.43592,6259611,1.33326057852734
2012,"Nordland",1816,"Vevelstad",2893854.42632,3902322,1.34848593782322
2012,"Nordland",1818,"Heroy",8342523.65488,11954577,1.43296890659784
2012,"Nordland",1820,"Alstahaug",9545097.30552,8208776,0.859999195110646
2012,"Nordland",1822,"Leirfjord",1092518.03096,1333500,1.22057482092835
2012,"Nordland",1824,"Vefsn",2873721.30936,4229750,1.47187202399317
2012,"Nordland",1827,"Donna",3357912.3416,4262871,1.26950038188573
2012,"Nordland",1828,"Nesna",4301866.60264,5277573,1.22681000772112
2012,"Nordland",1833,"Rana",1645980.6948,1973057,1.19871211505293
2012,"Nordland",1834,"Luroy",8409545.28736,15337617,1.8238342830561
2012,"Nordland",1835,"Traena",2255451.93984,2792000,1.23788937847998
2012,"Nordland",1836,"Rodoy",23416029.30928,27512273,1.17493331754144
2012,"Nordland",1837,"Meloy",8390003.17616,12624949,1.50476093213808
2012,"Nordland",1838,"Gildeskal",12329421.564,16435120,1.33300008558293
2012,"Nordland",1840,"Saltdal",3741695.4652,4113487,1.09936445610229
2012,"Nordland",1841,"Fauske",1578363.42928,2485070,1.5744599462328
2012,"Nordland",1845,"Sorfold",10974517.22416,12043026,1.09736271345838
2012,"Nordland",1848,"Steigen",16143339.33056,20180700,1.25009451804046
2012,"Nordland",1849,"Hamaroy",3382714.54352,4710250,1.39244678775011
2012,"Nordland",1850,"Tysfjord",11205436.74344,16996973,1.51685056005965
2012,"Nordland",1851,"Lodingen",7898383.43408,12235702,1.5491400363276
2012,"Nordland",1854,"Ballangen",1211906.75488,1458902,1.20380713625485
2012,"Nordland",1859,"Flakstad",3667298.16112,4615444,1.25854070141666
2012,"Nordland",1860,"Vestvagoy",5619051.7764,7493119,1.33352019133746
2012,"Nordland",1865,"Vagan",12050596.6268,9134900,0.758045454752372
2012,"Nordland",1866,"Hadsel",6177941.84856,8401465,1.35991325362803
2012,"Nordland",1867,"Bo",6986024.76752,9349767,1.33835297055769
2012,"Nordland",1868,"Oksnes",7564343.1052,11217280,1.48291528345519
2012,"Nordland",1870,"Sortland",5192984.20176,6883068,1.32545521661075
2013,"Finnmark",2004,"Hammerfest",18982023.72448,25913238,1.36514622340195
2013,"Finnmark",2012,"Alta",22760805.89688,29490375,1.29566479911164
2013,"Finnmark",2014,"Loppa",11165672.82368,19368013,1.73460330656694
2013,"Finnmark",2017,"Kvalsund",4543936.03312,6954919,1.53059350952715
2013,"Finnmark",2018,"Masoy",3370927.40144,6157892,1.82676494230325
2013,"Finnmark",2019,"Nordkapp",5659616.33272,7414668,1.31010082028591
2013,"Finnmark",2022,"Lebesby",7355236.92728,8285045,1.12641442851031
2013,"Finnmark",2027,"Nesseby",3473473.98288,5895820,1.69738424098157
2013,"Finnmark",2030,"Sor-Varanger",11303762.88,13382570,1.18390399215451
2013,"Troms",1902,"Tromso",11500688.208,15028995,1.3067909266113
2013,"Troms",1903,"Harstad",12004128.56368,16187716,1.3485123817299
2013,"Troms",1911,"Kvaefjord",5090322.3548,5407194,1.06224981899254
2013,"Troms",1913,"Skanland",4634014.924,6453582,1.39265455675947
2013,"Troms",1917,"Ibestad",8743962.0136,13714834,1.5684919466334
2013,"Troms",1919,"Gratangen",1146993.9536,292112,0.254676146359068
2013,"Troms",1920,"Lavangen",4316016.98176,5976917,1.38482240113029
2013,"Troms",1923,"Salangen",6003602.68816,1652991,0.275333176737352
2013,"Troms",1925,"Sorreisa",942595.80696,2282545,2.42155225298691
2013,"Troms",1926,"Dyroy",10418421.59688,10452883,1.00330773743408
2013,"Troms",1927,"Tranoy",16271103.5568,19595538,1.20431524091743
2013,"Troms",1928,"Torsken",9193911.34984,11120968,1.20960139562293
2013,"Troms",1929,"Berg",7973970.6384,8118693,1.0181493471901
2013,"Troms",1931,"Lenvik",7866369.78136,8822258,1.12151580019859
2013,"Troms",1936,"Karlsoy",5962707.08656,8371690,1.40400825974998
2013,"Troms",1938,"Lyngen",3762137.3328,4803047,1.2766804013572
2013,"Troms",1940,"Kafjord",3958736.0032,4572174,1.15495804628147
2013,"Troms",1941,"Skjervoy",10737430.20584,12513237,1.16538471125001
2013,"Troms",1942,"Nordreisa",5414529.69464,8519212,1.57339833382637
2013,"Troms",1943,"Kvaenangen",8499304.75024,9242326,1.0874214152327
2013,"Nordland",1804,"Bodo",3093376.77776,3997971,1.29242936998287
2013,"Nordland",1805,"Narvik",271308.57248,379804,1.39989679105329
2013,"Nordland",1811,"Bindal",7484608.90272,6396605,0.854634501700602
2013,"Nordland",1812,"Somna",7124796.15144,7117775,0.999014547042363
2013,"Nordland",1813,"Bronnoy",14301399.39008,14459294,1.011040500696
2013,"Nordland",1815,"Vega",2969266.06152,3370264,1.13504951397812
2013,"Nordland",1816,"Vevelstad",6130110.24856,7903120,1.28922966790956
2013,"Nordland",1818,"Heroy",6802906.57592,9896954,1.45481257011994
2013,"Nordland",1820,"Alstahaug",5116063.80368,7159576,1.39943055339734
2013,"Nordland",1822,"Leirfjord",-9866.45792000003,490886,NA
2013,"Nordland",1824,"Vefsn",1212841.25832,1592750,1.31323863619732
2013,"Nordland",1827,"Donna",8315479.02728,10714242,1.28846960768593
2013,"Nordland",1828,"Nesna",3206655.87384,5302652,1.65363924556395
2013,"Nordland",1833,"Rana",4624543.4004,5685427,1.22940288537637
2013,"Nordland",1834,"Luroy",11141077.72192,15905140,1.4276123367048
2013,"Nordland",1835,"Traena",1266344.09848,1469500,1.16042709226019
2013,"Nordland",1836,"Rodoy",16459279.22432,21492650,1.30580748446401
2013,"Nordland",1837,"Meloy",4097349.05776,6242292,1.52349529220062
2013,"Nordland",1838,"Gildeskal",10242842.30568,16394493,1.60058043565785
2013,"Nordland",1840,"Saltdal",1163297.94584,2365000,2.03301313172376
2013,"Nordland",1841,"Fauske",1508990.36096,2053515,1.36085362314281
2013,"Nordland",1845,"Sorfold",11904857.13168,15747480,1.32277773902002
2013,"Nordland",1848,"Steigen",14637055.44544,19408371,1.32597509603931
2013,"Nordland",1849,"Hamaroy",3065810.90856,3696250,1.20563534746379
2013,"Nordland",1850,"Tysfjord",16801498.15848,17906533,1.06577001831008
2013,"Nordland",1851,"Lodingen",4828692.0196,5904705,1.22283735968921
2013,"Nordland",1854,"Ballangen",4132679.80768,5629523,1.36219674931949
2013,"Nordland",1859,"Flakstad",969470.67392,1207938,1.2459768330235
2013,"Nordland",1860,"Vestvagoy",3642801.78328,5451960,1.49663921463523
2013,"Nordland",1865,"Vagan",5480603.04048,7530128,1.37395975303851
2013,"Nordland",1866,"Hadsel",15984814.37096,20829754,1.30309639615471
2013,"Nordland",1867,"Bo",5449409.2836,8142300,1.49416194971889
2013,"Nordland",1868,"Oksnes",7988469.23536,11648992,1.45822580732203
2013,"Nordland",1870,"Sortland",5021250.25392,7296319,1.45308810177384
2014,"Finnmark",2004,"Hammerfest",9468056.83856,15127665,1.5977581522737
2014,"Finnmark",2012,"Alta",21057791.97568,29915733,1.42064908963628
2014,"Finnmark",2014,"Loppa",9402568.38304,13966832,1.48542732485656
2014,"Finnmark",2017,"Kvalsund",11938492.25184,15741414,1.3185428836354
2014,"Finnmark",2018,"Masoy",12748693.59104,14881075,1.16726273901968
2014,"Finnmark",2019,"Nordkapp",4566995.27088,4630811,1.01397324177822
2014,"Finnmark",2022,"Lebesby",13133285.91776,13709732,1.04389199213736
2014,"Finnmark",2027,"Nesseby",1401610.1092,2060481,1.47008143454107
2014,"Finnmark",2030,"Sor-Varanger",6219678.51736,8631847,1.38782848275957
2014,"Troms",1902,"Tromso",9703238.95712,13323579,1.37310634715674
2014,"Troms",1903,"Harstad",16491717.35192,22284894,1.35127794907336
2014,"Troms",1911,"Kvaefjord",6848434.64736,7758987,1.13295773407008
2014,"Troms",1913,"Skanland",3156532.53728,4106141,1.30083911745078
2014,"Troms",1917,"Ibestad",13942747.7296,19120345,1.37134698058175
2014,"Troms",1919,"Gratangen",1464947.52624,982174,0.670449952921448
2014,"Troms",1920,"Lavangen",181145.38552,1070921,5.91194192954896
2014,"Troms",1923,"Salangen",4926609.28704,1879899,0.38158069586425
2014,"Troms",1925,"Sorreisa",3381474.49288,4138110,1.22375904615373
2014,"Troms",1926,"Dyroy",14076423.02264,17150433,1.21838005098425
2014,"Troms",1927,"Tranoy",9633661.58088,13365515,1.38737642876377
2014,"Troms",1928,"Torsken",18276034.78272,21081355,1.15349720279217
2014,"Troms",1929,"Berg",2632820.25208,2714257,1.03093137401069
2014,"Troms",1931,"Lenvik",11623165.63256,10846978,0.933220633939375
2014,"Troms",1936,"Karlsoy",11929520.3944,16356752,1.37111564079963
2014,"Troms",1938,"Lyngen",1373660.1868,1182236,0.860646622331007
2014,"Troms",1940,"Kafjord",917166.53984,1653975,1.80335296606932
2014,"Troms",1941,"Skjervoy",11609967.26,12965070,1.11671891140199
2014,"Troms",1942,"Nordreisa",2255153.9112,3130493,1.3881504869591
2014,"Troms",1943,"Kvaenangen",18548790.46224,13570362,0.731603606586928
2014,"Nordland",1804,"Bodo",1135513.08856,1517740,1.33661162983574
2014,"Nordland",1805,"Narvik",1608724.64328,1887047,1.17300807685306
2014,"Nordland",1811,"Bindal",9973571.58792,8265640,0.828754265925293
2014,"Nordland",1812,"Somna",1708037.1,2708777,1.58590056386949
2014,"Nordland",1813,"Bronnoy",6983323.0912,7412062,1.06139468319034
2014,"Nordland",1815,"Vega",5748823.6528,8128364,1.41391778403935
2014,"Nordland",1816,"Vevelstad",3481545.2408,5589771,1.6055431176059
2014,"Nordland",1818,"Heroy",8092439.31584,11310273,1.39763457698861
2014,"Nordland",1820,"Alstahaug",8210021.81864,8035446,0.978736253995861
2014,"Nordland",1824,"Vefsn",2366568.42312,3576999,1.51147077137293
2014,"Nordland",1827,"Donna",7146269.45192,8637276,1.20864124395413
2014,"Nordland",1828,"Nesna",3130767.95168,3948329,1.26113754227019
2014,"Nordland",1833,"Rana",1282145.41296,1282470,1.00025315930371
2014,"Nordland",1834,"Luroy",8144403.56472,12958970,1.59115027847291
2014,"Nordland",1835,"Traena",2378963.81536,3041500,1.27849779822723
2014,"Nordland",1836,"Rodoy",23737752.56344,30094033,1.26777094501986
2014,"Nordland",1837,"Meloy",10617744.39736,14434958,1.35951266670058
2014,"Nordland",1838,"Gildeskal",18748688.78664,20107715,1.07248646712449
2014,"Nordland",1840,"Saltdal",958065.14216,3610554,3.76858925465115
2014,"Nordland",1841,"Fauske",1587123.2916,2649500,1.66937251442451
2014,"Nordland",1845,"Sorfold",15430333.73976,16371273,1.06097983855109
2014,"Nordland",1848,"Steigen",21669260.61624,25587002,1.18079718792176
2014,"Nordland",1849,"Hamaroy",2233269.11168,3365250,1.50687168975729
2014,"Nordland",1850,"Tysfjord",17571288.17104,24198710,1.37717336170509
2014,"Nordland",1851,"Lodingen",4824467.3408,7226511,1.49788784740777
2014,"Nordland",1854,"Ballangen",4017623.77144,5715337,1.42256650327203
2014,"Nordland",1859,"Flakstad",2324366.25608,3110485,1.33820777679236
2014,"Nordland",1860,"Vestvagoy",1049183.31848,2260430,2.15446620260298
2014,"Nordland",1865,"Vagan",8184426.77816,10201809,1.24649035009066
2014,"Nordland",1866,"Hadsel",15176672.48856,17019033,1.12139423268366
2014,"Nordland",1867,"Bo",3029207.53104,5163996,1.70473496684695
2014,"Nordland",1868,"Oksnes",6696500.33816,11204963,1.67325654209984
2014,"Nordland",1870,"Sortland",7090903.34,9663839,1.36285019505004
2015,"Finnmark",2004,"Hammerfest",14954791.96584,21289982,1.42362274571461
2015,"Finnmark",2012,"Alta",24587729.21752,34292060,1.39468186332413
2015,"Finnmark",2014,"Loppa",11160438.29912,15752388,1.41144886767055
2015,"Finnmark",2015,"Hasvik",5747612.60304,7328816,1.27510611903866
2015,"Finnmark",2017,"Kvalsund",749074.850959999,3459880,4.61887085858761
2015,"Finnmark",2018,"Masoy",1084568.18344,7490718,6.9066363133032
2015,"Finnmark",2019,"Nordkapp",3376741.48232,5715692,1.69266496411594
2015,"Finnmark",2022,"Lebesby",7190053.78104,11412365,1.58724334303231
2015,"Finnmark",2027,"Nesseby",2770059.62304,5034907,1.81761683327034
2015,"Finnmark",2030,"Sor-Varanger",3033089.818,2994706,0.987344978123559
2015,"Troms",1902,"Tromso",12921535.58376,16432849,1.27174118691072
2015,"Troms",1903,"Harstad",20689171.98264,27718001,1.33973467006112
2015,"Troms",1911,"Kvaefjord",8421461.26272,14046420,1.66793143871367
2015,"Troms",1913,"Skanland",9940427.61976,14088294,1.41727242920563
2015,"Troms",1917,"Ibestad",8337453.06432,10479383,1.2569045869471
2015,"Troms",1919,"Gratangen",3154773.38264,2048093,0.649204475754167
2015,"Troms",1920,"Lavangen",1492700.56552,2005401,1.34347172254296
2015,"Troms",1923,"Salangen",5032827.90824,6505293,1.29257211226102
2015,"Troms",1926,"Dyroy",4382571.24376,6183404,1.41090781098061
2015,"Troms",1927,"Tranoy",11993040.47448,16555724,1.38044426976036
2015,"Troms",1928,"Torsken",4137057.92856,5976835,1.44470662562861
2015,"Troms",1929,"Berg",15347546.31256,15584330,1.01542811356407
2015,"Troms",1931,"Lenvik",21408580.96224,19233270,0.898390698286973
2015,"Troms",1936,"Karlsoy",12123801.2952,14312989,1.18056941478138
2015,"Troms",1938,"Lyngen",3528970.97696,3914642,1.10928710537944
2015,"Troms",1940,"Kafjord",3509476.92656,4589825,1.30783734899746
2015,"Troms",1941,"Skjervoy",6174973.22904,7894308,1.27843598784756
2015,"Troms",1942,"Nordreisa",9519373.95816,12110553,1.27220057256169
2015,"Troms",1943,"Kvaenangen",3112151.87376,12472272,4.00760390428228
2015,"Nordland",1804,"Bodo",4110636.0448,5034743,1.2248087510372
2015,"Nordland",1805,"Narvik",2873060.81568,6079014,2.11586680199152
2015,"Nordland",1811,"Bindal",13825724.14464,14920640,1.07919410541577
2015,"Nordland",1813,"Bronnoy",18698279.34048,14837173,0.793504724676935
2015,"Nordland",1815,"Vega",1904613.706,3993259,2.09662410147541
2015,"Nordland",1816,"Vevelstad",6047307.44752,7380405,1.22044481185204
2015,"Nordland",1818,"Heroy",10328009.5128,12012105,1.16306099303189
2015,"Nordland",1820,"Alstahaug",7430967.71504,6493422,0.873832621672889
2015,"Nordland",1822,"Leirfjord",67451.24072,90692,1.34455643857577
2015,"Nordland",1824,"Vefsn",1556436.4584,1819499,1.16901592106781
2015,"Nordland",1827,"Donna",10695364.61328,16758778,1.56691974569911
2015,"Nordland",1828,"Nesna",4477917.4176,6008746,1.34186172714647
2015,"Nordland",1833,"Rana",3375670.17568,4209007,1.24686559437109
2015,"Nordland",1834,"Luroy",9879578.53064,14481880,1.46583985896632
2015,"Nordland",1835,"Traena",1272450.66824,1670000,1.31242808989198
2015,"Nordland",1836,"Rodoy",20733657.11744,27137914,1.30888216421661
2015,"Nordland",1837,"Meloy",8852728.70568,10300048,1.16348849517905
2015,"Nordland",1838,"Gildeskal",17411225.15592,19882733,1.14194910593294
2015,"Nordland",1840,"Saltdal",4006886.60856,2572936,0.64212847813147
2015,"Nordland",1841,"Fauske",1416172.44344,1429267,1.00924644214104
2015,"Nordland",1845,"Sorfold",9853351.45384,13786991,1.39921843492419
2015,"Nordland",1848,"Steigen",18045074.408,25027092,1.38692096436602
2015,"Nordland",1849,"Hamaroy",829013.784,936271,1.1293792914787
2015,"Nordland",1850,"Tysfjord",17170727.85248,24282013,1.41415164276178
2015,"Nordland",1851,"Lodingen",5885705.39728,8171504,1.38836442676461
2015,"Nordland",1854,"Ballangen",1847705.99288,2565634,1.38855099777047
2015,"Nordland",1860,"Vestvagoy",-454082.04336,604152,NA
2015,"Nordland",1865,"Vagan",907446.14536,1247480,1.37471518985306
2015,"Nordland",1866,"Hadsel",7772385.45416,12464457,1.60368487557815
2015,"Nordland",1867,"Bo",6192570.21896,6580665,1.06267103437144
2015,"Nordland",1868,"Oksnes",5713957.0244,7983674,1.3972233193053
2015,"Nordland",1870,"Sortland",7590418.04104,9573828,1.26130444308022
2015,"Nordland",1874,"Moskenes",420456.6608,1008750,2.39917711870864
2016,"Finnmark",2004,"Hammerfest",15875206.08408,21234758,1.33760518682618
2016,"Finnmark",2012,"Alta",23855943.21272,34464214,1.44468041748287
2016,"Finnmark",2014,"Loppa",2003496.50184,3492166,1.74303573617065
2016,"Finnmark",2015,"Hasvik",2926896.412,4898272,1.67353787442478
2016,"Finnmark",2017,"Kvalsund",4920101.39888,8274068,1.68168647944603
2016,"Finnmark",2018,"Masoy",8459452.40888,8012747,0.947194524268369
2016,"Finnmark",2019,"Nordkapp",5383485.88432,7583389,1.40863915369175
2016,"Finnmark",2022,"Lebesby",13464744.53328,14925048,1.10845385615083
2016,"Finnmark",2027,"Nesseby",4963318.83584,6608115,1.33139038989052
2016,"Finnmark",2030,"Sor-Varanger",2871934.30744,3069190,1.06868391524451
2016,"Troms",1902,"Tromso",19671699.28296,21367450,1.08620255386422
2016,"Troms",1903,"Harstad",17002542.30656,21167391,1.24495446729946
2016,"Troms",1911,"Kvaefjord",9329943.89624,7964791,0.85368048174543
2016,"Troms",1913,"Skanland",3409422.40248,5382072,1.57858762120091
2016,"Troms",1917,"Ibestad",12459378.79664,16784457,1.34713433742992
2016,"Troms",1919,"Gratangen",3958710.33536,1526714,0.385659437206881
2016,"Troms",1920,"Lavangen",4153953.48392,5163760,1.2430952874145
2016,"Troms",1923,"Salangen",590977.54672,999151,1.69067506125303
2016,"Troms",1926,"Dyroy",16781826.49704,21401262,1.27526416768608
2016,"Troms",1927,"Tranoy",16905526.33968,22753828,1.3459402294144
2016,"Troms",1928,"Torsken",10364415.71352,11333225,1.09347456849075
2016,"Troms",1929,"Berg",5935698.01336,7196386,1.21239085677918
2016,"Troms",1931,"Lenvik",8659940.69696,11707287,1.35188997357797
2016,"Troms",1936,"Karlsoy",9222044.35968,13299613,1.44215452466783
2016,"Troms",1938,"Lyngen",928112.87624,1896117,2.04298103015401
2016,"Troms",1940,"Kafjord",1429637.16824,2643601,1.84914120780344
2016,"Troms",1941,"Skjervoy",18881165.35264,23898603,1.265737710234
2016,"Troms",1942,"Nordreisa",635427.05072,1031582,1.62344678091862
2016,"Troms",1943,"Kvaenangen",11099254.16088,13210280,1.19019528776631
2016,"Nordland",1804,"Bodo",5579443.08536,7995613,1.43304858167293
2016,"Nordland",1805,"Narvik",366912.49848,740666,2.01864478061756
2016,"Nordland",1811,"Bindal",16753939.02376,15958490,0.952521671313718
2016,"Nordland",1812,"Somna",568599.29232,703893,1.23794209649466
2016,"Nordland",1813,"Bronnoy",9558159.4764,5396515,0.564597715001984
2016,"Nordland",1815,"Vega",5237995.55752,7870296,1.50253964776677
2016,"Nordland",1816,"Vevelstad",4033965.77848,6216392,1.54101257704331
2016,"Nordland",1818,"Heroy",16070394.15136,16344916,1.01708245896488
2016,"Nordland",1820,"Alstahaug",8493358.09344,9889128,1.16433663707622
2016,"Nordland",1822,"Leirfjord",3253135.90008,2789347,0.857433284582856
2016,"Nordland",1824,"Vefsn",2081056.2916,3094240,1.4868603086277
2016,"Nordland",1827,"Donna",11014726.13776,17492943,1.58814143731016
2016,"Nordland",1828,"Nesna",2163269.51312,2330013,1.07707938648824
2016,"Nordland",1833,"Rana",2505378.89232,2608686,1.0412341255036
2016,"Nordland",1834,"Luroy",10901158.928,14239763,1.30626138872489
2016,"Nordland",1835,"Traena",2227714.54752,2818624,1.26525366687479
2016,"Nordland",1836,"Rodoy",8380603.33672,14757621,1.76092584352952
2016,"Nordland",1837,"Meloy",12038234.79576,15424097,1.28125902689924
2016,"Nordland",1838,"Gildeskal",17047408.83272,19013973,1.1153585384487
2016,"Nordland",1840,"Saltdal",4140669.5264,5037132,1.21650181640538
2016,"Nordland",1841,"Fauske",1747842.08656,2440364,1.39621537824563
2016,"Nordland",1845,"Sorfold",10914916.42352,9717752,0.89031849836795
2016,"Nordland",1848,"Steigen",18583967.34008,21981266,1.18280804081016
2016,"Nordland",1849,"Hamaroy",4716384.58272,6096840,1.29269356496876
2016,"Nordland",1850,"Tysfjord",13551617.57488,17259509,1.27361246025664
2016,"Nordland",1851,"Lodingen",5733600.596,8659721,1.51034604782924
2016,"Nordland",1853,"Evenes",-35722.22632,0,NA
2016,"Nordland",1854,"Ballangen",5745989.3848,7508936,1.3068134131719
2016,"Nordland",1859,"Flakstad",1308912.80576,1745743,1.33373513676212
2016,"Nordland",1860,"Vestvagoy",1591706.71616,1811726,1.13822853268522
2016,"Nordland",1865,"Vagan",8352825.19496,8944166,1.07079530473076
2016,"Nordland",1866,"Hadsel",11855236.5796,15268118,1.28787965533077
2016,"Nordland",1867,"Bo",3564619.47576,4765081,1.33677129702156
2016,"Nordland",1868,"Oksnes",7225399.06272,9771825,1.35242703069765
2016,"Nordland",1870,"Sortland",5080820.55936,6126124,1.20573516195417
2017,"Finnmark",2004,"Hammerfest",14375853.84968,21028491,1.46276466218165
2017,"Finnmark",2012,"Alta",19394925.6916,28035024,1.44548241358522
2017,"Finnmark",2014,"Loppa",18415068.60544,22679513,1.2315736360222
2017,"Finnmark",2015,"Hasvik",2679547.27896,3630918,1.35504905194629
2017,"Finnmark",2017,"Kvalsund",8139034.65176,11819120,1.45215255932646
2017,"Finnmark",2018,"Masoy",10734765.20904,13842776,1.28952759845578
2017,"Finnmark",2019,"Nordkapp",6338559.93752,10569232,1.66745003663013
2017,"Finnmark",2022,"Lebesby",8371221.012,10166457,1.21445330202447
2017,"Finnmark",2027,"Nesseby",8608902.09224,10412762,1.20953425749678
2017,"Finnmark",2028,"Batsfjord",2907591.54224,4087230,1.40570982568315
2017,"Finnmark",2030,"Sor-Varanger",-61110.83968,25574,NA
2017,"Troms",1902,"Tromso",16378509.78624,24490150,1.49526118796075
2017,"Troms",1903,"Harstad",30958449.16216,34086214,1.10103105686777
2017,"Troms",1911,"Kvaefjord",3625572.532,6077058,1.67616505982509
2017,"Troms",1913,"Skanland",11027479.8524,14847599,1.3464181480022
2017,"Troms",1917,"Ibestad",14580672.80616,14732673,1.01042477229005
2017,"Troms",1919,"Gratangen",2830911.71176,3070453,1.08461630479146
2017,"Troms",1920,"Lavangen",4900574.11008,5708190,1.16480026049577
2017,"Troms",1923,"Salangen",1542561.30688,1902293,1.23320414658112
2017,"Troms",1926,"Dyroy",5990671.06744,7908432,1.32012455883002
2017,"Troms",1927,"Tranoy",4561878.58072,6499042,1.42464159994681
2017,"Troms",1928,"Torsken",12488533.31968,14339997,1.14825309209068
2017,"Troms",1929,"Berg",18654849.13864,19374527,1.03857859455263
2017,"Troms",1931,"Lenvik",13533981.38152,15067438,1.11330417674239
2017,"Troms",1936,"Karlsoy",21065916.40224,24682109,1.17166082541633
2017,"Troms",1938,"Lyngen",5540668.278,6282006,1.13379933336626
2017,"Troms",1940,"Kafjord",2286375.36192,2645987,1.15728460167538
2017,"Troms",1941,"Skjervoy",16152639.99248,17576525,1.08815184441571
2017,"Troms",1942,"Nordreisa",2599977.89744,3530498,1.35789538960166
2017,"Troms",1943,"Kvaenangen",9206061.91488,13259890,1.44034334361446
2017,"Nordland",1804,"Bodo",13032084.20056,13212554,1.01384811490339
2017,"Nordland",1811,"Bindal",24225915.01928,23111608,0.954003511595199
2017,"Nordland",1812,"Somna",5227229.62432,7178839,1.37335443742514
2017,"Nordland",1813,"Bronnoy",12962337.83544,16243976,1.25316715288717
2017,"Nordland",1815,"Vega",5821231.19048,6588360,1.13178119617969
2017,"Nordland",1816,"Vevelstad",4317012.97664,4892360,1.13327433261686
2017,"Nordland",1818,"Heroy",13464591.20928,17704210,1.3148717049648
2017,"Nordland",1820,"Alstahaug",3483765.15848,4140936,1.18863810033818
2017,"Nordland",1822,"Leirfjord",1043497.5892,1412521,1.35364088486578
2017,"Nordland",1824,"Vefsn",2169724.5032,2790407,1.2860651183524
2017,"Nordland",1827,"Donna",16873751.57392,19448516,1.15258992138177
2017,"Nordland",1828,"Nesna",1847443.15008,1939509,1.04983419918281
2017,"Nordland",1833,"Rana",6284954.84936,8142254,1.2955151142938
2017,"Nordland",1834,"Luroy",17312149.01392,21795762,1.2589865060932
2017,"Nordland",1835,"Traena",2274448.5632,2665350,1.17186646606333
2017,"Nordland",1836,"Rodoy",11247430.0876,14753962,1.31176294363153
2017,"Nordland",1837,"Meloy",10179489.45696,13872132,1.36275321651964
2017,"Nordland",1838,"Gildeskal",17193286.24144,15676559,0.911783749764817
2017,"Nordland",1840,"Saltdal",1960886.30192,3532567,1.80151546601202
2017,"Nordland",1841,"Fauske",1471768.2292,1598499,1.08610783157677
2017,"Nordland",1845,"Sorfold",8076095.26568,13756374,1.7033446916431
2017,"Nordland",1848,"Steigen",20305368.42496,25926989,1.27685390668065
2017,"Nordland",1849,"Hamaroy",1938310.9148,2541971,1.31143614813844
2017,"Nordland",1850,"Tysfjord",5881147.36984,7476301,1.271231705286
2017,"Nordland",1851,"Lodingen",6434988.75776,9085956,1.41196144112034
2017,"Nordland",1852,"Tjeldsund",2453766.3964,3457390,1.40901350881341
2017,"Nordland",1854,"Ballangen",6384605.84856,8033530,1.25826561428407
2017,"Nordland",1859,"Flakstad",1717065.3944,2450400,1.42708600848382
2017,"Nordland",1860,"Vestvagoy",3714453.31752,3962979,1.06690774152626
2017,"Nordland",1865,"Vagan",6545597.54552,7286959,1.11326108110441
2017,"Nordland",1866,"Hadsel",19345340.21112,17037120,0.880683400450451
2017,"Nordland",1867,"Bo",7578093.75648,8666455,1.14361939539074
2017,"Nordland",1868,"Oksnes",8761947.688,11670849,1.33199254498905
2017,"Nordland",1870,"Sortland",7335905.71632,9393793,1.28052259165516
2018,"Finnmark",2004,"Hammerfest",17951227.69112,24402694,1.35938858444046
2018,"Finnmark",2012,"Alta",22932139.84576,31681931,1.38155144757927
2018,"Finnmark",2014,"Loppa",7270209.53984,12005937,1.65138802866805
2018,"Finnmark",2015,"Hasvik",8570897.00544,10131798,1.18211641016912
2018,"Finnmark",2017,"Kvalsund",11467788.48656,17230170,1.50248411192737
2018,"Finnmark",2018,"Masoy",8455885.01216,11992067,1.41819182530921
2018,"Finnmark",2019,"Nordkapp",4136698.1088,6207462,1.50058375949525
2018,"Finnmark",2022,"Lebesby",2548895.04032,3710586,1.45576257213563
2018,"Finnmark",2027,"Nesseby",4147851.51512,6902496,1.66411357177049
2018,"Finnmark",2028,"Batsfjord",-176219.56528,109320,NA
2018,"Finnmark",2030,"Sor-Varanger",3313900.16936,3277886,0.989132391587114
2018,"Troms",1902,"Tromso",20176198.76448,17485742,0.866651949860024
2018,"Troms",1903,"Harstad",17475779.23888,22498817,1.28742854281111
2018,"Troms",1911,"Kvaefjord",7714368.11904,8161545,1.05796675425124
2018,"Troms",1913,"Skanland",3216492.74216,4181092,1.29989163202409
2018,"Troms",1917,"Ibestad",17046349.17048,23423533,1.37410848303892
2018,"Troms",1919,"Gratangen",1446614.38832,1692640,1.17006993271076
