"","year","county","municip_number","municip","seaarea","lice_score","momb_score","prr_score","escapees_score","sustainability","production_searea","production_max","aquaculture_score"
"244",2007,"Troms",1911,"Kvaefjord",189.03,1,0.864675813828356,0.607624094191295,NA,0.806918054328368,31083.4907845316,149998.637316471,16.721371843312
"245",2008,"Troms",1911,"Kvaefjord",189.03,0.93798162621692,0.864675813828356,0.808758845533927,NA,0.868871519967379,27262.8153626408,178392.406948684,13.2785269439981
"246",2009,"Troms",1911,"Kvaefjord",189.03,0.93798162621692,0.864675813828356,0.941375965450096,NA,0.913980470823886,62854.6568110882,206786.176580898,27.781319706928
"247",2010,"Troms",1911,"Kvaefjord",189.03,0.909090909090909,0.864675813828356,0.854187825495842,NA,0.875665019507639,33712.3703115908,100384.652468928,29.4076262461389
"248",2011,"Troms",1911,"Kvaefjord",189.03,0.888888888888889,0.833333333333333,0.890583517000272,NA,0.870523089697255,26972.7352377929,138621.566114261,16.9384818502451
"249",2012,"Troms",1911,"Kvaefjord",189.03,0.88,0.833333333333333,0.999579124579124,NA,0.901653212935998,56119.1411310374,143049.209439033,35.3724456824588
"250",2013,"Troms",1911,"Kvaefjord",189.03,0.962962962962963,0.833333333333333,0.999579124579124,NA,0.929141457742904,30788.886869809,213892.924204099,13.3745570756695
"251",2014,"Troms",1911,"Kvaefjord",189.03,1,1,0.995928259394495,NA,0.998640906834074,32511.4247579749,128643.610679612,25.2381276701195
"252",2015,"Troms",1911,"Kvaefjord",189.03,0.920677361853832,0.844027441485069,0.894129261268167,NA,0.88570299470965,50740.2324710363,153175.221263016,29.3394554819628
"253",2016,"Troms",1911,"Kvaefjord",189.03,1,0.864675813828356,0.999579124579124,NA,0.952555223718665,39460.1437496694,206784.422546882,18.1773682922925
"254",2017,"Troms",1911,"Kvaefjord",189.03,0.769230769230769,0.844027441485069,0.999579124579124,NA,0.865785146501473,21963.2865153679,242862.37313563,7.82973788316816
"255",2018,"Troms",1911,"Kvaefjord",189.03,1,0.864675813828356,0.866987906766589,0.761396011396011,0.869199038268535,36702.8033010633,143135.447262345,22.2880089741656
"256",2005,"Troms",1911,"Kvaefjord",189.03,1,0.864675813828356,0.877917260512134,NA,0.912225692173025,23027.7930434323,59747.5723235912,35.1588250891456
"257",2006,"Troms",1943,"Kvaenangen",573.01,0.979166666666667,0.950617283950617,0.918349811235096,NA,0.949052321756011,8963.52041151114,121604.867684256,6.99548465423263
"258",2007,"Troms",1943,"Kvaenangen",573.01,0.955555555555556,0.950617283950617,0.999579124579124,NA,0.968336439810847,14784.8157065322,149998.637316471,9.54453724423989
"259",2008,"Troms",1943,"Kvaenangen",573.01,1,0.950617283950617,0.999579124579124,NA,0.983122482769414,12033.3402244289,178392.406948684,6.63158680338487
"260",2009,"Troms",1943,"Kvaenangen",573.01,1,0.950617283950617,0.999579124579124,NA,0.983122482769414,13722.3096630076,206786.176580898,6.52399080455408
"261",2010,"Troms",1943,"Kvaenangen",573.01,1,0.950617283950617,0.999579124579124,NA,0.983122482769414,18241.6072756147,100384.652468928,17.8650160093525
"262",2011,"Troms",1943,"Kvaenangen",573.01,1,1,0.929119531822097,NA,0.975791872774143,7982.2230118148,138621.566114261,5.61888641135351
"263",2012,"Troms",1943,"Kvaenangen",573.01,0.936507936507937,1,0.999579124579124,NA,0.978234285249282,10761.0676794471,143049.209439033,7.35889795630758
"264",2013,"Troms",1943,"Kvaenangen",573.01,0.991452991452991,1,0.999579124579124,NA,0.997002930970189,15158.3063960489,213892.924204099,7.06562686056134
"265",2014,"Troms",1943,"Kvaenangen",573.01,1,1,0.999579124579124,NA,0.999859688506647,31462.8059684822,128643.610679612,24.4539089108274
"266",2015,"Troms",1943,"Kvaenangen",573.01,1,0.851851851851852,0.72712150692304,NA,0.852426653679991,5072.51819689011,153175.221263016,2.8228780586393
"267",2016,"Troms",1943,"Kvaenangen",573.01,1,0.950617283950617,0.965895663067328,NA,0.971953095942097,18254.2969599134,206784.422546882,8.58010493532788
"268",2017,"Troms",1943,"Kvaenangen",573.01,1,0.851851851851852,0.951620832307634,NA,0.932415184713843,16914.4382750737,242862.37313563,6.49391623945636
"269",2018,"Troms",1943,"Kvaenangen",573.01,0.994318181818182,0.950617283950617,0.938923169163333,0.711197636949517,0.891328641257585,16592.9475593794,143135.447262345,10.3327091125462
"270",2005,"Troms",1943,"Kvaenangen",573.01,0.988636363636364,0.950617283950617,0.999579124579124,NA,0.979384338371886,9824.01503987714,59747.5723235912,16.1035605227202
"271",2006,"Finnmark",2017,"Kvalsund",299.43,1,1,0.952859699047893,NA,0.984032977448637,10058.1781718599,121604.867684256,8.13913061429657
"272",2007,"Finnmark",2017,"Kvalsund",299.43,1,1,0.96884865898903,NA,0.989506491093641,4258.74448786027,149998.637316471,2.80939573187994
"273",2008,"Finnmark",2017,"Kvalsund",299.43,1,1,0.926365764537578,NA,0.974826886481882,5243.42605951307,178392.406948684,2.86527481047073
"274",2009,"Finnmark",2017,"Kvalsund",299.43,0.98,1,0.923110322267858,NA,0.967148644931376,4218.49611929332,206786.176580898,1.97301041727355
"275",2010,"Finnmark",2017,"Kvalsund",299.43,1,1,0.858224468661447,NA,0.950313642943929,8927.301476138,100384.652468928,8.45122852825869
"276",2011,"Finnmark",2017,"Kvalsund",299.43,0.983333333333333,1,0.929369326635126,NA,0.970427359021447,20574.8561934342,138621.566114261,14.4035332435812
"277",2012,"Finnmark",2017,"Kvalsund",299.43,0.964285714285714,1,0.901018974466784,NA,0.95421569712483,35121.8484320208,143049.209439033,23.4281749737016
"278",2013,"Finnmark",2017,"Kvalsund",299.43,1,1,0.842408145831147,NA,0.944439594136775,17379.1573122266,213892.924204099,7.67372943236607
"279",2014,"Finnmark",2017,"Kvalsund",299.43,1,1,0.909727672431898,NA,0.968955432177282,39046.4748622383,128643.610679612,29.4101617058667
"280",2015,"Finnmark",2017,"Kvalsund",299.43,1,1,0.769747810171812,NA,0.916465570206859,3066.71130815215,153175.221263016,1.83484985659628
"281",2016,"Finnmark",2017,"Kvalsund",299.43,1,1,0.922160871953014,NA,0.97334969456468,18774.5261864209,206784.422546882,8.83730945690855
"282",2017,"Finnmark",2017,"Kvalsund",299.43,0.996598639455782,1,0.903195271117006,NA,0.965533429780413,29945.7231306148,242862.37313563,11.9053422678242
"283",2018,"Finnmark",2017,"Kvalsund",299.43,0.98060648501825,1,0.939373330191643,0.866402116402116,0.945176951960098,42049.4050763117,143135.447262345,27.7667966125254
"284",2005,"Finnmark",2017,"Kvalsund",299.43,0.857142857142857,1,0.999579124579124,NA,0.949780967705798,4476.44799786261,59747.5723235912,7.11601316329279
"285",2009,"Finnmark",2022,"Lebesby",2269.84,1,0.754854861382838,0.88840353487561,NA,0.87530198106668,111.376512441406,206786.176580898,0.0471443902083663
"286",2010,"Finnmark",2022,"Lebesby",2269.84,0.983333333333333,0.754854861382838,0.83770368544334,NA,0.853528868356477,709.324757692172,100384.652468928,0.603109282982902
"287",2011,"Finnmark",2022,"Lebesby",2269.84,0.915151515151515,1,0.957046654074799,NA,0.956772544027207,1523.30321608572,138621.566114261,1.05139101673244
"288",2012,"Finnmark",2022,"Lebesby",2269.84,1,1,0.999579124579124,NA,0.999859688506647,2468.88071273746,143049.209439033,1.72565392711928
"289",2013,"Finnmark",2022,"Lebesby",2269.84,0.955882352941176,0.813725490196079,0.999579124579124,NA,0.919531294192128,3263.69769719452,213892.924204099,1.40307220471187
"290",2014,"Finnmark",2022,"Lebesby",2269.84,0.942179144385027,0.651123864179818,0.999579124579124,NA,0.849580936938492,5068.09347883551,128643.610679612,3.34704194284819
"291",2015,"Finnmark",2022,"Lebesby",2269.84,1,0.439002652058606,0.665725352451645,NA,0.663621956676689,2790.46821934586,153175.221263016,1.20895270429325
"292",2016,"Finnmark",2022,"Lebesby",2269.84,1,0.754854861382838,0.999579124579124,NA,0.91038874085678,5809.99324005216,206784.422546882,2.55790661842446
"293",2017,"Finnmark",2022,"Lebesby",2269.84,1,0.625277161862528,0.9979586108439,NA,0.854532068586481,3726.39157385543,242862.37313563,1.31116280338395
"294",2018,"Finnmark",2022,"Lebesby",2269.84,1,0.754854861382838,0.948001653787354,1,0.919746487244588,1291.98635762873,143135.447262345,0.830192615962551
"295",2005,"Finnmark",2022,"Lebesby",2269.84,0.922619047619048,0.754854861382838,0.999579124579124,NA,0.88627333589531,333.986287139182,59747.5723235912,0.495422875498584
"296",2006,"Troms",1931,"Lenvik",702.95,1,0.803792623521225,0.865997831617304,NA,0.88624461015751,3092.04443843801,121604.867684256,2.2534523248266
"297",2007,"Troms",1931,"Lenvik",702.95,1,0.803792623521225,0.967995550304503,NA,0.919755638840801,2729.59257699694,149998.637316471,1.67372064796435
"298",2008,"Troms",1931,"Lenvik",702.95,1,0.803792623521225,0.83030854993786,NA,0.873898865291083,6995.18801621737,178392.406948684,3.42676405034919
"299",2009,"Troms",1931,"Lenvik",702.95,1,0.803792623521225,0.917278825531454,NA,0.903403554302837,8016.77587452877,206786.176580898,3.50235394785453
"300",2010,"Troms",1931,"Lenvik",702.95,1,0.803792623521225,0.954165706882371,NA,0.91535439975104,4770.11504232164,100384.652468928,4.34961489024353
"301",2011,"Troms",1931,"Lenvik",702.95,0.977272727272727,0.803792623521225,0.957751953025428,NA,0.909503302887902,10844.5767935131,138621.566114261,7.11518322047506
"302",2012,"Troms",1931,"Lenvik",702.95,0.978216677195018,0.916666666666667,0.895262649364311,NA,0.929392127104494,7297.80191051995,143049.209439033,4.74138911176303
"303",2013,"Troms",1931,"Lenvik",702.95,0.946944444444444,0.694444444444445,0.961991450507747,NA,0.858442229036884,10301.4030827228,213892.924204099,4.13438614551912
"304",2014,"Troms",1931,"Lenvik",702.95,0.918384308510638,0.728543261424263,0.979201194724638,NA,0.868528175371299,11587.8969869834,128643.610679612,7.82348612055116
"305",2015,"Troms",1931,"Lenvik",702.95,0.989542483660131,0.728543261424263,0.999579124579124,NA,0.896538592927964,33893.0110221211,153175.221263016,19.8376683652299
"306",2016,"Troms",1931,"Lenvik",702.95,1,0.803792623521225,0.97530702666569,NA,0.922065536198802,12953.4429788747,206784.422546882,5.77602664592824
"307",2017,"Troms",1931,"Lenvik",702.95,0.991738066095471,0.950765483646486,0.969736859964947,NA,0.970602557188978,18268.9365943524,242862.37313563,7.30120370095333
"308",2018,"Troms",1931,"Lenvik",702.95,0.99141852770885,0.803792623521225,0.977677936109399,0.706896551724138,0.86146607850096,22425.3512397752,143135.447262345,13.4967820767191
"309",2005,"Troms",1931,"Lenvik",702.95,1,0.803792623521225,0.875356191100448,NA,0.889425564328113,1656.16823387154,59747.5723235912,2.46543634953995
"310",2006,"Nordland",1851,"Lodingen",516.46,0.868398268398268,0.880555555555556,0.999579124579124,NA,0.914318757012598,9464.21791619874,121604.867684256,7.1159256418117
"311",2007,"Nordland",1851,"Lodingen",516.46,0.916666666666667,0.880555555555556,0.952177762190199,NA,0.915999869234752,5924.68440150254,149998.637316471,3.61803962630905
"312",2008,"Nordland",1851,"Lodingen",516.46,0.868055555555556,0.880555555555556,0.975481530643641,NA,0.906792204238017,15029.4135692987,178392.406948684,7.63964974295653
"313",2009,"Nordland",1851,"Lodingen",516.46,0.909090909090909,0.880555555555556,0.999579124579124,NA,0.928382797636035,14701.4532277427,206786.176580898,6.60033301188657
"314",2010,"Nordland",1851,"Lodingen",516.46,0.954545454545455,0.880555555555556,0.999579124579124,NA,0.943604893246847,10937.6261549781,100384.652468928,10.2812504765473
"315",2011,"Nordland",1851,"Lodingen",516.46,0.905555555555556,0.880555555555556,0.999579124579124,NA,0.927177775035014,9068.0388548968,138621.566114261,6.06520639254942
"316",2012,"Nordland",1851,"Lodingen",516.46,0.81763925729443,1,0.999579124579124,NA,0.934959870556154,15953.8077798861,143049.209439033,10.4272998887962
"317",2013,"Nordland",1851,"Lodingen",516.46,0.986486486486487,0.814814814814815,0.764275366717708,NA,0.850093390855688,7335.14898540061,213892.924204099,2.91527253490668
"318",2014,"Nordland",1851,"Lodingen",516.46,1,0.814814814814815,0.868838207991854,NA,0.891249452248789,10670.0558804167,128643.610679612,7.39226877156714
"319",2015,"Nordland",1851,"Lodingen",516.46,0.991869918699187,0.814814814814815,0.999579124579124,NA,0.93134432195213,12964.4511791813,153175.221263016,7.88271620788019
"320",2016,"Nordland",1851,"Lodingen",516.46,0.992063492063492,0.880555555555556,0.805101371003956,NA,0.889301309563064,12679.2861015374,206784.422546882,5.45287966837326
"321",2017,"Nordland",1851,"Lodingen",516.46,0.972757475083056,0.958333333333333,0.883263107032495,NA,0.937282310599487,14202.9201719397,242862.37313563,5.48135376597896
"322",2018,"Nordland",1851,"Lodingen",516.46,1,0.880555555555556,0.962522379608731,0.787966347087593,0.904000804212351,15557.6821883592,143135.447262345,9.82576816501612
"323",2005,"Nordland",1851,"Lodingen",516.46,0.94949494949495,0.880555555555556,0.756599861249189,NA,0.858430670432813,3365.18407040235,59747.5723235912,4.83497003366058
"324",2006,"Finnmark",2014,"Loppa",2119.69,0.972222222222222,0.830340077458223,0.923053035983703,NA,0.906600733903718,3639.5065226519,121604.867684256,2.71336118966129
"325",2007,"Finnmark",2014,"Loppa",2119.69,0.836190476190476,0.830340077458223,0.877121949542957,NA,0.847631456378662,2874.51011279951,149998.637316471,1.62436488549346
"326",2008,"Finnmark",2014,"Loppa",2119.69,0.977777777777778,0.830340077458223,0.850046278782851,NA,0.883716392768831,3033.43303973694,178392.406948684,1.50269540583823
"327",2009,"Finnmark",2014,"Loppa",2119.69,0.972222222222222,0.830340077458223,0.967132129735614,NA,0.920808073449844,5334.32915001722,206786.176580898,2.37534898559966
"328",2010,"Finnmark",2014,"Loppa",2119.69,0.838888888888889,0.830340077458223,0.848676152419008,NA,0.839268288493404,3231.68915218735,100384.652468928,2.70186144693631
"329",2011,"Finnmark",2014,"Loppa",2119.69,0.892550505050505,0.739713553265829,0.933891883500919,NA,0.851133450328401,5240.70277870821,138621.566114261,3.21778029438139
"330",2012,"Finnmark",2014,"Loppa",2119.69,0.961538461538462,0.883179861722298,0.945415228824715,NA,0.929421691277029,6416.34205850856,143049.209439033,4.16883638240069
"331",2013,"Finnmark",2014,"Loppa",2119.69,0.964110916891785,0.936183395291202,0.804983480056886,NA,0.898997120674761,5211.6412003642,213892.924204099,2.19046536978785
"332",2014,"Finnmark",2014,"Loppa",2119.69,0.995670995670996,0.859260318368125,0.861206316131812,NA,0.903197249061439,4664.61138562714,128643.610679612,3.27498905634092
"333",2015,"Finnmark",2014,"Loppa",2119.69,0.954803028450314,0.801852556979338,0.864763763193486,NA,0.871569310737661,5367.18800815213,153175.221263016,3.0539380418666
"334",2016,"Finnmark",2014,"Loppa",2119.69,1,0.830340077458223,0.894454344955468,NA,0.905603431414151,828.21263628172,206784.422546882,0.362712140556545
"335",2017,"Finnmark",2014,"Loppa",2119.69,1,0.761850779122544,0.918491249554922,NA,0.887799670949569,8757.00165495898,242862.37313563,3.20118060587164
"336",2018,"Finnmark",2014,"Loppa",2119.69,1,0.830340077458223,0.882193233721734,0.722368421052632,0.852893134930474,3187.45881142997,143135.447262345,1.89929314515613
"337",2005,"Finnmark",2014,"Loppa",2119.69,0.896825396825397,0.830340077458223,0.999579124579124,NA,0.906275748727349,2059.85139855356,59747.5723235912,3.12446731455582
"338",2006,"Nordland",1834,"Luroy",1072.51,0.960497835497836,1,0.999579124579124,NA,0.986516884503854,11256.7599285788,121604.867684256,9.13202238185326
"339",2007,"Nordland",1834,"Luroy",1072.51,0.956565656565657,1,0.999579124579124,NA,0.98516881045771,10980.0235829969,149998.637316471,7.21151669480592
"340",2008,"Nordland",1834,"Luroy",1072.51,0.861183261183261,1,0.89206549666778,NA,0.91586354762426,8284.19281778258,178392.406948684,4.25309033779688
"341",2009,"Nordland",1834,"Luroy",1072.51,0.887301587301587,1,0.999579124579124,NA,0.960792222164864,12989.8048838705,206786.176580898,6.0354631563002
"342",2010,"Nordland",1834,"Luroy",1072.51,0.823163452708907,1,0.762914953230481,NA,0.856355456132974,6562.8451231224,100384.652468928,5.59859310234811
"343",2011,"Nordland",1834,"Luroy",1072.51,0.81294437885347,1,0.915893163521294,NA,0.906362405276168,8624.11572199793,138621.566114261,5.63878658153894
"344",2012,"Nordland",1834,"Luroy",1072.51,0.879389507154213,1,0.965779423167532,NA,0.947006752768028,8618.7093099365,143049.209439033,5.70571200544325
"345",2013,"Nordland",1834,"Luroy",1072.51,0.946265779038888,1,0.959177699159307,NA,0.968212612643606,11693.1585570298,213892.924204099,5.29305195049587
"346",2014,"Nordland",1834,"Luroy",1072.51,0.944006034237774,1,0.935530914654763,NA,0.959424868418863,8559.80165126666,128643.610679612,6.38390552750527
"347",2015,"Nordland",1834,"Luroy",1072.51,0.927940402034245,1,0.961376330235132,NA,0.962656105880536,10312.7833334887,153175.221263016,6.48124661596487
"348",2016,"Nordland",1834,"Luroy",1072.51,0.978849206349206,1,0.885997634244284,NA,0.953636324244057,11312.9628161975,206784.422546882,5.21724612689447
"349",2017,"Nordland",1834,"Luroy",1072.51,0.961925818582165,1,0.967783744090789,NA,0.976427423200845,16740.3709373339,242862.37313563,6.73046097949423
"350",2018,"Nordland",1834,"Luroy",1072.51,0.976843879804406,1,0.931992298565962,0.784930274403959,0.919426762286575,10589.1759097817,143135.447262345,6.80192915747077
"351",2005,"Nordland",1834,"Luroy",1072.51,0.834415584415584,1,0.774400469998111,NA,0.864535182234148,4935.8936932989,59747.5723235912,7.14213747549979
"352",2006,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.814000788059012,NA,0.916080728877085,1560.25431046872,121604.867684256,1.17537968108233
"353",2007,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.972993300163687,NA,0.972214488059507,8086.42757714497,149998.637316471,5.24120897882385
"354",2008,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.774703759560866,NA,0.901095235281825,2216.96627589464,178392.406948684,1.11983339546722
"355",2009,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.989531842242575,NA,0.977692004157111,9051.8234134724,206786.176580898,4.27973258209156
"356",2010,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.880784915036712,NA,0.940478261135667,2019.01800562547,100384.652468928,1.89156658555947
"357",2011,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.798777479850068,NA,0.910333956722426,6724.76980105529,138621.566114261,4.4161860759791
"358",2012,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.999579124579124,NA,0.980989889341784,2440.81661362843,143049.209439033,1.67384107126257
"359",2013,"Troms",1938,"Lyngen",487.07,1,1,0.965307759549068,NA,0.988299553329548,8690.85359393927,213892.924204099,4.01563855228179
"360",2014,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.999579124579124,NA,0.980989889341784,2295.1402981091,128643.610679612,1.75019141267212
"361",2015,"Troms",1938,"Lyngen",487.07,1,1,0.979871905724957,NA,0.993245109433703,5562.25961771409,153175.221263016,3.60677602887785
"362",2016,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.952825159969334,NA,0.965450201618207,2165.34322171351,206784.422546882,1.01097124446208
"363",2017,"Troms",1938,"Lyngen",487.07,1,0.833333333333333,0.886262511880477,NA,0.903913857580668,9675.61238630998,242862.37313563,3.60118366778886
"364",2018,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.936257235402432,0.64,0.86733704156615,7599.02560206952,143135.447262345,4.6046709676355
"365",2005,"Troms",1938,"Lyngen",487.07,1,0.944444444444444,0.999579124579124,NA,0.980989889341784,4916.27127722915,59747.5723235912,8.07198054860371
"366",2012,"Finnmark",2018,"Masoy",2746.77,1,1,0.890565724519505,NA,0.962103937620155,2018.61890911871,143049.209439033,1.35765951355736
"367",2013,"Finnmark",2018,"Masoy",2746.77,1,1,0.765725684872079,NA,0.914866527704693,1412.27177302796,213892.924204099,0.604059333880795
"368",2014,"Finnmark",2018,"Masoy",2746.77,1,1,0.985030971862309,NA,0.99498521795243,4824.72952158353,128643.610679612,3.73165408622594
"369",2015,"Finnmark",2018,"Masoy",2746.77,0.993055555555556,1,0.43603029409904,NA,0.756536820199063,465.193704969837,153175.221263016,0.229760507889324
"370",2016,"Finnmark",2018,"Masoy",2746.77,1,1,0.885630478930739,NA,0.960323414951131,2604.95749589518,206784.422546882,1.20976311825106
"371",2017,"Finnmark",2018,"Masoy",2746.77,0.976239316239316,1,0.913890145487004,NA,0.962683281046227,4369.68103736389,242862.37313563,1.73209988186424
"372",2018,"Finnmark",2018,"Masoy",2746.77,1,1,0.894474634394219,0.880808080808081,0.942133247002153,3514.62238629372,143135.447262345,2.31336308658496
"373",2011,"Finnmark",2018,"Masoy",2746.77,0.936507936507937,1,0.959223534810116,NA,0.964888423741361,757.750044961901,138621.566114261,0.527439032012218
"374",2006,"Nordland",1837,"Meloy",1872.46,0.95,0.840530934676866,0.913891492187928,NA,0.900307041993822,3098.14089326341,121604.867684256,2.29372237839719
"375",2007,"Nordland",1837,"Meloy",1872.46,0.958333333333333,0.840530934676866,0.962928440191249,NA,0.918800952233906,4246.43334330239,149998.637316471,2.60110829619892
"376",2008,"Nordland",1837,"Meloy",1872.46,1,0.840530934676866,0.93630426169434,NA,0.923259037003524,3104.60464308984,178392.406948684,1.60676922414098
"377",2009,"Nordland",1837,"Meloy",1872.46,0.717171717171717,0.840530934676866,0.999579124579124,NA,0.844626450644696,6357.32071018874,206786.176580898,2.59667319926294
"378",2010,"Nordland",1837,"Meloy",1872.46,0.877777777777778,0.840530934676866,0.914960520111729,NA,0.877230142768757,5324.85917349369,100384.652468928,4.65322821577056
"379",2011,"Nordland",1837,"Meloy",1872.46,0.716666666666667,0.821428571428572,0.954851249959257,NA,0.825291889139406,4207.88495455177,138621.566114261,2.50518979172466
"380",2012,"Nordland",1837,"Meloy",1872.46,0.931125541125541,0.821428571428572,0.981977069945614,NA,0.908991447432942,5106.22549053117,143049.209439033,3.24469832287687
"381",2013,"Nordland",1837,"Meloy",1872.46,0.914285714285714,0.821428571428572,0.939255960820743,NA,0.890181503640138,2507.90468261004,213892.924204099,1.04374203572142
"382",2014,"Nordland",1837,"Meloy",1872.46,0.957331174838113,0.896869244935543,0.999579124579124,NA,0.950319199817333,6457.35289245164,128643.610679612,4.77019138476758
"383",2015,"Nordland",1837,"Meloy",1872.46,0.942028985507246,0.841015324419969,0.999579124579124,NA,0.925184718797823,5394.71457921665,153175.221263016,3.25843008406488
"384",2016,"Nordland",1837,"Meloy",1872.46,0.961538461538462,0.840530934676866,0.940118439803852,NA,0.912503021547044,7326.56506787862,206784.422546882,3.23308336269118
"385",2017,"Nordland",1837,"Meloy",1872.46,0.899903846153846,0.841015324419969,0.999579124579124,NA,0.911183258387938,6196.66924366876,242862.37313563,2.32489751281692
"386",2018,"Nordland",1837,"Meloy",1872.46,0.982654600301659,0.840530934676866,0.966235008835564,0.735912698412698,0.8754188922097,6568.79872253613,143135.447262345,4.01748875684959
"387",2005,"Nordland",1837,"Meloy",1872.46,1,0.840530934676866,0.775236896063717,NA,0.86695398111732,3326.35305800925,59747.5723235912,4.82663129913352
"388",2015,"Nordland",1874,"Moskenes",1473.84,1,NA,0.568137480129673,NA,0.753748950334044,324.181498670141,153175.221263016,0.159524146481082
"389",2014,"Nordland",1874,"Moskenes",1473.84,0.868517316017316,NA,0.999579124579124,NA,0.93174662780522,125.557465532215,128643.610679612,0.0909394135374285
"390",2006,"Nordland",1828,"Nesna",219.63,0.875,0.916666666666667,0.999579124579124,NA,0.928992532999571,4219.30660201248,121604.867684256,3.22331202882666
"391",2007,"Nordland",1828,"Nesna",219.63,0.958333333333333,0.916666666666667,0.979757850079103,NA,0.951222822669851,6030.8889678095,149998.637316471,3.8245142287958
"392",2008,"Nordland",1828,"Nesna",219.63,0.958333333333333,0.916666666666667,0.897534317178745,NA,0.923832065226033,4958.2055547967,178392.406948684,2.56768175050222
"393",2009,"Nordland",1828,"Nesna",219.63,0.958333333333333,0.916666666666667,0.999579124579124,NA,0.957594707293321,6727.44725674999,206786.176580898,3.1153764691512
"394",2010,"Nordland",1828,"Nesna",219.63,0.875,0.916666666666667,0.577896770514021,NA,0.773909040369826,2904.27502162728,100384.652468928,2.23903220231133
"395",2011,"Nordland",1828,"Nesna",219.63,0.803571428571429,1,0.872968457841466,NA,0.888534604383333,18929.8956108,138621.566114261,12.1336584047073
"396",2012,"Nordland",1828,"Nesna",219.63,0.855263157894737,0.833333333333333,0.877344431204165,NA,0.855124889626758,22313.9985566635,143049.209439033,13.3389451278519
"397",2013,"Nordland",1828,"Nesna",219.63,0.948717948717949,0.833333333333333,0.949027558012948,NA,0.908681246070768,16631.5944679689,213892.924204099,7.06559978154153
"398",2014,"Nordland",1828,"Nesna",219.63,0.929347826086957,0.833333333333333,0.845455022989756,NA,0.868352082205657,16267.1722260165,128643.610679612,10.9804387481314
"399",2015,"Nordland",1828,"Nesna",219.63,0.911111111111111,1,0.917508284627429,NA,0.942020699303295,23168.7042753722,153175.221263016,14.2486485891612
"400",2016,"Nordland",1828,"Nesna",219.63,1,0.916666666666667,0.991696855166919,NA,0.968716711094529,11275.4504120566,206784.422546882,5.28217604824686
"401",2017,"Nordland",1828,"Nesna",219.63,0.949940640341098,1,0.988096693388466,NA,0.979111093740448,9558.6541729272,242862.37313563,3.85361644173459
"402",2018,"Nordland",1828,"Nesna",219.63,0.960526315789474,0.916666666666667,0.895396376330455,0.784356725146199,0.886772907147024,8684.15595774712,143135.447262345,5.38013075870373
"403",2005,"Nordland",1828,"Nesna",219.63,0.863636363636364,0.916666666666667,0.813196710155154,NA,0.86346748989865,5991.69260574603,59747.5723235912,8.65914977517008
"404",2006,"Finnmark",2019,"Nordkapp",3172.78,0.991856646965006,0.746855953891621,0.999579124579124,NA,0.904692474536739,36.3912253607247,121604.867684256,0.0270736429799023
"405",2007,"Finnmark",2019,"Nordkapp",3172.78,1,0.746855953891621,0.999579124579124,NA,0.907161634948001,301.249672211751,149998.637316471,0.182189751893935
"406",2008,"Finnmark",2019,"Nordkapp",3172.78,1,0.746855953891621,0.809176162819493,NA,0.845460475163814,813.091228197354,178392.406948684,0.385350760103265
"407",2009,"Finnmark",2019,"Nordkapp",3172.78,1,0.746855953891621,0.768428360341117,NA,0.831023702303567,1442.86178840008,206786.176580898,0.579851305892049
"408",2010,"Finnmark",2019,"Nordkapp",3172.78,1,0.746855953891621,0.604409384032554,NA,0.767107122886176,460.718132048235,100384.652468928,0.352065930443309
"409",2011,"Finnmark",2019,"Nordkapp",3172.78,1,0.906832298136646,0.892322133288472,NA,0.931857593200678,495.061060016768,138621.566114261,0.332795553250601
"410",2012,"Finnmark",2019,"Nordkapp",3172.78,0.991856646965006,0.793226381461676,0.797948520848575,NA,0.856262604031418,1418.93797395344,143049.209439033,0.849346549555216
"411",2013,"Finnmark",2019,"Nordkapp",3172.78,1,0.589203392955928,0.698205558106565,NA,0.743731507336664,1267.39642175001,213892.924204099,0.440689029171337
"412",2014,"Finnmark",2019,"Nordkapp",3172.78,0.98989898989899,0.589203392955928,0.999579124579124,NA,0.83539351438339,1262.63711193338,128643.610679612,0.819938781845848
"413",2015,"Finnmark",2019,"Nordkapp",3172.78,1,0.6993236346669,0.46686061240165,NA,0.688581177747375,1217.3374104098,153175.221263016,0.547239704218601
"414",2016,"Finnmark",2019,"Nordkapp",3172.78,1,0.746855953891621,0.923115300474833,NA,0.883413975846826,1527.79548660796,206784.422546882,0.652697078668572
"415",2017,"Finnmark",2019,"Nordkapp",3172.78,0.969384244926041,0.903346623172647,0.915771533284651,NA,0.929064446126015,2091.28493907551,242862.37313563,0.800016263749841
"416",2018,"Finnmark",2019,"Nordkapp",3172.78,1,0.746855953891621,0.911468755162384,0.909090909090909,0.886944585895683,1316.0528495515,143135.447262345,0.815497468997231
