"","yrs","knr2017","kname","county","totalarea","landarea","seaarea","protein_new","momb_mean","lice_stats","sustainability"
"317",2011,1832,"Hemnes","Nordland",1653.16,1588.74,64.42,NA,NA,NA,NA
"318",2012,1832,"Hemnes","Nordland",1653.16,1588.74,64.42,NA,NA,NA,NA
"319",2013,1832,"Hemnes","Nordland",1653.16,1588.74,64.42,NA,NA,NA,NA
"320",2014,1832,"Hemnes","Nordland",1653.16,1588.74,64.42,NA,NA,NA,NA
"321",2015,1832,"Hemnes","Nordland",1653.16,1588.74,64.42,NA,NA,NA,NA
"322",2016,1832,"Hemnes","Nordland",1653.16,1588.74,64.42,NA,NA,NA,NA
"323",1994,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"324",1995,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"325",1996,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"326",1997,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"327",1998,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"328",1999,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"329",2000,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"330",2001,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"331",2002,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"332",2003,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"333",2004,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,NA,NA
"334",2005,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.288117553712373,NA,NA,0.288117553712373
"335",2006,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.329812225868077,NA,NA,0.329812225868077
"336",2007,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.275056953623607,NA,NA,0.275056953623607
"337",2008,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.491467006826245,NA,NA,0.491467006826245
"338",2009,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.309533224099692,NA,NA,0.309533224099692
"339",2010,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.259219281483102,0.66,NA,0.413623894110153
"340",2011,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.311613504011463,1,NA,0.558223525132597
"341",2012,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.268014163075784,1,0.705882352941176,0.574068023250258
"342",2013,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.314374578529936,NA,0.852941176470588,0.517825282179007
"343",2014,1833,"Rana","Nordland",4588.12,4459.83,128.29,0.676311504975149,1,0.541666666666667,0.715527443330596
"344",2015,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,NA,0.961538461538461,0.961538461538461
"345",2016,1833,"Rana","Nordland",4588.12,4459.83,128.29,NA,1,0.914285714285714,0.956182887467515
"346",1994,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"347",1995,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"348",1996,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"349",1997,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"350",1998,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"351",1999,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"352",2000,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"353",2001,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"354",2002,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"355",2003,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"356",2004,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,NA,NA,NA
"357",2005,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.20990988972978,NA,NA,0.20990988972978
"358",2006,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.307819567761867,NA,NA,0.307819567761867
"359",2007,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.323642116120893,1,NA,0.568895523027641
"360",2008,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.251023456445612,NA,NA,0.251023456445612
"361",2009,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.32662512524045,0.66,NA,0.464297945998792
"362",2010,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.242047263077354,0.951428571428571,NA,0.47988611328927
"363",2011,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.227396919175323,0.773333333333333,NA,0.419349040174868
"364",2012,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.222130761679927,1,0.847298534798535,0.573079738082734
"365",2013,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.264531565653437,0.83,0.953571428571429,0.593794642570029
"366",2014,1834,"Luroy","Nordland",1337.7,265.19,1072.51,0.275682887446606,1,0.945054945054945,0.63868829329617
"367",2015,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,0.902857142857143,0.907614555256065,0.905232723764473
"368",2016,1834,"Luroy","Nordland",1337.7,265.19,1072.51,NA,0.8725,0.976953601953602,0.923250788087678
"369",1994,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"370",1995,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"371",1996,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"372",1997,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"373",1998,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"374",1999,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"375",2000,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"376",2001,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"377",2002,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"378",2003,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"379",2004,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,NA,NA
"380",2005,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.278738431075128,NA,NA,0.278738431075128
"381",2006,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.38479107177308,NA,NA,0.38479107177308
"382",2007,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.256657423186305,1,NA,0.506613682391529
"383",2008,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.311527540997801,NA,NA,0.311527540997801
"384",2009,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.269560110548044,1,NA,0.519191785901938
"385",2010,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.327403188740725,NA,NA,0.327403188740725
"386",2011,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.275829403526052,1,NA,0.525194633946361
"387",2012,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.307048886248251,NA,0.838235294117647,0.507325549793029
"388",2013,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.300279928443713,1,1,0.669641100158654
"389",2014,1835,"Traena","Nordland",1793.81,16.51,1777.3,0.300397048067666,NA,0.979166666666667,0.542345624332789
"390",2015,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,NA,1,1
"391",2016,1835,"Traena","Nordland",1793.81,16.51,1777.3,NA,1,1,1
"392",1994,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"393",1995,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"394",1996,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"395",1997,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"396",1998,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"397",1999,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"398",2000,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"399",2001,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"400",2002,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"401",2003,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"402",2004,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,NA,NA,NA
"403",2005,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.304619146667086,NA,NA,0.304619146667086
"404",2006,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.296805124098315,1,NA,0.544798241643927
"405",2007,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.360340834570272,NA,NA,0.360340834570272
"406",2008,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.246202320810598,1,NA,0.496187787849115
"407",2009,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.314618095149496,0.83,NA,0.511011760113289
"408",2010,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.26276555878223,0.796,NA,0.457341649962755
"409",2011,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.342099008408255,0.58,NA,0.445440708598561
"410",2012,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.288567663733521,0.724545454545455,0.886179792429792,0.570092132231798
"411",2013,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.345903547754998,0.8725,0.947542735042735,0.658829574313301
"412",2014,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,0.284235214936393,0.902857142857143,0.933806471306471,0.621132995563881
"413",2015,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,1,0.942557651991614,0.970854083779645
"414",2016,1836,"Rodoy","Nordland",3103.06,711.29,2391.77,NA,0.915,0.964514652014652,0.939431161178618
"415",1994,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"416",1995,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"417",1996,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"418",1997,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"419",1998,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"420",1999,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"421",2000,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"422",2001,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"423",2002,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"424",2003,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"425",2004,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,NA,NA,NA
"426",2005,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.299824820511303,NA,NA,0.299824820511303
"427",2006,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.368049577083497,NA,NA,0.368049577083497
"428",2007,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.30114558735307,0.83,NA,0.499950835085859
"429",2008,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.421056314564184,NA,NA,0.421056314564184
"430",2009,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.303629341581027,0.745,NA,0.475608935447879
"431",2010,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.31042328556527,0.773333333333333,NA,0.48995986995924
"432",2011,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.331632573168673,0.886666666666667,NA,0.542261512749667
"433",2012,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.298355868859574,0.665,0.910416666666667,0.565282416545098
"434",2013,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.268631001046399,0.83,0.897286821705426,0.584864377869076
"435",2014,1837,"Meloy","Nordland",2746.28,873.82,1872.46,0.288380672418025,1,0.958843537414966,0.651485316579201
"436",2015,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,0.776666666666667,0.941346153846154,0.855050980636348
"437",2016,1837,"Meloy","Nordland",2746.28,873.82,1872.46,NA,0.798,0.973076923076923,0.881201103389791
"438",1994,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"439",1995,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"440",1996,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"441",1997,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"442",1998,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"443",1999,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"444",2000,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"445",2001,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"446",2002,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"447",2003,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"448",2004,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,NA,NA,NA
"449",2005,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.296935596257717,NA,NA,0.296935596257717
"450",2006,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.275123165745015,1,NA,0.524521844869225
"451",2007,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.273838035547757,0.66,NA,0.425127161519374
"452",2008,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.242062129267503,1,NA,0.491998098845415
"453",2009,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.265942628654071,0.8725,NA,0.481700055533189
"454",2010,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.2438554730794,1,NA,0.493817246640293
"455",2011,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.245479222669606,0.902857142857143,NA,0.470778790527221
"456",2012,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.27456012899186,0.83,0.88731684981685,0.586945932172596
"457",2013,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.23462781612817,0.83,0.919421101774043,0.563625567921428
"458",2014,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,0.265720027522265,0.962222222222222,0.867895299145299,0.605418474085254
"459",2015,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,1,0.96623240491165,0.982971212656632
"460",2016,1838,"Gildeskal","Nordland",1502.25,664.65,837.6,NA,0.83,0.887973137973138,0.8584973526562
"461",1994,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"462",1995,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"463",1996,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"464",1997,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"465",1998,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"466",1999,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"467",2000,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"468",2001,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"469",2002,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"470",2003,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"471",2004,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,NA,NA,NA
"472",2005,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.252928472304145,NA,NA,0.252928472304145
"473",2006,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.247693570483927,NA,NA,0.247693570483927
"474",2007,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.4348558261633,NA,NA,0.4348558261633
"475",2008,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.26061218911026,NA,NA,0.26061218911026
"476",2009,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.376977157038277,NA,NA,0.376977157038277
"477",2010,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.188629086824126,NA,NA,0.188629086824126
"478",2011,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.199968957163105,NA,NA,0.199968957163105
"479",2012,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.334396369307492,1,1,0.694097560183838
"480",2013,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.15627101988076,1,1,0.538632823937149
"481",2014,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,0.0987403093123301,1,1,0.462201653117218
"482",2015,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,0.66,1,0.812403840463596
"483",2016,1840,"Saltdal","Nordland",2245.93,2216.17,29.77,NA,1,1,1
"484",1994,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"485",1995,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"486",1996,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"487",1997,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"488",1998,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"489",1999,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"490",2000,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"491",2001,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"492",2002,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"493",2003,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"494",2004,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,NA,NA
"495",2005,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.321788820602585,NA,NA,0.321788820602585
"496",2006,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.354905443098274,NA,NA,0.354905443098274
"497",2007,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.094922086417348,NA,NA,0.094922086417348
"498",2008,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.366676306004936,1,NA,0.605538030188803
"499",2009,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.284854272542253,1,NA,0.53371740888063
"500",2010,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.269040534872564,NA,NA,0.269040534872564
"501",2011,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.300107229156134,0.745,NA,0.472842347639591
"502",2012,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.268561951791792,NA,1,0.518229632298069
"503",2013,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.280351394106474,1,1,0.654486822256766
"504",2014,1841,"Fauske","Nordland",1293.87,1209.58,84.29,0.200772797923385,NA,1,0.448076776817751
"505",2015,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,1,1,1
"506",2016,1841,"Fauske","Nordland",1293.87,1209.58,84.29,NA,NA,1,1
"507",1994,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"508",1995,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"509",1996,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"510",1997,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"511",1998,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"512",1999,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"513",2000,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"514",2001,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"515",2002,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"516",2003,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"517",2004,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,NA,NA,NA
"518",2005,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.311959185308924,NA,NA,0.311959185308924
"519",2006,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.261427352494938,NA,NA,0.261427352494938
"520",2007,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.320526882847458,NA,NA,0.320526882847458
"521",2008,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.272392996026658,NA,NA,0.272392996026658
"522",2009,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.328305430698995,0.915,NA,0.548087099911666
"523",2010,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.327348117980838,0.495,NA,0.402538592436197
"524",2011,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.326524522500764,0.886666666666667,NA,0.538069149785302
"525",2012,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.312533574373595,0.7475,0.930769230769231,0.601335206474685
"526",2013,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.268263227943499,0.66,0.883012820512821,0.538712885502523
"527",2014,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,0.28882945852414,0.902857142857143,0.861217948717949,0.607842691030823
"528",2015,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,0.83,0.983962264150943,0.903708293225908
"529",2016,1845,"Sorfold","Nordland",1829.76,1637.73,192.04,NA,1,0.995192307692308,0.997593257641764
"530",1994,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"531",1995,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"532",1996,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"533",1997,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"534",1998,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"535",1999,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"536",2000,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"537",2001,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"538",2002,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"539",2003,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"540",2004,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,NA,NA,NA
"541",2005,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.273156610544664,NA,NA,0.273156610544664
"542",2006,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.337994695713814,NA,NA,0.337994695713814
"543",2007,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.297266047673766,NA,NA,0.297266047673766
"544",2008,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.327666981047306,1,NA,0.572422030539798
"545",2009,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.287301825200105,0.66,NA,0.435452873032283
"546",2010,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.297007966963039,0.596,NA,0.420733583529971
"547",2011,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.293780671518173,0.886666666666667,NA,0.510377829402996
"548",2012,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.305157100691204,0.886666666666667,0.971428571428571,0.640567516408
"549",2013,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.3066580489708,0.773333333333333,0.984095238095238,0.615676735002046
"550",2014,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,0.302026612225278,0.7875,0.974149659863946,0.614196238415962
"551",2015,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,0.732,0.909636118598383,0.81599855319358
"552",2016,1848,"Steigen","Nordland",3484.49,1009.08,2475.41,NA,0.904285714285714,0.938759157509158,0.921361218681589
"553",1994,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"554",1995,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"555",1996,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"556",1997,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"557",1998,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"558",1999,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"559",2000,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"560",2001,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"561",2002,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"562",2003,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"563",2004,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,NA,NA,NA
"564",2005,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.266819033182495,NA,NA,0.266819033182495
"565",2006,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.0575104696353374,NA,NA,0.0575104696353374
"566",2007,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.324132181656988,NA,NA,0.324132181656988
"567",2008,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.134413102715886,NA,NA,0.134413102715886
"568",2009,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.269862129364049,0.66,NA,0.422029626187869
"569",2010,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.279703965593943,0.33,NA,0.303812950095945
"570",2011,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.432178089555165,0.83,NA,0.598922210583968
"571",2012,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.277709714284057,0.495,1,0.51609789792985
"572",2013,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.237432767527262,0.495,1,0.489833651607761
"573",2014,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,0.243371705905475,0.83,1,0.586744993894419
"574",2015,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,0.665,1,0.815475321515005
"575",2016,1849,"Hamaroy","Nordland",1562.51,1033.55,528.96,NA,0.665,0.980392156862745,0.807440885956195
"576",1994,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"577",1995,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"578",1996,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"579",1997,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"580",1998,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"581",1999,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"582",2000,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"583",2001,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"584",2002,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
