"","yrs","knr2017","kname","county","totalarea","landarea","seaarea","protein_new","momb_mean","lice_stats","sustainability"
"585",2003,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"586",2004,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,NA,NA,NA
"587",2005,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.0753311258564835,NA,NA,0.0753311258564835
"588",2006,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.286406279525477,NA,NA,0.286406279525477
"589",2007,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.350122827155946,1,NA,0.591711777097555
"590",2008,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.283849209836615,NA,NA,0.283849209836615
"591",2009,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.267924777236042,1,NA,0.517614506400316
"592",2010,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.212475043169169,1,NA,0.460950152586122
"593",2011,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.235509470624553,1,NA,0.485293180072163
"594",2012,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.255135288721541,0.915,0.97906976744186,0.611413591442225
"595",2013,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.309592456847079,0.728,0.969791666666667,0.602374713338291
"596",2014,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,0.267520199999606,0.915,0.970604395604396,0.619355467953058
"597",2015,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,0.736666666666667,0.883445642407907,0.806724833244784
"598",2016,1850,"Tysfjord","Nordland",1928.93,1463.63,465.3,NA,0.886666666666667,0.910576923076923,0.898542266745536
"599",1994,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"600",1995,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"601",1996,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"602",1997,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"603",1998,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"604",1999,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"605",2000,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"606",2001,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"607",2002,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"608",2003,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"609",2004,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,NA,NA,NA
"610",2005,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.22690410360584,NA,NA,0.22690410360584
"611",2006,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.296540481577396,NA,NA,0.296540481577396
"612",2007,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.461301756411544,NA,NA,0.461301756411544
"613",2008,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.260880840856942,NA,NA,0.260880840856942
"614",2009,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.316809928540221,NA,NA,0.316809928540221
"615",2010,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.235456976300236,NA,NA,0.235456976300236
"616",2011,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.53354733036513,0.886666666666667,NA,0.687807118983039
"617",2012,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.247249903099843,0.745,0.888888888888889,0.547074694855351
"618",2013,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.359291244364336,0.886666666666667,0.971544715447154,0.676430637610605
"619",2014,1851,"Lodingen","Nordland",1043.95,527.49,516.46,0.286009971195804,0.776666666666667,1,0.60562707194191
"620",2015,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,1,0.993710691823899,0.996850385877389
"621",2016,1851,"Lodingen","Nordland",1043.95,527.49,516.46,NA,0.83,0.993333333333333,0.908001468427594
"622",1994,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"623",1995,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"624",1996,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"625",1997,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"626",1998,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"627",1999,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"628",2000,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"629",2001,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"630",2002,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"631",2003,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"632",2004,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"633",2005,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"634",2006,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"635",2007,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"636",2008,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"637",2009,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"638",2010,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"639",2011,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"640",2012,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,1,NA,1
"641",2013,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"642",2014,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"643",2015,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,NA,NA,NA
"644",2016,1852,"Tjeldsund","Nordland",444.83,319.27,125.56,NA,1,1,1
"645",1994,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"646",1995,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"647",1996,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"648",1997,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"649",1998,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"650",1999,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"651",2000,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"652",2001,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"653",2002,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"654",2003,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"655",2004,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"656",2005,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"657",2006,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"658",2007,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"659",2008,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"660",2009,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,1,NA,1
"661",2010,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"662",2011,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"663",2012,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"664",2013,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"665",2014,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"666",2015,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,0.954545454545454,0.954545454545454
"667",2016,1853,"Evenes","Nordland",390.34,252.78,137.56,NA,NA,NA,NA
"668",1994,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"669",1995,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"670",1996,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"671",1997,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"672",1998,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"673",1999,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"674",2000,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"675",2001,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"676",2002,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"677",2003,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"678",2004,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,NA,NA
"679",2005,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.307953306950335,NA,NA,0.307953306950335
"680",2006,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.255040161292943,NA,NA,0.255040161292943
"681",2007,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.386984673501436,NA,NA,0.386984673501436
"682",2008,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.263772559642129,0.66,NA,0.417240805008098
"683",2009,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.282860519382959,1,NA,0.53184633060966
"684",2010,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.281397674730505,NA,NA,0.281397674730505
"685",2011,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.245474238437854,1,NA,0.495453568397538
"686",2012,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.407496356731528,1,1,0.741380644255764
"687",2013,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.286438146099707,NA,0.986666666666667,0.53161919718759
"688",2014,1854,"Ballangen","Nordland",1193.13,932.2,260.93,0.263436469135191,0.66,1,0.558135882459019
"689",2015,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,NA,1,1
"690",2016,1854,"Ballangen","Nordland",1193.13,932.2,260.93,NA,1,0.990384615384615,0.995180694841201
"691",1994,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"692",1995,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"693",1996,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"694",1997,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"695",1998,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"696",1999,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"697",2000,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"698",2001,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"699",2002,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"700",2003,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"701",2004,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"702",2005,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"703",2006,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"704",2007,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"705",2008,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"706",2009,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"707",2010,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"708",2011,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"709",2012,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"710",2013,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"711",2014,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"712",2015,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"713",2016,1856,"Rost","Nordland",3371.4,10.13,3361.27,NA,NA,NA,NA
"714",1994,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"715",1995,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"716",1996,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"717",1997,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"718",1998,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"719",1999,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"720",2000,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"721",2001,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"722",2002,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"723",2003,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"724",2004,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,1,NA,1
"725",2005,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"726",2006,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"727",2007,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"728",2008,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"729",2009,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"730",2010,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"731",2011,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"732",2012,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"733",2013,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"734",2014,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"735",2015,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"736",2016,1857,"Vaeroy","Nordland",1824.15,18.64,1805.51,NA,NA,NA,NA
"737",1994,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"738",1995,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"739",1996,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"740",1997,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"741",1998,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"742",1999,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"743",2000,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"744",2001,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"745",2002,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"746",2003,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"747",2004,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"748",2005,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.212398368884845,NA,NA,0.212398368884845
"749",2006,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.289165969584085,NA,NA,0.289165969584085
"750",2007,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.3332346180522,NA,NA,0.3332346180522
"751",2008,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.195163093031103,NA,NA,0.195163093031103
"752",2009,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.417483945395889,NA,NA,0.417483945395889
"753",2010,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.238057726315807,0.66,NA,0.396381255066927
"754",2011,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.284606271737376,NA,NA,0.284606271737376
"755",2012,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.297419869365751,NA,0.619047619047619,0.429088641178396
"756",2013,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.343708946361343,NA,1,0.586266958271864
"757",2014,1859,"Flakstad","Nordland",1172.39,178.39,994.01,0.281590876746907,NA,0.592592592592593,0.408495615278636
"758",2015,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,NA,NA
"759",2016,1859,"Flakstad","Nordland",1172.39,178.39,994.01,NA,NA,1,1
"760",1994,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"761",1995,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"762",1996,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"763",1997,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"764",1998,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"765",1999,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"766",2000,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"767",2001,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"768",2002,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"769",2003,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"770",2004,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,NA,NA
"771",2005,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.343667160976565,NA,NA,0.343667160976565
"772",2006,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.177409881928959,NA,NA,0.177409881928959
"773",2007,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.209365204007257,0.66,NA,0.371727097000998
"774",2008,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.350332890210683,1,NA,0.591889255022156
"775",2009,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.335367186576112,NA,NA,0.335367186576112
"776",2010,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.351128449573484,1,NA,0.592560924777768
"777",2011,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.323660448900648,1,NA,0.56891163540628
"778",2012,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.326924515544349,0.773333333333333,0.7421875,0.572500607099543
"779",2013,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.286002283873764,1,0.795238095238095,0.610410823731834
"780",2014,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,0.306138188295234,NA,0.979545454545454,0.547609597073844
"781",2015,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,NA,1,1
"782",2016,1860,"Vestvagoy","Nordland",2109.64,424.63,1685.01,NA,1,1,1
"783",1994,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"784",1995,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"785",1996,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"786",1997,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"787",1998,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"788",1999,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"789",2000,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"790",2001,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"791",2002,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"792",2003,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"793",2004,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,NA,NA,NA
"794",2005,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.221312911406201,NA,NA,0.221312911406201
"795",2006,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.297432906380603,NA,NA,0.297432906380603
"796",2007,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.245124207138428,NA,NA,0.245124207138428
"797",2008,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.253792463225611,0.66,NA,0.409271335093118
"798",2009,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.310612720215168,0.886666666666667,NA,0.524795145992652
"799",2010,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.277378894038743,0.596,NA,0.40659294244624
"800",2011,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.245434105553753,0.866,NA,0.461027044119485
"801",2012,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.247640331782414,0.55,0.814074074074074,0.480414378265233
"802",2013,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.293144828628095,0.866,0.945578231292517,0.621487691023628
"803",2014,1865,"Vagan","Nordland",2087.48,479.13,1608.35,0.241576714714724,1,0.815602836879433,0.581894965206768
"804",2015,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,0.665,1,0.815475321515005
"805",2016,1865,"Vagan","Nordland",2087.48,479.13,1608.35,NA,0.7475,0.942592592592593,0.839397380841138
"806",1994,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"807",1995,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"808",1996,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"809",1997,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"810",1998,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"811",1999,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"812",2000,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"813",2001,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"814",2002,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"815",2003,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"816",2004,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,NA,NA,NA
"817",2005,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.281091085714768,NA,NA,0.281091085714768
"818",2006,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.296881434303019,NA,NA,0.296881434303019
"819",2007,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.265060231456694,1,NA,0.514840005687878
"820",2008,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.360124695343589,0.66,NA,0.487526716115916
"821",2009,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.285828153327852,0.532,NA,0.38994945514825
"822",2010,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.360442472823375,0.44,NA,0.398239485790002
"823",2011,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.234985150218428,0.864,NA,0.450585363487011
"824",2012,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.318711786350263,0.866,0.90026455026455,0.62867866450346
"825",2013,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.259512023746745,0.6625,0.957188644688645,0.547999675903218
"826",2014,1866,"Hadsel","Nordland",1184.42,566.55,617.87,0.266981960533162,0.775555555555556,0.951373626373626,0.581855726612024
"827",2015,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,0.775,0.973270440251572,0.868495590774627
"828",2016,1866,"Hadsel","Nordland",1184.42,566.55,617.87,NA,0.807142857142857,0.957516339869281,0.87912028433148
"829",1994,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"830",1995,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"831",1996,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"832",1997,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"833",1998,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"834",1999,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"835",2000,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"836",2001,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"837",2002,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"838",2003,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"839",2004,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,NA,NA,NA
"840",2005,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.373998495771568,NA,NA,0.373998495771568
"841",2006,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.283462451857399,NA,NA,0.283462451857399
"842",2007,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.310767836007736,0.33,NA,0.320239575759388
"843",2008,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.252887012847662,NA,NA,0.252887012847662
"844",2009,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.214656317923986,0.33,NA,0.266151432299199
"845",2010,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.213165999910924,0.606666666666667,NA,0.359611883302857
"846",2011,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.229423857121318,0.596,NA,0.369779148741929
"847",2012,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.242614700462252,0.605,0.696212121212121,0.467524838584386
"848",2013,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.270119061669964,0.58,0.921875,0.524668617221636
"849",2014,1867,"Bo","Nordland",1825.74,246.67,1579.07,0.319246223668166,0.664,0.97,0.590230789477165
"850",2015,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,0.711428571428571,0.865942028985507,0.784892285999243
"851",2016,1867,"Bo","Nordland",1825.74,246.67,1579.07,NA,1,0.984375,0.992156741649222
"852",1994,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"853",1995,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"854",1996,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"855",1997,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"856",1998,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"857",1999,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"858",2000,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"859",2001,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"860",2002,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"861",2003,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
"862",2004,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,NA,NA,NA
