Year,Municip_number,Municip_name_new,Species,Spp_year,SSB,Bmsy,SSB.Bmsy,Blim,Total_catch_new,Blim.Bmsy,stock_score
1994,1860,Vestvagoy,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,96.715,0.785175879396985,1
1994,1860,Vestvagoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1364.7234,0.625,1
1994,1860,Vestvagoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1867.6972,0.6181818181818182,0.08166911764705878
1994,1865,Vagan,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,114812.2434,0.4782608695652174,1
1994,1865,Vagan,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,85927.937,0.785175879396985,1
1994,1865,Vagan,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,3324.1914,0.625,1
1994,1865,Vagan,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2511.1142,0.6181818181818182,0.08166911764705878
1994,1866,Hadsel,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1814.5998,0.4782608695652174,1
1994,1866,Hadsel,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,1300.42,0.785175879396985,1
1994,1866,Hadsel,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,591.5523000000001,0.625,1
1994,1866,Hadsel,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,451.1894,0.6181818181818182,0.08166911764705878
1994,1867,Bo,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,26161.4562,0.4782608695652174,1
1994,1867,Bo,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,406.965,0.785175879396985,1
1994,1867,Bo,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1027.617,0.625,1
1994,1867,Bo,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,3521.1466,0.6181818181818182,0.08166911764705878
1994,1868,Oksnes,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,53331.8814,0.4782608695652174,1
1994,1868,Oksnes,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,591.4300000000001,0.785175879396985,1
1994,1868,Oksnes,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,3743.1866999999997,0.625,1
1994,1868,Oksnes,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,3783.6616,0.6181818181818182,0.08166911764705878
1994,1870,Sortland,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,10.251,0.4782608695652174,1
1994,1870,Sortland,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,10119.16,0.785175879396985,1
1994,1870,Sortland,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.9618,0.625,1
1994,1870,Sortland,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,7.1368,0.6181818181818182,0.08166911764705878
1994,1871,Andoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,32603.1144,0.4782608695652174,1
1994,1871,Andoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,3390.5796,0.625,1
1994,1871,Andoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2184.938,0.6181818181818182,0.08166911764705878
1994,1874,Moskenes,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,40574.589,0.4782608695652174,1
1994,1874,Moskenes,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1554.0879,0.625,1
1994,1874,Moskenes,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1965.9522,0.6181818181818182,0.08166911764705878
1994,1901,Harstad,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,6465.5592,0.4782608695652174,1
1994,1901,Harstad,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,2902.4400000000005,0.785175879396985,1
1994,1901,Harstad,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,460.4886,0.625,1
1994,1901,Harstad,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2176.5892,0.6181818181818182,0.08166911764705878
1994,1902,Tromso,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,37823.5752,0.4782608695652174,1
1994,1902,Tromso,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,136033.374,0.785175879396985,1
1994,1902,Tromso,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,2838.117,0.625,1
1994,1902,Tromso,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,30812.6128,0.6181818181818182,0.08166911764705878
1994,1911,Kvaefjord,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1128.429,0.4782608695652174,1
1994,1911,Kvaefjord,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,632.775,0.785175879396985,1
1994,1911,Kvaefjord,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,29.5764,0.625,1
1994,1911,Kvaefjord,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,88.0808,0.6181818181818182,0.08166911764705878
1994,1913,Skanland,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1.7999999999999998,0.4782608695652174,1
1994,1915,Harstad,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,6465.5592,0.4782608695652174,1
1994,1915,Harstad,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,460.4886,0.625,1
1994,1915,Harstad,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2176.5892,0.6181818181818182,0.08166911764705878
1994,1917,Ibestad,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1.125,0.4782608695652174,1
1994,1917,Ibestad,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,555.3299999999999,0.785175879396985,1
1994,1919,Gratangen,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,11.781,0.4782608695652174,1
1994,1919,Gratangen,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.4452,0.625,1
1994,1919,Gratangen,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1.9284,0.6181818181818182,0.08166911764705878
1994,1920,Lavangen,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,0.162,0.6181818181818182,0.08166911764705878
1994,1924,Malselv,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,0.585,0.4782608695652174,1
1994,1924,Malselv,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.46199999999999997,0.625,1
1994,1926,Dyroy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,3114.2327999999998,0.4782608695652174,1
1994,1926,Dyroy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,153.9342,0.625,1
1994,1926,Dyroy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,275.992,0.6181818181818182,0.08166911764705878
1994,1927,Tranoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,82.206,0.4782608695652174,1
1994,1927,Tranoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,7.4844,0.625,1
