"","municip_numb","year","county","part_time_occupation","main_occupation","municip_name"
"1648",1913,"2017","Troms",0,1,"Skanland"
"1649",1913,"2018","Troms",0,1,"Skanland"
"1650",1913,"2019","Troms",0,1,"Skanland"
"1651",1870,"1990","Nordland",0,3,"Sortland"
"1652",1870,"1991","Nordland",0,4,"Sortland"
"1653",1870,"1992","Nordland",0,3,"Sortland"
"1654",1870,"1993","Nordland",0,4,"Sortland"
"1655",1870,"1994","Nordland",0,2,"Sortland"
"1656",1870,"1995","Nordland",0,3,"Sortland"
"1657",1870,"1996","Nordland",0,4,"Sortland"
"1658",1870,"1997","Nordland",0,2,"Sortland"
"1659",1870,"1998","Nordland",0,2,"Sortland"
"1660",1870,"1999","Nordland",0,1,"Sortland"
"1661",1870,"2000","Nordland",0,1,"Sortland"
"1662",1870,"2001","Nordland",0,1,"Sortland"
"1663",1870,"2002","Nordland",0,2,"Sortland"
"1664",1870,"2003","Nordland",0,3,"Sortland"
"1665",1870,"2004","Nordland",1,3,"Sortland"
"1666",1870,"2005","Nordland",0,4,"Sortland"
"1667",1870,"2006","Nordland",2,3,"Sortland"
"1668",1870,"2007","Nordland",1,2,"Sortland"
"1669",1870,"2008","Nordland",1,2,"Sortland"
"1670",1870,"2009","Nordland",1,5,"Sortland"
"1671",1870,"2010","Nordland",0,5,"Sortland"
"1672",1870,"2011","Nordland",0,5,"Sortland"
"1673",1870,"2012","Nordland",0,5,"Sortland"
"1674",1870,"2013","Nordland",0,5,"Sortland"
"1675",1870,"2014","Nordland",0,2,"Sortland"
"1676",1870,"2015","Nordland",0,6,"Sortland"
"1677",1870,"2016","Nordland",0,6,"Sortland"
"1678",1870,"2017","Nordland",1,7,"Sortland"
"1679",1870,"2018","Nordland",1,6,"Sortland"
"1680",1870,"2019","Nordland",0,6,"Sortland"
"1681",1848,"1990","Nordland",1,2,"Steigen"
"1682",1848,"1991","Nordland",0,2,"Steigen"
"1683",1848,"1992","Nordland",0,3,"Steigen"
"1684",1848,"1993","Nordland",0,2,"Steigen"
"1685",1848,"1994","Nordland",0,2,"Steigen"
"1686",1848,"1995","Nordland",0,2,"Steigen"
"1687",1848,"1996","Nordland",0,4,"Steigen"
"1688",1848,"1997","Nordland",0,3,"Steigen"
"1689",1848,"1998","Nordland",0,4,"Steigen"
"1690",1848,"1999","Nordland",0,5,"Steigen"
"1691",1848,"2000","Nordland",0,2,"Steigen"
"1692",1848,"2001","Nordland",0,2,"Steigen"
"1693",1848,"2002","Nordland",0,2,"Steigen"
"1694",1848,"2003","Nordland",0,2,"Steigen"
"1695",1848,"2004","Nordland",0,2,"Steigen"
"1696",1848,"2005","Nordland",0,2,"Steigen"
"1697",1848,"2006","Nordland",0,3,"Steigen"
"1698",1848,"2007","Nordland",0,3,"Steigen"
"1699",1848,"2008","Nordland",0,1,"Steigen"
"1700",1848,"2009","Nordland",0,1,"Steigen"
"1701",1848,"2010","Nordland",0,1,"Steigen"
"1702",1848,"2011","Nordland",0,1,"Steigen"
"1703",1848,"2012","Nordland",0,1,"Steigen"
"1704",1848,"2013","Nordland",0,1,"Steigen"
"1705",1848,"2014","Nordland",0,1,"Steigen"
"1706",1848,"2015","Nordland",0,1,"Steigen"
"1707",1848,"2016","Nordland",0,1,"Steigen"
"1708",1848,"2017","Nordland",0,1,"Steigen"
"1709",1848,"2018","Nordland",0,1,"Steigen"
"1710",1848,"2019","Nordland",0,1,"Steigen"
"1711",1939,"1990","Troms",0,0,"Storfjord"
"1712",1939,"1991","Troms",0,0,"Storfjord"
"1713",1939,"1992","Troms",0,0,"Storfjord"
"1714",1939,"1993","Troms",0,0,"Storfjord"
"1715",1939,"1994","Troms",0,0,"Storfjord"
"1716",1939,"1995","Troms",1,0,"Storfjord"
"1717",1939,"1996","Troms",1,0,"Storfjord"
"1718",1939,"1997","Troms",1,0,"Storfjord"
"1719",1939,"1998","Troms",1,0,"Storfjord"
"1720",1939,"1999","Troms",1,0,"Storfjord"
"1721",1939,"2000","Troms",2,0,"Storfjord"
"1722",1939,"2001","Troms",2,1,"Storfjord"
"1723",1939,"2002","Troms",1,1,"Storfjord"
"1724",1939,"2003","Troms",1,1,"Storfjord"
"1725",1939,"2004","Troms",1,1,"Storfjord"
"1726",1939,"2005","Troms",1,1,"Storfjord"
"1727",1939,"2006","Troms",1,1,"Storfjord"
"1728",1939,"2007","Troms",2,1,"Storfjord"
"1729",1939,"2008","Troms",2,0,"Storfjord"
"1730",1939,"2009","Troms",2,0,"Storfjord"
"1731",1939,"2010","Troms",2,0,"Storfjord"
"1732",1939,"2011","Troms",2,0,"Storfjord"
"1733",1939,"2012","Troms",1,0,"Storfjord"
"1734",1939,"2013","Troms",1,0,"Storfjord"
"1735",1939,"2014","Troms",1,0,"Storfjord"
"1736",1939,"2015","Troms",1,0,"Storfjord"
"1737",1939,"2016","Troms",1,0,"Storfjord"
"1738",1939,"2017","Troms",1,0,"Storfjord"
"1739",1939,"2018","Troms",1,0,"Storfjord"
"1740",1939,"2019","Troms",1,0,"Storfjord"
"1741",1812,"1990","Nordland",0,1,"Somna"
"1742",1812,"1991","Nordland",0,1,"Somna"
"1743",1812,"1992","Nordland",0,1,"Somna"
"1744",1812,"1993","Nordland",0,2,"Somna"
"1745",1812,"1994","Nordland",0,2,"Somna"
"1746",1812,"1995","Nordland",0,1,"Somna"
"1747",1812,"1996","Nordland",0,1,"Somna"
"1748",1812,"1997","Nordland",0,1,"Somna"
"1749",1812,"1998","Nordland",0,1,"Somna"
"1750",1812,"1999","Nordland",0,1,"Somna"
"1751",1812,"2000","Nordland",0,1,"Somna"
"1752",1812,"2001","Nordland",0,1,"Somna"
"1753",1812,"2002","Nordland",0,1,"Somna"
"1754",1812,"2003","Nordland",0,1,"Somna"
"1755",1812,"2004","Nordland",0,1,"Somna"
"1756",1812,"2005","Nordland",0,1,"Somna"
"1757",1812,"2006","Nordland",0,1,"Somna"
"1758",1812,"2007","Nordland",1,1,"Somna"
"1759",1812,"2008","Nordland",1,1,"Somna"
"1760",1812,"2009","Nordland",1,1,"Somna"
"1761",1812,"2010","Nordland",1,2,"Somna"
"1762",1812,"2011","Nordland",1,2,"Somna"
"1763",1812,"2012","Nordland",1,2,"Somna"
"1764",1812,"2013","Nordland",1,3,"Somna"
"1765",1812,"2014","Nordland",0,3,"Somna"
"1766",1812,"2015","Nordland",1,3,"Somna"
"1767",1812,"2016","Nordland",1,3,"Somna"
"1768",1812,"2017","Nordland",2,1,"Somna"
"1769",1812,"2018","Nordland",0,1,"Somna"
"1770",1812,"2019","Nordland",0,1,"Somna"
"1771",2030,"1990","Finnmark",0,2,"Sor-Varanger"
"1772",2030,"1991","Finnmark",0,2,"Sor-Varanger"
"1773",2030,"1992","Finnmark",0,2,"Sor-Varanger"
"1774",2030,"1993","Finnmark",1,1,"Sor-Varanger"
"1775",2030,"1994","Finnmark",1,1,"Sor-Varanger"
"1776",2030,"1995","Finnmark",1,1,"Sor-Varanger"
"1777",2030,"1996","Finnmark",1,1,"Sor-Varanger"
"1778",2030,"1997","Finnmark",2,1,"Sor-Varanger"
"1779",2030,"1998","Finnmark",2,1,"Sor-Varanger"
"1780",2030,"1999","Finnmark",3,0,"Sor-Varanger"
"1781",2030,"2000","Finnmark",5,1,"Sor-Varanger"
"1782",2030,"2001","Finnmark",3,1,"Sor-Varanger"
"1783",2030,"2002","Finnmark",2,0,"Sor-Varanger"
"1784",2030,"2003","Finnmark",3,0,"Sor-Varanger"
"1785",2030,"2004","Finnmark",2,0,"Sor-Varanger"
"1786",2030,"2005","Finnmark",1,1,"Sor-Varanger"
"1787",2030,"2006","Finnmark",0,1,"Sor-Varanger"
"1788",2030,"2007","Finnmark",1,2,"Sor-Varanger"
"1789",2030,"2008","Finnmark",1,2,"Sor-Varanger"
"1790",2030,"2009","Finnmark",0,1,"Sor-Varanger"
"1791",2030,"2010","Finnmark",1,1,"Sor-Varanger"
"1792",2030,"2011","Finnmark",3,1,"Sor-Varanger"
"1793",2030,"2012","Finnmark",4,1,"Sor-Varanger"
"1794",2030,"2013","Finnmark",3,1,"Sor-Varanger"
"1795",2030,"2014","Finnmark",3,1,"Sor-Varanger"
"1796",2030,"2015","Finnmark",3,1,"Sor-Varanger"
"1797",2030,"2016","Finnmark",2,1,"Sor-Varanger"
"1798",2030,"2017","Finnmark",1,2,"Sor-Varanger"
"1799",2030,"2018","Finnmark",1,3,"Sor-Varanger"
"1800",2030,"2019","Finnmark",1,2,"Sor-Varanger"
"1801",1845,"1990","Nordland",1,1,"Sorfold"
"1802",1845,"1991","Nordland",1,1,"Sorfold"
"1803",1845,"1992","Nordland",0,1,"Sorfold"
"1804",1845,"1993","Nordland",0,1,"Sorfold"
"1805",1845,"1994","Nordland",0,1,"Sorfold"
"1806",1845,"1995","Nordland",0,1,"Sorfold"
"1807",1845,"1996","Nordland",0,1,"Sorfold"
"1808",1845,"1997","Nordland",0,1,"Sorfold"
"1809",1845,"1998","Nordland",0,0,"Sorfold"
"1810",1845,"1999","Nordland",0,0,"Sorfold"
"1811",1845,"2000","Nordland",0,0,"Sorfold"
"1812",1845,"2001","Nordland",0,0,"Sorfold"
"1813",1845,"2002","Nordland",0,0,"Sorfold"
"1814",1845,"2003","Nordland",0,0,"Sorfold"
"1815",1845,"2004","Nordland",0,0,"Sorfold"
"1816",1845,"2005","Nordland",0,0,"Sorfold"
"1817",1845,"2006","Nordland",0,0,"Sorfold"
"1818",1845,"2007","Nordland",0,0,"Sorfold"
"1819",1845,"2008","Nordland",0,0,"Sorfold"
"1820",1845,"2009","Nordland",0,0,"Sorfold"
"1821",1845,"2010","Nordland",0,0,"Sorfold"
"1822",1845,"2011","Nordland",0,0,"Sorfold"
"1823",1845,"2012","Nordland",0,0,"Sorfold"
"1824",1845,"2013","Nordland",0,0,"Sorfold"
"1825",1845,"2014","Nordland",0,0,"Sorfold"
"1826",1845,"2015","Nordland",0,0,"Sorfold"
"1827",1845,"2016","Nordland",0,0,"Sorfold"
"1828",1845,"2017","Nordland",0,0,"Sorfold"
"1829",1845,"2018","Nordland",0,0,"Sorfold"
"1830",1845,"2019","Nordland",0,0,"Sorfold"
"1831",1925,"1990","Troms",0,0,"Sorreisa"
"1832",1925,"1991","Troms",0,0,"Sorreisa"
"1833",1925,"1992","Troms",0,0,"Sorreisa"
"1834",1925,"1993","Troms",0,0,"Sorreisa"
"1835",1925,"1994","Troms",0,0,"Sorreisa"
"1836",1925,"1995","Troms",0,1,"Sorreisa"
"1837",1925,"1996","Troms",0,1,"Sorreisa"
"1838",1925,"1997","Troms",0,1,"Sorreisa"
"1839",1925,"1998","Troms",0,0,"Sorreisa"
"1840",1925,"1999","Troms",0,0,"Sorreisa"
"1841",1925,"2000","Troms",0,0,"Sorreisa"
"1842",1925,"2001","Troms",0,0,"Sorreisa"
"1843",1925,"2002","Troms",0,0,"Sorreisa"
"1844",1925,"2003","Troms",0,0,"Sorreisa"
"1845",1925,"2004","Troms",0,0,"Sorreisa"
"1846",1925,"2005","Troms",0,0,"Sorreisa"
"1847",1925,"2006","Troms",0,0,"Sorreisa"
"1848",1925,"2007","Troms",0,0,"Sorreisa"
"1849",1925,"2008","Troms",0,0,"Sorreisa"
"1850",1925,"2009","Troms",0,0,"Sorreisa"
"1851",1925,"2010","Troms",0,0,"Sorreisa"
"1852",1925,"2011","Troms",0,1,"Sorreisa"
"1853",1925,"2012","Troms",0,1,"Sorreisa"
"1854",1925,"2013","Troms",0,1,"Sorreisa"
"1855",1925,"2014","Troms",1,1,"Sorreisa"
"1856",1925,"2015","Troms",1,0,"Sorreisa"
"1857",1925,"2016","Troms",0,1,"Sorreisa"
"1858",1925,"2017","Troms",1,0,"Sorreisa"
"1859",1925,"2018","Troms",1,0,"Sorreisa"
"1860",1925,"2019","Troms",1,0,"Sorreisa"
"1861",1852,"1990","Nordland",0,0,"Tjeldsund"
"1862",1852,"1991","Nordland",0,0,"Tjeldsund"
"1863",1852,"1992","Nordland",0,1,"Tjeldsund"
"1864",1852,"1993","Nordland",0,0,"Tjeldsund"
"1865",1852,"1994","Nordland",0,1,"Tjeldsund"
"1866",1852,"1995","Nordland",0,0,"Tjeldsund"
"1867",1852,"1996","Nordland",0,1,"Tjeldsund"
"1868",1852,"1997","Nordland",0,1,"Tjeldsund"
"1869",1852,"1998","Nordland",0,0,"Tjeldsund"
"1870",1852,"1999","Nordland",0,0,"Tjeldsund"
"1871",1852,"2000","Nordland",0,0,"Tjeldsund"
"1872",1852,"2001","Nordland",0,0,"Tjeldsund"
"1873",1852,"2002","Nordland",0,0,"Tjeldsund"
"1874",1852,"2003","Nordland",0,0,"Tjeldsund"
"1875",1852,"2004","Nordland",0,0,"Tjeldsund"
"1876",1852,"2005","Nordland",0,1,"Tjeldsund"
"1877",1852,"2006","Nordland",0,1,"Tjeldsund"
"1878",1852,"2007","Nordland",0,1,"Tjeldsund"
"1879",1852,"2008","Nordland",0,1,"Tjeldsund"
"1880",1852,"2009","Nordland",0,1,"Tjeldsund"
"1881",1852,"2010","Nordland",0,1,"Tjeldsund"
"1882",1852,"2011","Nordland",0,1,"Tjeldsund"
"1883",1852,"2012","Nordland",0,1,"Tjeldsund"
"1884",1852,"2013","Nordland",0,1,"Tjeldsund"
"1885",1852,"2014","Nordland",0,1,"Tjeldsund"
"1886",1852,"2015","Nordland",0,1,"Tjeldsund"
"1887",1852,"2016","Nordland",0,1,"Tjeldsund"
"1888",1852,"2017","Nordland",0,1,"Tjeldsund"
"1889",1852,"2018","Nordland",0,1,"Tjeldsund"
"1890",1852,"2019","Nordland",0,1,"Tjeldsund"
"1891",1928,"1990","Troms",0,0,"Torsken"
"1892",1928,"1991","Troms",0,0,"Torsken"
"1893",1928,"1992","Troms",0,0,"Torsken"
"1894",1928,"1993","Troms",0,0,"Torsken"
"1895",1928,"1994","Troms",0,1,"Torsken"
"1896",1928,"1995","Troms",0,2,"Torsken"
"1897",1928,"1996","Troms",1,1,"Torsken"
"1898",1928,"1997","Troms",0,2,"Torsken"
"1899",1928,"1998","Troms",0,1,"Torsken"
"1900",1928,"1999","Troms",0,2,"Torsken"
"1901",1928,"2000","Troms",0,2,"Torsken"
"1902",1928,"2001","Troms",0,0,"Torsken"
"1903",1928,"2002","Troms",0,0,"Torsken"
"1904",1928,"2003","Troms",0,0,"Torsken"
"1905",1928,"2004","Troms",1,0,"Torsken"
"1906",1928,"2005","Troms",1,0,"Torsken"
"1907",1928,"2006","Troms",1,0,"Torsken"
"1908",1928,"2007","Troms",1,0,"Torsken"
"1909",1928,"2008","Troms",0,0,"Torsken"
"1910",1928,"2009","Troms",0,0,"Torsken"
"1911",1928,"2010","Troms",0,0,"Torsken"
"1912",1928,"2011","Troms",0,1,"Torsken"
"1913",1928,"2012","Troms",0,1,"Torsken"
"1914",1928,"2013","Troms",0,1,"Torsken"
"1915",1928,"2014","Troms",0,0,"Torsken"
"1916",1928,"2015","Troms",0,1,"Torsken"
"1917",1928,"2016","Troms",0,1,"Torsken"
"1918",1928,"2017","Troms",0,0,"Torsken"
"1919",1928,"2018","Troms",0,0,"Torsken"
"1920",1928,"2019","Troms",0,0,"Torsken"
"1921",1927,"1990","Troms",0,0,"Tranoy"
"1922",1927,"1991","Troms",0,0,"Tranoy"
"1923",1927,"1992","Troms",0,0,"Tranoy"
"1924",1927,"1993","Troms",0,0,"Tranoy"
"1925",1927,"1994","Troms",0,0,"Tranoy"
"1926",1927,"1995","Troms",0,0,"Tranoy"
"1927",1927,"1996","Troms",0,0,"Tranoy"
"1928",1927,"1997","Troms",0,0,"Tranoy"
"1929",1927,"1998","Troms",0,0,"Tranoy"
"1930",1927,"1999","Troms",0,0,"Tranoy"
"1931",1927,"2000","Troms",0,0,"Tranoy"
"1932",1927,"2001","Troms",1,0,"Tranoy"
"1933",1927,"2002","Troms",1,0,"Tranoy"
"1934",1927,"2003","Troms",1,0,"Tranoy"
"1935",1927,"2004","Troms",1,0,"Tranoy"
"1936",1927,"2005","Troms",1,0,"Tranoy"
"1937",1927,"2006","Troms",1,0,"Tranoy"
"1938",1927,"2007","Troms",1,0,"Tranoy"
"1939",1927,"2008","Troms",0,0,"Tranoy"
"1940",1927,"2009","Troms",0,0,"Tranoy"
"1941",1927,"2010","Troms",0,0,"Tranoy"
"1942",1927,"2011","Troms",0,0,"Tranoy"
"1943",1927,"2012","Troms",0,1,"Tranoy"
"1944",1927,"2013","Troms",0,1,"Tranoy"
"1945",1927,"2014","Troms",0,1,"Tranoy"
"1946",1927,"2015","Troms",0,1,"Tranoy"
"1947",1927,"2016","Troms",0,0,"Tranoy"
"1948",1927,"2017","Troms",0,0,"Tranoy"
"1949",1927,"2018","Troms",0,0,"Tranoy"
"1950",1927,"2019","Troms",0,0,"Tranoy"
"1951",1902,"1990","Troms",5,19,"Tromso"
"1952",1902,"1991","Troms",3,26,"Tromso"
"1953",1902,"1992","Troms",3,32,"Tromso"
"1954",1902,"1993","Troms",4,31,"Tromso"
"1955",1902,"1994","Troms",5,11,"Tromso"
"1956",1902,"1995","Troms",6,14,"Tromso"
"1957",1902,"1996","Troms",6,8,"Tromso"
"1958",1902,"1997","Troms",7,7,"Tromso"
"1959",1902,"1998","Troms",7,9,"Tromso"
"1960",1902,"1999","Troms",8,10,"Tromso"
"1961",1902,"2000","Troms",8,8,"Tromso"
"1962",1902,"2001","Troms",9,12,"Tromso"
"1963",1902,"2002","Troms",10,11,"Tromso"
"1964",1902,"2003","Troms",8,12,"Tromso"
"1965",1902,"2004","Troms",6,12,"Tromso"
"1966",1902,"2005","Troms",7,10,"Tromso"
"1967",1902,"2006","Troms",9,10,"Tromso"
"1968",1902,"2007","Troms",12,11,"Tromso"
"1969",1902,"2008","Troms",12,11,"Tromso"
"1970",1902,"2009","Troms",13,10,"Tromso"
"1971",1902,"2010","Troms",12,6,"Tromso"
"1972",1902,"2011","Troms",4,6,"Tromso"
"1973",1902,"2012","Troms",3,6,"Tromso"
"1974",1902,"2013","Troms",3,7,"Tromso"
"1975",1902,"2014","Troms",2,7,"Tromso"
"1976",1902,"2015","Troms",2,8,"Tromso"
"1977",1902,"2016","Troms",2,8,"Tromso"
"1978",1902,"2017","Troms",3,13,"Tromso"
"1979",1902,"2018","Troms",3,13,"Tromso"
"1980",1902,"2019","Troms",2,11,"Tromso"
"1981",1835,"1990","Nordland",1,3,"Traena"
"1982",1835,"1991","Nordland",1,4,"Traena"
"1983",1835,"1992","Nordland",0,3,"Traena"
"1984",1835,"1993","Nordland",0,3,"Traena"
"1985",1835,"1994","Nordland",0,3,"Traena"
"1986",1835,"1995","Nordland",0,3,"Traena"
"1987",1835,"1996","Nordland",0,2,"Traena"
"1988",1835,"1997","Nordland",0,1,"Traena"
"1989",1835,"1998","Nordland",0,1,"Traena"
"1990",1835,"1999","Nordland",0,1,"Traena"
"1991",1835,"2000","Nordland",1,0,"Traena"
"1992",1835,"2001","Nordland",0,0,"Traena"
"1993",1835,"2002","Nordland",0,0,"Traena"
"1994",1835,"2003","Nordland",0,0,"Traena"
"1995",1835,"2004","Nordland",0,0,"Traena"
"1996",1835,"2005","Nordland",0,0,"Traena"
"1997",1835,"2006","Nordland",0,0,"Traena"
"1998",1835,"2007","Nordland",0,0,"Traena"
"1999",1835,"2008","Nordland",0,0,"Traena"
"2000",1835,"2009","Nordland",0,0,"Traena"
"2001",1835,"2010","Nordland",0,0,"Traena"
"2002",1835,"2011","Nordland",0,0,"Traena"
"2003",1835,"2012","Nordland",1,0,"Traena"
"2004",1835,"2013","Nordland",1,1,"Traena"
"2005",1835,"2014","Nordland",1,1,"Traena"
"2006",1835,"2015","Nordland",1,1,"Traena"
"2007",1835,"2016","Nordland",1,2,"Traena"
"2008",1835,"2017","Nordland",1,1,"Traena"
"2009",1835,"2018","Nordland",1,1,"Traena"
"2010",1835,"2019","Nordland",1,1,"Traena"
"2011",1850,"1990","Nordland",1,0,"Tysfjord"
"2012",1850,"1991","Nordland",1,0,"Tysfjord"
"2013",1850,"1992","Nordland",1,0,"Tysfjord"
"2014",1850,"1993","Nordland",1,0,"Tysfjord"
"2015",1850,"1994","Nordland",1,1,"Tysfjord"
"2016",1850,"1995","Nordland",1,1,"Tysfjord"
"2017",1850,"1996","Nordland",1,1,"Tysfjord"
"2018",1850,"1997","Nordland",1,1,"Tysfjord"
"2019",1850,"1998","Nordland",1,1,"Tysfjord"
"2020",1850,"1999","Nordland",1,1,"Tysfjord"
"2021",1850,"2000","Nordland",1,1,"Tysfjord"
"2022",1850,"2001","Nordland",1,1,"Tysfjord"
"2023",1850,"2002","Nordland",2,1,"Tysfjord"
"2024",1850,"2003","Nordland",2,1,"Tysfjord"
"2025",1850,"2004","Nordland",0,2,"Tysfjord"
"2026",1850,"2005","Nordland",0,2,"Tysfjord"
"2027",1850,"2006","Nordland",0,2,"Tysfjord"
"2028",1850,"2007","Nordland",0,1,"Tysfjord"
"2029",1850,"2008","Nordland",0,1,"Tysfjord"
"2030",1850,"2009","Nordland",0,1,"Tysfjord"
"2031",1850,"2010","Nordland",0,0,"Tysfjord"
"2032",1850,"2011","Nordland",0,0,"Tysfjord"
"2033",1850,"2012","Nordland",0,0,"Tysfjord"
"2034",1850,"2013","Nordland",0,0,"Tysfjord"
"2035",1850,"2014","Nordland",0,0,"Tysfjord"
"2036",1850,"2015","Nordland",0,0,"Tysfjord"
"2037",1850,"2016","Nordland",0,0,"Tysfjord"
"2038",1850,"2017","Nordland",0,1,"Tysfjord"
"2039",1850,"2018","Nordland",0,1,"Tysfjord"
"2040",1850,"2019","Nordland",0,1,"Tysfjord"
"2041",2027,"1990","Finnmark",0,0,"Nesseby"
"2042",2027,"1991","Finnmark",0,0,"Nesseby"
"2043",2027,"1992","Finnmark",0,0,"Nesseby"
"2044",2027,"1993","Finnmark",1,0,"Nesseby"
"2045",2027,"1994","Finnmark",1,0,"Nesseby"
"2046",2027,"1995","Finnmark",1,0,"Nesseby"
"2047",2027,"1996","Finnmark",2,0,"Nesseby"
"2048",2027,"1997","Finnmark",4,0,"Nesseby"
"2049",2027,"1998","Finnmark",3,0,"Nesseby"
"2050",2027,"1999","Finnmark",3,1,"Nesseby"
"2051",2027,"2000","Finnmark",2,1,"Nesseby"
"2052",2027,"2001","Finnmark",1,1,"Nesseby"
"2053",2027,"2002","Finnmark",1,1,"Nesseby"
"2054",2027,"2003","Finnmark",1,1,"Nesseby"
"2055",2027,"2004","Finnmark",1,1,"Nesseby"
"2056",2027,"2005","Finnmark",0,0,"Nesseby"
"2057",2027,"2006","Finnmark",0,0,"Nesseby"
"2058",2027,"2007","Finnmark",0,0,"Nesseby"
"2059",2027,"2008","Finnmark",0,0,"Nesseby"
"2060",2027,"2009","Finnmark",0,0,"Nesseby"
"2061",2027,"2010","Finnmark",0,0,"Nesseby"
"2062",2027,"2011","Finnmark",0,0,"Nesseby"
"2063",2027,"2012","Finnmark",0,0,"Nesseby"
"2064",2027,"2013","Finnmark",0,0,"Nesseby"
"2065",2027,"2014","Finnmark",0,0,"Nesseby"
"2066",2027,"2015","Finnmark",0,0,"Nesseby"
"2067",2027,"2016","Finnmark",0,0,"Nesseby"
"2068",2027,"2017","Finnmark",0,0,"Nesseby"
"2069",2027,"2018","Finnmark",0,0,"Nesseby"
"2070",2027,"2019","Finnmark",0,0,"Nesseby"
"2071",2003,"1990","Finnmark",0,0,"Vadso"
"2072",2003,"1991","Finnmark",0,0,"Vadso"
"2073",2003,"1992","Finnmark",0,1,"Vadso"
"2074",2003,"1993","Finnmark",0,1,"Vadso"
"2075",2003,"1994","Finnmark",0,0,"Vadso"
"2076",2003,"1995","Finnmark",0,0,"Vadso"
"2077",2003,"1996","Finnmark",0,0,"Vadso"
"2078",2003,"1997","Finnmark",0,0,"Vadso"
"2079",2003,"1998","Finnmark",0,0,"Vadso"
"2080",2003,"1999","Finnmark",0,0,"Vadso"
"2081",2003,"2000","Finnmark",0,0,"Vadso"
"2082",2003,"2001","Finnmark",1,0,"Vadso"
"2083",2003,"2002","Finnmark",0,0,"Vadso"
"2084",2003,"2003","Finnmark",1,0,"Vadso"
"2085",2003,"2004","Finnmark",1,0,"Vadso"
"2086",2003,"2005","Finnmark",1,0,"Vadso"
"2087",2003,"2006","Finnmark",1,0,"Vadso"
"2088",2003,"2007","Finnmark",0,0,"Vadso"
"2089",2003,"2008","Finnmark",0,0,"Vadso"
"2090",2003,"2009","Finnmark",1,0,"Vadso"
"2091",2003,"2010","Finnmark",1,0,"Vadso"
"2092",2003,"2011","Finnmark",1,0,"Vadso"
"2093",2003,"2012","Finnmark",0,0,"Vadso"
"2094",2003,"2013","Finnmark",0,0,"Vadso"
"2095",2003,"2014","Finnmark",0,1,"Vadso"
"2096",2003,"2015","Finnmark",0,1,"Vadso"
"2097",2003,"2016","Finnmark",0,1,"Vadso"
"2098",2003,"2017","Finnmark",0,1,"Vadso"
"2099",2003,"2018","Finnmark",0,1,"Vadso"
"2100",2003,"2019","Finnmark",1,0,"Vadso"
"2101",2002,"1990","Finnmark",0,2,"Vardo"
"2102",2002,"1991","Finnmark",0,3,"Vardo"
"2103",2002,"1992","Finnmark",1,3,"Vardo"
"2104",2002,"1993","Finnmark",1,3,"Vardo"
"2105",2002,"1994","Finnmark",1,1,"Vardo"
"2106",2002,"1995","Finnmark",0,2,"Vardo"
"2107",2002,"1996","Finnmark",0,2,"Vardo"
"2108",2002,"1997","Finnmark",0,2,"Vardo"
"2109",2002,"1998","Finnmark",0,1,"Vardo"
"2110",2002,"1999","Finnmark",0,2,"Vardo"
"2111",2002,"2000","Finnmark",0,2,"Vardo"
"2112",2002,"2001","Finnmark",0,2,"Vardo"
"2113",2002,"2002","Finnmark",1,0,"Vardo"
"2114",2002,"2003","Finnmark",1,0,"Vardo"
"2115",2002,"2004","Finnmark",1,1,"Vardo"
"2116",2002,"2005","Finnmark",0,2,"Vardo"
"2117",2002,"2006","Finnmark",0,2,"Vardo"
"2118",2002,"2007","Finnmark",0,2,"Vardo"
"2119",2002,"2008","Finnmark",0,2,"Vardo"
"2120",2002,"2009","Finnmark",0,2,"Vardo"
"2121",2002,"2010","Finnmark",0,1,"Vardo"
"2122",2002,"2011","Finnmark",1,2,"Vardo"
"2123",2002,"2012","Finnmark",0,2,"Vardo"
"2124",2002,"2013","Finnmark",0,2,"Vardo"
"2125",2002,"2014","Finnmark",0,2,"Vardo"
"2126",2002,"2015","Finnmark",0,2,"Vardo"
"2127",2002,"2016","Finnmark",0,3,"Vardo"
"2128",2002,"2017","Finnmark",0,3,"Vardo"
"2129",2002,"2018","Finnmark",1,3,"Vardo"
"2130",2002,"2019","Finnmark",1,3,"Vardo"
"2131",1815,"1990","Nordland",1,2,"Vega"
"2132",1815,"1991","Nordland",3,2,"Vega"
"2133",1815,"1992","Nordland",3,2,"Vega"
"2134",1815,"1993","Nordland",2,2,"Vega"
"2135",1815,"1994","Nordland",2,3,"Vega"
"2136",1815,"1995","Nordland",2,3,"Vega"
"2137",1815,"1996","Nordland",1,3,"Vega"
"2138",1815,"1997","Nordland",1,2,"Vega"
"2139",1815,"1998","Nordland",1,2,"Vega"
"2140",1815,"1999","Nordland",1,1,"Vega"
"2141",1815,"2000","Nordland",1,1,"Vega"
"2142",1815,"2001","Nordland",1,1,"Vega"
"2143",1815,"2002","Nordland",1,1,"Vega"
"2144",1815,"2003","Nordland",1,1,"Vega"
"2145",1815,"2004","Nordland",0,1,"Vega"
"2146",1815,"2005","Nordland",0,1,"Vega"
"2147",1815,"2006","Nordland",0,1,"Vega"
"2148",1815,"2007","Nordland",0,1,"Vega"
"2149",1815,"2008","Nordland",0,1,"Vega"
"2150",1815,"2009","Nordland",0,1,"Vega"
"2151",1815,"2010","Nordland",1,1,"Vega"
