"","landing_municip_numb","landing_municip","landing_county","year","local_landings_NOK","local_landings_tonnes","total_landings_NOK","total_landings_tonnes","proportion_local_NOK","proportion_local_tonnes","mean_NOK_per_tonnes","fishing_industry_yes_no"
"403",1815,"Vega","Nordland","2015",3920.589,312.7336,6657.50669,10140.6592,58.889749309437,3.08395730328853,0.6565161651424,1
"404",1860,"Vestvagoy","Nordland","2015",109469.57633,9782.1407,202788.06718,18563.2811,53.9822573646959,52.6961836504216,10.9241499973838,1
"405",1816,"Vevelstad","Nordland","2015",0,0,0,0,0,0,0,0
"406",1820,"Alstahaug","Nordland","2014",0,0,0,0,0,0,0,0
"407",2012,"Alta","Finnmark","2014",323.24077,13.9284,323.24077,29.4974,100,47.2190769355943,10.9582800518012,0
"408",1871,"Andoy","Nordland","2014",186991.16229,18993.2306,238338.85048,25552.3588,78.4560141636209,74.3306351819074,9.32746962210001,1
"409",1854,"Ballangen","Nordland","2014",18.76603,0.3796,18.76603,0.3796,100,100,49.4363277133825,0
"410",1933,"Balsfjord","Troms","2014",0,0,0,3.855,0,0,0,0
"411",2028,"Batsfjord","Finnmark","2014",172859.19572,15280.8962,589592.68998,57434.9029,29.3184089046056,26.60559246806,10.2654076216781,1
"412",1929,"Berg","Troms","2014",19011.60838,2470.4653,544912.28636,70671.6974,3.48893002706859,3.49569260522671,7.7104740144532,1
"413",2024,"Berlevag","Finnmark","2014",67159.61802,7381.7136,160651.53451,18541.4468,41.8045294275229,39.8119611679926,8.66445516592589,1
"414",1811,"Bindal","Nordland","2014",730.32234,90.0431,1425.4071,108.9096,51.2360531949083,82.6769173700023,13.0879839793737,1
"415",1867,"Bo","Nordland","2014",32562.03453,4214.9859,47139.4302,6066.6694,69.0760036594587,69.4777582572737,7.77023224637888,1
"416",1804,"Bodo","Nordland","2014",8454.59978,1651.8163,23522.19716,7123.9564,35.9430699542695,23.1867828388169,3.30184462667402,1
"417",1813,"Bronnoy","Nordland","2014",7821.88541,457.9132,10415.32108,587.1491,75.0998010519326,77.9892534962584,17.7388010643293,1
"418",1827,"Donna","Nordland","2014",2665.75746,306.1497,7441.96595,852.7671,35.8206081284207,35.9007400731102,8.72684458628857,1
"419",1926,"Dyroy","Troms","2014",0,0,0,0,0,0,0,0
"420",1853,"Evenes","Nordland","2014",0,0,0,0,0,0,0,0
"421",1841,"Fauske","Nordland","2014",231.46574,27.4338,511.80823,47.4226,45.2250914370799,57.8496328754644,10.7924961937979,0
"422",1859,"Flakstad","Nordland","2014",57926.29472,7363.2436,114115.72747,14537.75,50.7610090250078,50.6491279599663,7.84961410603429,1
"423",2023,"Gamvik","Finnmark","2014",43702.99385,4716.6173,97695.83933,10764.3707,44.7337308832351,43.8169348812932,9.07585237007863,1
"424",1838,"Gildeskal","Nordland","2014",1387.96038,128.7943,2180.23184,203.9265,63.6611370651297,63.1572159577102,10.6912629795539,1
"425",1919,"Gratangen","Troms","2014",5.65081,0.3509,5.65081,0.3509,100,100,16.1037617554859,0
"426",1866,"Hadsel","Nordland","2014",83672.8351,6652.2312,133712.29773,11823.5336,62.5767685699017,56.2626320104508,11.3089962995496,1
"427",1849,"Hamaroy","Nordland","2014",68.39405,1.8122,68.39405,1.9832,100,91.3775716014522,34.486713392497,0
"428",2004,"Hammerfest","Finnmark","2014",82969.94235,8243.9223,366574.57216,42044.4042,22.633850968197,19.6076563739248,8.718748169584,1
"429",1903,"Harstad","Troms","2014",2455.95496,166.6705,24612.86932,2555.6022,9.97833665010496,6.52177009395281,9.63094699167187,1
"430",2015,"Hasvik","Finnmark","2014",31643.00258,3741.7477,129543.40484,16167.9284,24.4265639142977,23.1430249282895,8.0123687856015,1
"431",1832,"Hemnes","Nordland","2014",0,0,13.61938,0.8195,0,0,16.6191336180598,0
"432",1818,"Heroy","Nordland","2014",5271.24463,405.9929,7655.60902,639.6659,68.8546739551232,63.4695236997939,11.9681368351822,1
"433",1917,"Ibestad","Troms","2014",15.62514,0.8108,21.63649,1.3463,72.2166118441577,60.2243185025626,16.0710762831464,0
"434",1940,"Kafjord","Troms","2014",289.42427,35.1343,1211.1748,136.2369,23.8961601578897,25.7891217430813,8.89021109552551,1
"435",1936,"Karlsoy","Troms","2014",68050.27135,7886.0075,140700.96872,17463.8276,48.3651761384973,45.1562376852598,8.0567085259133,1
"436",1911,"Kvaefjord","Troms","2014",245.82167,21.6898,463.75511,38.4988,53.0067841193168,56.3388988747701,12.0459627313059,0
"437",1943,"Kvaenangen","Troms","2014",1250.68187,132.7232,3702.48338,246.9896,33.7795404229471,53.7363516520534,14.9904424315842,1
"438",2017,"Kvalsund","Finnmark","2014",0,0,0,6.6,0,0,0,0
"439",1920,"Lavangen","Troms","2014",0,0,0,0,0,0,0,0
"440",2022,"Lebesby","Finnmark","2014",27428.20094,2880.0129,40739.0896,4216.4937,67.3264945518076,68.3035029792645,9.66184050031902,1
"441",1822,"Leirfjord","Nordland","2014",1503.10157,14.5688,1503.10157,14.7638,100,98.6792018315068,101.809938498219,1
"442",1931,"Lenvik","Troms","2014",82228.20635,9764.1515,200200.56729,16504.1203,41.0729137599738,59.1619021342204,12.1303385852077,1
"443",1851,"Lodingen","Nordland","2014",12322.93,2956.367,188753.408,37180.405,6.52858675802028,7.95141150291397,5.07669047714784,1
"444",2014,"Loppa","Finnmark","2014",13.8567,0.5943,14.09419,7.566,98.3149794347884,7.85487708168121,1.86283240814169,0
"445",1834,"Luroy","Nordland","2014",5518.06679,507.8104,10156.08911,675.304,54.3325952562462,75.1973037328374,15.0392846925237,1
"446",1938,"Lyngen","Troms","2014",10342.79639,236.6991,24118.42776,504.5666,42.8833773615764,46.9113690838831,47.8002859483763,1
"447",1924,"Malselv","Troms","2014",0,0,0,0,0,0,0,0
"448",2018,"Masoy","Finnmark","2014",44756.28292,5457.5134,301771.67342,39493.6479,14.8311743155923,13.8187118440381,7.64101797291812,1
"449",1837,"Meloy","Nordland","2014",8467.45868,819.7781,9481.58439,910.3512,89.3042589899893,90.0507518417068,10.4153038849183,1
"450",1874,"Moskenes","Nordland","2014",56487.41275,6919.953,87421.70975,10630.0617,64.6148570092453,65.0979570513688,8.22400774494094,1
"451",1805,"Narvik","Nordland","2014",419.43987,5.1249,478.32015,5.6649,87.690194527661,90.4676163745168,84.4357623259016,0
"452",1828,"Nesna","Nordland","2014",628.91479,15.2843,760.57697,32.1687,82.689170827773,47.5129551396233,23.6433853404085,0
"453",2027,"Nesseby","Finnmark","2014",5193.04063,414.8192,6294.61996,501.3565,82.4996689712781,82.73936809436,12.5551777228379,1
"454",2019,"Nordkapp","Finnmark","2014",81813.32724,7582.1729,208620.53761,20997.5801,39.2163342004917,36.1097462845254,9.93545621049923,1
"455",1942,"Nordreisa","Troms","2014",711.8821,78.0163,2656.59085,306.7801,26.7968287250557,25.4306912345357,8.65959314179766,1
"456",1868,"Oksnes","Nordland","2014",291292.44706,27207.2893,528449.25415,54658.9287,55.1221228476399,49.7764774156651,9.66812315423225,1
"457",2020,"Porsanger","Finnmark","2014",5385.15735,223.1361,13358.48399,393.9363,40.3126384253727,56.6426856321695,33.9102641467669,1
"458",1833,"Rana","Nordland","2014",146.75744,6.2331,1399.44089,158.0406,10.4868623640117,3.94398654522952,8.85494543807098,1
"459",1836,"Rodoy","Nordland","2014",8291.25689,958.705,11211.36085,1278.6384,73.9540632125849,74.978586596492,8.76820283983337,1
"460",1856,"Rost","Nordland","2014",32039.85789,4028.3431,162364.6206,20307.3338,19.7332754953637,19.8368881886405,7.99536867808811,1
"461",1923,"Salangen","Troms","2014",10.49435,0.163,10.49435,0.163,100,100,64.3825153374233,0
"462",1840,"Saltdal","Nordland","2014",12.44068,0.212,12.44068,0.212,100,100,58.6824528301887,0
"463",1913,"Skanland","Troms","2014",9.46918,0.938,9.46918,0.938,100,100,10.0950746268657,0
"464",1941,"Skjervoy","Troms","2014",13644.06714,1751.7803,28589.20414,4065.7594,47.7245434087134,43.0861772096007,7.0317009265231,1
"465",1812,"Somna","Nordland","2014",6.97312,0.2584,6.97312,0.2584,100,100,26.9857585139319,0
"466",2030,"Sor-Varanger","Finnmark","2014",6986.91327,157.1942,202970.0629,15969.3669,3.44233685016018,0.984348352594992,12.7099630292795,1
"467",1845,"Sorfold","Nordland","2014",507.59038,71.8589,561.05595,79.9146,90.4705457628602,89.9196141881458,7.0206939658085,0
"468",1925,"Sorreisa","Troms","2014",0,0,0,0,0,0,0,0
"469",1870,"Sortland","Nordland","2014",27.34276,1.8179,60077.77082,9093.5043,0.0455122745514678,0.0199911930541453,6.60666876464775,1
"470",1848,"Steigen","Nordland","2014",5386.99389,581.6106,8018.34741,848.0558,67.1833435812679,68.5816428588779,9.45497620557515,1
"471",1939,"Storfjord","Troms","2014",8.3202,0.12,8.3202,0.12,100,100,69.335,0
"472",2025,"Tana","Finnmark","2014",2997.5457,91.7381,3130.75477,102.8133,95.7451451874655,89.2278528167076,30.4508732819587,1
"473",1852,"Tjeldsund","Nordland","2014",0,0,0,0,0,0,0,0
"474",1928,"Torsken","Troms","2014",15935.26751,1982.286,51820.69399,6578.7133,30.7507798198825,30.1318192419177,7.87702573845253,1
"475",1835,"Traena","Nordland","2014",7566.11698,959.8403,182724.40635,34791.6671,4.14072598791617,2.7588223848003,5.25195891949656,1
"476",1927,"Tranoy","Troms","2014",0,0,0,0,0,0,0,0
"477",1902,"Tromso","Troms","2014",175343.6918,17048.9303,2694539.65278,265661.9622,6.50737099448862,6.41752780820197,10.142737900699,1
"478",1850,"Tysfjord","Nordland","2014",57.0279,6.1849,2792.69207,339.2381,2.04204038864908,1.82317375318397,8.23224770448838,1
"479",2003,"Vadso","Finnmark","2014",11282.62947,675.5269,20615.70641,1005.7839,54.7283185238182,67.1642188744521,20.4971529271845,1
"480",1857,"Vaeroy","Nordland","2014",44873.35788,5896.5471,414924.12047,69634.5255,10.8148347290995,8.46784990299101,5.95859765670407,1
"481",1865,"Vagan","Nordland","2014",49549.13761,6256.6906,145589.25664,19961.2634,34.0335123301856,31.3441613119538,7.29358927451456,1
"482",2002,"Vardo","Finnmark","2014",52395.49539,4430.6835,82439.71026,7188.956,63.5561372362349,61.6318071775651,11.4675497054092,1
"483",1824,"Vefsn","Nordland","2014",31.42861,0.7548,31.42861,0.7548,100,100,41.6383280339163,0
"484",1815,"Vega","Nordland","2014",2871.86127,250.7746,4590.06231,6208.9417,62.5669343037742,4.03892663382554,0.739266453411859,1
"485",1860,"Vestvagoy","Nordland","2014",106759.40395,12018.8845,173108.84029,20418.1432,61.6718382326123,58.8637486879806,8.47818719823652,1
"486",1816,"Vevelstad","Nordland","2014",19.06713,0.4638,19.06713,0.4638,100,100,41.1106727037516,0
"487",1820,"Alstahaug","Nordland","2013",25.91148,0.4395,30.46778,0.8205,85.0455136540962,53.5648994515539,37.1331870810481,0
"488",2012,"Alta","Finnmark","2013",152.77891,11.0123,487.66696,30.3673,31.3285341291114,36.2636783645566,16.0589502524097,0
"489",1871,"Andoy","Nordland","2013",104989.40799,13353.99,147054.15582,18915.6475,71.3950635427883,70.5975832971089,7.77420682109878,1
"490",1854,"Ballangen","Nordland","2013",31.20075,0.5478,31.20075,0.5478,100,100,56.9564622124863,0
"491",1933,"Balsfjord","Troms","2013",7.29758,0.463,7.29758,2.321,100,19.9482981473503,3.14415338216286,0
"492",2028,"Batsfjord","Finnmark","2013",140756.62231,16996.2248,483791.18862,55820.4079,29.0944989534646,30.4480483740786,8.66692320641391,1
"493",1929,"Berg","Troms","2013",20919.77743,2936.0869,380036.46183,60265.9082,5.50467640111805,4.87188692196627,6.30599410480634,1
"494",2024,"Berlevag","Finnmark","2013",53626.33775,7053.1925,112538.53451,15516.342,47.651533746634,45.4565418833898,7.25290371338812,1
"495",1811,"Bindal","Nordland","2013",511.80661,65.3341,1389.31318,84.3869,36.8388220429896,77.4220880255111,16.4636120061289,1
"496",1867,"Bo","Nordland","2013",28423.19671,3842.0022,39941.65246,5405.2273,71.1617946665194,71.0793827301213,7.38944918375588,1
"497",1804,"Bodo","Nordland","2013",9383.55368,2251.1947,40238.24417,17892.7476,23.3199879208348,12.5816042920094,2.24885775340619,1
"498",1813,"Bronnoy","Nordland","2013",5857.00688,308.4565,6673.42162,391.1579,87.7661747378101,78.8572849992292,17.0606847516054,1
"499",1827,"Donna","Nordland","2013",2688.06473,315.302,7068.65802,807.7354,38.0279357467063,39.0353078495755,8.75120493666614,1
"500",1926,"Dyroy","Troms","2013",0,0,0,0,0,0,0,0
"501",1853,"Evenes","Nordland","2013",0,0,0,0,0,0,0,0
"502",1841,"Fauske","Nordland","2013",131.30202,15.9616,485.43249,44.9134,27.0484614657746,35.5386143110965,10.8081884248353,0
"503",1859,"Flakstad","Nordland","2013",50553.40815,6720.3695,89890.57753,12130.6583,56.2388289619436,55.3998747124878,7.41019780682471,1
"504",2023,"Gamvik","Finnmark","2013",38588.25145,4615.0035,89311.13869,11717.4564,43.206538418394,39.3857108783439,7.62205854591445,1
"505",1838,"Gildeskal","Nordland","2013",154.52258,14.8783,614.39337,23.3385,25.1504309039012,63.7500267797845,26.3253152516229,0
"506",1919,"Gratangen","Troms","2013",9.61533,0.5233,9.61533,0.5233,100,100,18.3744123829543,0
"507",1866,"Hadsel","Nordland","2013",103286.9764,10500.643,138675.70908,14879.1464,74.4809434076268,70.5728858209232,9.32013876011059,1
"508",1849,"Hamaroy","Nordland","2013",144.19703,3.9282,144.19703,3.9282,100,100,36.708169135991,0
"509",2004,"Hammerfest","Finnmark","2013",104388.65111,12413.7845,280801.01205,36876.0445,37.1753115659755,33.6635468047556,7.6147270092919,1
"510",1903,"Harstad","Troms","2013",1826.03413,129.7795,20880.73193,2262.9515,8.74506763518418,5.73496603882142,9.22721142278127,1
"511",2015,"Hasvik","Finnmark","2013",24162.55247,3260.0575,115763.12777,17060.9792,20.8724081108162,19.1082672441216,6.78525695465357,1
"512",1832,"Hemnes","Nordland","2013",0,0,7.94877,0.4815,0,0,16.5083489096573,0
"513",1818,"Heroy","Nordland","2013",4451.59117,413.0799,7507.9647,787.2948,59.2915836431676,52.4682622062282,9.5364083441171,1
"514",1917,"Ibestad","Troms","2013",0,0,3.34295,0.3375,0,0,9.90503703703704,0
"515",1940,"Kafjord","Troms","2013",8.72139,0.7385,8.72139,0.7385,100,100,11.8096005416385,0
"516",1936,"Karlsoy","Troms","2013",53138.47743,6441.956,92609.84265,12717.0238,57.3788659061068,50.6561606026089,7.28235191712073,1
"517",1911,"Kvaefjord","Troms","2013",142.17678,7.2872,155.27814,8.1122,91.5626500935676,89.8301323931856,19.1413106185745,0
"518",1943,"Kvaenangen","Troms","2013",888.03691,126.0564,1101.23996,156.1602,80.6397281478961,80.7224888287797,7.05198866292436,1
"519",2017,"Kvalsund","Finnmark","2013",0,0,21.791,26.349,0,0,0.827014307943375,0
"520",1920,"Lavangen","Troms","2013",0,0,0,0,0,0,0,0
"521",2022,"Lebesby","Finnmark","2013",24190.14906,2474.0021,37427.69991,4060.8086,64.6316741829407,60.9238785595558,9.21680965460918,1
"522",1822,"Leirfjord","Nordland","2013",1144.17848,10.9036,1144.17848,11.1076,100,98.1634196406064,103.008613921999,1
"523",1931,"Lenvik","Troms","2013",71330.18115,8886.5308,126403.54207,13122.4838,56.4305240042234,67.7198839445319,9.63259273141568,1
"524",1851,"Lodingen","Nordland","2013",22685.965,5485.01,209179.694,45772.715,10.845204219488,11.9831432328189,4.56996474864993,1
"525",2014,"Loppa","Finnmark","2013",2088.639,265.2354,4576.05775,634.5206,45.6427587698167,41.8009123738457,7.21183480883048,1
"526",1834,"Luroy","Nordland","2013",6325.87208,602.6897,10732.89419,767.7879,58.939107830709,78.4968999902187,13.9789832452426,1
"527",1938,"Lyngen","Troms","2013",10833.27408,255.5893,35854.25737,794.9227,30.2147495852596,32.1527237805638,45.104080396748,1
"528",1924,"Malselv","Troms","2013",0,0,0,0.61,0,0,0,0
"529",2018,"Masoy","Finnmark","2013",29339.86028,4072.8432,248873.1172,37956.5773,11.7890837749349,10.7302699287378,6.55678501338423,1
"530",1837,"Meloy","Nordland","2013",7959.05782,845.055,9153.05655,969.3422,86.9551911596132,87.1781915612464,9.44254418099202,1
"531",1874,"Moskenes","Nordland","2013",51149.44655,6839.4148,73023.41487,9794.5642,70.0452678651893,69.8286790544494,7.4555042346856,1
"532",1805,"Narvik","Nordland","2013",429.10235,6.7935,431.48282,6.9045,99.4483048015678,98.3923528133826,62.4929857339416,0
"533",1828,"Nesna","Nordland","2013",706.3897,18.6,721.82988,20.2259,97.8609669081585,91.9612971487054,35.6883935943518,0
"534",2027,"Nesseby","Finnmark","2013",3916.48846,351.466,4193.44927,379.8952,93.395393811453,92.5165677270995,11.0384371005477,1
"535",2019,"Nordkapp","Finnmark","2013",53060.50968,5690.375,122861.27055,25399.7814,43.1873359623172,22.4032439901235,4.83709952519513,1
"536",1942,"Nordreisa","Troms","2013",995.98788,136.1076,4773.27453,661.1455,20.8659249272218,20.5866333507526,7.21970357508294,1
"537",1868,"Oksnes","Nordland","2013",240840.77918,25312.9464,443787.75212,50090.6084,54.269361429983,50.5343161294084,8.85969977797275,1
"538",2020,"Porsanger","Finnmark","2013",2604.65076,37.515,6839.24936,107.471,38.0838688999051,34.9070912153046,63.6380917642899,1
"539",1833,"Rana","Nordland","2013",221.59472,15.3099,1535.98417,194.9324,14.4268882666935,7.85395347310144,7.87957348290997,1
"540",1836,"Rodoy","Nordland","2013",8459.03679,1051.4975,11038.88472,1338.7122,76.6294512947862,78.5454483794202,8.24589834917468,1
"541",1856,"Rost","Nordland","2013",34625.27899,4458.5719,153141.39506,20295.7959,22.6100062471248,21.9679579060016,7.54547374316077,1
"542",1923,"Salangen","Troms","2013",150.37333,2.2677,150.37333,2.2677,100,100,66.3109450103629,0
"543",1840,"Saltdal","Nordland","2013",13.99083,0.2477,17.77456,0.9257,78.7126657424994,26.758128983472,19.2012098952144,0
"544",1913,"Skanland","Troms","2013",11.56167,1.0133,11.56167,1.0133,100,100,11.4099180894108,0
"545",1941,"Skjervoy","Troms","2013",15548.34235,2315.76,38442.13907,6367.2652,40.44609047818,36.3697745776319,6.03746472975556,1
"546",1812,"Somna","Nordland","2013",7.3297,0.1485,7.3297,0.1485,100,100,49.3582491582492,0
"547",2030,"Sor-Varanger","Finnmark","2013",4917.47971,186.1697,149798.03247,18910.7549236933,3.28273985239747,0.984464664426207,7.92131425077682,1
"548",1845,"Sorfold","Nordland","2013",424.26053,57.2665,442.30503,59.9842,95.9203493570941,95.4693069174883,7.37369223895626,0
"549",1925,"Sorreisa","Troms","2013",0,0,0,0,0,0,0,0
"550",1870,"Sortland","Nordland","2013",511.76139,119.243,80752.92799,10516.9174,0.633737256020455,1.13382082852529,7.67838378097369,1
"551",1848,"Steigen","Nordland","2013",5953.51543,699.8661,8602.13385,990.7382,69.2097511363416,70.6408716248147,8.68254989057654,1
"552",1939,"Storfjord","Troms","2013",0,0,0,0,0,0,0,0
"553",2025,"Tana","Finnmark","2013",1479.26815,27.0142,1842.13242,44.7242,80.3019443086507,60.401751177215,41.1887170704004,1
"554",1852,"Tjeldsund","Nordland","2013",0,0,0,0,0,0,0,0
"555",1928,"Torsken","Troms","2013",15613.40064,2090.5789,72453.31197,10001.2341,21.5496023790671,20.903209334936,7.24443716100996,1
"556",1835,"Traena","Nordland","2013",10193.19958,1272.2714,198003.96168,45653.4951,5.14797759272793,2.78679955874835,4.3371041197676,1
"557",1927,"Tranoy","Troms","2013",0,0,0,0,0,0,0,0
"558",1902,"Tromso","Troms","2013",124826.09301,14835.2505,2460993.08406,297672.8686,5.07218381955261,4.98374291542672,8.26744169072048,1
"559",1850,"Tysfjord","Nordland","2013",108.7645,14.3098,2485.28637,341.9364,4.37633671969963,4.1849302969792,7.26827085387809,1
"560",2003,"Vadso","Finnmark","2013",7348.48408,609.6092,8103.02603,675.6112,90.6881460431394,90.2307717811665,11.9936230038815,1
"561",1857,"Vaeroy","Nordland","2013",47528.91548,6946.1362,337973.34167,61550.591,14.0629184672227,11.2852469605044,5.49098450849968,1
"562",1865,"Vagan","Nordland","2013",43366.28718,5922.3721,142907.71215,22901.5068,30.3456591163404,25.8601853219545,6.2401008544119,1
"563",2002,"Vardo","Finnmark","2013",41077.67594,4766.6099,61314.85459,7303.868,66.994656049791,65.261446400729,8.39484703036802,1
"564",1824,"Vefsn","Nordland","2013",12.20792,0.2417,12.20792,0.2417,100,100,50.5085643359537,0
"565",1815,"Vega","Nordland","2013",3519.97983,312.6164,5704.62528,5856.9933,61.7039622627062,5.33748945896865,0.973985283541301,1
"566",1860,"Vestvagoy","Nordland","2013",129814.14964,16156.598,197815.75147,26503.8523,65.623767912985,60.959432678396,7.46366034759408,1
"567",1816,"Vevelstad","Nordland","2013",296.67429,39.8291,1335.36771,171.0994,22.2166739376977,23.2783399591115,7.80463116761368,1
"568",1820,"Alstahaug","Nordland","2012",48.25716,0.6715,424.63567,1.6939,11.3643679533563,39.6422457051774,250.685205738237,0
"569",2012,"Alta","Finnmark","2012",2751.2569,321.9646,2845.68,361.7811,96.6818791993478,88.9943117537096,7.86575086426571,1
"570",1871,"Andoy","Nordland","2012",169423.72811,17423.2925,219691.5764,22422.0385,77.1189004541186,77.7061037514497,9.79801976524124,1
"571",1854,"Ballangen","Nordland","2012",47.06106,0.9124,47.06106,0.9954,100,91.6616435603777,47.2785412899337,0
"572",1933,"Balsfjord","Troms","2012",0.91231,0.063,0.91231,3.601,100,1.74951402388225,0.25334906970286,0
"573",2028,"Batsfjord","Finnmark","2012",139252.13286,15469.6283,368463.26777,41987.5428,37.7926770564612,36.8433760786783,8.77553777140776,1
"574",1929,"Berg","Troms","2012",31055.65248,3303.7796,385699.82267,62763.98,8.05176737313951,5.26381469116522,6.14524162855829,1
"575",2024,"Berlevag","Finnmark","2012",55385.34786,5497.1539,119502.96283,12866.3526,46.3464223383222,42.7250369308237,9.28802175295585,1
"576",1811,"Bindal","Nordland","2012",967.87323,98.372,1103.26382,111.5095,87.728176384865,88.2184925948013,9.893899802259,1
"577",1867,"Bo","Nordland","2012",36432.73175,4093.6702,116656.05901,19555.8042,31.2308953852769,20.9332746336251,5.9652908066036,1
"578",1804,"Bodo","Nordland","2012",39445.01885,9078.6836,130315.03433,41977.3911,30.2689701559011,21.6275556009959,3.10441003871725,1
"579",1813,"Bronnoy","Nordland","2012",8897.4782,558.8087,13183.93234,1092.3883,67.487286573863,51.1547679520185,12.068906578366,1
"580",1827,"Donna","Nordland","2012",2579.73399,237.5274,8566.90915,738.9699,30.1127739868702,32.1430412794892,11.5930420846641,1
"581",1926,"Dyroy","Troms","2012",0,0,0,0,0,0,0,0
"582",1853,"Evenes","Nordland","2012",0,0,5.20508,0.5625,0,0,9.25347555555556,0
"583",1841,"Fauske","Nordland","2012",198.71431,21.5304,553.54931,48.2145,35.8982129342732,44.6554459757957,11.480971699385,0
"584",1859,"Flakstad","Nordland","2012",60155.15791,6059.1729,102493.06986,10468.6558,58.6919271636304,57.8791873164843,9.79047088929985,1
"585",2023,"Gamvik","Finnmark","2012",36503.31177,3576.7649,80922.13953,9562.3333,45.1091777627398,37.4047294502901,8.46259348960363,1
"586",1838,"Gildeskal","Nordland","2012",1109.43477,161.5054,1632.45957,237.3491,67.9609339421496,68.0455076509664,6.87788396922508,1
"587",1919,"Gratangen","Troms","2012",0,0,0,0,0,0,0,0
"588",1866,"Hadsel","Nordland","2012",87834.96736,9460.4373,149814.86644,15693.2338,58.6290062176022,60.283542707431,9.54646240215958,1
"589",1849,"Hamaroy","Nordland","2012",11.9135,0.5181,11.9135,0.5181,100,100,22.9945956379077,0
"590",2004,"Hammerfest","Finnmark","2012",116286.02698,12678.2841,348639.20462,41044.3403,33.3542600599798,30.8892383391529,8.49420899621573,1
"591",1903,"Harstad","Troms","2012",2823.43581,219.4733,17640.07114,1564.6102,16.0058073892779,14.0273468752792,11.274419110907,1
"592",2015,"Hasvik","Finnmark","2012",35449.27437,4034.7724,161208.77712,20452.8644,21.9896676864017,19.72717523126,7.88196577101445,1
"593",1832,"Hemnes","Nordland","2012",0,0,9.77625,0.1905,0,0,51.3188976377953,0
"594",1818,"Heroy","Nordland","2012",3986.64251,399.824,6059.52956,618.1789,65.7912874345315,64.6777170815762,9.80222644286306,1
"595",1917,"Ibestad","Troms","2012",34.76655,1.26,37.20319,1.5369,93.4504541142843,81.9832129611556,24.2066432428915,0
"596",1940,"Kafjord","Troms","2012",57.96068,8.7452,57.96068,8.7452,100,100,6.62771348854229,0
"597",1936,"Karlsoy","Troms","2012",58572.61207,5709.6579,129735.04925,15099.6624,45.1478705319873,37.8131493853796,8.59191721067883,1
"598",1911,"Kvaefjord","Troms","2012",613.55495,59.4191,1356.44822,140.4731,45.2324637943054,42.2992729568864,9.65628451283555,1
"599",1943,"Kvaenangen","Troms","2012",2349.41455,251.1594,3354.39292,365.7828,70.0399328889592,68.663534753411,9.17045011411143,1
"600",2017,"Kvalsund","Finnmark","2012",0,0,0,4.296,0,0,0,0
"601",1920,"Lavangen","Troms","2012",0,0,0,0,0,0,0,0
"602",2022,"Lebesby","Finnmark","2012",31445.9483,2528.2265,56073.40748,4358.1415,56.0799668028307,58.011574429146,12.8663577077523,1
"603",1822,"Leirfjord","Nordland","2012",1241.34083,12.7442,1241.34083,12.9372,100,98.5081779674118,95.9512746189284,1
"604",1931,"Lenvik","Troms","2012",82868.96868,8292.527,215820.01083,16890.726,38.3972590684723,49.0951484264205,12.7774265493384,1
"605",1851,"Lodingen","Nordland","2012",22610.10102,5066.7849,301160.22403,55403.9546,7.50766509515802,9.14516831258829,5.43571711088652,1
"606",2014,"Loppa","Finnmark","2012",10386.37664,1020.3044,19640.04263,2476.9557,52.8836766582925,41.1918711343929,7.92910532473391,1
"607",1834,"Luroy","Nordland","2012",7561.26297,709.2862,12356.88971,915.09,61.1906648635128,77.5099935525467,13.5034692871739,1
"608",1938,"Lyngen","Troms","2012",10937.33333,318.349,30397.99171,903.7481,35.9804471109253,35.2254129220299,33.6354695628129,1
"609",1924,"Malselv","Troms","2012",0,0,0,1.007,0,0,0,0
"610",2018,"Masoy","Finnmark","2012",46455.96948,5346.3333,270694.08085,33861.0217,17.1617973079148,15.7890489760384,7.99426795943372,1
"611",1837,"Meloy","Nordland","2012",10811.46894,1203.4079,13951.05734,1601.0131,77.4956956775005,75.1653999583139,8.71389330918029,1
"612",1874,"Moskenes","Nordland","2012",62383.89751,5985.6711,103178.84499,9886.1581,60.4619072020492,60.5459779163354,10.4366978503004,1
"613",1805,"Narvik","Nordland","2012",307.92979,4.3589,388.36342,7.3001,79.2890818604904,59.7101409569732,53.1997397295927,0
"614",1828,"Nesna","Nordland","2012",388.15247,13.1329,410.84731,13.308,94.4760889392217,98.6842500751428,30.8722054403366,0
"615",2027,"Nesseby","Finnmark","2012",5424.39867,411.9461,6175.00199,473.5301,87.8444845650973,86.9947021319236,13.0403579202251,1
"616",2019,"Nordkapp","Finnmark","2012",73931.37205,6464.0006,215595.96035,38418.8248,34.2916314062561,16.825086747578,5.6117271018139,1
"617",1942,"Nordreisa","Troms","2012",1308.78084,145.635,4990.2328,517.6396,26.2268493766463,28.1344394826053,9.64036136338874,1
"618",1868,"Oksnes","Nordland","2012",213343.5182,21935.7828,375991.48243,37602.3985,56.7415827670296,58.3361266170295,9.99913562508519,1
"619",2020,"Porsanger","Finnmark","2012",4756.3388,200.0024,10306.75054,429.8391,46.1478016911429,46.5295967723737,23.9781595950671,1
"620",1833,"Rana","Nordland","2012",147.2846,6.2293,2701.56422,247.0583,5.45182671985491,2.521388676276,10.9349259668669,1
"621",1836,"Rodoy","Nordland","2012",9669.40265,986.8728,15097.26829,1586.3975,64.0473658165348,62.2084187601153,9.5166994968159,1
