"","county","municip_name","municip_numb","year","age","main_occupation","part_time_occupation"
"11584","Troms","Tromsø",1902,"1987","70 OG OVER",10,143
"11585","Troms","Tromsø",1902,"1988","<20",50,0
"11586","Troms","Tromsø",1902,"1988","20-29",275,4
"11587","Troms","Tromsø",1902,"1988","30-39",254,14
"11588","Troms","Tromsø",1902,"1988","40-49",224,20
"11589","Troms","Tromsø",1902,"1988","50-59",154,31
"11590","Troms","Tromsø",1902,"1988","60-66",79,48
"11591","Troms","Tromsø",1902,"1988","67-69",19,25
"11592","Troms","Tromsø",1902,"1988","70 OG OVER",11,151
"11593","Troms","Tromsø",1902,"1989","<20",43,1
"11594","Troms","Tromsø",1902,"1989","20-29",282,5
"11595","Troms","Tromsø",1902,"1989","30-39",257,11
"11596","Troms","Tromsø",1902,"1989","40-49",245,20
"11597","Troms","Tromsø",1902,"1989","50-59",156,32
"11598","Troms","Tromsø",1902,"1989","60-66",82,43
"11599","Troms","Tromsø",1902,"1989","67-69",24,20
"11600","Troms","Tromsø",1902,"1989","70 OG OVER",15,146
"11601","Troms","Tromsø",1902,"1990","<20",29,0
"11602","Troms","Tromsø",1902,"1990","20-29",218,2
"11603","Troms","Tromsø",1902,"1990","30-39",197,7
"11604","Troms","Tromsø",1902,"1990","40-49",223,14
"11605","Troms","Tromsø",1902,"1990","50-59",145,29
"11606","Troms","Tromsø",1902,"1990","60-66",77,39
"11607","Troms","Tromsø",1902,"1990","67-69",24,18
"11608","Troms","Tromsø",1902,"1990","70 OG OVER",27,142
"11609","Troms","Tromsø",1902,"1991","<20",34,1
"11610","Troms","Tromsø",1902,"1991","20-29",241,2
"11611","Troms","Tromsø",1902,"1991","30-39",199,8
"11612","Troms","Tromsø",1902,"1991","40-49",232,17
"11613","Troms","Tromsø",1902,"1991","50-59",143,25
"11614","Troms","Tromsø",1902,"1991","60-66",74,39
"11615","Troms","Tromsø",1902,"1991","67-69",28,17
"11616","Troms","Tromsø",1902,"1991","70 OG OVER",26,144
"11617","Troms","Tromsø",1902,"1992","<20",30,0
"11618","Troms","Tromsø",1902,"1992","20-29",221,3
"11619","Troms","Tromsø",1902,"1992","30-39",196,11
"11620","Troms","Tromsø",1902,"1992","40-49",213,10
"11621","Troms","Tromsø",1902,"1992","50-59",148,22
"11622","Troms","Tromsø",1902,"1992","60-66",66,24
"11623","Troms","Tromsø",1902,"1992","67-69",25,15
"11624","Troms","Tromsø",1902,"1992","70 OG OVER",38,144
"11625","Troms","Tromsø",1902,"1993","<20",22,2
"11626","Troms","Tromsø",1902,"1993","20-29",231,1
"11627","Troms","Tromsø",1902,"1993","30-39",204,9
"11628","Troms","Tromsø",1902,"1993","40-49",218,11
"11629","Troms","Tromsø",1902,"1993","50-59",151,22
"11630","Troms","Tromsø",1902,"1993","60-66",66,21
"11631","Troms","Tromsø",1902,"1993","67-69",27,10
"11632","Troms","Tromsø",1902,"1993","70 OG OVER",5,132
"11633","Troms","Tromsø",1902,"1994","<20",11,2
"11634","Troms","Tromsø",1902,"1994","20-29",130,3
"11635","Troms","Tromsø",1902,"1994","30-39",139,8
"11636","Troms","Tromsø",1902,"1994","40-49",171,12
"11637","Troms","Tromsø",1902,"1994","50-59",130,31
"11638","Troms","Tromsø",1902,"1994","60-66",62,30
"11639","Troms","Tromsø",1902,"1994","67-69",10,28
"11640","Troms","Tromsø",1902,"1994","70 OG OVER",1,137
"11641","Troms","Tromsø",1902,"1995","<20",14,1
"11642","Troms","Tromsø",1902,"1995","20-29",154,4
"11643","Troms","Tromsø",1902,"1995","30-39",159,9
"11644","Troms","Tromsø",1902,"1995","40-49",186,14
"11645","Troms","Tromsø",1902,"1995","50-59",137,34
"11646","Troms","Tromsø",1902,"1995","60-66",67,32
"11647","Troms","Tromsø",1902,"1995","67-69",10,22
"11648","Troms","Tromsø",1902,"1995","70 OG OVER",2,134
"11649","Troms","Tromsø",1902,"1996","<20",12,1
"11650","Troms","Tromsø",1902,"1996","20-29",146,4
"11651","Troms","Tromsø",1902,"1996","30-39",154,12
"11652","Troms","Tromsø",1902,"1996","40-49",190,15
"11653","Troms","Tromsø",1902,"1996","50-59",140,29
"11654","Troms","Tromsø",1902,"1996","60-66",77,29
"11655","Troms","Tromsø",1902,"1996","67-69",13,23
"11656","Troms","Tromsø",1902,"1996","70 OG OVER",2,143
"11657","Troms","Tromsø",1902,"1997","<20",12,1
"11658","Troms","Tromsø",1902,"1997","20-29",124,9
"11659","Troms","Tromsø",1902,"1997","30-39",169,14
"11660","Troms","Tromsø",1902,"1997","40-49",178,17
"11661","Troms","Tromsø",1902,"1997","50-59",158,26
"11662","Troms","Tromsø",1902,"1997","60-66",81,28
"11663","Troms","Tromsø",1902,"1997","67-69",6,27
"11664","Troms","Tromsø",1902,"1997","70 OG OVER",5,150
"11665","Troms","Tromsø",1902,"1998","<20",6,1
"11666","Troms","Tromsø",1902,"1998","20-29",99,10
"11667","Troms","Tromsø",1902,"1998","30-39",156,12
"11668","Troms","Tromsø",1902,"1998","40-49",160,15
"11669","Troms","Tromsø",1902,"1998","50-59",159,30
"11670","Troms","Tromsø",1902,"1998","60-66",76,28
"11671","Troms","Tromsø",1902,"1998","67-69",12,35
"11672","Troms","Tromsø",1902,"1998","70 OG OVER",0,149
"11673","Troms","Tromsø",1902,"1999","<20",9,1
"11674","Troms","Tromsø",1902,"1999","20-29",93,9
"11675","Troms","Tromsø",1902,"1999","30-39",164,14
"11676","Troms","Tromsø",1902,"1999","40-49",154,15
"11677","Troms","Tromsø",1902,"1999","50-59",161,28
"11678","Troms","Tromsø",1902,"1999","60-66",82,29
"11679","Troms","Tromsø",1902,"1999","67-69",17,18
"11680","Troms","Tromsø",1902,"1999","70 OG OVER",2,125
"11681","Troms","Tromsø",1902,"2000","<20",8,1
"11682","Troms","Tromsø",1902,"2000","20-29",73,8
"11683","Troms","Tromsø",1902,"2000","30-39",177,12
"11684","Troms","Tromsø",1902,"2000","40-49",156,17
"11685","Troms","Tromsø",1902,"2000","50-59",165,27
"11686","Troms","Tromsø",1902,"2000","60-66",74,29
"11687","Troms","Tromsø",1902,"2000","67-69",29,12
"11688","Troms","Tromsø",1902,"2000","70 OG OVER",0,131
"11689","Troms","Tromsø",1902,"2001","<20",9,2
"11690","Troms","Tromsø",1902,"2001","20-29",61,6
"11691","Troms","Tromsø",1902,"2001","30-39",167,11
"11692","Troms","Tromsø",1902,"2001","40-49",147,19
"11693","Troms","Tromsø",1902,"2001","50-59",168,31
"11694","Troms","Tromsø",1902,"2001","60-66",76,30
"11695","Troms","Tromsø",1902,"2001","67-69",31,10
"11696","Troms","Tromsø",1902,"2001","70 OG OVER",10,127
"11697","Troms","Tromsø",1902,"2002","<20",13,1
"11698","Troms","Tromsø",1902,"2002","20-29",66,4
"11699","Troms","Tromsø",1902,"2002","30-39",177,10
"11700","Troms","Tromsø",1902,"2002","40-49",165,22
"11701","Troms","Tromsø",1902,"2002","50-59",158,31
"11702","Troms","Tromsø",1902,"2002","60-66",75,29
"11703","Troms","Tromsø",1902,"2002","67-69",32,13
"11704","Troms","Tromsø",1902,"2002","70 OG OVER",6,128
"11705","Troms","Tromsø",1902,"2003","<20",14,1
"11706","Troms","Tromsø",1902,"2003","20-29",59,3
"11707","Troms","Tromsø",1902,"2003","30-39",160,7
"11708","Troms","Tromsø",1902,"2003","40-49",163,19
"11709","Troms","Tromsø",1902,"2003","50-59",159,31
"11710","Troms","Tromsø",1902,"2003","60-66",72,26
"11711","Troms","Tromsø",1902,"2003","67-69",33,16
"11712","Troms","Tromsø",1902,"2003","70 OG OVER",12,132
"11713","Troms","Tromsø",1902,"2004","<20",11,1
"11714","Troms","Tromsø",1902,"2004","20-29",56,1
"11715","Troms","Tromsø",1902,"2004","30-39",116,3
"11716","Troms","Tromsø",1902,"2004","40-49",138,3
"11717","Troms","Tromsø",1902,"2004","50-59",141,19
"11718","Troms","Tromsø",1902,"2004","60-66",70,11
"11719","Troms","Tromsø",1902,"2004","67-69",24,8
"11720","Troms","Tromsø",1902,"2004","70 OG OVER",7,63
"11721","Troms","Tromsø",1902,"2005","<20",8,1
"11722","Troms","Tromsø",1902,"2005","20-29",50,2
"11723","Troms","Tromsø",1902,"2005","30-39",115,6
"11724","Troms","Tromsø",1902,"2005","40-49",124,9
"11725","Troms","Tromsø",1902,"2005","50-59",142,11
"11726","Troms","Tromsø",1902,"2005","60-66",78,12
"11727","Troms","Tromsø",1902,"2005","67-69",13,9
"11728","Troms","Tromsø",1902,"2005","70 OG OVER",9,73
"11729","Troms","Tromsø",1902,"2006","<20",4,0
"11730","Troms","Tromsø",1902,"2006","20-29",50,4
"11731","Troms","Tromsø",1902,"2006","30-39",98,8
"11732","Troms","Tromsø",1902,"2006","40-49",118,13
"11733","Troms","Tromsø",1902,"2006","50-59",141,13
"11734","Troms","Tromsø",1902,"2006","60-66",76,12
"11735","Troms","Tromsø",1902,"2006","67-69",11,13
"11736","Troms","Tromsø",1902,"2006","70 OG OVER",0,92
"11737","Troms","Tromsø",1902,"2007","<20",3,1
"11738","Troms","Tromsø",1902,"2007","20-29",54,3
"11739","Troms","Tromsø",1902,"2007","30-39",83,6
"11740","Troms","Tromsø",1902,"2007","40-49",126,12
"11741","Troms","Tromsø",1902,"2007","50-59",133,13
"11742","Troms","Tromsø",1902,"2007","60-66",83,12
"11743","Troms","Tromsø",1902,"2007","67-69",14,10
"11744","Troms","Tromsø",1902,"2007","70 OG OVER",3,91
"11745","Troms","Tromsø",1902,"2008","<20",3,0
"11746","Troms","Tromsø",1902,"2008","20-29",54,5
"11747","Troms","Tromsø",1902,"2008","30-39",81,7
"11748","Troms","Tromsø",1902,"2008","40-49",131,10
"11749","Troms","Tromsø",1902,"2008","50-59",116,16
"11750","Troms","Tromsø",1902,"2008","60-66",90,19
"11751","Troms","Tromsø",1902,"2008","67-69",14,15
"11752","Troms","Tromsø",1902,"2008","70 OG OVER",1,92
"11753","Troms","Tromsø",1902,"2009","<20",4,0
"11754","Troms","Tromsø",1902,"2009","20-29",49,4
"11755","Troms","Tromsø",1902,"2009","30-39",76,7
"11756","Troms","Tromsø",1902,"2009","40-49",131,10
"11757","Troms","Tromsø",1902,"2009","50-59",108,16
"11758","Troms","Tromsø",1902,"2009","60-66",87,24
"11759","Troms","Tromsø",1902,"2009","67-69",19,11
"11760","Troms","Tromsø",1902,"2009","70 OG OVER",1,69
"11761","Troms","Tromsø",1902,"2010","<20",2,0
"11762","Troms","Tromsø",1902,"2010","20-29",37,5
"11763","Troms","Tromsø",1902,"2010","30-39",68,7
"11764","Troms","Tromsø",1902,"2010","40-49",121,10
"11765","Troms","Tromsø",1902,"2010","50-59",105,12
"11766","Troms","Tromsø",1902,"2010","60-66",78,26
"11767","Troms","Tromsø",1902,"2010","67-69",26,7
"11768","Troms","Tromsø",1902,"2010","70 OG OVER",1,59
"11769","Troms","Tromsø",1902,"2011","<20",3,0
"11770","Troms","Tromsø",1902,"2011","20-29",34,2
"11771","Troms","Tromsø",1902,"2011","30-39",48,3
"11772","Troms","Tromsø",1902,"2011","40-49",90,6
"11773","Troms","Tromsø",1902,"2011","50-59",86,4
"11774","Troms","Tromsø",1902,"2011","60-66",62,23
"11775","Troms","Tromsø",1902,"2011","67-69",17,9
"11776","Troms","Tromsø",1902,"2011","70 OG OVER",5,41
"11777","Troms","Tromsø",1902,"2012","<20",3,0
"11778","Troms","Tromsø",1902,"2012","20-29",33,1
"11779","Troms","Tromsø",1902,"2012","30-39",45,3
"11780","Troms","Tromsø",1902,"2012","40-49",86,4
"11781","Troms","Tromsø",1902,"2012","50-59",87,6
"11782","Troms","Tromsø",1902,"2012","60-66",53,16
"11783","Troms","Tromsø",1902,"2012","67-69",17,11
"11784","Troms","Tromsø",1902,"2012","70 OG OVER",13,39
"11785","Troms","Tromsø",1902,"2013","<20",3,0
"11786","Troms","Tromsø",1902,"2013","20-29",37,0
"11787","Troms","Tromsø",1902,"2013","30-39",43,2
"11788","Troms","Tromsø",1902,"2013","40-49",84,5
"11789","Troms","Tromsø",1902,"2013","50-59",83,6
"11790","Troms","Tromsø",1902,"2013","60-66",56,21
"11791","Troms","Tromsø",1902,"2013","67-69",22,7
"11792","Troms","Tromsø",1902,"2013","70 OG OVER",16,42
"11793","Troms","Tromsø",1902,"2014","<20",3,0
"11794","Troms","Tromsø",1902,"2014","20-29",37,0
"11795","Troms","Tromsø",1902,"2014","30-39",44,0
"11796","Troms","Tromsø",1902,"2014","40-49",83,5
"11797","Troms","Tromsø",1902,"2014","50-59",79,4
"11798","Troms","Tromsø",1902,"2014","60-66",54,18
"11799","Troms","Tromsø",1902,"2014","67-69",20,12
"11800","Troms","Tromsø",1902,"2014","70 OG OVER",17,37
"11801","Troms","Tromsø",1902,"2015","<20",2,0
"11802","Troms","Tromsø",1902,"2015","20-29",40,0
"11803","Troms","Tromsø",1902,"2015","30-39",33,3
"11804","Troms","Tromsø",1902,"2015","40-49",77,5
"11805","Troms","Tromsø",1902,"2015","50-59",80,5
"11806","Troms","Tromsø",1902,"2015","60-66",48,17
"11807","Troms","Tromsø",1902,"2015","67-69",24,6
"11808","Troms","Tromsø",1902,"2015","70 OG OVER",18,37
"11809","Troms","Tromsø",1902,"2016","<20",2,1
"11810","Troms","Tromsø",1902,"2016","20-29",45,1
"11811","Troms","Tromsø",1902,"2016","30-39",36,5
"11812","Troms","Tromsø",1902,"2016","40-49",62,3
"11813","Troms","Tromsø",1902,"2016","50-59",77,5
"11814","Troms","Tromsø",1902,"2016","60-66",51,13
"11815","Troms","Tromsø",1902,"2016","67-69",25,7
"11816","Troms","Tromsø",1902,"2016","70 OG OVER",21,30
"11817","Troms","Tromsø",1902,"2017","<20",2,1
"11818","Troms","Tromsø",1902,"2017","20-29",42,1
"11819","Troms","Tromsø",1902,"2017","30-39",44,5
"11820","Troms","Tromsø",1902,"2017","40-49",60,7
"11821","Troms","Tromsø",1902,"2017","50-59",75,6
"11822","Troms","Tromsø",1902,"2017","60-66",57,13
"11823","Troms","Tromsø",1902,"2017","67-69",21,5
"11824","Troms","Tromsø",1902,"2017","70 OG OVER",18,34
"11825","Troms","Tromsø",1902,"2018","<20",4,2
"11826","Troms","Tromsø",1902,"2018","20-29",49,1
"11827","Troms","Tromsø",1902,"2018","30-39",42,3
"11828","Troms","Tromsø",1902,"2018","40-49",54,4
"11829","Troms","Tromsø",1902,"2018","50-59",78,4
"11830","Troms","Tromsø",1902,"2018","60-66",53,9
"11831","Troms","Tromsø",1902,"2018","67-69",15,8
"11832","Troms","Tromsø",1902,"2018","70 OG OVER",25,33
"11833","Troms","Tromsø",1902,"2019","<20",3,1
"11834","Troms","Tromsø",1902,"2019","20-29",53,2
"11835","Troms","Tromsø",1902,"2019","30-39",42,3
"11836","Troms","Tromsø",1902,"2019","40-49",53,4
"11837","Troms","Tromsø",1902,"2019","50-59",81,4
"11838","Troms","Tromsø",1902,"2019","60-66",46,5
"11839","Troms","Tromsø",1902,"2019","67-69",10,13
"11840","Troms","Tromsø",1902,"2019","70 OG OVER",28,30
"11841","Nordland","Alstahaug",1820,"1983","<20",11,0
"11842","Nordland","Alstahaug",1820,"1983","20-29",20,6
"11843","Nordland","Alstahaug",1820,"1983","30-39",21,4
"11844","Nordland","Alstahaug",1820,"1983","40-49",17,5
"11845","Nordland","Alstahaug",1820,"1983","50-59",12,10
"11846","Nordland","Alstahaug",1820,"1983","60-66",15,5
"11847","Nordland","Alstahaug",1820,"1983","67-69",3,6
"11848","Nordland","Alstahaug",1820,"1983","70 OG OVER",5,31
"11849","Nordland","Alstahaug",1820,"1984","<20",8,0
"11850","Nordland","Alstahaug",1820,"1984","20-29",24,5
"11851","Nordland","Alstahaug",1820,"1984","30-39",19,4
"11852","Nordland","Alstahaug",1820,"1984","40-49",14,4
"11853","Nordland","Alstahaug",1820,"1984","50-59",13,11
"11854","Nordland","Alstahaug",1820,"1984","60-66",14,9
"11855","Nordland","Alstahaug",1820,"1984","67-69",1,5
"11856","Nordland","Alstahaug",1820,"1984","70 OG OVER",3,34
"11857","Nordland","Alstahaug",1820,"1985","<20",5,0
"11858","Nordland","Alstahaug",1820,"1985","20-29",25,4
"11859","Nordland","Alstahaug",1820,"1985","30-39",19,4
"11860","Nordland","Alstahaug",1820,"1985","40-49",16,3
"11861","Nordland","Alstahaug",1820,"1985","50-59",11,6
"11862","Nordland","Alstahaug",1820,"1985","60-66",10,14
"11863","Nordland","Alstahaug",1820,"1985","67-69",3,3
"11864","Nordland","Alstahaug",1820,"1985","70 OG OVER",2,38
"11865","Nordland","Alstahaug",1820,"1986","<20",5,0
"11866","Nordland","Alstahaug",1820,"1986","20-29",28,2
"11867","Nordland","Alstahaug",1820,"1986","30-39",22,5
"11868","Nordland","Alstahaug",1820,"1986","40-49",19,2
"11869","Nordland","Alstahaug",1820,"1986","50-59",13,5
"11870","Nordland","Alstahaug",1820,"1986","60-66",9,14
"11871","Nordland","Alstahaug",1820,"1986","67-69",2,5
"11872","Nordland","Alstahaug",1820,"1986","70 OG OVER",1,41
"11873","Nordland","Alstahaug",1820,"1987","<20",5,0
"11874","Nordland","Alstahaug",1820,"1987","20-29",27,0
"11875","Nordland","Alstahaug",1820,"1987","30-39",15,3
"11876","Nordland","Alstahaug",1820,"1987","40-49",24,2
"11877","Nordland","Alstahaug",1820,"1987","50-59",11,3
"11878","Nordland","Alstahaug",1820,"1987","60-66",8,8
"11879","Nordland","Alstahaug",1820,"1987","67-69",4,9
"11880","Nordland","Alstahaug",1820,"1987","70 OG OVER",0,40
"11881","Nordland","Alstahaug",1820,"1988","<20",7,0
"11882","Nordland","Alstahaug",1820,"1988","20-29",25,1
"11883","Nordland","Alstahaug",1820,"1988","30-39",15,3
"11884","Nordland","Alstahaug",1820,"1988","40-49",22,1
"11885","Nordland","Alstahaug",1820,"1988","50-59",13,5
"11886","Nordland","Alstahaug",1820,"1988","60-66",6,9
"11887","Nordland","Alstahaug",1820,"1988","67-69",3,8
"11888","Nordland","Alstahaug",1820,"1988","70 OG OVER",0,42
"11889","Nordland","Alstahaug",1820,"1989","<20",5,0
"11890","Nordland","Alstahaug",1820,"1989","20-29",27,1
"11891","Nordland","Alstahaug",1820,"1989","30-39",18,1
"11892","Nordland","Alstahaug",1820,"1989","40-49",23,1
"11893","Nordland","Alstahaug",1820,"1989","50-59",13,5
"11894","Nordland","Alstahaug",1820,"1989","60-66",6,6
"11895","Nordland","Alstahaug",1820,"1989","67-69",3,7
"11896","Nordland","Alstahaug",1820,"1989","70 OG OVER",0,44
"11897","Nordland","Alstahaug",1820,"1990","<20",2,0
"11898","Nordland","Alstahaug",1820,"1990","20-29",22,2
"11899","Nordland","Alstahaug",1820,"1990","30-39",14,2
"11900","Nordland","Alstahaug",1820,"1990","40-49",21,1
"11901","Nordland","Alstahaug",1820,"1990","50-59",13,3
"11902","Nordland","Alstahaug",1820,"1990","60-66",8,5
"11903","Nordland","Alstahaug",1820,"1990","67-69",3,1
"11904","Nordland","Alstahaug",1820,"1990","70 OG OVER",0,37
"11905","Nordland","Alstahaug",1820,"1991","<20",3,0
"11906","Nordland","Alstahaug",1820,"1991","20-29",19,0
"11907","Nordland","Alstahaug",1820,"1991","30-39",12,3
"11908","Nordland","Alstahaug",1820,"1991","40-49",24,3
"11909","Nordland","Alstahaug",1820,"1991","50-59",12,3
"11910","Nordland","Alstahaug",1820,"1991","60-66",9,2
"11911","Nordland","Alstahaug",1820,"1991","67-69",1,3
"11912","Nordland","Alstahaug",1820,"1991","70 OG OVER",0,12
"11913","Nordland","Alstahaug",1820,"1992","<20",3,0
"11914","Nordland","Alstahaug",1820,"1992","20-29",21,0
"11915","Nordland","Alstahaug",1820,"1992","30-39",20,2
"11916","Nordland","Alstahaug",1820,"1992","40-49",21,3
"11917","Nordland","Alstahaug",1820,"1992","50-59",14,4
"11918","Nordland","Alstahaug",1820,"1992","60-66",6,2
"11919","Nordland","Alstahaug",1820,"1992","67-69",2,2
"11920","Nordland","Alstahaug",1820,"1992","70 OG OVER",1,13
"11921","Nordland","Alstahaug",1820,"1993","<20",4,0
"11922","Nordland","Alstahaug",1820,"1993","20-29",18,0
"11923","Nordland","Alstahaug",1820,"1993","30-39",24,0
"11924","Nordland","Alstahaug",1820,"1993","40-49",21,1
"11925","Nordland","Alstahaug",1820,"1993","50-59",16,4
"11926","Nordland","Alstahaug",1820,"1993","60-66",7,0
"11927","Nordland","Alstahaug",1820,"1993","67-69",1,4
"11928","Nordland","Alstahaug",1820,"1993","70 OG OVER",0,11
"11929","Nordland","Alstahaug",1820,"1994","<20",1,0
"11930","Nordland","Alstahaug",1820,"1994","20-29",15,1
"11931","Nordland","Alstahaug",1820,"1994","30-39",23,0
"11932","Nordland","Alstahaug",1820,"1994","40-49",23,3
"11933","Nordland","Alstahaug",1820,"1994","50-59",16,3
"11934","Nordland","Alstahaug",1820,"1994","60-66",6,2
"11935","Nordland","Alstahaug",1820,"1994","67-69",3,1
"11936","Nordland","Alstahaug",1820,"1994","70 OG OVER",0,13
"11937","Nordland","Alstahaug",1820,"1995","<20",0,0
"11938","Nordland","Alstahaug",1820,"1995","20-29",15,0
"11939","Nordland","Alstahaug",1820,"1995","30-39",31,0
"11940","Nordland","Alstahaug",1820,"1995","40-49",17,3
"11941","Nordland","Alstahaug",1820,"1995","50-59",16,3
"11942","Nordland","Alstahaug",1820,"1995","60-66",8,3
"11943","Nordland","Alstahaug",1820,"1995","67-69",1,3
"11944","Nordland","Alstahaug",1820,"1995","70 OG OVER",0,13
"11945","Nordland","Alstahaug",1820,"1996","<20",0,0
"11946","Nordland","Alstahaug",1820,"1996","20-29",20,0
"11947","Nordland","Alstahaug",1820,"1996","30-39",21,0
"11948","Nordland","Alstahaug",1820,"1996","40-49",21,1
"11949","Nordland","Alstahaug",1820,"1996","50-59",14,5
"11950","Nordland","Alstahaug",1820,"1996","60-66",7,3
"11951","Nordland","Alstahaug",1820,"1996","67-69",2,1
"11952","Nordland","Alstahaug",1820,"1996","70 OG OVER",0,12
"11953","Nordland","Alstahaug",1820,"1997","<20",0,0
"11954","Nordland","Alstahaug",1820,"1997","20-29",14,0
"11955","Nordland","Alstahaug",1820,"1997","30-39",22,0
"11956","Nordland","Alstahaug",1820,"1997","40-49",20,1
"11957","Nordland","Alstahaug",1820,"1997","50-59",19,4
"11958","Nordland","Alstahaug",1820,"1997","60-66",6,4
"11959","Nordland","Alstahaug",1820,"1997","67-69",4,0
"11960","Nordland","Alstahaug",1820,"1997","70 OG OVER",0,10
"11961","Nordland","Alstahaug",1820,"1998","<20",0,0
"11962","Nordland","Alstahaug",1820,"1998","20-29",5,0
"11963","Nordland","Alstahaug",1820,"1998","30-39",19,0
"11964","Nordland","Alstahaug",1820,"1998","40-49",20,1
"11965","Nordland","Alstahaug",1820,"1998","50-59",16,1
"11966","Nordland","Alstahaug",1820,"1998","60-66",7,3
"11967","Nordland","Alstahaug",1820,"1998","67-69",2,2
"11968","Nordland","Alstahaug",1820,"1998","70 OG OVER",0,10
"11969","Nordland","Alstahaug",1820,"1999","<20",0,0
"11970","Nordland","Alstahaug",1820,"1999","20-29",6,0
"11971","Nordland","Alstahaug",1820,"1999","30-39",17,0
"11972","Nordland","Alstahaug",1820,"1999","40-49",21,1
"11973","Nordland","Alstahaug",1820,"1999","50-59",15,4
"11974","Nordland","Alstahaug",1820,"1999","60-66",8,3
"11975","Nordland","Alstahaug",1820,"1999","67-69",0,2
"11976","Nordland","Alstahaug",1820,"1999","70 OG OVER",1,13
"11977","Nordland","Alstahaug",1820,"2000","<20",1,0
"11978","Nordland","Alstahaug",1820,"2000","20-29",6,0
"11979","Nordland","Alstahaug",1820,"2000","30-39",16,0
"11980","Nordland","Alstahaug",1820,"2000","40-49",14,1
"11981","Nordland","Alstahaug",1820,"2000","50-59",13,3
"11982","Nordland","Alstahaug",1820,"2000","60-66",4,6
"11983","Nordland","Alstahaug",1820,"2000","67-69",0,2
"11984","Nordland","Alstahaug",1820,"2000","70 OG OVER",0,14
"11985","Nordland","Alstahaug",1820,"2001","<20",1,0
"11986","Nordland","Alstahaug",1820,"2001","20-29",8,0
"11987","Nordland","Alstahaug",1820,"2001","30-39",15,0
"11988","Nordland","Alstahaug",1820,"2001","40-49",13,2
"11989","Nordland","Alstahaug",1820,"2001","50-59",13,5
"11990","Nordland","Alstahaug",1820,"2001","60-66",3,5
"11991","Nordland","Alstahaug",1820,"2001","67-69",1,4
"11992","Nordland","Alstahaug",1820,"2001","70 OG OVER",0,12
"11993","Nordland","Alstahaug",1820,"2002","<20",2,0
"11994","Nordland","Alstahaug",1820,"2002","20-29",4,0
"11995","Nordland","Alstahaug",1820,"2002","30-39",16,0
"11996","Nordland","Alstahaug",1820,"2002","40-49",13,0
"11997","Nordland","Alstahaug",1820,"2002","50-59",12,5
"11998","Nordland","Alstahaug",1820,"2002","60-66",2,6
"11999","Nordland","Alstahaug",1820,"2002","67-69",1,5
"12000","Nordland","Alstahaug",1820,"2002","70 OG OVER",0,12
"12001","Nordland","Alstahaug",1820,"2003","<20",3,0
"12002","Nordland","Alstahaug",1820,"2003","20-29",7,0
"12003","Nordland","Alstahaug",1820,"2003","30-39",14,0
"12004","Nordland","Alstahaug",1820,"2003","40-49",15,1
"12005","Nordland","Alstahaug",1820,"2003","50-59",12,5
"12006","Nordland","Alstahaug",1820,"2003","60-66",4,4
"12007","Nordland","Alstahaug",1820,"2003","67-69",1,5
"12008","Nordland","Alstahaug",1820,"2003","70 OG OVER",0,12
"12009","Nordland","Alstahaug",1820,"2004","<20",2,0
"12010","Nordland","Alstahaug",1820,"2004","20-29",3,0
"12011","Nordland","Alstahaug",1820,"2004","30-39",9,0
"12012","Nordland","Alstahaug",1820,"2004","40-49",21,0
"12013","Nordland","Alstahaug",1820,"2004","50-59",13,6
"12014","Nordland","Alstahaug",1820,"2004","60-66",4,3
"12015","Nordland","Alstahaug",1820,"2004","67-69",1,3
"12016","Nordland","Alstahaug",1820,"2004","70 OG OVER",0,8
"12017","Nordland","Alstahaug",1820,"2005","<20",0,0
"12018","Nordland","Alstahaug",1820,"2005","20-29",4,0
"12019","Nordland","Alstahaug",1820,"2005","30-39",9,0
"12020","Nordland","Alstahaug",1820,"2005","40-49",18,0
"12021","Nordland","Alstahaug",1820,"2005","50-59",14,5
"12022","Nordland","Alstahaug",1820,"2005","60-66",3,4
"12023","Nordland","Alstahaug",1820,"2005","67-69",2,1
"12024","Nordland","Alstahaug",1820,"2005","70 OG OVER",0,5
"12025","Nordland","Alstahaug",1820,"2006","<20",0,0
"12026","Nordland","Alstahaug",1820,"2006","20-29",5,0
"12027","Nordland","Alstahaug",1820,"2006","30-39",10,0
"12028","Nordland","Alstahaug",1820,"2006","40-49",14,0
"12029","Nordland","Alstahaug",1820,"2006","50-59",16,5
"12030","Nordland","Alstahaug",1820,"2006","60-66",3,4
"12031","Nordland","Alstahaug",1820,"2006","67-69",2,2
"12032","Nordland","Alstahaug",1820,"2006","70 OG OVER",0,4
"12033","Nordland","Alstahaug",1820,"2007","<20",0,0
"12034","Nordland","Alstahaug",1820,"2007","20-29",3,0
"12035","Nordland","Alstahaug",1820,"2007","30-39",8,0
"12036","Nordland","Alstahaug",1820,"2007","40-49",12,0
"12037","Nordland","Alstahaug",1820,"2007","50-59",14,3
"12038","Nordland","Alstahaug",1820,"2007","60-66",5,2
"12039","Nordland","Alstahaug",1820,"2007","67-69",1,1
"12040","Nordland","Alstahaug",1820,"2007","70 OG OVER",0,4
"12041","Nordland","Alstahaug",1820,"2008","<20",0,0
"12042","Nordland","Alstahaug",1820,"2008","20-29",4,0
"12043","Nordland","Alstahaug",1820,"2008","30-39",6,0
"12044","Nordland","Alstahaug",1820,"2008","40-49",12,0
