"","county","municip_name","municip_numb","year","age","main_occupation","part_time_occupation"
"2343","Finnmark","Kvalsund",2017,"2016","67-69",0,0
"2344","Finnmark","Kvalsund",2017,"2016","70 OG OVER",0,2
"2345","Finnmark","Kvalsund",2017,"2017","<20",0,0
"2346","Finnmark","Kvalsund",2017,"2017","20-29",3,0
"2347","Finnmark","Kvalsund",2017,"2017","30-39",0,1
"2348","Finnmark","Kvalsund",2017,"2017","40-49",3,2
"2349","Finnmark","Kvalsund",2017,"2017","50-59",2,0
"2350","Finnmark","Kvalsund",2017,"2017","60-66",3,2
"2351","Finnmark","Kvalsund",2017,"2017","67-69",1,0
"2352","Finnmark","Kvalsund",2017,"2017","70 OG OVER",0,2
"2353","Finnmark","Kvalsund",2017,"2018","<20",0,0
"2354","Finnmark","Kvalsund",2017,"2018","20-29",2,0
"2355","Finnmark","Kvalsund",2017,"2018","30-39",0,1
"2356","Finnmark","Kvalsund",2017,"2018","40-49",2,2
"2357","Finnmark","Kvalsund",2017,"2018","50-59",3,1
"2358","Finnmark","Kvalsund",2017,"2018","60-66",2,1
"2359","Finnmark","Kvalsund",2017,"2018","67-69",1,1
"2360","Finnmark","Kvalsund",2017,"2018","70 OG OVER",0,1
"2361","Finnmark","Kvalsund",2017,"2019","<20",0,0
"2362","Finnmark","Kvalsund",2017,"2019","20-29",1,0
"2363","Finnmark","Kvalsund",2017,"2019","30-39",0,0
"2364","Finnmark","Kvalsund",2017,"2019","40-49",2,2
"2365","Finnmark","Kvalsund",2017,"2019","50-59",3,2
"2366","Finnmark","Kvalsund",2017,"2019","60-66",2,1
"2367","Finnmark","Kvalsund",2017,"2019","67-69",2,1
"2368","Finnmark","Kvalsund",2017,"2019","70 OG OVER",0,1
"2369","Finnmark","Lebesby",2022,"1983","<20",6,1
"2370","Finnmark","Lebesby",2022,"1983","20-29",32,0
"2371","Finnmark","Lebesby",2022,"1983","30-39",42,1
"2372","Finnmark","Lebesby",2022,"1983","40-49",37,0
"2373","Finnmark","Lebesby",2022,"1983","50-59",26,2
"2374","Finnmark","Lebesby",2022,"1983","60-66",19,1
"2375","Finnmark","Lebesby",2022,"1983","67-69",6,1
"2376","Finnmark","Lebesby",2022,"1983","70 OG OVER",8,5
"2377","Finnmark","Lebesby",2022,"1984","<20",6,1
"2378","Finnmark","Lebesby",2022,"1984","20-29",30,2
"2379","Finnmark","Lebesby",2022,"1984","30-39",39,1
"2380","Finnmark","Lebesby",2022,"1984","40-49",39,1
"2381","Finnmark","Lebesby",2022,"1984","50-59",25,8
"2382","Finnmark","Lebesby",2022,"1984","60-66",20,5
"2383","Finnmark","Lebesby",2022,"1984","67-69",5,1
"2384","Finnmark","Lebesby",2022,"1984","70 OG OVER",8,5
"2385","Finnmark","Lebesby",2022,"1985","<20",5,1
"2386","Finnmark","Lebesby",2022,"1985","20-29",29,2
"2387","Finnmark","Lebesby",2022,"1985","30-39",36,2
"2388","Finnmark","Lebesby",2022,"1985","40-49",34,1
"2389","Finnmark","Lebesby",2022,"1985","50-59",25,6
"2390","Finnmark","Lebesby",2022,"1985","60-66",18,7
"2391","Finnmark","Lebesby",2022,"1985","67-69",6,1
"2392","Finnmark","Lebesby",2022,"1985","70 OG OVER",6,7
"2393","Finnmark","Lebesby",2022,"1986","<20",6,2
"2394","Finnmark","Lebesby",2022,"1986","20-29",35,2
"2395","Finnmark","Lebesby",2022,"1986","30-39",38,2
"2396","Finnmark","Lebesby",2022,"1986","40-49",30,2
"2397","Finnmark","Lebesby",2022,"1986","50-59",26,6
"2398","Finnmark","Lebesby",2022,"1986","60-66",15,10
"2399","Finnmark","Lebesby",2022,"1986","67-69",2,3
"2400","Finnmark","Lebesby",2022,"1986","70 OG OVER",3,13
"2401","Finnmark","Lebesby",2022,"1987","<20",10,1
"2402","Finnmark","Lebesby",2022,"1987","20-29",36,2
"2403","Finnmark","Lebesby",2022,"1987","30-39",36,1
"2404","Finnmark","Lebesby",2022,"1987","40-49",29,3
"2405","Finnmark","Lebesby",2022,"1987","50-59",23,6
"2406","Finnmark","Lebesby",2022,"1987","60-66",17,6
"2407","Finnmark","Lebesby",2022,"1987","67-69",3,4
"2408","Finnmark","Lebesby",2022,"1987","70 OG OVER",3,10
"2409","Finnmark","Lebesby",2022,"1988","<20",11,1
"2410","Finnmark","Lebesby",2022,"1988","20-29",39,0
"2411","Finnmark","Lebesby",2022,"1988","30-39",35,1
"2412","Finnmark","Lebesby",2022,"1988","40-49",28,3
"2413","Finnmark","Lebesby",2022,"1988","50-59",22,8
"2414","Finnmark","Lebesby",2022,"1988","60-66",13,8
"2415","Finnmark","Lebesby",2022,"1988","67-69",4,5
"2416","Finnmark","Lebesby",2022,"1988","70 OG OVER",3,11
"2417","Finnmark","Lebesby",2022,"1989","<20",7,0
"2418","Finnmark","Lebesby",2022,"1989","20-29",37,0
"2419","Finnmark","Lebesby",2022,"1989","30-39",30,1
"2420","Finnmark","Lebesby",2022,"1989","40-49",25,4
"2421","Finnmark","Lebesby",2022,"1989","50-59",21,5
"2422","Finnmark","Lebesby",2022,"1989","60-66",12,9
"2423","Finnmark","Lebesby",2022,"1989","67-69",6,7
"2424","Finnmark","Lebesby",2022,"1989","70 OG OVER",3,10
"2425","Finnmark","Lebesby",2022,"1990","<20",3,1
"2426","Finnmark","Lebesby",2022,"1990","20-29",27,0
"2427","Finnmark","Lebesby",2022,"1990","30-39",26,1
"2428","Finnmark","Lebesby",2022,"1990","40-49",20,3
"2429","Finnmark","Lebesby",2022,"1990","50-59",21,4
"2430","Finnmark","Lebesby",2022,"1990","60-66",8,9
"2431","Finnmark","Lebesby",2022,"1990","67-69",9,3
"2432","Finnmark","Lebesby",2022,"1990","70 OG OVER",4,12
"2433","Finnmark","Lebesby",2022,"1991","<20",2,0
"2434","Finnmark","Lebesby",2022,"1991","20-29",32,1
"2435","Finnmark","Lebesby",2022,"1991","30-39",22,1
"2436","Finnmark","Lebesby",2022,"1991","40-49",22,4
"2437","Finnmark","Lebesby",2022,"1991","50-59",21,5
"2438","Finnmark","Lebesby",2022,"1991","60-66",8,8
"2439","Finnmark","Lebesby",2022,"1991","67-69",7,2
"2440","Finnmark","Lebesby",2022,"1991","70 OG OVER",7,14
"2441","Finnmark","Lebesby",2022,"1992","<20",2,0
"2442","Finnmark","Lebesby",2022,"1992","20-29",31,1
"2443","Finnmark","Lebesby",2022,"1992","30-39",23,1
"2444","Finnmark","Lebesby",2022,"1992","40-49",22,2
"2445","Finnmark","Lebesby",2022,"1992","50-59",22,6
"2446","Finnmark","Lebesby",2022,"1992","60-66",6,10
"2447","Finnmark","Lebesby",2022,"1992","67-69",5,4
"2448","Finnmark","Lebesby",2022,"1992","70 OG OVER",0,23
"2449","Finnmark","Lebesby",2022,"1993","<20",2,0
"2450","Finnmark","Lebesby",2022,"1993","20-29",27,1
"2451","Finnmark","Lebesby",2022,"1993","30-39",25,0
"2452","Finnmark","Lebesby",2022,"1993","40-49",29,2
"2453","Finnmark","Lebesby",2022,"1993","50-59",20,7
"2454","Finnmark","Lebesby",2022,"1993","60-66",7,10
"2455","Finnmark","Lebesby",2022,"1993","67-69",3,2
"2456","Finnmark","Lebesby",2022,"1993","70 OG OVER",1,23
"2457","Finnmark","Lebesby",2022,"1994","<20",1,0
"2458","Finnmark","Lebesby",2022,"1994","20-29",17,0
"2459","Finnmark","Lebesby",2022,"1994","30-39",24,0
"2460","Finnmark","Lebesby",2022,"1994","40-49",23,2
"2461","Finnmark","Lebesby",2022,"1994","50-59",17,7
"2462","Finnmark","Lebesby",2022,"1994","60-66",5,9
"2463","Finnmark","Lebesby",2022,"1994","67-69",5,2
"2464","Finnmark","Lebesby",2022,"1994","70 OG OVER",1,23
"2465","Finnmark","Lebesby",2022,"1995","<20",3,0
"2466","Finnmark","Lebesby",2022,"1995","20-29",21,0
"2467","Finnmark","Lebesby",2022,"1995","30-39",25,1
"2468","Finnmark","Lebesby",2022,"1995","40-49",19,1
"2469","Finnmark","Lebesby",2022,"1995","50-59",15,8
"2470","Finnmark","Lebesby",2022,"1995","60-66",6,10
"2471","Finnmark","Lebesby",2022,"1995","67-69",4,3
"2472","Finnmark","Lebesby",2022,"1995","70 OG OVER",2,23
"2473","Finnmark","Lebesby",2022,"1996","<20",3,0
"2474","Finnmark","Lebesby",2022,"1996","20-29",16,1
"2475","Finnmark","Lebesby",2022,"1996","30-39",30,1
"2476","Finnmark","Lebesby",2022,"1996","40-49",21,0
"2477","Finnmark","Lebesby",2022,"1996","50-59",13,7
"2478","Finnmark","Lebesby",2022,"1996","60-66",7,9
"2479","Finnmark","Lebesby",2022,"1996","67-69",4,5
"2480","Finnmark","Lebesby",2022,"1996","70 OG OVER",0,24
"2481","Finnmark","Lebesby",2022,"1997","<20",1,0
"2482","Finnmark","Lebesby",2022,"1997","20-29",13,0
"2483","Finnmark","Lebesby",2022,"1997","30-39",22,4
"2484","Finnmark","Lebesby",2022,"1997","40-49",23,0
"2485","Finnmark","Lebesby",2022,"1997","50-59",11,5
"2486","Finnmark","Lebesby",2022,"1997","60-66",8,8
"2487","Finnmark","Lebesby",2022,"1997","67-69",0,6
"2488","Finnmark","Lebesby",2022,"1997","70 OG OVER",2,24
"2489","Finnmark","Lebesby",2022,"1998","<20",0,0
"2490","Finnmark","Lebesby",2022,"1998","20-29",9,0
"2491","Finnmark","Lebesby",2022,"1998","30-39",17,2
"2492","Finnmark","Lebesby",2022,"1998","40-49",16,1
"2493","Finnmark","Lebesby",2022,"1998","50-59",13,5
"2494","Finnmark","Lebesby",2022,"1998","60-66",10,5
"2495","Finnmark","Lebesby",2022,"1998","67-69",0,6
"2496","Finnmark","Lebesby",2022,"1998","70 OG OVER",0,22
"2497","Finnmark","Lebesby",2022,"1999","<20",3,0
"2498","Finnmark","Lebesby",2022,"1999","20-29",11,0
"2499","Finnmark","Lebesby",2022,"1999","30-39",13,4
"2500","Finnmark","Lebesby",2022,"1999","40-49",22,0
"2501","Finnmark","Lebesby",2022,"1999","50-59",16,4
"2502","Finnmark","Lebesby",2022,"1999","60-66",9,5
"2503","Finnmark","Lebesby",2022,"1999","67-69",1,2
"2504","Finnmark","Lebesby",2022,"1999","70 OG OVER",0,19
"2505","Finnmark","Lebesby",2022,"2000","<20",3,0
"2506","Finnmark","Lebesby",2022,"2000","20-29",4,0
"2507","Finnmark","Lebesby",2022,"2000","30-39",12,2
"2508","Finnmark","Lebesby",2022,"2000","40-49",22,1
"2509","Finnmark","Lebesby",2022,"2000","50-59",18,6
"2510","Finnmark","Lebesby",2022,"2000","60-66",7,8
"2511","Finnmark","Lebesby",2022,"2000","67-69",1,4
"2512","Finnmark","Lebesby",2022,"2000","70 OG OVER",0,19
"2513","Finnmark","Lebesby",2022,"2001","<20",2,0
"2514","Finnmark","Lebesby",2022,"2001","20-29",3,0
"2515","Finnmark","Lebesby",2022,"2001","30-39",15,2
"2516","Finnmark","Lebesby",2022,"2001","40-49",18,2
"2517","Finnmark","Lebesby",2022,"2001","50-59",18,6
"2518","Finnmark","Lebesby",2022,"2001","60-66",10,3
"2519","Finnmark","Lebesby",2022,"2001","67-69",1,3
"2520","Finnmark","Lebesby",2022,"2001","70 OG OVER",0,21
"2521","Finnmark","Lebesby",2022,"2002","<20",1,0
"2522","Finnmark","Lebesby",2022,"2002","20-29",3,1
"2523","Finnmark","Lebesby",2022,"2002","30-39",13,1
"2524","Finnmark","Lebesby",2022,"2002","40-49",18,3
"2525","Finnmark","Lebesby",2022,"2002","50-59",20,5
"2526","Finnmark","Lebesby",2022,"2002","60-66",7,5
"2527","Finnmark","Lebesby",2022,"2002","67-69",1,4
"2528","Finnmark","Lebesby",2022,"2002","70 OG OVER",1,20
"2529","Finnmark","Lebesby",2022,"2003","<20",0,0
"2530","Finnmark","Lebesby",2022,"2003","20-29",5,2
"2531","Finnmark","Lebesby",2022,"2003","30-39",11,1
"2532","Finnmark","Lebesby",2022,"2003","40-49",17,4
"2533","Finnmark","Lebesby",2022,"2003","50-59",18,7
"2534","Finnmark","Lebesby",2022,"2003","60-66",6,6
"2535","Finnmark","Lebesby",2022,"2003","67-69",1,3
"2536","Finnmark","Lebesby",2022,"2003","70 OG OVER",0,20
"2537","Finnmark","Lebesby",2022,"2004","<20",0,0
"2538","Finnmark","Lebesby",2022,"2004","20-29",1,2
"2539","Finnmark","Lebesby",2022,"2004","30-39",11,2
"2540","Finnmark","Lebesby",2022,"2004","40-49",17,6
"2541","Finnmark","Lebesby",2022,"2004","50-59",17,9
"2542","Finnmark","Lebesby",2022,"2004","60-66",7,6
"2543","Finnmark","Lebesby",2022,"2004","67-69",2,2
"2544","Finnmark","Lebesby",2022,"2004","70 OG OVER",0,17
"2545","Finnmark","Lebesby",2022,"2005","<20",0,1
"2546","Finnmark","Lebesby",2022,"2005","20-29",2,2
"2547","Finnmark","Lebesby",2022,"2005","30-39",8,4
"2548","Finnmark","Lebesby",2022,"2005","40-49",14,7
"2549","Finnmark","Lebesby",2022,"2005","50-59",19,9
"2550","Finnmark","Lebesby",2022,"2005","60-66",7,4
"2551","Finnmark","Lebesby",2022,"2005","67-69",0,5
"2552","Finnmark","Lebesby",2022,"2005","70 OG OVER",0,6
"2553","Finnmark","Lebesby",2022,"2006","<20",0,2
"2554","Finnmark","Lebesby",2022,"2006","20-29",3,2
"2555","Finnmark","Lebesby",2022,"2006","30-39",7,1
"2556","Finnmark","Lebesby",2022,"2006","40-49",13,9
"2557","Finnmark","Lebesby",2022,"2006","50-59",18,9
"2558","Finnmark","Lebesby",2022,"2006","60-66",5,5
"2559","Finnmark","Lebesby",2022,"2006","67-69",2,2
"2560","Finnmark","Lebesby",2022,"2006","70 OG OVER",0,6
"2561","Finnmark","Lebesby",2022,"2007","<20",0,2
"2562","Finnmark","Lebesby",2022,"2007","20-29",3,1
"2563","Finnmark","Lebesby",2022,"2007","30-39",7,3
"2564","Finnmark","Lebesby",2022,"2007","40-49",13,5
"2565","Finnmark","Lebesby",2022,"2007","50-59",20,6
"2566","Finnmark","Lebesby",2022,"2007","60-66",5,4
"2567","Finnmark","Lebesby",2022,"2007","67-69",2,1
"2568","Finnmark","Lebesby",2022,"2007","70 OG OVER",0,2
"2569","Finnmark","Lebesby",2022,"2008","<20",0,1
"2570","Finnmark","Lebesby",2022,"2008","20-29",5,1
"2571","Finnmark","Lebesby",2022,"2008","30-39",8,2
"2572","Finnmark","Lebesby",2022,"2008","40-49",9,4
"2573","Finnmark","Lebesby",2022,"2008","50-59",17,5
"2574","Finnmark","Lebesby",2022,"2008","60-66",5,4
"2575","Finnmark","Lebesby",2022,"2008","67-69",4,1
"2576","Finnmark","Lebesby",2022,"2008","70 OG OVER",0,2
"2577","Finnmark","Lebesby",2022,"2009","<20",1,0
"2578","Finnmark","Lebesby",2022,"2009","20-29",5,1
"2579","Finnmark","Lebesby",2022,"2009","30-39",9,1
"2580","Finnmark","Lebesby",2022,"2009","40-49",9,4
"2581","Finnmark","Lebesby",2022,"2009","50-59",19,1
"2582","Finnmark","Lebesby",2022,"2009","60-66",5,3
"2583","Finnmark","Lebesby",2022,"2009","67-69",2,3
"2584","Finnmark","Lebesby",2022,"2009","70 OG OVER",1,3
"2585","Finnmark","Lebesby",2022,"2010","<20",3,1
"2586","Finnmark","Lebesby",2022,"2010","20-29",4,1
"2587","Finnmark","Lebesby",2022,"2010","30-39",8,1
"2588","Finnmark","Lebesby",2022,"2010","40-49",11,4
"2589","Finnmark","Lebesby",2022,"2010","50-59",14,2
"2590","Finnmark","Lebesby",2022,"2010","60-66",8,4
"2591","Finnmark","Lebesby",2022,"2010","67-69",2,2
"2592","Finnmark","Lebesby",2022,"2010","70 OG OVER",0,4
"2593","Finnmark","Lebesby",2022,"2011","<20",2,1
"2594","Finnmark","Lebesby",2022,"2011","20-29",5,1
"2595","Finnmark","Lebesby",2022,"2011","30-39",8,1
"2596","Finnmark","Lebesby",2022,"2011","40-49",11,3
"2597","Finnmark","Lebesby",2022,"2011","50-59",15,5
"2598","Finnmark","Lebesby",2022,"2011","60-66",9,4
"2599","Finnmark","Lebesby",2022,"2011","67-69",1,2
"2600","Finnmark","Lebesby",2022,"2011","70 OG OVER",3,4
"2601","Finnmark","Lebesby",2022,"2012","<20",4,1
"2602","Finnmark","Lebesby",2022,"2012","20-29",7,2
"2603","Finnmark","Lebesby",2022,"2012","30-39",9,1
"2604","Finnmark","Lebesby",2022,"2012","40-49",14,4
"2605","Finnmark","Lebesby",2022,"2012","50-59",15,6
"2606","Finnmark","Lebesby",2022,"2012","60-66",10,3
"2607","Finnmark","Lebesby",2022,"2012","67-69",1,2
"2608","Finnmark","Lebesby",2022,"2012","70 OG OVER",3,4
"2609","Finnmark","Lebesby",2022,"2013","<20",2,0
"2610","Finnmark","Lebesby",2022,"2013","20-29",12,2
"2611","Finnmark","Lebesby",2022,"2013","30-39",11,2
"2612","Finnmark","Lebesby",2022,"2013","40-49",16,3
"2613","Finnmark","Lebesby",2022,"2013","50-59",15,7
"2614","Finnmark","Lebesby",2022,"2013","60-66",9,1
"2615","Finnmark","Lebesby",2022,"2013","67-69",2,4
"2616","Finnmark","Lebesby",2022,"2013","70 OG OVER",3,4
"2617","Finnmark","Lebesby",2022,"2014","<20",1,0
"2618","Finnmark","Lebesby",2022,"2014","20-29",16,3
"2619","Finnmark","Lebesby",2022,"2014","30-39",12,3
"2620","Finnmark","Lebesby",2022,"2014","40-49",17,2
"2621","Finnmark","Lebesby",2022,"2014","50-59",19,4
"2622","Finnmark","Lebesby",2022,"2014","60-66",10,2
"2623","Finnmark","Lebesby",2022,"2014","67-69",1,3
"2624","Finnmark","Lebesby",2022,"2014","70 OG OVER",4,2
"2625","Finnmark","Lebesby",2022,"2015","<20",1,0
"2626","Finnmark","Lebesby",2022,"2015","20-29",17,3
"2627","Finnmark","Lebesby",2022,"2015","30-39",12,2
"2628","Finnmark","Lebesby",2022,"2015","40-49",17,4
"2629","Finnmark","Lebesby",2022,"2015","50-59",18,5
"2630","Finnmark","Lebesby",2022,"2015","60-66",8,2
"2631","Finnmark","Lebesby",2022,"2015","67-69",3,2
"2632","Finnmark","Lebesby",2022,"2015","70 OG OVER",3,4
"2633","Finnmark","Lebesby",2022,"2016","<20",0,0
"2634","Finnmark","Lebesby",2022,"2016","20-29",20,2
"2635","Finnmark","Lebesby",2022,"2016","30-39",17,2
"2636","Finnmark","Lebesby",2022,"2016","40-49",13,6
"2637","Finnmark","Lebesby",2022,"2016","50-59",21,4
"2638","Finnmark","Lebesby",2022,"2016","60-66",9,1
"2639","Finnmark","Lebesby",2022,"2016","67-69",3,1
"2640","Finnmark","Lebesby",2022,"2016","70 OG OVER",4,6
"2641","Finnmark","Lebesby",2022,"2017","<20",2,0
"2642","Finnmark","Lebesby",2022,"2017","20-29",19,1
"2643","Finnmark","Lebesby",2022,"2017","30-39",16,1
"2644","Finnmark","Lebesby",2022,"2017","40-49",14,4
"2645","Finnmark","Lebesby",2022,"2017","50-59",20,2
"2646","Finnmark","Lebesby",2022,"2017","60-66",9,1
"2647","Finnmark","Lebesby",2022,"2017","67-69",6,1
"2648","Finnmark","Lebesby",2022,"2017","70 OG OVER",2,6
"2649","Finnmark","Lebesby",2022,"2018","<20",2,0
"2650","Finnmark","Lebesby",2022,"2018","20-29",21,0
"2651","Finnmark","Lebesby",2022,"2018","30-39",14,2
"2652","Finnmark","Lebesby",2022,"2018","40-49",17,7
"2653","Finnmark","Lebesby",2022,"2018","50-59",18,2
"2654","Finnmark","Lebesby",2022,"2018","60-66",8,2
"2655","Finnmark","Lebesby",2022,"2018","67-69",4,3
"2656","Finnmark","Lebesby",2022,"2018","70 OG OVER",1,8
"2657","Finnmark","Lebesby",2022,"2019","<20",2,0
"2658","Finnmark","Lebesby",2022,"2019","20-29",22,1
"2659","Finnmark","Lebesby",2022,"2019","30-39",22,2
"2660","Finnmark","Lebesby",2022,"2019","40-49",14,5
"2661","Finnmark","Lebesby",2022,"2019","50-59",15,2
"2662","Finnmark","Lebesby",2022,"2019","60-66",12,2
"2663","Finnmark","Lebesby",2022,"2019","67-69",3,1
"2664","Finnmark","Lebesby",2022,"2019","70 OG OVER",2,7
"2665","Finnmark","Loppa",2014,"1983","<20",8,1
"2666","Finnmark","Loppa",2014,"1983","20-29",43,1
"2667","Finnmark","Loppa",2014,"1983","30-39",46,4
"2668","Finnmark","Loppa",2014,"1983","40-49",35,5
"2669","Finnmark","Loppa",2014,"1983","50-59",36,8
"2670","Finnmark","Loppa",2014,"1983","60-66",15,8
"2671","Finnmark","Loppa",2014,"1983","67-69",3,4
"2672","Finnmark","Loppa",2014,"1983","70 OG OVER",3,9
"2673","Finnmark","Loppa",2014,"1984","<20",7,0
"2674","Finnmark","Loppa",2014,"1984","20-29",47,3
"2675","Finnmark","Loppa",2014,"1984","30-39",54,4
"2676","Finnmark","Loppa",2014,"1984","40-49",33,6
"2677","Finnmark","Loppa",2014,"1984","50-59",40,12
"2678","Finnmark","Loppa",2014,"1984","60-66",16,16
"2679","Finnmark","Loppa",2014,"1984","67-69",5,1
"2680","Finnmark","Loppa",2014,"1984","70 OG OVER",3,13
"2681","Finnmark","Loppa",2014,"1985","<20",11,1
"2682","Finnmark","Loppa",2014,"1985","20-29",45,1
"2683","Finnmark","Loppa",2014,"1985","30-39",52,9
"2684","Finnmark","Loppa",2014,"1985","40-49",32,6
"2685","Finnmark","Loppa",2014,"1985","50-59",32,14
"2686","Finnmark","Loppa",2014,"1985","60-66",21,15
"2687","Finnmark","Loppa",2014,"1985","67-69",2,5
"2688","Finnmark","Loppa",2014,"1985","70 OG OVER",3,15
"2689","Finnmark","Loppa",2014,"1986","<20",13,1
"2690","Finnmark","Loppa",2014,"1986","20-29",43,1
"2691","Finnmark","Loppa",2014,"1986","30-39",45,13
"2692","Finnmark","Loppa",2014,"1986","40-49",37,6
"2693","Finnmark","Loppa",2014,"1986","50-59",31,15
"2694","Finnmark","Loppa",2014,"1986","60-66",20,16
"2695","Finnmark","Loppa",2014,"1986","67-69",3,7
"2696","Finnmark","Loppa",2014,"1986","70 OG OVER",3,15
"2697","Finnmark","Loppa",2014,"1987","<20",14,1
"2698","Finnmark","Loppa",2014,"1987","20-29",34,1
"2699","Finnmark","Loppa",2014,"1987","30-39",50,7
"2700","Finnmark","Loppa",2014,"1987","40-49",36,8
"2701","Finnmark","Loppa",2014,"1987","50-59",33,12
"2702","Finnmark","Loppa",2014,"1987","60-66",22,15
"2703","Finnmark","Loppa",2014,"1987","67-69",3,10
"2704","Finnmark","Loppa",2014,"1987","70 OG OVER",4,15
"2705","Finnmark","Loppa",2014,"1988","<20",12,1
"2706","Finnmark","Loppa",2014,"1988","20-29",37,1
"2707","Finnmark","Loppa",2014,"1988","30-39",37,5
"2708","Finnmark","Loppa",2014,"1988","40-49",39,10
"2709","Finnmark","Loppa",2014,"1988","50-59",32,8
"2710","Finnmark","Loppa",2014,"1988","60-66",21,12
"2711","Finnmark","Loppa",2014,"1988","67-69",4,6
"2712","Finnmark","Loppa",2014,"1988","70 OG OVER",4,17
"2713","Finnmark","Loppa",2014,"1989","<20",10,3
"2714","Finnmark","Loppa",2014,"1989","20-29",36,1
"2715","Finnmark","Loppa",2014,"1989","30-39",37,2
"2716","Finnmark","Loppa",2014,"1989","40-49",39,5
"2717","Finnmark","Loppa",2014,"1989","50-59",30,10
"2718","Finnmark","Loppa",2014,"1989","60-66",20,9
"2719","Finnmark","Loppa",2014,"1989","67-69",5,8
"2720","Finnmark","Loppa",2014,"1989","70 OG OVER",4,17
"2721","Finnmark","Loppa",2014,"1990","<20",8,1
"2722","Finnmark","Loppa",2014,"1990","20-29",32,4
"2723","Finnmark","Loppa",2014,"1990","30-39",28,1
"2724","Finnmark","Loppa",2014,"1990","40-49",41,2
"2725","Finnmark","Loppa",2014,"1990","50-59",26,10
"2726","Finnmark","Loppa",2014,"1990","60-66",17,9
"2727","Finnmark","Loppa",2014,"1990","67-69",5,9
"2728","Finnmark","Loppa",2014,"1990","70 OG OVER",3,18
"2729","Finnmark","Loppa",2014,"1991","<20",8,0
"2730","Finnmark","Loppa",2014,"1991","20-29",33,2
"2731","Finnmark","Loppa",2014,"1991","30-39",25,1
"2732","Finnmark","Loppa",2014,"1991","40-49",38,3
"2733","Finnmark","Loppa",2014,"1991","50-59",24,10
"2734","Finnmark","Loppa",2014,"1991","60-66",16,10
"2735","Finnmark","Loppa",2014,"1991","67-69",3,12
"2736","Finnmark","Loppa",2014,"1991","70 OG OVER",0,24
"2737","Finnmark","Loppa",2014,"1992","<20",7,0
"2738","Finnmark","Loppa",2014,"1992","20-29",30,5
"2739","Finnmark","Loppa",2014,"1992","30-39",27,2
"2740","Finnmark","Loppa",2014,"1992","40-49",40,4
"2741","Finnmark","Loppa",2014,"1992","50-59",22,14
"2742","Finnmark","Loppa",2014,"1992","60-66",14,9
"2743","Finnmark","Loppa",2014,"1992","67-69",7,10
"2744","Finnmark","Loppa",2014,"1992","70 OG OVER",0,28
"2745","Finnmark","Loppa",2014,"1993","<20",6,0
"2746","Finnmark","Loppa",2014,"1993","20-29",31,3
"2747","Finnmark","Loppa",2014,"1993","30-39",31,3
"2748","Finnmark","Loppa",2014,"1993","40-49",37,4
"2749","Finnmark","Loppa",2014,"1993","50-59",19,14
"2750","Finnmark","Loppa",2014,"1993","60-66",16,6
"2751","Finnmark","Loppa",2014,"1993","67-69",6,7
"2752","Finnmark","Loppa",2014,"1993","70 OG OVER",1,30
"2753","Finnmark","Loppa",2014,"1994","<20",3,0
"2754","Finnmark","Loppa",2014,"1994","20-29",29,1
"2755","Finnmark","Loppa",2014,"1994","30-39",23,2
"2756","Finnmark","Loppa",2014,"1994","40-49",43,2
"2757","Finnmark","Loppa",2014,"1994","50-59",18,13
"2758","Finnmark","Loppa",2014,"1994","60-66",16,7
"2759","Finnmark","Loppa",2014,"1994","67-69",6,8
"2760","Finnmark","Loppa",2014,"1994","70 OG OVER",2,28
"2761","Finnmark","Loppa",2014,"1995","<20",4,0
"2762","Finnmark","Loppa",2014,"1995","20-29",25,1
"2763","Finnmark","Loppa",2014,"1995","30-39",22,3
"2764","Finnmark","Loppa",2014,"1995","40-49",47,2
"2765","Finnmark","Loppa",2014,"1995","50-59",19,13
"2766","Finnmark","Loppa",2014,"1995","60-66",17,8
"2767","Finnmark","Loppa",2014,"1995","67-69",5,4
"2768","Finnmark","Loppa",2014,"1995","70 OG OVER",2,35
"2769","Finnmark","Loppa",2014,"1996","<20",5,0
"2770","Finnmark","Loppa",2014,"1996","20-29",25,1
"2771","Finnmark","Loppa",2014,"1996","30-39",23,2
"2772","Finnmark","Loppa",2014,"1996","40-49",43,4
"2773","Finnmark","Loppa",2014,"1996","50-59",21,13
"2774","Finnmark","Loppa",2014,"1996","60-66",14,8
"2775","Finnmark","Loppa",2014,"1996","67-69",3,6
"2776","Finnmark","Loppa",2014,"1996","70 OG OVER",0,38
"2777","Finnmark","Loppa",2014,"1997","<20",5,0
"2778","Finnmark","Loppa",2014,"1997","20-29",21,2
"2779","Finnmark","Loppa",2014,"1997","30-39",20,2
"2780","Finnmark","Loppa",2014,"1997","40-49",43,2
"2781","Finnmark","Loppa",2014,"1997","50-59",24,10
"2782","Finnmark","Loppa",2014,"1997","60-66",15,10
"2783","Finnmark","Loppa",2014,"1997","67-69",1,6
"2784","Finnmark","Loppa",2014,"1997","70 OG OVER",0,39
"2785","Finnmark","Loppa",2014,"1998","<20",0,0
"2786","Finnmark","Loppa",2014,"1998","20-29",16,4
"2787","Finnmark","Loppa",2014,"1998","30-39",16,3
"2788","Finnmark","Loppa",2014,"1998","40-49",31,3
"2789","Finnmark","Loppa",2014,"1998","50-59",31,8
"2790","Finnmark","Loppa",2014,"1998","60-66",13,12
