Year,smfleets_count_new,Kommunenr_new,allfleets_count_new,small_fleet_prop
2011,6,1835,33,0.18181818181818182
2011,5,1836,49,0.10204081632653061
2011,12,1837,81,0.14814814814814814
2011,6,1838,24,0.25
2011,0,1840,2,0
2011,0,1841,7,0
2011,1,1845,13,0.07692307692307693
2011,5,1848,51,0.09803921568627451
2011,3,1849,13,0.23076923076923078
2011,2,1850,9,0.2222222222222222
2011,0,1851,17,0
2011,1,1852,4,0.25
2011,0,1853,2,0
2011,1,1854,4,0.25
2011,17,1856,58,0.29310344827586204
2011,12,1857,55,0.21818181818181817
2011,12,1859,92,0.13043478260869565
2011,29,1860,152,0.19078947368421054
2011,12,1865,112,0.10714285714285714
2011,3,1866,43,0.06976744186046512
2011,8,1867,63,0.12698412698412698
2011,26,1868,107,0.24299065420560748
2011,2,1870,31,0.06451612903225806
2011,7,1871,70,0.1
2011,19,1874,97,0.1958762886597938
2011,25,1902,251,0.099601593625498
2011,0,1911,12,0
2011,0,1913,8,0
2011,1,1917,21,0.047619047619047616
2011,0,1919,4,0
2011,1,1920,2,0.5
2011,1,1923,1,1
2011,0,1924,1,0
2011,0,1925,5,0
2011,0,1926,3,0
2011,3,1927,9,0.3333333333333333
2011,4,1928,32,0.125
2011,3,1929,34,0.08823529411764706
2011,22,1931,110,0.2
2011,4,1933,26,0.15384615384615385
2011,17,1936,149,0.11409395973154363
2011,5,1938,37,0.13513513513513514
2011,2,1939,13,0.15384615384615385
2011,0,1940,24,0
2011,6,1941,85,0.07058823529411765
2011,0,1942,28,0
2011,4,1943,39,0.10256410256410256
2011,22,1804,99,0.2222222222222222
2011,8,2002,55,0.14545454545454545
2011,5,2003,40,0.125
2011,7,2004,87,0.08045977011494253
2011,7,2012,98,0.07142857142857142
2011,9,2014,52,0.17307692307692307
2011,6,2015,43,0.13953488372093023
2011,1,2017,17,0.058823529411764705
2011,14,2018,84,0.16666666666666666
2011,15,2019,123,0.12195121951219512
2011,0,2020,23,0
2011,6,2022,73,0.0821917808219178
2011,8,2023,61,0.13114754098360656
2011,9,2024,29,0.3103448275862069
2011,3,2025,42,0.07142857142857142
2011,2,2027,31,0.06451612903225806
2011,6,2028,47,0.1276595744680851
2011,1,2030,30,0.03333333333333333
2012,5,1903,38,0.13157894736842105
2012,1,1805,4,0.25
2012,0,1811,9,0
2012,0,1812,12,0
2012,12,1813,58,0.20689655172413793
2012,0,1815,31,0
2012,1,1816,8,0.125
2012,4,1818,37,0.10810810810810811
2012,4,1820,21,0.19047619047619047
2012,2,1822,6,0.3333333333333333
2012,0,1824,7,0
2012,1,1827,33,0.030303030303030304
2012,1,1828,5,0.2
2012,0,1832,0,NaN
2012,0,1833,3,0
2012,9,1834,67,0.13432835820895522
2012,6,1835,32,0.1875
2012,5,1836,48,0.10416666666666667
2012,14,1837,85,0.16470588235294117
2012,5,1838,18,0.2777777777777778
2012,0,1840,2,0
2012,0,1841,6,0
2012,1,1845,12,0.08333333333333333
2012,7,1848,51,0.13725490196078433
2012,2,1849,13,0.15384615384615385
2012,2,1850,8,0.25
2012,0,1851,16,0
2012,1,1852,5,0.2
2012,0,1853,2,0
2012,1,1854,4,0.25
2012,17,1856,59,0.288135593220339
2012,8,1857,46,0.17391304347826086
2012,16,1859,100,0.16
2012,28,1860,158,0.17721518987341772
2012,14,1865,124,0.11290322580645161
2012,2,1866,42,0.047619047619047616
2012,7,1867,62,0.11290322580645161
2012,25,1868,112,0.22321428571428573
2012,4,1870,35,0.11428571428571428
2012,5,1871,70,0.07142857142857142
2012,18,1874,99,0.18181818181818182
2012,24,1902,256,0.09375
2012,0,1911,9,0
2012,0,1913,9,0
2012,3,1917,22,0.13636363636363635
2012,0,1919,4,0
2012,1,1920,1,1
2012,1,1923,1,1
2012,0,1924,2,0
2012,0,1925,6,0
2012,0,1926,3,0
2012,2,1927,8,0.25
2012,5,1928,32,0.15625
2012,2,1929,34,0.058823529411764705
2012,24,1931,112,0.21428571428571427
2012,4,1933,17,0.23529411764705882
2012,17,1936,144,0.11805555555555555
2012,5,1938,40,0.125
2012,2,1939,12,0.16666666666666666
2012,0,1940,22,0
2012,5,1941,81,0.06172839506172839
2012,1,1942,31,0.03225806451612903
2012,4,1943,32,0.125
2012,22,1804,99,0.2222222222222222
2012,12,2002,58,0.20689655172413793
2012,6,2003,44,0.13636363636363635
2012,6,2004,77,0.07792207792207792
2012,3,2012,92,0.03260869565217391
2012,9,2014,50,0.18
2012,4,2015,41,0.0975609756097561
2012,0,2017,16,0
2012,11,2018,75,0.14666666666666667
2012,14,2019,127,0.11023622047244094
2012,0,2020,31,0
2012,6,2022,78,0.07692307692307693
2012,9,2023,58,0.15517241379310345
2012,8,2024,29,0.27586206896551724
2012,3,2025,46,0.06521739130434782
2012,2,2027,33,0.06060606060606061
2012,8,2028,53,0.1509433962264151
2012,1,2030,32,0.03125
2013,4,1903,35,0.11428571428571428
2013,1,1805,4,0.25
2013,0,1811,7,0
2013,0,1812,12,0
2013,10,1813,52,0.19230769230769232
2013,0,1815,28,0
2013,1,1816,8,0.125
2013,3,1818,35,0.08571428571428572
2013,4,1820,21,0.19047619047619047
2013,2,1822,6,0.3333333333333333
2013,0,1824,8,0
2013,1,1827,31,0.03225806451612903
2013,1,1828,5,0.2
2013,0,1832,0,NaN
2013,0,1833,3,0
2013,8,1834,68,0.11764705882352941
2013,6,1835,31,0.1935483870967742
2013,7,1836,52,0.1346153846153846
2013,15,1837,77,0.19480519480519481
2013,4,1838,18,0.2222222222222222
2013,0,1840,2,0
2013,0,1841,7,0
2013,1,1845,12,0.08333333333333333
2013,5,1848,48,0.10416666666666667
2013,2,1849,13,0.15384615384615385
2013,2,1850,8,0.25
2013,0,1851,14,0
2013,1,1852,6,0.16666666666666666
2013,0,1853,1,0
2013,1,1854,3,0.3333333333333333
2013,17,1856,57,0.2982456140350877
2013,9,1857,46,0.1956521739130435
2013,19,1859,100,0.19
2013,26,1860,161,0.16149068322981366
2013,14,1865,129,0.10852713178294573
2013,2,1866,42,0.047619047619047616
2013,7,1867,69,0.10144927536231885
2013,26,1868,116,0.22413793103448276
2013,4,1870,36,0.1111111111111111
2013,6,1871,73,0.0821917808219178
2013,14,1874,95,0.14736842105263157
2013,26,1902,254,0.10236220472440945
2013,0,1911,9,0
2013,0,1913,8,0
2013,3,1917,22,0.13636363636363635
2013,0,1919,4,0
2013,1,1920,2,0.5
2013,1,1923,1,1
2013,0,1924,2,0
2013,0,1925,7,0
2013,1,1926,4,0.25
2013,2,1927,9,0.2222222222222222
2013,5,1928,36,0.1388888888888889
2013,2,1929,32,0.0625
2013,18,1931,103,0.17475728155339806
2013,3,1933,16,0.1875
2013,17,1936,141,0.12056737588652482
2013,6,1938,38,0.15789473684210525
2013,3,1939,11,0.2727272727272727
2013,1,1940,21,0.047619047619047616
2013,8,1941,71,0.11267605633802817
2013,1,1942,30,0.03333333333333333
2013,4,1943,27,0.14814814814814814
2013,21,1804,101,0.2079207920792079
2013,11,2002,55,0.2
2013,5,2003,48,0.10416666666666667
2013,6,2004,69,0.08695652173913043
2013,5,2012,79,0.06329113924050633
2013,9,2014,48,0.1875
2013,5,2015,40,0.125
2013,0,2017,19,0
2013,10,2018,67,0.14925373134328357
2013,15,2019,130,0.11538461538461539
2013,0,2020,37,0
2013,7,2022,84,0.08333333333333333
2013,9,2023,61,0.14754098360655737
2013,7,2024,30,0.23333333333333334
2013,4,2025,50,0.08
2013,2,2027,31,0.06451612903225806
2013,8,2028,53,0.1509433962264151
2013,1,2030,37,0.02702702702702703
2014,5,1903,37,0.13513513513513514
2014,1,1805,5,0.2
2014,0,1811,7,0
2014,0,1812,13,0
2014,9,1813,49,0.1836734693877551
2014,0,1815,27,0
2014,1,1816,7,0.14285714285714285
2014,3,1818,33,0.09090909090909091
2014,4,1820,20,0.2
2014,2,1822,7,0.2857142857142857
2014,0,1824,9,0
2014,1,1827,29,0.034482758620689655
2014,1,1828,5,0.2
2014,0,1832,0,NaN
2014,0,1833,4,0
2014,6,1834,68,0.08823529411764706
2014,6,1835,28,0.21428571428571427
2014,6,1836,50,0.12
2014,13,1837,74,0.17567567567567569
2014,4,1838,18,0.2222222222222222
2014,0,1840,2,0
2014,0,1841,6,0
2014,1,1845,13,0.07692307692307693
2014,5,1848,45,0.1111111111111111
2014,2,1849,13,0.15384615384615385
2014,2,1850,7,0.2857142857142857
2014,0,1851,15,0
2014,1,1852,5,0.2
2014,0,1853,0,NaN
2014,1,1854,2,0.5
2014,13,1856,54,0.24074074074074073
2014,9,1857,45,0.2
2014,16,1859,97,0.16494845360824742
2014,28,1860,157,0.17834394904458598
2014,16,1865,131,0.12213740458015267
2014,1,1866,40,0.025
2014,5,1867,68,0.07352941176470588
2014,22,1868,119,0.18487394957983194
2014,2,1870,39,0.05128205128205128
2014,8,1871,78,0.10256410256410256
2014,15,1874,96,0.15625
2014,24,1902,228,0.10526315789473684
2014,0,1911,9,0
2014,0,1913,7,0
2014,3,1917,22,0.13636363636363635
2014,0,1919,3,0
2014,1,1920,1,1
2014,1,1923,1,1
2014,0,1924,1,0
2014,0,1925,7,0
2014,1,1926,4,0.25
2014,2,1927,9,0.2222222222222222
2014,6,1928,34,0.17647058823529413
2014,2,1929,30,0.06666666666666667
2014,21,1931,110,0.19090909090909092
2014,2,1933,16,0.125
2014,18,1936,134,0.13432835820895522
2014,5,1938,35,0.14285714285714285
2014,3,1939,10,0.3
2014,0,1940,21,0
2014,7,1941,65,0.1076923076923077
2014,1,1942,29,0.034482758620689655
2014,3,1943,24,0.125
2014,20,1804,95,0.21052631578947367
2014,10,2002,50,0.2
2014,6,2003,47,0.1276595744680851
2014,7,2004,67,0.1044776119402985
2014,5,2012,78,0.0641025641025641
2014,8,2014,36,0.2222222222222222
2014,6,2015,44,0.13636363636363635
2014,0,2017,14,0
2014,10,2018,69,0.14492753623188406
2014,13,2019,134,0.09701492537313433
2014,0,2020,39,0
2014,6,2022,84,0.07142857142857142
2014,9,2023,63,0.14285714285714285
2014,7,2024,29,0.2413793103448276
2014,2,2025,46,0.043478260869565216
2014,2,2027,31,0.06451612903225806
2014,7,2028,55,0.12727272727272726
2014,1,2030,38,0.02631578947368421
2015,3,1903,35,0.08571428571428572
2015,1,1805,5,0.2
2015,0,1811,6,0
2015,0,1812,13,0
2015,11,1813,48,0.22916666666666666
2015,0,1815,27,0
2015,1,1816,7,0.14285714285714285
2015,3,1818,33,0.09090909090909091
2015,3,1820,19,0.15789473684210525
2015,2,1822,7,0.2857142857142857
2015,0,1824,9,0
2015,1,1827,27,0.037037037037037035
2015,1,1828,7,0.14285714285714285
2015,0,1832,1,0
2015,0,1833,4,0
2015,5,1834,66,0.07575757575757576
2015,6,1835,26,0.23076923076923078
2015,5,1836,48,0.10416666666666667
2015,17,1837,75,0.22666666666666666
2015,6,1838,21,0.2857142857142857
2015,0,1840,2,0
2015,2,1841,7,0.2857142857142857
2015,1,1845,13,0.07692307692307693
2015,5,1848,42,0.11904761904761904
2015,2,1849,13,0.15384615384615385
2015,2,1850,8,0.25
2015,0,1851,18,0
2015,1,1852,4,0.25
2015,0,1853,0,NaN
2015,1,1854,2,0.5
2015,11,1856,54,0.2037037037037037
2015,9,1857,42,0.21428571428571427
2015,13,1859,92,0.14130434782608695
2015,31,1860,153,0.20261437908496732
2015,15,1865,136,0.11029411764705882
2015,1,1866,43,0.023255813953488372
2015,5,1867,65,0.07692307692307693
2015,21,1868,119,0.17647058823529413
2015,2,1870,40,0.05
2015,6,1871,71,0.08450704225352113
2015,11,1874,89,0.12359550561797752
2015,29,1902,225,0.1288888888888889
2015,0,1911,7,0
2015,0,1913,7,0
2015,1,1917,19,0.05263157894736842
2015,0,1919,3,0
2015,1,1920,1,1
2015,1,1923,1,1
2015,0,1924,1,0
2015,0,1925,10,0
2015,1,1926,4,0.25
2015,2,1927,10,0.2
2015,6,1928,35,0.17142857142857143
2015,4,1929,34,0.11764705882352941
2015,17,1931,101,0.16831683168316833
2015,1,1933,15,0.06666666666666667
2015,17,1936,127,0.13385826771653545
2015,4,1938,31,0.12903225806451613
2015,2,1939,9,0.2222222222222222
2015,0,1940,18,0
2015,7,1941,63,0.1111111111111111
2015,1,1942,22,0.045454545454545456
2015,3,1943,18,0.16666666666666666
2015,19,1804,90,0.2111111111111111
2015,10,2002,61,0.16393442622950818
2015,5,2003,45,0.1111111111111111
2015,9,2004,59,0.15254237288135594
2015,7,2012,71,0.09859154929577464
2015,6,2014,33,0.18181818181818182
2015,6,2015,44,0.13636363636363635
2015,0,2017,12,0
2015,7,2018,66,0.10606060606060606
2015,12,2019,150,0.08
2015,0,2020,46,0
2015,5,2022,96,0.052083333333333336
2015,11,2023,71,0.15492957746478872
2015,5,2024,28,0.17857142857142858
2015,3,2025,50,0.06
2015,3,2027,31,0.0967741935483871
2015,7,2028,56,0.125
2015,1,2030,37,0.02702702702702703
2016,3,1903,37,0.08108108108108109
2016,1,1805,6,0.16666666666666666
2016,0,1811,5,0
2016,0,1812,11,0
2016,10,1813,46,0.21739130434782608
2016,0,1815,27,0
2016,1,1816,6,0.16666666666666666
2016,2,1818,29,0.06896551724137931
2016,3,1820,23,0.13043478260869565
2016,2,1822,8,0.25
2016,0,1824,8,0
2016,1,1827,27,0.037037037037037035
2016,1,1828,5,0.2
2016,0,1832,1,0
2016,0,1833,3,0
2016,7,1834,57,0.12280701754385964
2016,6,1835,26,0.23076923076923078
2016,4,1836,45,0.08888888888888889
2016,18,1837,77,0.23376623376623376
2016,6,1838,22,0.2727272727272727
2016,0,1840,2,0
2016,1,1841,7,0.14285714285714285
2016,1,1845,12,0.08333333333333333
2016,4,1848,43,0.09302325581395349
2016,2,1849,13,0.15384615384615385
2016,2,1850,7,0.2857142857142857
2016,0,1851,19,0
2016,1,1852,4,0.25
2016,0,1853,0,NaN
2016,1,1854,1,1
2016,10,1856,54,0.18518518518518517
2016,7,1857,43,0.16279069767441862
2016,16,1859,94,0.1702127659574468
2016,32,1860,159,0.20125786163522014
2016,14,1865,136,0.10294117647058823
2016,1,1866,47,0.02127659574468085
2016,7,1867,65,0.1076923076923077
2016,20,1868,131,0.15267175572519084
2016,1,1870,48,0.020833333333333332
2016,7,1871,72,0.09722222222222222
2016,12,1874,84,0.14285714285714285
2016,27,1902,220,0.12272727272727273
2016,1,1911,9,0.1111111111111111
2016,0,1913,7,0
2016,1,1917,17,0.058823529411764705
2016,0,1919,3,0
2016,1,1920,1,1
2016,1,1923,1,1
2016,0,1924,0,NaN
2016,0,1925,14,0
2016,1,1926,5,0.2
2016,2,1927,12,0.16666666666666666
2016,6,1928,34,0.17647058823529413
2016,3,1929,28,0.10714285714285714
2016,15,1931,90,0.16666666666666666
2016,2,1933,15,0.13333333333333333
2016,20,1936,120,0.16666666666666666
2016,4,1938,31,0.12903225806451613
2016,2,1939,9,0.2222222222222222
2016,0,1940,17,0
2016,7,1941,65,0.1076923076923077
2016,1,1942,23,0.043478260869565216
2016,2,1943,19,0.10526315789473684
2016,20,1804,84,0.23809523809523808
2016,7,2002,68,0.10294117647058823
2016,8,2003,49,0.16326530612244897
2016,8,2004,56,0.14285714285714285
2016,8,2012,64,0.125
2016,5,2014,31,0.16129032258064516
2016,5,2015,43,0.11627906976744186
2016,0,2017,14,0
2016,6,2018,71,0.08450704225352113
2016,16,2019,161,0.09937888198757763
2016,0,2020,46,0
2016,3,2022,99,0.030303030303030304
2016,12,2023,76,0.15789473684210525
2016,5,2024,29,0.1724137931034483
2016,4,2025,46,0.08695652173913043
2016,2,2027,28,0.07142857142857142
2016,8,2028,59,0.13559322033898305
2016,0,2030,36,0
2017,4,1903,36,0.1111111111111111
2017,1,1805,5,0.2
2017,0,1811,8,0
2017,0,1812,9,0
2017,10,1813,42,0.23809523809523808
2017,0,1815,25,0
2017,1,1816,6,0.16666666666666666
2017,2,1818,32,0.0625
2017,2,1820,24,0.08333333333333333
2017,2,1822,7,0.2857142857142857
2017,0,1824,6,0
2017,1,1827,28,0.03571428571428571
2017,1,1828,4,0.25
2017,0,1832,1,0
2017,0,1833,3,0
2017,7,1834,56,0.125
2017,7,1835,26,0.2692307692307692
2017,4,1836,39,0.10256410256410256
2017,19,1837,77,0.24675324675324675
2017,4,1838,22,0.18181818181818182
2017,0,1840,0,NaN
2017,1,1841,7,0.14285714285714285
2017,1,1845,11,0.09090909090909091
2017,4,1848,36,0.1111111111111111
2017,2,1849,9,0.2222222222222222
2017,1,1850,9,0.1111111111111111
2017,0,1851,19,0
2017,1,1852,3,0.3333333333333333
2017,0,1853,0,NaN
2017,1,1854,1,1
2017,10,1856,50,0.2
2017,9,1857,47,0.19148936170212766
2017,18,1859,91,0.1978021978021978
2017,30,1860,155,0.1935483870967742
2017,14,1865,130,0.1076923076923077
2017,0,1866,40,0
2017,9,1867,64,0.140625
2017,20,1868,129,0.15503875968992248
2017,3,1870,50,0.06
2017,8,1871,68,0.11764705882352941
2017,17,1874,85,0.2
2017,29,1902,226,0.12831858407079647
2017,1,1911,8,0.125
2017,0,1913,10,0
2017,1,1917,15,0.06666666666666667
2017,0,1919,5,0
2017,1,1920,1,1
2017,0,1923,0,NaN
2017,0,1924,0,NaN
2017,0,1925,15,0
2017,1,1926,5,0.2
2017,1,1927,11,0.09090909090909091
2017,6,1928,30,0.2
2017,1,1929,28,0.03571428571428571
2017,17,1931,96,0.17708333333333334
2017,2,1933,18,0.1111111111111111
2017,19,1936,128,0.1484375
2017,6,1938,36,0.16666666666666666
2017,2,1939,9,0.2222222222222222
2017,0,1940,19,0
2017,6,1941,61,0.09836065573770492
2017,2,1942,28,0.07142857142857142
2017,2,1943,19,0.10526315789473684
2017,20,1804,82,0.24390243902439024
2017,7,2002,82,0.08536585365853659
2017,8,2003,47,0.1702127659574468
2017,9,2004,58,0.15517241379310345
2017,6,2012,64,0.09375
2017,4,2014,34,0.11764705882352941
2017,5,2015,45,0.1111111111111111
2017,0,2017,16,0
2017,5,2018,78,0.0641025641025641
2017,15,2019,172,0.0872093023255814
2017,0,2020,49,0
2017,4,2022,95,0.042105263157894736
2017,11,2023,87,0.12643678160919541
2017,5,2024,30,0.16666666666666666
2017,5,2025,41,0.12195121951219512
2017,2,2027,28,0.07142857142857142
2017,7,2028,62,0.11290322580645161
2017,0,2030,34,0
2018,2,1903,29,0.06896551724137931
2018,1,1805,5,0.2
2018,0,1811,6,0
2018,0,1812,6,0
2018,10,1813,44,0.22727272727272727
2018,0,1815,26,0
2018,1,1816,5,0.2
2018,1,1818,34,0.029411764705882353
2018,2,1820,19,0.10526315789473684
2018,2,1822,9,0.2222222222222222
2018,0,1824,8,0
2018,1,1827,28,0.03571428571428571
2018,1,1828,6,0.16666666666666666
2018,0,1832,2,0
2018,0,1833,3,0
2018,7,1834,54,0.12962962962962962
2018,7,1835,25,0.28
2018,4,1836,36,0.1111111111111111
2018,19,1837,75,0.25333333333333335
2018,5,1838,22,0.22727272727272727
2018,0,1840,0,NaN
2018,1,1841,6,0.16666666666666666
2018,1,1845,9,0.1111111111111111
2018,4,1848,33,0.12121212121212122
2018,1,1849,8,0.125
2018,1,1850,9,0.1111111111111111
2018,0,1851,17,0
2018,1,1852,3,0.3333333333333333
2018,0,1853,0,NaN
2018,1,1854,1,1
2018,11,1856,51,0.21568627450980393
2018,7,1857,44,0.1590909090909091
2018,19,1859,91,0.2087912087912088
2018,31,1860,152,0.20394736842105263
2018,14,1865,126,0.1111111111111111
2018,0,1866,36,0
2018,10,1867,60,0.16666666666666666
2018,22,1868,123,0.17886178861788618
2018,3,1870,50,0.06
2018,9,1871,61,0.14754098360655737
2018,18,1874,79,0.22784810126582278
2018,30,1902,208,0.14423076923076922
2018,1,1911,7,0.14285714285714285
2018,0,1913,13,0
2018,1,1917,16,0.0625
2018,0,1919,3,0
2018,0,1920,0,NaN
2018,0,1923,2,0
2018,0,1924,0,NaN
2018,1,1925,18,0.05555555555555555
2018,1,1926,4,0.25
2018,1,1927,11,0.09090909090909091
2018,6,1928,28,0.21428571428571427
2018,1,1929,23,0.043478260869565216
2018,14,1931,100,0.14
2018,2,1933,20,0.1
2018,17,1936,127,0.13385826771653545
2018,6,1938,33,0.18181818181818182
2018,3,1939,10,0.3
2018,0,1940,18,0
2018,6,1941,56,0.10714285714285714
2018,2,1942,26,0.07692307692307693
2018,2,1943,17,0.11764705882352941
2018,19,1804,80,0.2375
2018,10,2002,100,0.1
2018,7,2003,43,0.16279069767441862
2018,8,2004,53,0.1509433962264151
2018,6,2012,64,0.09375
2018,4,2014,31,0.12903225806451613
2018,6,2015,46,0.13043478260869565
2018,0,2017,14,0
2018,5,2018,88,0.056818181818181816
2018,16,2019,190,0.08421052631578947
2018,0,2020,55,0
2018,5,2022,96,0.052083333333333336
2018,10,2023,87,0.11494252873563218
2018,6,2024,30,0.2
2018,5,2025,48,0.10416666666666667
2018,1,2027,28,0.03571428571428571
2018,7,2028,65,0.1076923076923077
2018,1,2030,33,0.030303030303030304
