"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area","score","reliability_ecological_score","reliability_chemical_score","water_entity_class","reliability_eco_score_num","reliability_chem_score_num","area_km2","total_area_km2","area_prop"
"Vestvågøy",1860,"lyngvaer_0363041700_c","Nordland","Lofoten",179,8199774.56329503,75,"low","low","unmodified","0","0",8.19977456329503,1127.14063332906,0.00727484603148113
"Hadsel",1866,"sloverfjorden_0365010202_c","Nordland","Lofoten",179,14210357.7700691,75,"low","low","unmodified","0","0",14.2103577700691,617.164829481129,0.0230252229084671
"Vågan",1865,"djupfjorden_0363041600_c","Nordland","Lofoten",179,266096.251993843,72.4489795918367,"low","low","unmodified","0","0",0.266096251993843,1440.71930081024,0.000184696805161279
"Hadsel",1866,"hadselfjorden_0365010300_5_c","Nordland","Lofoten",179,163169969.750593,75,"high","low","unmodified","100","0",163.169969750593,617.164829481129,0.264386371283949
"Vågan",1865,"skrova_0364050200_9_c","Nordland","Lofoten",179,172093.296308275,25,"moderate",NA,"modified","50",NA,0.172093296308275,1440.71930081024,0.000119449566762583
"Vågan",1865,"molldora_skrovsvedet_0364050200_10_c","Nordland","Lofoten",179,29354309.7542564,100,"high","low","unmodified","100","0",29.3543097542564,1440.71930081024,0.0203747598423565
"Vestvågøy",1860,"sennesvika_0363041403_1_c","Nordland","Lofoten",180,106734.211284203,75,"low","low","unmodified","0","0",0.106734211284203,1127.14063332906,0.0000946946708583816
"Vestvågøy",1860,"sennesvika_0363041403_2_c","Nordland","Lofoten",180,4290426.39974104,75,"low","low","unmodified","0","0",4.29042639974104,1127.14063332906,0.00380646946164036
"Vestvågøy",1860,"mjasundet_0363042603_6_c","Nordland","Lofoten",180,29377.9999991166,75,"low","low","unmodified","0","0",0.0293779999991166,1127.14063332906,0.0000260641832353674
"Vestvågøy",1860,"mjasundet_0363042603_5_c","Nordland","Lofoten",180,15080283.6722853,75,"low","low","unmodified","0","0",15.0802836722853,1127.14063332906,0.0133792387802976
"Flakstad",1859,"nappstraumen_0363041102_2_c","Nordland","Lofoten",180,10697267.9260305,75,"low","low","unmodified","0","0",10.6972679260305,378.152550566691,0.0282882342324541
"Vestvågøy",1860,"nappstraumen_0363041102_2_c","Nordland","Lofoten",180,14846769.0605044,75,"low","low","unmodified","0","0",14.8467690605044,1127.14063332906,0.013172064444748
"Vestvågøy",1860,"buoy_stamsund_havn_0363000030_13_c","Nordland","Lofoten",180,66738.6480040796,50,"low","low","unmodified","0","0",0.0667386480040796,1127.14063332906,0.0000592105776605392
"Vestvågøy",1860,"buksnesfjorden_ytre_0363041200_4_c","Nordland","Lofoten",180,14887897.4827102,50,"high","low","unmodified","100","0",14.8878974827102,1127.14063332906,0.013208553611219
"Vestvågøy",1860,"stamsund_havn_0363000030_11_c","Nordland","Lofoten",180,201968.44448552,25,"low",NA,"modified","0",NA,0.20196844448552,1127.14063332906,0.000179186552692185
"Vestvågøy",1860,"petvik_0363041200_5_c","Nordland","Lofoten",180,907268.609059371,75,"low","low","unmodified","0","0",0.907268609059371,1127.14063332906,0.00080492937813777
"Vestvågøy",1860,"offersoypollen_0363041101_c","Nordland","Lofoten",180,3371038.54988114,67.1428571428571,"low","low","unmodified","0","0",3.37103854988114,1127.14063332906,0.00299078788413885
"Vestvågøy",1860,"bronnoyholmen_0363042603_3_c","Nordland","Lofoten",180,6980194.4722963,75,"low","low","unmodified","0","0",6.9801944722963,1127.14063332906,0.00619283367655729
"Vestvågøy",1860,"hoynesvoda_0363042603_4_c","Nordland","Lofoten",180,1360330.29496647,75,"low","low","unmodified","0","0",1.36033029496647,1127.14063332906,0.00120688603954298
"Vestvågøy",1860,"lauvaspollen_0363042603_1_c","Nordland","Lofoten",180,603592.50773536,50,"moderate","low","unmodified","50","0",0.60359250773536,1127.14063332906,0.000535507717393369
"Vestvågøy",1860,"ytterpollen_0363042602_c","Nordland","Lofoten",180,3624724.82491341,50,"moderate","low","unmodified","50","0",3.62472482491341,1127.14063332906,0.00321585853418098
"Vågan",1865,"sundklakkstraumen_0363042000_3_c","Nordland","Lofoten",180,7154714.2285502,75,"low","low","unmodified","0","0",7.1547142285502,1440.71930081024,0.0049660709234106
"Vestvågøy",1860,"sundklakkstraumen_0363042000_3_c","Nordland","Lofoten",180,7144491.15801513,75,"low","low","unmodified","0","0",7.14449115801513,1127.14063332906,0.00633859781712737
"Vestvågøy",1860,"finnstadpollen_0363041402_c","Nordland","Lofoten",180,1364138.85061731,75,"low","low","unmodified","0","0",1.36413885061731,1127.14063332906,0.00121026499292131
"Vestvågøy",1860,"tangstadpollen_0363042700_1_c","Nordland","Lofoten",180,2236090.15474882,75,"low","low","unmodified","0","0",2.23609015474882,1127.14063332906,0.00198386083211678
"Vestvågøy",1860,"kartfjorden_0363041500_3_c","Nordland","Lofoten",180,564445.90618598,75,"low","low","unmodified","0","0",0.56444590618598,1127.14063332906,0.00050077682366828
"Vestvågøy",1860,"rolvsfjorden_0363041500_4_c","Nordland","Lofoten",180,3314710.01806981,75,"low","low","unmodified","0","0",3.31471001806981,1127.14063332906,0.00294081316923131
"Vestvågøy",1860,"fyglsjoen_0363041200_3_c","Nordland","Lofoten",180,641685.247633936,50,"low","low","unmodified","0","0",0.641685247633936,1127.14063332906,0.000569303624285721
"Vestvågøy",1860,"vagspollen_0363000031_2_c","Nordland","Lofoten",180,1605364.59416081,75,"low","low","unmodified","0","0",1.60536459416081,1127.14063332906,0.00142428065024974
"Vestvågøy",1860,"limstrandpollen_0363042103_c","Nordland","Lofoten",180,4330065.45659624,75,"low","low","unmodified","0","0",4.33006545659624,1127.14063332906,0.00384163726207546
"Vestvågøy",1860,"ballstad_0363000030_3_c","Nordland","Lofoten",180,703711.050633878,25,"high",NA,"modified","100",NA,0.703711050633878,1127.14063332906,0.000624332962387699
"Vestvågøy",1860,"flaget_0363041300_c","Nordland","Lofoten",180,2720477.93068409,75,"low","low","unmodified","0","0",2.72047793068409,1127.14063332906,0.00241361002366585
"Vestvågøy",1860,"sortlandsvika_0363042700_2_c","Nordland","Lofoten",180,2264723.70044408,75,"low","low","unmodified","0","0",2.26472370044408,1127.14063332906,0.00200926453494549
"Vestvågøy",1860,"innerpollen_0363042601_c","Nordland","Lofoten",180,4328883.04914878,50,"moderate","low","unmodified","50","0",4.32888304914878,1127.14063332906,0.00384058822931726
"Vestvågøy",1860,"alstadpollen_0363042102_c","Nordland","Lofoten",180,1086999.93237445,75,"low","low","unmodified","0","0",1.08699993237445,1127.14063332906,0.000964387140550464
"Vestvågøy",1860,"steiropollen_0363042101_c","Nordland","Lofoten",180,2851766.98493184,75,"low","low","unmodified","0","0",2.85176698493184,1127.14063332906,0.00253008976928551
"Vestvågøy",1860,"buksnesfjorden_indre_0363041200_1_c","Nordland","Lofoten",180,2534840.70013906,50,"moderate","low","unmodified","50","0",2.53484070013906,1127.14063332906,0.00224891253600919
"Vestvågøy",1860,"storfjordpollen_0363041401_c","Nordland","Lofoten",180,854454.899479785,75,"low","low","unmodified","0","0",0.854454899479785,1127.14063332906,0.000758073016102805
"Vestvågøy",1860,"skifjorden_ytre_0363041500_5_c","Nordland","Lofoten",180,14956784.4453396,75,"low","low","unmodified","0","0",14.9567844453396,1127.14063332906,0.0132696701751973
"Vestvågøy",1860,"myklevika_0363041500_1_c","Nordland","Lofoten",180,3135513.8920763,75,"low","low","unmodified","0","0",3.1355138920763,1127.14063332906,0.00278183023427647
"Vestvågøy",1860,"vikbukta_0363000031_1_c","Nordland","Lofoten",180,3362674.91262003,75,"low","low","unmodified","0","0",3.36267491262003,1127.14063332906,0.00298336765900119
"Vestvågøy",1860,"skifjorden_indre_0363041500_2_c","Nordland","Lofoten",180,2101919.36074811,75,"low","low","unmodified","0","0",2.10191936074811,1127.14063332906,0.00186482440486597
"Flakstad",1859,"ramberg_havn_0363040700_4_c","Nordland","Lofoten",181,129396.033412368,25,"high",NA,"modified","100",NA,0.129396033412368,378.152550566691,0.000342179454345761
"Flakstad",1859,"fredvang_0363040700_6_c","Nordland","Lofoten",181,125968.789961826,50,"moderate","low","unmodified","50","0",0.125968789961826,378.152550566691,0.000333116330362051
"Flakstad",1859,"torsfjorden_ytre_0363040700_7_c","Nordland","Lofoten",181,7329054.80269593,100,"high","low","unmodified","100","0",7.32905480269593,378.152550566691,0.0193812121370404
"Moskenes",1874,"hamnoy_0363040200_3_c","Nordland","Lofoten",181,44729.7949286548,67.3913043478261,"low","low","unmodified","0","0",0.0447297949286548,805.959375540142,0.0000554988207670859
"Moskenes",1874,"kjerkfjorden_ytre_0363040200_4_c","Nordland","Lofoten",181,8858418.20115858,75,"low","low","unmodified","0","0",8.85841820115858,805.959375540142,0.0109911472835983
"Flakstad",1859,"napp_0363041102_1_c","Nordland","Lofoten",181,146298.240335685,25,"moderate",NA,"modified","50",NA,0.146298240335685,378.152550566691,0.000386876249059925
"Flakstad",1859,"sundvagen_0363040600_3_c","Nordland","Lofoten",181,248081.324071851,25,"moderate",NA,"modified","50",NA,0.248081324071851,378.152550566691,0.000656035041149616
"Flakstad",1859,"kakersundet_0363040600_4_c","Nordland","Lofoten",181,2374277.17695853,75,"high","low","unmodified","100","0",2.37427717695853,378.152550566691,0.00627862267066689
"Værøy",1857,"moskenes_flakstad_0363000031_3_c","Nordland","Lofoten",181,48570766.5639745,100,"low","low","unmodified","0","0",48.5707665639745,1369.2948428181,0.0354713718661299
"Flakstad",1859,"moskenes_flakstad_0363000031_3_c","Nordland","Lofoten",181,211180625.670406,100,"low","low","unmodified","0","0",211.180625670406,378.152550566691,0.558453527164991
"Vestvågøy",1860,"moskenes_flakstad_0363000031_3_c","Nordland","Lofoten",181,106273396.966767,100,"low","low","unmodified","0","0",106.273396966767,1127.14063332906,0.0942858360565743
"Moskenes",1874,"moskenes_flakstad_0363000031_3_c","Nordland","Lofoten",181,187580572.643816,100,"low","low","unmodified","0","0",187.580572643816,805.959375540142,0.232741969802265
"Flakstad",1859,"kilpollen_0363041000_c","Nordland","Lofoten",181,3193903.05727477,75,"low","low","unmodified","0","0",3.19390305727477,378.152550566691,0.00844607038214726
"Flakstad",1859,"nusfjord_0363040900_c","Nordland","Lofoten",181,657763.882734877,75,"low","low","unmodified","0","0",0.657763882734877,378.152550566691,0.00173941411144568
"Moskenes",1874,"moskenesvagen_0363000030_2_c","Nordland","Lofoten",181,643677.947984715,25,"moderate",NA,"modified","50",NA,0.643677947984715,805.959375540142,0.000798648129818369
"Flakstad",1859,"selfjorden_0363040700_1_c","Nordland","Lofoten",181,7755324.17530276,67.3913043478261,"low","low","unmodified","0","0",7.75532417530276,378.152550566691,0.0205084539656835
"Flakstad",1859,"skjelfjorden_indre_0363040801_c","Nordland","Lofoten",181,892270.29632892,75,"low","low","unmodified","0","0",0.89227029632892,378.152550566691,0.00235955117846431
"Flakstad",1859,"torsfjorden_indre_0363040700_2_c","Nordland","Lofoten",181,671624.458484689,75,"low","low","unmodified","0","0",0.671624458484689,378.152550566691,0.00177606750894106
"Flakstad",1859,"skjelfjorden_ytre_0363040802_c","Nordland","Lofoten",181,6425879.00244634,75,"low","low","unmodified","0","0",6.42587900244634,378.152550566691,0.0169928220577031
"Moskenes",1874,"forsfjorden_0363040300_c","Nordland","Lofoten",181,702511.683984321,67.3913043478261,"low","low","unmodified","0","0",0.702511683984321,805.959375540142,0.000871646518800663
"Moskenes",1874,"tindsvagen_0363000030_1_c","Nordland","Lofoten",181,553920.233035308,50,"low","low","unmodified","0","0",0.553920233035308,805.959375540142,0.000687280587391987
"Moskenes",1874,"bunesfjorden_0363040400_c","Nordland","Lofoten",181,568406.195235641,75,"low","low","unmodified","0","0",0.568406195235641,805.959375540142,0.000705254151122323
"Moskenes",1874,"reine_havn_0363040200_1_c","Nordland","Lofoten",181,1083889.81317408,25,"moderate",NA,"modified","50",NA,1.08388981317408,805.959375540142,0.00134484422673
"Moskenes",1874,"kjerkfjorden_indre_0363040500_c","Nordland","Lofoten",181,3029608.33977864,75,"low","low","unmodified","0","0",3.02960833977864,805.959375540142,0.0037590087437698
"Flakstad",1859,"sundstraumen_0363040600_2_c","Nordland","Lofoten",181,1157822.85257148,75,"low","low","unmodified","0","0",1.15782285257148,378.152550566691,0.00306178776484885
"Moskenes",1874,"djupfjorden_0363040100_c","Nordland","Lofoten",181,781637.291835362,75,"low","low","unmodified","0","0",0.781637291835362,805.959375540142,0.000969822196449443
"Værøy",1857,"sorlandsvagen_0363050300_5_c","Nordland","Lofoten",182,474902.069138553,25,"moderate",NA,"modified","50",NA,0.474902069138553,1369.2948428181,0.000346822360158149
"Værøy",1857,"teisthammeren_0363050300_6_c","Nordland","Lofoten",182,42268.5687870989,75,"low","low","unmodified","0","0",0.0422685687870989,1369.2948428181,0.0000308688585287501
"Værøy",1857,"vaeroy_indre_0363050300_7_c","Nordland","Lofoten",182,36292512.1339683,100,"low","low","unmodified","0","0",36.2925121339683,1369.2948428181,0.0265045270011213
"Værøy",1857,"rossnesvagen_0363050300_4_c","Nordland","Lofoten",182,61735.8760474058,25,"moderate",NA,"modified","50",NA,0.0617358760474058,1369.2948428181,0.0000450858895519897
"Værøy",1857,"nordlandsflaget_ytre_0363050500_c","Nordland","Lofoten",182,50251761.0495769,100,"low","low","unmodified","0","0",50.2517610495769,1369.2948428181,0.0366990070203986
"Værøy",1857,"nordlandsflaget_indre_0363050400_c","Nordland","Lofoten",182,24560459.0454311,100,"low","low","unmodified","0","0",24.5604590454311,1369.2948428181,0.0179365745618994
"Værøy",1857,"sorlandsvika_0363050300_2_c","Nordland","Lofoten",182,2466932.57634019,75,"low","low","unmodified","0","0",2.46693257634019,1369.2948428181,0.00180160802421711
"Værøy",1857,"vaeroy_ytre_0363050600_c","Nordland","Lofoten",182,52488429.1210845,100,"low","low","unmodified","0","0",52.4884291210845,1369.2948428181,0.0383324522080723
"Røst",1856,"rost_havn_0363050100_3_c","Nordland","Lofoten",183,99325.3691576512,50,"high","high","unmodified","100","100",0.0993253691576512,1621.54633944454,0.0000612534879463729
"Røst",1856,"rost_indre_0363050100_4_c","Nordland","Lofoten",183,109578052.554085,100,"high","low","unmodified","100","0",109.578052554085,1621.54633944454,0.0675762695697127
"Værøy",1857,"rosthavet_indre_0363050200_c","Nordland","Lofoten",183,24717325.7469394,100,"low","low","unmodified","0","0",24.7173257469394,1369.2948428181,0.0180511347695355
"Røst",1856,"rosthavet_indre_0363050200_c","Nordland","Lofoten",183,24208766.3327689,100,"low","low","unmodified","0","0",24.2087663327689,1621.54633944454,0.0149294323226443
"Værøy",1857,"rosthavet_ytre_0363050700_c","Nordland","Lofoten",183,54381917.2080277,100,"low","low","unmodified","0","0",54.3819172080277,1369.2948428181,0.0397152720564596
"Røst",1856,"rosthavet_ytre_0363050700_c","Nordland","Lofoten",183,79609553.8688394,100,"low","low","unmodified","0","0",79.6095538688394,1621.54633944454,0.0490948373983007
"Røst",1856,"rost_ytre_0363050800_c","Nordland","Lofoten",183,102732017.249021,100,"low","low","unmodified","0","0",102.732017249021,1621.54633944454,0.0633543517999071
"Hadsel",1866,"melbu_fiskerihavn_0365010300_3_c","Nordland","Vesterålen",184,338017.054691239,25,"moderate",NA,"modified","50",NA,0.338017054691239,617.164829481129,0.000547693320397763
"Hadsel",1866,"boroysundet_0365020200_2_c","Nordland","Vesterålen",184,1773431.57605765,25,"moderate",NA,"modified","50",NA,1.77343157605765,617.164829481129,0.00287351367307925
"Hadsel",1866,"haugvagen_0365010300_4_c","Nordland","Vesterålen",184,568023.3991342,75,"low","low","unmodified","0","0",0.5680233991342,617.164829481129,0.000920375517204627
"Bø",1867,"eidspollen_0365031000_2_c","Nordland","Vesterålen",185,422470.053189732,75,"low","low","unmodified","0","0",0.422470053189732,537.873030618036,0.00078544568911421
"Bø",1867,"eidspollen_0365031000_1_c","Nordland","Vesterålen",185,4728408.38638806,75,"low","low","unmodified","0","0",4.72840838638806,537.873030618036,0.00879093785564028
"Øksnes",1868,"breistrand_0365030400_1_c","Nordland","Vesterålen",185,172703.81870721,75,"low","low","unmodified","0","0",0.17270381870721,534.022145474568,0.000323401979057879
"Øksnes",1868,"borroyfjorden_0365030400_2_c","Nordland","Vesterålen",185,31618582.5373474,75,"low","low","unmodified","0","0",31.6185825373474,534.022145474568,0.0592083732955475
"Bø",1867,"vesteralen_0365000031_6_c","Nordland","Vesterålen",185,140815778.883211,75,"low","low","unmodified","0","0",140.815778883211,537.873030618036,0.261801151698215
"Øksnes",1868,"vesteralen_0365000031_6_c","Nordland","Vesterålen",185,155500101.105693,75,"low","low","unmodified","0","0",155.500101105693,534.022145474568,0.291186615430536
"Øksnes",1868,"nyksund_0365000031_7_c","Nordland","Vesterålen",185,33286.3233011886,25,"low",NA,"modified","0",NA,0.0332863233011886,534.022145474568,0.0000623313538272989
"Bø",1867,"steinesjoen_0365000030_5_c","Nordland","Vesterålen",185,169252.732130383,25,"low",NA,"modified","0",NA,0.169252732130383,537.873030618036,0.000314670419403451
"Bø",1867,"vesteralsfjorden_0365000030_4_c","Nordland","Vesterålen",185,247833304.533782,75,"low","low","unmodified","0","0",247.833304533782,537.873030618036,0.460765441704731
"Hadsel",1866,"vesteralsfjorden_0365000030_4_c","Nordland","Vesterålen",185,188137725.640428,75,"low","low","unmodified","0","0",188.137725640428,617.164829481129,0.304841942789581
"Bø",1867,"hovden_havn_0365000031_1_c","Nordland","Vesterålen",185,53782.9979937141,25,"moderate",NA,"modified","50",NA,0.0537829979937141,537.873030618036,0.0000999919961257686
"Øksnes",1868,"lifjorden_0365011100_7_c","Nordland","Vesterålen",185,7370624.10505661,75,"low","low","unmodified","0","0",7.37062410505661,534.022145474568,0.013802094477761
"Sortland",1870,"lifjorden_0365011100_7_c","Nordland","Vesterålen",185,3182027.95687794,75,"low","low","unmodified","0","0",3.18202795687794,374.481114880002,0.00849716535878607
"Andøy",1871,"gavlefjorden_0365011100_8_c","Nordland","Vesterålen",185,64100394.2296729,75,"low","low","unmodified","0","0",64.1003942296729,950.714056067643,0.0674234211859724
"Øksnes",1868,"gavlefjorden_0365011100_8_c","Nordland","Vesterålen",185,53117989.9258792,75,"low","low","unmodified","0","0",53.1179899258792,534.022145474568,0.0994677662265766
"Sortland",1870,"gavlefjorden_0365011100_8_c","Nordland","Vesterålen",185,43674378.6079644,75,"low","low","unmodified","0","0",43.6743786079644,374.481114880002,0.11662638480971
"Hadsel",1866,"eidsfjorden_indre_0365020100_4_c","Nordland","Vesterålen",185,1734035.26697663,75,"low","low","unmodified","0","0",1.73403526697663,617.164829481129,0.0028096793338572
"Sortland",1870,"eidsfjorden_indre_0365020100_4_c","Nordland","Vesterålen",185,27309342.2919458,75,"low","low","unmodified","0","0",27.3093422919458,374.481114880002,0.0729258197725051
"Bø",1867,"eidsfjorden_ytre_0365020100_3_c","Nordland","Vesterålen",185,20137442.8073308,75,"low","low","unmodified","0","0",20.1374428073308,537.873030618036,0.0374390267981871
"Hadsel",1866,"eidsfjorden_ytre_0365020100_3_c","Nordland","Vesterålen",185,27700760.9543868,75,"low","low","unmodified","0","0",27.7007609543868,617.164829481129,0.0448838942712852
"Sortland",1870,"eidsfjorden_ytre_0365020100_3_c","Nordland","Vesterålen",185,11274837.2550032,75,"low","low","unmodified","0","0",11.2748372550032,374.481114880002,0.0301078927801635
"Øksnes",1868,"sto_havn_0365000032_3_c","Nordland","Vesterålen",185,226837.243474207,25,"low",NA,"modified","0",NA,0.226837243474207,534.022145474568,0.000424771229801012
"Bø",1867,"sundsstraumen_0365030901_c","Nordland","Vesterålen",185,2987988.09388093,75,"low","low","unmodified","0","0",2.98798809388093,537.873030618036,0.0055551922550339
"Sortland",1870,"olderfjorden_indre_0365020601_c","Nordland","Vesterålen",185,2202159.60981438,75,"low","low","unmodified","0","0",2.20215960981438,374.481114880002,0.00588056252321305
"Bø",1867,"hellfjorden_ytre_0365020802_c","Nordland","Vesterålen",185,391023.306790949,75,"low","low","unmodified","0","0",0.391023306790949,537.873030618036,0.000726980689739451
"Sortland",1870,"hellfjorden_ytre_0365020802_c","Nordland","Vesterålen",185,799705.819530424,75,"low","low","unmodified","0","0",0.799705819530424,374.481114880002,0.00213550373504597
"Sortland",1870,"olderfjorden_ytre_0365020602_c","Nordland","Vesterålen",185,1416191.47881584,75,"low","low","unmodified","0","0",1.41619147881584,374.481114880002,0.00378174338449522
"Sortland",1870,"melfjorden_0365020700_c","Nordland","Vesterålen",185,1115230.49482332,75,"low","low","unmodified","0","0",1.11523049482332,374.481114880002,0.00297806872098392
"Bø",1867,"jornfjorden_indre_0365020901_2_c","Nordland","Vesterålen",185,5582859.06526961,50,"low","high","unmodified","0","100",5.58285906526961,537.873030618036,0.0103795110508789
"Øksnes",1868,"strengelvagfjorden_0365011100_1_c","Nordland","Vesterålen",185,1471280.73350558,50,"moderate","low","unmodified","50","0",1.47128073350558,534.022145474568,0.0027550931098524
"Bø",1867,"kvernfjorden_0365020901_1_c","Nordland","Vesterålen",185,415692.029539418,75,"low","low","unmodified","0","0",0.415692029539418,537.873030618036,0.000772844158149689
"Hadsel",1866,"slattnesbogen_0365020300_c","Nordland","Vesterålen",185,324559.069441935,75,"low","low","unmodified","0","0",0.324559069441935,617.164829481129,0.000525887176226167
"Øksnes",1868,"lifjorden_0365011600_c","Nordland","Vesterålen",185,1068556.17210103,75,"low","low","unmodified","0","0",1.06855617210103,534.022145474568,0.00200095853918462
"Sortland",1870,"lifjorden_0365011600_c","Nordland","Vesterålen",185,1030747.425023,75,"low","low","unmodified","0","0",1.030747425023,374.481114880002,0.00275246837308015
"Øksnes",1868,"bjorndalsfjorden_0365020500_c","Nordland","Vesterålen",185,184262.868418055,68.2835820895522,"low","low","unmodified","0","0",0.184262868418055,534.022145474568,0.000345047241915982
"Sortland",1870,"bjorndalsfjorden_0365020500_c","Nordland","Vesterålen",185,1282430.58909625,68.2835820895522,"low","low","unmodified","0","0",1.28243058909625,374.481114880002,0.00342455343711308
"Bø",1867,"vestpollen_0365020801_1_c","Nordland","Vesterålen",185,483910.716258289,75,"low","low","unmodified","0","0",0.483910716258289,537.873030618036,0.000899674623399982
"Bø",1867,"storoya_nord_0365020902_1_c","Nordland","Vesterålen",185,609081.320450797,75,"low","low","unmodified","0","0",0.609081320450797,537.873030618036,0.00113238866010988
"Bø",1867,"skjorisen_0365000030_1_c","Nordland","Vesterålen",185,558869.667477777,50,"moderate","low","unmodified","50","0",0.558869667477777,537.873030618036,0.0010390364187541
"Hadsel",1866,"langoysundet_0365020200_1_c","Nordland","Vesterålen",185,39974392.9119388,75,"low","low","unmodified","0","0",39.9743929119388,617.164829481129,0.0647710157844649
"Bø",1867,"pollen_0365020902_4_c","Nordland","Vesterålen",185,735747.806332544,75,"low","low","unmodified","0","0",0.735747806332544,537.873030618036,0.00136788380240434
"Øksnes",1868,"vinjesundet_skallflaget_0365030700_c","Nordland","Vesterålen",185,10749854.2710906,75,"low","low","unmodified","0","0",10.7498542710906,534.022145474568,0.0201299784328936
"Øksnes",1868,"sandsetfjorden_0365030500_3_c","Nordland","Vesterålen",185,4972110.44632662,75,"low","low","unmodified","0","0",4.97211044632662,534.022145474568,0.00931068212893693
"Sortland",1870,"sortlandsundet_nord_indre_0365010602_1_c","Nordland","Vesterålen",185,3556547.14091656,50,"moderate","low","unmodified","50","0",3.55654714091656,374.481114880002,0.0094972670172065
"Bø",1867,"straumfjorden_0365031100_c","Nordland","Vesterålen",185,934860.005628062,75,"low","low","unmodified","0","0",0.934860005628062,537.873030618036,0.00173806819158394
"Sortland",1870,"straumvatnet_0365011100_6_c","Nordland","Vesterålen",185,563740.198286886,75,"low","low","unmodified","0","0",0.563740198286886,374.481114880002,0.00150539019428932
"Bø",1867,"guvag_0365020902_5_c","Nordland","Vesterålen",185,580364.33938531,75,"low","low","unmodified","0","0",0.58036433938531,537.873030618036,0.00107899877173326
"Sortland",1870,"gasfjorden_0365010602_3_c","Nordland","Vesterålen",185,1767301.60455771,75,"low","low","unmodified","0","0",1.76730160455771,374.481114880002,0.00471933439186652
"Bø",1867,"forepollen_0365000030_2_c","Nordland","Vesterålen",185,2796383.21323311,75,"low","low","unmodified","0","0",2.79638321323311,537.873030618036,0.00519896528372125
"Øksnes",1868,"myre_havn_0365030100_2_c","Nordland","Vesterålen",185,743694.198832188,25,"moderate",NA,"modified","50",NA,0.743694198832188,534.022145474568,0.0013926280120299
"Øksnes",1868,"alsvagen_0365011100_5_c","Nordland","Vesterålen",185,585724.394194324,50,"moderate","low","unmodified","50","0",0.585724394194324,534.022145474568,0.00109681667540924
"Øksnes",1868,"teistpollen_0365030500_1_c","Nordland","Vesterålen",185,328599.203392851,75,"low","low","unmodified","0","0",0.328599203392851,534.022145474568,0.000615328795214729
"Øksnes",1868,"strengelvag_0365011100_2_c","Nordland","Vesterålen",185,19550235.9902288,75,"low","low","unmodified","0","0",19.5502359902288,534.022145474568,0.0366094105944898
"Hadsel",1866,"kvalsoybugen_0365020100_1_c","Nordland","Vesterålen",185,363856.340941467,75,"low","low","unmodified","0","0",0.363856340941467,617.164829481129,0.000589561043598957
"Øksnes",1868,"kjoravalen_0365011100_3_c","Nordland","Vesterålen",185,972976.475476339,75,"low","low","unmodified","0","0",0.972976475476339,534.022145474568,0.00182197776575667
"Øksnes",1868,"annfjorden_0365030500_2_c","Nordland","Vesterålen",185,2609993.46973721,75,"low","low","unmodified","0","0",2.60999346973721,534.022145474568,0.00488742553441823
"Bø",1867,"jornfjorden_ytre_0365020902_2_c","Nordland","Vesterålen",185,5342123.27707277,75,"low","low","unmodified","0","0",5.34212327707277,537.873030618036,0.00993194113289984
"Bø",1867,"hellfjorden_indre_0365020801_2_c","Nordland","Vesterålen",185,1581424.36989404,75,"low","low","unmodified","0","0",1.58142436989404,537.873030618036,0.00294014438328861
"Sortland",1870,"hellfjorden_indre_0365020801_2_c","Nordland","Vesterålen",185,900652.515243393,75,"low","low","unmodified","0","0",0.900652515243393,374.481114880002,0.00240506791786282
"Øksnes",1868,"romsetfjorden_0365030300_c","Nordland","Vesterålen",185,7110385.44745458,75,"low","low","unmodified","0","0",7.11038544745458,534.022145474568,0.0133147763771778
"Sortland",1870,"valfjorden_0365020400_2_c","Nordland","Vesterålen",185,577016.484586447,50,"moderate","low","unmodified","50","0",0.577016484586447,374.481114880002,0.00154084267980068
"Øksnes",1868,"gisloyflaket_0365011500_c","Nordland","Vesterålen",185,6935854.66678176,75,"low","low","unmodified","0","0",6.93585466678176,534.022145474568,0.0129879532629084
"Bø",1867,"straumsnes_0365020902_3_c","Nordland","Vesterålen",185,1225975.86031935,75,"low","low","unmodified","0","0",1.22597586031935,537.873030618036,0.00227930346109872
"Bø",1867,"malnesfjorden_0365030902_c","Nordland","Vesterålen",185,8545518.93294409,50,"low","low","unmodified","0","0",8.54551893294409,537.873030618036,0.0158876137052735
"Øksnes",1868,"skjerfjorden_0365030600_c","Nordland","Vesterålen",185,508259.08993863,75,"low","low","unmodified","0","0",0.50825908993863,534.022145474568,0.000951756578347433
"Øksnes",1868,"prestfjorden_0365030100_1_c","Nordland","Vesterålen",185,27366274.6620279,75,"low","low","unmodified","0","0",27.3662746620279,534.022145474568,0.0512455801579322
"Sortland",1870,"straumen_0365020400_1_c","Nordland","Vesterålen",185,367714.645741321,50,"moderate","low","unmodified","50","0",0.367714645741321,374.481114880002,0.000981931080447543
"Bø",1867,"moklandsfjorden_0365030800_c","Nordland","Vesterålen",185,9052843.72838522,75,"low","low","unmodified","0","0",9.05284372838522,537.873030618036,0.0168308191953465
"Øksnes",1868,"moklandsfjorden_0365030800_c","Nordland","Vesterålen",185,9446056.52621379,75,"low","low","unmodified","0","0",9.44605652621379,534.022145474568,0.0176885108721837
