"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area_m2"
"Tromsø",1902,"Nordbotn_0402021100-C","Troms","Balsfjord - Karlsøy","197",5102150.70423705
"Kåfjord",1940,"Kåfjorden-indre_0403030501-C","Troms","Lyngen - Skjervøy","206",6577652.6279814
"Skjervøy",1941,"Kågsundet_0403030900-C","Troms","Lyngen - Skjervøy","207",26797503.3105726
"Steigen",1848,"Leinesfjorden_0363032100-C","Nordland","Nord-Salten","169",35888192.5570854
"Evenes",1853,"Bogen_0364030700-2-C","Nordland","Ofotfjorden","175",19730876.8751795
"Karlsøy",1936,"Dåfjorden_0403010600-C","Troms","Balsfjord - Karlsøy","200",35639908.9927763
"Alstahaug",1820,"Botnfjorden_0361040400-C","Nordland","Vefsnfjorden - Leirfjorden","150",9565102.3331784
"Vega",1815,"Floholmene_0361000031-C","Nordland","Vefsnfjorden - Leirfjorden","154",9949771.45112062
"Træna",1835,"Floholmene_0361000031-C","Nordland","Vefsnfjorden - Leirfjorden","154",24572431.1102133
"Dønna",1827,"Floholmene_0361000031-C","Nordland","Vefsnfjorden - Leirfjorden","154",109698983.690023
"Herøy",1818,"Floholmene_0361000031-C","Nordland","Vefsnfjorden - Leirfjorden","154",601819265.729383
"Meløy",1837,"Skardsfjorden-indre_0362040300-1-C","Nordland","Sør-Salten","159",11067971.6389501
"Tromsø",1902,"Skagøysundet_0402021500-C","Troms","Balsfjord - Karlsøy","200",15480208.5383748
"Karlsøy",1936,"Skagøysundet_0402021500-C","Troms","Balsfjord - Karlsøy","200",27157714.2838009
"Alta",2012,"Kåfjorden_0420030502-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",7057457.53241805
"Hasvik",2015,"Kobbefjorden_0420022200-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",6707.40598061495
"Hammerfest",2004,"Kobbefjorden_0420022200-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",6427250.97706307
"Bodø",1804,"Nevelsfjord-ytre_0363030702-C","Nordland","Nord-Salten","166",12827738.8244528
"Måsøy",2018,"Kobbefjorden_0421030800-C","Finnmark","Måsøy og Magerøya","220",82973475.1439679
"Hamarøy",1849,"Lilandspollen_0364011200-C","Nordland","Nord-Salten","170",7955372.35246209
"Gildeskål",1838,"Sørfjorden-ytre_0363010600-3-C","Nordland","Sør-Salten","160",24380603.2421856
"Nesseby",2027,"Meskfjorden_0424020300-C","Finnmark","Indre Varangerfjord","241",10789973.7426661
"Tjeldsund",1852,"Ramsundet-søndre_0364040100-2-C","Nordland","Ofotfjorden","175",4243407.3858405
"Berlevåg",2024,"Strømmen_0423020101-C","Finnmark","Varangerhalvøya","236",9263594.45947591
"Nordkapp",2019,"Risfjorden_0422010801-C","Finnmark","Måsøy og Magerøya","221",1456836.73097374
"Hadsel",1866,"Slåttnesbogen_0365020300-C","Nordland","Vesterålen","185",324559.069441935
"Steigen",1848,"Skotsfjorden-ytre_0363032300-2-C","Nordland","Nord-Salten","169",7680271.46941796
"Øksnes",1868,"Lifjorden_0365011600-C","Nordland","Vesterålen","185",1068556.17210103
"Sortland",1870,"Lifjorden_0365011600-C","Nordland","Vesterålen","185",1030747.425023
"Brønnøy",1813,"Røyrskjeran_0360020300-2-C","Nordland","Bindalsfjorden-Velfjorden","146",2495115.1690925
"Måsøy",2018,"Reinøysundet_0421020400-C","Finnmark","Måsøy og Magerøya","218",9528707.59913969
"Gildeskål",1838,"Beiarfjorden-ytre_0363010900-1-C","Nordland","Sør-Salten","161",1548670.27431119
"Vågan",1865,"Gimsøystraumen_0363041900-2-C","Nordland","Lofoten","179",11784127.2931661
"Leirfjord",1822,"Vefsnfjorden-ytre_0361040102-2-C","Nordland","Vefsnfjorden - Leirfjorden","149",5675566.78562142
"Vefsn",1824,"Vefsnfjorden-ytre_0361040102-2-C","Nordland","Vefsnfjorden - Leirfjorden","149",14081235.4745073
"Alstahaug",1820,"Vefsnfjorden-ytre_0361040102-2-C","Nordland","Vefsnfjorden - Leirfjorden","149",15109937.1729539
"Lebesby",2022,"Storfjorden_0422020300-C","Finnmark","Laksefjorden/Norkinnhalvøya","228",25304727.1032972
"Nordkapp",2019,"Magerøysundet-øst_0421031000-C","Finnmark","Måsøy og Magerøya","220",67525632.6710297
"Vågan",1865,"Sundklakkstraumen_0363042000-3-C","Nordland","Lofoten","180",7154714.2285502
"Vestvågøy",1860,"Sundklakkstraumen_0363042000-3-C","Nordland","Lofoten","180",7144491.15801513
"Torsken",1928,"Grunnfarsnesbotnen_0401010900-C","Troms","Senja","195",2648019.2626338
"Lurøy",1834,"Risværfjorden_0362030100-C","Nordland","Rødøy - Lurøy","159",7724683.37458293
"Rødøy",1836,"Risværfjorden_0362030100-C","Nordland","Rødøy - Lurøy","159",243891956.571914
"Værøy",1857,"Røsthavet-ytre_0363050700-C","Nordland","Lofoten","183",54381917.2080277
"Røst",1856,"Røsthavet-ytre_0363050700-C","Nordland","Lofoten","183",79609553.8688394
"Bodø",1804,"Valnesfjorden_0363021102-C","Nordland","Skjerstadfjorden","164",8957643.54234869
"Fauske",1841,"Valnesfjorden_0363021102-C","Nordland","Skjerstadfjorden","164",19608620.820754
"Bodø",1804,"Hjartøysundet - Nyholmsundet_0363011200-3-C","Nordland","Skjerstadfjorden","165",7378559.21218337
"Vestvågøy",1860,"Finnstadpollen_0363041402-C","Nordland","Lofoten","180",1364138.85061731
"Øksnes",1868,"Bjørndalsfjorden_0365020500-C","Nordland","Vesterålen","185",184262.868418055
"Sortland",1870,"Bjørndalsfjorden_0365020500-C","Nordland","Vesterålen","185",1282430.58909625
"Meløy",1837,"Skardsfjorden-ytre_0362040300-2-C","Nordland","Sør-Salten","159",15856553.8663745
"Rødøy",1836,"Skardsfjorden-ytre_0362040300-2-C","Nordland","Sør-Salten","159",4770611.37141129
"Meløy",1837,"Nordfjorden_0362040500-C","Nordland","Sør-Salten","159",8868495.13864825
"Tysfjord",1850,"Haukøyfjorden_0364020700-2-C","Nordland","Ofotfjorden","171",55493613.6344816
"Brønnøy",1813,"Tosen-indre_0360011100-2-C","Nordland","Bindalsfjorden-Velfjorden","144",18767570.8303651
"Bindal",1811,"Tosen-indre_0360011100-2-C","Nordland","Bindalsfjorden-Velfjorden","144",5223939.2584642
"Hammerfest",2004,"Skreifjorden_0420021000-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",9090666.5046101
"Hadsel",1866,"Raftsundet_0364050301-2-C","Nordland","Lofoten","179",17052487.5441926
"Vågan",1865,"Raftsundet_0364050301-2-C","Nordland","Lofoten","179",17741852.9381364
"Værøy",1857,"Nordlandsflaget-indre_0363050400-C","Nordland","Lofoten","182",24560459.045431
"Bø",1867,"Vestpollen_0365020801-1-C","Nordland","Vesterålen","185",483910.716258289
"Vega",1815,"Gladstadosen_0361010300-C","Nordland","Bindalsfjorden-Velfjorden","147",1037918.09467744
"Hammerfest",2004,"Rypefjorden_0420031600-2-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","217",3197601.49717581
"Ballangen",1854,"Efjorden-midtre_0364021202-6-C","Nordland","Ofotfjorden","172",1338198.04386829
"Bø",1867,"Storøya-nord_0365020902-1-C","Nordland","Vesterålen","185",609081.320450797
"Hemnes",1832,"Leirviken_0362010600-C","Nordland","Ranfjorden","155",10618512.8805127
"Brønnøy",1813,"Okfjorden_0361020900-C","Nordland","Bindalsfjorden-Velfjorden","148",4861508.3847929
"Bodø",1804,"Sørfjorden-ytre_0363030303-C","Nordland","Skjerstadfjorden","165",3227636.31149805
"Tysfjord",1850,"Skrovkjosen_0364021100-C","Nordland","Ofotfjorden","171",6058436.72390542
"Balsfjord",1933,"Nordfjorden_0402011000-C","Troms","Bardu - Målselv","196",31120829.8478372
"Målselv",1924,"Nordfjorden_0402011000-C","Troms","Bardu - Målselv","196",10513910.622501
"Alta",2012,"Korsfjorden_0420030900-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","213",16512745.0637065
"Måsøy",2018,"Lillefjorden_0421010700-C","Finnmark","Måsøy og Magerøya","218",4020198.98751701
"Fauske",1841,"Klungsetvika_0363021000-C","Nordland","Skjerstadfjorden","164",12621548.0755468
"Bindal",1811,"Kollbotnet_0360010900-C","Nordland","Bindalsfjorden-Velfjorden","144",3725719.2355495
"Steigen",1848,"Lilandsfjorden_0363032200-C","Nordland","Nord-Salten","169",4158386.76327743
"Hadsel",1866,"Grunnførfjorden-ytre_0363042500-2-C","Nordland","Lofoten","179",1399079.07480898
"Vågan",1865,"Grunnførfjorden-ytre_0363042500-2-C","Nordland","Lofoten","179",976088.027684018
"Rødøy",1836,"Værangen-midtre_0362030602-3-C","Nordland","Rødøy - Lurøy","159",5362296.74017971
"Lenvik",1931,"Finnfjorden-ytre_0401030300-2-C","Troms","Senja","194",14861818.2224007
"Sørreisa",1925,"Finnfjorden-ytre_0401030300-2-C","Troms","Senja","194",2528113.81650947
"Tranøy",1927,"Selfjorden-midtre_0401010702-C","Troms","Senja","195",1312711.60266425
"Torsken",1928,"Selfjorden-midtre_0401010702-C","Troms","Senja","195",1042897.19997783
"Røst",1856,"Vestfjorden-ytre_0362000032-C","Nordland","Sør-Salten","159",526223800.67863
"Meløy",1837,"Vestfjorden-ytre_0362000032-C","Nordland","Sør-Salten","159",675504835.26173
"Rødøy",1836,"Vestfjorden-ytre_0362000032-C","Nordland","Sør-Salten","159",581320780.096437
"Hadsel",1866,"Ytterfjorden - Innerfjorden_0365010400-1-C","Nordland","Ofotfjorden","178",2317741.56264349
"Vestvågøy",1860,"Tangstadpollen_0363042700-1-C","Nordland","Lofoten","180",2236090.1547487
"Hadsel",1866,"Morfjorden-indre_0365010101-C","Nordland","Lofoten","179",2936625.35993027
"Dønna",1827,"Vågsvågen_0362010200-C","Nordland","Vefsnfjorden - Leirfjorden","154",3699006.01979074
"Nordkapp",2019,"Tufjorden_0421031400-C","Finnmark","Måsøy og Magerøya","221",27710256.9442465
"Brønnøy",1813,"Salhus_0360020700-2-C","Nordland","Bindalsfjorden-Velfjorden","146",4225664.97456074
"Vefsn",1824,"Sørfjorden_0361030600-C","Nordland","Vefsnfjorden - Leirfjorden","149",2961889.2323658
"Sørfold",1845,"Tørrfjordelva_0363031000-2-C","Nordland","Nord-Salten","166",465145.829439393
"Tysfjord",1850,"Hellmofjorden-ytre_0364020300-2-C","Nordland","Ofotfjorden","171",31218060.9885128
"Loppa",2014,"Nuvsfjorden_0420020300-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",6672917.94202131
"Vevelstad",1816,"Velvelstadsundet_0361030100-C","Nordland","Bindalsfjorden-Velfjorden","148",7307621.1837488
"Karlsøy",1936,"Andamsfjord_0403010100-C","Troms","Balsfjord - Karlsøy","201",11182233.608962
"Leirfjord",1822,"Leirfjorden-indre_0361040300-2-C","Nordland","Vefsnfjorden - Leirfjorden","153",7298754.97244881
"Brønnøy",1813,"Velfjorden_0361020100-2-C","Nordland","Bindalsfjorden-Velfjorden","148",70772578.1634097
"Vevelstad",1816,"Velfjorden_0361020100-2-C","Nordland","Bindalsfjorden-Velfjorden","148",9423675.49834996
"Gamvik",2023,"Kinnarodden - Vardnesodden_0422000031-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",120419681.810776
"Lebesby",2022,"Kinnarodden - Vardnesodden_0422000031-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",248552.045296991
"Skjervøy",1941,"Langfjorden_0403031000-C","Troms","Lyngen - Skjervøy","207",9127267.65747308
"Hammerfest",2004,"Jøfjorden_0420021100-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",14430045.4034808
"Værøy",1857,"Sørlandsvika_0363050300-2-C","Nordland","Lofoten","182",2466932.57634043
"Vevelstad",1816,"Langkilvågen-ytre_0361030202-3-C","Nordland","Vefsnfjorden - Leirfjorden","149",220017.499245383
"Karlsøy",1936,"Bårdsetsundet_0403010300-C","Troms","Balsfjord - Karlsøy","201",31233743.9469312
"Flakstad",1859,"Nusfjord_0363040900-C","Nordland","Lofoten","181",657763.882734888
"Porsanger",2020,"Smørfjorden_0422010500-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","222",11319104.7747276
"Gildeskål",1838,"Morsdalsfjorden-indre_0363010700-1-C","Nordland","Sør-Salten","161",5144388.68433582
"Brønnøy",1813,"Hjartøybukta_0360020600-1-C","Nordland","Bindalsfjorden-Velfjorden","146",5315095.23203349
"Bø",1867,"Skjørisen_0365000030-1-C","Nordland","Vesterålen","185",558869.667477777
"Steigen",1848,"Vinkfjorden_0363031400-C","Nordland","Nord-Salten","168",19920981.1185366
"Porsanger",2020,"Soggovutna_0422010702-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","225",33884690.4518388
"Hammerfest",2004,"Sandøyfjorden_0420040702-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",85915477.9723646
"Nordkapp",2019,"Skipsfjorden_0422010802-C","Finnmark","Måsøy og Magerøya","221",6516165.13953249
"Dønna",1827,"Søråsværfjorden_0361050800-C","Nordland","Vefsnfjorden - Leirfjorden","154",133817190.257477
"Lurøy",1834,"Søråsværfjorden_0361050800-C","Nordland","Vefsnfjorden - Leirfjorden","154",152.459840242751
"Herøy",1818,"Søråsværfjorden_0361050800-C","Nordland","Vefsnfjorden - Leirfjorden","154",530762.601547018
"Vevelstad",1816,"Langkilvågen-indre_0361030202-2-C","Nordland","Vefsnfjorden - Leirfjorden","149",324223.590043109
"Hasvik",2015,"Meltefjorden_0420022500-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",4378410.70948829
"Leirfjord",1822,"Leirfjorden-ytre_0361040300-1-C","Nordland","Vefsnfjorden - Leirfjorden","150",23659566.6449944
"Alstahaug",1820,"Leirfjorden-ytre_0361040300-1-C","Nordland","Vefsnfjorden - Leirfjorden","150",4351213.67023952
"Hadsel",1866,"Langøysundet_0365020200-1-C","Nordland","Vesterålen","185",39974392.9119388
"Bø",1867,"Pollen_0365020902-4-C","Nordland","Vesterålen","185",735747.806332544
"Alta",2012,"Langfjorden-ytre_0420030402-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",27690643.5574982
"Andøy",1871,"Risøysundet-indre_0365011200-C","Nordland","Vesterålen","186",17444369.0103296
"Lebesby",2022,"Laksefjorden-ytre_0422020100-2-C","Finnmark","Laksefjorden/Norkinnhalvøya","227",170183366.309547
"Sortland",1870,"Godfjorden-ytre_0401010300-2-C","Nordland","Vesterålen","178",11963155.2470111
"Moskenes",1874,"Moskenesvågen_0363000030-2-C","Nordland","Lofoten","181",643677.947984775
"Vestvågøy",1860,"Kartfjorden_0363041500-3-C","Nordland","Lofoten","180",564445.906185976
"Båtsfjord",2028,"Makkaur - Blodskytodden_0423000032-C","Finnmark","Varangerhalvøya","237",154276220.800731
"Vardø",2002,"Makkaur - Blodskytodden_0423000032-C","Finnmark","Varangerhalvøya","237",51424191.7267123
"Meløy",1837,"Meløyfjorden - Glomfjorden_0362040800-2-C","Nordland","Sør-Salten","160",65812821.9291578
"Sortland",1870,"Sørfjorden_0365010900-1-C","Nordland","Vesterålen","178",3278519.52807441
"Hasvik",2015,"Øyfjorden_0420022300-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",13806048.2721062
"Lenvik",1931,"Stønnesbotnen-ytre_0402010402-C","Troms","Senja","194",2671905.88063316
"Balsfjord",1933,"Malangen - Rossfjorden_0402010500-C","Troms","Bardu - Målselv","196",36814647.6499129
"Lenvik",1931,"Malangen - Rossfjorden_0402010500-C","Troms","Bardu - Målselv","196",34659529.6189216
"Målselv",1924,"Malangen - Rossfjorden_0402010500-C","Troms","Bardu - Målselv","196",3443831.68416242
"Bodø",1804,"Eidekjosen_0363030800-C","Nordland","Nord-Salten","166",9611092.09387599
"Berg",1929,"Ersfjorden_0401011600-C","Troms","Senja","195",3764296.76785674
"Øksnes",1868,"Vinjesundet - Skallflaget_0365030700-C","Nordland","Vesterålen","185",10749854.2710906
"Rana",1833,"Utskarpen_0362011300-C","Nordland","Ranfjorden","157",6223703.82951118
"Øksnes",1868,"Sandsetfjorden_0365030500-3-C","Nordland","Vesterålen","185",4972110.44632662
"Karlsøy",1936,"Grøtøysundet_0403010200-C","Troms","Balsfjord - Karlsøy","201",22365454.5480849
"Vega",1815,"Ytre Vega nord_0361000030-C","Nordland","Bindalsfjorden-Velfjorden","147",433411399.832701
"Herøy",1818,"Ytre Vega nord_0361000030-C","Nordland","Bindalsfjorden-Velfjorden","147",94033847.6761397
"Gratangen",1919,"Gratangen_0401020802-C","Troms","Harstad - Salangen","190",25055367.2294447
"Lenvik",1931,"Laksfjorden_0401031000-C","Troms","Senja","194",4914490.86199781
"Lødingen",1851,"Haukfjorden_0364040503-2-C","Nordland","Ofotfjorden","177",13001215.5746347
"Vågan",1865,"Vatterfjorden_0364050404-C","Nordland","Lofoten","179",808501.666880197
"Sortland",1870,"Sortlandsundet-nord-indre_0365010602-1-C","Nordland","Vesterålen","185",3556547.14091656
"Vestvågøy",1860,"Rolvsfjorden_0363041500-4-C","Nordland","Lofoten","180",3314710.01806983
"Porsanger",2020,"Leaibevuotna_0422010600-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","222",11565927.6999544
"Tromsø",1902,"Skarsfjorden_0402021600-C","Troms","Balsfjord - Karlsøy","200",11630663.4050853
"Lebesby",2022,"Laksefjorden-indre_0422020100-1-C","Finnmark","Laksefjorden/Norkinnhalvøya","230",787122768.382944
"Rødøy",1836,"Nordfjorden_0362030500-C","Nordland","Rødøy - Lurøy","159",11470335.865543
"Måsøy",2018,"Revsbotn-indre_0421010600-C","Finnmark","Måsøy og Magerøya","218",42259769.0297638
"Kvalsund",2017,"Revsbotn-indre_0421010600-C","Finnmark","Måsøy og Magerøya","218",50623744.0778795
"Gildeskål",1838,"Saltfjorden-indre_0363011100-2-C","Nordland","Skjerstadfjorden","165",4907855.53428519
"Bodø",1804,"Saltfjorden-indre_0363011100-2-C","Nordland","Skjerstadfjorden","165",93328963.6271022
"Måsøy",2018,"Selvika_0421020800-C","Finnmark","Måsøy og Magerøya","220",2145886.11947119
"Hasvik",2015,"Børrfjorden_0420040601-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",1837645.54155188
"Måsøy",2018,"Eiterfjorden_0421030400-C","Finnmark","Måsøy og Magerøya","220",4350555.56581251
"Tromsø",1902,"Ersfjorden_0402020100-C","Troms","Balsfjord - Karlsøy","197",14221937.0528939
"Rødøy",1836,"Melfjorden_0362030300-C","Nordland","Rødøy - Lurøy","159",56545668.5837295
"Loppa",2014,"Ullsfjorden_0420020200-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",3147746.8041286
"Lebesby",2022,"Vardnessundet - Mårøysundet_0422020600-C","Finnmark","Laksefjorden/Norkinnhalvøya","230",31236157.2495663
"Dønna",1827,"Skagafjorden_0361050300-C","Nordland","Vefsnfjorden - Leirfjorden","154",9855287.11102605
"Herøy",1818,"Skagafjorden_0361050300-C","Nordland","Vefsnfjorden - Leirfjorden","154",20539.0293070823
"Hadsel",1866,"Falkfjorden_0365010300-2-C","Nordland","Lofoten","179",1078722.70022962
"Nesna",1828,"Litlsjona_0362011400-2-C","Nordland","Ranfjorden","158",33125783.1116336
"Tromsø",1902,"Tromsøysundet-sør_0402020900-1-C","Troms","Balsfjord - Karlsøy","198",34970394.955072
"Hamarøy",1849,"Innhavet-indre_0364010800-5-C","Nordland","Nord-Salten","170",12952823.4400395
"Berg",1929,"Bergsfjorden_0401011400-C","Troms","Senja","195",39600630.4333162
"Sømna",1812,"Sandvågen - Vikvågen_0360011600-2-C","Nordland","Bindalsfjorden-Velfjorden","146",12168145.8639922
"Alta",2012,"Leirbotnen_0420030700-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","213",22753194.795087
"Lødingen",1851,"Øksfjorden_0364050102-C","Nordland","Ofotfjorden","178",32725821.4078455
"Tranøy",1927,"Tranøybotn_0401030900-C","Troms","Senja","194",21455784.0083817
"Lødingen",1851,"Kanstadfjorden_0364040503-1-C","Nordland","Ofotfjorden","177",10689396.9504375
"Steigen",1848,"Mørsvikfjorden_0363031700-C","Nordland","Nord-Salten","168",10840320.1211557
"Sørfold",1845,"Mørsvikfjorden_0363031700-C","Nordland","Nord-Salten","168",8538453.91683671
"Bø",1867,"Straumfjorden_0365031100-C","Nordland","Vesterålen","185",934860.005628062
"Sømna",1812,"Sømnesvika_0360020100-1-C","Nordland","Bindalsfjorden-Velfjorden","146",661756.254161071
"Brønnøy",1813,"Sømnesvika_0360020100-1-C","Nordland","Bindalsfjorden-Velfjorden","146",661861.234860694
"Måsøy",2018,"Østerbotn_0421030602-C","Finnmark","Måsøy og Magerøya","220",2066898.34732634
"Leirfjord",1822,"Låvongsbukta_0362010500-1-C","Nordland","Ranfjorden","153",1194580.55367372
"Måsøy",2018,"Tarhalsen - Furuholmen fyr_0421000030-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","219",128496148.340983
"Hammerfest",2004,"Tarhalsen - Furuholmen fyr_0421000030-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","219",181254237.670269
"Nordreisa",1942,"Maursundet_0403030700-C","Troms","Lyngen - Skjervøy","206",15776234.4613152
"Skjervøy",1941,"Maursundet_0403030700-C","Troms","Lyngen - Skjervøy","206",17459778.480239
"Vågan",1865,"Vatterfjordpollen_0364050403-C","Nordland","Lofoten","179",1372616.92436768
"Meløy",1837,"Holandsfjorden_0362040400-2-C","Nordland","Sør-Salten","159",16766570.5012224
"Ballangen",1854,"Vallebukta-øst_0364021202-2-C","Nordland","Ofotfjorden","172",1781081.46870759
"Porsanger",2020,"Vesterbotn_0422010701-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","224",35816961.6286072
"Flakstad",1859,"Selfjorden_0363040700-1-C","Nordland","Lofoten","181",7755324.17530268
"Brønnøy",1813,"Trælvikstraumen_0360020500-1-C","Nordland","Bindalsfjorden-Velfjorden","146",1316873.39267173
"Skånland",1913,"Tjeldsundet-nordre_0364040200-2-C","Troms","Harstad - Salangen","177",6310924.81549364
"Tjeldsund",1852,"Tjeldsundet-nordre_0364040200-2-C","Troms","Harstad - Salangen","177",3366947.72227167
"Sortland",1870,"Hongfjorden_0365010900-2-C","Nordland","Vesterålen","178",5617546.96603984
"Bindal",1811,"Lysfjorden_0360010500-2-C","Nordland","Bindalsfjorden-Velfjorden","144",3003510.53978555
"Rødøy",1836,"Rødøyfjorden_0362030800-C","Nordland","Rødøy - Lurøy","159",59088177.7427205
"Narvik",1805,"Narvikbukta_0364030402-C","Nordland","Ofotfjorden","174",4186207.54594902
"Lyngen",1938,"Pollen_0403030300-C","Troms","Lyngen - Skjervøy","204",4219864.62614708
"Sortland",1870,"Straumvatnet_0365011100-6-C","Nordland","Vesterålen","185",563740.198286886
"Lurøy",1834,"Kvarøyfjorden-ytre_0362020500-2-C","Nordland","Rødøy - Lurøy","158",21886640.9303123
"Rødøy",1836,"Kvarøyfjorden-ytre_0362020500-2-C","Nordland","Rødøy - Lurøy","158",2822157.79754023
"Sømna",1812,"Ursfjorden-indre_0360011400-3-C","Nordland","Bindalsfjorden-Velfjorden","145",6702076.21934872
"Brønnøy",1813,"Ursfjorden-indre_0360011400-3-C","Nordland","Bindalsfjorden-Velfjorden","145",1258634.10162747
"Steigen",1848,"Folda - Andholmfjorden_0363031900-C","Nordland","Nord-Salten","169",258131040.567026
"Bodø",1804,"Folda - Andholmfjorden_0363031900-C","Nordland","Nord-Salten","169",43064286.7197806
"Vestvågøy",1860,"Fyglsjøen_0363041200-3-C","Nordland","Lofoten","180",641685.247633936
"Bø",1867,"Guvåg_0365020902-5-C","Nordland","Vesterålen","185",580364.33938531
"Sortland",1870,"Gåsfjorden_0365010602-3-C","Nordland","Vesterålen","185",1767301.60455771
"Lurøy",1834,"Færøya_0362020500-3-C","Nordland","Rødøy - Lurøy","158",4934913.24188993
"Brønnøy",1813,"Skillbotnfjorden_0360020300-3-C","Nordland","Bindalsfjorden-Velfjorden","146",15055149.4058265
"Hamarøy",1849,"Sagpollen_0364010800-2-C","Nordland","Nord-Salten","170",975890.091677669
"Lenvik",1931,"Øyfjorden-indre_0402010102-C","Troms","Senja","194",13001631.4511261
"Sørfold",1845,"Mørsvikbotn_0363031600-C","Nordland","Nord-Salten","168",10732638.3200458
"Lødingen",1851,"Innerfjorden_0364040501-C","Nordland","Ofotfjorden","177",2636764.05768738
"Rødøy",1836,"Værangen-indre_0362030602-2-C","Nordland","Rødøy - Lurøy","159",2988279.03988095
"Måsøy",2018,"Trollsundet_0421020200-C","Finnmark","Måsøy og Magerøya","219",5254065.01831411
"Leirfjord",1822,"Meisfjorden_0361040600-C","Nordland","Vefsnfjorden - Leirfjorden","153",3063851.60428144
"Måsøy",2018,"Havøysundet_0421030300-C","Finnmark","Måsøy og Magerøya","220",398841.452555105
"Måsøy",2018,"Ytre Pollen_0421020502-C","Finnmark","Måsøy og Magerøya","218",291000.630704909
"Alta",2012,"Store Kufjorden_0420031200-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",9218624.85017349
"Hammerfest",2004,"Komagfjordbotn_0420022000-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",920336.09632752
"Vågan",1865,"Årrvågan_0363042000-1-C","Nordland","Lofoten","179",3982835.94143187
"Vestvågøy",1860,"Årrvågan_0363042000-1-C","Nordland","Lofoten","179",867272.633150636
"Hadsel",1866,"Melbu fiskerihavn_0365010300-3-C","Nordland","Vesterålen","184",338017.054691239
"Flakstad",1859,"Skjelfjorden-indre_0363040801-C","Nordland","Lofoten","181",892270.296328919
"Sømna",1812,"Lyngværfjorden_0360011600-1-C","Nordland","Bindalsfjorden-Velfjorden","146",31758669.5254778
"Brønnøy",1813,"Svarthopen_0360020600-3-C","Nordland","Bindalsfjorden-Velfjorden","146",467081.478690332
"Gildeskål",1838,"Morsdalsfjorden-ytre_0363010700-2-C","Nordland","Sør-Salten","161",11239351.7607364
"Vågan",1865,"Ørsvåg_0364050700-C","Nordland","Lofoten","179",2208436.60196171
"Måsøy",2018,"Magerøysundet-vest_0421030900-C","Finnmark","Måsøy og Magerøya","221",7548158.03436762
"Nordkapp",2019,"Magerøysundet-vest_0421030900-C","Finnmark","Måsøy og Magerøya","221",10478596.3003511
"Bindal",1811,"Sørfjorden-ytre_0360010700-3-C","Nordland","Bindalsfjorden-Velfjorden","144",8865308.17074748
"Steigen",1848,"Valsvær_0364010100-C","Nordland","Nord-Salten","169",46806950.6429966
"Træna",1835,"Ternholmfjorden_0362000031-C","Nordland","Rødøy - Lurøy","159",18013159.7442138
"Lurøy",1834,"Ternholmfjorden_0362000031-C","Nordland","Rødøy - Lurøy","159",2358228.13440418
"Meløy",1837,"Ternholmfjorden_0362000031-C","Nordland","Rødøy - Lurøy","159",476575989.213924
"Rødøy",1836,"Ternholmfjorden_0362000031-C","Nordland","Rødøy - Lurøy","159",545729103.354849
"Rødøy",1836,"Tjongsfjorden-ytre_0362030700-2-C","Nordland","Rødøy - Lurøy","159",31693276.6194863
"Narvik",1805,"Romsbakbotn_0364030501-1-C","Nordland","Ofotfjorden","174",1120605.84157264
"Karlsøy",1936,"Hamrefjorden_0403011000-C","Troms","Balsfjord - Karlsøy","202",82050432.7013198
"Tromsø",1902,"Sandvika_0402011200-C","Troms","Balsfjord - Karlsøy","197",22385686.7209349
"Hadsel",1866,"Børøysundet_0365020200-2-C","Nordland","Vesterålen","184",1773431.57605765
"Hemnes",1832,"Finneidfjorden_0362011100-C","Nordland","Ranfjorden","156",5202500.19913241
"Vestvågøy",1860,"Vågspollen_0363000031-2-C","Nordland","Lofoten","180",1605364.59416081
