"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area_m2"
"Hasvik",2015,"Dønnesfjorden_0420040602-2-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",13511589.6249429
"Hasvik",2015,"Galtefjorden_0420040602-1-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",51150625.407999
"Båtsfjord",2028,"Båtsfjorden-indre_0423020200-5-C","Finnmark","Varangerhalvøya","237",1982482.55867918
"Nordkapp",2019,"Lafjorden_0421031100-2-C","Finnmark","Måsøy og Magerøya","220",9106147.85789985
"Båtsfjord",2028,"Båtsfjord Ytre havn_0423020200-6-C","Finnmark","Varangerhalvøya","237",220471.898926313
"Nordkapp",2019,"Vester-Lafjorden_0421031100-1-C","Finnmark","Måsøy og Magerøya","220",7275125.76027817
"Kvalsund",2017,"Repparfjorden ytre_0421010500-1-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","213",30614631.9273046
"Kvalsund",2017,"Repparfjorden indre_0421010500-2-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","213",5860621.26244955
"Loppa",2014,"Bukt nord for Bjørndalen_0420000030-4-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",5699.74110205309
"Hasvik",2015,"Lopphavet_0420000030-3-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",431063513.479938
"Loppa",2014,"Lopphavet_0420000030-3-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",1158721189.96305
"Kvænangen",1943,"Lopphavet_0420000030-3-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",1971228.74025963
"Skjervøy",1941,"Lopphavet_0420000030-3-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",5901075.24020386
"Tromsø",1902,"Tromsdalselva-Utløp_0402020900-5-C","Troms","Balsfjord - Karlsøy","199",53295.4681113511
"Tromsø",1902,"Tromsdalen småbåthavn_0402020900-7-C","Troms","Balsfjord - Karlsøy","199",30286.5301056367
"Tromsø",1902,"Ullsfjorden_0403020500-2-C","Troms","Balsfjord - Karlsøy","203",66723839.2414867
"Lyngen",1938,"Ullsfjorden_0403020500-2-C","Troms","Balsfjord - Karlsøy","203",146278748.508394
"Karlsøy",1936,"Ullsfjorden_0403020500-2-C","Troms","Balsfjord - Karlsøy","203",88795895.9288256
"Kvænangen",1943,"Sørstraumen  Kvænangen_0403040102-2-C","Troms","Nordreisa - Kvænangen","209",1054982.7872583
"Kvænangen",1943,"Kvænangen - Årøyan_0403040102-1-C","Troms","Nordreisa - Kvænangen","209",27520917.0073707
"Tromsø",1902,"Storstraumen ytre - Ullsfjorden_0403020500-1-C","Troms","Balsfjord - Karlsøy","203",10467217.0102365
"Lyngen",1938,"Storstraumen ytre - Ullsfjorden_0403020500-1-C","Troms","Balsfjord - Karlsøy","203",3834493.90651464
"Kvæfjord",1911,"Straumen indre Kvæfjord_0401010501-1-C","Troms","Harstad - Salangen","177",19967.3992572544
"Kvæfjord",1911,"Straumsbotnen_0401010501-2-C","Troms","Harstad - Salangen","177",2171514.90083229
"Kvæfjord",1911,"Forøysundet_0401010401-3-C","Troms","Harstad - Salangen","177",1222942.16571822
"Kvæfjord",1911,"Gullesfjorden-indre_0401010401-4-C","Troms","Harstad - Salangen","178",16237383.1812779
"Tromsø",1902,"Litlestrand - Brensholmen_0402010300-4-C","Troms","Balsfjord - Karlsøy","197",171888.029114677
"Vågan",1865,"Henningsvær havn_0363000030-8-C","Nordland","Lofoten","179",62330.8214690667
"Hadsel",1866,"Fiskfjorden ytre_0365010601-6-C","Nordland","Vesterålen","178",1382600.31231051
"Sortland",1870,"Fiskfjorden ytre_0365010601-6-C","Nordland","Vesterålen","178",1214807.90633652
"Hadsel",1866,"Sortlandsundet-sør-ytre_0365010601-7-C","Nordland","Vesterålen","178",33565489.9070878
"Sortland",1870,"Sortlandsundet-sør-ytre_0365010601-7-C","Nordland","Vesterålen","178",61865500.5690496
"Herøy",1818,"Hærøysundet sør_0361050200-2-C","Nordland","Vefsnfjorden - Leirfjorden","154",424261.975132865
"Øksnes",1868,"Lifjorden_0365011100-7-C","Nordland","Vesterålen","185",7370624.10505662
"Sortland",1870,"Lifjorden_0365011100-7-C","Nordland","Vesterålen","185",3182027.95687794
"Andøy",1871,"Gavlefjorden_0365011100-8-C","Nordland","Vesterålen","185",64100394.2296729
"Øksnes",1868,"Gavlefjorden_0365011100-8-C","Nordland","Vesterålen","185",53117989.9258792
"Sortland",1870,"Gavlefjorden_0365011100-8-C","Nordland","Vesterålen","185",43674378.6079644
"Hadsel",1866,"Eidsfjorden indre_0365020100-4-C","Nordland","Vesterålen","185",1734035.26697663
"Sortland",1870,"Eidsfjorden indre_0365020100-4-C","Nordland","Vesterålen","185",27309342.2919458
"Bø",1867,"Eidsfjorden ytre_0365020100-3-C","Nordland","Vesterålen","185",20137442.8073308
"Hadsel",1866,"Eidsfjorden ytre_0365020100-3-C","Nordland","Vesterålen","185",27700760.9543868
"Sortland",1870,"Eidsfjorden ytre_0365020100-3-C","Nordland","Vesterålen","185",11274837.2550032
"Hadsel",1866,"Fiskfjorden indre_0365010601-5-C","Nordland","Vesterålen","178",225024.005170571
"Sortland",1870,"Fiskfjorden indre_0365010601-5-C","Nordland","Vesterålen","178",41034.4302650653
"Alta",2012,"Kåfjord - indre_0420030501-1-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",1700958.88345667
"Dønna",1827,"Stigfjorden_0362010101-1-C","Nordland","Ranfjorden","158",47647646.0312226
"Nesna",1828,"Stigfjorden_0362010101-1-C","Nordland","Ranfjorden","158",61007061.3186329
"Alta",2012,"Russeluft_0420030600-3-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",9983985.28231629
"Alta",2012,"Talvikbukta_0420030300-5-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",333033.787809082
"Alta",2012,"Altafjorden-indre_0420030300-6-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",202119500.946613
"Loppa",2014,"Mevær havn - Loppa øy_0420000030-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",119963.861396
"Alta",2012,"Kåfjordbotn_0420030501-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",331536.83745516
"Dønna",1827,"Sundstraumen_0362010101-2-C","Nordland","Vefsnfjorden - Leirfjorden","154",570455.245974617
"Vadsø",2003,"Vadsø havn øst_0424020100-7-C","Finnmark","Varangerhalvøya","240",625956.963383466
"Øksnes",1868,"Stø havn_0365000032-3-C","Nordland","Vesterålen","185",226837.243474177
"Loppa",2014,"Sandland havn_0420010200-1-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",56826.8722831719
"Loppa",2014,"Sandlandsfjorden_0420010200-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",34677721.7126127
"Alta",2012,"Langfjorden-indre_0420030401-4-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",18597113.5183244
"Alta",2012,"Langfjordbotn_0420030401-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",2562601.83834779
"Alta",2012,"Tappeluft_0420030401-3-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",954971.26873437
"Alta",2012,"Hjemmeluft, Bossekop og Tollevika_0420030300-4-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",5992213.93232139
"Loppa",2014,"Trollvika_0420020100-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",146725.248076964
"Vardø",2002,"Kiberg_0424020100-4-C","Finnmark","Varangerhalvøya","239",603255.744247361
"Alta",2012,"Rafsbotn_0420030600-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","212",23002060.5654282
"Alta",2012,"Lillebukta - Ytre Simavik_0420030200-1-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",731438.456836394
"Hammerfest",2004,"Vinnasundet_0420021202-1-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",12891280.0606598
"Hammerfest",2004,"Hønsebyfjorden - Njiŋŋevuotna_0420021202-2-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",4405868.56138934
"Loppa",2014,"Øksfjordbotn_0420030102-1-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",6347163.89337834
"Loppa",2014,"Øksfjorden indre_0420030102-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",6127433.59622298
"Loppa",2014,"Øksfjorden-midtre_0420030101-2-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",12124700.4810006
"Tjeldsund",1852,"Breidvika_0364040100-1-C","Nordland","Ofotfjorden","176",7324783.98042691
"Narvik",1805,"Herjangsfjorden_0364030600-C","Nordland","Ofotfjorden","174",37574818.5586655
"Sørfold",1845,"Hopen_0363030602-2-C","Nordland","Nord-Salten","167",1236824.47867073
"Bindal",1811,"Simlebotn_0360010800-C","Nordland","Bindalsfjorden-Velfjorden","144",694583.410951281
"Vestvågøy",1860,"Offersøypollen_0363041101-C","Nordland","Lofoten","180",3371038.54988114
"Brønnøy",1813,"Torgfjorden_0360020300-1-C","Nordland","Bindalsfjorden-Velfjorden","146",10584214.4982758
"Bodø",1804,"Tømmervika - Storvika_0363030301-C","Nordland","Skjerstadfjorden","165",476717.416540163
"Bindal",1811,"Øysundet_0360011300-3-C","Nordland","Bindalsfjorden-Velfjorden","145",2224306.64490237
"Værøy",1857,"Nordlandsflaget-ytre_0363050500-C","Nordland","Lofoten","182",50251761.0495769
"Hamarøy",1849,"Brennvika_0364011500-C","Nordland","Nord-Salten","170",14676283.4310516
"Tranøy",1927,"Hofsøybotnen_0401021500-C","Troms","Senja","194",2341058.52929419
"Alta",2012,"Skillefjorden_0420030800-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","213",3367011.5220737
"Vestvågøy",1860,"Brønnøyholmen_0363042603-3-C","Nordland","Lofoten","180",6980194.4722963
"Måsøy",2018,"Måsøyfjorden-vest_0421030500-C","Finnmark","Måsøy og Magerøya","220",55629855.2573681
"Vågan",1865,"Pundslettvågen_0364000030-4-C","Nordland","Ofotfjorden","178",862832.668228711
"Skjervøy",1941,"Lauksundet_0403040200-C","Troms","Lyngen - Skjervøy","207",12285173.8811142
"Kvænangen",1943,"Burfjorden_0403040700-C","Troms","Nordreisa - Kvænangen","210",27828698.6711795
"Ballangen",1854,"Vargfjorden_0364030100-1-C","Nordland","Ofotfjorden","173",1005180.28752476
"Nordkapp",2019,"Sarnesfjorden_0421031200-C","Finnmark","Måsøy og Magerøya","221",19400938.9091508
"Bø",1867,"Sundsstraumen_0365030901-C","Nordland","Vesterålen","185",2987988.09388093
"Ibestad",1917,"Salangen_0401021000-C","Troms","Harstad - Salangen","191",8430310.1589538
"Salangen",1923,"Salangen_0401021000-C","Troms","Harstad - Salangen","191",39342524.1676655
"Sortland",1870,"Sortlandsundet-nord-ytre_0365010602-2-C","Nordland","Vesterålen","178",55269919.9498088
"Tromsø",1902,"Vågen_0402020600-C","Troms","Balsfjord - Karlsøy","197",1211508.5729506
"Nordkapp",2019,"Kamøyfjorden_0422010803-C","Finnmark","Måsøy og Magerøya","221",62960683.0392987
"Træna",1835,"Måværfjorden_0362020600-C","Nordland","Rødøy - Lurøy","158",66678.3984536231
"Lurøy",1834,"Måværfjorden_0362020600-C","Nordland","Rødøy - Lurøy","158",303139348.971945
"Rødøy",1836,"Måværfjorden_0362020600-C","Nordland","Rødøy - Lurøy","158",3965176.62906599
"Karlsøy",1936,"Skogsfjorden_0402021700-C","Troms","Balsfjord - Karlsøy","200",7294888.98061462
"Alstahaug",1820,"Sandnesvågen_0361040500-2-C","Nordland","Vefsnfjorden - Leirfjorden","150",221682.786917407
"Rødøy",1836,"Sørfjorden-ytre_0362030402-2-C","Nordland","Rødøy - Lurøy","159",13050644.7631057
"Bodø",1804,"Elvefjorden_0363020300-C","Nordland","Skjerstadfjorden","162",4612663.08549342
"Vågan",1865,"Olderfjorden-indre_0363041800-1-C","Nordland","Lofoten","179",563311.499387542
"Sortland",1870,"Olderfjorden-indre_0365020601-C","Nordland","Vesterålen","185",2202159.60981438
"Hamarøy",1849,"Kaldvågfjorden_0364011000-3-C","Nordland","Nord-Salten","170",33150539.9246208
"Bø",1867,"Hellfjorden-ytre_0365020802-C","Nordland","Vesterålen","185",391023.30679095
"Sortland",1870,"Hellfjorden-ytre_0365020802-C","Nordland","Vesterålen","185",799705.819530425
"Hammerfest",2004,"Straumen_0420022100-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",622386.224832257
"Storfjord",1939,"Storfjorden-indre_0403030401-C","Troms","Lyngen - Skjervøy","204",14421844.5356767
"Bodø",1804,"Sørfjorden-indre_0363030302-C","Nordland","Skjerstadfjorden","165",2000299.53870244
"Brønnøy",1813,"Smiholmen_0360020400-2-C","Nordland","Bindalsfjorden-Velfjorden","146",5669941.9662779
"Hadsel",1866,"Austpollen_0365010201-1-C","Nordland","Lofoten","179",1536557.22441519
"Bodø",1804,"Misværfjorden-ytre_0363020600-1-C","Nordland","Skjerstadfjorden","162",7107099.18353647
"Rødøy",1836,"Reppa_0362030700-4-C","Nordland","Rødøy - Lurøy","159",2109903.82245359
"Hamarøy",1849,"Grunnvågen_0364010800-3-C","Nordland","Nord-Salten","170",1219777.32651957
"Hasvik",2015,"Bølefjorden_0420040500-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",14643034.3795537
"Brønnøy",1813,"Storbørja_0361020600-C","Nordland","Bindalsfjorden-Velfjorden","148",4960078.77459411
"Hadsel",1866,"Higravfjorden_0365010201-2-C","Nordland","Lofoten","179",1810344.84634164
"Meløy",1837,"Glomfjorden-indre_0362040800-1-C","Nordland","Sør-Salten","160",2974496.5977829
"Tranøy",1927,"Selfjorden-ytre_0401010703-C","Troms","Senja","195",42970567.0383616
"Torsken",1928,"Selfjorden-ytre_0401010703-C","Troms","Senja","195",16200555.4637432
"Alta",2012,"Altafjorden-ytre_0420030300-2-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","213",93837142.4948176
"Rødøy",1836,"Sørfjorden-midtre_0362030402-1-C","Nordland","Rødøy - Lurøy","159",2864936.4949357
"Lurøy",1834,"Matskjerfjorden_0362020500-1-C","Nordland","Rødøy - Lurøy","158",26428030.7560092
"Meløy",1837,"Mesøyfjorden_0362041000-2-C","Nordland","Sør-Salten","160",31404819.0672342
"Gildeskål",1838,"Fugløyfjorden_0363010300-1-C","Nordland","Sør-Salten","160",98448657.3921684
"Meløy",1837,"Fugløyfjorden_0363010300-1-C","Nordland","Sør-Salten","160",7238682.04437786
"Ibestad",1917,"Straumbotn_0401021400-C","Troms","Harstad - Salangen","192",6822836.92553573
"Båtsfjord",2028,"Kjølnes fyr - Makkaur_0423000031-C","Finnmark","Varangerhalvøya","236",53582452.0610292
"Berlevåg",2024,"Kjølnes fyr - Makkaur_0423000031-C","Finnmark","Varangerhalvøya","236",129620303.275247
"Vågan",1865,"Pollan_0364000030-6-C","Nordland","Ofotfjorden","178",2146342.47369633
"Steigen",1848,"Dypingspollen_0364010500-C","Nordland","Nord-Salten","169",3807820.22991045
"Alstahaug",1820,"Trosundet_0361030500-C","Nordland","Vefsnfjorden - Leirfjorden","149",5832887.13861882
"Meløy",1837,"Bjerangsfjorden_0362040600-C","Nordland","Sør-Salten","159",8946020.48249995
"Sømna",1812,"Øysjøen_0360020100-2-C","Nordland","Bindalsfjorden-Velfjorden","146",167221.254996398
"Sortland",1870,"Olderfjorden-ytre_0365020602-C","Nordland","Vesterålen","185",1416191.47881584
"Tromsø",1902,"Sørfjorden_0402011500-C","Troms","Balsfjord - Karlsøy","197",811522.378029395
"Narvik",1805,"Rombaken_0364030502-C","Nordland","Ofotfjorden","174",24051916.1203948
"Måsøy",2018,"Akkarfjorden_0421021000-C","Finnmark","Måsøy og Magerøya","220",5391960.05496717
"Sortland",1870,"Melfjorden_0365020700-C","Nordland","Vesterålen","185",1115230.49482332
"Sørfold",1845,"Sagfjorden_0363031202-C","Nordland","Nord-Salten","167",11223427.9489853
"Hammerfest",2004,"Langstrandfjorden_0420021600-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",8041093.43613614
"Hadsel",1866,"Ingelsfjorden_0365010400-2-C","Nordland","Ofotfjorden","178",8620298.75089157
"Brønnøy",1813,"Storfjorden_0361020800-2-C","Nordland","Bindalsfjorden-Velfjorden","148",9595042.94194227
"Værøy",1857,"Moskenes - Flakstad_0363000031-3-C","Nordland","Lofoten","181",48570766.5639746
"Flakstad",1859,"Moskenes - Flakstad_0363000031-3-C","Nordland","Lofoten","181",211180625.670407
"Vestvågøy",1860,"Moskenes - Flakstad_0363000031-3-C","Nordland","Lofoten","181",106273396.966766
"Moskenes",1874,"Moskenes - Flakstad_0363000031-3-C","Nordland","Lofoten","181",187580572.643816
"Gildeskål",1838,"Sundsfjorden-indre_0363010800-1-C","Nordland","Sør-Salten","161",1012257.87432807
"Vågan",1865,"Hopen_0364050802-C","Nordland","Lofoten","179",450237.812828247
"Måsøy",2018,"Langfjorden_0421020300-C","Finnmark","Måsøy og Magerøya","219",13961583.5271886
"Vestvågøy",1860,"Høynesvøda_0363042603-4-C","Nordland","Lofoten","180",1360330.29496642
"Storfjord",1939,"Storfjorden-ytre_0403030402-C","Troms","Lyngen - Skjervøy","204",21868467.2667938
"Hamarøy",1849,"Stordjupet_0364012000-C","Nordland","Nord-Salten","170",13980164.0796639
"Gildeskål",1838,"Fleinværfjorden_0363010200-C","Nordland","Sør-Salten","161",117252597.009685
"Bodø",1804,"Fleinværfjorden_0363010200-C","Nordland","Sør-Salten","161",10264394.9612564
"Bodø",1804,"Hopen_0363011100-3-C","Nordland","Skjerstadfjorden","165",1456252.21581593
"Dønna",1827,"Skagapollen_0361050400-C","Nordland","Vefsnfjorden - Leirfjorden","154",372611.707841307
"Narvik",1805,"Trongskjomen-ytre_0364030302-C","Nordland","Ofotfjorden","173",4498037.33154215
"Vestvågøy",1860,"Lauvåspollen_0363042603-1-C","Nordland","Lofoten","180",603592.507735358
"Brønnøy",1813,"Trælvikosen_0360020500-2-C","Nordland","Bindalsfjorden-Velfjorden","146",1287891.49452196
"Lebesby",2022,"Kifjorden_0422020802-C","Finnmark","Laksefjorden/Norkinnhalvøya","230",6163426.07120201
"Bodø",1804,"Trongsmoget_0363020200-1-C","Nordland","Skjerstadfjorden","162",1072232.97264117
"Flakstad",1859,"Kilpollen_0363041000-C","Nordland","Lofoten","181",3193903.05727466
"Bindal",1811,"Sørfjorden-indre_0360010700-1-C","Nordland","Bindalsfjorden-Velfjorden","144",1833935.51792734
"Balsfjord",1933,"Aursfjorden_0402010800-C","Troms","Bardu - Målselv","196",4634266.03413988
"Målselv",1924,"Aursfjorden_0402010800-C","Troms","Bardu - Målselv","196",3658035.76027502
"Alstahaug",1820,"Rosøyvalen - Alstahaugfjorden_0361031100-C","Nordland","Vefsnfjorden - Leirfjorden","150",20158247.9536494
"Tysfjord",1850,"Tømmeråsfjorden_0364020700-1-C","Nordland","Ofotfjorden","171",10730251.094891
"Gildeskål",1838,"Saltfjorden-ytre_0363011100-1-C","Nordland","Skjerstadfjorden","161",128738431.782943
"Bodø",1804,"Saltfjorden-ytre_0363011100-1-C","Nordland","Skjerstadfjorden","161",115837927.451235
"Bodø",1804,"Ytre Sundan_0363020100-C","Nordland","Skjerstadfjorden","162",5163929.71693052
"Hamarøy",1849,"Røssviksundet_0364011000-2-C","Nordland","Nord-Salten","170",6056234.88765429
"Vega",1815,"Omnøyfjorden_0361010600-C","Nordland","Vefsnfjorden - Leirfjorden","154",27277306.1902073
"Herøy",1818,"Omnøyfjorden_0361010600-C","Nordland","Vefsnfjorden - Leirfjorden","154",67840413.8362644
"Alstahaug",1820,"Omnøyfjorden_0361010600-C","Nordland","Vefsnfjorden - Leirfjorden","154",18939382.786626
"Brønnøy",1813,"Dyrnesvågen_0361020300-2-C","Nordland","Bindalsfjorden-Velfjorden","148",1144718.50892563
"Tysfjord",1850,"Beisfjorden_0364020200-C","Nordland","Ofotfjorden","171",6258195.21985159
"Bindal",1811,"Osan_0360011000-C","Nordland","Bindalsfjorden-Velfjorden","144",5969768.89254873
"Hadsel",1866,"Myrlandsfjorden_0365010300-1-C","Nordland","Lofoten","179",1060018.64637618
"Værøy",1857,"Røsthavet-indre_0363050200-C","Nordland","Lofoten","183",24717325.7469394
"Røst",1856,"Røsthavet-indre_0363050200-C","Nordland","Lofoten","183",24208766.3327689
"Bø",1867,"Jørnfjorden-indre_0365020901-2-C","Nordland","Vesterålen","185",5582859.06526961
"Leirfjord",1822,"Leirfjorden - Leinesodden_0361040500-1-C","Nordland","Vefsnfjorden - Leirfjorden","150",541563.849081416
"Alstahaug",1820,"Leirfjorden - Leinesodden_0361040500-1-C","Nordland","Vefsnfjorden - Leirfjorden","150",1836258.4284648
"Hamarøy",1849,"Kallstadsjøen_0364011000-1-C","Nordland","Nord-Salten","170",1338215.60591727
"Vestvågøy",1860,"Ytterpollen_0363042602-C","Nordland","Lofoten","180",3624724.8249134
"Vågan",1865,"Husvågen_0364050500-C","Nordland","Lofoten","179",1434334.61536694
"Steigen",1848,"Straumfjorden_0364010702-C","Nordland","Nord-Salten","170",3692645.70816186
"Gildeskål",1838,"Alten_0363010600-2-C","Nordland","Sør-Salten","160",1397664.55351938
"Vega",1815,"Vegafjorden - Ylvingen_0361010100-C","Nordland","Bindalsfjorden-Velfjorden","147",135371852.13906
"Brønnøy",1813,"Vegafjorden - Ylvingen_0361010100-C","Nordland","Bindalsfjorden-Velfjorden","147",49644986.9766849
"Vevelstad",1816,"Vegafjorden - Ylvingen_0361010100-C","Nordland","Bindalsfjorden-Velfjorden","147",61580291.7978017
"Alstahaug",1820,"Vegafjorden - Ylvingen_0361010100-C","Nordland","Bindalsfjorden-Velfjorden","147",28364641.723096
"Lyngen",1938,"Lyngen-ytre_0403030100-2-C","Troms","Lyngen - Skjervøy","206",55030392.0543363
"Skjervøy",1941,"Lyngen-ytre_0403030100-2-C","Troms","Lyngen - Skjervøy","206",128930639.630471
"Skånland",1913,"Lavangsfjorden_0364040200-1-C","Troms","Harstad - Salangen","189",8239799.07055045
"Tjeldsund",1852,"Lavangsfjorden_0364040200-1-C","Troms","Harstad - Salangen","189",2987874.28453213
"Bindal",1811,"Terråkfjorden_0360010600-3-C","Nordland","Bindalsfjorden-Velfjorden","144",15453753.1267133
"Alta",2012,"Store Lerresfjorden_0420031300-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","213",12486255.6948892
"Tromsø",1902,"Røssholmdjupta_0402000030-C","Troms","Balsfjord - Karlsøy","197",729700976.852604
"Lenvik",1931,"Røssholmdjupta_0402000030-C","Troms","Balsfjord - Karlsøy","197",130497577.610302
"Karlsøy",1936,"Røssholmdjupta_0402000030-C","Troms","Balsfjord - Karlsøy","197",83125985.3360031
"Vevelstad",1816,"Visten-ytre_0361030202-5-C","Nordland","Vefsnfjorden - Leirfjorden","149",7553308.54673423
"Måsøy",2018,"Måsøyfjorden-øst_0421030100-C","Finnmark","Måsøy og Magerøya","220",153548654.231285
"Nordkapp",2019,"Måsøyfjorden-øst_0421030100-C","Finnmark","Måsøy og Magerøya","220",75286627.5414077
"Gildeskål",1838,"Gildeskål_0363010300-2-C","Nordland","Sør-Salten","160",41481267.8241533
"Måsøy",2018,"Indre Pollen_0421020501-C","Finnmark","Måsøy og Magerøya","218",219575.678020556
"Hasvik",2015,"Lille Kjerringfjorden_0420020700-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",1715335.65715943
"Øksnes",1868,"Strengelvågfjorden_0365011100-1-C","Nordland","Vesterålen","185",1471280.73350558
"Bindal",1811,"Selfjorden_0360011200-2-C","Nordland","Bindalsfjorden-Velfjorden","145",10150476.4195348
"Bindal",1811,"Bursvikbotn_0360010500-1-C","Nordland","Bindalsfjorden-Velfjorden","144",752638.027833442
"Hasvik",2015,"Smalfjorden_0420020600-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",1584703.37593353
"Lødingen",1851,"Erikstadfjorden_0364040502-C","Nordland","Ofotfjorden","177",2565604.55512217
"Lurøy",1834,"Aldersund_0362020400-C","Nordland","Rødøy - Lurøy","157",17483475.1649134
"Tranøy",1927,"Eidepollen_0401021600-C","Troms","Senja","194",9792446.5885586
"Rødøy",1836,"Sørfjorden-indre_0362030401-C","Nordland","Rødøy - Lurøy","159",9335339.69976275
"Sortland",1870,"Dalflaget_0365010800-1-C","Nordland","Vesterålen","178",1224432.12572106
"Gildeskål",1838,"Sundsfjorden-ytre_0363010800-2-C","Nordland","Sør-Salten","161",1392217.01201749
"Bø",1867,"Kvernfjorden_0365020901-1-C","Nordland","Vesterålen","185",415692.029539418
"Lyngen",1938,"Sørlenangen_0403020800-C","Troms","Balsfjord - Karlsøy","203",14525254.4755436
"Måsøy",2018,"Vesterbotnen_0421030601-C","Finnmark","Måsøy og Magerøya","220",1782335.3433408
"Karlsøy",1936,"Grunnfjorden_0403010800-C","Troms","Balsfjord - Karlsøy","200",6283535.65754064
"Sømna",1812,"Vegafjorden_0360000030-C","Nordland","Bindalsfjorden-Velfjorden","146",384831678.099781
"Vega",1815,"Vegafjorden_0360000030-C","Nordland","Bindalsfjorden-Velfjorden","146",562143988.829502
"Brønnøy",1813,"Vegafjorden_0360000030-C","Nordland","Bindalsfjorden-Velfjorden","146",700353540.234617
"Bindal",1811,"Vegafjorden_0360000030-C","Nordland","Bindalsfjorden-Velfjorden","146",167041596.626627
"Måsøy",2018,"Myrfjorden_0421020900-C","Finnmark","Måsøy og Magerøya","220",2699807.00546299
"Nordreisa",1942,"Reisafjorden-ytre_0403040402-C","Troms","Nordreisa - Kvænangen","208",84968665.8429014
"Sortland",1870,"Godfjorden-indre_0401010300-1-C","Nordland","Vesterålen","178",2337541.34414493
"Brønnøy",1813,"Urdstabbvika_0360020400-3-C","Nordland","Bindalsfjorden-Velfjorden","146",476617.306040496
"Hasvik",2015,"Ofjorden_0420040400-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",23805013.3710036
"Vardø",2002,"Blodskytodden - Vardø fyr_0424000030-C","Finnmark","Varangerhalvøya","238",37419676.7467152
"Hasvik",2015,"Trombak - Tarhalsen_0420000031-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",216918001.215887
"Hammerfest",2004,"Trombak - Tarhalsen_0420000031-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",266499058.735067
"Nesna",1828,"Alsøvågen_0362010102-C","Nordland","Ranfjorden","158",1270496.72172222
"Ballangen",1854,"Ballangen_0364030200-C","Nordland","Ofotfjorden","173",21898495.8893729
"Dønna",1827,"Ranfjorden - Løkta_0362010400-C","Nordland","Ranfjorden","153",20467388.4335524
"Leirfjord",1822,"Ranfjorden - Løkta_0362010400-C","Nordland","Ranfjorden","153",36051896.8225852
"Nesna",1828,"Ranfjorden - Løkta_0362010400-C","Nordland","Ranfjorden","153",18558300.179761
"Rana",1833,"Ranfjorden - Mo_0362011000-2-C","Nordland","Ranfjorden","156",14603019.9207789
"Lebesby",2022,"Oksefjorden_0422021000-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",53389103.2698456
"Vefsn",1824,"Stokkafjorden_0361030400-C","Nordland","Vefsnfjorden - Leirfjorden","149",3723457.88438552
"Vevelstad",1816,"Stokkafjorden_0361030400-C","Nordland","Vefsnfjorden - Leirfjorden","149",3562076.69805207
"Alstahaug",1820,"Stokkafjorden_0361030400-C","Nordland","Vefsnfjorden - Leirfjorden","149",8538072.83163351
"Brønnøy",1813,"Buåsvågen_0361020300-1-C","Nordland","Bindalsfjorden-Velfjorden","148",815585.585225145
