"Year","Municip_number","Species","SSB","Stock","Flim","Blim","Fmsy","MSYBtrigger","F","b_score","f_score","stock_score","Total_catch_new","Municip_name_new","catch_runmean","Seaarea","catch_per_area","max_catch_area","weighted_catch","weighted_catch_score","total_tons","catch_prop","fish_score"
2009,"1866","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.595,"Hadsel",1.282,617.87,0.00207487011830968,0.97305678170831,0.00213232172809793,0.00213232172809793,931.668033333333,0.00137602660403969,12.7155438381932
2010,"1866","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.641,"Hadsel",1.65633333333333,617.87,0.00268071492924617,1.21009149951068,0.00221529936399864,0.00221529936399864,1089.97476666667,0.00151960704411414,12.7635625238249
2011,"1866","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.733,"Hadsel",1.86033333333333,617.87,0.00301088146913321,1.56721313158273,0.00192116911762506,0.00192116911762506,826.626533333333,0.00225051248455772,7.33028075773168
2012,"1866","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.207,"Hadsel",1.356,617.87,0.00219463641219027,1.54848639141533,0.00141727846260524,0.00141727846260524,1299.43466666667,0.00104353072515638,11.4774380553325
2013,"1866","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.128,"Hadsel",0.989666666666667,617.87,0.00160173930870032,1.44277386549503,0.00111018042883023,0.00111018042883023,1838.03916666667,0.000538436114210479,13.8111017949757
2015,"1866","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.634,"Hadsel",0.281666666666667,617.87,0.000455867199680624,0.796502213918602,0.000572336387412993,0.000572336387412993,2350.88306666667,0.000119813133481813,19.1693298893088
2016,"1866","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.083,"Hadsel",0.281666666666667,617.87,0.000455867199680624,0.738784295207397,0.000617050474188341,0.000617050474188341,1708.5667,0.000164855528711093,0.478020758336263
1994,"1867","Atlantic cod",591364,"cod.27.1-2",0.74,220000,0.4,460000,0.797,1,0,0.5,4360.2427,"Bo",4272.4962,1579.07,2.70570411698025,11.5957758976268,0.233335323213171,0.116667661606586,7013.11973333333,0.609214780647882,8.55025081980106
1995,"1867","Atlantic cod",523318,"cod.27.1-2",0.74,220000,0.4,460000,0.782,1,0,0.5,4562.1405,"Bo",4272.4962,1579.07,2.70570411698025,11.5957758976268,0.233335323213171,0.116667661606586,7013.11973333333,0.609214780647882,12.253353883459
1996,"1867","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,3895.1054,"Bo",3917.83676666667,1579.07,2.48110391981778,11.203589232838,0.221456166256578,0.110728083128289,7050.0365,0.555718650061835,12.1964331580831
1997,"1867","Atlantic cod",544203,"cod.27.1-2",0.74,220000,0.4,460000,0.947,1,0,0.5,3296.2644,"Bo",3019.19603333333,1579.07,1.91200898841301,11.0830323623589,0.172516773920712,0.086258386960356,7092.69776666667,0.425676679404352,12.4402163200918
1998,"1867","Atlantic cod",377854,"cod.27.1-2",0.74,220000,0.4,460000,0.96,0.657725,0,0.3288625,1866.2183,"Bo",2110.53656666667,1579.07,1.33656935200255,10.2268746645112,0.130691867833351,0.0429796543853454,7009.76356666667,0.301085271506566,12.0016022891815
1999,"1867","Atlantic cod",283058,"cod.27.1-2",0.74,220000,0.4,460000,0.96,0.262741666666667,0,0.131370833333333,1169.127,"Bo",1338.2593,1579.07,0.847498400957526,8.22380253054373,0.1030543228403,0.0135383322701325,9255.14646666667,0.144596231385411,14.1984424693369
2000,"1867","Atlantic cod",239037,"cod.27.1-2",0.74,220000,0.4,460000,0.823,0.0793208333333333,0,0.0396604166666666,979.4326,"Bo",1122.05353333333,1579.07,0.710578716164156,5.91757457435674,0.120079385098649,0.00476239844608953,10907.2370666667,0.102872388898781,13.7103171938559
2001,"1867","Atlantic cod",363501,"cod.27.1-2",0.74,220000,0.4,460000,0.707,0.597920833333333,0.0970588235294119,0.347489828431373,1217.601,"Bo",1249.96123333333,1579.07,0.791580635015125,5.57334966477031,0.142029602057589,0.0493538420511678,10739.9572666667,0.116384190578933,13.0594070295572
2002,"1867","Atlantic cod",505998,"cod.27.1-2",0.74,220000,0.4,460000,0.655,1,0.25,0.625,1552.8501,"Bo",1353.0532,1579.07,0.856867143318536,6.76454968595219,0.126670241641949,0.0791689010262183,7411.729,0.182555676280123,5.42509832681016
2003,"1867","Atlantic cod",595218,"cod.27.1-2",0.74,220000,0.4,460000,0.576,1,0.482352941176471,0.741176470588235,1288.7085,"Bo",1512.67336666667,1579.07,0.957952064611871,7.56612998527849,0.126610574557372,0.0938407787895817,3806.56276666667,0.397385636173625,5.40314121917394
2004,"1867","Atlantic cod",709114,"cod.27.1-2",0.74,220000,0.4,460000,0.72,1,0.0588235294117647,0.529411764705882,1696.4615,"Bo",1454.03436666667,1579.07,0.92081691544179,6.83531205252798,0.1347146857913,0.0713195395365703,4690.44353333333,0.309999332969975,4.44951058826309
2005,"1867","Atlantic cod",615647,"cod.27.1-2",0.74,220000,0.4,460000,0.72,1,0.0588235294117647,0.529411764705882,1376.9331,"Bo",1430.28486666667,1579.07,0.905776733562582,5.5205201154918,0.164074528235261,0.0868629855363143,7135.92613333333,0.200434371088221,6.72835416313228
2006,"1867","Atlantic cod",602187,"cod.27.1-2",0.74,220000,0.4,460000,0.659,1,0.238235294117647,0.619117647058824,1217.46,"Bo",1331.95543333333,1579.07,0.843506262124753,4.59229792817479,0.183678471065575,0.113718582821481,7940.47646666667,0.167742507508806,9.88471136332241
2007,"1867","Atlantic cod",653169,"cod.27.1-2",0.74,220000,0.4,460000,0.453,1,0.844117647058824,0.922058823529412,1401.4732,"Bo",1231.75946666667,1579.07,0.780053744714716,4.60993545856511,0.169211424265258,0.15602288678576,8095.12066666667,0.152160729578583,16.5489429621849
2008,"1867","Atlantic cod",688680,"cod.27.1-2",0.74,220000,0.4,460000,0.319,1,1,1,1076.3452,"Bo",1557.0259,1579.07,0.986039820907243,5.03458199614891,0.195853364124667,0.195853364124667,8112.5323,0.19192846850052,4.61877505499731
2009,"1867","Atlantic cod",1099774,"cod.27.1-2",0.74,220000,0.4,460000,0.272,1,1,1,2193.2593,"Bo",1659.32176666667,1579.07,1.05082217170022,6.00892485914991,0.174876903328241,0.174876903328241,9810.77033333333,0.169132668515225,14.4727439809109
2010,"1867","Atlantic cod",1398250,"cod.27.1-2",0.74,220000,0.4,460000,0.277,1,1,1,1708.3608,"Bo",2192.92483333333,1579.07,1.38874453528554,7.75275763086578,0.179129104946681,0.179129104946681,10502.2758,0.208804727193827,14.5402339229535
2011,"1867","Atlantic cod",2012786,"cod.27.1-2",0.74,220000,0.4,460000,0.268,1,1,1,2677.1544,"Bo",2502.03766666667,1579.07,1.58450079266066,9.82878396448438,0.161210257381395,0.161210257381395,12474.2239,0.200576619974463,15.3023477454604
2012,"1867","Atlantic cod",2334475,"cod.27.1-2",0.74,220000,0.4,460000,0.243,1,1,1,3120.5978,"Bo",3259.0567,1579.07,2.06390894640516,12.3516945023891,0.167095206735072,0.167095206735072,12818.7705,0.254240974202635,15.6067180942878
2013,"1867","Atlantic cod",2645872,"cod.27.1-2",0.74,220000,0.4,460000,0.271,1,1,1,3979.4179,"Bo",3804.97073333333,1579.07,2.40962765003029,15.1046429271858,0.159528938330171,0.159528938330171,4217.9419,0.90209178398909,14.7181371427611
2014,"1867","Atlantic cod",2507946,"cod.27.1-2",0.74,220000,0.4,460000,0.299,1,1,1,4314.8965,"Bo",3871.19716666667,1579.07,2.45156780045639,16.0594070924262,0.152656183777331,0.152656183777331,4149.89296666667,0.932842653475987,14.403909654243
2015,"1867","Atlantic cod",2071319,"cod.27.1-2",0.74,220000,0.4,460000,0.318,1,1,1,3319.2771,"Bo",3508.151,1579.07,2.2216564180182,15.2378587665811,0.14579846499763,0.14579846499763,3868.42723333333,0.906867517054756,13.5469343106045
2016,"1867","Atlantic cod",1700333,"cod.27.1-2",0.74,220000,0.4,460000,0.33,1,1,1,2890.2794,"Bo",2887.35206666667,1579.07,1.8285142942787,436.358408912776,0.00419039545687821,0.00419039545687821,3252.10996666667,0.887839616821485,0.377523942532261
2017,"1867","Atlantic cod",1821497,"cod.27.1-2",0.74,220000,0.4,460000,0.387,1,1,1,2452.4997,"Bo",36246063.5930333,1579.07,22954.0575104545,81419.3973665936,0.281923696967481,0.281923696967481,47536283.8465,0.762492577460955,24.5978285939255
2018,"1867","Atlantic cod",1525907,"cod.27.1-2",0.74,220000,0.4,460000,0.422,1,0.935294117647059,0.96764705882353,108732848,"Bo",36246063.5930333,1579.07,22954.0575104545,81419.3973665936,0.281923696967481,0.272802636183239,47536283.8465,0.762492577460955,23.905702209872
1994,"1867","Atlantic herring",3452000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.126,1,1,1,81.393,"Bo",717.002333333333,1579.07,0.454066211968648,38.131266356499,0.0119079761926464,0.0119079761926464,7013.11973333333,0.102237286770597,8.55025081980106
1995,"1867","Atlantic herring",3524000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.216,1,0.559701492537313,0.779850746268657,751.314,"Bo",717.002333333333,1579.07,0.454066211968648,22.605836377964,0.0200862381013811,0.015664267773092,7013.11973333333,0.102237286770597,12.253353883459
1996,"1867","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,1318.3,"Bo",1036.12633333333,1579.07,0.656162382499404,36.0142615024176,0.0182195151344518,0.0160440506407859,7050.0365,0.146967513336042,12.1964331580831
1997,"1867","Atlantic herring",5373000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.194,1,0.723880597014925,0.861940298507463,1038.765,"Bo",1514.29133333333,1579.07,0.958976697254291,31.2298894355393,0.0307070154453696,0.0264676140592551,7092.69776666667,0.213500050777576,12.4402163200918
1998,"1867","Atlantic herring",5941000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.19,1,0.753731343283582,0.876865671641791,2185.809,"Bo",2455.804,1579.07,1.55522174444451,29.2191136978058,0.0532261779234359,0.0466722082537591,7009.76356666667,0.350340489610522,12.0016022891815
1999,"1867","Atlantic herring",5816000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.214,1,0.574626865671642,0.787313432835821,4142.838,"Bo",5566.45133333333,1579.07,3.52514539148571,30.9546636847825,0.113880913951544,0.089659973297671,9255.14646666667,0.601443894311285,14.1984424693369
2000,"1867","Atlantic herring",4842000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.257,1,0.253731343283582,0.626865671641791,10370.707,"Bo",7570.29366666667,1579.07,4.79414697680702,26.1871796944467,0.183072290821133,0.114761734544591,10907.2370666667,0.694061531843115,13.7103171938559
2001,"1867","Atlantic herring",4018000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.203,1,0.656716417910448,0.828358208955224,8197.336,"Bo",7252.82066666667,1579.07,4.59309635840505,27.4132814416089,0.167550038407058,0.138791449725249,10739.9572666667,0.675311873835575,13.0594070295572
2002,"1867","Atlantic herring",3552000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.225,1,0.492537313432836,0.746268656716418,3190.419,"Bo",4116.40833333333,1579.07,2.60685614528383,42.9492777756264,0.060696157893561,0.0452956402190753,7411.729,0.555391101500518,5.42509832681016
2003,"1867","Atlantic herring",4192000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.151,1,1,1,961.47,"Bo",1723.80733333333,1579.07,1.09165985886207,54.7452458402716,0.0199407243881446,0.0199407243881446,3806.56276666667,0.452851414517155,5.40314121917394
2004,"1867","Atlantic herring",5292000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.127,1,1,1,1019.533,"Bo",2697.87166666667,1579.07,1.70851936055189,60.2129968116279,0.0283745943736511,0.0283745943736511,4690.44353333333,0.575184766108757,4.44951058826309
2005,"1867","Atlantic herring",5425000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.171,1,0.895522388059701,0.947761194029851,6112.612,"Bo",4607.826,1579.07,2.91806316376095,50.8471969432934,0.0573888697741839,0.0543909437412041,7135.92613333333,0.645722210951137,6.72835416313228
2006,"1867","Atlantic herring",5396000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.175,1,0.865671641791045,0.932835820895522,6691.333,"Bo",5321.059,1579.07,3.36974231668007,33.8436710167938,0.0995678723802731,0.0928804779666726,7940.47646666667,0.670118351504129,9.88471136332241
2007,"1867","Atlantic herring",6952000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.153,1,1,1,3159.232,"Bo",5700.969,1579.07,3.61033329744723,19.792313054254,0.182410882828638,0.182410882828638,8095.12066666667,0.704247562791117,16.5489429621849
2008,"1867","Atlantic herring",7050000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.198,1,0.694029850746269,0.847014925373134,7252.342,"Bo",5948.546,1579.07,3.76711988702211,594.942420392954,0.00633190668188354,0.00536321946562523,8112.5323,0.733253906428206,4.61877505499731
2009,"1867","Atlantic herring",7030000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.205,1,0.641791044776119,0.82089552238806,7434.064,"Bo",7098.161,1579.07,4.49515284312918,23.8596516025765,0.188399768697535,0.154656526542753,9810.77033333333,0.723506998821805,14.4727439809109
2010,"1867","Atlantic herring",6231000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.213,1,0.582089552238806,0.791044776119403,6608.077,"Bo",7876.02833333333,1579.07,4.98776389478195,27.8352037589229,0.179189056346787,0.141746566960892,10502.2758,0.749935393368105,14.5402339229535
2011,"1867","Atlantic herring",5878000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.159,1,0.985074626865672,0.992537313432836,9585.944,"Bo",8934.133,1579.07,5.65784480738663,34.5000193625837,0.16399540962353,0.162771563283056,12474.2239,0.716207522938561,15.3023477454604
2012,"1867","Atlantic herring",5692000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.141,1,1,1,10608.378,"Bo",8934.133,1579.07,5.65784480738663,35.2280041048678,0.160606453619802,0.160606453619802,12818.7705,0.696957091165646,15.6067180942878
1994,"1867","Haddock",165211,"had.27.1-2",0.77,50000,0.35,80000,0.348,1,1,1,342.539,"Bo",382.206966666667,1579.07,0.242045613346252,3.0420937661597,0.0795654677179156,0.0795654677179156,7013.11973333333,0.0544988508965615,8.55025081980106
1995,"1867","Haddock",208941,"had.27.1-2",0.77,50000,0.35,80000,0.328,1,1,1,455.7999,"Bo",382.206966666667,1579.07,0.242045613346252,3.0420937661597,0.0795654677179156,0.0795654677179156,7013.11973333333,0.0544988508965615,12.253353883459
1996,"1867","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,348.282,"Bo",394.1751,1579.07,0.249624842470568,2.61231849177698,0.0955568179210667,0.0908927351415861,7050.0365,0.0559110722334558,12.1964331580831
1997,"1867","Haddock",220527,"had.27.1-2",0.77,50000,0.35,80000,0.465,1,0.726190476190476,0.863095238095238,378.4434,"Bo",336.735566666667,1579.07,0.213249296526859,2.6493601360919,0.0804908678219281,0.0694712847272594,7092.69776666667,0.0474763732707197,12.4402163200918
1998,"1867","Haddock",160426,"had.27.1-2",0.77,50000,0.35,80000,0.46,1,0.738095238095238,0.869047619047619,283.4813,"Bo",281.1362,1579.07,0.178039098963314,2.34939648463163,0.0757807803527164,0.0658571067350987,7009.76356666667,0.0401063741060938,12.0016022891815
1999,"1867","Haddock",115023,"had.27.1-2",0.77,50000,0.35,80000,0.466,1,0.723809523809524,0.861904761904762,181.4839,"Bo",232.690266666667,1579.07,0.147359057335436,1.7754590042148,0.0829977245239776,0.0715361339944759,9255.14646666667,0.0251417162877674,14.1984424693369
2000,"1867","Haddock",93447,"had.27.1-2",0.77,50000,0.35,80000,0.368,1,0.957142857142857,0.978571428571429,233.1056,"Bo",242.150466666667,1579.07,0.153350052034848,1.20286907324863,0.127486902311562,0.124755040119171,10907.2370666667,0.0222008988331882,13.7103171938559
2001,"1867","Haddock",93381,"had.27.1-2",0.77,50000,0.35,80000,0.365,1,0.964285714285714,0.982142857142857,311.8619,"Bo",263.767166666667,1579.07,0.167039565482636,1.28294465467163,0.130200133633504,0.127875131247191,10739.9572666667,0.0245594242246488,13.0594070295572
2002,"1867","Haddock",107449,"had.27.1-2",0.77,50000,0.35,80000,0.341,1,1,1,246.334,"Bo",233.4517,1579.07,0.147841260995396,2.12846094365428,0.0694592312986362,0.0694592312986362,7411.729,0.0314976033257557,5.42509832681016
2003,"1867","Haddock",139684,"had.27.1-2",0.77,50000,0.35,80000,0.407,1,0.864285714285714,0.932142857142857,142.1592,"Bo",196.113466666667,1579.07,0.124195549701195,2.95863591550317,0.0419773007724317,0.0391288410771596,3806.56276666667,0.0515198300114724,5.40314121917394
2004,"1867","Haddock",159778,"had.27.1-2",0.77,50000,0.35,80000,0.417,1,0.84047619047619,0.920238095238095,199.8472,"Bo",167.858033333333,1579.07,0.106301831668851,3.4087808031162,0.0311847073216541,0.0286973556662364,4690.44353333333,0.0357872410445676,4.44951058826309
2005,"1867","Haddock",174816,"had.27.1-2",0.77,50000,0.35,80000,0.436,1,0.795238095238095,0.897619047619048,161.5677,"Bo",214.183166666667,1579.07,0.13563880427509,3.08364587108965,0.0439865049183355,0.0394831246528869,7135.92613333333,0.0300147679032402,6.72835416313228
2006,"1867","Haddock",172205,"had.27.1-2",0.77,50000,0.35,80000,0.389,1,0.907142857142857,0.953571428571429,281.1346,"Bo",196.882166666667,1579.07,0.124682355225966,2.76571598064943,0.0450814024644313,0.0429883373500113,7940.47646666667,0.0247947547597627,9.88471136332241
2007,"1867","Haddock",179156,"had.27.1-2",0.77,50000,0.35,80000,0.355,1,0.988095238095238,0.994047619047619,147.9442,"Bo",208.870566666667,1579.07,0.13227441890902,2.34137256607658,0.0564943917194142,0.0561581155782272,8095.12066666667,0.0258020325165423,16.5489429621849
2008,"1867","Haddock",198050,"had.27.1-2",0.77,50000,0.35,80000,0.291,1,1,1,197.5329,"Bo",191.2633,1579.07,0.121124016034755,1.98159154065117,0.061124612994135,0.061124612994135,8112.5323,0.0235762759305131,4.61877505499731
2009,"1867","Haddock",211140,"had.27.1-2",0.77,50000,0.35,80000,0.259,1,1,1,228.3128,"Bo",236.4974,1579.07,0.149770054525765,2.09316503076083,0.0715519571198485,0.0715519571198485,9810.77033333333,0.0241058950484724,14.4727439809109
2010,"1867","Haddock",311541,"had.27.1-2",0.77,50000,0.35,80000,0.241,1,1,1,283.6465,"Bo",253.0911,1579.07,0.160278581696822,3.04667268059472,0.0526077457278852,0.0526077457278852,10502.2758,0.0240986910665591,14.5402339229535
2011,"1867","Haddock",432296,"had.27.1-2",0.77,50000,0.35,80000,0.232,1,1,1,247.314,"Bo",262.231733333333,1579.07,0.166067199891919,4.06676078562143,0.040835251603456,0.040835251603456,12474.2239,0.0210218876489249,15.3023477454604
2012,"1867","Haddock",565427,"had.27.1-2",0.77,50000,0.35,80000,0.206,1,1,1,255.7347,"Bo",212.455933333333,1579.07,0.134544974784736,4.30105253746635,0.0312818719633668,0.0312818719633668,12818.7705,0.0165738151980592,15.6067180942878
2013,"1867","Haddock",604134,"had.27.1-2",0.77,50000,0.35,80000,0.164,1,1,1,134.3191,"Bo",167.266733333333,1579.07,0.105927370751983,3.93205063333962,0.0269394727152878,0.0269394727152878,4217.9419,0.0396560069576428,14.7181371427611
2014,"1867","Haddock",596585,"had.27.1-2",0.77,50000,0.35,80000,0.168,1,1,1,111.7464,"Bo",115.095266666667,1579.07,0.0728880079202737,3.40508696639748,0.0214056230103832,0.0214056230103832,4149.89296666667,0.0277345145022174,14.403909654243
2015,"1867","Haddock",555089,"had.27.1-2",0.77,50000,0.35,80000,0.201,1,1,1,99.2203,"Bo",133.4026,1579.07,0.0844817519172677,3.1317300731204,0.026976064330184,0.026976064330184,3868.42723333333,0.0344849707525841,13.5469343106045
2016,"1867","Haddock",526338,"had.27.1-2",0.77,50000,0.35,80000,0.255,1,1,1,189.2411,"Bo",130.672066666667,1579.07,0.08275254844096,90.8430075019595,0.000910940211211909,0.000910940211211909,3252.10996666667,0.0401807036065888,0.377523942532261
2017,"1867","Haddock",388448,"had.27.1-2",0.77,50000,0.35,80000,0.383,1,0.921428571428571,0.960714285714286,103.5548,"Bo",3138035.93196667,1579.07,1987.26841239886,23325.4177187032,0.0851975487155108,0.0818505021588301,47536283.8465,0.0660134886037734,24.5978285939255
2018,"1867","Haddock",279971,"had.27.1-2",0.77,50000,0.35,80000,0.378,1,0.933333333333333,0.966666666666667,9413815,"Bo",3138035.93196667,1579.07,1987.26841239886,23325.4177187032,0.0851975487155108,0.0823576304249938,47536283.8465,0.0660134886037734,23.905702209872
1994,"1867","Saithe",147869,"pok.27.1-2",0.58,136000,NA,220000,0.477,0.141297619047619,NA,0.141297619047619,1760.5733,"Bo",1641.41423333333,1579.07,1.0394816147057,3.87417625720179,0.268310357014188,0.0379116146119213,7013.11973333333,0.234049081684959,8.55025081980106
1995,"1867","Saithe",196889,"pok.27.1-2",0.58,136000,NA,220000,0.372,0.724869047619048,NA,0.724869047619048,1303.3749,"Bo",1641.41423333333,1579.07,1.0394816147057,3.87417625720179,0.268310357014188,0.194489872955201,7013.11973333333,0.234049081684959,12.253353883459
1996,"1867","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,1860.2945,"Bo",1701.8983,1579.07,1.07778521534827,4.90991455058444,0.219512010696802,0.219512010696802,7050.0365,0.241402764368667,12.1964331580831
1997,"1867","Saithe",245371,"pok.27.1-2",0.58,136000,NA,220000,0.255,1,NA,1,1942.0255,"Bo",2222.47483333333,1579.07,1.40745808186675,5.60136145292458,0.251270712253695,0.251270712253695,7092.69776666667,0.313346896547352,12.4402163200918
1998,"1867","Saithe",294112,"pok.27.1-2",0.58,136000,NA,220000,0.254,1,NA,1,2865.1045,"Bo",2162.2868,1579.07,1.36934195444154,4.79545264006449,0.285550094479324,0.285550094479324,7009.76356666667,0.308467864776818,12.0016022891815
1999,"1867","Saithe",310104,"pok.27.1-2",0.58,136000,NA,220000,0.254,1,NA,1,1679.7304,"Bo",2117.74556666667,1579.07,1.34113469742739,3.64016136757,0.368427265168925,0.368427265168925,9255.14646666667,0.228818158015536,14.1984424693369
2000,"1867","Saithe",370374,"pok.27.1-2",0.58,136000,NA,220000,0.225,1,NA,1,1808.4018,"Bo",1567.0134,1579.07,0.992364746338034,2.67068724676428,0.371576547400056,0.371576547400056,10907.2370666667,0.143667309184001,13.7103171938559
2001,"1867","Saithe",376555,"pok.27.1-2",0.58,136000,NA,220000,0.196,1,NA,1,1212.908,"Bo",1212.2402,1579.07,0.767692502548969,3.50192735906863,0.219219996257474,0.219219996257474,10739.9572666667,0.112871976107614,13.0594070295572
2002,"1867","Saithe",452970,"pok.27.1-2",0.58,136000,NA,220000,0.188,1,NA,1,615.4108,"Bo",697.518766666667,1579.07,0.441727578046994,4.41959512867647,0.0999475212516304,0.0999475212516304,7411.729,0.0941101282395331,5.42509832681016
2003,"1867","Saithe",442949,"pok.27.1-2",0.58,136000,NA,220000,0.182,1,NA,1,264.2375,"Bo",373.9686,1579.07,0.236828386328662,4.08594623161765,0.05796169917657,0.05796169917657,3806.56276666667,0.0982431192977482,5.40314121917394
2004,"1867","Saithe",525691,"pok.27.1-2",0.58,136000,NA,220000,0.176,1,NA,1,242.2575,"Bo",370.679466666667,1579.07,0.234745430327133,3.68199950980392,0.0637548782127987,0.0637548782127987,4690.44353333333,0.0790286598766999,4.44951058826309
2005,"1867","Saithe",611511,"pok.27.1-2",0.58,136000,NA,220000,0.207,1,NA,1,605.5434,"Bo",883.6321,1579.07,0.559590201827658,5.10760297181373,0.109560238905755,0.109560238905755,7135.92613333333,0.123828650057402,6.72835416313228
2006,"1867","Saithe",543695,"pok.27.1-2",0.58,136000,NA,220000,0.247,1,NA,1,1803.0954,"Bo",1090.57986666667,1579.07,0.690646941976395,5.76114172794118,0.119880220725486,0.119880220725486,7940.47646666667,0.137344386227302,9.88471136332241
2007,"1867","Saithe",552527,"pok.27.1-2",0.58,136000,NA,220000,0.261,1,NA,1,863.1008,"Bo",953.521633333333,1579.07,0.60385013541726,6.00866320465686,0.10049658548831,0.10049658548831,8095.12066666667,0.117789675113758,16.5489429621849
2008,"1867","Saithe",477066,"pok.27.1-2",0.58,136000,NA,220000,0.329,1,NA,1,194.3687,"Bo",415.6971,1579.07,0.263254383909516,4.18380309436275,0.0629222690389577,0.0629222690389577,8112.5323,0.0512413491407609,4.61877505499731
2009,"1867","Saithe",368792,"pok.27.1-2",0.58,136000,NA,220000,0.342,1,NA,1,189.6218,"Bo",169.469166666667,1579.07,0.107322136869592,4.76477832751438,0.022524056628166,0.022524056628166,9810.77033333333,0.0172737879808351,14.4727439809109
2010,"1867","Saithe",333601,"pok.27.1-2",0.58,136000,NA,220000,0.377,1,NA,1,124.417,"Bo",180.231533333333,1579.07,0.114137773077402,4.54685458435423,0.0251025782680958,0.0251025782680958,10502.2758,0.0171611883715083,14.5402339229535
2011,"1867","Saithe",298212,"pok.27.1-2",0.58,136000,NA,220000,0.373,1,NA,1,226.6558,"Bo",248.8925,1579.07,0.157619674871918,4.71129523039789,0.0334556989455757,0.0334556989455757,12474.2239,0.0199525439013484,15.3023477454604
2012,"1867","Saithe",307997,"pok.27.1-2",0.58,136000,NA,220000,0.351,1,NA,1,395.6047,"Bo",270.623866666667,1579.07,0.171381804902041,4.05625313853484,0.042251259733742,0.042251259733742,12818.7705,0.0211115306781307,15.6067180942878
2013,"1867","Saithe",331872,"pok.27.1-2",0.58,136000,NA,220000,0.289,1,NA,1,189.6111,"Bo",245.704433333333,1579.07,0.155600722788308,4.11384032882258,0.0378237146682944,0.0378237146682944,4217.9419,0.0582522090532668,14.7181371427611
2014,"1867","Saithe",360463,"pok.27.1-2",0.58,136000,NA,220000,0.261,1,NA,1,151.8975,"Bo",163.600533333333,1579.07,0.103605624407615,3.9227229315402,0.0264116600167161,0.0264116600167161,4149.89296666667,0.0394228320217962,14.403909654243
2015,"1867","Saithe",372942,"pok.27.1-2",0.58,136000,NA,220000,0.247,1,NA,1,149.293,"Bo",226.873633333333,1579.07,0.143675475649169,3.63326718290938,0.0395444288614412,0.0395444288614412,3868.42723333333,0.0586475121926597,13.5469343106045
2016,"1867","Saithe",413202,"pok.27.1-2",0.58,136000,NA,220000,0.241,1,NA,1,379.4304,"Bo",234.085833333333,1579.07,0.148242847583282,585.064609786138,0.000253378592900142,0.000253378592900142,3252.10996666667,0.0719796795719259,0.377523942532261
2017,"1867","Saithe",431671,"pok.27.1-2",0.58,136000,NA,220000,0.22,1,NA,1,173.5341,"Bo",8152184.3215,1579.07,5162.64910453621,34570.5528671463,0.149336608077289,0.149336608077289,47536283.8465,0.171493933935272,24.5978285939255
2018,"1867","Saithe",494841,"pok.27.1-2",0.58,136000,NA,220000,0.231,1,NA,1,24456000,"Bo",8152184.3215,1579.07,5162.64910453621,34570.5528671463,0.149336608077289,0.149336608077289,47536283.8465,0.171493933935272,23.905702209872
2011,"1867","Atlantic mackerel",3990908,"mac.27.nea",0.46,1990000,0.23,2500000,0.297,1,0.708695652173913,0.854347826086957,13.449,"Bo",13.449,1579.07,0.00851703851000906,3.43718261498148,0.00247791271632943,0.00211699934242928,12474.2239,0.00107814322620905,15.3023477454604
2012,"1867","Atlantic mackerel",3653725,"mac.27.nea",0.46,1990000,0.23,2500000,0.283,1,0.769565217391305,0.884782608695652,142.501,"Bo",142.501,1579.07,0.0902436244118374,3.72201009436032,0.0242459375778095,0.0214523839003662,12818.7705,0.0111165887555285,15.6067180942878
