"Year","Municip_number","Species","SSB","Stock","Flim","Blim","Fmsy","MSYBtrigger","F","b_score","f_score","stock_score","Total_catch_new","Municip_name_new","catch_runmean","Seaarea","catch_per_area","max_catch_area","weighted_catch","weighted_catch_score","total_tons","catch_prop","fish_score"
2017,"1818","Haddock",388448,"had.27.1-2",0.77,50000,0.35,80000,0.383,1,0.921428571428571,0.960714285714286,11.6758,"Heroy",2250930.39836667,2197.73,1024.20697645601,23325.4177187032,0.0439094805849826,0.0421844652762869,14490787.9519,0.155335265814274,5.18198120800995
2018,"1818","Haddock",279971,"had.27.1-2",0.77,50000,0.35,80000,0.378,1,0.933333333333333,0.966666666666667,6752764,"Heroy",2250930.39836667,2197.73,1024.20697645601,23325.4177187032,0.0439094805849826,0.0424458312321499,14490787.9519,0.155335265814274,5.13029945752654
1994,"1818","Saithe",147869,"pok.27.1-2",0.58,136000,NA,220000,0.477,0.141297619047619,NA,0.141297619047619,415.9108,"Heroy",566.749433333333,2197.73,0.257879463507043,3.87417625720179,0.0665636889978005,0.0094052907704154,1928.1389,0.29393599876717,2.12199980111694
1995,"1818","Saithe",196889,"pok.27.1-2",0.58,136000,NA,220000,0.372,0.724869047619048,NA,0.724869047619048,605.9398,"Heroy",566.749433333333,2197.73,0.257879463507043,3.87417625720179,0.0665636889978005,0.0482499578498462,1928.1389,0.29393599876717,3.26378440259401
1996,"1818","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,678.3977,"Heroy",530.904666666667,2197.73,0.241569558893343,4.90991455058444,0.0492003590703199,0.0492003590703199,1483.32633333333,0.357914947463797,3.26680612801182
1997,"1818","Saithe",245371,"pok.27.1-2",0.58,136000,NA,220000,0.255,1,NA,1,308.3765,"Heroy",432.974166666667,2197.73,0.197009717602557,5.60136145292458,0.0351717558772598,0.0351717558772598,1138.2035,0.38040136642232,2.87221022171476
1998,"1818","Saithe",294112,"pok.27.1-2",0.58,136000,NA,220000,0.254,1,NA,1,312.1483,"Heroy",280.836466666667,2197.73,0.127784790063687,4.79545264006449,0.0266470758143007,0.0266470758143007,719.593233333333,0.390271133270338,2.03890836721914
1999,"1818","Saithe",310104,"pok.27.1-2",0.58,136000,NA,220000,0.254,1,NA,1,221.9846,"Heroy",325.518133333333,2197.73,0.148115616264661,3.64016136757,0.0406892995415574,0.0406892995415574,807.344866666667,0.403195891586355,2.41388173584395
2000,"1818","Saithe",370374,"pok.27.1-2",0.58,136000,NA,220000,0.225,1,NA,1,442.4215,"Heroy",381.263833333333,2197.73,0.173480743009075,2.67068724676428,0.0649573413057849,0.0649573413057849,867.942866666667,0.439272961361589,3.57034713836228
2001,"1818","Saithe",376555,"pok.27.1-2",0.58,136000,NA,220000,0.196,1,NA,1,479.3854,"Heroy",480.310066666667,2197.73,0.218548259643663,3.50192735906863,0.0624079934375874,0.0624079934375874,1013.8202,0.473762573153175,4.05555997252774
2002,"1818","Saithe",452970,"pok.27.1-2",0.58,136000,NA,220000,0.188,1,NA,1,519.1233,"Heroy",479.631433333333,2197.73,0.2182394713333,4.41959512867647,0.0493799692006303,0.0493799692006303,1061.4771,0.451852831618632,3.40382585215332
2003,"1818","Saithe",442949,"pok.27.1-2",0.58,136000,NA,220000,0.182,1,NA,1,440.3856,"Heroy",487.8618,2197.73,0.221984411187908,4.08594623161765,0.0543287646494611,0.0543287646494611,1054.6985,0.462560437888174,3.55123516631263
2004,"1818","Saithe",525691,"pok.27.1-2",0.58,136000,NA,220000,0.176,1,NA,1,504.0765,"Heroy",460.448766666667,2197.73,0.209511071272025,3.68199950980392,0.05690143920828,0.05690143920828,952.509066666667,0.483406177201043,3.478756140737
2005,"1818","Saithe",611511,"pok.27.1-2",0.58,136000,NA,220000,0.207,1,NA,1,436.8842,"Heroy",470.1702,2197.73,0.213934468747298,5.10760297181373,0.0418854930439767,0.0418854930439767,831.1935,0.565656733359922,2.91906721054337
2006,"1818","Saithe",543695,"pok.27.1-2",0.58,136000,NA,220000,0.247,1,NA,1,469.5499,"Heroy",424.960166666667,2197.73,0.193363227815367,5.76114172794118,0.0335633520136412,0.0335633520136412,1148.2886,0.370081325083839,1.7834010632114
2007,"1818","Saithe",552527,"pok.27.1-2",0.58,136000,NA,220000,0.261,1,NA,1,368.4464,"Heroy",405.623466666667,2197.73,0.184564740285052,6.00866320465686,0.0307164395804394,0.0307164395804394,674.5124,0.601358057563755,2.58389502658777
2008,"1818","Saithe",477066,"pok.27.1-2",0.58,136000,NA,220000,0.329,1,NA,1,378.8741,"Heroy",345.019133333333,2197.73,0.156988862750808,4.18380309436275,0.0375230045989341,0.0375230045989341,664.404366666667,0.519290887662739,6.605400082081
2009,"1818","Saithe",368792,"pok.27.1-2",0.58,136000,NA,220000,0.342,1,NA,1,287.7369,"Heroy",310.272966666667,2197.73,0.141178837558147,4.76477832751438,0.0296296758954986,0.0296296758954986,534.886866666667,0.580072134880111,2.26022416787887
2010,"1818","Saithe",333601,"pok.27.1-2",0.58,136000,NA,220000,0.377,1,NA,1,264.2079,"Heroy",240.1112,2197.73,0.109254184999977,4.54685458435423,0.0240285197102898,0.0240285197102898,417.123433333333,0.57563584496132,1.71661529875827
2011,"1818","Saithe",298212,"pok.27.1-2",0.58,136000,NA,220000,0.373,1,NA,1,168.3888,"Heroy",212.174166666667,2197.73,0.0965424172517401,4.71129523039789,0.020491693373159,0.020491693373159,423.4863,0.501017781842451,1.33389822977389
2012,"1818","Saithe",307997,"pok.27.1-2",0.58,136000,NA,220000,0.351,1,NA,1,203.9258,"Heroy",189.5701,2197.73,0.0862572290499743,4.05625313853484,0.0212652480266878,0.0212652480266878,361.500033333333,0.524398568520187,1.35067573103706
2013,"1818","Saithe",331872,"pok.27.1-2",0.58,136000,NA,220000,0.289,1,NA,1,196.3957,"Heroy",166.825466666667,2197.73,0.0759080809137914,4.11384032882258,0.0184518782564215,0.0184518782564215,329.8273,0.505796417296769,1.13091746536661
2014,"1818","Saithe",360463,"pok.27.1-2",0.58,136000,NA,220000,0.261,1,NA,1,100.1549,"Heroy",135.753,2197.73,0.0617696441328098,3.9227229315402,0.0157466242737049,0.0157466242737049,274.014866666667,0.495422024547087,0.938794823786089
2015,"1818","Saithe",372942,"pok.27.1-2",0.58,136000,NA,220000,0.247,1,NA,1,110.7084,"Heroy",125.720666666667,2197.73,0.0572047825104388,3.63326718290938,0.0157447222102261,0.0157447222102261,235.3883,0.534099046837361,0.967654128611881
2016,"1818","Saithe",413202,"pok.27.1-2",0.58,136000,NA,220000,0.241,1,NA,1,166.2987,"Heroy",129.356566666667,2197.73,0.0588591713571124,585.064609786138,0.000100602857141927,0.000100602857141927,213.673166666667,0.605394531679614,0.00896280547769495
2017,"1818","Saithe",431671,"pok.27.1-2",0.58,136000,NA,220000,0.22,1,NA,1,111.0626,"Heroy",5555952.45376667,2197.73,2528.04141262424,34570.5528671463,0.0731270171564636,0.0731270171564636,14490787.9519,0.383412722083079,5.18198120800995
2018,"1818","Saithe",494841,"pok.27.1-2",0.58,136000,NA,220000,0.231,1,NA,1,16667580,"Heroy",5555952.45376667,2197.73,2528.04141262424,34570.5528671463,0.0731270171564636,0.0731270171564636,14490787.9519,0.383412722083079,5.13029945752654
1994,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,73.137,"Heroy",111.584333333333,2197.73,0.0507725395445907,0.678883254289253,0.0747883221802934,0.0747883221802934,1928.1389,0.0578715222919538,2.12199980111694
1995,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,86.672,"Heroy",111.584333333333,2197.73,0.0507725395445907,0.678883254289253,0.0747883221802934,0.0747883221802934,1928.1389,0.0578715222919538,3.26378440259401
1996,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,174.944,"Heroy",122.815333333333,2197.73,0.0558828124170546,0.694620212016069,0.080450887334332,0.080450887334332,1483.32633333333,0.0827972446611546,3.26680612801182
1997,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,106.83,"Heroy",124.952666666667,2197.73,0.0568553310309577,0.626519117717508,0.0907479587184653,0.0907479587184653,1138.2035,0.109780603087819,2.87221022171476
1998,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,93.084,"Heroy",91.3236666666667,2197.73,0.0415536333701895,0.746528451277485,0.0556624912273357,0.0556624912273357,719.593233333333,0.12691012427067,2.03890836721914
1999,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,74.057,"Heroy",79.0106666666667,2197.73,0.0359510343248109,0.796185827622939,0.0451540746864898,0.0451540746864898,807.344866666667,0.0978648281903157,2.41388173584395
2000,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69.891,"Heroy",67.0453333333333,2197.73,0.0305066288094231,0.669915686314767,0.0455380123687524,0.0455380123687524,867.942866666667,0.0772462519230337,3.57034713836228
2001,"1818","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57.188,"Heroy",55.7706666666667,2197.73,0.0253764869509297,0.455333251209614,0.0557316797829191,0.0557316797829191,1013.8202,0.0550104117738694,4.05555997252774
