Year,Municip_number,Municip_name_new,fish_score
1994,1804,Bodo,0.6857772314400504
1994,1903,Harstad,7.241028609777539
1995,1804,Bodo,28.172349846537987
1995,1805,Narvik,38.06951189088724
1995,1811,Bindal,0.3073427212362171
1995,1812,Somna,0.007565930928963368
1995,1813,Bronnoy,3.174400273488184
1995,1815,Vega,0.8536850739944514
1995,1816,Vevelstad,0.03407636870947227
1995,1818,Heroy,2.949723654857593
1995,1820,Alstahaug,1.141620911101447
1995,1822,Leirfjord,0.04873595614663613
1995,1824,Vefsn,0.015080456360172474
1995,1827,Donna,4.460940783015471
1995,1828,Nesna,0.9409684010884165
1995,1832,Hemnes,0.08253334137370348
1995,1833,Rana,0.06888915462700891
1995,1834,Luroy,3.246594914125696
1995,1835,Traena,5.783567842759588
1995,1836,Rodoy,1.263938784984466
1995,1837,Meloy,1.7898827597073639
1995,1838,Gildeskal,0.9261437699475148
1995,1840,Saltdal,7.784258764925252
1995,1841,Fauske,0.8815318236683264
1995,1845,Sorfold,2.231724637447161
1995,1848,Steigen,1.8032014543265014
1995,1849,Hamaroy,6.903026425459964
1995,1850,Tysfjord,35.44725463464813
1995,1851,Lodingen,13.206524349569092
1995,1852,Tjeldsund,16.197570103832057
1995,1853,Evenes,30.989270422316157
1995,1854,Ballangen,25.25970553642548
1995,1856,Rost,14.357425701501107
1995,1857,Vaeroy,18.58741299435063
1995,1859,Flakstad,68.66633060873265
1995,1860,Vestvagoy,39.16175419327934
1995,1865,Vagan,42.24293668040793
1995,1866,Hadsel,17.866279661797194
1995,1867,Bo,13.851229635809883
1995,1868,Oksnes,32.96184393548712
1995,1870,Sortland,29.743764967322925
1995,1871,Andoy,16.375993675118384
1995,1874,Moskenes,25.406918223439863
1995,1902,Tromso,22.841552754192445
1995,1903,Harstad,11.756279587549283
1995,1911,Kvaefjord,3.5424285350353104
1995,1919,Gratangen,0.1861726462449472
1995,1924,Malselv,0.115731952115913
1995,1926,Dyroy,12.349504664077815
1995,1927,Tranoy,0.6291421159168264
1995,1928,Torsken,20.40276801739362
1995,1929,Berg,29.303775674171117
1995,1931,Lenvik,48.70047945112943
1995,1936,Karlsoy,8.828206438073211
1995,1938,Lyngen,5.4871572417818495
1995,1939,Storfjord,0.5556335138726135
1995,1940,Kafjord,0.11494746728110601
1995,1941,Skjervoy,15.87221935654545
1995,1942,Nordreisa,51.92817581815034
1995,1943,Kvaenangen,17.13007380347006
1995,2002,Vardo,19.040790977136755
1995,2003,Vadso,6.04087764754843
1995,2004,Hammerfest,7.266294427492591
1995,2012,Alta,2.930399359326996
1995,2014,Loppa,2.77506909776604
1995,2015,Hasvik,7.776670152643739
1995,2017,Kvalsund,14.457685880947428
1995,2018,Masoy,12.14891133481981
1995,2019,Nordkapp,16.159588605837865
1995,2020,Porsanger,1.7378700384506065
1995,2022,Lebesby,9.541573536826391
1995,2023,Gamvik,12.639009151195472
1995,2024,Berlevag,18.448001803474693
1995,2025,Tana,0.9298350955562692
1995,2027,Nesseby,0.0306346508463449
1995,2028,Batsfjord,44.79472130303515
1995,2030,Sor-Varanger,2.7973668212244713
1996,1804,Bodo,34.71142941260537
1996,1805,Narvik,22.401553489362687
1996,1811,Bindal,0.32086633139465076
1996,1812,Somna,0.0068793980335831815
1996,1813,Bronnoy,1.2873232600167575
1996,1815,Vega,0.5989040030647542
1996,1816,Vevelstad,0.014469591163414914
1996,1818,Heroy,2.3832238807798105
1996,1820,Alstahaug,0.8725776970103228
1996,1822,Leirfjord,0.0509803413666835
1996,1827,Donna,4.078693835404467
1996,1828,Nesna,0.7159749967541443
1996,1832,Hemnes,0.07972165599901922
1996,1833,Rana,0.21009720885803512
1996,1834,Luroy,3.210093255971179
1996,1835,Traena,7.539966641733851
1996,1836,Rodoy,0.9946365698391578
1996,1837,Meloy,1.5508020171398387
1996,1838,Gildeskal,1.2287209848929301
1996,1840,Saltdal,5.59134515891513
1996,1841,Fauske,1.2756767265932747
1996,1845,Sorfold,2.81286041864634
1996,1848,Steigen,2.057831394599513
1996,1849,Hamaroy,16.025217935416862
1996,1850,Tysfjord,33.86818971420422
1996,1851,Lodingen,14.600124125541013
1996,1852,Tjeldsund,7.901132679435998
1996,1853,Evenes,15.284100698085918
1996,1854,Ballangen,22.90309080417794
1996,1856,Rost,11.319892134220137
1996,1857,Vaeroy,18.635845629716272
1996,1859,Flakstad,66.77842166468821
1996,1860,Vestvagoy,39.19750053877398
1996,1865,Vagan,42.960940771593464
1996,1866,Hadsel,29.551029802152367
1996,1867,Bo,13.125446703241975
1996,1868,Oksnes,33.46159218235536
1996,1870,Sortland,44.44272145336388
1996,1871,Andoy,20.404847175226127
1996,1874,Moskenes,27.001388662812204
1996,1902,Tromso,29.052518968458582
1996,1903,Harstad,11.344972530957788
1996,1911,Kvaefjord,17.006221247170238
1996,1917,Ibestad,0.004541871997533001
1996,1919,Gratangen,0.2836716971133952
1996,1920,Lavangen,0.22831307526269923
1996,1924,Malselv,0.09890081640166534
1996,1926,Dyroy,14.289588675952809
1996,1927,Tranoy,0.966207683543862
1996,1928,Torsken,19.25750883153735
1996,1929,Berg,34.13751245755781
1996,1931,Lenvik,66.98219697659079
1996,1933,Balsfjord,0.03758058012330188
1996,1936,Karlsoy,9.771358659230133
1996,1938,Lyngen,4.066999205688492
1996,1939,Storfjord,4.552836404750345
1996,1940,Kafjord,0.10043200709923761
1996,1941,Skjervoy,18.448369024033898
1996,1942,Nordreisa,47.038790800539495
1996,1943,Kvaenangen,16.573065671620764
1996,2002,Vardo,22.370667943748902
1996,2003,Vadso,7.932912495328977
1996,2004,Hammerfest,14.526581797633675
1996,2012,Alta,3.1968121305883983
1996,2014,Loppa,3.02510358094919
1996,2015,Hasvik,7.9841980868099425
1996,2017,Kvalsund,16.679339483119993
1996,2018,Masoy,11.550475412518365
1996,2019,Nordkapp,17.75708907532363
1996,2020,Porsanger,1.8439720462573397
1996,2022,Lebesby,11.59531321288085
1996,2023,Gamvik,9.894224165373402
1996,2024,Berlevag,19.408092173629306
1996,2025,Tana,4.24719116944134
1996,2028,Batsfjord,39.87734759086235
1996,2030,Sor-Varanger,5.416032222952808
1997,1804,Bodo,38.61058912357651
1997,1805,Narvik,28.250771658168226
1997,1811,Bindal,0.26873686695273596
1997,1812,Somna,0.0058539546833101235
1997,1813,Bronnoy,0.7597163526167454
1997,1815,Vega,0.4723668484242717
1997,1816,Vevelstad,0.017739162711905565
1997,1818,Heroy,1.7639497463087734
1997,1820,Alstahaug,0.40151680856258465
1997,1822,Leirfjord,0.04287048413366683
1997,1827,Donna,3.3705400658100118
1997,1828,Nesna,0.3696642257220046
1997,1832,Hemnes,0.10979958954724625
1997,1833,Rana,0.34262283402441046
1997,1834,Luroy,3.124145389983649
1997,1835,Traena,9.227847694268391
1997,1836,Rodoy,1.2201305116448256
1997,1837,Meloy,1.6117065370729937
1997,1838,Gildeskal,1.0163518943657137
1997,1840,Saltdal,2.6881158361183086
1997,1841,Fauske,1.8003092239401068
1997,1845,Sorfold,3.769605272123202
1997,1848,Steigen,2.0446917872204917
1997,1849,Hamaroy,15.780662160824054
1997,1850,Tysfjord,29.48966443246191
1997,1851,Lodingen,18.265523483451144
1997,1852,Tjeldsund,11.272489524569028
1997,1853,Evenes,20.27943763454504
1997,1854,Ballangen,28.631226442563317
1997,1856,Rost,10.785147021153792
1997,1857,Vaeroy,17.025739964063234
1997,1859,Flakstad,62.99802219556467
1997,1860,Vestvagoy,41.79704638725561
1997,1865,Vagan,44.94241161285952
1997,1866,Hadsel,22.059783277454784
1997,1867,Bo,10.817025869504171
1997,1868,Oksnes,30.793043796437132
1997,1870,Sortland,46.36807358501843
1997,1871,Andoy,21.164382382175635
1997,1874,Moskenes,26.88993587035169
1997,1902,Tromso,30.54572456740524
1997,1903,Harstad,13.792699549958545
1997,1911,Kvaefjord,6.218142804013269
1997,1919,Gratangen,0.22946866266251068
1997,1920,Lavangen,0.10862415958068537
1997,1924,Malselv,0.03356564074513741
1997,1925,Sorreisa,0.5059837069991243
1997,1926,Dyroy,10.745442891879746
1997,1927,Tranoy,0.8690957708601731
1997,1928,Torsken,20.861344631528826
1997,1929,Berg,25.546035056375807
1997,1931,Lenvik,65.04212061763496
1997,1933,Balsfjord,2.851056546482474
1997,1936,Karlsoy,9.62201403192666
1997,1938,Lyngen,1.190177709721265
1997,1939,Storfjord,4.447664357532426
1997,1940,Kafjord,0.11103702119217897
1997,1941,Skjervoy,23.80122784013683
1997,1942,Nordreisa,39.81257575098291
1997,1943,Kvaenangen,11.333807555566612
1997,2002,Vardo,28.97442599962455
1997,2003,Vadso,6.743720080038176
1997,2004,Hammerfest,20.312633424524464
1997,2012,Alta,1.552806258599471
1997,2014,Loppa,3.747920138076738
1997,2015,Hasvik,7.781024126549074
1997,2017,Kvalsund,18.04610179072492
1997,2018,Masoy,12.167894496484568
1997,2019,Nordkapp,17.023562682380454
1997,2020,Porsanger,1.9542406192299693
1997,2022,Lebesby,11.883224978490542
1997,2023,Gamvik,9.583106023494214
1997,2024,Berlevag,23.73401353134872
1997,2025,Tana,4.410247431364906
1997,2028,Batsfjord,37.14804990691694
1997,2030,Sor-Varanger,10.117433154688587
1998,1804,Bodo,42.99197136158595
1998,1805,Narvik,0.09107390655764731
1998,1811,Bindal,0.2324990168712118
1998,1812,Somna,0.0091943210492872
1998,1813,Bronnoy,0.5631009766473966
1998,1815,Vega,0.5387825446391729
1998,1816,Vevelstad,0.01948844237932404
1998,1818,Heroy,0.9451509398397818
1998,1820,Alstahaug,0.20709115985706167
1998,1822,Leirfjord,0.03724185476357665
1998,1827,Donna,2.386534824843779
1998,1828,Nesna,0.1807964938395852
1998,1832,Hemnes,0.0831559053519154
1998,1833,Rana,0.29453158419356273
1998,1834,Luroy,2.2317556510584744
1998,1835,Traena,11.13131484533724
1998,1836,Rodoy,1.0763693544675812
1998,1837,Meloy,1.1544550316688007
1998,1838,Gildeskal,0.5657753106397002
1998,1840,Saltdal,0.17782994151259904
1998,1841,Fauske,1.572750586810669
1998,1845,Sorfold,4.410234921323423
1998,1848,Steigen,1.7543375690784428
1998,1850,Tysfjord,15.529409869669859
1998,1851,Lodingen,12.477382425025414
1998,1852,Tjeldsund,0.03573243043778399
1998,1854,Ballangen,12.271875565064109
1998,1856,Rost,5.879239751795437
1998,1857,Vaeroy,10.768572604902479
1998,1859,Flakstad,37.13440330510788
1998,1860,Vestvagoy,27.096310119944512
1998,1865,Vagan,32.49524456823666
1998,1866,Hadsel,10.408115572903656
1998,1867,Bo,6.9698533199150985
1998,1868,Oksnes,19.654736098773956
1998,1870,Sortland,48.45746539173034
1998,1871,Andoy,15.94073082133294
1998,1874,Moskenes,16.995616486785813
1998,1902,Tromso,31.843933244376846
1998,1903,Harstad,11.300789168906489
1998,1911,Kvaefjord,5.200523686287194
1998,1913,Skanland,0.014970526964246054
1998,1919,Gratangen,0.16789484937838525
1998,1920,Lavangen,0.049513363753689574
1998,1927,Tranoy,0.5497147072729626
1998,1928,Torsken,16.05173859214243
1998,1929,Berg,17.06517012330434
1998,1931,Lenvik,42.8308836107329
1998,1936,Karlsoy,7.310008333923759
1998,1938,Lyngen,2.020923095474199
1998,1939,Storfjord,3.064460571935543
1998,1940,Kafjord,7.1372027935687985
1998,1941,Skjervoy,20.49693140746062
1998,1942,Nordreisa,18.457166093580234
1998,1943,Kvaenangen,9.420187401262458
1998,2002,Vardo,21.486147137609937
1998,2003,Vadso,4.089934917992239
1998,2004,Hammerfest,17.910598161681005
1998,2012,Alta,0.8177683561868581
1998,2014,Loppa,4.027705784416115
1998,2015,Hasvik,5.6442075575649415
1998,2017,Kvalsund,13.613107261329608
1998,2018,Masoy,10.342802055079536
1998,2019,Nordkapp,10.941217139726682
1998,2020,Porsanger,1.5227291491121402
1998,2022,Lebesby,9.152425792781314
1998,2023,Gamvik,7.440246937750968
1998,2024,Berlevag,24.68213487247878
1998,2025,Tana,3.409061429525782
1998,2028,Batsfjord,26.05423554014731
1998,2030,Sor-Varanger,12.221333777036536
1999,1804,Bodo,38.10605864091223
1999,1805,Narvik,0.04785188974500172
1999,1811,Bindal,0.1218987850921931
1999,1813,Bronnoy,0.604770133355116
