Year,Municip_number,Municip_name_new,Species,Spp_year,SSB,Bmsy,SSB.Bmsy,Blim,Total_catch_new,Blim.Bmsy,stock_score,Seaarea,biomass.area,max.biomass.area.tot,max.biomass.area.mp,weighted.biomass,weighted.biomas.sc
1994,1832,Hemnes,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,0.3552,0.6181818181818182,0.08166911764705878,64.42,0.005513815585221981,3.55,0.30896926420366344,0.0015531874887949244,1.2684745175033248e-4
1994,1833,Rana,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,2.412,0.4782608695652174,1,128.29,0.018801153636292776,3.55,7.243986281081924,0.005296099615857121,0.005296099615857121
1994,1833,Rana,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1.0488,0.6181818181818182,0.08166911764705878,128.29,0.00817522799906462,3.55,7.243986281081924,0.002302881126497076,1.8807426964708094e-4
1994,1834,Luroy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,3917.5842,0.4782608695652174,1,1072.51,3.652725102796244,3.55,13.61492666735042,1,1
1994,1834,Luroy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,121.8831,0.625,1,1072.51,0.11364285647686269,3.55,13.61492666735042,0.03201207224700357,0.03201207224700357
1994,1834,Luroy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,362.1642,0.6181818181818182,0.08166911764705878,1072.51,0.33767908923926115,3.55,13.61492666735042,0.09512087020824259,0.007768437539727572
1994,1835,Traena,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,19110.2754,0.4782608695652174,1,1777.3,10.752419625274293,3.55,76.07083497439938,1,1
1994,1835,Traena,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,9507.61,0.785175879396985,1,1777.3,5.349468294604176,3.55,76.07083497439938,1,1
1994,1835,Traena,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,479.7342,0.625,1,1777.3,0.26992302931412815,3.55,76.07083497439938,0.07603465614482484,0.07603465614482484
1994,1835,Traena,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1772.3514,0.6181818181818182,0.08166911764705878,1777.3,0.9972156642097564,3.55,76.07083497439938,0.2809058209041567,0.0229413305351652
1994,1836,Rodoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,5718.375,0.4782608695652174,1,2391.77,2.390854889893259,3.55,2.390854889893259,0.6734802506741575,0.6734802506741575
1994,1836,Rodoy,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,274.78499999999997,0.785175879396985,1,2391.77,0.11488771913687351,3.55,2.390854889893259,0.0323627377850348,0.0323627377850348
1994,1836,Rodoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,232.659,0.625,1,2391.77,0.09727482157565318,3.55,2.390854889893259,0.02740135819032484,0.02740135819032484
1994,1836,Rodoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,484.125,0.6181818181818182,0.08166911764705878,2391.77,0.2024128574235817,3.55,2.390854889893259,0.05701770631650189,0.004656585765127839
1994,1837,Meloy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,4270.9482,0.4782608695652174,1,1872.46,2.2809289384018885,3.55,2.2809289384018885,0.642515193916025,0.642515193916025
1994,1837,Meloy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1075.3884,0.625,1,1872.46,0.5743184901146086,3.55,2.2809289384018885,0.16177985637031228,0.16177985637031228
1994,1837,Meloy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,342.6206,0.6181818181818182,0.08166911764705878,1872.46,0.18297886203176572,3.55,2.2809289384018885,0.051543341417398796,0.00420949921414006
1994,1838,Gildeskal,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1181.0574,0.4782608695652174,1,837.6,1.4100494269340973,3.55,1.6464756446991402,0.3971970216715767,0.3971970216715767
1994,1838,Gildeskal,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,125.97,0.785175879396985,1,837.6,0.1503939828080229,3.55,1.6464756446991402,0.04236450219944307,0.04236450219944307
1994,1838,Gildeskal,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,137.361,0.625,1,837.6,0.16399355300859597,3.55,1.6464756446991402,0.046195367044674925,0.046195367044674925
1994,1838,Gildeskal,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,283.7216,0.6181818181818182,0.08166911764705878,837.6,0.33873161413562564,3.55,1.6464756446991402,0.09541735609454244,0.007792651280456487
1994,1840,Saltdal,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,211.5858,0.4782608695652174,1,29.77,7.1073496808867995,3.55,8.923836076587168,1,1
1994,1840,Saltdal,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,8.862,0.625,1,29.77,0.29768223043332215,3.55,8.923836076587168,0.08385414941783723,0.08385414941783723
1994,1840,Saltdal,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2.8558,0.6181818181818182,0.08166911764705878,29.77,0.0959287873698354,3.55,8.923836076587168,0.027022193625305748,0.002206878710266697
1994,1841,Fauske,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,49.113,0.4782608695652174,1,84.29,0.5826669830347609,3.55,3.8368394827381653,0.16413154451683407,0.16413154451683407
1994,1841,Fauske,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.33180000000000004,0.625,1,84.29,0.003936410013050184,3.55,3.8368394827381653,0.0011088478910000518,0.0011088478910000518
1994,1841,Fauske,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,24.287399999999998,0.6181818181818182,0.08166911764705878,84.29,0.28814094198600065,3.55,3.8368394827381653,0.08116646253126779,0.006628793377461697
1994,1804,Bodo,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,2300.3034,0.4782608695652174,1,3431.45,0.6703590027539378,3.55,135.9976802809308,0.1888335219025177,0.1888335219025177
1994,1804,Bodo,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,320.8962,0.625,1,3431.45,0.09351621034839501,3.55,135.9976802809308,0.026342594464336625,0.026342594464336625
1994,1804,Bodo,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,332.2702,0.6181818181818182,0.08166911764705878,3431.45,0.09683084410380452,3.55,135.9976802809308,0.027276294113747754,0.0022276308729514424
1994,1845,Sorfold,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,489.825,0.4782608695652174,1,192.04,2.5506404915642573,3.55,4.240647781712144,0.7184902793138753,0.7184902793138753
1994,1845,Sorfold,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,69.279,0.625,1,192.04,0.36075296813163926,3.55,4.240647781712144,0.10162055440327868,0.10162055440327868
1994,1845,Sorfold,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,114.9974,0.6181818181818182,0.08166911764705878,192.04,0.59882003749218915,3.55,4.240647781712144,0.16868170070202512,0.013776085659539647
1994,1848,Steigen,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,6376.407,0.4782608695652174,1,2475.41,2.575899345966931,3.55,7.186068166485552,0.7256054495681495,0.7256054495681495
1994,1848,Steigen,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,10675.16,0.785175879396985,1,2475.41,4.31248156870983,3.55,7.186068166485552,1,1
1994,1848,Steigen,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,422.457,0.625,1,2475.41,0.17066142578401156,3.55,7.186068166485552,0.04807364106591875,0.04807364106591875
1994,1848,Steigen,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,718.8764,0.6181818181818182,0.08166911764705878,2475.41,0.2904070032843044,3.55,7.186068166485552,0.08180478965755054,0.006680924990635393
1994,1849,Hamaroy,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,1226.54,0.785175879396985,1,528.96,2.3187764670296427,3.55,84.70994971264368,0.6531764695858149,0.6531764695858149
1994,1850,Tysfjord,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,3295.305,0.4782608695652174,1,465.3,7.0821083172147,3.55,135.15228884590587,1,1
1994,1850,Tysfjord,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,42650.45,0.785175879396985,1,465.3,91.66226090694175,3.55,135.15228884590587,1,1
1994,1850,Tysfjord,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,16.1532,0.625,1,465.3,0.034715667311411985,3.55,135.15228884590587,0.00977906121448225,0.00977906121448225
1994,1850,Tysfjord,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,572.1022,0.6181818181818182,0.08166911764705878,465.3,1.2295340640447023,3.55,135.15228884590587,0.34634762367456406,0.028285904824657215
1994,1851,Lodingen,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,6590.2068,0.4782608695652174,1,516.46,12.760343104983928,3.55,320.48274793788477,1,1
1994,1851,Lodingen,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,7038.725,0.785175879396985,1,516.46,13.628790225767727,3.55,320.48274793788477,1,1
1994,1851,Lodingen,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,9.8574,0.625,1,516.46,0.019086473298997018,3.55,320.48274793788477,0.0053764713518301465,0.0053764713518301465
1994,1851,Lodingen,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,519.6204,0.6181818181818182,0.08166911764705878,516.46,1.006119350966193,3.55,320.48274793788477,0.28341390168061775,0.023146163279166323
1994,1852,Tjeldsund,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,9389.075,0.785175879396985,1,125.56,74.77759636827015,3.55,74.77759636827015,1,1
1994,1853,Evenes,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,47.97,0.4782608695652174,1,137.56,0.3487205583018319,3.55,190.65633178249493,0.09823114318361463,0.09823114318361463
1994,1853,Evenes,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,26226.685,0.785175879396985,1,137.56,190.65633178249493,3.55,190.65633178249493,1,1
1994,1853,Evenes,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,0.5940000000000001,0.6181818181818182,0.08166911764705878,137.56,0.004318115731317244,3.55,190.65633178249493,0.0012163706285400688,9.93399159646657e-5
1994,1854,Ballangen,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1.368,0.4782608695652174,1,260.93,0.005242785421377382,3.55,155.77639596826734,0.0014768409637682767,0.0014768409637682767
1994,1854,Ballangen,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,13870.58,0.785175879396985,1,260.93,53.15824167401219,3.55,155.77639596826734,1,1
1994,1854,Ballangen,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.48719999999999997,0.625,1,260.93,0.0018671674395431723,3.55,155.77639596826734,5.259626590262457e-4,5.259626590262457e-4
1994,1854,Ballangen,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,0.0486,0.6181818181818182,0.08166911764705878,260.93,1.8625685049630168e-4,3.55,155.77639596826734,5.246671844966245e-5,4.284910601620592e-6
1994,1856,Rost,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,57537.9396,0.4782608695652174,1,3361.27,17.117916620801065,3.55,31.506898106965522,1,1
1994,1856,Rost,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,802.1115,0.625,1,3361.27,0.23863346294704085,3.55,31.506898106965522,0.06722069378789884,0.06722069378789884
1994,1856,Rost,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2208.251,0.6181818181818182,0.08166911764705878,3361.27,0.6569692407929146,3.55,31.506898106965522,0.18506175796983512,0.015113830483609982
1994,1857,Vaeroy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,40862.9868,0.4782608695652174,1,1805.51,22.632379106180526,3.55,84.74979368710227,1,1
1994,1857,Vaeroy,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,3751.48,0.785175879396985,1,1805.51,2.077795193601808,3.55,84.74979368710227,0.5852944207329037,0.5852944207329037
1994,1857,Vaeroy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,824.8599,0.625,1,1805.51,0.4568570099307121,3.55,84.74979368710227,0.12869211547344003,0.12869211547344003
1994,1857,Vaeroy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1373.9122,0.6181818181818182,0.08166911764705878,1805.51,0.7609551871770303,3.55,84.74979368710227,0.21435357385268458,0.0175060672410424
1994,1859,Flakstad,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,69199.2396,0.4782608695652174,1,994.01,69.6162408828885,3.55,75.47664329332703,1,1
1994,1859,Flakstad,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1690.4397,0.625,1,994.01,1.7006264524501764,3.55,75.47664329332703,0.47904970491554266,0.47904970491554266
1994,1859,Flakstad,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1669.6522,0.6181818181818182,0.08166911764705878,994.01,1.6797136849729881,3.55,75.47664329332703,0.47315878449943327,0.038642460437023546
1994,1860,Vestvagoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,75083.7792,0.4782608695652174,1,1685.01,44.55984190004807,3.55,46.140232520875244,1,1
1994,1860,Vestvagoy,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,96.715,0.785175879396985,1,1685.01,0.05739728547605059,3.55,46.140232520875244,0.016168249429873407,0.016168249429873407
1994,1860,Vestvagoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1364.7234,0.625,1,1685.01,0.8099200598216035,3.55,46.140232520875244,0.22814649572439538,0.22814649572439538
1994,1860,Vestvagoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1867.6972,0.6181818181818182,0.08166911764705878,1685.01,1.108419059827538,3.55,46.140232520875244,0.31223072107817973,0.025499607492759858
1994,1865,Vagan,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,114812.2434,0.4782608695652174,1,1608.35,71.38511107656916,3.55,110.57386141076259,1,1
1994,1865,Vagan,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,85927.937,0.785175879396985,1,1608.35,53.42614294152393,3.55,110.57386141076259,1,1
1994,1865,Vagan,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,3324.1914,0.625,1,1608.35,2.066833338514627,3.55,110.57386141076259,0.5822065742294724,0.5822065742294724
1994,1865,Vagan,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2511.1142,0.6181818181818182,0.08166911764705878,1608.35,1.5612983492399044,3.55,110.57386141076259,0.43980235189856465,0.03591827001865702
1994,1866,Hadsel,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1814.5998,0.4782608695652174,1,617.87,2.936863417871073,3.55,21.549201935682262,0.8272854698228376,0.8272854698228376
1994,1866,Hadsel,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,1300.42,0.785175879396985,1,617.87,2.1046822147053588,3.55,21.549201935682262,0.5928682294944673,0.5928682294944673
1994,1866,Hadsel,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,591.5523000000001,0.625,1,617.87,0.9574057649667407,3.55,21.549201935682262,0.2696917647793636,0.2696917647793636
1994,1866,Hadsel,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,451.1894,0.6181818181818182,0.08166911764705878,617.87,0.7302335442730671,3.55,21.549201935682262,0.20569958993607523,0.016799304010441076
1994,1867,Bo,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,26161.4562,0.4782608695652174,1,1579.07,16.567635506975627,3.55,33.59058813098849,1,1
1994,1867,Bo,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,406.965,0.785175879396985,1,1579.07,0.25772448339845605,3.55,33.59058813098849,0.0725984460277341,0.0725984460277341
1994,1867,Bo,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1027.617,0.625,1,1579.07,0.6507735565871051,3.55,33.59058813098849,0.18331649481326906,0.18331649481326906
1994,1867,Bo,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,3521.1466,0.6181818181818182,0.08166911764705878,1579.07,2.2298863254953867,3.55,33.59058813098849,0.6281369930972921,0.0512993939877325
1994,1868,Oksnes,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,53331.8814,0.4782608695652174,1,1495.68,35.657280568035944,3.55,110.09232629974325,1,1
1994,1868,Oksnes,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,591.4300000000001,0.785175879396985,1,1495.68,0.39542549208386824,3.55,110.09232629974325,0.11138746255883612,0.11138746255883612
1994,1868,Oksnes,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,3743.1866999999997,0.625,1,1495.68,2.5026654765725285,3.55,110.09232629974325,0.7049761905838109,0.7049761905838109
1994,1868,Oksnes,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,3783.6616,0.6181818181818182,0.08166911764705878,1495.68,2.529726679503637,3.55,110.09232629974325,0.7125990646489119,0.05819733684599603
1994,1870,Sortland,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,10.251,0.4782608695652174,1,371.13,0.027621049228033302,3.55,186.03706248484357,0.007780577247333325,0.007780577247333325
1994,1870,Sortland,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,10119.16,0.785175879396985,1,371.13,27.265809824050873,3.55,186.03706248484357,1,1
1994,1870,Sortland,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.9618,0.625,1,371.13,0.002591544741734702,3.55,186.03706248484357,7.3001260330555e-4,7.3001260330555e-4
1994,1870,Sortland,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,7.1368,0.6181818181818182,0.08166911764705878,371.13,0.019229919435238326,3.55,186.03706248484357,0.0054168787141516414,4.423917049858989e-4
1994,1871,Andoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,32603.1144,0.4782608695652174,1,2136.96,15.25677336028751,3.55,37.142419137466305,1,1
