Year,Municip_number,Municip_name_new,Species,Spp_year,SSB,Bmsy,SSB.Bmsy,Blim,Total_catch_new,Blim.Bmsy,stock_score,Seaarea,biomass.area,max.biomass.area.tot,max.biomass.area.mp,weighted.biomass,weighted.biomas.sc
1994,1804,Bodo,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,2300.3034,0.4782608695652174,1,3431.45,0.6703590027539378,3.55,135.9976802809308,0.1888335219025177,0.1888335219025177
1994,1804,Bodo,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,270613.075,0.785175879396985,1,3431.45,78.86260181555903,3.55,135.9976802809308,1,1
1994,1804,Bodo,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,320.8962,0.625,1,3431.45,0.09351621034839501,3.55,135.9976802809308,0.026342594464336625,0.026342594464336625
1994,1804,Bodo,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,332.2702,0.6181818181818182,0.08166911764705878,3431.45,0.09683084410380452,3.55,135.9976802809308,0.027276294113747754,0.0022276308729514424
1994,1805,Narvik,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,30.033,0.4782608695652174,1,200.61,0.1497083894122925,3.55,180.07130751208814,0.042171377299237325,0.042171377299237325
1994,1805,Narvik,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,32549.7,0.785175879396985,1,200.61,162.25362643935995,3.55,180.07130751208814,1,1
1994,1805,Narvik,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1.4322,0.625,1,200.61,0.007139225362643935,3.55,180.07130751208814,0.002011049397927869,0.002011049397927869
1994,1805,Narvik,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,8.1738,0.6181818181818182,0.08166911764705878,200.61,0.04074472857783759,3.55,180.07130751208814,0.011477388331785238,9.373481779495483e-4
1994,1811,Bindal,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,184.3026,0.4782608695652174,1,641.29,0.28739353490620473,3.55,1.1335012240951832,0.08095592532569147,0.08095592532569147
1994,1811,Bindal,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,10.71,0.625,1,641.29,0.016700712626112994,3.55,1.1335012240951832,0.004704426091862815,0.004704426091862815
1994,1811,Bindal,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,38.4874,0.6181818181818182,0.08166911764705878,641.29,0.06001559356921206,3.55,1.1335012240951832,0.01690580100541185,0.001380681851228745
1994,1812,Somna,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,8.595,0.4782608695652174,1,594.84,0.014449263667540851,3.55,0.014449263667540851,0.004070215117617141,0.004070215117617141
1994,1812,Somna,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.08399999999999999,0.625,1,594.84,1.4121444422029452e-4,3.55,0.014449263667540851,3.977871668177311e-5,3.977871668177311e-5
1994,1812,Somna,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,0.219,0.6181818181818182,0.08166911764705878,594.84,3.681662295743393e-4,3.55,0.014449263667540851,1.0370879706319418e-4,8.469805948388949e-6
1994,1813,Bronnoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,7149.9804,0.4782608695652174,1,1052.81,6.791330249522707,3.55,6.791330249522707,1,1
1994,1813,Bronnoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,266.301,0.625,1,1052.81,0.2529430761485928,3.55,6.791330249522707,0.07125157074608247,0.07125157074608247
1994,1813,Bronnoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,329.87739999999997,0.6181818181818182,0.08166911764705878,1052.81,0.3133304204937263,3.55,6.791330249522707,0.0882620902799229,0.007208287034846347
1994,1815,Vega,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,3596.1642,0.4782608695652174,1,2756.44,1.3046408410848775,3.55,2.6245066099751853,0.36750446227743033,0.36750446227743033
1994,1815,Vega,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,419.5,0.785175879396985,1,2756.44,0.15218905544833192,3.55,2.6245066099751853,0.042870156464318854,0.042870156464318854
1994,1815,Vega,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,202.461,0.625,1,2756.44,0.07345017486322938,3.55,2.6245066099751853,0.020690190102318137,0.020690190102318137
1994,1815,Vega,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,415.15000000000003,0.6181818181818182,0.08166911764705878,2756.44,0.15061093294249106,3.55,2.6245066099751853,0.04242561491337776,0.00346486253560946
1994,1816,Vevelstad,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,10.404,0.4782608695652174,1,122.2,0.085139116202946,3.55,5.970270049099836,0.023982849634632677,0.023982849634632677
1994,1816,Vevelstad,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.23520000000000002,0.625,1,122.2,0.0019247135842880524,3.55,5.970270049099836,5.421728406445218e-4,5.421728406445218e-4
1994,1816,Vevelstad,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,0.505,0.6181818181818182,0.08166911764705878,122.2,0.004132569558101473,3.55,5.970270049099836,0.0011641041008736545,9.507135476767407e-5
1994,1818,Heroy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,8709.93,0.4782608695652174,1,2197.73,3.96314833942295,3.55,3.96314833942295,1,1
1994,1818,Heroy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,344.2068,0.625,1,2197.73,0.15661923894199925,3.55,3.96314833942295,0.04411809547661951,0.04411809547661951
1994,1818,Heroy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,831.8216,0.6181818181818182,0.08166911764705878,2197.73,0.3784912614379382,3.55,3.96314833942295,0.10661725674308119,0.008707337284157369
1994,1820,Alstahaug,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,600.2148,0.4782608695652174,1,397.61,1.5095566006891175,3.55,12.058512109856391,0.42522721146172326,0.42522721146172326
1994,1820,Alstahaug,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,53.3232,0.625,1,397.61,0.13410930308593846,3.55,12.058512109856391,0.037777268474912244,0.037777268474912244
1994,1820,Alstahaug,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,20.3776,0.6181818181818182,0.08166911764705878,397.61,0.051250220064887705,3.55,12.058512109856391,0.014436681708419073,0.0011790310568780189
1994,1822,Leirfjord,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,12.141,0.4782608695652174,1,130.95,0.09271477663230242,3.55,6.551890034364262,0.026116838487972513,0.026116838487972513
1994,1822,Leirfjord,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1.5741,0.625,1,130.95,0.012020618556701033,3.55,6.551890034364262,0.0033860897342819813,0.0033860897342819813
1994,1822,Leirfjord,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2.2304,0.6181818181818182,0.08166911764705878,130.95,0.01703245513554792,3.55,6.551890034364262,0.004797874686069836,3.9183819219248267e-4
1994,1824,Vefsn,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,2.043,0.4782608695652174,1,101.49,0.020130062075081293,3.55,0.02243570795152232,0.00567044002114966,0.00567044002114966
1994,1824,Vefsn,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.1596,0.625,1,101.49,0.0015725687259828555,3.55,0.02243570795152232,4.4297710591066354e-4,4.4297710591066354e-4
1994,1824,Vefsn,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,0.5968,0.6181818181818182,0.08166911764705878,101.49,0.0058803823036752394,3.55,0.02243570795152232,0.001656445719345138,1.35280460329165e-4
1994,1827,Donna,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,2833.1418000000003,0.4782608695652174,1,567.37,4.993464229691384,3.55,5.615383259601319,1,1
1994,1827,Donna,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,746.855,0.785175879396985,1,567.37,1.3163455945855438,3.55,5.615383259601319,0.37080157593958984,0.37080157593958984
1994,1827,Donna,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,94.563,0.625,1,567.37,0.16666901669104817,3.55,5.615383259601319,0.04694901878621075,0.04694901878621075
1994,1827,Donna,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,356.29900000000004,0.6181818181818182,0.08166911764705878,567.37,0.6279835028288419,3.55,5.615383259601319,0.17689676136023716,0.014447002414912891
1994,1828,Nesna,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,255.564,0.4782608695652174,1,219.63,1.163611528479716,3.55,1.1688785685015708,0.3277778953463989,0.3277778953463989
1994,1828,Nesna,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,111.6,0.785175879396985,1,219.63,0.5081273050129763,3.55,1.1688785685015708,0.14313445211633136,0.14313445211633136
1994,1828,Nesna,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,24.531299999999998,0.625,1,219.63,0.11169375768337658,3.55,1.1688785685015708,0.03146303033334552,0.03146303033334552
1994,1828,Nesna,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,53.094,0.6181818181818182,0.08166911764705878,219.63,0.24174293129353913,3.55,1.1688785685015708,0.06809660036437723,0.00556138926652307
1994,1832,Hemnes,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,8.8254,0.4782608695652174,1,64.42,0.1369978267618752,3.55,0.30896926420366344,0.038590937116021184,0.038590937116021184
1994,1832,Hemnes,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.6552,0.625,1,64.42,0.010170754424091896,3.55,0.30896926420366344,0.0028650012462230695,0.0028650012462230695
