"","Year","Municip_number","Municip_name_new","Species","Spp_year","SSB","Bmsy","SSB.Bmsy","Blim","Seaarea","Total_catch_new","Blim.Bmsy","stock_score"
"608",1996,1857,"Vaeroy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1805.51,2103.5866,0.618181818181818,1
"609",1996,1859,"Flakstad","Cod","Cod_1996",547314,460000,1.18981304347826,220000,994.01,66959.5176,0.478260869565217,1
"610",1996,1859,"Flakstad","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,994.01,422.21,0.785175879396985,1
"611",1996,1859,"Flakstad","Haddock","Haddock_1996",247108,80000,3.08885,50000,994.01,1254.3627,0.625,1
"612",1996,1859,"Flakstad","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,994.01,3113.3016,0.618181818181818,1
"613",1996,1860,"Vestvagoy","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1685.01,63514.3254,0.478260869565217,1
"614",1996,1860,"Vestvagoy","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,1685.01,5382.26,0.785175879396985,1
"615",1996,1860,"Vestvagoy","Haddock","Haddock_1996",247108,80000,3.08885,50000,1685.01,1155.5814,0.625,1
"616",1996,1860,"Vestvagoy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1685.01,4365.2042,0.618181818181818,1
"617",1996,1865,"Vagan","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1608.35,93452.7072,0.478260869565217,1
"618",1996,1865,"Vagan","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,1608.35,110122.66,0.785175879396985,1
"619",1996,1865,"Vagan","Haddock","Haddock_1996",247108,80000,3.08885,50000,1608.35,3047.4054,0.625,1
"620",1996,1865,"Vagan","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1608.35,6735.1114,0.618181818181818,1
"621",1996,1866,"Hadsel","Cod","Cod_1996",547314,460000,1.18981304347826,220000,617.87,7151.4936,0.478260869565217,1
"622",1996,1866,"Hadsel","Haddock","Haddock_1996",247108,80000,3.08885,50000,617.87,2425.7778,0.625,1
"623",1996,1866,"Hadsel","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,617.87,6288.9462,0.618181818181818,1
"624",1996,1867,"Bo","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1579.07,23370.6324,0.478260869565217,1
"625",1996,1867,"Bo","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,1579.07,6591.5,0.785175879396985,1
"626",1996,1867,"Bo","Haddock","Haddock_1996",247108,80000,3.08885,50000,1579.07,1044.846,0.625,1
"627",1996,1867,"Bo","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1579.07,3720.589,0.618181818181818,1
"628",1996,1868,"Oksnes","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1495.68,56181.1398,0.478260869565217,1
"629",1996,1868,"Oksnes","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,1495.68,3994.495,0.785175879396985,1
"630",1996,1868,"Oksnes","Haddock","Haddock_1996",247108,80000,3.08885,50000,1495.68,3067.7604,0.625,1
"631",1996,1868,"Oksnes","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1495.68,4365.6188,0.618181818181818,1
"632",1996,1870,"Sortland","Cod","Cod_1996",547314,460000,1.18981304347826,220000,371.13,2.475,0.478260869565217,1
"633",1996,1870,"Sortland","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,371.13,49133.47,0.785175879396985,1
"634",1996,1870,"Sortland","Haddock","Haddock_1996",247108,80000,3.08885,50000,371.13,0.21,0.625,1
"635",1996,1870,"Sortland","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,371.13,5.0142,0.618181818181818,1
"636",1996,1871,"Andoy","Cod","Cod_1996",547314,460000,1.18981304347826,220000,2136.96,37020.8772,0.478260869565217,1
"637",1996,1871,"Andoy","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,2136.96,2960.897,0.785175879396985,1
"638",1996,1871,"Andoy","Haddock","Haddock_1996",247108,80000,3.08885,50000,2136.96,2451.9468,0.625,1
"639",1996,1871,"Andoy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,2136.96,4229.0184,0.618181818181818,1
"640",1996,1874,"Moskenes","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1473.84,37937.6394,0.478260869565217,1
"641",1996,1874,"Moskenes","Haddock","Haddock_1996",247108,80000,3.08885,50000,1473.84,1468.0965,0.625,1
"642",1996,1874,"Moskenes","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1473.84,3745.5162,0.618181818181818,1
"643",1996,1901,"Harstad","Cod","Cod_1996",547314,460000,1.18981304347826,220000,NA,10217.4246,0.478260869565217,1
"644",1996,1901,"Harstad","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,NA,895.425,0.785175879396985,1
"645",1996,1901,"Harstad","Haddock","Haddock_1996",247108,80000,3.08885,50000,NA,835.8642,0.625,1
"646",1996,1901,"Harstad","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,NA,3687.118,0.618181818181818,1
"647",1996,1902,"Tromso","Cod","Cod_1996",547314,460000,1.18981304347826,220000,2767.33,76858.7706,0.478260869565217,1
"648",1996,1902,"Tromso","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,2767.33,211796.35,0.785175879396985,1
"649",1996,1902,"Tromso","Haddock","Haddock_1996",247108,80000,3.08885,50000,2767.33,2831.1333,0.625,1
"650",1996,1902,"Tromso","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,2767.33,17687.5296,0.618181818181818,1
"651",1996,1911,"Kvaefjord","Cod","Cod_1996",547314,460000,1.18981304347826,220000,189.03,703.899,0.478260869565217,1
"652",1996,1911,"Kvaefjord","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,189.03,673.02,0.785175879396985,1
"653",1996,1911,"Kvaefjord","Haddock","Haddock_1996",247108,80000,3.08885,50000,189.03,22.5876,0.625,1
"654",1996,1911,"Kvaefjord","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,189.03,167.6688,0.618181818181818,1
"655",1996,1915,"Harstad","Cod","Cod_1996",547314,460000,1.18981304347826,220000,NA,10217.4246,0.478260869565217,1
"656",1996,1915,"Harstad","Haddock","Haddock_1996",247108,80000,3.08885,50000,NA,835.8642,0.625,1
"657",1996,1915,"Harstad","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,NA,3687.118,0.618181818181818,1
"658",1996,1917,"Ibestad","Cod","Cod_1996",547314,460000,1.18981304347826,220000,351.66,0.342,0.478260869565217,1
"659",1996,1917,"Ibestad","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,351.66,0.2028,0.618181818181818,1
"660",1996,1919,"Gratangen","Cod","Cod_1996",547314,460000,1.18981304347826,220000,61.93,0.702,0.478260869565217,1
"661",1996,1919,"Gratangen","Haddock","Haddock_1996",247108,80000,3.08885,50000,61.93,0.1176,0.625,1
"662",1996,1919,"Gratangen","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,61.93,1.9472,0.618181818181818,1
"663",1996,1920,"Lavangen","Cod","Cod_1996",547314,460000,1.18981304347826,220000,22.93,3.78,0.478260869565217,1
"664",1996,1920,"Lavangen","Haddock","Haddock_1996",247108,80000,3.08885,50000,22.93,0.0294,0.625,1
"665",1996,1920,"Lavangen","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,22.93,1.6308,0.618181818181818,1
"666",1996,1924,"Malselv","Cod","Cod_1996",547314,460000,1.18981304347826,220000,34.32,0.225,0.478260869565217,1
"667",1996,1924,"Malselv","Haddock","Haddock_1996",247108,80000,3.08885,50000,34.32,0.378,0.625,1
"668",1996,1925,"Sorreisa","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,29.87,0.189,0.618181818181818,1
"669",1996,1926,"Dyroy","Cod","Cod_1996",547314,460000,1.18981304347826,220000,181.21,1477.098,0.478260869565217,1
"670",1996,1926,"Dyroy","Haddock","Haddock_1996",247108,80000,3.08885,50000,181.21,43.0122,0.625,1
"671",1996,1926,"Dyroy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,181.21,132.4368,0.618181818181818,1
"672",1996,1927,"Tranoy","Cod","Cod_1996",547314,460000,1.18981304347826,220000,414.56,393.84,0.478260869565217,1
"673",1996,1927,"Tranoy","Haddock","Haddock_1996",247108,80000,3.08885,50000,414.56,41.0046,0.625,1
"674",1996,1927,"Tranoy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,414.56,89.5098,0.618181818181818,1
"675",1996,1928,"Torsken","Cod","Cod_1996",547314,460000,1.18981304347826,220000,832.68,19214.424,0.478260869565217,1
"676",1996,1928,"Torsken","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,832.68,10263.115,0.785175879396985,1
"677",1996,1928,"Torsken","Haddock","Haddock_1996",247108,80000,3.08885,50000,832.68,457.767,0.625,1
"678",1996,1928,"Torsken","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,832.68,2618.1118,0.618181818181818,1
"679",1996,1929,"Berg","Cod","Cod_1996",547314,460000,1.18981304347826,220000,836.66,28067.9376,0.478260869565217,1
"680",1996,1929,"Berg","Haddock","Haddock_1996",247108,80000,3.08885,50000,836.66,1745.1669,0.625,1
"681",1996,1929,"Berg","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,836.66,1126.8244,0.618181818181818,1
"682",1996,1931,"Lenvik","Cod","Cod_1996",547314,460000,1.18981304347826,220000,702.95,47036.865,0.478260869565217,1
"683",1996,1931,"Lenvik","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,702.95,4350.74,0.785175879396985,1
"684",1996,1931,"Lenvik","Haddock","Haddock_1996",247108,80000,3.08885,50000,702.95,336.7731,0.625,1
"685",1996,1931,"Lenvik","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,702.95,10199.5316,0.618181818181818,1
"686",1996,1933,"Balsfjord","Cod","Cod_1996",547314,460000,1.18981304347826,220000,244.81,10.917,0.478260869565217,1
"687",1996,1933,"Balsfjord","Haddock","Haddock_1996",247108,80000,3.08885,50000,244.81,2.0496,0.625,1
"688",1996,1933,"Balsfjord","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,244.81,0.046,0.618181818181818,1
"689",1996,1936,"Karlsoy","Cod","Cod_1996",547314,460000,1.18981304347826,220000,4796.75,59247.159,0.478260869565217,1
"690",1996,1936,"Karlsoy","Haddock","Haddock_1996",247108,80000,3.08885,50000,4796.75,2796.9072,0.625,1
"691",1996,1936,"Karlsoy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,4796.75,1473.8542,0.618181818181818,1
"692",1996,1938,"Lyngen","Cod","Cod_1996",547314,460000,1.18981304347826,220000,487.07,926.955,0.478260869565217,1
"693",1996,1938,"Lyngen","Haddock","Haddock_1996",247108,80000,3.08885,50000,487.07,26.8884,0.625,1
"694",1996,1938,"Lyngen","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,487.07,6.2024,0.618181818181818,1
"695",1996,1939,"Storfjord","Cod","Cod_1996",547314,460000,1.18981304347826,220000,62.6,84.828,0.478260869565217,1
"696",1996,1939,"Storfjord","Haddock","Haddock_1996",247108,80000,3.08885,50000,62.6,18.5892,0.625,1
"697",1996,1939,"Storfjord","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,62.6,21.1626,0.618181818181818,1
"698",1996,1940,"Kafjord","Cod","Cod_1996",547314,460000,1.18981304347826,220000,124.17,20.835,0.478260869565217,1
"699",1996,1940,"Kafjord","Haddock","Haddock_1996",247108,80000,3.08885,50000,124.17,2.1168,0.625,1
"700",1996,1940,"Kafjord","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,124.17,7.1692,0.618181818181818,1
"701",1996,1941,"Skjervoy","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1088,20384.8314,0.478260869565217,1
"702",1996,1941,"Skjervoy","Haddock","Haddock_1996",247108,80000,3.08885,50000,1088,2307.3687,0.625,1
"703",1996,1941,"Skjervoy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1088,2187.1882,0.618181818181818,1
"704",1996,1942,"Nordreisa","Cod","Cod_1996",547314,460000,1.18981304347826,220000,243.72,17543.3778,0.478260869565217,1
"705",1996,1942,"Nordreisa","Haddock","Haddock_1996",247108,80000,3.08885,50000,243.72,187.5801,0.625,1
"706",1996,1942,"Nordreisa","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,243.72,1409.2938,0.618181818181818,1
"707",1996,1943,"Kvaenangen","Cod","Cod_1996",547314,460000,1.18981304347826,220000,573.01,7744.6824,0.478260869565217,1
"708",1996,1943,"Kvaenangen","Haddock","Haddock_1996",247108,80000,3.08885,50000,573.01,76.917,0.625,1
"709",1996,1943,"Kvaenangen","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,573.01,1477.6474,0.618181818181818,1
"710",1996,2002,"Vardo","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1886.91,26719.6146,0.478260869565217,1
"711",1996,2002,"Vardo","Haddock","Haddock_1996",247108,80000,3.08885,50000,1886.91,9349.3449,0.625,1
"712",1996,2002,"Vardo","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1886.91,247.2914,0.618181818181818,1
"713",1996,2003,"Vadso","Cod","Cod_1996",547314,460000,1.18981304347826,220000,705.34,2873.943,0.478260869565217,1
"714",1996,2003,"Vadso","Haddock","Haddock_1996",247108,80000,3.08885,50000,705.34,1300.6122,0.625,1
"715",1996,2003,"Vadso","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,705.34,1100.7018,0.618181818181818,1
"716",1996,2004,"Hammerfest","Cod","Cod_1996",547314,460000,1.18981304347826,220000,2379.58,25374.2784,0.478260869565217,1
"717",1996,2004,"Hammerfest","Haddock","Haddock_1996",247108,80000,3.08885,50000,2379.58,1679.9832,0.625,1
"718",1996,2004,"Hammerfest","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,2379.58,4146.4398,0.618181818181818,1
"719",1996,2012,"Alta","Cod","Cod_1996",547314,460000,1.18981304347826,220000,708.22,2280.9486,0.478260869565217,1
"720",1996,2012,"Alta","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,708.22,236.845,0.785175879396985,1
"721",1996,2012,"Alta","Haddock","Haddock_1996",247108,80000,3.08885,50000,708.22,2.0454,0.625,1
"722",1996,2012,"Alta","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,708.22,6.3978,0.618181818181818,1
"723",1996,2014,"Loppa","Cod","Cod_1996",547314,460000,1.18981304347826,220000,2119.69,1824.264,0.478260869565217,1
"724",1996,2014,"Loppa","Haddock","Haddock_1996",247108,80000,3.08885,50000,2119.69,457.6701,0.625,1
"725",1996,2014,"Loppa","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,2119.69,554.7906,0.618181818181818,1
"726",1996,2015,"Hasvik","Cod","Cod_1996",547314,460000,1.18981304347826,220000,2212.36,19853.1888,0.478260869565217,1
"727",1996,2015,"Hasvik","Haddock","Haddock_1996",247108,80000,3.08885,50000,2212.36,3121.4886,0.625,1
"728",1996,2015,"Hasvik","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,2212.36,1065.621,0.618181818181818,1
"729",1996,2017,"Kvalsund","Cod","Cod_1996",547314,460000,1.18981304347826,220000,299.43,4511.0748,0.478260869565217,1
"730",1996,2017,"Kvalsund","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,299.43,2443.875,0.785175879396985,1
"731",1996,2017,"Kvalsund","Haddock","Haddock_1996",247108,80000,3.08885,50000,299.43,108.0954,0.625,1
"732",1996,2017,"Kvalsund","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,299.43,1031.388,0.618181818181818,1
"733",1996,2018,"Masoy","Cod","Cod_1996",547314,460000,1.18981304347826,220000,2746.77,35121.3648,0.478260869565217,1
"734",1996,2018,"Masoy","Herring","Herring_1996",4096000,3184000,1.28643216080402,2500000,2746.77,4646.275,0.785175879396985,1
"735",1996,2018,"Masoy","Haddock","Haddock_1996",247108,80000,3.08885,50000,2746.77,3215.874,0.625,1
"736",1996,2018,"Masoy","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,2746.77,1958.8672,0.618181818181818,1
"737",1996,2019,"Nordkapp","Cod","Cod_1996",547314,460000,1.18981304347826,220000,3172.78,57249.1164,0.478260869565217,1
"738",1996,2019,"Nordkapp","Haddock","Haddock_1996",247108,80000,3.08885,50000,3172.78,3799.4727,0.625,1
"739",1996,2019,"Nordkapp","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,3172.78,11187.2964,0.618181818181818,1
"740",1996,2020,"Porsanger","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1123.38,2175.0366,0.478260869565217,1
"741",1996,2020,"Porsanger","Haddock","Haddock_1996",247108,80000,3.08885,50000,1123.38,88.3503,0.625,1
"742",1996,2020,"Porsanger","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1123.38,24.7134,0.618181818181818,1
"743",1996,2022,"Lebesby","Cod","Cod_1996",547314,460000,1.18981304347826,220000,2269.84,28485.939,0.478260869565217,1
"744",1996,2022,"Lebesby","Haddock","Haddock_1996",247108,80000,3.08885,50000,2269.84,3394.917,0.625,1
"745",1996,2022,"Lebesby","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,2269.84,563.2544,0.618181818181818,1
"746",1996,2023,"Gamvik","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1688.92,3672.009,0.478260869565217,1
"747",1996,2023,"Gamvik","Haddock","Haddock_1996",247108,80000,3.08885,50000,1688.92,2731.1457,0.625,1
"748",1996,2023,"Gamvik","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1688.92,246.9856,0.618181818181818,1
"749",1996,2024,"Berlevag","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1319.16,6300.3546,0.478260869565217,1
"750",1996,2024,"Berlevag","Haddock","Haddock_1996",247108,80000,3.08885,50000,1319.16,2589.696,0.625,1
"751",1996,2024,"Berlevag","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1319.16,627.3868,0.618181818181818,1
"752",1996,2025,"Tana","Cod","Cod_1996",547314,460000,1.18981304347826,220000,314.62,652.3476,0.478260869565217,1
"753",1996,2025,"Tana","Haddock","Haddock_1996",247108,80000,3.08885,50000,314.62,277.806,0.625,1
"754",1996,2025,"Tana","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,314.62,6.51,0.618181818181818,1
"755",1996,2028,"Batsfjord","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1379.46,49246.9056,0.478260869565217,1
"756",1996,2028,"Batsfjord","Haddock","Haddock_1996",247108,80000,3.08885,50000,1379.46,10453.5546,0.625,1
"757",1996,2028,"Batsfjord","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1379.46,2233.0886,0.618181818181818,1
"758",1996,2030,"Sor-Varanger","Cod","Cod_1996",547314,460000,1.18981304347826,220000,1135.7,58.167,0.478260869565217,1
"759",1996,2030,"Sor-Varanger","Haddock","Haddock_1996",247108,80000,3.08885,50000,1135.7,3.003,0.625,1
"760",1996,2030,"Sor-Varanger","Kingcrab","Kingcrab_1996",NA,NA,1,NA,1135.7,210.4245,NA,1
"761",1996,2030,"Sor-Varanger","Saithe","Saithe_1996",245151,220000,1.11432272727273,136000,1135.7,2.341,0.618181818181818,1
"762",1997,1804,"Bodo","Cod","Cod_1997",544511,460000,1.18371956521739,220000,3431.45,805.3308,0.478260869565217,1
"763",1997,1804,"Bodo","Herring","Herring_1997",5355000,3184000,1.68184673366834,2500000,3431.45,466669.24,0.785175879396985,1
"764",1997,1804,"Bodo","Haddock","Haddock_1997",214197,80000,2.6774625,50000,3431.45,156.0657,0.625,1
"765",1997,1804,"Bodo","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,3431.45,315.2234,0.618181818181818,1
"766",1997,1805,"Narvik","Cod","Cod_1997",544511,460000,1.18371956521739,220000,200.61,41.445,0.478260869565217,1
"767",1997,1805,"Narvik","Herring","Herring_1997",5355000,3184000,1.68184673366834,2500000,200.61,4166.025,0.785175879396985,1
"768",1997,1805,"Narvik","Haddock","Haddock_1997",214197,80000,2.6774625,50000,200.61,0.8652,0.625,1
"769",1997,1805,"Narvik","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,200.61,3.0984,0.618181818181818,1
"770",1997,1811,"Bindal","Cod","Cod_1997",544511,460000,1.18371956521739,220000,641.29,181.3188,0.478260869565217,1
"771",1997,1811,"Bindal","Herring","Herring_1997",5355000,3184000,1.68184673366834,2500000,641.29,56.13,0.785175879396985,1
"772",1997,1811,"Bindal","Haddock","Haddock_1997",214197,80000,2.6774625,50000,641.29,10.6848,0.625,1
"773",1997,1811,"Bindal","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,641.29,18.8278,0.618181818181818,1
"774",1997,1812,"Somna","Cod","Cod_1997",544511,460000,1.18371956521739,220000,594.84,3.78,0.478260869565217,1
"775",1997,1812,"Somna","Haddock","Haddock_1997",214197,80000,2.6774625,50000,594.84,0.714,0.625,1
"776",1997,1812,"Somna","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,594.84,0.6076,0.618181818181818,1
"777",1997,1813,"Bronnoy","Cod","Cod_1997",544511,460000,1.18371956521739,220000,1052.81,415.5786,0.478260869565217,1
"778",1997,1813,"Bronnoy","Haddock","Haddock_1997",214197,80000,2.6774625,50000,1052.81,39.6291,0.625,1
"779",1997,1813,"Bronnoy","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,1052.81,75.0076,0.618181818181818,1
"780",1997,1815,"Vega","Cod","Cod_1997",544511,460000,1.18371956521739,220000,2756.44,1800.0618,0.478260869565217,1
"781",1997,1815,"Vega","Herring","Herring_1997",5355000,3184000,1.68184673366834,2500000,2756.44,2027.745,0.785175879396985,1
"782",1997,1815,"Vega","Haddock","Haddock_1997",214197,80000,2.6774625,50000,2756.44,81.228,0.625,1
"783",1997,1815,"Vega","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,2756.44,434.627,0.618181818181818,1
"784",1997,1816,"Vevelstad","Cod","Cod_1997",544511,460000,1.18371956521739,220000,122.2,1.08,0.478260869565217,1
"785",1997,1816,"Vevelstad","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,122.2,1.1748,0.618181818181818,1
"786",1997,1818,"Heroy","Cod","Cod_1997",544511,460000,1.18371956521739,220000,2197.73,1491.7128,0.478260869565217,1
"787",1997,1818,"Heroy","Haddock","Haddock_1997",214197,80000,2.6774625,50000,2197.73,171.5262,0.625,1
"788",1997,1818,"Heroy","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,2197.73,616.753,0.618181818181818,1
"789",1997,1820,"Alstahaug","Cod","Cod_1997",544511,460000,1.18371956521739,220000,397.61,238.221,0.478260869565217,1
"790",1997,1820,"Alstahaug","Haddock","Haddock_1997",214197,80000,2.6774625,50000,397.61,56.007,0.625,1
"791",1997,1820,"Alstahaug","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,397.61,38.9232,0.618181818181818,1
"792",1997,1822,"Leirfjord","Cod","Cod_1997",544511,460000,1.18371956521739,220000,130.95,11.394,0.478260869565217,1
"793",1997,1822,"Leirfjord","Haddock","Haddock_1997",214197,80000,2.6774625,50000,130.95,0.672,0.625,1
"794",1997,1822,"Leirfjord","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,130.95,2.1898,0.618181818181818,1
"795",1997,1827,"Donna","Cod","Cod_1997",544511,460000,1.18371956521739,220000,567.37,1212.2166,0.478260869565217,1
"796",1997,1827,"Donna","Herring","Herring_1997",5355000,3184000,1.68184673366834,2500000,567.37,115.18,0.785175879396985,1
"797",1997,1827,"Donna","Haddock","Haddock_1997",214197,80000,2.6774625,50000,567.37,29.9796,0.625,1
"798",1997,1827,"Donna","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,567.37,182.057,0.618181818181818,1
"799",1997,1828,"Nesna","Cod","Cod_1997",544511,460000,1.18371956521739,220000,219.63,62.328,0.478260869565217,1
"800",1997,1828,"Nesna","Haddock","Haddock_1997",214197,80000,2.6774625,50000,219.63,1.2558,0.625,1
"801",1997,1828,"Nesna","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,219.63,2.1004,0.618181818181818,1
"802",1997,1832,"Hemnes","Cod","Cod_1997",544511,460000,1.18371956521739,220000,64.42,8.2494,0.478260869565217,1
"803",1997,1832,"Hemnes","Haddock","Haddock_1997",214197,80000,2.6774625,50000,64.42,0.5082,0.625,1
"804",1997,1832,"Hemnes","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,64.42,0.5678,0.618181818181818,1
"805",1997,1833,"Rana","Cod","Cod_1997",544511,460000,1.18371956521739,220000,128.29,28.5174,0.478260869565217,1
"806",1997,1833,"Rana","Haddock","Haddock_1997",214197,80000,2.6774625,50000,128.29,7.9674,0.625,1
"807",1997,1833,"Rana","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,128.29,3.5792,0.618181818181818,1
"808",1997,1834,"Luroy","Cod","Cod_1997",544511,460000,1.18371956521739,220000,1072.51,2092.5852,0.478260869565217,1
"809",1997,1834,"Luroy","Haddock","Haddock_1997",214197,80000,2.6774625,50000,1072.51,57.5013,0.625,1
"810",1997,1834,"Luroy","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,1072.51,562.2762,0.618181818181818,1
"811",1997,1835,"Traena","Cod","Cod_1997",544511,460000,1.18371956521739,220000,1777.3,11772.2694,0.478260869565217,1
"812",1997,1835,"Traena","Herring","Herring_1997",5355000,3184000,1.68184673366834,2500000,1777.3,58649.87,0.785175879396985,1
"813",1997,1835,"Traena","Haddock","Haddock_1997",214197,80000,2.6774625,50000,1777.3,1189.5753,0.625,1
"814",1997,1835,"Traena","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,1777.3,1921.6494,0.618181818181818,1
"815",1997,1836,"Rodoy","Cod","Cod_1997",544511,460000,1.18371956521739,220000,2391.77,622.0824,0.478260869565217,1
"816",1997,1836,"Rodoy","Haddock","Haddock_1997",214197,80000,2.6774625,50000,2391.77,176.7969,0.625,1
"817",1997,1836,"Rodoy","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,2391.77,531.4756,0.618181818181818,1
"818",1997,1837,"Meloy","Cod","Cod_1997",544511,460000,1.18371956521739,220000,1872.46,1386.1002,0.478260869565217,1
"819",1997,1837,"Meloy","Herring","Herring_1997",5355000,3184000,1.68184673366834,2500000,1872.46,4,0.785175879396985,1
"820",1997,1837,"Meloy","Haddock","Haddock_1997",214197,80000,2.6774625,50000,1872.46,826.5453,0.625,1
"821",1997,1837,"Meloy","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,1872.46,378.7698,0.618181818181818,1
"822",1997,1838,"Gildeskal","Cod","Cod_1997",544511,460000,1.18371956521739,220000,837.6,223.578,0.478260869565217,1
"823",1997,1838,"Gildeskal","Haddock","Haddock_1997",214197,80000,2.6774625,50000,837.6,33.6582,0.625,1
"824",1997,1838,"Gildeskal","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,837.6,128.4058,0.618181818181818,1
"825",1997,1840,"Saltdal","Cod","Cod_1997",544511,460000,1.18371956521739,220000,29.77,11.907,0.478260869565217,1
"826",1997,1840,"Saltdal","Haddock","Haddock_1997",214197,80000,2.6774625,50000,29.77,1.26,0.625,1
"827",1997,1840,"Saltdal","Saithe","Saithe_1997",243935,220000,1.10879545454545,136000,29.77,1.08,0.618181818181818,1
"828",1997,1841,"Fauske","Cod","Cod_1997",544511,460000,1.18371956521739,220000,84.29,143.28,0.478260869565217,1
