"","Year","Municip_number","Municip_name_new","fihs_score"
"1222",2012,1816,"Vevelstad",100
"1223",2012,1818,"Heroy",100
"1224",2012,1827,"Donna",100
"1225",2012,1828,"Nesna",100
"1226",2012,1833,"Rana",100
"1227",2012,1834,"Luroy",100
"1228",2012,1835,"Traena",100
"1229",2012,1836,"Rodoy",100
"1230",2012,1837,"Meloy",100
"1231",2012,1838,"Gildeskal",100
"1232",2012,1840,"Saltdal",100
"1233",2012,1841,"Fauske",100
"1234",2012,1845,"Sorfold",100
"1235",2012,1848,"Steigen",100
"1236",2012,1849,"Hamaroy",100
"1237",2012,1850,"Tysfjord",100
"1238",2012,1851,"Lodingen",100
"1239",2012,1853,"Evenes",100
"1240",2012,1856,"Rost",100
"1241",2012,1857,"Vaeroy",100
"1242",2012,1859,"Flakstad",100
"1243",2012,1860,"Vestvagoy",100
"1244",2012,1865,"Vagan",100
"1245",2012,1866,"Hadsel",100
"1246",2012,1867,"Bo",100
"1247",2012,1868,"Oksnes",100
"1248",2012,1870,"Sortland",100
"1249",2012,1871,"Andoy",100
"1250",2012,1874,"Moskenes",100
"1251",2012,1901,"Harstad",100
"1252",2012,1902,"Tromso",100
"1253",2012,1911,"Kvaefjord",100
"1254",2012,1913,"Skanland",100
"1255",2012,1915,"Harstad",100
"1256",2012,1917,"Ibestad",100
"1257",2012,1928,"Torsken",100
"1258",2012,1929,"Berg",100
"1259",2012,1931,"Lenvik",100
"1260",2012,1933,"Balsfjord",100
"1261",2012,1936,"Karlsoy",100
"1262",2012,1938,"Lyngen",100
"1263",2012,1940,"Kafjord",100
"1264",2012,1941,"Skjervoy",100
"1265",2012,1942,"Nordreisa",100
"1266",2012,1943,"Kvaenangen",100
"1267",2012,2002,"Vardo",100
"1268",2012,2003,"Vadso",100
"1269",2012,2004,"Hammerfest",100
"1270",2012,2012,"Alta",100
"1271",2012,2014,"Loppa",100
"1272",2012,2015,"Hasvik",100
"1273",2012,2018,"Masoy",100
"1274",2012,2019,"Nordkapp",100
"1275",2012,2020,"Porsanger",100
"1276",2012,2022,"Lebesby",100
"1277",2012,2023,"Gamvik",100
"1278",2012,2024,"Berlevag",100
"1279",2012,2027,"Nesseby",100
"1280",2012,2028,"Batsfjord",100
"1281",2012,2030,"Sor-Varanger",100
"1282",2013,1804,"Bodo",100
"1283",2013,1805,"Narvik",100
"1284",2013,1811,"Bindal",100
"1285",2013,1813,"Bronnoy",100
"1286",2013,1815,"Vega",100
"1287",2013,1816,"Vevelstad",100
"1288",2013,1818,"Heroy",100
"1289",2013,1820,"Alstahaug",100
"1290",2013,1822,"Leirfjord",100
"1291",2013,1827,"Donna",100
"1292",2013,1828,"Nesna",100
"1293",2013,1832,"Hemnes",100
"1294",2013,1833,"Rana",100
"1295",2013,1834,"Luroy",100
"1296",2013,1835,"Traena",100
"1297",2013,1836,"Rodoy",100
"1298",2013,1837,"Meloy",100
"1299",2013,1838,"Gildeskal",100
"1300",2013,1840,"Saltdal",100
"1301",2013,1841,"Fauske",100
"1302",2013,1845,"Sorfold",100
"1303",2013,1848,"Steigen",100
"1304",2013,1849,"Hamaroy",100
"1305",2013,1850,"Tysfjord",100
"1306",2013,1851,"Lodingen",100
"1307",2013,1856,"Rost",100
"1308",2013,1857,"Vaeroy",100
"1309",2013,1859,"Flakstad",100
"1310",2013,1860,"Vestvagoy",100
"1311",2013,1865,"Vagan",100
"1312",2013,1866,"Hadsel",100
"1313",2013,1867,"Bo",100
"1314",2013,1868,"Oksnes",100
"1315",2013,1870,"Sortland",100
"1316",2013,1871,"Andoy",100
"1317",2013,1874,"Moskenes",100
"1318",2013,1902,"Tromso",100
"1319",2013,1903,"Harstad",100
"1320",2013,1911,"Kvaefjord",100
"1321",2013,1913,"Skanland",100
"1322",2013,1917,"Ibestad",100
"1323",2013,1919,"Gratangen",100
"1324",2013,1928,"Torsken",100
"1325",2013,1929,"Berg",100
"1326",2013,1931,"Lenvik",100
"1327",2013,1933,"Balsfjord",100
"1328",2013,1936,"Karlsoy",100
"1329",2013,1938,"Lyngen",100
"1330",2013,1940,"Kafjord",100
"1331",2013,1941,"Skjervoy",100
"1332",2013,1942,"Nordreisa",100
"1333",2013,1943,"Kvaenangen",100
"1334",2013,2002,"Vardo",100
"1335",2013,2003,"Vadso",100
"1336",2013,2004,"Hammerfest",100
"1337",2013,2012,"Alta",100
"1338",2013,2014,"Loppa",100
"1339",2013,2015,"Hasvik",100
"1340",2013,2017,"Kvalsund",100
"1341",2013,2018,"Masoy",100
"1342",2013,2019,"Nordkapp",100
"1343",2013,2022,"Lebesby",100
"1344",2013,2023,"Gamvik",100
"1345",2013,2024,"Berlevag",100
"1346",2013,2025,"Tana",100
"1347",2013,2027,"Nesseby",100
"1348",2013,2028,"Batsfjord",100
"1349",2013,2030,"Sor-Varanger",100
"1350",2014,1804,"Bodo",100
"1351",2014,1805,"Narvik",100
"1352",2014,1811,"Bindal",100
"1353",2014,1812,"Somna",100
"1354",2014,1813,"Bronnoy",100
"1355",2014,1815,"Vega",100
"1356",2014,1816,"Vevelstad",100
"1357",2014,1818,"Heroy",100
"1358",2014,1822,"Leirfjord",100
"1359",2014,1824,"Vefsn",100
"1360",2014,1827,"Donna",100
"1361",2014,1828,"Nesna",100
"1362",2014,1832,"Hemnes",100
"1363",2014,1833,"Rana",100
"1364",2014,1834,"Luroy",100
"1365",2014,1835,"Traena",100
"1366",2014,1836,"Rodoy",100
"1367",2014,1837,"Meloy",100
"1368",2014,1838,"Gildeskal",100
"1369",2014,1841,"Fauske",100
"1370",2014,1845,"Sorfold",100
"1371",2014,1848,"Steigen",100
"1372",2014,1849,"Hamaroy",100
"1373",2014,1850,"Tysfjord",100
"1374",2014,1851,"Lodingen",100
"1375",2014,1856,"Rost",100
"1376",2014,1857,"Vaeroy",100
"1377",2014,1859,"Flakstad",100
"1378",2014,1860,"Vestvagoy",100
"1379",2014,1865,"Vagan",100
"1380",2014,1866,"Hadsel",100
"1381",2014,1867,"Bo",100
"1382",2014,1868,"Oksnes",100
"1383",2014,1870,"Sortland",100
"1384",2014,1871,"Andoy",100
"1385",2014,1874,"Moskenes",100
"1386",2014,1902,"Tromso",99.968037100633
"1387",2014,1903,"Harstad",100
"1388",2014,1911,"Kvaefjord",100
"1389",2014,1913,"Skanland",100
"1390",2014,1917,"Ibestad",100
"1391",2014,1919,"Gratangen",100
"1392",2014,1928,"Torsken",100
"1393",2014,1929,"Berg",99.9739213954441
"1394",2014,1931,"Lenvik",100
"1395",2014,1936,"Karlsoy",100
"1396",2014,1938,"Lyngen",100
"1397",2014,1940,"Kafjord",100
"1398",2014,1941,"Skjervoy",100
"1399",2014,1942,"Nordreisa",100
"1400",2014,1943,"Kvaenangen",100
"1401",2014,2002,"Vardo",100
"1402",2014,2003,"Vadso",100
"1403",2014,2004,"Hammerfest",100
"1404",2014,2012,"Alta",100
"1405",2014,2014,"Loppa",100
"1406",2014,2015,"Hasvik",100
"1407",2014,2018,"Masoy",100
"1408",2014,2019,"Nordkapp",100
"1409",2014,2020,"Porsanger",100
"1410",2014,2022,"Lebesby",100
"1411",2014,2023,"Gamvik",100
"1412",2014,2024,"Berlevag",100
"1413",2014,2025,"Tana",100
"1414",2014,2027,"Nesseby",100
"1415",2014,2028,"Batsfjord",100
"1416",2014,2030,"Sor-Varanger",100
"1417",2015,1804,"Bodo",100
"1418",2015,1805,"Narvik",100
"1419",2015,1811,"Bindal",100
"1420",2015,1812,"Somna",100
"1421",2015,1813,"Bronnoy",100
"1422",2015,1815,"Vega",100
"1423",2015,1818,"Heroy",100
"1424",2015,1824,"Vefsn",100
"1425",2015,1827,"Donna",100
"1426",2015,1828,"Nesna",100
"1427",2015,1832,"Hemnes",100
"1428",2015,1834,"Luroy",100
"1429",2015,1835,"Traena",100
"1430",2015,1836,"Rodoy",100
"1431",2015,1837,"Meloy",100
"1432",2015,1838,"Gildeskal",100
"1433",2015,1840,"Saltdal",100
"1434",2015,1841,"Fauske",100
"1435",2015,1845,"Sorfold",100
"1436",2015,1848,"Steigen",100
"1437",2015,1850,"Tysfjord",100
"1438",2015,1851,"Lodingen",100
"1439",2015,1856,"Rost",100
"1440",2015,1857,"Vaeroy",100
"1441",2015,1859,"Flakstad",100
"1442",2015,1860,"Vestvagoy",100
"1443",2015,1865,"Vagan",100
"1444",2015,1866,"Hadsel",100
"1445",2015,1867,"Bo",100
"1446",2015,1868,"Oksnes",100
"1447",2015,1870,"Sortland",100
"1448",2015,1871,"Andoy",100
"1449",2015,1874,"Moskenes",100
"1450",2015,1902,"Tromso",100
"1451",2015,1903,"Harstad",100
"1452",2015,1911,"Kvaefjord",100
"1453",2015,1913,"Skanland",100
"1454",2015,1917,"Ibestad",100
"1455",2015,1919,"Gratangen",100
"1456",2015,1928,"Torsken",100
"1457",2015,1929,"Berg",100
"1458",2015,1931,"Lenvik",100
"1459",2015,1936,"Karlsoy",100
"1460",2015,1938,"Lyngen",100
"1461",2015,1940,"Kafjord",100
"1462",2015,1941,"Skjervoy",100
"1463",2015,1942,"Nordreisa",100
"1464",2015,1943,"Kvaenangen",100
"1465",2015,2002,"Vardo",100
"1466",2015,2003,"Vadso",100
"1467",2015,2004,"Hammerfest",100
"1468",2015,2012,"Alta",100
"1469",2015,2015,"Hasvik",100
"1470",2015,2018,"Masoy",100
"1471",2015,2019,"Nordkapp",100
"1472",2015,2020,"Porsanger",100
"1473",2015,2022,"Lebesby",100
"1474",2015,2023,"Gamvik",100
"1475",2015,2024,"Berlevag",100
"1476",2015,2025,"Tana",100
"1477",2015,2027,"Nesseby",100
"1478",2015,2028,"Batsfjord",100
"1479",2015,2030,"Sor-Varanger",100
"1480",2016,1804,"Bodo",100
"1481",2016,1811,"Bindal",100
"1482",2016,1813,"Bronnoy",100
"1483",2016,1815,"Vega",100
"1484",2016,1818,"Heroy",100
"1485",2016,1827,"Donna",100
"1486",2016,1828,"Nesna",100
"1487",2016,1833,"Rana",100
"1488",2016,1834,"Luroy",100
"1489",2016,1835,"Traena",100
"1490",2016,1836,"Rodoy",100
"1491",2016,1837,"Meloy",100
"1492",2016,1838,"Gildeskal",100
"1493",2016,1840,"Saltdal",100
"1494",2016,1845,"Sorfold",100
"1495",2016,1848,"Steigen",100
"1496",2016,1850,"Tysfjord",100
"1497",2016,1851,"Lodingen",100
"1498",2016,1856,"Rost",100
"1499",2016,1857,"Vaeroy",100
"1500",2016,1859,"Flakstad",100
"1501",2016,1860,"Vestvagoy",100
"1502",2016,1865,"Vagan",100
"1503",2016,1866,"Hadsel",100
"1504",2016,1867,"Bo",100
"1505",2016,1868,"Oksnes",100
"1506",2016,1870,"Sortland",100
"1507",2016,1871,"Andoy",100
"1508",2016,1874,"Moskenes",100
"1509",2016,1902,"Tromso",100
"1510",2016,1903,"Harstad",100
"1511",2016,1911,"Kvaefjord",100
"1512",2016,1917,"Ibestad",100
"1513",2016,1928,"Torsken",100
"1514",2016,1929,"Berg",100
"1515",2016,1931,"Lenvik",100
"1516",2016,1933,"Balsfjord",100
"1517",2016,1936,"Karlsoy",100
"1518",2016,1938,"Lyngen",100
"1519",2016,1940,"Kafjord",100
"1520",2016,1941,"Skjervoy",100
"1521",2016,1942,"Nordreisa",100
"1522",2016,1943,"Kvaenangen",100
"1523",2016,2002,"Vardo",100
"1524",2016,2003,"Vadso",100
"1525",2016,2004,"Hammerfest",100
"1526",2016,2012,"Alta",100
"1527",2016,2014,"Loppa",100
"1528",2016,2015,"Hasvik",100
"1529",2016,2018,"Masoy",100
"1530",2016,2019,"Nordkapp",100
"1531",2016,2020,"Porsanger",100
"1532",2016,2022,"Lebesby",100
"1533",2016,2023,"Gamvik",100
"1534",2016,2024,"Berlevag",100
"1535",2016,2025,"Tana",100
"1536",2016,2027,"Nesseby",100
"1537",2016,2028,"Batsfjord",100
"1538",2016,2030,"Sor-Varanger",100
"1539",2017,1804,"Bodo",100
"1540",2017,1811,"Bindal",100
"1541",2017,1813,"Bronnoy",100
"1542",2017,1815,"Vega",100
"1543",2017,1818,"Heroy",100
"1544",2017,1827,"Donna",100
"1545",2017,1828,"Nesna",100
"1546",2017,1833,"Rana",100
"1547",2017,1834,"Luroy",100
"1548",2017,1835,"Traena",100
"1549",2017,1836,"Rodoy",100
"1550",2017,1837,"Meloy",100
"1551",2017,1838,"Gildeskal",100
"1552",2017,1841,"Fauske",100
"1553",2017,1845,"Sorfold",100
"1554",2017,1848,"Steigen",100
"1555",2017,1850,"Tysfjord",100
"1556",2017,1851,"Lodingen",100
"1557",2017,1856,"Rost",100
"1558",2017,1857,"Vaeroy",100
"1559",2017,1859,"Flakstad",100
"1560",2017,1860,"Vestvagoy",100
"1561",2017,1865,"Vagan",100
"1562",2017,1866,"Hadsel",100
"1563",2017,1867,"Bo",100
"1564",2017,1868,"Oksnes",100
"1565",2017,1870,"Sortland",100
"1566",2017,1871,"Andoy",100
"1567",2017,1874,"Moskenes",100
"1568",2017,1902,"Tromso",100
"1569",2017,1903,"Harstad",100
"1570",2017,1911,"Kvaefjord",100
"1571",2017,1917,"Ibestad",100
"1572",2017,1928,"Torsken",100
"1573",2017,1929,"Berg",100
"1574",2017,1931,"Lenvik",100
"1575",2017,1936,"Karlsoy",100
"1576",2017,1938,"Lyngen",100
"1577",2017,1940,"Kafjord",100
"1578",2017,1941,"Skjervoy",100
"1579",2017,1942,"Nordreisa",100
"1580",2017,1943,"Kvaenangen",100
"1581",2017,2002,"Vardo",100
"1582",2017,2003,"Vadso",100
"1583",2017,2004,"Hammerfest",100
"1584",2017,2012,"Alta",100
"1585",2017,2014,"Loppa",100
"1586",2017,2015,"Hasvik",100
"1587",2017,2018,"Masoy",100
"1588",2017,2019,"Nordkapp",100
"1589",2017,2020,"Porsanger",100
"1590",2017,2022,"Lebesby",100
"1591",2017,2023,"Gamvik",100
"1592",2017,2024,"Berlevag",100
"1593",2017,2025,"Tana",100
"1594",2017,2027,"Nesseby",100
"1595",2017,2028,"Batsfjord",100
"1596",2017,2030,"Sor-Varanger",100
