"","Year","Municip_number","Municip_name_new","fish_score"
"348",1999,"1941","Skjervoy",61.2288972859056
"349",1999,"1942","Nordreisa",57.8012369089839
"350",1999,"1943","Kvaenangen",65.8980574064776
"351",1999,"2002","Vardo",49.0944967592125
"352",1999,"2003","Vadso",16.5035302551924
"353",1999,"2004","Hammerfest",57.2654519698195
"354",1999,"2012","Alta",0.721478074908994
"355",1999,"2014","Loppa",38.1312056309564
"356",1999,"2015","Hasvik",42.8757870036329
"357",1999,"2017","Kvalsund",30.1122352822751
"358",1999,"2018","Masoy",45.8102042344929
"359",1999,"2019","Nordkapp",50.0519160441728
"360",1999,"2020","Porsanger",4.38814852306126
"361",1999,"2022","Lebesby",37.9097537319877
"362",1999,"2023","Gamvik",44.1723876079292
"363",1999,"2024","Berlevag",57.9701529882995
"364",1999,"2025","Tana",15.7553924205908
"365",1999,"2028","Batsfjord",60.6453619980593
"366",1999,"2030","Sor-Varanger",27.6252962723234
"367",2000,"1804","Bodo",94.7745843208382
"368",2000,"1811","Bindal",0.793680240739942
"369",2000,"1813","Bronnoy",6.28393186603307
"370",2000,"1818","Heroy",11.6638560374413
"371",2000,"1827","Donna",25.6266158514856
"372",2000,"1833","Rana",2.89782336038766
"373",2000,"1834","Luroy",12.8216104809255
"374",2000,"1835","Traena",83.9959689240622
"375",2000,"1836","Rodoy",12.9219458698356
"376",2000,"1837","Meloy",12.4961214307149
"377",2000,"1838","Gildeskal",4.34251991666731
"378",2000,"1845","Sorfold",40.5819157920357
"379",2000,"1848","Steigen",17.1577089665767
"380",2000,"1850","Tysfjord",53.2052273808858
"381",2000,"1851","Lodingen",95.9862163617512
"382",2000,"1856","Rost",19.2609768784822
"383",2000,"1857","Vaeroy",34.1678841486578
"384",2000,"1859","Flakstad",35.6001165594423
"385",2000,"1860","Vestvagoy",43.9145660756266
"386",2000,"1865","Vagan",53.9313047217563
"387",2000,"1866","Hadsel",37.1266682126288
"388",2000,"1867","Bo",44.5420103843641
"389",2000,"1868","Oksnes",50.572871980482
"390",2000,"1870","Sortland",99.9913234037542
"391",2000,"1871","Andoy",53.1525323823704
"392",2000,"1874","Moskenes",48.937400480888
"393",2000,"1902","Tromso",90.6714439067232
"394",2000,"1903","Harstad",79.8601760459875
"395",2000,"1911","Kvaefjord",18.1486041406703
"396",2000,"1928","Torsken",45.6691261686623
"397",2000,"1929","Berg",85.984467588812
"398",2000,"1931","Lenvik",47.1528213075485
"399",2000,"1933","Balsfjord",9.01870622185275
"400",2000,"1936","Karlsoy",56.0330299872388
"401",2000,"1938","Lyngen",9.68417177505956
"402",2000,"1940","Kafjord",52.8357329597874
"403",2000,"1941","Skjervoy",52.0273993411975
"404",2000,"1942","Nordreisa",46.1155091215052
"405",2000,"1943","Kvaenangen",56.1193273492467
"406",2000,"2002","Vardo",27.9926237992555
"407",2000,"2003","Vadso",3.38594320916399
"408",2000,"2004","Hammerfest",44.5872068837953
"409",2000,"2012","Alta",0.507622256302236
"410",2000,"2014","Loppa",42.3034609588715
"411",2000,"2015","Hasvik",27.4179830148581
"412",2000,"2017","Kvalsund",10.2439045469111
"413",2000,"2018","Masoy",32.6966019779663
"414",2000,"2019","Nordkapp",38.5507172779475
"415",2000,"2020","Porsanger",1.67463462617591
"416",2000,"2022","Lebesby",23.9538596460479
"417",2000,"2023","Gamvik",13.6246196278344
"418",2000,"2024","Berlevag",38.5475303727064
"419",2000,"2025","Tana",9.35364095036863
"420",2000,"2027","Nesseby",0.873416717074898
"421",2000,"2028","Batsfjord",42.5920570129112
"422",2000,"2030","Sor-Varanger",31.5853385539964
"423",2001,"1804","Bodo",98.7881376395602
"424",2001,"1811","Bindal",0.934128680234798
"425",2001,"1813","Bronnoy",6.96689932072444
"426",2001,"1818","Heroy",16.9218835421555
"427",2001,"1822","Leirfjord",18.6738078978258
"428",2001,"1827","Donna",22.1701173361303
"429",2001,"1833","Rana",3.23965278778052
"430",2001,"1834","Luroy",24.4753164621436
"431",2001,"1835","Traena",82.8330397630766
"432",2001,"1836","Rodoy",13.2482404785437
"433",2001,"1837","Meloy",14.8655934592771
"434",2001,"1838","Gildeskal",4.56722916290177
"435",2001,"1845","Sorfold",33.8711891530577
"436",2001,"1848","Steigen",20.5307555964601
"437",2001,"1851","Lodingen",100
"438",2001,"1856","Rost",61.0444417799968
"439",2001,"1857","Vaeroy",61.0385789354361
"440",2001,"1859","Flakstad",75.3421605369607
"441",2001,"1860","Vestvagoy",78.0066815992319
"442",2001,"1865","Vagan",69.1644373563124
"443",2001,"1866","Hadsel",38.9204945578161
