"Year","Municip_number","Species","SSB","Stock","Flim","Blim","Fmsy","MSYBtrigger","F","b_score","f_score","stock_score","Total_catch_new","Municip_name_new","Seaarea","catch_per_area","max_catch_area","weighted_catch","weighted_catch_score"
1996,"1870","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,9826.694,"Sortland",371.13,26.4777678980411,18466.5279014832,0.00143382492038011,0.00126262194481233
1996,"1870","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,0.07,"Sortland",371.13,0.000188613154420284,69976.1695760599,0.00000000269539123908852,0.00000000256383047622824
1996,"1870","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,2.5071,"Sortland",371.13,0.0067553148492442,103707.501604621,0.0000000651381505168106,0.0000000651381505168106
1996,"1870","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.03,"Sortland",371.13,0.00816425511276372,80462.0896380397,0.000000101467102700051,0.000000101467102700051
1996,"1871","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,6170.1462,"Andoy",2136.96,2.88734754043127,244232.387275353,0.000011822132079379,0.0000059110660396895
1996,"1871","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,592.1794,"Andoy",2136.96,0.2771130016472,18466.5279014832,0.0000150062319850037,0.0000132144430912719
1996,"1871","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,817.3156,"Andoy",2136.96,0.382466494459419,69976.1695760599,0.00000546566776627722,0.00000519889112530416
1996,"1871","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,2114.5092,"Andoy",2136.96,0.989494047619048,103707.501604621,0.0000095412003211825,0.0000095412003211825
1996,"1874","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,6322.9399,"Moskenes",1473.84,4.29011283450035,244232.387275353,0.0000175656999563436,0.00000878284997817178
1996,"1874","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,489.3655,"Moskenes",1473.84,0.332034345654888,69976.1695760599,0.00000474496314483157,0.0000045133637532386
1996,"1874","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,1872.7581,"Moskenes",1473.84,1.27066581175704,103707.501604621,0.0000122524001841389,0.0000122524001841389
1996,"1903","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,1702.9041,"Harstad",1075.25,1.58372852824924,244232.387275353,0.00000648451479313312,0.00000324225739656656
1996,"1903","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,179.085,"Harstad",1075.25,0.166551964659382,18466.5279014832,0.00000901912723105921,0.00000794221651690288
1996,"1903","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,278.6214,"Harstad",1075.25,0.259122436642641,69976.1695760599,0.00000370300972763293,0.00000352226758616513
1996,"1903","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,1843.559,"Harstad",1075.25,1.7145398744478,103707.501604621,0.0000165324576131858,0.0000165324576131858
1996,"1903","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.17,"Harstad",1075.25,0.000158102766798419,80462.0896380397,0.00000000196493488436166,0.00000000196493488436166
1996,"1902","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,12809.7951,"Tromso",2767.33,4.628936592311,244232.387275353,0.0000189530006398874,0.00000947650031994371
1996,"1902","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,42359.27,"Tromso",2767.33,15.3069095481927,18466.5279014832,0.000828900247510159,0.000729927083628349
1996,"1902","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,943.7111,"Tromso",2767.33,0.341018635291057,69976.1695760599,0.00000487335384827531,0.00000463548776758568
1996,"1902","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,8843.7648,"Tromso",2767.33,3.19577527797552,103707.501604621,0.0000308152759301755,0.0000308152759301755
1996,"1902","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,132.545,"Tromso",2767.33,0.0478963477431315,80462.0896380397,0.000000595266018551024,0.000000595266018551024
1996,"1911","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,117.3165,"Kvaefjord",189.03,0.620623710522139,244232.387275353,0.00000254111961745039,0.00000127055980872519
1996,"1911","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,134.604,"Kvaefjord",189.03,0.712077448024123,18466.5279014832,0.0000385604403720599,0.0000339562086858438
1996,"1911","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,7.5292,"Kvaefjord",189.03,0.0398307147013702,69976.1695760599,0.000000569203986766903,0.000000541421411222328
1996,"1911","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,83.8344,"Kvaefjord",189.03,0.443497857482939,103707.501604621,0.0000042764298688223,0.0000042764298688223
1996,"1913","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.6865,"Skanland",85.75,0.10130029154519,80462.0896380397,0.00000125898161483117,0.00000125898161483117
1996,"1917","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,0.057,"Ibestad",351.66,0.000162088380822385,244232.387275353,0.00000000066366456402706,0.00000000033183228201353
1996,"1917","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,0.1014,"Ibestad",351.66,0.000288346698515612,103707.501604621,0.00000000278038419645781,0.00000000278038419645781
1996,"1917","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,191.249,"Ibestad",351.66,0.543846328840357,80462.0896380397,0.00000675903809218553,0.00000675903809218553
1996,"1919","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,0.117,"Gratangen",61.93,0.00188922977555304,244232.387275353,0.00000000773537775488836,0.00000000386768887744418
1996,"1919","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,0.0392,"Gratangen",61.93,0.000632972711125464,69976.1695760599,0.00000000904554671912216,0.00000000860403789116501
1996,"1919","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,0.9736,"Gratangen",61.93,0.0157209752946876,103707.501604621,0.000000151589567306547,0.000000151589567306547
1996,"1920","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,0.63,"Lavangen",22.93,0.0274749236807676,244232.387275353,0.000000112495005217272,0.0000000562475026086358
1996,"1920","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,0.0098,"Lavangen",22.93,0.000427387701700829,69976.1695760599,0.00000000610761784033183,0.00000000580950792193468
1996,"1920","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,0.8154,"Lavangen",22.93,0.0355604012211077,103707.501604621,0.000000342891311341003,0.000000342891311341003
1996,"1924","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,0.0375,"Malselv",34.32,0.00109265734265734,244232.387275353,0.00000000447384294461101,0.00000000223692147230551
1996,"1924","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,0.126,"Malselv",34.32,0.00367132867132867,69976.1695760599,0.0000000524654134910623,0.0000000499046016420937
1996,"1925","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,0.0945,"Sorreisa",29.87,0.00316370940743221,103707.501604621,0.0000000305060806449051,0.0000000305060806449051
1996,"1926","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,246.183,"Dyroy",181.21,1.35855085260195,244232.387275353,0.00000556253356795916,0.00000278126678397958
1996,"1926","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,14.3374,"Dyroy",181.21,0.0791203575961592,69976.1695760599,0.00000113067574397824,0.00000107548799933169
1996,"1926","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,66.2184,"Dyroy",181.21,0.365423541747144,103707.501604621,0.00000352359796632938,0.00000352359796632938
1996,"1927","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,65.64,"Tranoy",414.56,0.158336549594751,244232.387275353,0.00000064830283715091,0.000000324151418575455
1996,"1927","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,13.6682,"Tranoy",414.56,0.0329703782323427,69976.1695760599,0.000000471165804474421,0.000000448168425922693
1996,"1927","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,44.7549,"Tranoy",414.56,0.107957593593207,103707.501604621,0.00000104098152903914,0.00000104098152903914
1996,"1928","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,3202.404,"Torsken",832.68,3.8458999855887,244232.387275353,0.0000157468877428314,0.00000787344387141569
1996,"1928","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,2052.623,"Torsken",832.68,2.46508022289475,18466.5279014832,0.000133489101797895,0.000117550104568295
1996,"1928","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,152.589,"Torsken",832.68,0.1832504683672,69976.1695760599,0.0000026187553488194,0.00000249093514726988
1996,"1928","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,1309.0559,"Torsken",832.68,1.57209960609118,103707.501604621,0.0000151589767544947,0.0000151589767544947
1996,"1929","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,4677.9896,"Berg",836.66,5.5912671814118,244232.387275353,0.000022893225766606,0.000011446612883303
1996,"1929","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,581.7223,"Berg",836.66,0.695291157698468,69976.1695760599,0.00000993611342133736,0.00000945113645672447
1996,"1929","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,563.4122,"Berg",836.66,0.673406401644635,103707.501604621,0.00000649332392763598,0.00000649332392763598
1996,"1931","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,7839.4775,"Lenvik",702.95,11.1522547834128,244232.387275353,0.000045662472974313,0.0000228312364871565
1996,"1931","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,870.148,"Lenvik",702.95,1.23785190980866,18466.5279014832,0.0000670321955709521,0.0000590283513236742
1996,"1931","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,112.2577,"Lenvik",702.95,0.159695141901984,69976.1695760599,0.00000228213608817793,0.00000217074611244543
1996,"1931","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,5099.7658,"Lenvik",702.95,7.25480588946582,103707.501604621,0.0000699544948746749,0.0000699544948746749
1996,"1931","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19.446,"Lenvik",702.95,0.0276634184508144,80462.0896380397,0.000000343806860786973,0.000000343806860786973
1996,"1933","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,1.8195,"Balsfjord",244.81,0.00743229443241698,244232.387275353,0.0000000304312401615992,0.0000000152156200807996
1996,"1933","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,0.6832,"Balsfjord",244.81,0.0027907356725624,69976.1695760599,0.0000000398812294166664,0.0000000379346455999005
1996,"1933","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,0.023,"Balsfjord",244.81,0.000093950410522446,103707.501604621,0.000000000905917210122623,0.000000000905917210122623
1996,"1933","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034,"Balsfjord",244.81,0.00013888321555492,80462.0896380397,0.00000000172607020498335,0.00000000172607020498335
1996,"1936","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,9874.5265,"Karlsoy",4796.75,2.05858685568354,244232.387275353,0.00000842880372521045,0.00000421440186260522
1996,"1936","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,932.3024,"Karlsoy",4796.75,0.194361265440142,69976.1695760599,0.0000027775350754071,0.00000264196491101223
1996,"1936","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,736.9271,"Karlsoy",4796.75,0.153630499817585,103707.501604621,0.00000148138271041657,0.00000148138271041657
1996,"1938","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,154.4925,"Lyngen",487.07,0.317187467920422,244232.387275353,0.00000129871173704255,0.000000649355868521274
1996,"1938","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,8.9628,"Lyngen",487.07,0.018401461802205,69976.1695760599,0.000000262967549005433,0.00000025013222816112
1996,"1938","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,3.1012,"Lyngen",487.07,0.00636705196378344,103707.501604621,0.0000000613943240871567,0.0000000613943240871567
1996,"1938","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,530.2005,"Lyngen",487.07,1.08855092697148,80462.0896380397,0.0000135287429380513,0.0000135287429380513
1996,"1939","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,14.138,"Storfjord",62.6,0.225846645367412,244232.387275353,0.00000092472029564526,0.00000046236014782263
1996,"1939","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,6.1964,"Storfjord",62.6,0.0989840255591054,69976.1695760599,0.00000141453906606757,0.00000134549608784284
1996,"1939","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,10.5813,"Storfjord",62.6,0.1690303514377,103707.501604621,0.00000162987584140362,0.00000162987584140362
1996,"1940","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,3.4725,"Kafjord",124.17,0.0279656921961827,244232.387275353,0.00000011450443779454,0.00000005725221889727
1996,"1940","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,0.7056,"Kafjord",124.17,0.00568253201256342,69976.1695760599,0.0000000812066743148445,0.0000000772430152113818
1996,"1940","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,3.5846,"Kafjord",124.17,0.0288684867520335,103707.501604621,0.000000278364499244162,0.000000278364499244162
1996,"1941","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,3397.4719,"Skjervoy",1088,3.12267637867647,244232.387275353,0.0000127856768445534,0.00000639283842227668
1996,"1941","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,769.1229,"Skjervoy",1088,0.706914430147059,69976.1695760599,0.0000101022167179169,0.00000960913233049475
1996,"1941","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,1093.5941,"Skjervoy",1088,1.00514163602941,103707.501604621,0.00000969208225516274,0.00000969208225516274
1996,"1941","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,252.577,"Skjervoy",1088,0.232147977941176,80462.0896380397,0.00000288518455070579,0.00000288518455070579
1996,"1942","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,2923.8963,"Nordreisa",243.72,11.9969485475135,244232.387275353,0.0000491210387015049,0.0000245605193507524
1996,"1942","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,62.5267,"Nordreisa",243.72,0.256551370425078,69976.1695760599,0.00000366626770198135,0.0000034873189212894
1996,"1942","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,704.6469,"Nordreisa",243.72,2.89121491875923,103707.501604621,0.0000278785514454086,0.0000278785514454086
1996,"1943","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,1290.7804,"Kvaenangen",573.01,2.25263154220694,244232.387275353,0.00000922331213864472,0.00000461165606932236
1996,"1943","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,25.639,"Kvaenangen",573.01,0.0447444198181533,69976.1695760599,0.000000639423679364427,0.000000608213714062116
1996,"1943","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,738.8237,"Kvaenangen",573.01,1.2893731348493,103707.501604621,0.0000124327856220562,0.0000124327856220562
1996,"2002","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,4453.2691,"Vardo",1886.91,2.36008558966776,244232.387275353,0.00000966327855202492,0.00000483163927601246
1996,"2002","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,3116.4483,"Vardo",1886.91,1.65161470340398,69976.1695760599,0.0000236025308817279,0.0000224505025886911
1996,"2002","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,123.6457,"Vardo",1886.91,0.0655281385969654,103707.501604621,0.000000631855339132434,0.000000631855339132434
1996,"2002","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,505.253,"Vardo",1886.91,0.267767408090476,80462.0896380397,0.00000332787042065441,0.00000332787042065441
1996,"2003","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,478.9905,"Vadso",705.34,0.679091643746278,244232.387275353,0.00000278051429346533,0.00000139025714673266
1996,"2003","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,433.5374,"Vadso",705.34,0.61465023960076,69976.1695760599,0.00000878370798694079,0.0000083549793828163
1996,"2003","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,550.3509,"Vadso",705.34,0.780263277284714,103707.501604621,0.00000752369177939915,0.00000752369177939915
1996,"2003","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25.166,"Vadso",705.34,0.0356792468880256,80462.0896380397,0.000000443429285127063,0.000000443429285127063
1996,"2004","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,4229.0464,"Hammerfest",2379.58,1.77722387984434,244232.387275353,0.00000727677397609294,0.00000363838698804647
1996,"2004","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,559.9944,"Hammerfest",2379.58,0.235333294110725,69976.1695760599,0.00000336304909995013,0.00000319890027483351
1996,"2004","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,2073.2199,"Hammerfest",2379.58,0.871254549122114,103707.501604621,0.00000840107548288764,0.00000840107548288764
1996,"2012","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,380.1581,"Alta",708.22,0.536779672982971,244232.387275353,0.00000219782347038927,0.00000109891173519463
1996,"2012","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,47.369,"Alta",708.22,0.066884583886363,18466.5279014832,0.00000362193609124491,0.00000318946611020074
1996,"2012","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,0.6818,"Alta",708.22,0.000962695207703821,69976.1695760599,0.0000000137574722014104,0.0000000130859765344368
1996,"2012","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,3.1989,"Alta",708.22,0.00451681680833639,103707.501604621,0.0000000435534241829148,0.0000000435534241829148
1996,"2014","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,304.044,"Loppa",2119.69,0.143437955550104,244232.387275353,0.000000587301123943029,0.000000293650561971515
1996,"2014","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,152.5567,"Loppa",2119.69,0.0719712316423628,69976.1695760599,0.00000102851059265447,0.000000978309480393951
1996,"2014","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,277.3953,"Loppa",2119.69,0.130865975685124,103707.501604621,0.00000126187569520325,0.00000126187569520325
1996,"2015","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,3308.8648,"Hasvik",2212.36,1.49562675152326,244232.387275353,0.00000612378549875556,0.00000306189274937778
1996,"2015","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,1040.4962,"Hasvik",2212.36,0.470310528123813,69976.1695760599,0.00000672100989484162,0.0000063929606023553
1996,"2015","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,532.8105,"Hasvik",2212.36,0.240833544269468,103707.501604621,0.00000232223841615269,0.00000232223841615269
1996,"2015","Shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.563,"Hasvik",2212.36,0.00477453940588331,80462.0896380397,0.0000000593389933987754,0.0000000593389933987754
1996,"2017","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,751.8458,"Kvalsund",299.43,2.51092342116688,244232.387275353,0.0000102808781799115,0.00000514043908995577
1996,"2017","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,488.775,"Kvalsund",299.43,1.6323514677888,18466.5279014832,0.0000883951480482529,0.0000778405035051779
1996,"2017","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,36.0318,"Kvalsund",299.43,0.120334635808035,69976.1695760599,0.00000171965165479998,0.00000163571627641093
1996,"2017","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,515.694,"Kvalsund",299.43,1.72225227933073,103707.501604621,0.0000166068245081895,0.0000166068245081895
1996,"2018","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,5853.5608,"Masoy",2746.77,2.13107060292635,244232.387275353,0.0000087255856059898,0.0000043627928029949
1996,"2018","Atlantic herring",4109000,"her.27.1-24a514a",0.291,2500000,0.157,3184000,0.189,1,0.761194029850746,0.880597014925373,929.255,"Masoy",2746.77,0.33830826752877,18466.5279014832,0.0000183200799486296,0.0000161326077159574
1996,"2018","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,1071.958,"Masoy",2746.77,0.390261288713653,69976.1695760599,0.00000557705989164586,0.00000530484625407743
1996,"2018","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,979.4336,"Masoy",2746.77,0.356576488020475,103707.501604621,0.00000343829021530093,0.00000343829021530093
1996,"2019","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,9541.5194,"Nordkapp",3172.78,3.00730570666734,244232.387275353,0.0000123132961202104,0.00000615664806010522
1996,"2019","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,1266.4909,"Nordkapp",3172.78,0.399173879058743,69976.1695760599,0.00000570442597068514,0.00000542599565544932
1996,"2019","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,5593.6482,"Nordkapp",3172.78,1.76301168060817,103707.501604621,0.0000169998471984172,0.0000169998471984172
1996,"2020","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,362.5061,"Porsanger",1123.38,0.322692321387242,244232.387275353,0.00000132125114521946,0.000000660625572609728
1996,"2020","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,29.4501,"Porsanger",1123.38,0.0262156171553704,69976.1695760599,0.000000374636355693571,0.000000356350533570432
1996,"2020","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,12.3567,"Porsanger",1123.38,0.0109995727180473,103707.501604621,0.00000010606342403255,0.00000010606342403255
1996,"2022","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,4747.6565,"Lebesby",2269.84,2.09162606174885,244232.387275353,0.00000856408146799425,0.00000428204073399713
1996,"2022","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,1131.639,"Lebesby",2269.84,0.498554523666866,69976.1695760599,0.00000712463295272211,0.0000067768830109821
1996,"2022","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,281.6272,"Lebesby",2269.84,0.124073591090121,103707.501604621,0.00000119638009951434,0.00000119638009951434
1996,"2023","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,612.0015,"Gamvik",1688.92,0.362362634109372,244232.387275353,0.0000014836796960136,0.0000007418398480068
1996,"2023","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,910.3819,"Gamvik",1688.92,0.53903198493712,69976.1695760599,0.0000077030793226146,0.00000732709568901079
1996,"2023","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,123.4928,"Gamvik",1688.92,0.0731193899059754,103707.501604621,0.000000705054010313919,0.000000705054010313919
1996,"2024","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,1050.0591,"Berlevag",1319.16,0.796005867370145,244232.387275353,0.00000325921502979337,0.00000162960751489668
1996,"2024","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,863.232,"Berlevag",1319.16,0.654380060038206,69976.1695760599,0.0000093514701362288,0.00000889502933196049
1996,"2024","Saithe",246126,"pok.27.1-2",0.58,136000,NA,220000,0.36,1,NA,1,313.6934,"Berlevag",1319.16,0.237797841050365,103707.501604621,0.00000229296663569194,0.00000229296663569194
1996,"2025","Atlantic cod",546404,"cod.27.1-2",0.74,220000,0.4,460000,0.766,1,0,0.5,108.7246,"Tana",314.62,0.34557434365266,244232.387275353,0.00000141494069442581,0.000000707470347212903
1996,"2025","Haddock",250661,"had.27.1-2",0.77,50000,0.35,80000,0.391,1,0.902380952380952,0.951190476190476,92.602,"Tana",314.62,0.29432966753544,69976.1695760599,0.00000420614145242004,0.00000400084169105192
