Year,Municip_number,Municip_name_new,Species,Spp_year,SSB,Bmsy,SSB.Bmsy,Blim,Total_catch_new,Blim.Bmsy,stock_score,total_tons,catch_prop,catch_weighted_score
1994,1804,Bodo,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,383.38390000000004,0.4782608695652174,1,54779.0994,0.006998725868063469,0.006998725868063469
1994,1804,Bodo,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,54122.615,0.785175879396985,1,54779.0994,0.9880157869116044,0.9880157869116044
1994,1804,Bodo,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,106.96539999999999,0.625,1,54779.0994,0.00195266810100204,0.00195266810100204
1994,1804,Bodo,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,166.1351,0.6181818181818182,0.08166911764705878,54779.0994,0.0030328191193300267,2.4768766145881314e-4
1994,1805,Narvik,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,5.0055,0.4782608695652174,1,6519.509800000001,7.677724481678054e-4,7.677724481678054e-4
1994,1805,Narvik,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,6509.9400000000005,0.785175879396985,1,6519.509800000001,0.9985321289033111,0.9985321289033111
1994,1805,Narvik,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.4774,0.625,1,6519.509800000001,7.322636435027675e-5,7.322636435027675e-5
1994,1805,Narvik,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,4.0869,0.6181818181818182,0.08166911764705878,6519.509800000001,6.268722841708129e-4,5.1196106325626576e-5
1994,1811,Bindal,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,30.717100000000002,0.4782608695652174,1,53.5308,0.5738210525529228,0.5738210525529228
1994,1811,Bindal,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,3.57,0.625,1,53.5308,0.06669057813445717,0.06669057813445717
1994,1811,Bindal,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,19.2437,0.6181818181818182,0.08166911764705878,53.5308,0.35948836931262,0.029359097926141678
1994,1812,Somna,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1.4324999999999999,0.4782608695652174,1,1.5699999999999998,0.9124203821656051,0.9124203821656051
1994,1812,Somna,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.027999999999999997,0.625,1,1.5699999999999998,0.017834394904458598,0.017834394904458598
