"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","AssessmentYear","SpeciesName","StockDescription","FLim","Blim","FMSY","MSYBtrigger"
2016,NA,20597,NA,NA,0.246,NA,"4-7","cod.27.1-2coast",2018,"Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)",NA,NA,NA,NA
2017,NA,14078,NA,NA,0.331,NA,"4-7","cod.27.1-2coast",2018,"Gadus morhua","Cod (Gadus morhua) in subareas 1 and 2 (Norwegian coastal waters cod)",NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1936,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1939,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1940,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1941,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1942,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1943,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1944,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1945,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1946,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1947,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1948,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1949,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1950,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1951,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1952,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1953,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1954,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1955,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1956,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1957,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1958,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1959,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1960,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1961,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1962,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1964,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1965,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1966,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1967,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1968,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1969,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1970,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1971,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1972,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1973,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1974,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1975,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1976,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1977,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1978,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1979,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1980,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1982,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1983,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1984,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1985,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1988,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1992,NA,367295,NA,NA,0.023,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1993,NA,447306,NA,NA,0.027,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1994,NA,503851,NA,NA,0.018,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1995,NA,543258,NA,NA,0.022,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1996,NA,561725,NA,NA,0.026,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1997,NA,566085,NA,NA,0.017,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1998,NA,568614,NA,NA,0.021,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1999,NA,565486,NA,NA,0.035,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2000,NA,560294,NA,NA,0.026,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2001,NA,558722,NA,NA,0.029,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2002,NA,557754,NA,NA,0.024,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2003,NA,559312,NA,NA,0.024,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2004,NA,559751,NA,NA,0.034,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2005,NA,558818,NA,NA,0.034,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2006,NA,568786,NA,NA,0.031,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2007,NA,591555,NA,NA,0.026,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2008,NA,626103,NA,NA,0.022,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2009,NA,667548,NA,NA,0.019,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2010,NA,709186,NA,NA,0.021,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2011,NA,742303,NA,NA,0.022,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2012,NA,766191,NA,NA,0.026,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2013,NA,778597,NA,NA,0.028,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2014,NA,783560,NA,NA,0.029,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2015,NA,780918,NA,NA,0.032,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2016,NA,771502,NA,NA,0.032,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2017,NA,757426,NA,NA,0.035,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2018,NA,738643,NA,NA,0.039,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2019,NA,715671,NA,NA,NA,NA,NA,"ghl.27.1-2",2019,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2",2017,"Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
