KomNr;Komnavn;nbfVassNr;Elvenavn;elvelengde;UTM33X;UTM33Y;GrlX;GrlY;PercEsc;InnslagEsc;GeneticSta
2030;Sor-Varanger;247.1Z;elv fra Madvikvatnet;7093.134054;1087787.17;7816097.63;16.993;2587.5;-99;-99;-99
2030;Sor-Varanger;247.2Z;Grenelva;8363.923608;1089822.31;7812009.95;17.069;2587.5;-99;-99;-99
2030;Sor-Varanger;247.6Z;Småstraumelva;11996.27001;1097270.01;7820688.07;6.614;2587.496;-99;-99;-99
2030;Sor-Varanger;247.7Z;Kobholmelva;18686.85479;1100831.38;7817223.11;5.472;2587.5;-99;-99;-99
2014;Loppa;211.34Z;Bergsfjordelva;5347.227647;755590.8802;7808019.005;42.222;2119.58;-99;-99;-99
2014;Loppa;211.1Z;Trollvikelva;9254.563019;738439.5;7806570.7;35.974;2103.639;-99;-99;-99
2014;Loppa;211.31Z;Storelva (sandland);10528.39503;748619.0991;7808643.306;38.593;2113.641;-99;-99;-99
2014;Loppa;211.32Z;Sør-tverrfjordelva;10579.71286;753211.1973;7804333.808;44.484;2115.829;-99;-99;-99
2014;Loppa;211.33Z;Langfjordelva;5968.660096;759650.89;7796090.74;54.72;2118.017;-99;-99;-99
2014;Loppa;211.42Z;Jomfrudalselva;5239.257119;768436.61;7811788.6;44.491;2132.866;-99;-99;-99
2014;Loppa;211.4Z;Fjorddalsvassdraget;7524.26766;767568.5459;7808101.178;47.42;2130.521;-99;-99;-99
2014;Loppa;211.5Z;elv fra Vassdalsvatnet;7017.363785;777268.104;7808336.31;51.478;2139.274;-99;-99;-99
2012;Alta;212.7Z;TRANSFARELVA;42771.33171;822807.77;7786331.73;95.477;2145.646;0;2;-99
2012;Alta;213.1Z;Leirbotnelva (lakselva);33060.95618;817410.9489;7800995.823;80.889;2151.403;0;2;-99
2012;Alta;212.Z;ALTAVASSDRAGET;242033.1298;819307.75;7784342.5;94.67;2142.243;0.4;1;2
2012;Alta;211.7Z;Kovelva;17099.96148;795284.7117;7797857.682;69.349;2142.246;-99;-99;-99
2012;Alta;212.6Z;TVERRELVA;45220.61481;819974.0871;7784148.169;95.254;2142.375;-99;-99;-99
2012;Alta;212.8Z;SØRELVA;16631.68279;824509.2356;7790271.284;93.634;2149.571;-99;-99;-99
2012;Alta;213.2Z;Skillefjordelva;21098.41839;816175.8894;7807573.248;75.126;2154.675;-99;-99;-99
2012;Alta;213.3Z;Storelva;10436.26171;820008.02;7815378.23;71.778;2162.745;-99;-99;-99
2012;Alta;213.41Z;Store lerresfjordelva;10475.09249;822802.1;7821970.22;68.659;2169.155;-99;-99;-99
2012;Alta;213.42Z;Lille lerresfjordelva;11815.51576;818911.48;7824334.64;64.318;2167.904;-99;-99;-99
2012;Alta;215.3Z;Melkeelva;12581.18204;810009.02;7825279.1;57.742;2161.807;-99;-99;-99
2012;Alta;211.8Z;Bognelva;19496.78557;777615.0501;7785050.923;72.54;2129.271;-99;-99;-99
2012;Alta;211.9Z;Uldasvaggejåkka;8853.396508;791201.7716;7792666.074;71.73;2142.234;-99;-99;-99
2012;Alta;212.1Z;STORELVA (TALVIK);18423.79066;802254.36;7790137.35;79.642;2142.242;-99;-99;-99
2012;Alta;212.2Z;HALSELVA;26451.70839;803188.9996;7789354.72;80.816;2142.242;-99;-99;-99
2012;Alta;212.3Z;MØLLEELVA;11740.6503;807843.84;7780511.22;90.747;2142.246;-99;-99;-99
2012;Alta;212.41Z;BOTNELVA;30377.73325;806000.51;7776769.73;92.898;2142.246;-99;-99;-99
2012;Alta;212.4Z;MATTISELVA;36287.39787;806975.7153;7777752.332;92.582;2142.242;-99;-99;-99
2012;Alta;212.5Z;KVENVIKELVA;7879.891615;809833.25;7778738.27;93.33;2142.242;-99;-99;-99
1928;Torsken;195.51Z;Ballesvikelva;5273.338493;582955.993;7698387.248;13.782;1900.833;0;1;-99
1928;Torsken;195.4Z;Osterelva;10226.29625;584762.7815;7690487.512;21.623;1899.667;-99;-99;-99
1871;Andmy;178.6Z;Gardselva;9828.642649;526346.59;7635599.72;34.819;1807.867;-99;-99;1
1871;Andmy;178.7Z;elv fra Teinvatnet;7158.643877;525530.6355;7641806.713;30.157;1812.084;1.3;1;-99
1871;Andmy;186.3Z;Kobbedalselva;8362.426687;521853.2554;7655044.62;17.951;1823.481;-99;-99;1
1871;Andmy;178.63Z;Forfjordelva;9378.962459;527536.798;7634147.109;36.669;1807.555;0;1;1
1871;Andmy;178.74Z;Storelva;13972.55832;531779.0195;7649609.59;28.324;1828.011;-99;-99;1
1871;Andmy;186.1Z;Gårdselva;10507.1108;543413.6682;7674254.892;15.952;1852.22;-99;-99;1
1871;Andmy;186.22Z;Åseelva;10849.13632;530803.3238;7655883.247;22.765;1831.057;-99;-99;1
1871;Andmy;186.2Z;Åelva;17363.53996;534692.3705;7660174.439;21.751;1836.757;0;1;1
1871;Andmy;186.62Z;elv fra Storvatnet;7309.569634;536652.05;7684650.35;3.592;1853.274;-99;-99;1
1871;Andmy;186.12Z;Prestelva;8038.729855;539581.87;7668285.99;18.327;1845.582;-99;-99;-99
1871;Andmy;186.42Z;Storelva;4560.266389;522454.86;7663322.57;11.772;1829.026;-99;-99;-99
1871;Andmy;186.61Z;Stavaelva;8139.915606;533247.8379;7676355.447;8.069;1845.504;-99;-99;-99
1871;Andmy;178.73Z;Litleelva;5343.649371;530396.4228;7649621.71;27.468;1826.918;-99;-99;-99
1871;Andmy;186.111Z;Litleelva;4588.377757;544163.0299;7681601.51;10.6;1857.374;-99;-99;-99
1871;Andmy;186.112Z;Nordelva;6328.188757;543022.27;7675700.18;14.569;1852.845;-99;-99;-99
1871;Andmy;186.11Z;Storelva;6322.643656;544097.7599;7681181;10.892;1856.984;-99;-99;-99
1871;Andmy;186.21Z;Oksåa;5462.948411;535869.8499;7661988.28;21.037;1838.788;-99;-99;-99
1871;Andmy;186.32Z;Stokkelva;5929.511372;523385.31;7653186.4;20.358;1823.481;-99;-99;-99
1871;Andmy;186.332Z;Mølnelva;2682.200414;522091.6199;7643918.19;26.172;1811.381;-99;-99;-99
1871;Andmy;186.33Z;Grindelva;5121.492187;523116.314;7647302.778;24.745;1814.739;-99;-99;-99
1871;Andmy;186.51Z;Melaelva;11775.73208;526706.53;7669500.7;9.488;1836.133;-99;-99;-99
1871;Andmy;186.52Z;Steinvasselva;8342.303252;528840.01;7669924.25;10.458;1838.085;-99;-99;-99
1871;Andmy;186.53Z;Skogvollelva;11587.69934;532472.4508;7674506.3;9.057;1843.786;-99;-99;-99
1871;Andmy;186.63Z;Tofteelva;8824.05368;541203.81;7688030.36;3.704;1858.975;-99;-99;-99
1924;Molselv;196.Z;Målselvvassdraget;139622.5975;638882.5366;7688769.661;54.671;1925.114;5.9;2;4
1924;Molselv;196.4Z;Mårelva;21482.17443;645768.6565;7686971.901;61.215;1925.117;-99;-99;-99
1927;Tranuy;194.5Z;Tenna;16389.36929;600445.82;7676216;41.865;1903.113;-99;-99;2
1927;Tranuy;194.6Z;Ånderelva;18556.40206;595596.8532;7674749.111;40.583;1900.842;8.9;2;4
1927;Tranuy;195.1Z;Bunkelva;7894.309065;582803.07;7671562.2;37.613;1889.28;0;1;-99
1927;Tranuy;194.81Z;Rødsandelva;7407.029197;579730.0284;7664407.35;42.603;1883.422;-99;-99;-99
1927;Tranuy;194.82Z;Finnelva;6385.729569;578287.33;7664119.94;42.207;1881.938;-99;-99;-99
1927;Tranuy;194.61Z;Vardnesbekken;8703.417748;598945.59;7679718.67;38.104;1903.782;-99;-99;-99
1927;Tranuy;195.2Z;Sørelva;7229.402231;587619.13;7677808.56;34.222;1896.465;-99;-99;-99
1926;Dyrmy;193.12Z;Storelva;5939.885233;602537.03;7651764.61;64.197;1898.027;-99;-99;-99
1926;Dyrmy;193.13Z;Faksfjordelva;7213.571428;601845.9;7654653.21;61.309;1898.651;-99;-99;-99
1926;Dyrmy;193.3Z;Brøstadelva;18692.0583;607371.77;7666352.87;53.904;1903.782;-99;-99;-99
1868;Kksnes;185.1Z;elv fra Alsvågvatnet;10030.30791;509397.8894;7645090.926;15.778;1804.041;-99;-99;1
1868;Kksnes;185.9Z;Tuvenelva;5222.911946;506350.4368;7633487.31;21.025;1793.264;-99;-99;1
1868;Kksnes;185.112Z;elv fra Kattflåget;1509.307455;502091;7649514.01;7.353;1802.635;-99;-99;-99
1868;Kksnes;185.75Z;Straumen;2068.560054;495941.97;7625103.71;18.59;1780.144;-99;-99;-99
1868;Kksnes;185.92Z;Navarsborrelva;3640.305137;501715.35;7634372.22;16.932;1790.921;-99;-99;-99
1868;Kksnes;185.94Z;Langryggelva;2112.129392;503603.4;7642882.18;12.821;1798.574;-99;-99;-99
1868;Kksnes;185.95Z;Bruseelva;1922.80367;503795.8;7644117.21;12.162;1799.667;-99;-99;-99
1868;Kksnes;185.111Z;elv fra Valborgvatnet;4217.49735;506469.51;7651725.2;9.234;1807.164;-99;-99;-99
1868;Kksnes;185.113Z;Ørnnakkbekken;1903.561123;505630.37;7648729.29;10.549;1804.353;-99;-99;-99
1868;Kksnes;185.114Z;elv fra Grunnvatnet;2171.488382;507355.42;7647467.13;12.68;1804.509;-99;-99;-99
1868;Kksnes;185.11Z;Tretneelva;6366.15817;507696.72;7646373.48;13.652;1803.884;-99;-99;-99
1868;Kksnes;185.12Z;Lakselva;3044.872212;509919.67;7634618.48;22.996;1796.466;-99;-99;-99
1868;Kksnes;185.53Z;Urdskardelva;2706.55498;499651.47;7628608.08;19.122;1785.142;-99;-99;-99
1868;Kksnes;185.81Z;elv fra Øvrevatnet;4854.711255;497471.2;7645784.87;6.277;1796.856;-99;-99;-99
1868;Kksnes;185.91Z;elv fra Sminesvatna;3593.04429;499957.32;7637140.93;13.795;1791.858;-99;-99;-99
2022;Lebesby;227.5Z;Porsangerelva;31584.00355;916678.854;7877715.238;57.736;2319.459;-99;-99;3
2022;Lebesby;227.6Z;Veineselva;33476.52676;926507.6332;7880354.129;56.218;2329.477;-99;-99;4
2022;Lebesby;228.Z;Storelva;56071.81137;928370.2198;7846474.439;90.092;2327.598;5.6;1;4
2022;Lebesby;229.6Z;Storelva;7120.910355;943350.27;7873244.66;65.173;2345.6;-99;-99;-99
2022;Lebesby;229.Z;Adamselvvassdraget;65365.38617;933495.5092;7850063.657;87.101;2333.077;-99;-99;-99
2022;Lebesby;230.2Z;Store torskefjordelva;15147.10414;948335.9436;7885310.852;53.743;2351.862;-99;-99;-99
2022;Lebesby;230.6Z;Ørntindelva;15508.50279;955176.35;7908209.89;31.758;2361.1;-99;-99;-99
2022;Lebesby;230.7Z;Vikaelva;10506.21219;951578.08;7911194.53;28.388;2357.968;-99;-99;-99
2022;Lebesby;227.2Z;Tømmervikelva;15434.12967;924713.2731;7899710.812;36.782;2329.946;-99;-99;-99
2022;Lebesby;228.1Z;Årosjåkka;15980.29579;928381.33;7870877.86;65.844;2330.416;-99;-99;-99
2022;Lebesby;228.2Z;Stordalselva;14047.83977;927649.99;7864141.88;72.456;2328.851;-99;-99;-99
2022;Lebesby;228.3Z;Sanasjåkka;15290.85801;928362.0021;7861194.779;75.464;2329.32;-99;-99;-99
2022;Lebesby;228.4Z;Mattusjåkka;25434.58878;928520.3;7850083.3;86.523;2328.068;-99;-99;-99
2022;Lebesby;228.5Z;Suossjåkka;21774.21099;929927.6066;7845474.123;91.261;2329.007;-99;-99;-99
2022;Lebesby;229.2Z;Fierbmeluohjohka;7304.158496;936314.38;7854655.24;82.855;2336.364;-99;-99;-99
2022;Lebesby;229.3Z;Friarfjordelva;36795.57314;942215.8361;7860734.906;77.477;2342.938;-99;-99;-99
2022;Lebesby;229.4Z;Ifjordelva;19782.82275;948628.4698;7862487.903;76.455;2349.514;-99;-99;-99
2022;Lebesby;230.3Z;Fosselva;20220.61218;951733.46;7895960.15;43.543;2356.403;-99;-99;-99
2022;Lebesby;230.5Z;Smielva;13898.50668;961725.286;7903820.486;36.374;2370.515;-99;-99;-99
2022;Lebesby;231.3Z;Oksevågvassdraget;7895.728418;952583.95;7919200.79;20.545;2359.847;-99;-99;-99
2024;Berleveg;236.Z;Kongsfjordvassdraget;38521.73074;1022573.685;7900648.815;19.657;2440.88;1.3;1;3
2024;Berleveg;235.1Z;Trollfjordelva;27624.67546;999488.8455;7898021.417;29.146;2423.507;-99;-99;-99
2024;Berleveg;235.2Z;Molvikelva;15268.58113;998044.06;7910406.58;18.291;2417.397;-99;-99;-99
2024;Berleveg;235.3Z;Skånsvikelva;15837.83709;1007922.743;7921882.853;3.881;2422.058;-99;-99;-99
2024;Berleveg;235.Z;Stordalselvvassdraget;25606.31418;1011994.959;7921066.703;3.054;2426.132;-99;-99;-99
2024;Berleveg;236.2Z;Vestre risfjordelva;12934.11981;1020486.01;7909834.78;11.231;2436.604;-99;-99;-99
2024;Berleveg;236.3Z;Austre risfjordelva;25745.58622;1021194.968;7908922.895;11.948;2437.507;-99;-99;-99
2024;Berleveg;236.5Z;Stuorralæk'si;22910.53399;1032170.72;7908718.04;9.536;2448.248;-99;-99;-99
2018;Mosmy;218.4Z;Fosselva;8898.239846;855644.11;7871671.56;46.998;2251.69;-99;-99;-99
2018;Mosmy;220.1Z;Snefjordvassdraget;18716.01615;851586.0198;7881674.659;36.348;2249.814;-99;-99;-99
2018;Mosmy;220.5Z;elv fra Hamnevatnet;15516.13166;862284.5209;7892868.3;28.49;2258.026;-99;-99;-99
2018;Mosmy;220.62Z;Vesterelva;11510.39744;873800.3943;7886525.914;38.729;2266.307;-99;-99;-99
2018;Mosmy;220.63Z;Austerelva;15665.6344;874411.6875;7886851.883;38.66;2267.027;-99;-99;-99
2018;Mosmy;220.6Z;Neselva;20564.71243;873973.2116;7888656.691;36.824;2267.267;-99;-99;-99
2018;Mosmy;220.7Z;Austerbotnelva;6240.518613;877525.86;7888182.13;38.612;2270.387;-99;-99;-99
2025;Tana;234.Z;TANA;368827.11;995527.2724;7876544.791;50.478;2428.208;-99;-99;1
2025;Tana;234.21Z;RASMUSELVEN;10349.81;975047.2413;7871094.374;63.445;2411.443;-99;-99;-99
2025;Tana;234.5Z;JULELVA;39140.16;1000368.216;7871896.018;53.041;2430.405;-99;-99;-99
2025;Tana;234.6Z;CAMMAJÅKKA;15868.06;1000716.22;7872496.677;52.362;2430.405;-99;-99;-99
2025;Tana;234.8Z;STORELVA;12711.18;995775.34;7888786.65;39.098;2423.664;-99;-99;-99
2025;Tana;234.2Z;LOAVDAJÅKKA;20281.7;975196.5319;7869768.995;64.609;2412.069;-99;-99;-99
2025;Tana;234.31Z;SUOSSJÅKKA;13466.87;976065.44;7865877.75;67.859;2414.42;-99;-99;-99
2025;Tana;234.32Z;NISSUJÅKKA;10695.28;977689.24;7864520.2;68.48;2416.457;-99;-99;-99
2025;Tana;234.3Z;LÆIBUSJÅKKA;16298.81;978152.5777;7864313.8;68.491;2416.927;-99;-99;-99
2025;Tana;234.42Z;RADDUVUONJÅKKA;8756.94;984598.58;7865207.04;65.167;2422.567;-99;-99;-99
2025;Tana;234.4Z;SÅBMIRJÅKKA;7820.77;988612.35;7873601.28;55.873;2423.037;-99;-99;-99
2004;Hammerfest;217.4Z;Storelva (Kvaløya);14310.57819;820293.14;7863239.7;35.604;2195.291;-99;-99;-99
2004;Hammerfest;215.1Z;Caccegåpjåkka;10462.9724;816616.58;7846259.25;46.265;2181.627;-99;-99;-99
2004;Hammerfest;217.1Z;Storvikvassdraget;13963.21722;830729.09;7867549.15;38.998;2206.08;-99;-99;-99
2020;Porsanger;224.Z;LAKSELVVASSDRAGET;103076.26;875838.5484;7805718.619;115.365;2201.076;0.2;1;2
2020;Porsanger;223.Z;Stabburselva;95413.02132;874284.1127;7817116.765;104.328;2256.228;5.5;1;2
2020;Porsanger;225.Z;BØRSELVVASSDRAGET;74480.43;894019.3847;7834794.361;94.264;2265.347;1.3;1;1
2020;Porsanger;222.41Z;Brennelva;11939.21937;874462.9;7856716.31;66.561;2256.256;-99;-99;-99
2020;Porsanger;224.2Z;BRENNELVA;35380.93;879345.9824;7803138.863;119.116;2256.228;-99;-99;-99
2020;Porsanger;225.2Z;STUORA GUOVZAJÅKKA;12802.87;887057.6004;7813507.424;111.442;2256.224;-99;-99;-99
2020;Porsanger;226.2Z;Ivvangådiidjåkka;12428.9377;898922.79;7859822.65;72.972;2279.411;-99;-99;-99
2020;Porsanger;226.3Z;Kjæselva;13738.37138;905118.2607;7870693.706;63.416;2307.252;-99;-99;-99
2020;Porsanger;222.3Z;Molvikelva;10096.7667;886411.49;7878232.72;51.19;2274.874;-99;-99;-99
2020;Porsanger;222.4Z;Smørfjordelva;22469.21653;873037.0746;7852794.311;69.729;2256.224;-99;-99;-99
2020;Porsanger;222.5Z;Olderfjordelva;18417.42551;874336.6175;7849779.811;73.005;2256.224;-99;-99;-99
2020;Porsanger;222.6Z;Salletjåkka;15385.10761;876916.231;7838510.354;84.495;2256.224;-99;-99;-99
2020;Porsanger;222.7Z;Billefjordelva;32957.5079;875682.8927;7835901.528;86.592;2256.23;-99;-99;-99
2020;Porsanger;223.1Z;Goarahatjåkka;5764.988038;876764.76;7826171.74;96.218;2256.221;-99;-99;-99
2020;Porsanger;223.2Z;Cinadatjåkka;11048.73508;873610.68;7822200.78;99.23;2256.228;-99;-99;-99
2020;Porsanger;225.1Z;CAS'KILJÅKKA;13611.85;886516.26;7808267.33;116.221;2256.23;-99;-99;-99
2020;Porsanger;225.3Z;CAP'PIRJÅKKA;21138.89;890984.6359;7825486.169;101.723;2258.866;-99;-99;-99
2020;Porsanger;225.4Z;LIDNACABMIRJÅGAS;15676.26;893804.22;7831843.96;96.912;2264.147;-99;-99;-99
2003;Vadsu;239.3Z;SKALLEVASSDRAGET;29315.20773;1074945.588;7859512.887;25.201;2547.215;0;1;1
2003;Vadsu;240.Z;Vestre Jakobselv;59231.63483;1039648.551;7841867.006;61.991;2561.616;0.3;1;4
2003;Vadsu;240.3Z;Tomaselva;12010.87229;1053408.92;7842199.85;48.26;2562.557;-99;-99;-99
2003;Vadsu;240.1Z;Storelva;32577.90887;1070347.947;7848668.239;30.791;2557.694;-99;-99;-99
2003;Vadsu;240.2Z;Sjåbuselva;23226.59711;1061946.82;7841787.8;39.798;2563.812;-99;-99;-99
2015;Hasvik;216.3Z;Sørfjordbotnvassdraget;8937.248833;781976.06;7844970.95;24.461;2153.628;-99;-99;-99
2015;Hasvik;216.51Z;Risvågelva;3080.474127;765573.7292;7837825.196;19.852;2141.775;-99;-99;-99
2015;Hasvik;216.5Z;Eggevatnvassdraget;9332.384226;770101.13;7848397.65;14.061;2146.955;-99;-99;-99
0;;161.Z;Beiarelva;63440.24143;481897.0273;7435230.962;98.404;1502.258;10.4;3;4
