"","Komnum","Name","Year","population"
"2260",2014,"Loppa","2001",1421
"2261",2014,"Loppa","2002",1398
"2262",2014,"Loppa","2003",1329
"2263",2014,"Loppa","2004",1294
"2264",2014,"Loppa","2005",1266
"2265",2014,"Loppa","2006",1213
"2266",2014,"Loppa","2007",1150
"2267",2014,"Loppa","2008",1106
"2268",2014,"Loppa","2009",1087
"2269",2014,"Loppa","2010",1087
"2270",2014,"Loppa","2011",1078
"2271",2014,"Loppa","2012",1087
"2272",2014,"Loppa","2013",1070
"2273",2014,"Loppa","2014",1027
"2274",2014,"Loppa","2015",989
"2275",2014,"Loppa","2016",951
"2276",2014,"Loppa","2017",968
"2277",2014,"Loppa","2018",941
"2278",2015,"Hasvik","1986",1537
"2279",2015,"Hasvik","1987",1459
"2280",2015,"Hasvik","1988",1412
"2281",2015,"Hasvik","1989",1375
"2282",2015,"Hasvik","1990",1337
"2283",2015,"Hasvik","1991",1361
"2284",2015,"Hasvik","1992",1426
"2285",2015,"Hasvik","1993",1403
"2286",2015,"Hasvik","1994",1351
"2287",2015,"Hasvik","1995",1334
"2288",2015,"Hasvik","1996",1316
"2289",2015,"Hasvik","1997",1265
"2290",2015,"Hasvik","1998",1245
"2291",2015,"Hasvik","1999",1237
"2292",2015,"Hasvik","2000",1200
"2293",2015,"Hasvik","2001",1204
"2294",2015,"Hasvik","2002",1184
"2295",2015,"Hasvik","2003",1107
"2296",2015,"Hasvik","2004",1095
"2297",2015,"Hasvik","2005",1049
"2298",2015,"Hasvik","2006",1033
"2299",2015,"Hasvik","2007",1005
"2300",2015,"Hasvik","2008",998
"2301",2015,"Hasvik","2009",970
"2302",2015,"Hasvik","2010",934
"2303",2015,"Hasvik","2011",972
"2304",2015,"Hasvik","2012",995
"2305",2015,"Hasvik","2013",1023
"2306",2015,"Hasvik","2014",1037
"2307",2015,"Hasvik","2015",1041
"2308",2015,"Hasvik","2016",1054
"2309",2015,"Hasvik","2017",1037
"2310",2015,"Hasvik","2018",1022
"2311",2017,"Kvalsund","1986",1505
"2312",2017,"Kvalsund","1987",1491
"2313",2017,"Kvalsund","1988",1439
"2314",2017,"Kvalsund","1989",1397
"2315",2017,"Kvalsund","1990",1394
"2316",2017,"Kvalsund","1991",1360
"2317",2017,"Kvalsund","1992",1327
"2318",2017,"Kvalsund","1993",1287
"2319",2017,"Kvalsund","1994",1282
"2320",2017,"Kvalsund","1995",1266
"2321",2017,"Kvalsund","1996",1237
"2322",2017,"Kvalsund","1997",1192
"2323",2017,"Kvalsund","1998",1148
"2324",2017,"Kvalsund","1999",1088
"2325",2017,"Kvalsund","2000",1106
"2326",2017,"Kvalsund","2001",1110
"2327",2017,"Kvalsund","2002",1091
"2328",2017,"Kvalsund","2003",1097
"2329",2017,"Kvalsund","2004",1093
"2330",2017,"Kvalsund","2005",1080
"2331",2017,"Kvalsund","2006",1070
"2332",2017,"Kvalsund","2007",1092
"2333",2017,"Kvalsund","2008",1101
"2334",2017,"Kvalsund","2009",1044
"2335",2017,"Kvalsund","2010",1026
"2336",2017,"Kvalsund","2011",998
"2337",2017,"Kvalsund","2012",1010
"2338",2017,"Kvalsund","2013",1036
"2339",2017,"Kvalsund","2014",1051
"2340",2017,"Kvalsund","2015",1049
"2341",2017,"Kvalsund","2016",1035
"2342",2017,"Kvalsund","2017",1027
"2343",2017,"Kvalsund","2018",1027
"2344",2018,"Masoy","1986",2018
"2345",2018,"Masoy","1987",1968
"2346",2018,"Masoy","1988",1897
"2347",2018,"Masoy","1989",1859
"2348",2018,"Masoy","1990",1839
"2349",2018,"Masoy","1991",1819
"2350",2018,"Masoy","1992",1816
"2351",2018,"Masoy","1993",1806
"2352",2018,"Masoy","1994",1778
"2353",2018,"Masoy","1995",1720
"2354",2018,"Masoy","1996",1661
"2355",2018,"Masoy","1997",1611
"2356",2018,"Masoy","1998",1541
"2357",2018,"Masoy","1999",1497
"2358",2018,"Masoy","2000",1477
"2359",2018,"Masoy","2001",1469
"2360",2018,"Masoy","2002",1433
"2361",2018,"Masoy","2003",1425
"2362",2018,"Masoy","2004",1399
"2363",2018,"Masoy","2005",1393
"2364",2018,"Masoy","2006",1376
"2365",2018,"Masoy","2007",1319
"2366",2018,"Masoy","2008",1333
"2367",2018,"Masoy","2009",1309
"2368",2018,"Masoy","2010",1267
"2369",2018,"Masoy","2011",1228
"2370",2018,"Masoy","2012",1243
"2371",2018,"Masoy","2013",1240
"2372",2018,"Masoy","2014",1241
"2373",2018,"Masoy","2015",1241
"2374",2018,"Masoy","2016",1215
"2375",2018,"Masoy","2017",1204
"2376",2018,"Masoy","2018",1231
"2377",2019,"Nordkapp","1986",4393
"2378",2019,"Nordkapp","1987",4214
"2379",2019,"Nordkapp","1988",4127
"2380",2019,"Nordkapp","1989",4061
"2381",2019,"Nordkapp","1990",3975
"2382",2019,"Nordkapp","1991",3986
"2383",2019,"Nordkapp","1992",3994
"2384",2019,"Nordkapp","1993",3962
"2385",2019,"Nordkapp","1994",3970
"2386",2019,"Nordkapp","1995",3914
"2387",2019,"Nordkapp","1996",3852
"2388",2019,"Nordkapp","1997",3771
"2389",2019,"Nordkapp","1998",3606
"2390",2019,"Nordkapp","1999",3554
"2391",2019,"Nordkapp","2000",3517
"2392",2019,"Nordkapp","2001",3505
"2393",2019,"Nordkapp","2002",3513
"2394",2019,"Nordkapp","2003",3497
"2395",2019,"Nordkapp","2004",3468
"2396",2019,"Nordkapp","2005",3415
"2397",2019,"Nordkapp","2006",3330
"2398",2019,"Nordkapp","2007",3274
"2399",2019,"Nordkapp","2008",3219
"2400",2019,"Nordkapp","2009",3180
"2401",2019,"Nordkapp","2010",3185
"2402",2019,"Nordkapp","2011",3224
"2403",2019,"Nordkapp","2012",3228
"2404",2019,"Nordkapp","2013",3205
"2405",2019,"Nordkapp","2014",3213
"2406",2019,"Nordkapp","2015",3278
"2407",2019,"Nordkapp","2016",3276
"2408",2019,"Nordkapp","2017",3291
"2409",2019,"Nordkapp","2018",3239
"2410",2020,"Porsanger","1986",4389
"2411",2020,"Porsanger","1987",4404
"2412",2020,"Porsanger","1988",4386
"2413",2020,"Porsanger","1989",4443
"2414",2020,"Porsanger","1990",4475
"2415",2020,"Porsanger","1991",4514
"2416",2020,"Porsanger","1992",4511
"2417",2020,"Porsanger","1993",4535
"2418",2020,"Porsanger","1994",4493
"2419",2020,"Porsanger","1995",4461
"2420",2020,"Porsanger","1996",4461
"2421",2020,"Porsanger","1997",4471
"2422",2020,"Porsanger","1998",4422
"2423",2020,"Porsanger","1999",4397
"2424",2020,"Porsanger","2000",4451
"2425",2020,"Porsanger","2001",4358
"2426",2020,"Porsanger","2002",4349
"2427",2020,"Porsanger","2003",4294
"2428",2020,"Porsanger","2004",4329
"2429",2020,"Porsanger","2005",4299
"2430",2020,"Porsanger","2006",4222
"2431",2020,"Porsanger","2007",4141
"2432",2020,"Porsanger","2008",4059
"2433",2020,"Porsanger","2009",4000
"2434",2020,"Porsanger","2010",3991
"2435",2020,"Porsanger","2011",3980
"2436",2020,"Porsanger","2012",3946
"2437",2020,"Porsanger","2013",3968
"2438",2020,"Porsanger","2014",3963
"2439",2020,"Porsanger","2015",3925
"2440",2020,"Porsanger","2016",3978
"2441",2020,"Porsanger","2017",3971
"2442",2020,"Porsanger","2018",3964
"2443",2022,"Lebesby","1986",1811
"2444",2022,"Lebesby","1987",1794
"2445",2022,"Lebesby","1988",1736
"2446",2022,"Lebesby","1989",1761
"2447",2022,"Lebesby","1990",1754
"2448",2022,"Lebesby","1991",1695
"2449",2022,"Lebesby","1992",1652
"2450",2022,"Lebesby","1993",1630
"2451",2022,"Lebesby","1994",1598
"2452",2022,"Lebesby","1995",1578
"2453",2022,"Lebesby","1996",1568
"2454",2022,"Lebesby","1997",1576
"2455",2022,"Lebesby","1998",1538
"2456",2022,"Lebesby","1999",1483
"2457",2022,"Lebesby","2000",1463
"2458",2022,"Lebesby","2001",1524
"2459",2022,"Lebesby","2002",1511
"2460",2022,"Lebesby","2003",1500
"2461",2022,"Lebesby","2004",1473
"2462",2022,"Lebesby","2005",1430
"2463",2022,"Lebesby","2006",1391
"2464",2022,"Lebesby","2007",1357
"2465",2022,"Lebesby","2008",1304
"2466",2022,"Lebesby","2009",1332
"2467",2022,"Lebesby","2010",1342
"2468",2022,"Lebesby","2011",1336
"2469",2022,"Lebesby","2012",1356
"2470",2022,"Lebesby","2013",1339
"2471",2022,"Lebesby","2014",1341
"2472",2022,"Lebesby","2015",1343
"2473",2022,"Lebesby","2016",1318
"2474",2022,"Lebesby","2017",1330
"2475",2022,"Lebesby","2018",1349
"2476",2023,"Gamvik","1986",1523
"2477",2023,"Gamvik","1987",1479
"2478",2023,"Gamvik","1988",1458
"2479",2023,"Gamvik","1989",1450
"2480",2023,"Gamvik","1990",1424
"2481",2023,"Gamvik","1991",1398
"2482",2023,"Gamvik","1992",1388
"2483",2023,"Gamvik","1993",1423
"2484",2023,"Gamvik","1994",1461
"2485",2023,"Gamvik","1995",1455
"2486",2023,"Gamvik","1996",1410
"2487",2023,"Gamvik","1997",1326
"2488",2023,"Gamvik","1998",1337
"2489",2023,"Gamvik","1999",1283
"2490",2023,"Gamvik","2000",1288
"2491",2023,"Gamvik","2001",1269
"2492",2023,"Gamvik","2002",1234
"2493",2023,"Gamvik","2003",1205
"2494",2023,"Gamvik","2004",1134
"2495",2023,"Gamvik","2005",1114
"2496",2023,"Gamvik","2006",1076
"2497",2023,"Gamvik","2007",1046
"2498",2023,"Gamvik","2008",1040
"2499",2023,"Gamvik","2009",1025
"2500",2023,"Gamvik","2010",1009
"2501",2023,"Gamvik","2011",991
"2502",2023,"Gamvik","2012",1008
"2503",2023,"Gamvik","2013",1063
"2504",2023,"Gamvik","2014",1098
"2505",2023,"Gamvik","2015",1116
"2506",2023,"Gamvik","2016",1139
"2507",2023,"Gamvik","2017",1137
"2508",2023,"Gamvik","2018",1153
"2509",2024,"Berlevag","1986",1533
"2510",2024,"Berlevag","1987",1469
"2511",2024,"Berlevag","1988",1412
"2512",2024,"Berlevag","1989",1374
"2513",2024,"Berlevag","1990",1367
"2514",2024,"Berlevag","1991",1340
"2515",2024,"Berlevag","1992",1344
"2516",2024,"Berlevag","1993",1320
"2517",2024,"Berlevag","1994",1292
"2518",2024,"Berlevag","1995",1324
"2519",2024,"Berlevag","1996",1332
"2520",2024,"Berlevag","1997",1264
"2521",2024,"Berlevag","1998",1261
"2522",2024,"Berlevag","1999",1252
"2523",2024,"Berlevag","2000",1236
"2524",2024,"Berlevag","2001",1212
"2525",2024,"Berlevag","2002",1210
"2526",2024,"Berlevag","2003",1193
"2527",2024,"Berlevag","2004",1158
"2528",2024,"Berlevag","2005",1133
"2529",2024,"Berlevag","2006",1104
"2530",2024,"Berlevag","2007",1086
"2531",2024,"Berlevag","2008",1077
"2532",2024,"Berlevag","2009",1061
"2533",2024,"Berlevag","2010",1044
"2534",2024,"Berlevag","2011",1031
"2535",2024,"Berlevag","2012",1015
"2536",2024,"Berlevag","2013",1025
"2537",2024,"Berlevag","2014",1057
"2538",2024,"Berlevag","2015",1020
"2539",2024,"Berlevag","2016",1000
"2540",2024,"Berlevag","2017",991
"2541",2024,"Berlevag","2018",983
"2542",2025,"Tana","1986",3309
"2543",2025,"Tana","1987",3289
"2544",2025,"Tana","1988",3215
"2545",2025,"Tana","1989",3201
"2546",2025,"Tana","1990",3195
"2547",2025,"Tana","1991",3232
"2548",2025,"Tana","1992",3268
"2549",2025,"Tana","1993",3299
"2550",2025,"Tana","1994",3274
"2551",2025,"Tana","1995",3272
"2552",2025,"Tana","1996",3198
"2553",2025,"Tana","1997",3142
"2554",2025,"Tana","1998",3137
"2555",2025,"Tana","1999",3056
"2556",2025,"Tana","2000",3074
"2557",2025,"Tana","2001",3044
"2558",2025,"Tana","2002",3039
"2559",2025,"Tana","2003",3068
"2560",2025,"Tana","2004",3004
"2561",2025,"Tana","2005",3037
"2562",2025,"Tana","2006",3006
"2563",2025,"Tana","2007",2979
"2564",2025,"Tana","2008",2954
"2565",2025,"Tana","2009",2951
"2566",2025,"Tana","2010",2912
"2567",2025,"Tana","2011",2897
"2568",2025,"Tana","2012",2896
"2569",2025,"Tana","2013",2900
"2570",2025,"Tana","2014",2883
"2571",2025,"Tana","2015",2909
"2572",2025,"Tana","2016",2922
"2573",2025,"Tana","2017",2911
"2574",2025,"Tana","2018",2922
"2575",2027,"Nesseby","1986",1006
"2576",2027,"Nesseby","1987",999
"2577",2027,"Nesseby","1988",1008
"2578",2027,"Nesseby","1989",1030
"2579",2027,"Nesseby","1990",1037
"2580",2027,"Nesseby","1991",1056
"2581",2027,"Nesseby","1992",1056
"2582",2027,"Nesseby","1993",1059
"2583",2027,"Nesseby","1994",1072
"2584",2027,"Nesseby","1995",1048
"2585",2027,"Nesseby","1996",1058
"2586",2027,"Nesseby","1997",1041
"2587",2027,"Nesseby","1998",1035
"2588",2027,"Nesseby","1999",1021
"2589",2027,"Nesseby","2000",965
"2590",2027,"Nesseby","2001",963
"2591",2027,"Nesseby","2002",966
"2592",2027,"Nesseby","2003",929
"2593",2027,"Nesseby","2004",927
"2594",2027,"Nesseby","2005",901
"2595",2027,"Nesseby","2006",892
"2596",2027,"Nesseby","2007",884
"2597",2027,"Nesseby","2008",856
"2598",2027,"Nesseby","2009",878
"2599",2027,"Nesseby","2010",884
"2600",2027,"Nesseby","2011",893
"2601",2027,"Nesseby","2012",901
"2602",2027,"Nesseby","2013",882
"2603",2027,"Nesseby","2014",919
"2604",2027,"Nesseby","2015",934
"2605",2027,"Nesseby","2016",959
"2606",2027,"Nesseby","2017",951
"2607",2027,"Nesseby","2018",944
"2608",2028,"Batsfjord","1986",2643
"2609",2028,"Batsfjord","1987",2550
"2610",2028,"Batsfjord","1988",2461
"2611",2028,"Batsfjord","1989",2401
"2612",2028,"Batsfjord","1990",2346
"2613",2028,"Batsfjord","1991",2341
"2614",2028,"Batsfjord","1992",2321
"2615",2028,"Batsfjord","1993",2370
"2616",2028,"Batsfjord","1994",2474
"2617",2028,"Batsfjord","1995",2547
"2618",2028,"Batsfjord","1996",2622
"2619",2028,"Batsfjord","1997",2550
"2620",2028,"Batsfjord","1998",2544
"2621",2028,"Batsfjord","1999",2454
"2622",2028,"Batsfjord","2000",2470
"2623",2028,"Batsfjord","2001",2451
"2624",2028,"Batsfjord","2002",2407
"2625",2028,"Batsfjord","2003",2404
"2626",2028,"Batsfjord","2004",2290
"2627",2028,"Batsfjord","2005",2185
"2628",2028,"Batsfjord","2006",2171
"2629",2028,"Batsfjord","2007",2113
"2630",2028,"Batsfjord","2008",2090
"2631",2028,"Batsfjord","2009",2074
"2632",2028,"Batsfjord","2010",2070
"2633",2028,"Batsfjord","2011",2071
"2634",2028,"Batsfjord","2012",2089
"2635",2028,"Batsfjord","2013",2162
"2636",2028,"Batsfjord","2014",2207
"2637",2028,"Batsfjord","2015",2235
"2638",2028,"Batsfjord","2016",2211
"2639",2028,"Batsfjord","2017",2267
"2640",2028,"Batsfjord","2018",2263
"2641",2030,"Sor-Varanger","1986",9853
"2642",2030,"Sor-Varanger","1987",9745
"2643",2030,"Sor-Varanger","1988",9564
"2644",2030,"Sor-Varanger","1989",9579
"2645",2030,"Sor-Varanger","1990",9641
"2646",2030,"Sor-Varanger","1991",9693
"2647",2030,"Sor-Varanger","1992",9758
"2648",2030,"Sor-Varanger","1993",9819
"2649",2030,"Sor-Varanger","1994",9930
"2650",2030,"Sor-Varanger","1995",9913
"2651",2030,"Sor-Varanger","1996",10010
"2652",2030,"Sor-Varanger","1997",9843
"2653",2030,"Sor-Varanger","1998",9790
"2654",2030,"Sor-Varanger","1999",9646
"2655",2030,"Sor-Varanger","2000",9532
"2656",2030,"Sor-Varanger","2001",9498
"2657",2030,"Sor-Varanger","2002",9608
"2658",2030,"Sor-Varanger","2003",9547
"2659",2030,"Sor-Varanger","2004",9500
"2660",2030,"Sor-Varanger","2005",9463
"2661",2030,"Sor-Varanger","2006",9464
"2662",2030,"Sor-Varanger","2007",9490
"2663",2030,"Sor-Varanger","2008",9518
"2664",2030,"Sor-Varanger","2009",9623
"2665",2030,"Sor-Varanger","2010",9738
"2666",2030,"Sor-Varanger","2011",9826
"2667",2030,"Sor-Varanger","2012",9860
"2668",2030,"Sor-Varanger","2013",9968
"2669",2030,"Sor-Varanger","2014",10090
"2670",2030,"Sor-Varanger","2015",10221
"2671",2030,"Sor-Varanger","2016",10227
"2672",2030,"Sor-Varanger","2017",10199
"2673",2030,"Sor-Varanger","2018",10171
