"","Komnum","Name","year","population"
"1892",1931,"Lenvik","2007",11027
"1893",1931,"Lenvik","2008",11160
"1894",1931,"Lenvik","2009",11207
"1895",1931,"Lenvik","2010",11243
"1896",1931,"Lenvik","2011",11294
"1897",1931,"Lenvik","2012",11345
"1898",1931,"Lenvik","2013",11455
"1899",1931,"Lenvik","2014",11557
"1900",1931,"Lenvik","2015",11535
"1901",1931,"Lenvik","2016",11618
"1902",1931,"Lenvik","2017",11697
"1903",1931,"Lenvik","2018",11644
"1904",1931,"Lenvik","2019",11679
"1905",1933,"Balsfjord","1986",6717
"1906",1933,"Balsfjord","1987",6657
"1907",1933,"Balsfjord","1988",6532
"1908",1933,"Balsfjord","1989",6450
"1909",1933,"Balsfjord","1990",6378
"1910",1933,"Balsfjord","1991",6319
"1911",1933,"Balsfjord","1992",6248
"1912",1933,"Balsfjord","1993",6181
"1913",1933,"Balsfjord","1994",6118
"1914",1933,"Balsfjord","1995",6085
"1915",1933,"Balsfjord","1996",5976
"1916",1933,"Balsfjord","1997",5910
"1917",1933,"Balsfjord","1998",5848
"1918",1933,"Balsfjord","1999",5814
"1919",1933,"Balsfjord","2000",5749
"1920",1933,"Balsfjord","2001",5742
"1921",1933,"Balsfjord","2002",5642
"1922",1933,"Balsfjord","2003",5638
"1923",1933,"Balsfjord","2004",5611
"1924",1933,"Balsfjord","2005",5560
"1925",1933,"Balsfjord","2006",5569
"1926",1933,"Balsfjord","2007",5569
"1927",1933,"Balsfjord","2008",5529
"1928",1933,"Balsfjord","2009",5497
"1929",1933,"Balsfjord","2010",5515
"1930",1933,"Balsfjord","2011",5517
"1931",1933,"Balsfjord","2012",5502
"1932",1933,"Balsfjord","2013",5562
"1933",1933,"Balsfjord","2014",5593
"1934",1933,"Balsfjord","2015",5720
"1935",1933,"Balsfjord","2016",5701
"1936",1933,"Balsfjord","2017",5685
"1937",1933,"Balsfjord","2018",5653
"1938",1933,"Balsfjord","2019",5625
"1939",1936,"Karlsoy","1986",2965
"1940",1936,"Karlsoy","1987",2881
"1941",1936,"Karlsoy","1988",2836
"1942",1936,"Karlsoy","1989",2820
"1943",1936,"Karlsoy","1990",2774
"1944",1936,"Karlsoy","1991",2717
"1945",1936,"Karlsoy","1992",2694
"1946",1936,"Karlsoy","1993",2701
"1947",1936,"Karlsoy","1994",2601
"1948",1936,"Karlsoy","1995",2611
"1949",1936,"Karlsoy","1996",2599
"1950",1936,"Karlsoy","1997",2553
"1951",1936,"Karlsoy","1998",2531
"1952",1936,"Karlsoy","1999",2462
"1953",1936,"Karlsoy","2000",2496
"1954",1936,"Karlsoy","2001",2465
"1955",1936,"Karlsoy","2002",2464
"1956",1936,"Karlsoy","2003",2463
"1957",1936,"Karlsoy","2004",2406
"1958",1936,"Karlsoy","2005",2372
"1959",1936,"Karlsoy","2006",2369
"1960",1936,"Karlsoy","2007",2344
"1961",1936,"Karlsoy","2008",2404
"1962",1936,"Karlsoy","2009",2383
"1963",1936,"Karlsoy","2010",2371
"1964",1936,"Karlsoy","2011",2357
"1965",1936,"Karlsoy","2012",2355
"1966",1936,"Karlsoy","2013",2317
"1967",1936,"Karlsoy","2014",2334
"1968",1936,"Karlsoy","2015",2289
"1969",1936,"Karlsoy","2016",2282
"1970",1936,"Karlsoy","2017",2273
"1971",1936,"Karlsoy","2018",2263
"1972",1936,"Karlsoy","2019",2252
"1973",1938,"Lyngen","1986",3735
"1974",1938,"Lyngen","1987",3675
"1975",1938,"Lyngen","1988",3600
"1976",1938,"Lyngen","1989",3573
"1977",1938,"Lyngen","1990",3595
"1978",1938,"Lyngen","1991",3602
"1979",1938,"Lyngen","1992",3527
"1980",1938,"Lyngen","1993",3505
"1981",1938,"Lyngen","1994",3499
"1982",1938,"Lyngen","1995",3479
"1983",1938,"Lyngen","1996",3435
"1984",1938,"Lyngen","1997",3395
"1985",1938,"Lyngen","1998",3342
"1986",1938,"Lyngen","1999",3245
"1987",1938,"Lyngen","2000",3225
"1988",1938,"Lyngen","2001",3193
"1989",1938,"Lyngen","2002",3183
"1990",1938,"Lyngen","2003",3176
"1991",1938,"Lyngen","2004",3167
"1992",1938,"Lyngen","2005",3158
"1993",1938,"Lyngen","2006",3161
"1994",1938,"Lyngen","2007",3199
"1995",1938,"Lyngen","2008",3208
"1996",1938,"Lyngen","2009",3166
"1997",1938,"Lyngen","2010",3152
"1998",1938,"Lyngen","2011",3086
"1999",1938,"Lyngen","2012",3028
"2000",1938,"Lyngen","2013",3013
"2001",1938,"Lyngen","2014",2992
"2002",1938,"Lyngen","2015",2922
"2003",1938,"Lyngen","2016",2861
"2004",1938,"Lyngen","2017",2876
"2005",1938,"Lyngen","2018",2877
"2006",1938,"Lyngen","2019",2847
"2007",1939,"Storfjord","1986",1917
"2008",1939,"Storfjord","1987",1850
"2009",1939,"Storfjord","1988",1855
"2010",1939,"Storfjord","1989",1850
"2011",1939,"Storfjord","1990",1836
"2012",1939,"Storfjord","1991",1889
"2013",1939,"Storfjord","1992",1879
"2014",1939,"Storfjord","1993",1905
"2015",1939,"Storfjord","1994",1918
"2016",1939,"Storfjord","1995",1939
"2017",1939,"Storfjord","1996",1918
"2018",1939,"Storfjord","1997",1912
"2019",1939,"Storfjord","1998",1866
"2020",1939,"Storfjord","1999",1863
"2021",1939,"Storfjord","2000",1872
"2022",1939,"Storfjord","2001",1856
"2023",1939,"Storfjord","2002",1860
"2024",1939,"Storfjord","2003",1879
"2025",1939,"Storfjord","2004",1912
"2026",1939,"Storfjord","2005",1934
"2027",1939,"Storfjord","2006",1932
"2028",1939,"Storfjord","2007",1911
"2029",1939,"Storfjord","2008",1893
"2030",1939,"Storfjord","2009",1869
"2031",1939,"Storfjord","2010",1888
"2032",1939,"Storfjord","2011",1894
"2033",1939,"Storfjord","2012",1909
"2034",1939,"Storfjord","2013",1942
"2035",1939,"Storfjord","2014",1941
"2036",1939,"Storfjord","2015",1898
"2037",1939,"Storfjord","2016",1865
"2038",1939,"Storfjord","2017",1890
"2039",1939,"Storfjord","2018",1856
"2040",1939,"Storfjord","2019",1841
"2041",1940,"Kafjord","1986",2944
"2042",1940,"Kafjord","1987",2904
"2043",1940,"Kafjord","1988",2867
"2044",1940,"Kafjord","1989",2832
"2045",1940,"Kafjord","1990",2819
"2046",1940,"Kafjord","1991",2759
"2047",1940,"Kafjord","1992",2773
"2048",1940,"Kafjord","1993",2746
"2049",1940,"Kafjord","1994",2708
"2050",1940,"Kafjord","1995",2677
"2051",1940,"Kafjord","1996",2623
"2052",1940,"Kafjord","1997",2536
"2053",1940,"Kafjord","1998",2484
"2054",1940,"Kafjord","1999",2429
"2055",1940,"Kafjord","2000",2369
"2056",1940,"Kafjord","2001",2311
"2057",1940,"Kafjord","2002",2344
"2058",1940,"Kafjord","2003",2359
"2059",1940,"Kafjord","2004",2332
"2060",1940,"Kafjord","2005",2288
"2061",1940,"Kafjord","2006",2261
"2062",1940,"Kafjord","2007",2220
"2063",1940,"Kafjord","2008",2248
"2064",1940,"Kafjord","2009",2236
"2065",1940,"Kafjord","2010",2207
"2066",1940,"Kafjord","2011",2185
"2067",1940,"Kafjord","2012",2210
"2068",1940,"Kafjord","2013",2208
"2069",1940,"Kafjord","2014",2221
"2070",1940,"Kafjord","2015",2182
"2071",1940,"Kafjord","2016",2150
"2072",1940,"Kafjord","2017",2132
"2073",1940,"Kafjord","2018",2132
"2074",1940,"Kafjord","2019",2097
"2075",1941,"Skjervoy","1986",3320
"2076",1941,"Skjervoy","1987",3197
"2077",1941,"Skjervoy","1988",3134
"2078",1941,"Skjervoy","1989",3116
"2079",1941,"Skjervoy","1990",3082
"2080",1941,"Skjervoy","1991",3031
"2081",1941,"Skjervoy","1992",3055
"2082",1941,"Skjervoy","1993",3087
"2083",1941,"Skjervoy","1994",3046
"2084",1941,"Skjervoy","1995",3081
"2085",1941,"Skjervoy","1996",3079
"2086",1941,"Skjervoy","1997",3030
"2087",1941,"Skjervoy","1998",2973
"2088",1941,"Skjervoy","1999",2914
"2089",1941,"Skjervoy","2000",2934
"2090",1941,"Skjervoy","2001",2996
"2091",1941,"Skjervoy","2002",3014
"2092",1941,"Skjervoy","2003",3021
"2093",1941,"Skjervoy","2004",3002
"2094",1941,"Skjervoy","2005",3003
"2095",1941,"Skjervoy","2006",2971
"2096",1941,"Skjervoy","2007",2966
"2097",1941,"Skjervoy","2008",2934
"2098",1941,"Skjervoy","2009",2897
"2099",1941,"Skjervoy","2010",2881
"2100",1941,"Skjervoy","2011",2885
"2101",1941,"Skjervoy","2012",2880
"2102",1941,"Skjervoy","2013",2905
"2103",1941,"Skjervoy","2014",2881
"2104",1941,"Skjervoy","2015",2895
"2105",1941,"Skjervoy","2016",2920
"2106",1941,"Skjervoy","2017",2912
"2107",1941,"Skjervoy","2018",2925
"2108",1941,"Skjervoy","2019",2917
"2109",1942,"Nordreisa","1986",4768
"2110",1942,"Nordreisa","1987",4703
"2111",1942,"Nordreisa","1988",4698
"2112",1942,"Nordreisa","1989",4682
"2113",1942,"Nordreisa","1990",4697
"2114",1942,"Nordreisa","1991",4753
"2115",1942,"Nordreisa","1992",4788
"2116",1942,"Nordreisa","1993",4833
"2117",1942,"Nordreisa","1994",4864
"2118",1942,"Nordreisa","1995",4905
"2119",1942,"Nordreisa","1996",4914
"2120",1942,"Nordreisa","1997",4855
"2121",1942,"Nordreisa","1998",4816
"2122",1942,"Nordreisa","1999",4765
"2123",1942,"Nordreisa","2000",4821
"2124",1942,"Nordreisa","2001",4816
"2125",1942,"Nordreisa","2002",4739
"2126",1942,"Nordreisa","2003",4726
"2127",1942,"Nordreisa","2004",4710
"2128",1942,"Nordreisa","2005",4744
"2129",1942,"Nordreisa","2006",4772
"2130",1942,"Nordreisa","2007",4699
"2131",1942,"Nordreisa","2008",4665
"2132",1942,"Nordreisa","2009",4694
"2133",1942,"Nordreisa","2010",4757
"2134",1942,"Nordreisa","2011",4805
"2135",1942,"Nordreisa","2012",4807
"2136",1942,"Nordreisa","2013",4850
"2137",1942,"Nordreisa","2014",4854
"2138",1942,"Nordreisa","2015",4882
"2139",1942,"Nordreisa","2016",4895
"2140",1942,"Nordreisa","2017",4919
"2141",1942,"Nordreisa","2018",4944
"2142",1942,"Nordreisa","2019",4909
"2143",1943,"Kvaenangen","1986",1691
"2144",1943,"Kvaenangen","1987",1697
"2145",1943,"Kvaenangen","1988",1628
"2146",1943,"Kvaenangen","1989",1610
"2147",1943,"Kvaenangen","1990",1615
"2148",1943,"Kvaenangen","1991",1638
"2149",1943,"Kvaenangen","1992",1640
"2150",1943,"Kvaenangen","1993",1638
"2151",1943,"Kvaenangen","1994",1606
"2152",1943,"Kvaenangen","1995",1602
"2153",1943,"Kvaenangen","1996",1589
"2154",1943,"Kvaenangen","1997",1550
"2155",1943,"Kvaenangen","1998",1516
"2156",1943,"Kvaenangen","1999",1458
"2157",1943,"Kvaenangen","2000",1435
"2158",1943,"Kvaenangen","2001",1427
"2159",1943,"Kvaenangen","2002",1442
"2160",1943,"Kvaenangen","2003",1418
"2161",1943,"Kvaenangen","2004",1394
"2162",1943,"Kvaenangen","2005",1401
"2163",1943,"Kvaenangen","2006",1387
"2164",1943,"Kvaenangen","2007",1351
"2165",1943,"Kvaenangen","2008",1348
"2166",1943,"Kvaenangen","2009",1330
"2167",1943,"Kvaenangen","2010",1316
"2168",1943,"Kvaenangen","2011",1294
"2169",1943,"Kvaenangen","2012",1284
"2170",1943,"Kvaenangen","2013",1245
"2171",1943,"Kvaenangen","2014",1234
"2172",1943,"Kvaenangen","2015",1226
"2173",1943,"Kvaenangen","2016",1231
"2174",1943,"Kvaenangen","2017",1233
"2175",1943,"Kvaenangen","2018",1224
"2176",1943,"Kvaenangen","2019",1202
"2177",2002,"Vardo","1986",3243
"2178",2002,"Vardo","1987",3129
"2179",2002,"Vardo","1988",3133
"2180",2002,"Vardo","1989",3027
"2181",2002,"Vardo","1990",3008
"2182",2002,"Vardo","1991",3008
"2183",2002,"Vardo","1992",3004
"2184",2002,"Vardo","1993",3046
"2185",2002,"Vardo","1994",3023
"2186",2002,"Vardo","1995",3010
"2187",2002,"Vardo","1996",3007
"2188",2002,"Vardo","1997",2983
"2189",2002,"Vardo","1998",2913
"2190",2002,"Vardo","1999",2799
"2191",2002,"Vardo","2000",2705
"2192",2002,"Vardo","2001",2694
"2193",2002,"Vardo","2002",2586
"2194",2002,"Vardo","2003",2496
"2195",2002,"Vardo","2004",2396
"2196",2002,"Vardo","2005",2366
"2197",2002,"Vardo","2006",2338
"2198",2002,"Vardo","2007",2286
"2199",2002,"Vardo","2008",2190
"2200",2002,"Vardo","2009",2144
"2201",2002,"Vardo","2010",2124
"2202",2002,"Vardo","2011",2111
"2203",2002,"Vardo","2012",2122
"2204",2002,"Vardo","2013",2128
"2205",2002,"Vardo","2014",2119
"2206",2002,"Vardo","2015",2128
"2207",2002,"Vardo","2016",2137
"2208",2002,"Vardo","2017",2104
"2209",2002,"Vardo","2018",2110
"2210",2002,"Vardo","2019",2081
"2211",2003,"Vadso","1986",5958
"2212",2003,"Vadso","1987",5852
"2213",2003,"Vadso","1988",5894
"2214",2003,"Vadso","1989",5947
"2215",2003,"Vadso","1990",5967
"2216",2003,"Vadso","1991",6006
"2217",2003,"Vadso","1992",6055
"2218",2003,"Vadso","1993",6282
"2219",2003,"Vadso","1994",6391
"2220",2003,"Vadso","1995",6415
"2221",2003,"Vadso","1996",6330
"2222",2003,"Vadso","1997",6234
"2223",2003,"Vadso","1998",6164
"2224",2003,"Vadso","1999",6182
"2225",2003,"Vadso","2000",6130
"2226",2003,"Vadso","2001",6167
"2227",2003,"Vadso","2002",6120
"2228",2003,"Vadso","2003",6122
"2229",2003,"Vadso","2004",6186
"2230",2003,"Vadso","2005",6181
"2231",2003,"Vadso","2006",6114
"2232",2003,"Vadso","2007",6124
"2233",2003,"Vadso","2008",6062
"2234",2003,"Vadso","2009",6076
"2235",2003,"Vadso","2010",6101
"2236",2003,"Vadso","2011",6095
"2237",2003,"Vadso","2012",6125
"2238",2003,"Vadso","2013",6163
"2239",2003,"Vadso","2014",6223
"2240",2003,"Vadso","2015",6239
"2241",2003,"Vadso","2016",6160
"2242",2003,"Vadso","2017",6154
"2243",2003,"Vadso","2018",6033
"2244",2003,"Vadso","2019",5894
"2245",2004,"Hammerfest","1986",9406
"2246",2004,"Hammerfest","1987",9290
"2247",2004,"Hammerfest","1988",9218
"2248",2004,"Hammerfest","1989",9249
"2249",2004,"Hammerfest","1990",9240
"2250",2004,"Hammerfest","1991",9250
"2251",2004,"Hammerfest","1992",9397
"2252",2004,"Hammerfest","1993",9460
"2253",2004,"Hammerfest","1994",9540
"2254",2004,"Hammerfest","1995",9553
"2255",2004,"Hammerfest","1996",9505
"2256",2004,"Hammerfest","1997",9360
"2257",2004,"Hammerfest","1998",9216
"2258",2004,"Hammerfest","1999",9151
"2259",2004,"Hammerfest","2000",9213
"2260",2004,"Hammerfest","2001",9166
"2261",2004,"Hammerfest","2002",9020
"2262",2004,"Hammerfest","2003",9076
"2263",2004,"Hammerfest","2004",9157
"2264",2004,"Hammerfest","2005",9261
"2265",2004,"Hammerfest","2006",9361
"2266",2004,"Hammerfest","2007",9391
"2267",2004,"Hammerfest","2008",9407
"2268",2004,"Hammerfest","2009",9493
"2269",2004,"Hammerfest","2010",9724
"2270",2004,"Hammerfest","2011",9912
"2271",2004,"Hammerfest","2012",9934
"2272",2004,"Hammerfest","2013",10072
"2273",2004,"Hammerfest","2014",10287
"2274",2004,"Hammerfest","2015",10417
"2275",2004,"Hammerfest","2016",10455
"2276",2004,"Hammerfest","2017",10527
"2277",2004,"Hammerfest","2018",10533
"2278",2004,"Hammerfest","2019",10536
"2279",2012,"Alta","1986",14000
"2280",2012,"Alta","1987",14122
"2281",2012,"Alta","1988",14367
"2282",2012,"Alta","1989",14589
"2283",2012,"Alta","1990",14857
"2284",2012,"Alta","1991",15223
"2285",2012,"Alta","1992",15492
"2286",2012,"Alta","1993",15838
"2287",2012,"Alta","1994",16085
"2288",2012,"Alta","1995",16338
"2289",2012,"Alta","1996",16426
"2290",2012,"Alta","1997",16417
"2291",2012,"Alta","1998",16537
"2292",2012,"Alta","1999",16526
"2293",2012,"Alta","2000",16837
"2294",2012,"Alta","2001",17079
"2295",2012,"Alta","2002",17159
"2296",2012,"Alta","2003",17359
"2297",2012,"Alta","2004",17440
"2298",2012,"Alta","2005",17628
"2299",2012,"Alta","2006",17889
"2300",2012,"Alta","2007",18090
"2301",2012,"Alta","2008",18272
"2302",2012,"Alta","2009",18488
"2303",2012,"Alta","2010",18680
"2304",2012,"Alta","2011",19071
"2305",2012,"Alta","2012",19282
"2306",2012,"Alta","2013",19646
"2307",2012,"Alta","2014",19822
"2308",2012,"Alta","2015",19898
"2309",2012,"Alta","2016",20097
"2310",2012,"Alta","2017",20446
"2311",2012,"Alta","2018",20635
"2312",2012,"Alta","2019",20665
"2313",2014,"Loppa","1986",1922
"2314",2014,"Loppa","1987",1866
"2315",2014,"Loppa","1988",1769
"2316",2014,"Loppa","1989",1703
"2317",2014,"Loppa","1990",1687
"2318",2014,"Loppa","1991",1655
"2319",2014,"Loppa","1992",1629
"2320",2014,"Loppa","1993",1599
"2321",2014,"Loppa","1994",1549
"2322",2014,"Loppa","1995",1552
"2323",2014,"Loppa","1996",1517
"2324",2014,"Loppa","1997",1486
"2325",2014,"Loppa","1998",1448
"2326",2014,"Loppa","1999",1443
"2327",2014,"Loppa","2000",1426
"2328",2014,"Loppa","2001",1421
"2329",2014,"Loppa","2002",1398
"2330",2014,"Loppa","2003",1329
"2331",2014,"Loppa","2004",1294
"2332",2014,"Loppa","2005",1266
"2333",2014,"Loppa","2006",1213
"2334",2014,"Loppa","2007",1150
"2335",2014,"Loppa","2008",1106
"2336",2014,"Loppa","2009",1087
"2337",2014,"Loppa","2010",1087
"2338",2014,"Loppa","2011",1078
"2339",2014,"Loppa","2012",1087
"2340",2014,"Loppa","2013",1070
"2341",2014,"Loppa","2014",1027
"2342",2014,"Loppa","2015",989
"2343",2014,"Loppa","2016",951
"2344",2014,"Loppa","2017",968
"2345",2014,"Loppa","2018",941
"2346",2014,"Loppa","2019",917
"2347",2015,"Hasvik","1986",1537
"2348",2015,"Hasvik","1987",1459
"2349",2015,"Hasvik","1988",1412
"2350",2015,"Hasvik","1989",1375
"2351",2015,"Hasvik","1990",1337
"2352",2015,"Hasvik","1991",1361
"2353",2015,"Hasvik","1992",1426
"2354",2015,"Hasvik","1993",1403
"2355",2015,"Hasvik","1994",1351
"2356",2015,"Hasvik","1995",1334
"2357",2015,"Hasvik","1996",1316
"2358",2015,"Hasvik","1997",1265
"2359",2015,"Hasvik","1998",1245
"2360",2015,"Hasvik","1999",1237
"2361",2015,"Hasvik","2000",1200
"2362",2015,"Hasvik","2001",1204
"2363",2015,"Hasvik","2002",1184
"2364",2015,"Hasvik","2003",1107
"2365",2015,"Hasvik","2004",1095
"2366",2015,"Hasvik","2005",1049
"2367",2015,"Hasvik","2006",1033
"2368",2015,"Hasvik","2007",1005
"2369",2015,"Hasvik","2008",998
"2370",2015,"Hasvik","2009",970
"2371",2015,"Hasvik","2010",934
"2372",2015,"Hasvik","2011",972
"2373",2015,"Hasvik","2012",995
"2374",2015,"Hasvik","2013",1023
"2375",2015,"Hasvik","2014",1037
"2376",2015,"Hasvik","2015",1041
"2377",2015,"Hasvik","2016",1054
"2378",2015,"Hasvik","2017",1037
"2379",2015,"Hasvik","2018",1022
"2380",2015,"Hasvik","2019",1045
"2381",2017,"Kvalsund","1986",1505
"2382",2017,"Kvalsund","1987",1491
"2383",2017,"Kvalsund","1988",1439
"2384",2017,"Kvalsund","1989",1397
"2385",2017,"Kvalsund","1990",1394
"2386",2017,"Kvalsund","1991",1360
"2387",2017,"Kvalsund","1992",1327
"2388",2017,"Kvalsund","1993",1287
"2389",2017,"Kvalsund","1994",1282
"2390",2017,"Kvalsund","1995",1266
"2391",2017,"Kvalsund","1996",1237
"2392",2017,"Kvalsund","1997",1192
"2393",2017,"Kvalsund","1998",1148
"2394",2017,"Kvalsund","1999",1088
"2395",2017,"Kvalsund","2000",1106
"2396",2017,"Kvalsund","2001",1110
"2397",2017,"Kvalsund","2002",1091
"2398",2017,"Kvalsund","2003",1097
"2399",2017,"Kvalsund","2004",1093
"2400",2017,"Kvalsund","2005",1080
"2401",2017,"Kvalsund","2006",1070
"2402",2017,"Kvalsund","2007",1092
"2403",2017,"Kvalsund","2008",1101
"2404",2017,"Kvalsund","2009",1044
"2405",2017,"Kvalsund","2010",1026
"2406",2017,"Kvalsund","2011",998
"2407",2017,"Kvalsund","2012",1010
"2408",2017,"Kvalsund","2013",1036
"2409",2017,"Kvalsund","2014",1051
"2410",2017,"Kvalsund","2015",1049
"2411",2017,"Kvalsund","2016",1035
"2412",2017,"Kvalsund","2017",1027
"2413",2017,"Kvalsund","2018",1027
"2414",2017,"Kvalsund","2019",988
"2415",2018,"Masoy","1986",2018
"2416",2018,"Masoy","1987",1968
"2417",2018,"Masoy","1988",1897
"2418",2018,"Masoy","1989",1859
"2419",2018,"Masoy","1990",1839
"2420",2018,"Masoy","1991",1819
"2421",2018,"Masoy","1992",1816
"2422",2018,"Masoy","1993",1806
"2423",2018,"Masoy","1994",1778
"2424",2018,"Masoy","1995",1720
"2425",2018,"Masoy","1996",1661
"2426",2018,"Masoy","1997",1611
"2427",2018,"Masoy","1998",1541
"2428",2018,"Masoy","1999",1497
"2429",2018,"Masoy","2000",1477
"2430",2018,"Masoy","2001",1469
"2431",2018,"Masoy","2002",1433
"2432",2018,"Masoy","2003",1425
"2433",2018,"Masoy","2004",1399
"2434",2018,"Masoy","2005",1393
"2435",2018,"Masoy","2006",1376
"2436",2018,"Masoy","2007",1319
"2437",2018,"Masoy","2008",1333
"2438",2018,"Masoy","2009",1309
"2439",2018,"Masoy","2010",1267
"2440",2018,"Masoy","2011",1228
"2441",2018,"Masoy","2012",1243
"2442",2018,"Masoy","2013",1240
"2443",2018,"Masoy","2014",1241
"2444",2018,"Masoy","2015",1241
"2445",2018,"Masoy","2016",1215
"2446",2018,"Masoy","2017",1204
"2447",2018,"Masoy","2018",1231
"2448",2018,"Masoy","2019",1235
"2449",2019,"Nordkapp","1986",4393
"2450",2019,"Nordkapp","1987",4214
"2451",2019,"Nordkapp","1988",4127
"2452",2019,"Nordkapp","1989",4061
"2453",2019,"Nordkapp","1990",3975
"2454",2019,"Nordkapp","1991",3986
"2455",2019,"Nordkapp","1992",3994
"2456",2019,"Nordkapp","1993",3962
"2457",2019,"Nordkapp","1994",3970
"2458",2019,"Nordkapp","1995",3914
"2459",2019,"Nordkapp","1996",3852
"2460",2019,"Nordkapp","1997",3771
"2461",2019,"Nordkapp","1998",3606
"2462",2019,"Nordkapp","1999",3554
"2463",2019,"Nordkapp","2000",3517
"2464",2019,"Nordkapp","2001",3505
"2465",2019,"Nordkapp","2002",3513
"2466",2019,"Nordkapp","2003",3497
"2467",2019,"Nordkapp","2004",3468
"2468",2019,"Nordkapp","2005",3415
"2469",2019,"Nordkapp","2006",3330
"2470",2019,"Nordkapp","2007",3274
"2471",2019,"Nordkapp","2008",3219
"2472",2019,"Nordkapp","2009",3180
"2473",2019,"Nordkapp","2010",3185
"2474",2019,"Nordkapp","2011",3224
"2475",2019,"Nordkapp","2012",3228
"2476",2019,"Nordkapp","2013",3205
"2477",2019,"Nordkapp","2014",3213
"2478",2019,"Nordkapp","2015",3278
"2479",2019,"Nordkapp","2016",3276
"2480",2019,"Nordkapp","2017",3291
"2481",2019,"Nordkapp","2018",3239
"2482",2019,"Nordkapp","2019",3218
"2483",2020,"Porsanger","1986",4389
"2484",2020,"Porsanger","1987",4404
"2485",2020,"Porsanger","1988",4386
"2486",2020,"Porsanger","1989",4443
"2487",2020,"Porsanger","1990",4475
"2488",2020,"Porsanger","1991",4514
"2489",2020,"Porsanger","1992",4511
"2490",2020,"Porsanger","1993",4535
"2491",2020,"Porsanger","1994",4493
"2492",2020,"Porsanger","1995",4461
"2493",2020,"Porsanger","1996",4461
"2494",2020,"Porsanger","1997",4471
"2495",2020,"Porsanger","1998",4422
"2496",2020,"Porsanger","1999",4397
"2497",2020,"Porsanger","2000",4451
"2498",2020,"Porsanger","2001",4358
"2499",2020,"Porsanger","2002",4349
"2500",2020,"Porsanger","2003",4294
"2501",2020,"Porsanger","2004",4329
"2502",2020,"Porsanger","2005",4299
"2503",2020,"Porsanger","2006",4222
"2504",2020,"Porsanger","2007",4141
"2505",2020,"Porsanger","2008",4059
"2506",2020,"Porsanger","2009",4000
"2507",2020,"Porsanger","2010",3991
"2508",2020,"Porsanger","2011",3980
"2509",2020,"Porsanger","2012",3946
"2510",2020,"Porsanger","2013",3968
"2511",2020,"Porsanger","2014",3963
"2512",2020,"Porsanger","2015",3925
"2513",2020,"Porsanger","2016",3978
"2514",2020,"Porsanger","2017",3971
"2515",2020,"Porsanger","2018",3964
"2516",2020,"Porsanger","2019",3944
"2517",2022,"Lebesby","1986",1811
"2518",2022,"Lebesby","1987",1794
"2519",2022,"Lebesby","1988",1736
"2520",2022,"Lebesby","1989",1761
"2521",2022,"Lebesby","1990",1754
"2522",2022,"Lebesby","1991",1695
"2523",2022,"Lebesby","1992",1652
"2524",2022,"Lebesby","1993",1630
"2525",2022,"Lebesby","1994",1598
"2526",2022,"Lebesby","1995",1578
"2527",2022,"Lebesby","1996",1568
"2528",2022,"Lebesby","1997",1576
"2529",2022,"Lebesby","1998",1538
"2530",2022,"Lebesby","1999",1483
"2531",2022,"Lebesby","2000",1463
"2532",2022,"Lebesby","2001",1524
"2533",2022,"Lebesby","2002",1511
"2534",2022,"Lebesby","2003",1500
"2535",2022,"Lebesby","2004",1473
"2536",2022,"Lebesby","2005",1430
"2537",2022,"Lebesby","2006",1391
"2538",2022,"Lebesby","2007",1357
"2539",2022,"Lebesby","2008",1304
"2540",2022,"Lebesby","2009",1332
"2541",2022,"Lebesby","2010",1342
"2542",2022,"Lebesby","2011",1336
"2543",2022,"Lebesby","2012",1356
"2544",2022,"Lebesby","2013",1339
"2545",2022,"Lebesby","2014",1341
"2546",2022,"Lebesby","2015",1343
"2547",2022,"Lebesby","2016",1318
"2548",2022,"Lebesby","2017",1330
"2549",2022,"Lebesby","2018",1349
"2550",2022,"Lebesby","2019",1328
"2551",2023,"Gamvik","1986",1523
"2552",2023,"Gamvik","1987",1479
"2553",2023,"Gamvik","1988",1458
"2554",2023,"Gamvik","1989",1450
"2555",2023,"Gamvik","1990",1424
"2556",2023,"Gamvik","1991",1398
"2557",2023,"Gamvik","1992",1388
"2558",2023,"Gamvik","1993",1423
"2559",2023,"Gamvik","1994",1461
"2560",2023,"Gamvik","1995",1455
"2561",2023,"Gamvik","1996",1410
"2562",2023,"Gamvik","1997",1326
"2563",2023,"Gamvik","1998",1337
"2564",2023,"Gamvik","1999",1283
"2565",2023,"Gamvik","2000",1288
"2566",2023,"Gamvik","2001",1269
"2567",2023,"Gamvik","2002",1234
"2568",2023,"Gamvik","2003",1205
"2569",2023,"Gamvik","2004",1134
"2570",2023,"Gamvik","2005",1114
"2571",2023,"Gamvik","2006",1076
"2572",2023,"Gamvik","2007",1046
"2573",2023,"Gamvik","2008",1040
"2574",2023,"Gamvik","2009",1025
"2575",2023,"Gamvik","2010",1009
"2576",2023,"Gamvik","2011",991
"2577",2023,"Gamvik","2012",1008
"2578",2023,"Gamvik","2013",1063
"2579",2023,"Gamvik","2014",1098
"2580",2023,"Gamvik","2015",1116
"2581",2023,"Gamvik","2016",1139
"2582",2023,"Gamvik","2017",1137
"2583",2023,"Gamvik","2018",1153
"2584",2023,"Gamvik","2019",1169
"2585",2024,"Berlevag","1986",1533
